branch_class,status,source,native_id,term_name,description,intersection_size,term_size,effective_domain_size,query_size_mappable,p_value_corrected,significant_g_scs,precision,recall,source_order,group_id,branch_n_genes,branch_exact_2NAP_human_n,branch_exact_2NAP_experimental_n,branch_parent_naphthalene_n,branch_multi_source_ge2_n,branch_CTD_n,branch_toxicogenomic_n,branch_bioassay_target_n,background_n_genes,background_definition,multiple_testing,accessed_at_utc,source_database,error
shared,OK,GO:BP,GO:0048865,stem cell fate commitment,"""The process in which the developmental fate of a cell becomes restricted such that it will develop into a stem cell."" [CL:0000034, GOC:isa_complete]",2,3,682,189,1.0,False,0.010582010582010581,0.6666666666666666,12255,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048864,stem cell development,"""The process whose specific outcome is the progression of the stem cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to its specific fate."" [CL:0000034, GOC:isa_complete]",5,6,682,189,1.0,False,0.026455026455026454,0.8333333333333334,12254,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048863,stem cell differentiation,"""The process in which a relatively unspecialized cell acquires specialized features of a stem cell. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells."" [CL:0000034, GOC:isa_complete]",10,19,682,189,1.0,False,0.05291005291005291,0.5263157894736842,12253,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048858,cell projection morphogenesis,"""The process in which the anatomical structures of a cell projection are generated and organized."" [GO_REF:0000021]",11,32,682,189,1.0,False,0.0582010582010582,0.34375,12249,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048857,neural nucleus development,"""The biological process whose specific outcome is the progression of a neural nucleus from its initial condition to its mature state. A neural nucleus is an anatomical structure consisting of a discrete aggregate of neuronal soma."" [GO_REF:0000021]",4,7,682,189,1.0,False,0.021164021164021163,0.5714285714285714,12248,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048846,axon extension involved in axon guidance,"""The long distance growth of a single cell process, that is involved in the migration of an axon growth cone, where the migration is directed to a specific target site by a combination of attractive and repulsive cues."" [GOC:ef, GOC:jid]",1,1,682,189,1.0,False,0.005291005291005291,1.0,12237,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048844,artery morphogenesis,"""The process in which the anatomical structures of arterial blood vessels are generated and organized. Arteries are blood vessels that transport blood from the heart to the body and its organs."" [GOC:dsf, PMID:16740480]",1,3,682,189,1.0,False,0.005291005291005291,0.3333333333333333,12235,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048843,negative regulation of axon extension involved in axon guidance,"""Any process that stops, prevents, or reduces the frequency, rate or extent of axon extension involved in axon guidance."" [GOC:devbiol]",1,1,682,189,1.0,False,0.005291005291005291,1.0,12234,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048841,regulation of axon extension involved in axon guidance,"""Any process that modulates the frequency, rate or extent of axon extension involved in axon guidance."" [GOC:devbiol]",1,1,682,189,1.0,False,0.005291005291005291,1.0,12232,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048839,inner ear development,"""The process whose specific outcome is the progression of the inner ear over time, from its formation to the mature structure."" [GOC:sr]",4,13,682,189,1.0,False,0.021164021164021163,0.3076923076923077,12230,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048822,enucleate erythrocyte development,"""The process aimed at the progression of an enucleate erythrocyte over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:devbiol]",1,1,682,189,1.0,False,0.005291005291005291,1.0,12216,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048821,erythrocyte development,"""The process whose specific outcome is the progression of an erythrocyte over time, from its formation to the mature structure."" [GOC:devbiol]",1,2,682,189,1.0,False,0.005291005291005291,0.5,12215,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048814,regulation of dendrite morphogenesis,"""Any process that modulates the frequency, rate or extent of dendrite morphogenesis."" [GOC:ai]",1,1,682,189,1.0,False,0.005291005291005291,1.0,12209,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0050665,hydrogen peroxide biosynthetic process,"""The chemical reactions and pathways resulting in the formation of hydrogen peroxide (H2O2), a potentially harmful byproduct of aerobic cellular respiration which can cause damage to DNA."" [GOC:ai]",1,2,682,189,1.0,False,0.005291005291005291,0.5,12343,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0050658,RNA transport,"""The directed movement of RNA, ribonucleic acids, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",1,6,682,189,1.0,False,0.005291005291005291,0.16666666666666666,12342,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0050657,nucleic acid transport,"""The directed movement of nucleic acids, single or double-stranded polynucleotides involved in the storage, transmission and transfer of genetic information, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai, ISBN:0198506732]",1,6,682,189,1.0,False,0.005291005291005291,0.16666666666666666,12341,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0050435,amyloid-beta metabolic process,"""The chemical reactions and pathways involving amyloid-beta, a glycoprotein associated with Alzheimer's disease, and its precursor, amyloid precursor protein (APP)."" [GOC:ai]",6,10,682,189,1.0,False,0.031746031746031744,0.6,12335,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0050433,regulation of catecholamine secretion,"""Any process that modulates the frequency, rate or extent of the regulated release of catecholamines."" [GOC:ai]",3,7,682,189,1.0,False,0.015873015873015872,0.42857142857142855,12333,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0050432,catecholamine secretion,"""The regulated release of catecholamines by a cell. The catecholamines are a group of physiologically important biogenic amines that possess a catechol (3,4-dihydroxyphenyl) nucleus and are derivatives of 3,4-dihydroxyphenylethylamine."" [GOC:ai, GOC:ef]",4,9,682,189,1.0,False,0.021164021164021163,0.4444444444444444,12332,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0050000,chromosome localization,"""Any process in which a chromosome is transported to, or maintained in, a specific location."" [GOC:ai]",3,10,682,189,1.0,False,0.015873015873015872,0.3,12329,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048935,peripheral nervous system neuron development,"""The process whose specific outcome is the progression of a neuron whose cell body is located in the peripheral nervous system, from initial commitment of the cell to a neuronal fate, to the fully functional differentiated neuron."" [GOC:dgh]",1,2,682,189,1.0,False,0.005291005291005291,0.5,12322,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048934,peripheral nervous system neuron differentiation,"""The process in which a relatively unspecialized cell acquires specialized features of a neuron whose cell body resides in the peripheral nervous system."" [GOC:dgh]",1,2,682,189,1.0,False,0.005291005291005291,0.5,12321,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048880,sensory system development,"""The process whose specific outcome is the progression of a sensory system over time from its formation to the mature structure."" [GOC:dgh]",12,29,682,189,1.0,False,0.06349206349206349,0.41379310344827586,12267,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048878,chemical homeostasis,"""Any biological process involved in the maintenance of an internal steady state of a chemical."" [GOC:isa_complete]",27,79,682,189,1.0,False,0.14285714285714285,0.34177215189873417,12266,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048874,host-mediated modulation of intestinal microbiota composition,"""The biological process involved in maintaining the steady-state number of cells within a population of free-living cells such as the bacteria in the gut."" [PMID:25757720]",1,1,682,189,1.0,False,0.005291005291005291,1.0,12264,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048873,homeostasis of number of cells within a tissue,"""Any biological process involved in the maintenance of the steady-state number of cells within a population of cells in a tissue."" [GOC:isa_complete]",4,5,682,189,1.0,False,0.021164021164021163,0.8,12263,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048872,homeostasis of number of cells,"""Any biological process involved in the maintenance of the steady-state number of cells within a population of cells."" [GOC:isa_complete]",20,35,682,189,1.0,False,0.10582010582010581,0.5714285714285714,12262,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048871,multicellular organismal-level homeostasis,"""Any process involved in the maintenance of an internal steady state at the level of the multicellular organism."" [GOC:isa_complete]",33,80,682,189,1.0,False,0.1746031746031746,0.4125,12261,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048870,cell motility,"""Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."" [GOC:dgh, GOC:dph, GOC:isa_complete, GOC:mlg]",58,141,682,189,1.0,False,0.30687830687830686,0.41134751773049644,12260,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0050728,negative regulation of inflammatory response,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the inflammatory response."" [GOC:ai]",11,22,682,189,1.0,False,0.0582010582010582,0.5,12368,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0050714,positive regulation of protein secretion,"""Any process that activates or increases the frequency, rate or extent of the controlled release of a protein from a cell."" [GOC:ai]",5,12,682,189,1.0,False,0.026455026455026454,0.4166666666666667,12366,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0050709,negative regulation of protein secretion,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the controlled release of a protein from a cell."" [GOC:ai]",3,7,682,189,1.0,False,0.015873015873015872,0.42857142857142855,12365,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0050708,regulation of protein secretion,"""Any process that modulates the frequency, rate or extent of the controlled release of a protein from a cell."" [GOC:ai]",14,25,682,189,1.0,False,0.07407407407407407,0.56,12364,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0050691,regulation of defense response to virus by host,"""Any host process that modulates the frequency, rate, or extent of the antiviral response of a host cell or organism."" [GOC:ai, GOC:dph]",2,4,682,189,1.0,False,0.010582010582010581,0.5,12362,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0050688,regulation of defense response to virus,"""Any process that modulates the frequency, rate or extent of the antiviral response of a cell or organism."" [GOC:ai]",2,4,682,189,1.0,False,0.010582010582010581,0.5,12360,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0050685,positive regulation of mRNA processing,"""Any process that activates or increases the frequency, rate or extent of mRNA processing."" [GOC:ai]",1,1,682,189,1.0,False,0.005291005291005291,1.0,12357,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0050684,regulation of mRNA processing,"""Any process that modulates the frequency, rate or extent of mRNA processing, those processes involved in the conversion of a primary mRNA transcript into a mature mRNA prior to its translation into polypeptide."" [GOC:ai]",1,2,682,189,1.0,False,0.005291005291005291,0.5,12356,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
