Table_section,stage,n,definition,ChemicalID,ChemicalName,phase1_scope,gene_cards_k,phase1_unfiltered_rank,phase1_bh_fdr,phase1_degree_matched_bh_fdr,phase1_n_ctd_human_genes,phase1_crc_overlap,molecular_level,molecular_M2_definition_met,entity_E_tag,entity_E_reason,entity_manual_review_required,canonical_name,synonyms,entity_type,parent_compound,metabolite_of,exposure_family,exposure_axis,candidate_to_axis_relationship,all_candidate_biomarkers,mapping_confidence,mapping_source,searched_domain_count,searched_domains,mapping_status,selection_reason,all_biomarker_summary,above_lod_pct,min_cycle_above_lod_pct,median_cycle_above_lod_pct,max_cycle_above_lod_pct,n_measured,n_above_lod,D_tag,n_cycles_available,cycle_list,first_cycle,last_cycle,biological_matrix,nhanes_lab_component,analyte_available_n,crc_outcome_available_n,exposure_plus_outcome_n,complete_covariate_n,available_crc_cases,available_controls,survey_weight_available,strata_psu_available,creatinine_available_if_urine,core_covariates_available,T_tag,T_reason,selected_primary_biomarker,chemical_class,CasRN,PubChemCID,DTXSID,X_tag,B_tag,human_biomarker,nhanes_variable,biomarker_type,nhanes_cycles,n_cycles,C_tag,E_tag,N_tag,M_tag,eligible_permissive,eligible_moderate,eligible_strict,audit_status,audit_evidence,what_was_checked,databases_checked,possible_proxy,reason_unresolved,manual_review_required,manual_review_reason,priority_tier,final_disposition,PRIORITIZATION_OUTCOME_BLINDED
267-chemical actionability matrix,,,,C051450,2-ethyl-5-carboxypentyl phthalate,GeneCards_Disorders,1000.0,45.0,0.0374435847697152,0.1231076615692,46.0,5.0,M1,False,1.0,"specific_entity_identifier:CasRN,DTXSID,InChIKey",False,2 ethyl 5 carboxypentyl phthalate,2-ethyl-5-carboxypentyl phthalate;40809-41-4;phthalate;plasticizer,phthalate parent or monoester metabolite,,,phthalates,phthalate exposure axis,parent-to-validated-urinary-metabolite axis,URXECP,moderate,CDC NHANES phthalate/plasticizer metabolite panel and codebook,161.0,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXECP"", ""n_cycles_available"": 8, ""total_measured"": 21417, ""total_above_lod"": 21388, ""pooled_above_lod_pct"": 99.86459354718214, ""min_cycle_above_lod_pct"": 99.71876255524307, ""median_cycle_above_lod_pct"": 99.87108342203996, ""max_cycle_above_lod_pct"": 99.96362313568571}]",99.86459354718214,99.71876255524307,99.87108342203996,99.96362313568572,21417.0,21388.0,2.0,8.0,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,2003-2004,2017-2018,urine,Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine,21417.0,17382.0,13641.0,12269.0,85.0,11139.0,True,True,True,True,2.0,predefined primary survey model feasible,URXECP,phthalates,40809-41-4,,DTXSID20873152,1.0,1.0,URXECP,URXECP,urinary biomarker,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,8.0,2.0,1.0,pending_manual_review,M1,True,True,True,resolved_mapped,"CDC NHANES catalog domains checked: Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates; CDC NHANES phthalate/plasticizer metabolite panel and codebook; local XPT registry variables checked for candidate aliases.",CTD identifiers/name; CDC NHANES laboratory catalog; 161 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,parent-to-validated-urinary-metabolite axis,,False,,Tier_A_strict,enter_systematic_human_screen,True
267-chemical actionability matrix,,,,C031181,phenanthrene,GeneCards_Disorders,1000.0,46.0,0.0390044771815085,0.5556943056943058,108.0,8.0,M1,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,phenanthrene,phenanthrene;85-01-8,CTD entity,,,pahs,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP25,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68.0,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP25"", ""n_cycles_available"": 3, ""total_measured"": 8459, ""total_above_lod"": 8416, ""pooled_above_lod_pct"": 99.49166568152263, ""min_cycle_above_lod_pct"": 99.20692141312185, ""median_cycle_above_lod_pct"": 99.54716981132076, ""max_cycle_above_lod_pct"": 99.70345963756178}]",99.49166568152263,99.20692141312183,99.54716981132076,99.70345963756178,8459.0,8416.0,2.0,3.0,2013-2014;2015-2016;2017-2018,2013-2014,2017-2018,urine,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,8459.0,17382.0,0.0,0.0,0.0,0.0,False,True,True,True,0.0,insufficient complete-case events/sample or survey infrastructure,URXP25,pahs,85-01-8,CID:995,DTXSID6024254,1.0,1.0,URXP25,URXP25,urinary biomarker,2013-2014;2015-2016;2017-2018,3.0,1.0,1.0,pending_manual_review,M1,False,False,False,resolved_mapped,CDC NHANES catalog domains checked: Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine; CDC NHANES urinary OH-PAH panel; parent-specificity is limited; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 68 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,parent PAH to validated urinary OH-PAH proxy,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,C027235,gallium nitrate,GeneCards_Disorders,1000.0,47.0,0.0394120504400648,0.3879756607029334,30.0,4.0,M1,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,gallium nitrate,gallium nitrate;13494-90-1,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119.0,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,heavy_metals,13494-90-1,CID:61635,DTXSID0043923,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M1,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,D012428,Ruthenium,GeneCards_Disorders,1000.0,48.0,0.0395759575691014,0.2722902097902098,16.0,3.0,M1,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,ruthenium,Ruthenium;7440-18-8,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119.0,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,heavy_metals,7440-18-8,CID:23950,DTXSID9064687,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M1,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,C022921,benzo(k)fluoranthene,GeneCards_Disorders,1000.0,49.0,0.0395759575691014,0.4096260881975168,67.0,6.0,M1,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,benzo k fluoranthene,benzo(k)fluoranthene;207-08-9,CTD entity,,,pahs,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68.0,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",88.63977955911824,60.21621621621622,99.3638170974155,100.0,23952.0,21231.0,1.0,9.0,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,2001-2002,2017-2018,urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",23952.0,17382.0,9896.0,8980.0,70.0,8195.0,True,True,True,True,2.0,predefined primary survey model feasible,URXP10,pahs,207-08-9,CID:9158,DTXSID0023909,1.0,1.0,URXP10,URXP10,urinary biomarker,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9.0,2.0,1.0,pending_manual_review,M1,True,True,False,resolved_mapped,CDC NHANES catalog domains checked: Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine; CDC NHANES urinary OH-PAH panel; parent-specificity is limited; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 68 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,parent PAH to validated urinary OH-PAH proxy,,False,,Tier_A_moderate,enter_systematic_human_screen,True
267-chemical actionability matrix,,,,C023036,perfluorooctanoic acid,GeneCards_Disorders,1000.0,50.0,0.0395759575691014,1.0,2449.0,82.0,M1,False,1.0,"specific_entity_identifier:CasRN,DTXSID,InChIKey",False,perfluorooctanoic acid,perfluorooctanoic acid;335-67-1;PFAS;PFoctanoic acid,PFAS or fluorinated compound,,,pfas_perfluoro,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,27.0,Perfluoroalkyl and Polyfluoroalkyl;Perfluoroalkyl and Polyfluoroalkyl Substances;Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC),resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,pfas_perfluoro,335-67-1,,DTXSID8031865,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M1,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Perfluoroalkyl and Polyfluoroalkyl;Perfluoroalkyl and Polyfluoroalkyl Substances;Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC); CDC NHANES PFAS panels searched; no specific analyte name match; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 27 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,PFAS class searched; no candidate-specific NHANES variable,CDC NHANES PFAS panels searched; no specific analyte name match,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,C007738,fluoranthene,GeneCards_Disorders,1000.0,51.0,0.0469804053928745,0.6540445855514349,50.0,5.0,M1,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,fluoranthene,fluoranthene;206-44-0,CTD entity,,,pahs,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68.0,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",88.63977955911824,60.21621621621622,99.3638170974155,100.0,23952.0,21231.0,1.0,9.0,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,2001-2002,2017-2018,urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",23952.0,17382.0,9896.0,8980.0,70.0,8195.0,True,True,True,True,2.0,predefined primary survey model feasible,URXP10,pahs,206-44-0,CID:9154,DTXSID3024104,1.0,1.0,URXP10,URXP10,urinary biomarker,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9.0,2.0,1.0,pending_manual_review,M1,True,True,False,resolved_mapped,CDC NHANES catalog domains checked: Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine; CDC NHANES urinary OH-PAH panel; parent-specificity is limited; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 68 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,parent PAH to validated urinary OH-PAH proxy,,False,,Tier_A_moderate,enter_systematic_human_screen,True
267-chemical actionability matrix,,,,C550717,nickel ferrite,GeneCards_Disorders,1000.0,52.0,0.0473214294979871,0.2087477739651653,6.0,2.0,M1,False,1.0,specific_entity_identifier:PubChemCID,False,nickel ferrite,nickel ferrite,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119.0,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,heavy_metals,,CID:16217731,,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M1,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,C041508,"indeno(1,2,3-cd)pyrene",GeneCards_Disorders,1000.0,53.0,0.0535454908565209,0.7724872530067336,94.0,7.0,M1,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,indeno 1 2 3 cd pyrene,"indeno(1,2,3-cd)pyrene;193-39-5",CTD entity,,,pahs,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68.0,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",88.63977955911824,60.21621621621622,99.3638170974155,100.0,23952.0,21231.0,1.0,9.0,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,2001-2002,2017-2018,urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",23952.0,17382.0,9896.0,8980.0,70.0,8195.0,True,True,True,True,2.0,predefined primary survey model feasible,URXP10,pahs,193-39-5,CID:9131,DTXSID8024153,1.0,1.0,URXP10,URXP10,urinary biomarker,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9.0,2.0,1.0,pending_manual_review,M1,True,True,False,resolved_mapped,CDC NHANES catalog domains checked: Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine; CDC NHANES urinary OH-PAH panel; parent-specificity is limited; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 68 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,parent PAH to validated urinary OH-PAH proxy,,False,,Tier_A_moderate,enter_systematic_human_screen,True
267-chemical actionability matrix,,,,D006046,Gold,GeneCards_Disorders,1000.0,54.0,0.0537924230861319,0.8319537605251891,413.0,19.0,M1,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,gold,Gold;7440-57-5,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119.0,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,heavy_metals,7440-57-5,CID:23985,DTXSID3064697,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M1,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
