source,background,theme_id,theme_label,term_id,term_name,adjusted_p,intersection_size,intersection_genes,alignment_basis
REAC,gelsemium_crc1893,other,Other / mixed biological processes,REAC:R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,0.0027063304076110754,7,ESR1;NR3C1;PGR;PPARA;PPARG;RELA;RXRA,frozen term-name theme rule
REAC,gelsemium_crc1893,general_metabolism,General metabolism / biosynthesis,REAC:R-HSA-9018682,Biosynthesis of maresins,0.004541807675753548,3,CYP1A2;CYP2C9;CYP3A4,frozen term-name theme rule
REAC,gelsemium_crc1893,matrix_migration,Matrix remodeling / adhesion / migration,REAC:R-HSA-1592389,Activation of Matrix Metalloproteinases,0.006802940836946206,4,MMP2;MMP9;TIMP1;TIMP2,frozen term-name theme rule
REAC,gelsemium_crc1893,signaling_receptor,Signaling / receptor / hormone response,REAC:R-HSA-5362517,Signaling by Retinoic Acid,0.006906511242909285,3,AKR1C3;PPARD;RXRA,frozen term-name theme rule
REAC,gelsemium_crc1893,chemical_xenobiotic_stress,Chemical / xenobiotic / oxygen-stress response,REAC:R-HSA-211897,Cytochrome P450 - arranged by substrate type,0.007782956954743357,4,CYP1A2;CYP2C9;CYP3A4;RXRA,frozen term-name theme rule
REAC,gelsemium_crc1893,lipid_eicosanoid,Lipid / fatty-acid / eicosanoid metabolism,REAC:R-HSA-391903,Eicosanoid ligand-binding receptors,0.008564638918534328,2,PTGER2;PTGER4,frozen term-name theme rule
REAC,gelsemium_crc1893,lipid_eicosanoid,Lipid / fatty-acid / eicosanoid metabolism,REAC:R-HSA-391908,Prostanoid ligand receptors,0.008564638918534328,2,PTGER2;PTGER4,frozen term-name theme rule
REAC,gelsemium_crc1893,chemical_xenobiotic_stress,Chemical / xenobiotic / oxygen-stress response,REAC:R-HSA-211981,Xenobiotics,0.008809719912416858,3,CYP1A2;CYP2C9;CYP3A4,frozen term-name theme rule
REAC,gelsemium_crc1893,inflammation_immune,Inflammation / immune / stimulus response,REAC:R-HSA-6783783,Interleukin-10 signaling,0.009822527311076997,5,CCL20;IL1A;PTGS2;STAT3;TIMP1,frozen term-name theme rule
REAC,gelsemium_crc1893,other,Other / mixed biological processes,REAC:R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2,0.010511320629416078,3,PPARA;PPARG;RXRA,frozen term-name theme rule
REAC,gelsemium_crc1893,signaling_receptor,Signaling / receptor / hormone response,REAC:R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,0.010511320629416078,3,HSPA1A;NR3C1;PGR,frozen term-name theme rule
REAC,gelsemium_crc1893,general_metabolism,General metabolism / biosynthesis,REAC:R-HSA-1430728,Metabolism,0.010511320629416078,13,AKR1C3;CA9;CYP1A2;CYP2C9;CYP3A4;HPGD;PPARA;PPARD;PPARG;PTGES2;PTGS1;PTGS2;RXRA,frozen term-name theme rule
REAC,gelsemium_crc1893,other,Other / mixed biological processes,REAC:R-HSA-9843743,Transcriptional regulation of brown and beige adipocyte differentiation,0.010511320629416078,3,PPARA;PPARG;RXRA,frozen term-name theme rule
REAC,gelsemium_crc1893,other,Other / mixed biological processes,REAC:R-HSA-211859,Biological oxidations,0.012111693017627913,5,CYP1A2;CYP2C9;CYP3A4;PTGS1;RXRA,frozen term-name theme rule
REAC,gelsemium_crc1893,other,Other / mixed biological processes,REAC:0000000,REACTOME root term,0.01669379587738052,38,AKR1C3;ATG5;BECN1;CA9;CCL20;CRP;CXCR4;CYP1A2;CYP2C9;CYP3A4;DKK1;DUSP1;ESR1;F3;HPGD;HSPA1A;IGFBP1;IL1A;MMP2;MMP9;NR3C1;PGR;PPARA;PPARD;PPARG;PTGER2;PTGER4;PTGES2;PTGS1;PTGS2;RELA;RXRA;SELE;SIRT1;SQSTM1;STAT3;TIMP1;TIMP2,frozen term-name theme rule
REAC,gelsemium_crc1893,general_metabolism,General metabolism / biosynthesis,REAC:R-HSA-9018679,Biosynthesis of EPA-derived SPMs,0.017473963675312974,2,HPGD;PTGS2,frozen term-name theme rule
REAC,gelsemium_crc1893,signaling_receptor,Signaling / receptor / hormone response,REAC:R-HSA-9006931,Signaling by Nuclear Receptors,0.02090128188113447,7,AKR1C3;ESR1;MMP2;MMP9;PGR;PPARD;RXRA,frozen term-name theme rule
REAC,gelsemium_crc1893,other,Other / mixed biological processes,REAC:R-HSA-597592,Post-translational protein modification,0.026211871292980495,11,BECN1;ESR1;IGFBP1;NR3C1;PGR;PPARA;PPARG;RELA;RXRA;SQSTM1;TIMP1,frozen term-name theme rule
REAC,gelsemium_crc1893,other,Other / mixed biological processes,REAC:R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,0.026709113158064075,4,PPARA;PPARG;RELA;RXRA,frozen term-name theme rule
REAC,gelsemium_crc1893,signaling_receptor,Signaling / receptor / hormone response,REAC:R-HSA-9707616,Heme signaling,0.026709113158064075,3,PPARA;RXRA;SIRT1,frozen term-name theme rule
REAC,gelsemium_crc1893,other,Other / mixed biological processes,REAC:R-HSA-200425,Carnitine shuttle,0.027011900503986247,2,PPARD;RXRA,frozen term-name theme rule
REAC,gelsemium_crc1893,other,Other / mixed biological processes,REAC:R-HSA-2142816,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),0.027011900503986247,2,CYP1A2;CYP2C9,frozen term-name theme rule
REAC,gelsemium_crc1893,other,Other / mixed biological processes,REAC:R-HSA-9839383,TGFBR3 PTM regulation,0.027011900503986247,2,TIMP1;TIMP2,frozen term-name theme rule
REAC,gelsemium_crc1893,other,Other / mixed biological processes,REAC:R-HSA-2142670,Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET),0.027011900503986247,2,CYP1A2;CYP2C9,frozen term-name theme rule
REAC,gelsemium_crc1893,general_metabolism,General metabolism / biosynthesis,REAC:R-HSA-392499,Metabolism of proteins,0.030062350936035948,13,BECN1;ESR1;IGFBP1;MMP2;NR3C1;PGR;PPARA;PPARG;RELA;RXRA;SQSTM1;STAT3;TIMP1,frozen term-name theme rule
REAC,gelsemium_crc1893,other,Other / mixed biological processes,REAC:R-HSA-5205685,PINK1-PRKN Mediated Mitophagy,0.03880197992582092,2,ATG5;SQSTM1,frozen term-name theme rule
REAC,gelsemium_crc1893,lipid_eicosanoid,Lipid / fatty-acid / eicosanoid metabolism,REAC:R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,0.03880197992582092,2,AKR1C3;RXRA,frozen term-name theme rule
REAC,gelsemium_crc1893,other,Other / mixed biological processes,REAC:R-HSA-9843745,Adipogenesis,0.03880197992582092,4,PPARA;PPARG;RELA;RXRA,frozen term-name theme rule
REAC,gelsemium_crc1893,other,Other / mixed biological processes,REAC:R-HSA-5205647,Mitophagy,0.03880197992582092,2,ATG5;SQSTM1,frozen term-name theme rule
REAC,gelsemium_crc1893,chemical_xenobiotic_stress,Chemical / xenobiotic / oxygen-stress response,REAC:R-HSA-5423646,Aflatoxin activation and detoxification,0.03880197992582092,2,CYP1A2;CYP3A4,frozen term-name theme rule
REAC,gelsemium_crc1893,other,Other / mixed biological processes,REAC:R-HSA-9707564,Cytoprotection by HMOX1,0.04450689234590532,3,PPARA;RXRA;STAT3,frozen term-name theme rule
REAC,gelsemium_crc1893,signaling_receptor,Signaling / receptor / hormone response,REAC:R-HSA-162582,Signal Transduction,0.04660849053244349,21,AKR1C3;CCL20;CXCR4;DKK1;DUSP1;ESR1;F3;MMP2;MMP9;NR3C1;PGR;PPARD;PPARG;PTGER2;PTGER4;RELA;RXRA;SQSTM1;STAT3;TIMP1;TIMP2,frozen term-name theme rule
REAC,gelsemium_crc1893,inflammation_immune,Inflammation / immune / stimulus response,REAC:R-HSA-446652,Interleukin-1 family signaling,0.04780225276992034,4,IL1A;RELA;SQSTM1;STAT3,frozen term-name theme rule
REAC,gelsemium_crc1893,other,Other / mixed biological processes,REAC:R-HSA-1989781,PPARA activates gene expression,0.04780225276992034,3,PPARA;PPARG;RXRA,frozen term-name theme rule
REAC,gelsemium_crc1893,inflammation_immune,Inflammation / immune / stimulus response,REAC:R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,0.04780225276992034,6,IL1A;MMP2;MMP9;PTGS2;STAT3;TIMP1,frozen term-name theme rule
REAC,gelsemium_crc1893,lipid_eicosanoid,Lipid / fatty-acid / eicosanoid metabolism,REAC:R-HSA-400206,Regulation of lipid metabolism by PPARalpha,0.04780225276992034,3,PPARA;PPARG;RXRA,frozen term-name theme rule
REAC,gelsemium_crc1893,inflammation_immune,Inflammation / immune / stimulus response,REAC:R-HSA-448706,Interleukin-1 processing,0.048598954370010994,2,IL1A;RELA,frozen term-name theme rule
KEGG,gelsemium_crc1893,lipid_eicosanoid,Lipid / fatty-acid / eicosanoid metabolism,KEGG:00590,Arachidonic acid metabolism,5.248140455040471e-06,6,AKR1C3;CYP2C9;HPGD;PTGES2;PTGS1;PTGS2,frozen term-name theme rule
KEGG,gelsemium_crc1893,other,Other / mixed biological processes,KEGG:04148,Efferocytosis,0.0038642243666243427,7,PPARD;PPARG;PTGER2;PTGER4;PTGS2;RXRA;SIRT1,frozen term-name theme rule
KEGG,gelsemium_crc1893,signaling_receptor,Signaling / receptor / hormone response,KEGG:03320,PPAR signaling pathway,0.0038642243666243427,4,PPARA;PPARD;PPARG;RXRA,frozen term-name theme rule
KEGG,gelsemium_crc1893,general_metabolism,General metabolism / biosynthesis,KEGG:00591,Linoleic acid metabolism,0.0038642243666243427,3,CYP1A2;CYP2C9;CYP3A4,frozen term-name theme rule
KEGG,gelsemium_crc1893,chemical_xenobiotic_stress,Chemical / xenobiotic / oxygen-stress response,KEGG:05204,Chemical carcinogenesis - DNA adducts,0.012520593422562608,4,CYP1A2;CYP2C9;CYP3A4;PTGS2,frozen term-name theme rule
KEGG,gelsemium_crc1893,general_metabolism,General metabolism / biosynthesis,KEGG:00830,Retinol metabolism,0.020354346577579542,3,CYP1A2;CYP2C9;CYP3A4,frozen term-name theme rule
KEGG,gelsemium_crc1893,chemical_xenobiotic_stress,Chemical / xenobiotic / oxygen-stress response,KEGG:05207,Chemical carcinogenesis - receptor activation,0.02730045743431511,8,CYP1A2;CYP3A4;ESR1;PGR;PPARA;RELA;RXRA;STAT3,frozen term-name theme rule
KEGG,gelsemium_crc1893,chemical_xenobiotic_stress,Chemical / xenobiotic / oxygen-stress response,KEGG:00982,Drug metabolism - cytochrome P450,0.027788387491289243,3,CYP1A2;CYP2C9;CYP3A4,frozen term-name theme rule
KEGG,gelsemium_crc1893,other,Other / mixed biological processes,KEGG:04726,Serotonergic synapse,0.027788387491289243,4,CYP2C9;DUSP1;PTGS1;PTGS2,frozen term-name theme rule
KEGG,gelsemium_crc1893,other,Other / mixed biological processes,KEGG:05418,Fluid shear stress and atherosclerosis,0.028020247099504524,7,DUSP1;IL1A;MMP2;MMP9;RELA;SELE;SQSTM1,frozen term-name theme rule
KEGG,gelsemium_crc1893,lipid_eicosanoid,Lipid / fatty-acid / eicosanoid metabolism,KEGG:05417,Lipid and atherosclerosis,0.036208031185297126,8,CYP2C9;HSPA1A;MMP9;PPARG;RELA;RXRA;SELE;STAT3,frozen term-name theme rule
KEGG,gelsemium_crc1893,other,Other / mixed biological processes,KEGG:04136,Autophagy - other,0.03721803184790838,2,ATG5;BECN1,frozen term-name theme rule
KEGG,gelsemium_crc1893,chemical_xenobiotic_stress,Chemical / xenobiotic / oxygen-stress response,KEGG:00980,Metabolism of xenobiotics by cytochrome P450,0.046433930504946236,3,CYP1A2;CYP2C9;CYP3A4,frozen term-name theme rule
