Patient,Class,Sample,Cell_type,n_cells,total_library_umi,total_umi,detected_cells,gene_symbol,mean_umi_per_cell,log1p_mean_umi_per_cell,pseudobulk_cpm,log1p_pseudobulk_cpm,detection_rate,passes_min_cells
SMC08,Tumor,SMC08-T,T cells,997,2978998,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC08,Tumor,SMC08-T,T cells,997,2978998,312,227,CEBPB,0.31293881644934807,0.2722679959480616,104.73320223779942,4.660918961222326,0.22768304914744233,True
SMC09,Normal,SMC09-N,B cells,382,5460304,2,2,CD36,0.005235602094240838,0.005221943981151675,0.3662799726901652,0.3120916981930766,0.005235602094240838,True
SMC09,Normal,SMC09-N,B cells,382,5460304,151,101,CEBPB,0.39528795811518325,0.3331008155592694,27.654137938107475,3.355297863381122,0.2643979057591623,True
SMC09,Normal,SMC09-N,Epithelial cells,189,986934,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC09,Normal,SMC09-N,Epithelial cells,189,986934,65,36,CEBPB,0.3439153439153439,0.2955872519588942,65.86053373376538,4.2026088638162875,0.19047619047619047,True
SMC09,Normal,SMC09-N,Mast cells,6,13223,0,0,CD36,0.0,0.0,0.0,0.0,0.0,False
SMC09,Normal,SMC09-N,Mast cells,6,13223,3,2,CEBPB,0.5,0.4054651081081644,226.87741057248732,5.428807811428832,0.3333333333333333,False
SMC09,Normal,SMC09-N,Myeloids,35,199381,18,13,CD36,0.5142857142857142,0.4149438520627081,90.27941478877125,4.51392529436731,0.37142857142857144,False
SMC09,Normal,SMC09-N,Myeloids,35,199381,62,26,CEBPB,1.7714285714285714,1.019362917013969,310.9624287168787,5.742882759779083,0.7428571428571429,False
SMC09,Normal,SMC09-N,Stromal cells,136,693029,42,8,CD36,0.3088235294117647,0.2691286645560331,60.60352452783361,4.120719085263616,0.058823529411764705,True
SMC09,Normal,SMC09-N,Stromal cells,136,693029,378,98,CEBPB,2.7794117647058822,1.3295683797191131,545.4317207505024,6.303409360653686,0.7205882352941176,True
SMC09,Normal,SMC09-N,T cells,406,981948,1,1,CD36,0.0024630541871921183,0.0024600258408623466,1.0183838655407416,0.7022971246250589,0.0024630541871921183,True
SMC09,Normal,SMC09-N,T cells,406,981948,75,63,CEBPB,0.18472906403940886,0.16951411050402854,76.37878991555561,4.348712710943261,0.15517241379310345,True
SMC09,Tumor,SMC09-T,B cells,21,154595,0,0,CD36,0.0,0.0,0.0,0.0,0.0,False
SMC09,Tumor,SMC09-T,B cells,21,154595,4,2,CEBPB,0.19047619047619047,0.17435338714477774,25.874058022575117,3.2911614355107637,0.09523809523809523,False
SMC09,Tumor,SMC09-T,Epithelial cells,1887,36648007,1,1,CD36,0.0005299417064122947,0.0005298013368957817,0.027286613430301955,0.02692097032708781,0.0005299417064122947,True
SMC09,Tumor,SMC09-T,Epithelial cells,1887,36648007,4161,1338,CEBPB,2.205087440381558,1.1647393724908188,113.53959848348643,4.740920601489743,0.7090620031796503,True
SMC09,Tumor,SMC09-T,Myeloids,401,2035353,158,99,CD36,0.3940149625935162,0.33218804584853,77.62781198150886,4.364725478851772,0.24688279301745636,True
SMC09,Tumor,SMC09-T,Myeloids,401,2035353,583,244,CEBPB,1.453865336658354,0.8976644697456843,286.4367999064536,5.661003009659702,0.6084788029925187,True
SMC09,Tumor,SMC09-T,Stromal cells,45,256078,1,1,CD36,0.022222222222222223,0.021978906718775247,3.905060176977327,1.5902673614389757,0.022222222222222223,False
SMC09,Tumor,SMC09-T,Stromal cells,45,256078,76,19,CEBPB,1.6888888888888889,0.9891280558264213,296.78457345027687,5.696370317196525,0.4222222222222222,False
SMC09,Tumor,SMC09-T,T cells,1435,2344310,1,1,CD36,0.0006968641114982578,0.0006966214144480083,0.42656474612999135,0.3552692787451532,0.0006968641114982578,True
SMC09,Tumor,SMC09-T,T cells,1435,2344310,166,158,CEBPB,0.1156794425087108,0.10946358480299322,70.80974785757856,4.274020230872204,0.11010452961672473,True
SMC10,Normal,SMC10-N,B cells,437,5263691,10,10,CD36,0.02288329519450801,0.02262539951797868,1.8998075684913875,1.064644379098167,0.02288329519450801,True
SMC10,Normal,SMC10-N,B cells,437,5263691,251,151,CEBPB,0.5743707093821511,0.45385564283775354,47.685169969133824,3.8853744656258953,0.34553775743707094,True
SMC10,Normal,SMC10-N,Epithelial cells,125,1319427,5,5,CD36,0.04,0.039220713153281295,3.789523785703946,1.5664309880470695,0.04,True
SMC10,Normal,SMC10-N,Epithelial cells,125,1319427,77,45,CEBPB,0.616,0.4799539600989036,58.35866629984076,4.08359813061212,0.36,True
SMC10,Normal,SMC10-N,Mast cells,28,72122,0,0,CD36,0.0,0.0,0.0,0.0,0.0,False
SMC10,Normal,SMC10-N,Mast cells,28,72122,3,3,CEBPB,0.10714285714285714,0.10178269430994231,41.59618424336541,3.75176467751155,0.10714285714285714,False
SMC10,Normal,SMC10-N,Myeloids,67,440641,65,28,CD36,0.9701492537313433,0.6781093031954049,147.51237401875903,5.000668281496925,0.417910447761194,True
SMC10,Normal,SMC10-N,Myeloids,67,440641,191,52,CEBPB,2.8507462686567164,1.3482669655306514,433.45943750127657,6.074102585920209,0.7761194029850746,True
SMC10,Normal,SMC10-N,Stromal cells,730,4895363,641,100,CD36,0.8780821917808219,0.6302511454198776,130.94023875246842,4.882349083346433,0.136986301369863,True
SMC10,Normal,SMC10-N,Stromal cells,730,4895363,2874,553,CEBPB,3.936986301369863,1.5967550845857919,587.0861874798661,6.376873514503928,0.7575342465753425,True
SMC10,Normal,SMC10-N,T cells,600,1522972,6,6,CD36,0.01,0.009950330853168083,3.939665338561707,1.5972975836745955,0.01,True
SMC10,Normal,SMC10-N,T cells,600,1522972,153,126,CEBPB,0.255,0.2271355725837472,100.46146613332353,4.619679082392147,0.21,True
SMC10,Tumor,SMC10-T,B cells,113,1316821,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC10,Tumor,SMC10-T,B cells,113,1316821,25,14,CEBPB,0.22123893805309736,0.19986586644486415,18.985116428125007,2.994987817921899,0.12389380530973451,True
SMC10,Tumor,SMC10-T,Epithelial cells,511,8044234,3,3,CD36,0.005870841487279843,0.005853675251460673,0.37293793293432287,0.316952920326545,0.005870841487279843,True
SMC10,Tumor,SMC10-T,Epithelial cells,511,8044234,563,240,CEBPB,1.101761252446184,0.7427756848651056,69.98801874734126,4.2625111127639785,0.46966731898238745,True
SMC10,Tumor,SMC10-T,Myeloids,671,4507254,155,91,CD36,0.23099850968703428,0.20782563654929628,34.38900936135394,3.5664013019156844,0.13561847988077497,True
SMC10,Tumor,SMC10-T,Myeloids,671,4507254,1831,526,CEBPB,2.72876304023845,1.3160765540551747,406.23403961702627,6.009388056086868,0.7839046199701938,True
SMC10,Tumor,SMC10-T,Stromal cells,158,1444987,4,3,CD36,0.02531645569620253,0.02500130220541727,2.7681909941058294,1.3265950438864613,0.0189873417721519,True
SMC10,Tumor,SMC10-T,Stromal cells,158,1444987,432,104,CEBPB,2.7341772151898733,1.3175275038727983,298.96462736342954,5.703664558915845,0.6582278481012658,True
SMC10,Tumor,SMC10-T,T cells,747,1561804,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC10,Tumor,SMC10-T,T cells,747,1561804,109,92,CEBPB,0.1459170013386881,0.1362051910089248,69.79108774212385,4.259733113427671,0.12315930388219545,True
SMC11,Tumor,SMC11-T,B cells,254,2998648,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC11,Tumor,SMC11-T,B cells,254,2998648,91,66,CEBPB,0.35826771653543305,0.30621015001282315,30.347009719046717,3.4451188787671443,0.25984251968503935,True
SMC11,Tumor,SMC11-T,Epithelial cells,326,10033830,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC11,Tumor,SMC11-T,Epithelial cells,326,10033830,2758,274,CEBPB,8.460122699386503,2.2470853533165123,274.87011440297476,5.619930154961001,0.8404907975460123,True
SMC11,Tumor,SMC11-T,Myeloids,76,610748,16,8,CD36,0.21052631578947367,0.19105523676270922,26.197384191188508,3.3031207992357756,0.10526315789473684,True
SMC11,Tumor,SMC11-T,Myeloids,76,610748,323,65,CEBPB,4.25,1.6582280766035324,528.8596933596181,6.272612241988971,0.8552631578947368,True
SMC11,Tumor,SMC11-T,Stromal cells,53,479053,9,3,CD36,0.16981132075471697,0.1568424714929697,18.78706531427629,2.9850284572729144,0.05660377358490566,True
SMC11,Tumor,SMC11-T,Stromal cells,53,479053,239,36,CEBPB,4.509433962264151,1.7064618887161598,498.9009566791148,6.2144099921586715,0.6792452830188679,True
SMC11,Tumor,SMC11-T,T cells,989,2529861,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC11,Tumor,SMC11-T,T cells,989,2529861,413,291,CEBPB,0.41759352881698686,0.34896073597182325,163.25007579467805,5.101390118823841,0.2942366026289181,True
SMC14,Tumor,SMC14-T,B cells,58,598192,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC14,Tumor,SMC14-T,B cells,58,598192,37,24,CEBPB,0.6379310344827587,0.4934338810541215,61.85305052558376,4.140799470462749,0.41379310344827586,True
SMC14,Tumor,SMC14-T,Epithelial cells,166,2568912,1,1,CD36,0.006024096385542169,0.006006024060211875,0.3892698543196497,0.3287783244701578,0.006024096385542169,True
SMC14,Tumor,SMC14-T,Epithelial cells,166,2568912,966,117,CEBPB,5.819277108433735,1.919753470406585,376.0346792727816,5.932337170678383,0.7048192771084337,True
SMC14,Tumor,SMC14-T,Myeloids,593,3256552,211,122,CD36,0.35581787521079256,0.3044048701812409,64.79245533312535,4.186505171166443,0.2057335581787521,True
SMC14,Tumor,SMC14-T,Myeloids,593,3256552,1984,481,CEBPB,3.345699831365936,1.4691868116546396,609.2333240801928,6.413841382525576,0.8111298482293423,True
SMC14,Tumor,SMC14-T,Stromal cells,297,3608787,19,11,CD36,0.06397306397306397,0.06201007478421249,5.264926968535411,1.834966931222691,0.037037037037037035,True
SMC14,Tumor,SMC14-T,Stromal cells,297,3608787,1566,219,CEBPB,5.2727272727272725,1.8362112317988888,433.9408227750765,6.075209982236934,0.7373737373737373,True
SMC14,Tumor,SMC14-T,T cells,635,1882649,2,2,CD36,0.0031496062992125984,0.0031446566794716985,1.0623329149512204,0.7238378250123946,0.0031496062992125984,True
SMC14,Tumor,SMC14-T,T cells,635,1882649,215,170,CEBPB,0.33858267716535434,0.2916113505916705,114.20078835725619,4.746676591617335,0.2677165354330709,True
SMC15,Tumor,SMC15-T,B cells,380,2429995,3,3,CD36,0.007894736842105263,0.007863736460214538,1.2345704415029661,0.8040490133979356,0.007894736842105263,True
SMC15,Tumor,SMC15-T,B cells,380,2429995,94,66,CEBPB,0.24736842105263157,0.22103606897464503,38.68320716709294,3.6809281049340368,0.1736842105263158,True
SMC15,Tumor,SMC15-T,Epithelial cells,319,4944209,4,4,CD36,0.012539184952978056,0.012461220437811968,0.8090272882881772,0.5927892910358009,0.012539184952978056,True
SMC15,Tumor,SMC15-T,Epithelial cells,319,4944209,562,220,CEBPB,1.761755485893417,1.015866523151335,113.66833400448888,4.742043909336394,0.6896551724137931,True
SMC15,Tumor,SMC15-T,Myeloids,148,933570,41,33,CD36,0.27702702702702703,0.24453474129552732,43.917435221783045,3.804826031663658,0.22297297297297297,True
SMC15,Tumor,SMC15-T,Myeloids,148,933570,618,124,CEBPB,4.175675675675675,1.6439698959764761,661.9749991966323,6.496737280872511,0.8378378378378378,True
SMC15,Tumor,SMC15-T,Stromal cells,306,3308960,183,38,CD36,0.5980392156862745,0.46877738752249126,55.30438566800445,4.030772430300095,0.12418300653594772,True
SMC15,Tumor,SMC15-T,Stromal cells,306,3308960,1388,212,CEBPB,4.5359477124183005,1.7112627732596188,419.46714375513756,6.04136634022499,0.6928104575163399,True
SMC15,Tumor,SMC15-T,T cells,874,2432741,6,6,CD36,0.006864988558352402,0.006841531816716696,2.4663537959856803,1.2431032622483595,0.006864988558352402,True
SMC15,Tumor,SMC15-T,T cells,874,2432741,198,167,CEBPB,0.22654462242562928,0.2042009659752118,81.38967526752745,4.41146012891334,0.19107551487414187,True
SMC16,Tumor,SMC16-T,B cells,12,60116,0,0,CD36,0.0,0.0,0.0,0.0,0.0,False
SMC16,Tumor,SMC16-T,B cells,12,60116,4,2,CEBPB,0.3333333333333333,0.2876820724517809,66.53802648213454,4.212690794544346,0.16666666666666666,False
SMC16,Tumor,SMC16-T,Epithelial cells,2720,50180992,4,4,CD36,0.0014705882352941176,0.0014695079793599832,0.07971145727848505,0.07669383625349521,0.0014705882352941176,True
SMC16,Tumor,SMC16-T,Epithelial cells,2720,50180992,3958,1834,CEBPB,1.4551470588235293,0.8981866612135568,78.87448697706095,4.380456489854675,0.674264705882353,True
SMC16,Tumor,SMC16-T,Myeloids,46,194056,8,6,CD36,0.17391304347826086,0.16034265007517937,41.22521334047904,3.74301751514952,0.13043478260869565,False
SMC16,Tumor,SMC16-T,Myeloids,46,194056,74,27,CEBPB,1.608695652173913,0.958850346292951,381.3332233994311,5.946292540927038,0.5869565217391305,False
SMC16,Tumor,SMC16-T,Stromal cells,29,209707,1,1,CD36,0.034482758620689655,0.033901551675681346,4.768558035735574,1.7524221421364656,0.034482758620689655,False
SMC16,Tumor,SMC16-T,Stromal cells,29,209707,150,22,CEBPB,5.172413793103448,1.820089975854281,715.2837053603361,6.5740763250164616,0.7586206896551724,False
SMC16,Tumor,SMC16-T,T cells,149,316300,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC16,Tumor,SMC16-T,T cells,149,316300,32,28,CEBPB,0.21476510067114093,0.1945507253203666,101.16977552956054,4.626635895572051,0.18791946308724833,True
SMC17,Tumor,SMC17-T,B cells,44,747739,0,0,CD36,0.0,0.0,0.0,0.0,0.0,False
SMC17,Tumor,SMC17-T,B cells,44,747739,15,11,CEBPB,0.3409090909090909,0.2933478099874583,20.06047564725125,3.04739809179035,0.25,False
SMC17,Tumor,SMC17-T,Epithelial cells,505,8623979,9,6,CD36,0.01782178217821782,0.01766483617980528,1.0436017991231195,0.7147138388436228,0.011881188118811881,True
SMC17,Tumor,SMC17-T,Epithelial cells,505,8623979,560,243,CEBPB,1.108910891089109,0.7461716488681657,64.93522305654965,4.188672791230351,0.48118811881188117,True
SMC17,Tumor,SMC17-T,Myeloids,362,1881074,67,53,CD36,0.1850828729281768,0.1698127071022459,35.617950171019324,3.6005385620111627,0.1464088397790055,True
SMC17,Tumor,SMC17-T,Myeloids,362,1881074,793,260,CEBPB,2.1906077348066297,1.160211411130123,421.5676788898257,6.0463496206901866,0.7182320441988951,True
SMC17,Tumor,SMC17-T,Stromal cells,203,2808904,172,21,CD36,0.8472906403940886,0.6137200469286235,61.23384779259099,4.130899028464429,0.10344827586206896,True
SMC17,Tumor,SMC17-T,Stromal cells,203,2808904,820,137,CEBPB,4.039408866995074,1.6172887869098391,291.92880924374776,5.67992960763028,0.6748768472906403,True
SMC17,Tumor,SMC17-T,T cells,229,670446,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC17,Tumor,SMC17-T,T cells,229,670446,60,46,CEBPB,0.26200873362445415,0.23270468455819251,89.49266607601507,4.50526880958805,0.20087336244541484,True
SMC18,Tumor,SMC18-T,B cells,61,414492,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC18,Tumor,SMC18-T,B cells,61,414492,16,13,CEBPB,0.26229508196721313,0.2329315576803726,38.601468785887306,3.678866208125307,0.21311475409836064,True
SMC18,Tumor,SMC18-T,Epithelial cells,1516,41041373,4,4,CD36,0.002638522427440633,0.0026350476380051055,0.09746262631125913,0.09300081191242188,0.002638522427440633,True
SMC18,Tumor,SMC18-T,Epithelial cells,1516,41041373,11528,1377,CEBPB,7.604221635883905,2.152252970706893,280.8872890290488,5.641507306748903,0.908311345646438,True
SMC18,Tumor,SMC18-T,Myeloids,79,400134,26,18,CD36,0.3291139240506329,0.28451249769050185,64.97823229218211,4.189324873871091,0.22784810126582278,True
SMC18,Tumor,SMC18-T,Myeloids,79,400134,187,67,CEBPB,2.367088607594937,1.2140484563146776,467.3434399476175,6.149201872826218,0.8481012658227848,True
SMC18,Tumor,SMC18-T,Stromal cells,7,54612,0,0,CD36,0.0,0.0,0.0,0.0,0.0,False
SMC18,Tumor,SMC18-T,Stromal cells,7,54612,11,4,CEBPB,1.5714285714285714,0.9444616088408514,201.4209331282502,5.310349356612051,0.5714285714285714,False
SMC18,Tumor,SMC18-T,T cells,273,561348,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC18,Tumor,SMC18-T,T cells,273,561348,58,45,CEBPB,0.21245421245421245,0.19264658019210315,103.32271603354782,4.647489133437082,0.16483516483516483,True
SMC19,Tumor,SMC19-T,B cells,330,3004137,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC19,Tumor,SMC19-T,B cells,330,3004137,96,59,CEBPB,0.2909090909090909,0.25534669180884445,31.955932768711946,3.495171298419461,0.1787878787878788,True
SMC19,Tumor,SMC19-T,Epithelial cells,382,5063411,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC19,Tumor,SMC19-T,Epithelial cells,382,5063411,441,188,CEBPB,1.1544502617801047,0.7675355920704946,87.09543823323843,4.478420752183127,0.49214659685863876,True
SMC19,Tumor,SMC19-T,Myeloids,30,245170,6,5,CD36,0.2,0.18232155679395465,24.472814781580126,3.237611796492573,0.16666666666666666,False
SMC19,Tumor,SMC19-T,Myeloids,30,245170,72,18,CEBPB,2.4,1.2237754316221157,293.6737773789615,5.685868905054943,0.6,False
SMC19,Tumor,SMC19-T,Stromal cells,37,275100,0,0,CD36,0.0,0.0,0.0,0.0,0.0,False
SMC19,Tumor,SMC19-T,Stromal cells,37,275100,294,27,CEBPB,7.945945945945946,2.1912004627328385,1068.7022900763359,6.975135655168292,0.7297297297297297,False
SMC19,Tumor,SMC19-T,T cells,761,2310726,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC19,Tumor,SMC19-T,T cells,761,2310726,158,136,CEBPB,0.2076215505913272,0.1886527644940012,68.37677855358012,4.2395522085463435,0.17871222076215507,True
SMC20,Tumor,SMC20-T,B cells,89,1345863,1,1,CD36,0.011235955056179775,0.011173300598125227,0.7430176771335567,0.5556179082727768,0.011235955056179775,True
SMC20,Tumor,SMC20-T,B cells,89,1345863,48,31,CEBPB,0.5393258426966292,0.43134455609598504,35.66484850241072,3.601818489596976,0.34831460674157305,True
SMC20,Tumor,SMC20-T,Epithelial cells,524,10192330,6,6,CD36,0.011450381679389313,0.011385322225125354,0.5886779568557925,0.4629021966905691,0.011450381679389313,True
SMC20,Tumor,SMC20-T,Epithelial cells,524,10192330,1709,416,CEBPB,3.2614503816793894,1.4496095675191156,167.67510471109156,5.127974407299374,0.7938931297709924,True
SMC20,Tumor,SMC20-T,Myeloids,347,1862254,101,61,CD36,0.2910662824207493,0.255468452468126,54.23535135378955,4.011603171375602,0.17579250720461095,True
SMC20,Tumor,SMC20-T,Myeloids,347,1862254,795,238,CEBPB,2.2910662824207493,1.1912116102690964,426.9020230323039,6.0588942512272155,0.6858789625360231,True
SMC20,Tumor,SMC20-T,Stromal cells,374,4331938,113,14,CD36,0.30213903743315507,0.2640083256680578,26.08532255078443,3.298991977873526,0.0374331550802139,True
SMC20,Tumor,SMC20-T,Stromal cells,374,4331938,2129,321,CEBPB,5.692513368983957,1.9009894940172423,491.46594434177035,6.199425309676644,0.8582887700534759,True
SMC20,Tumor,SMC20-T,T cells,347,829145,3,3,CD36,0.008645533141210375,0.008608374536600173,3.6181849977989375,1.5300017702855986,0.008645533141210375,True
SMC20,Tumor,SMC20-T,T cells,347,829145,86,65,CEBPB,0.2478386167146974,0.22141294805563064,103.7213032702362,4.651302566809116,0.1873198847262248,True
SMC21,Tumor,SMC21-T,B cells,67,426907,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC21,Tumor,SMC21-T,B cells,67,426907,12,8,CEBPB,0.1791044776119403,0.1647552330760554,28.109166633482232,3.371053129160937,0.11940298507462686,True
SMC21,Tumor,SMC21-T,Epithelial cells,1727,34523224,1,1,CD36,0.0005790387955993051,0.0005788712173223292,0.028966008504883553,0.02855442278334285,0.0005790387955993051,True
SMC21,Tumor,SMC21-T,Epithelial cells,1727,34523224,6272,1505,CEBPB,3.631731325998842,1.5329307347021435,181.67480534262964,5.2077075520827885,0.8714533873769542,True
SMC21,Tumor,SMC21-T,Myeloids,62,506347,21,12,CD36,0.3387096774193548,0.29170622275150637,41.473534947377985,3.7488811748472486,0.1935483870967742,True
SMC21,Tumor,SMC21-T,Myeloids,62,506347,220,47,CEBPB,3.5483870967741935,1.5147726858930222,434.48465182967414,6.07645955303013,0.7580645161290323,True
SMC21,Tumor,SMC21-T,Stromal cells,4,24339,0,0,CD36,0.0,0.0,0.0,0.0,0.0,False
SMC21,Tumor,SMC21-T,Stromal cells,4,24339,23,2,CEBPB,5.75,1.9095425048844386,944.985414355561,6.8522271507042225,0.5,False
SMC21,Tumor,SMC21-T,T cells,488,1608258,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC21,Tumor,SMC21-T,T cells,488,1608258,74,63,CEBPB,0.15163934426229508,0.1411864440405439,46.01251789202976,3.8504139043766483,0.1290983606557377,True
SMC22,Tumor,SMC22-T,B cells,23,152000,0,0,CD36,0.0,0.0,0.0,0.0,0.0,False
SMC22,Tumor,SMC22-T,B cells,23,152000,2,2,CEBPB,0.08695652173913043,0.08338160893905106,13.157894736842104,2.650272400435399,0.08695652173913043,False
SMC22,Tumor,SMC22-T,Epithelial cells,1902,45030035,1,1,CD36,0.0005257623554153522,0.000525624190813876,0.022207400016455683,0.021964406629747413,0.0005257623554153522,True
SMC22,Tumor,SMC22-T,Epithelial cells,1902,45030035,6013,1517,CEBPB,3.161409043112513,1.425853729209777,133.53309629894804,4.901810237909009,0.7975814931650894,True
SMC22,Tumor,SMC22-T,Myeloids,86,489899,14,8,CD36,0.16279069767441862,0.15082288973458363,28.577318998405794,3.3870078175565324,0.09302325581395349,True
SMC22,Tumor,SMC22-T,Myeloids,86,489899,146,48,CEBPB,1.697674418604651,0.9923900754128022,298.02061241194616,5.700512508847179,0.5581395348837209,True
SMC22,Tumor,SMC22-T,Stromal cells,16,139049,0,0,CD36,0.0,0.0,0.0,0.0,0.0,False
SMC22,Tumor,SMC22-T,Stromal cells,16,139049,47,7,CEBPB,2.9375,1.3705460041517514,338.0103416781135,5.826030613340253,0.4375,False
SMC22,Tumor,SMC22-T,T cells,336,963590,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC22,Tumor,SMC22-T,T cells,336,963590,69,59,CEBPB,0.20535714285714285,0.18677590714333492,71.60721883788749,4.285064349916368,0.17559523809523808,True
SMC23,Tumor,SMC23-T,B cells,118,1512058,1,1,CD36,0.00847457627118644,0.008438868645864626,0.661350292118424,0.5076307007013927,0.00847457627118644,True
SMC23,Tumor,SMC23-T,B cells,118,1512058,34,29,CEBPB,0.288135593220339,0.25319589638061163,22.485909932026416,3.1564006639711493,0.2457627118644068,True
SMC23,Tumor,SMC23-T,Epithelial cells,639,6660762,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC23,Tumor,SMC23-T,Epithelial cells,639,6660762,593,267,CEBPB,0.9280125195618153,0.6564896897159304,89.02885285497365,4.500130206230629,0.41784037558685444,True
SMC23,Tumor,SMC23-T,Myeloids,242,1886877,88,53,CD36,0.36363636363636365,0.31015492830383956,46.63791015524594,3.8636288760867328,0.2190082644628099,True
SMC23,Tumor,SMC23-T,Myeloids,242,1886877,655,172,CEBPB,2.706611570247934,1.3101181359021097,347.13444490552376,5.852588741101376,0.7107438016528925,True
SMC23,Tumor,SMC23-T,Stromal cells,33,391552,4,3,CD36,0.12121212121212122,0.11441035117774422,10.215756783262504,2.4173196452552705,0.09090909090909091,False
SMC23,Tumor,SMC23-T,Stromal cells,33,391552,100,23,CEBPB,3.0303030303030303,1.3938415667552735,255.3939195815626,5.546715010184831,0.696969696969697,False
SMC23,Tumor,SMC23-T,T cells,607,1916548,1,1,CD36,0.0016474464579901153,0.001646090906668745,0.5217714348923168,0.419875073978462,0.0016474464579901153,True
SMC23,Tumor,SMC23-T,T cells,607,1916548,119,102,CEBPB,0.19604612850082373,0.17902122376529783,62.0908007521857,4.144574970522583,0.16803953871499178,True
SMC24,Tumor,SMC24-T,B cells,161,1219195,1,1,CD36,0.006211180124223602,0.006191970247921078,0.8202133374890809,0.5989537126197579,0.006211180124223602,True
SMC24,Tumor,SMC24-T,B cells,161,1219195,36,28,CEBPB,0.2236024844720497,0.20179936375352553,29.527680149606912,3.418633817931341,0.17391304347826086,True
SMC24,Tumor,SMC24-T,Epithelial cells,317,5969189,2,2,CD36,0.006309148264984227,0.006289328907563957,0.33505389090544796,0.28897165875689507,0.006309148264984227,True
SMC24,Tumor,SMC24-T,Epithelial cells,317,5969189,473,196,CEBPB,1.4921135646687698,0.9131311715837865,79.24024519913844,4.3850251994707765,0.6182965299684543,True
SMC24,Tumor,SMC24-T,Myeloids,379,2426232,87,54,CD36,0.22955145118733508,0.2066494290432195,35.858071280899765,3.6070746253409007,0.1424802110817942,True
SMC24,Tumor,SMC24-T,Myeloids,379,2426232,1000,274,CEBPB,2.638522427440633,1.2915776727108754,412.16173886091684,6.0238391358160825,0.7229551451187335,True
SMC24,Tumor,SMC24-T,Stromal cells,55,842647,12,2,CD36,0.21818181818181817,0.19735943415849513,14.240838690459944,2.7239785809266963,0.03636363636363636,True
SMC24,Tumor,SMC24-T,Stromal cells,55,842647,213,42,CEBPB,3.8727272727272726,1.5836537952783858,252.774886755664,5.536447601431262,0.7636363636363637,True
SMC24,Tumor,SMC24-T,T cells,668,2032399,1,1,CD36,0.0014970059880239522,0.001495886591582724,0.49202937021716703,0.40013718671996895,0.0014970059880239522,True
SMC24,Tumor,SMC24-T,T cells,668,2032399,180,147,CEBPB,0.2694610778443114,0.23859246225525735,88.56528663909006,4.494967819009068,0.22005988023952097,True
SMC25,Tumor,SMC25-T,B cells,257,1677009,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC25,Tumor,SMC25-T,B cells,257,1677009,44,33,CEBPB,0.17120622568093385,0.15803417985365592,26.237187755104475,3.3045832364181345,0.12840466926070038,True
SMC25,Tumor,SMC25-T,Epithelial cells,416,10083173,3,3,CD36,0.007211538461538462,0.0071856596608744485,0.29752539205664724,0.26045890585227227,0.007211538461538462,True
SMC25,Tumor,SMC25-T,Epithelial cells,416,10083173,851,275,CEBPB,2.045673076923077,1.1137219200598758,84.39803621340226,4.4473231053709075,0.6610576923076923,True
SMC25,Tumor,SMC25-T,Myeloids,76,480862,58,33,CD36,0.7631578947368421,0.5671064596645804,120.61672579659029,4.800874507742582,0.4342105263157895,True
SMC25,Tumor,SMC25-T,Myeloids,76,480862,168,59,CEBPB,2.210526315789474,1.1664348850068709,349.3725850659857,5.858997117034473,0.7763157894736842,True
SMC25,Tumor,SMC25-T,Stromal cells,27,190601,3,2,CD36,0.1111111111111111,0.1053605156578263,15.739686570374761,2.817782341491466,0.07407407407407407,False
SMC25,Tumor,SMC25-T,Stromal cells,27,190601,35,9,CEBPB,1.2962962962962963,0.8312975190407624,183.62967665437222,5.218352071089281,0.3333333333333333,False
SMC25,Tumor,SMC25-T,T cells,856,2045354,0,0,CD36,0.0,0.0,0.0,0.0,0.0,True
SMC25,Tumor,SMC25-T,T cells,856,2045354,75,67,CEBPB,0.08761682242990654,0.08398890113532496,36.66846912563791,3.6288233817923596,0.07827102803738317,True
