background,source,term_id,term_name,term_size_api,term_size_local,intersection_size_api,intersection_size_local,query_size_api,query_size_local,effective_domain_api,effective_domain_local,local_raw_p_custom_domain,local_raw_p_annotated_domain,gprofiler_p_value_adjusted,historical_runner_raw_p,gprofiler_p_value_reconstructed_bh,local_annotated_domain_bh_fdr,api_adjusted_p_abs_diff,audit_focus
sensitivity_dinp93,GO:BP,GO:0030509,BMP signaling pathway,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0045687,positive regulation of glial cell differentiation,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0061450,trophoblast cell migration,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0060390,regulation of SMAD protein signal transduction,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0060392,negative regulation of SMAD protein signal transduction,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0030510,regulation of BMP signaling pathway,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0042327,positive regulation of phosphorylation,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:1901701,cellular response to oxygen-containing compound,28,28,9,9,18,18,100,100,0.02549827324661257,0.02733938335394918,0.1785957558291851,0.02549827324661257,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0043207,response to external biotic stimulus,28,28,9,9,18,18,100,100,0.02549827324661257,0.02733938335394918,0.1785957558291851,0.02549827324661257,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0043436,oxoacid metabolic process,23,23,8,8,18,18,100,100,0.02274198129789518,0.024231007985994483,0.1785957558291851,0.02274198129789518,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0150077,regulation of neuroinflammatory response,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0050680,negative regulation of epithelial cell proliferation,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0006911,"phagocytosis, engulfment",2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0050769,positive regulation of neurogenesis,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0052548,regulation of endopeptidase activity,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0051546,keratinocyte migration,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0051707,response to other organism,28,28,9,9,18,18,100,100,0.02549827324661257,0.02733938335394918,0.1785957558291851,0.02549827324661257,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0006706,steroid catabolic process,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0048709,oligodendrocyte differentiation,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0048863,stem cell differentiation,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0048714,positive regulation of oligodendrocyte differentiation,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0050872,white fat cell differentiation,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0022617,extracellular matrix disassembly,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0060323,head morphogenesis,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0010595,positive regulation of endothelial cell migration,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0019371,cyclooxygenase pathway,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0001678,intracellular glucose homeostasis,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0031392,regulation of prostaglandin biosynthetic process,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0001893,maternal placenta development,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0001934,positive regulation of protein phosphorylation,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0006968,cellular defense response,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0048662,negative regulation of smooth muscle cell proliferation,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0019752,carboxylic acid metabolic process,23,23,8,8,18,18,100,100,0.02274198129789518,0.024231007985994483,0.1785957558291851,0.02274198129789518,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0016239,positive regulation of macroautophagy,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0014015,positive regulation of gliogenesis,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0010713,negative regulation of collagen metabolic process,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0010712,regulation of collagen metabolic process,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0014823,response to activity,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:1905562,regulation of vascular endothelial cell proliferation,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:1904177,regulation of adipose tissue development,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0032651,regulation of interleukin-1 beta production,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0032652,regulation of interleukin-1 production,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0033189,response to vitamin A,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0034405,response to fluid shear stress,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0022404,molting cycle process,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0002224,toll-like receptor signaling pathway,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0032964,collagen biosynthetic process,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0032965,regulation of collagen biosynthetic process,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0033210,leptin-mediated signaling pathway,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0009404,toxin metabolic process,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0032966,negative regulation of collagen biosynthetic process,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0098657,import into cell,11,11,5,5,18,18,100,100,0.025181237611774515,0.026284232044246993,0.1785957558291851,0.025181237611774515,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0099024,plasma membrane invagination,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0042303,molting cycle,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0071840,cellular component organization or biogenesis,38,38,11,11,18,18,100,100,0.02606574332385905,0.02836231962645628,0.1785957558291851,0.02606574332385905,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0071498,cellular response to fluid shear stress,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0071772,response to BMP,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0090130,tissue migration,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0090335,regulation of brown fat cell differentiation,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0071773,cellular response to BMP stimulus,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0090132,epithelium migration,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0071347,cellular response to interleukin-1,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0045087,innate immune response,11,11,5,5,18,18,100,100,0.025181237611774515,0.026284232044246993,0.1785957558291851,0.025181237611774515,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0044320,cellular response to leptin stimulus,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0097696,cell surface receptor signaling pathway via STAT,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0042633,hair cycle,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0042310,vasoconstriction,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0101023,vascular endothelial cell proliferation,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0010556,regulation of macromolecule biosynthetic process,38,38,11,11,18,18,100,100,0.02606574332385905,0.02836231962645628,0.1785957558291851,0.02606574332385905,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0010558,negative regulation of macromolecule biosynthetic process,23,23,8,8,18,18,100,100,0.02274198129789518,0.024231007985994483,0.1785957558291851,0.02274198129789518,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0009890,negative regulation of biosynthetic process,24,24,8,8,18,18,100,100,0.030373243074404525,0.032312896260217154,0.1785957558291851,0.030373243074404525,0.17859575582919548,0.18670708069664377,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0009887,animal organ morphogenesis,11,11,5,5,18,18,100,100,0.025181237611774515,0.026284232044246993,0.1785957558291851,0.025181237611774515,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0032611,interleukin-1 beta production,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0032612,interleukin-1 production,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0032732,positive regulation of interleukin-1 production,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0032731,positive regulation of interleukin-1 beta production,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0009607,response to biotic stimulus,28,28,9,9,18,18,100,100,0.02549827324661257,0.02733938335394918,0.1785957558291851,0.02549827324661257,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0009611,response to wounding,11,11,5,5,18,18,100,100,0.025181237611774515,0.026284232044246993,0.1785957558291851,0.025181237611774515,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0009820,alkaloid metabolic process,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0001942,hair follicle development,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:1904179,positive regulation of adipose tissue development,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0036296,response to increased oxygen levels,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0010631,epithelial cell migration,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0022405,hair cycle process,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:0033197,response to vitamin E,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:2001279,regulation of unsaturated fatty acid biosynthetic process,2,2,2,2,18,18,100,100,0.030909090909092683,0.0315398886827464,0.1785957558291851,0.030909090909092683,0.17859575582919548,0.18276727401418075,1.0380585280245214e-14,False
sensitivity_dinp93,GO:BP,GO:1903131,mononuclear cell differentiation,8,8,4,4,18,18,100,100,0.03318437275690884,0.034373863117661135,0.1832910947041548,0.03318437275690884,0.18329109470413835,0.19091300706623426,1.6459056340067946e-14,False
sensitivity_dinp93,GO:BP,GO:0002831,regulation of response to biotic stimulus,8,8,4,4,18,18,100,100,0.03318437275690884,0.034373863117661135,0.1832910947041548,0.03318437275690884,0.18329109470413835,0.19091300706623426,1.6459056340067946e-14,False
sensitivity_dinp93,GO:BP,GO:0044419,biological process involved in interspecies interaction between organisms,29,29,9,9,18,18,100,100,0.033046824686690436,0.035378033118373224,0.1832910947041548,0.033046824686690436,0.18329109470413835,0.1954075933948714,1.6459056340067946e-14,False
sensitivity_dinp93,GO:BP,GO:0045765,regulation of angiogenesis,8,8,4,4,18,18,100,100,0.03318437275690884,0.034373863117661135,0.1832910947041548,0.03318437275690884,0.18329109470413835,0.19091300706623426,1.6459056340067946e-14,False
sensitivity_dinp93,GO:BP,GO:0007507,heart development,8,8,4,4,18,18,100,100,0.03318437275690884,0.034373863117661135,0.1832910947041548,0.03318437275690884,0.18329109470413835,0.19091300706623426,1.6459056340067946e-14,False
sensitivity_dinp93,GO:BP,GO:0071375,cellular response to peptide hormone stimulus,8,8,4,4,18,18,100,100,0.03318437275690884,0.034373863117661135,0.1832910947041548,0.03318437275690884,0.18329109470413835,0.19091300706623426,1.6459056340067946e-14,False
sensitivity_dinp93,GO:BP,GO:0045088,regulation of innate immune response,8,8,4,4,18,18,100,100,0.03318437275690884,0.034373863117661135,0.1832910947041548,0.03318437275690884,0.18329109470413835,0.19091300706623426,1.6459056340067946e-14,False
sensitivity_dinp93,GO:BP,GO:0030182,neuron differentiation,8,8,4,4,18,18,100,100,0.03318437275690884,0.034373863117661135,0.1832910947041548,0.03318437275690884,0.18329109470413835,0.19091300706623426,1.6459056340067946e-14,False
sensitivity_dinp93,GO:BP,GO:0051247,positive regulation of protein metabolic process,8,8,4,4,18,18,100,100,0.03318437275690884,0.034373863117661135,0.1832910947041548,0.03318437275690884,0.18329109470413835,0.19091300706623426,1.6459056340067946e-14,False
sensitivity_dinp93,GO:BP,GO:0009895,negative regulation of catabolic process,8,8,4,4,18,18,100,100,0.03318437275690884,0.034373863117661135,0.1832910947041548,0.03318437275690884,0.18329109470413835,0.19091300706623426,1.6459056340067946e-14,False
sensitivity_dinp93,GO:BP,GO:0006909,phagocytosis,8,8,4,4,18,18,100,100,0.03318437275690884,0.034373863117661135,0.1832910947041548,0.03318437275690884,0.18329109470413835,0.19091300706623426,1.6459056340067946e-14,False
sensitivity_dinp93,GO:BP,GO:0048878,chemical homeostasis,8,8,4,4,18,18,100,100,0.03318437275690884,0.034373863117661135,0.1832910947041548,0.03318437275690884,0.18329109470413835,0.19091300706623426,1.6459056340067946e-14,False
sensitivity_dinp93,GO:BP,GO:0048699,generation of neurons,8,8,4,4,18,18,100,100,0.03318437275690884,0.034373863117661135,0.1832910947041548,0.03318437275690884,0.18329109470413835,0.19091300706623426,1.6459056340067946e-14,False
sensitivity_dinp93,GO:BP,GO:0033993,response to lipid,29,29,9,9,18,18,100,100,0.033046824686690436,0.035378033118373224,0.1832910947041548,0.033046824686690436,0.18329109470413835,0.1954075933948714,1.6459056340067946e-14,False
sensitivity_dinp93,GO:BP,GO:1905952,regulation of lipid localization,8,8,4,4,18,18,100,100,0.03318437275690884,0.034373863117661135,0.1832910947041548,0.03318437275690884,0.18329109470413835,0.19091300706623426,1.6459056340067946e-14,False
sensitivity_dinp93,GO:BP,GO:0002521,leukocyte differentiation,8,8,4,4,18,18,100,100,0.03318437275690884,0.034373863117661135,0.1832910947041548,0.03318437275690884,0.18329109470413835,0.19091300706623426,1.6459056340067946e-14,False
sensitivity_dinp93,GO:BP,GO:0033554,cellular response to stress,20,20,7,7,18,18,100,100,0.03471495373869585,0.036665184595071586,0.1912183578189254,0.03471495373869585,0.19121835781891533,0.20196070086021575,1.0075273948473296e-14,False
sensitivity_dinp93,GO:BP,GO:0009755,hormone-mediated signaling pathway,12,12,5,5,18,18,100,100,0.038102029534996834,0.03971354737464027,0.19671503146433347,0.038102029534996834,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0032526,response to retinoic acid,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0009790,embryo development,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0042063,gliogenesis,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0033365,protein localization to organelle,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0032637,interleukin-8 production,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0032677,regulation of interleukin-8 production,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0009615,response to virus,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0042592,homeostatic process,16,16,6,6,18,18,100,100,0.03774562667945105,0.039596299979753675,0.19671503146433347,0.03774562667945105,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0050776,regulation of immune response,12,12,5,5,18,18,100,100,0.038102029534996834,0.03971354737464027,0.19671503146433347,0.038102029534996834,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0032355,response to estradiol,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0031099,regeneration,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
