ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,GeneForms,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs,multi_chemical_co_treatment_flag,single_chemical_record_flag,normalized_gene_symbol
diisononyl phthalate,C012125,28553-12-0,DKK1,22943,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of DKK1 mRNA,affects^cotreatment|decreases^expression,32949613,true,false,DKK1
diisononyl phthalate,C012125,28553-12-0,DPT,1805,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of DPT mRNA,affects^cotreatment|decreases^expression,32949613,true,false,DPT
diisononyl phthalate,C012125,28553-12-0,DUSP1,1843,mRNA,Homo sapiens,9606,[diisononyl phthalate co-treated with Diethylhexyl Phthalate] promotes the reaction [Dexamethasone results in increased expression of DUSP1 mRNA],affects^cotreatment|increases^expression|increases^reaction,32998617,true,false,DUSP1
diisononyl phthalate,C012125,28553-12-0,DUSP1,1843,mRNA,Homo sapiens,9606,diisononyl phthalate promotes the reaction [Dexamethasone results in increased expression of DUSP1 mRNA],increases^expression|increases^reaction,32998617,false,true,DUSP1
diisononyl phthalate,C012125,28553-12-0,ESR1,2099,protein,Homo sapiens,9606,diisononyl phthalate inhibits the reaction [Estradiol results in increased activity of ESR1 protein],decreases^reaction|increases^activity,28571686,false,true,ESR1
diisononyl phthalate,C012125,28553-12-0,FLG,2312,gene,Homo sapiens,9606,[FLG gene polymorphism affects the susceptibility to diisononyl phthalate] which affects the abundance of monoisononylphthalate,affects^abundance|affects^response to substance,24380925,false,true,FLG
diisononyl phthalate,C012125,28553-12-0,GSTA2,2939,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of GSTA2 mRNA,affects^cotreatment|increases^expression,32949613,true,false,GSTA2
diisononyl phthalate,C012125,28553-12-0,HPGD,3248,mRNA,Homo sapiens,9606,8-Bromo Cyclic Adenosine Monophosphate inhibits the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of HPGD mRNA]],affects^cotreatment|decreases^expression|decreases^reaction,40456493,true,false,HPGD
diisononyl phthalate,C012125,28553-12-0,HPGD,3248,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of HPGD mRNA],affects^cotreatment|decreases^expression|decreases^reaction,40456493,true,false,HPGD
diisononyl phthalate,C012125,28553-12-0,HSD3B2,3284,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of HSD3B2 mRNA],affects^cotreatment|affects^reaction|increases^expression,37552060,true,false,HSD3B2
diisononyl phthalate,C012125,28553-12-0,HSPA1A,3303,gene,Homo sapiens,9606,diisononyl phthalate metabolite results in increased methylation of HSPA1A gene,increases^methylation,35032864,false,true,HSPA1A
diisononyl phthalate,C012125,28553-12-0,HSPA1L,3305,gene,Homo sapiens,9606,diisononyl phthalate metabolite results in increased methylation of HSPA1L gene,increases^methylation,35032864,false,true,HSPA1L
diisononyl phthalate,C012125,28553-12-0,IGFBP1,3484,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of IGFBP1 mRNA,affects^cotreatment|decreases^expression,32949613,true,false,IGFBP1
diisononyl phthalate,C012125,28553-12-0,LUM,4060,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of LUM mRNA,affects^cotreatment|decreases^expression,32949613,true,false,LUM
diisononyl phthalate,C012125,28553-12-0,MAP1LC3B,81631,protein,Homo sapiens,9606,ATF4 protein promotes the reaction [diisononyl phthalate results in increased expression of MAP1LC3B protein],increases^expression|increases^reaction,37976928,false,true,MAP1LC3B
diisononyl phthalate,C012125,28553-12-0,MAP1LC3B,81631,protein,Homo sapiens,9606,DDIT4 protein promotes the reaction [diisononyl phthalate results in increased expression of MAP1LC3B protein],increases^expression|increases^reaction,37976928,false,true,MAP1LC3B
diisononyl phthalate,C012125,28553-12-0,MAP1LC3B,81631,protein,Homo sapiens,9606,diisononyl phthalate results in increased expression of MAP1LC3B protein,increases^expression,37976928,false,true,MAP1LC3B
diisononyl phthalate,C012125,28553-12-0,MIR675,100033819,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of MIR675 mRNA,affects^cotreatment|decreases^expression,32949613,true,false,MIR675
diisononyl phthalate,C012125,28553-12-0,MMP2,4313,mRNA,Homo sapiens,9606,diisononyl phthalate results in decreased expression of MMP2 mRNA,decreases^expression,31154059,false,true,MMP2
diisononyl phthalate,C012125,28553-12-0,MMP9,4318,mRNA,Homo sapiens,9606,diisononyl phthalate affects the expression of MMP9 mRNA,affects^expression,31154059,false,true,MMP9
diisononyl phthalate,C012125,28553-12-0,NEAT1,283131,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of NEAT1 mRNA,affects^cotreatment|decreases^expression,32949613,true,false,NEAT1
diisononyl phthalate,C012125,28553-12-0,NR1I2,8856,protein,Homo sapiens,9606,diisononyl phthalate binds to and results in increased activity of NR1I2 protein,affects^binding|increases^activity,21227907,false,true,NR1I2
diisononyl phthalate,C012125,28553-12-0,NR1I2,8856,protein,Homo sapiens,9606,diisononyl phthalate binds to NR1I2 protein,affects^binding,27071811,false,true,NR1I2
diisononyl phthalate,C012125,28553-12-0,NR1I2,8856,protein,Homo sapiens,9606,diisononyl phthalate results in increased activity of NR1I2 protein,increases^activity,27551952,false,true,NR1I2
diisononyl phthalate,C012125,28553-12-0,NR1I3,9970,protein,Homo sapiens,9606,diisononyl phthalate binds to and results in increased activity of NR1I3 protein alternative form,affects^binding|increases^activity,21227907,false,true,NR1I3
diisononyl phthalate,C012125,28553-12-0,NR1I3,9970,protein,Homo sapiens,9606,diisononyl phthalate results in increased activity of NR1I3 protein alternative form,increases^activity,27551952,false,true,NR1I3
diisononyl phthalate,C012125,28553-12-0,NR3C1,2908,protein,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate] promotes the reaction [Dexamethasone results in increased activity of NR3C1 protein],affects^cotreatment|increases^activity|increases^reaction,32998617,true,false,NR3C1
diisononyl phthalate,C012125,28553-12-0,NR3C1,2908,protein,Homo sapiens,9606,diisononyl phthalate promotes the reaction [Dexamethasone results in increased activity of NR3C1 protein],increases^activity|increases^reaction,32998617,false,true,NR3C1
diisononyl phthalate,C012125,28553-12-0,OMD,4958,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of OMD mRNA,affects^cotreatment|decreases^expression,32949613,true,false,OMD
diisononyl phthalate,C012125,28553-12-0,PARP10,84875,gene,Homo sapiens,9606,diisononyl phthalate metabolite results in increased methylation of PARP10 gene,increases^methylation,35032864,false,true,PARP10
diisononyl phthalate,C012125,28553-12-0,PGR,5241,mRNA,Homo sapiens,9606,Cyclic AMP inhibits the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in increased expression of PGR mRNA]],affects^cotreatment|decreases^reaction|increases^expression,37552060,true,false,PGR
diisononyl phthalate,C012125,28553-12-0,PGR,5241,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in increased expression of PGR mRNA],affects^cotreatment|decreases^reaction|increases^expression,37552060,true,false,PGR
diisononyl phthalate,C012125,28553-12-0,PLA2G4A,5321,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in decreased expression of PLA2G4A mRNA],affects^cotreatment|affects^reaction|decreases^expression,40456493,true,false,PLA2G4A
diisononyl phthalate,C012125,28553-12-0,PLAC8,51316,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of PLAC8 mRNA,affects^cotreatment|decreases^expression,32949613,true,false,PLAC8
diisononyl phthalate,C012125,28553-12-0,PPARA,5465,protein,Homo sapiens,9606,diisononyl phthalate binds to PPARA protein,affects^binding,23843199,false,true,PPARA
diisononyl phthalate,C012125,28553-12-0,PPARB,100136658,protein,Homo sapiens,9606,diisononyl phthalate binds to PPARB protein,affects^binding,23843199,false,true,PPARD
diisononyl phthalate,C012125,28553-12-0,PPARG,5468,protein,Homo sapiens,9606,diisononyl phthalate affects the activity of PPARG protein,affects^activity,26172262,false,true,PPARG
diisononyl phthalate,C012125,28553-12-0,PPARG,5468,protein,Homo sapiens,9606,diisononyl phthalate binds to and results in increased activity of PPARG protein,affects^binding|increases^activity,29410257,false,true,PPARG
diisononyl phthalate,C012125,28553-12-0,PPARG,5468,protein,Homo sapiens,9606,diisononyl phthalate binds to PPARG protein,affects^binding,23843199,false,true,PPARG
diisononyl phthalate,C012125,28553-12-0,PTGER1,5731,mRNA,Homo sapiens,9606,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of PTGER1 mRNA]],affects^cotreatment|affects^reaction|decreases^expression|decreases^reaction,40456493,true,false,PTGER1
diisononyl phthalate,C012125,28553-12-0,PTGER1,5731,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of PTGER1 mRNA],affects^cotreatment|decreases^expression|decreases^reaction,40456493,true,false,PTGER1
diisononyl phthalate,C012125,28553-12-0,PTGER2,5732,mRNA,Homo sapiens,9606,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGER2 mRNA]],affects^cotreatment|affects^expression|affects^reaction,40456493,true,false,PTGER2
diisononyl phthalate,C012125,28553-12-0,PTGER2,5732,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGER2 mRNA],affects^cotreatment|affects^expression|affects^reaction,40456493,true,false,PTGER2
diisononyl phthalate,C012125,28553-12-0,PTGER3,5733,mRNA,Homo sapiens,9606,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGER3 mRNA]],affects^cotreatment|affects^expression|affects^reaction,40456493,true,false,PTGER3
diisononyl phthalate,C012125,28553-12-0,PTGER3,5733,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGER3 mRNA],affects^cotreatment|affects^expression|affects^reaction,40456493,true,false,PTGER3
diisononyl phthalate,C012125,28553-12-0,PTGER4,5734,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of PTGER4 mRNA],affects^cotreatment|decreases^expression|decreases^reaction,40456493,true,false,PTGER4
diisononyl phthalate,C012125,28553-12-0,PTGES,9536,mRNA,Homo sapiens,9606,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of PTGES mRNA]],affects^cotreatment|affects^reaction|increases^expression,40456493,true,false,PTGES
diisononyl phthalate,C012125,28553-12-0,PTGES,9536,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of PTGES mRNA],affects^cotreatment|affects^reaction|increases^expression,40456493,true,false,PTGES
diisononyl phthalate,C012125,28553-12-0,PTGES2,80142,mRNA,Homo sapiens,9606,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in decreased expression of PTGES2 mRNA]],affects^cotreatment|affects^reaction|decreases^expression,40456493,true,false,PTGES2
diisononyl phthalate,C012125,28553-12-0,PTGES2,80142,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in decreased expression of PTGES2 mRNA],affects^cotreatment|affects^reaction|decreases^expression,40456493,true,false,PTGES2
diisononyl phthalate,C012125,28553-12-0,PTGES3,10728,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in decreased expression of PTGES3 mRNA],affects^cotreatment|affects^reaction|decreases^expression,40456493,true,false,PTGES3
diisononyl phthalate,C012125,28553-12-0,PTGFR,5737,mRNA,Homo sapiens,9606,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGFR mRNA]],affects^cotreatment|affects^expression|affects^reaction,40456493,true,false,PTGFR
diisononyl phthalate,C012125,28553-12-0,PTGFR,5737,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGFR mRNA],affects^cotreatment|affects^expression|affects^reaction,40456493,true,false,PTGFR
diisononyl phthalate,C012125,28553-12-0,PTGS1,5742,mRNA,Homo sapiens,9606,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGS1 mRNA]],affects^cotreatment|affects^expression|affects^reaction,40456493,true,false,PTGS1
diisononyl phthalate,C012125,28553-12-0,PTGS1,5742,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGS1 mRNA],affects^cotreatment|affects^expression|affects^reaction,40456493,true,false,PTGS1
diisononyl phthalate,C012125,28553-12-0,PTGS2,5743,mRNA,Homo sapiens,9606,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of PTGS2 mRNA]],affects^cotreatment|affects^reaction|increases^expression,40456493,true,false,PTGS2
diisononyl phthalate,C012125,28553-12-0,PTGS2,5743,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of PTGS2 mRNA],affects^cotreatment|affects^reaction|increases^expression,40456493,true,false,PTGS2
diisononyl phthalate,C012125,28553-12-0,PTX3,5806,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of PTX3 mRNA],affects^cotreatment|affects^reaction|increases^expression,37552060,true,false,PTX3
diisononyl phthalate,C012125,28553-12-0,RELA,5970,protein,Homo sapiens,9606,diisononyl phthalate results in increased phosphorylation of RELA protein,increases^phosphorylation,31154059,false,true,RELA
diisononyl phthalate,C012125,28553-12-0,RGS2,5997,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in increased expression of RGS2 mRNA],affects^cotreatment|decreases^reaction|increases^expression,37552060,true,false,RGS2
diisononyl phthalate,C012125,28553-12-0,RPS2,6187,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of RPS2 mRNA,affects^cotreatment|increases^expression,32949613,true,false,RPS2
diisononyl phthalate,C012125,28553-12-0,RXRA,6256,protein,Homo sapiens,9606,diisononyl phthalate binds to RXRA protein,affects^binding,23843199|29410257,false,true,RXRA
diisononyl phthalate,C012125,28553-12-0,RXRB,6257,protein,Homo sapiens,9606,diisononyl phthalate binds to RXRB protein,affects^binding,23843199,false,true,RXRB
diisononyl phthalate,C012125,28553-12-0,SCGN,10590,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of SCGN mRNA,affects^cotreatment|increases^expression,32949613,true,false,SCGN
diisononyl phthalate,C012125,28553-12-0,SIRT1,23411,mRNA,Homo sapiens,9606,diisononyl phthalate results in decreased expression of SIRT1 mRNA,decreases^expression,31423773,false,true,SIRT1
diisononyl phthalate,C012125,28553-12-0,SIRT1,23411,protein,Homo sapiens,9606,diisononyl phthalate results in decreased expression of SIRT1 protein,decreases^expression,31423773,false,true,SIRT1
diisononyl phthalate,C012125,28553-12-0,SIRT2,22933,mRNA,Homo sapiens,9606,diisononyl phthalate results in decreased expression of SIRT2 mRNA,decreases^expression,31423773,false,true,SIRT2
diisononyl phthalate,C012125,28553-12-0,SIRT3,23410,mRNA,Homo sapiens,9606,diisononyl phthalate results in decreased expression of SIRT3 mRNA,decreases^expression,31423773,false,true,SIRT3
diisononyl phthalate,C012125,28553-12-0,SIRT3,23410,protein,Homo sapiens,9606,diisononyl phthalate results in decreased expression of SIRT3 protein,decreases^expression,31423773,false,true,SIRT3
diisononyl phthalate,C012125,28553-12-0,SIRT5,23408,mRNA,Homo sapiens,9606,diisononyl phthalate results in decreased expression of SIRT5 mRNA,decreases^expression,31423773,false,true,SIRT5
diisononyl phthalate,C012125,28553-12-0,SLCO2A1,6578,mRNA,Homo sapiens,9606,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of SLCO2A1 mRNA]],affects^cotreatment|affects^reaction|increases^expression,40456493,true,false,SLCO2A1
diisononyl phthalate,C012125,28553-12-0,SLCO2A1,6578,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of SLCO2A1 mRNA],affects^cotreatment|affects^reaction|increases^expression,40456493,true,false,SLCO2A1
diisononyl phthalate,C012125,28553-12-0,SNHG25,105376843,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of SNHG25 mRNA,affects^cotreatment|increases^expression,32949613,true,false,SNHG25
diisononyl phthalate,C012125,28553-12-0,SNORA13,654322,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of SNORA13 mRNA,affects^cotreatment|increases^expression,32949613,true,false,SNORA13
diisononyl phthalate,C012125,28553-12-0,SNORA50C,677842,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of SNORA50C mRNA,affects^cotreatment|increases^expression,32949613,true,false,SNORA50C
diisononyl phthalate,C012125,28553-12-0,SNORA64,26784,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of SNORA64 mRNA,affects^cotreatment|increases^expression,32949613,true,false,SNORA64
diisononyl phthalate,C012125,28553-12-0,SNORA65,26783,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of SNORA65 mRNA,affects^cotreatment|increases^expression,32949613,true,false,SNORA65
diisononyl phthalate,C012125,28553-12-0,SNORA72,26775,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of SNORA72 mRNA,affects^cotreatment|increases^expression,32949613,true,false,SNORA72
diisononyl phthalate,C012125,28553-12-0,SPP2,6694,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of SPP2 mRNA,affects^cotreatment|decreases^expression,32949613,true,false,SPP2
diisononyl phthalate,C012125,28553-12-0,SQSTM1,8878,protein,Homo sapiens,9606,ATF4 protein promotes the reaction [diisononyl phthalate results in increased expression of SQSTM1 protein],increases^expression|increases^reaction,37976928,false,true,SQSTM1
diisononyl phthalate,C012125,28553-12-0,SQSTM1,8878,protein,Homo sapiens,9606,DDIT4 protein promotes the reaction [diisononyl phthalate results in increased expression of SQSTM1 protein],increases^expression|increases^reaction,37976928,false,true,SQSTM1
diisononyl phthalate,C012125,28553-12-0,SQSTM1,8878,protein,Homo sapiens,9606,diisononyl phthalate results in decreased expression of SQSTM1 protein,decreases^expression,37976928,false,true,SQSTM1
diisononyl phthalate,C012125,28553-12-0,STAR,6770,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in increased expression of STAR mRNA],affects^cotreatment|decreases^reaction|increases^expression,37552060,true,false,STAR
diisononyl phthalate,C012125,28553-12-0,STAT3,6774,protein,Homo sapiens,9606,diisononyl phthalate results in increased phosphorylation of STAT3 protein,increases^phosphorylation,31154059,false,true,STAT3
diisononyl phthalate,C012125,28553-12-0,SUSD2,56241,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of SUSD2 mRNA,affects^cotreatment|decreases^expression,32949613,true,false,SUSD2
diisononyl phthalate,C012125,28553-12-0,TIMP1,7076,mRNA,Homo sapiens,9606,diisononyl phthalate results in decreased expression of TIMP1 mRNA,decreases^expression,31154059,false,true,TIMP1
diisononyl phthalate,C012125,28553-12-0,TIMP2,7077,mRNA,Homo sapiens,9606,diisononyl phthalate affects the expression of TIMP2 mRNA,affects^expression,31154059,false,true,TIMP2
diisononyl phthalate,C012125,28553-12-0,TNC,3371,mRNA,Homo sapiens,9606,diisononyl phthalate results in decreased expression of TNC mRNA,decreases^expression,31154059,false,true,TNC
