analysis_category,category,term,description,number_of_genes,number_of_genes_in_background,inputGenes,preferredNames,p_value,fdr,p_value_numeric,fdr_numeric,significant_fdr_lt_0_05
GO_BP,Process,GO:1903131,Mononuclear cell differentiation,11,321,"['9606.ENSP00000231449', '9606.ENSP00000246657', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000300134', '9606.ENSP00000304592', '9606.ENSP00000330393', '9606.ENSP00000358072', '9606.ENSP00000385675']","['IL4', 'CCR7', 'STAT3', 'TP53', 'PPARG', 'WNT4', 'STAT6', 'FASN', 'LEPR', 'ATG5', 'IL6']",6.2e-07,1.81e-05,6.2e-07,1.81e-05,True
GO_BP,Process,GO:0043122,Regulation of I-kappaB kinase/NF-kappaB signaling,10,255,"['9606.ENSP00000212015', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000374455', '9606.ENSP00000384273', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000405330', '9606.ENSP00000415743']","['SIRT1', 'CCR7', 'IL1A', 'IL1B', 'SQSTM1', 'RELA', 'ADIPOQ', 'TNF', 'ESR1', 'CD36']",6.4e-07,1.86e-05,6.4e-07,1.86e-05,True
GO_BP,Process,GO:0032651,Regulation of interleukin-1 beta production,7,95,"['9606.ENSP00000229135', '9606.ENSP00000246657', '9606.ENSP00000264657', '9606.ENSP00000337383', '9606.ENSP00000385675', '9606.ENSP00000398698', '9606.ENSP00000415743']","['IFNG', 'CCR7', 'STAT3', 'NLRP3', 'IL6', 'TNF', 'CD36']",6.41e-07,1.86e-05,6.41e-07,1.86e-05,True
GO_BP,Process,GO:0046165,Alcohol biosynthetic process,7,95,"['9606.ENSP00000287936', '9606.ENSP00000292427', '9606.ENSP00000348069', '9606.ENSP00000349078', '9606.ENSP00000377192', '9606.ENSP00000466259', '9606.ENSP00000498939']","['HMGCR', 'CYP11B1', 'SREBF1', 'FDPS', 'G6PD', 'ACLY', 'CYP3A4']",6.41e-07,1.86e-05,6.41e-07,1.86e-05,True
GO_BP,Process,GO:0048872,Homeostasis of number of cells,10,256,"['9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263734', '9606.ENSP00000297185', '9606.ENSP00000297494', '9606.ENSP00000345681', '9606.ENSP00000377192', '9606.ENSP00000385675', '9606.ENSP00000451828', '9606.ENSP00000498466']","['INHBA', 'CCR7', 'EPAS1', 'HSPA9', 'NOS3', 'GATA2', 'G6PD', 'IL6', 'AKT1', 'FAS']",6.63e-07,1.92e-05,6.63e-07,1.92e-05,True
GO_BP,Process,GO:0043407,Negative regulation of MAP kinase activity,6,58,"['9606.ENSP00000239223', '9606.ENSP00000263341', '9606.ENSP00000287820', '9606.ENSP00000287936', '9606.ENSP00000368104', '9606.ENSP00000389814']","['DUSP1', 'IL1B', 'PPARG', 'HMGCR', 'BMP2', 'ADIPOQ']",6.64e-07,1.92e-05,6.64e-07,1.92e-05,True
GO_BP,Process,GO:0001938,Positive regulation of endothelial cell proliferation,7,96,"['9606.ENSP00000212015', '9606.ENSP00000264657', '9606.ENSP00000345681', '9606.ENSP00000368104', '9606.ENSP00000398832', '9606.ENSP00000440864', '9606.ENSP00000451828']","['SIRT1', 'STAT3', 'GATA2', 'BMP2', 'AGTR1', 'NR4A1', 'AKT1']",6.85e-07,1.98e-05,6.85e-07,1.98e-05,True
GO_BP,Process,GO:0006631,Fatty acid metabolic process,11,325,"['9606.ENSP00000287820', '9606.ENSP00000304592', '9606.ENSP00000310928', '9606.ENSP00000339787', '9606.ENSP00000363512', '9606.ENSP00000385523', '9606.ENSP00000389814', '9606.ENSP00000415743', '9606.ENSP00000466259', '9606.ENSP00000483300', '9606.ENSP00000498939']","['PPARG', 'FASN', 'PPARD', 'ACSL4', 'ALOX5', 'PPARA', 'ADIPOQ', 'CD36', 'ACLY', 'ACACA', 'CYP3A4']",6.98e-07,2.01e-05,6.98e-07,2.01e-05,True
GO_BP,Process,GO:1904036,Negative regulation of epithelial cell apoptotic process,6,59,"['9606.ENSP00000231449', '9606.ENSP00000301455', '9606.ENSP00000304915', '9606.ENSP00000345681', '9606.ENSP00000380252', '9606.ENSP00000385523']","['IL4', 'ANGPTL4', 'IL13', 'GATA2', 'NFE2L2', 'PPARA']",7.29e-07,2.08e-05,7.29e-07,2.08e-05,True
GO_BP,Process,GO:0034612,Response to tumor necrosis factor,9,199,"['9606.ENSP00000212015', '9606.ENSP00000269305', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000427514', '9606.ENSP00000451828', '9606.ENSP00000498466']","['SIRT1', 'TP53', 'NFE2L2', 'RELA', 'ADIPOQ', 'TNF', 'CEBPA', 'AKT1', 'FAS']",7.73e-07,2.2e-05,7.73e-07,2.2e-05,True
GO_BP,Process,GO:0060603,Mammary gland duct morphogenesis,5,31,"['9606.ENSP00000231509', '9606.ENSP00000290167', '9606.ENSP00000325120', '9606.ENSP00000363822', '9606.ENSP00000405330']","['NR3C1', 'WNT4', 'PGR', 'AR', 'ESR1']",8.08e-07,2.3e-05,8.08e-07,2.3e-05,True
GO_BP,Process,GO:2000352,Negative regulation of endothelial cell apoptotic process,5,31,"['9606.ENSP00000231449', '9606.ENSP00000301455', '9606.ENSP00000304915', '9606.ENSP00000345681', '9606.ENSP00000380252']","['IL4', 'ANGPTL4', 'IL13', 'GATA2', 'NFE2L2']",8.08e-07,2.3e-05,8.08e-07,2.3e-05,True
GO_BP,Process,GO:0043255,Regulation of carbohydrate biosynthetic process,7,99,"['9606.ENSP00000212015', '9606.ENSP00000231509', '9606.ENSP00000330393', '9606.ENSP00000360293', '9606.ENSP00000385523', '9606.ENSP00000389814', '9606.ENSP00000451828']","['SIRT1', 'NR3C1', 'LEPR', 'SORBS1', 'PPARA', 'ADIPOQ', 'AKT1']",8.33e-07,2.36e-05,8.33e-07,2.36e-05,True
GO_BP,Process,GO:0032731,Positive regulation of interleukin-1 beta production,6,61,"['9606.ENSP00000229135', '9606.ENSP00000264657', '9606.ENSP00000337383', '9606.ENSP00000385675', '9606.ENSP00000398698', '9606.ENSP00000415743']","['IFNG', 'STAT3', 'NLRP3', 'IL6', 'TNF', 'CD36']",8.73e-07,2.47e-05,8.73e-07,2.47e-05,True
GO_BP,Process,GO:0048708,Astrocyte differentiation,6,61,"['9606.ENSP00000053867', '9606.ENSP00000229135', '9606.ENSP00000263341', '9606.ENSP00000264657', '9606.ENSP00000368104', '9606.ENSP00000398698']","['GRN', 'IFNG', 'IL1B', 'STAT3', 'BMP2', 'TNF']",8.73e-07,2.47e-05,8.73e-07,2.47e-05,True
GO_BP,Process,GO:1904705,Regulation of vascular associated smooth muscle cell proliferation,6,61,"['9606.ENSP00000219070', '9606.ENSP00000287820', '9606.ENSP00000351022', '9606.ENSP00000361405', '9606.ENSP00000389814', '9606.ENSP00000398698']","['MMP2', 'PPARG', 'TPM1', 'MMP9', 'ADIPOQ', 'TNF']",8.73e-07,2.47e-05,8.73e-07,2.47e-05,True
GO_BP,Process,GO:0070167,Regulation of biomineral tissue development,7,100,"['9606.ENSP00000290167', '9606.ENSP00000297494', '9606.ENSP00000305422', '9606.ENSP00000336790', '9606.ENSP00000363512', '9606.ENSP00000368104', '9606.ENSP00000419692']","['WNT4', 'NOS3', 'CEBPB', 'ATF4', 'ALOX5', 'BMP2', 'RXRA']",8.88e-07,2.5e-05,8.88e-07,2.5e-05,True
GO_BP,Process,GO:0048771,Tissue remodeling,7,101,"['9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000263339', '9606.ENSP00000263734', '9606.ENSP00000290866', '9606.ENSP00000297494', '9606.ENSP00000358072']","['TIMP1', 'MMP2', 'IL1A', 'EPAS1', 'ACE', 'NOS3', 'ATG5']",9.46e-07,2.66e-05,9.46e-07,2.66e-05,True
GO_BP,Process,GO:0001890,Placenta development,8,149,"['9606.ENSP00000263734', '9606.ENSP00000287820', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000345681', '9606.ENSP00000372295', '9606.ENSP00000427514', '9606.ENSP00000451828']","['EPAS1', 'PPARG', 'CEBPB', 'PPARD', 'GATA2', 'GJB2', 'CEBPA', 'AKT1']",9.62e-07,2.69e-05,9.62e-07,2.69e-05,True
GO_BP,Process,GO:0030856,Regulation of epithelial cell differentiation,8,149,"['9606.ENSP00000229135', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000361405', '9606.ENSP00000368104', '9606.ENSP00000398698']","['IFNG', 'IL1A', 'IL1B', 'IL13', 'CEBPB', 'MMP9', 'BMP2', 'TNF']",9.62e-07,2.69e-05,9.62e-07,2.69e-05,True
GO_BP,Process,GO:0034284,Response to monosaccharide,8,149,"['9606.ENSP00000241052', '9606.ENSP00000263339', '9606.ENSP00000290866', '9606.ENSP00000310928', '9606.ENSP00000314897', '9606.ENSP00000348069', '9606.ENSP00000356954', '9606.ENSP00000389814']","['CAT', 'IL1A', 'ACE', 'PPARD', 'ANGPT2', 'SREBF1', 'CCN2', 'ADIPOQ']",9.62e-07,2.69e-05,9.62e-07,2.69e-05,True
GO_BP,Process,GO:0008610,Lipid biosynthetic process,14,577,"['9606.ENSP00000287936', '9606.ENSP00000292427', '9606.ENSP00000304592', '9606.ENSP00000310928', '9606.ENSP00000339787', '9606.ENSP00000348069', '9606.ENSP00000349078', '9606.ENSP00000355231', '9606.ENSP00000358903', '9606.ENSP00000363512', '9606.ENSP00000377192', '9606.ENSP00000466259', '9606.ENSP00000483300', '9606.ENSP00000498939']","['HMGCR', 'CYP11B1', 'FASN', 'PPARD', 'ACSL4', 'SREBF1', 'FDPS', 'BECN1', 'CYP17A1', 'ALOX5', 'G6PD', 'ACLY', 'ACACA', 'CYP3A4']",9.65e-07,2.69e-05,9.65e-07,2.69e-05,True
GO_BP,Process,GO:0032868,Response to insulin,9,205,"['9606.ENSP00000212015', '9606.ENSP00000241052', '9606.ENSP00000287820', '9606.ENSP00000348069', '9606.ENSP00000360293', '9606.ENSP00000385523', '9606.ENSP00000389814', '9606.ENSP00000416293', '9606.ENSP00000451828']","['SIRT1', 'CAT', 'PPARG', 'SREBF1', 'SORBS1', 'PPARA', 'ADIPOQ', 'SLC2A1', 'AKT1']",9.8e-07,2.72e-05,9.8e-07,2.72e-05,True
GO_BP,Process,GO:0043408,Regulation of MAPK cascade,15,668,"['9606.ENSP00000239223', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000287820', '9606.ENSP00000287936', '9606.ENSP00000350512', '9606.ENSP00000356954', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000415743', '9606.ENSP00000498466']","['DUSP1', 'CCR7', 'IL1A', 'IL1B', 'PPARG', 'HMGCR', 'COPS5', 'CCN2', 'AR', 'BMP2', 'IL6', 'ADIPOQ', 'TNF', 'CD36', 'FAS']",9.82e-07,2.73e-05,9.82e-07,2.73e-05,True
GO_BP,Process,GO:0010634,Positive regulation of epithelial cell migration,8,150,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000297494', '9606.ENSP00000345681', '9606.ENSP00000361405', '9606.ENSP00000380252', '9606.ENSP00000451828']","['GRN', 'SIRT1', 'IFNG', 'NOS3', 'GATA2', 'MMP9', 'NFE2L2', 'AKT1']",1.01e-06,2.79e-05,1.01e-06,2.79e-05,True
GO_BP,Process,GO:0040008,Regulation of growth,15,671,"['9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000242208', '9606.ENSP00000264657', '9606.ENSP00000265131', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000310928', '9606.ENSP00000339787', '9606.ENSP00000363822', '9606.ENSP00000377192', '9606.ENSP00000385523', '9606.ENSP00000386884', '9606.ENSP00000398832', '9606.ENSP00000451828']","['SIRT1', 'IFNG', 'INHBA', 'STAT3', 'TNC', 'TP53', 'PPARG', 'PPARD', 'ACSL4', 'AR', 'G6PD', 'PPARA', 'CXCR4', 'AGTR1', 'AKT1']",1.04e-06,2.86e-05,1.04e-06,2.86e-05,True
GO_BP,Process,GO:0070542,Response to fatty acid,6,63,"['9606.ENSP00000241052', '9606.ENSP00000348069', '9606.ENSP00000356954', '9606.ENSP00000389814', '9606.ENSP00000415743', '9606.ENSP00000454071']","['CAT', 'SREBF1', 'CCN2', 'ADIPOQ', 'CD36', 'LDLR']",1.04e-06,2.86e-05,1.04e-06,2.86e-05,True
GO_BP,Process,GO:1901654,Response to ketone,9,207,"['9606.ENSP00000231509', '9606.ENSP00000246657', '9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000348069', '9606.ENSP00000363822', '9606.ENSP00000372295', '9606.ENSP00000451828', '9606.ENSP00000483300']","['NR3C1', 'CCR7', 'PPARG', 'ACE', 'SREBF1', 'AR', 'GJB2', 'AKT1', 'ACACA']",1.06e-06,2.91e-05,1.06e-06,2.91e-05,True
GO_BP,Process,GO:0032770,Positive regulation of monooxygenase activity,5,33,"['9606.ENSP00000229135', '9606.ENSP00000263341', '9606.ENSP00000398698', '9606.ENSP00000405330', '9606.ENSP00000451828']","['IFNG', 'IL1B', 'TNF', 'ESR1', 'AKT1']",1.07e-06,2.93e-05,1.07e-06,2.93e-05,True
GO_BP,Process,GO:0043372,"Positive regulation of CD4-positive, alpha-beta T cell differentiation",5,33,"['9606.ENSP00000229135', '9606.ENSP00000264246', '9606.ENSP00000280357', '9606.ENSP00000332049', '9606.ENSP00000337383']","['IFNG', 'CD80', 'IL18', 'CD86', 'NLRP3']",1.07e-06,2.93e-05,1.07e-06,2.93e-05,True
GO_BP,Process,GO:1901655,Cellular response to ketone,7,103,"['9606.ENSP00000231509', '9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000363822', '9606.ENSP00000372295', '9606.ENSP00000451828', '9606.ENSP00000483300']","['NR3C1', 'PPARG', 'ACE', 'AR', 'GJB2', 'AKT1', 'ACACA']",1.07e-06,2.93e-05,1.07e-06,2.93e-05,True
GO_BP,Process,GO:0033043,Regulation of organelle organization,20,1190,"['9606.ENSP00000053867', '9606.ENSP00000231454', '9606.ENSP00000239223', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000348069', '9606.ENSP00000348838', '9606.ENSP00000351022', '9606.ENSP00000355231', '9606.ENSP00000356954', '9606.ENSP00000357643', '9606.ENSP00000358072', '9606.ENSP00000361405', '9606.ENSP00000374455', '9606.ENSP00000398698', '9606.ENSP00000451828']","['GRN', 'IL5', 'DUSP1', 'CCR7', 'IL1A', 'IL1B', 'TP53', 'PPARG', 'WNT4', 'SREBF1', 'UBE2C', 'TPM1', 'BECN1', 'CCN2', 'MKI67', 'ATG5', 'MMP9', 'SQSTM1', 'TNF', 'AKT1']",1.14e-06,3.09e-05,1.14e-06,3.09e-05,True
GO_BP,Process,GO:1903557,Positive regulation of tumor necrosis factor superfamily cytokine production,7,105,"['9606.ENSP00000229135', '9606.ENSP00000263339', '9606.ENSP00000264657', '9606.ENSP00000332049', '9606.ENSP00000370842', '9606.ENSP00000385675', '9606.ENSP00000415743']","['IFNG', 'IL1A', 'STAT3', 'CD86', 'IL33', 'IL6', 'CD36']",1.21e-06,3.29e-05,1.21e-06,3.29e-05,True
GO_BP,Process,GO:0031099,Regeneration,8,154,"['9606.ENSP00000219070', '9606.ENSP00000265131', '9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000305422', '9606.ENSP00000314897', '9606.ENSP00000385675', '9606.ENSP00000398698']","['MMP2', 'TNC', 'PPARG', 'ACE', 'CEBPB', 'ANGPT2', 'IL6', 'TNF']",1.22e-06,3.31e-05,1.22e-06,3.31e-05,True
GO_BP,Process,GO:0034405,Response to fluid shear stress,5,34,"['9606.ENSP00000219070', '9606.ENSP00000290866', '9606.ENSP00000297494', '9606.ENSP00000380252', '9606.ENSP00000451828']","['MMP2', 'ACE', 'NOS3', 'NFE2L2', 'AKT1']",1.22e-06,3.31e-05,1.22e-06,3.31e-05,True
GO_BP,Process,GO:2000191,Regulation of fatty acid transport,5,34,"['9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000339787', '9606.ENSP00000385523', '9606.ENSP00000451828']","['IL1A', 'IL1B', 'ACSL4', 'PPARA', 'AKT1']",1.22e-06,3.31e-05,1.22e-06,3.31e-05,True
GO_BP,Process,GO:0032757,Positive regulation of interleukin-8 production,6,65,"['9606.ENSP00000263341', '9606.ENSP00000264657', '9606.ENSP00000384273', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698']","['IL1B', 'STAT3', 'RELA', 'IL6', 'ADIPOQ', 'TNF']",1.23e-06,3.33e-05,1.23e-06,3.33e-05,True
GO_BP,Process,GO:0042531,Positive regulation of tyrosine phosphorylation of STAT protein,6,65,"['9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000280357', '9606.ENSP00000304915', '9606.ENSP00000385675', '9606.ENSP00000398698']","['IFNG', 'IL4', 'IL18', 'IL13', 'IL6', 'TNF']",1.23e-06,3.33e-05,1.23e-06,3.33e-05,True
GO_BP,Process,GO:0001655,Urogenital system development,11,347,"['9606.ENSP00000219070', '9606.ENSP00000241052', '9606.ENSP00000265131', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000314897', '9606.ENSP00000345681', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000398832', '9606.ENSP00000405330']","['MMP2', 'CAT', 'TNC', 'WNT4', 'ACE', 'ANGPT2', 'GATA2', 'AR', 'BMP2', 'AGTR1', 'ESR1']",1.3e-06,3.49e-05,1.3e-06,3.49e-05,True
GO_BP,Process,GO:0048609,Multicellular organismal reproductive process,17,883,"['9606.ENSP00000212015', '9606.ENSP00000219070', '9606.ENSP00000231509', '9606.ENSP00000242208', '9606.ENSP00000263339', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000297494', '9606.ENSP00000310928', '9606.ENSP00000314897', '9606.ENSP00000325120', '9606.ENSP00000339787', '9606.ENSP00000358513', '9606.ENSP00000363822', '9606.ENSP00000372295', '9606.ENSP00000405330', '9606.ENSP00000451828']","['SIRT1', 'MMP2', 'NR3C1', 'INHBA', 'IL1A', 'WNT4', 'ACE', 'NOS3', 'PPARD', 'ANGPT2', 'PGR', 'ACSL4', 'CNR1', 'AR', 'GJB2', 'ESR1', 'AKT1']",1.38e-06,3.7e-05,1.38e-06,3.7e-05,True
GO_BP,Process,GO:0071695,Anatomical structure maturation,9,214,"['9606.ENSP00000219070', '9606.ENSP00000263734', '9606.ENSP00000287820', '9606.ENSP00000325120', '9606.ENSP00000345681', '9606.ENSP00000352608', '9606.ENSP00000368104', '9606.ENSP00000377192', '9606.ENSP00000427514']","['MMP2', 'EPAS1', 'PPARG', 'PGR', 'GATA2', 'RYR1', 'BMP2', 'G6PD', 'CEBPA']",1.38e-06,3.7e-05,1.38e-06,3.7e-05,True
GO_BP,Process,GO:0001558,Regulation of cell growth,12,428,"['9606.ENSP00000212015', '9606.ENSP00000242208', '9606.ENSP00000265131', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000310928', '9606.ENSP00000339787', '9606.ENSP00000377192', '9606.ENSP00000385523', '9606.ENSP00000386884', '9606.ENSP00000398832', '9606.ENSP00000451828']","['SIRT1', 'INHBA', 'TNC', 'TP53', 'PPARG', 'PPARD', 'ACSL4', 'G6PD', 'PPARA', 'CXCR4', 'AGTR1', 'AKT1']",1.45e-06,3.87e-05,1.45e-06,3.87e-05,True
GO_BP,Process,GO:0042102,Positive regulation of T cell proliferation,7,108,"['9606.ENSP00000231449', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000264246', '9606.ENSP00000280357', '9606.ENSP00000332049', '9606.ENSP00000385675']","['IL4', 'IL1A', 'IL1B', 'CD80', 'IL18', 'CD86', 'IL6']",1.45e-06,3.87e-05,1.45e-06,3.87e-05,True
GO_BP,Process,GO:0031100,Animal organ regeneration,6,67,"['9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000305422', '9606.ENSP00000314897', '9606.ENSP00000385675', '9606.ENSP00000398698']","['PPARG', 'ACE', 'CEBPB', 'ANGPT2', 'IL6', 'TNF']",1.46e-06,3.88e-05,1.46e-06,3.88e-05,True
GO_BP,Process,GO:0070141,Response to UV-A,4,14,"['9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000361405', '9606.ENSP00000451828']","['TIMP1', 'MMP2', 'MMP9', 'AKT1']",1.51e-06,4.01e-05,1.51e-06,4.01e-05,True
GO_BP,Process,GO:0032965,Regulation of collagen biosynthetic process,5,36,"['9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000310928', '9606.ENSP00000356954', '9606.ENSP00000385675']","['PPARG', 'WNT4', 'PPARD', 'CCN2', 'IL6']",1.58e-06,4.18e-05,1.58e-06,4.18e-05,True
GO_BP,Process,GO:0045600,Positive regulation of fat cell differentiation,6,68,"['9606.ENSP00000287820', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000368104', '9606.ENSP00000427514', '9606.ENSP00000451828']","['PPARG', 'CEBPB', 'PPARD', 'BMP2', 'CEBPA', 'AKT1']",1.58e-06,4.18e-05,1.58e-06,4.18e-05,True
GO_BP,Process,GO:0050866,Negative regulation of cell activation,9,218,"['9606.ENSP00000053867', '9606.ENSP00000231449', '9606.ENSP00000242208', '9606.ENSP00000264246', '9606.ENSP00000297494', '9606.ENSP00000305422', '9606.ENSP00000332049', '9606.ENSP00000358513', '9606.ENSP00000454071']","['GRN', 'IL4', 'INHBA', 'CD80', 'NOS3', 'CEBPB', 'CD86', 'CNR1', 'LDLR']",1.6e-06,4.23e-05,1.6e-06,4.23e-05,True
GO_BP,Process,GO:0002824,Positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,7,110,"['9606.ENSP00000231449', '9606.ENSP00000263341', '9606.ENSP00000280357', '9606.ENSP00000300134', '9606.ENSP00000337383', '9606.ENSP00000385675', '9606.ENSP00000398698']","['IL4', 'IL1B', 'IL18', 'STAT6', 'NLRP3', 'IL6', 'TNF']",1.62e-06,4.29e-05,1.62e-06,4.29e-05,True
GO_BP,Process,GO:1905954,Positive regulation of lipid localization,7,111,"['9606.ENSP00000212015', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000287820', '9606.ENSP00000389814', '9606.ENSP00000415743', '9606.ENSP00000419692']","['SIRT1', 'IL1A', 'IL1B', 'PPARG', 'ADIPOQ', 'CD36', 'RXRA']",1.72e-06,4.53e-05,1.72e-06,4.53e-05,True
GO_BP,Process,GO:1903034,Regulation of response to wounding,8,162,"['9606.ENSP00000053867', '9606.ENSP00000290167', '9606.ENSP00000297494', '9606.ENSP00000363512', '9606.ENSP00000380252', '9606.ENSP00000386884', '9606.ENSP00000398698', '9606.ENSP00000415743']","['GRN', 'WNT4', 'NOS3', 'ALOX5', 'NFE2L2', 'CXCR4', 'TNF', 'CD36']",1.75e-06,4.61e-05,1.75e-06,4.61e-05,True
GO_BP,Process,GO:0001503,Ossification,10,287,"['9606.ENSP00000219070', '9606.ENSP00000241052', '9606.ENSP00000265131', '9606.ENSP00000304592', '9606.ENSP00000336790', '9606.ENSP00000352608', '9606.ENSP00000356954', '9606.ENSP00000361405', '9606.ENSP00000368104', '9606.ENSP00000451828']","['MMP2', 'CAT', 'TNC', 'FASN', 'ATF4', 'RYR1', 'CCN2', 'MMP9', 'BMP2', 'AKT1']",1.8e-06,4.72e-05,1.8e-06,4.72e-05,True
GO_BP,Process,GO:0045348,Positive regulation of MHC class II biosynthetic process,4,15,"['9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000370842']","['SIRT1', 'IFNG', 'IL4', 'IL33']",1.9e-06,4.98e-05,1.9e-06,4.98e-05,True
GO_BP,Process,GO:0032680,Regulation of tumor necrosis factor production,8,164,"['9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000263339', '9606.ENSP00000264657', '9606.ENSP00000370842', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000415743']","['IFNG', 'IL4', 'IL1A', 'STAT3', 'IL33', 'IL6', 'ADIPOQ', 'CD36']",1.91e-06,4.99e-05,1.91e-06,4.99e-05,True
GO_BP,Process,GO:0006695,Cholesterol biosynthetic process,5,38,"['9606.ENSP00000287936', '9606.ENSP00000348069', '9606.ENSP00000349078', '9606.ENSP00000377192', '9606.ENSP00000466259']","['HMGCR', 'SREBF1', 'FDPS', 'G6PD', 'ACLY']",2.01e-06,5.23e-05,2.01e-06,5.23e-05,True
GO_BP,Process,GO:0009611,Response to wounding,12,444,"['9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000263339', '9606.ENSP00000265131', '9606.ENSP00000310928', '9606.ENSP00000345681', '9606.ENSP00000351022', '9606.ENSP00000356954', '9606.ENSP00000370842', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000415743']","['TIMP1', 'MMP2', 'IL1A', 'TNC', 'PPARD', 'GATA2', 'TPM1', 'CCN2', 'IL33', 'PPARA', 'IL6', 'CD36']",2.1e-06,5.43e-05,2.1e-06,5.43e-05,True
GO_BP,Process,GO:0060559,Positive regulation of calcidiol 1-monooxygenase activity,3,3,"['9606.ENSP00000229135', '9606.ENSP00000263341', '9606.ENSP00000398698']","['IFNG', 'IL1B', 'TNF']",2.19e-06,5.65e-05,2.19e-06,5.65e-05,True
GO_BP,Process,GO:0060748,Tertiary branching involved in mammary gland duct morphogenesis,3,3,"['9606.ENSP00000290167', '9606.ENSP00000325120', '9606.ENSP00000363822']","['WNT4', 'PGR', 'AR']",2.19e-06,5.65e-05,2.19e-06,5.65e-05,True
GO_BP,Process,GO:0050769,Positive regulation of neurogenesis,9,227,"['9606.ENSP00000229135', '9606.ENSP00000263341', '9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000398698']","['IFNG', 'IL1B', 'PPARG', 'ACE', 'BMP2', 'IL33', 'IL6', 'CXCR4', 'TNF']",2.2e-06,5.67e-05,2.2e-06,5.67e-05,True
GO_BP,Process,GO:0051960,Regulation of nervous system development,12,447,"['9606.ENSP00000229135', '9606.ENSP00000263341', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000398698', '9606.ENSP00000451828', '9606.ENSP00000454071']","['IFNG', 'IL1B', 'TP53', 'PPARG', 'ACE', 'BMP2', 'IL33', 'IL6', 'CXCR4', 'TNF', 'AKT1', 'LDLR']",2.24e-06,5.77e-05,2.24e-06,5.77e-05,True
GO_BP,Process,GO:0031663,Lipopolysaccharide-mediated signaling pathway,5,39,"['9606.ENSP00000263341', '9606.ENSP00000280357', '9606.ENSP00000297494', '9606.ENSP00000398698', '9606.ENSP00000451828']","['IL1B', 'IL18', 'NOS3', 'TNF', 'AKT1']",2.26e-06,5.79e-05,2.26e-06,5.79e-05,True
