analysis_category,category,term,description,number_of_genes,number_of_genes_in_background,inputGenes,preferredNames,p_value,fdr,p_value_numeric,fdr_numeric,significant_fdr_lt_0_05
GO_BP,Process,GO:0031324,Negative regulation of cellular metabolic process,43,2265,"['9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231509', '9606.ENSP00000239223', '9606.ENSP00000242208', '9606.ENSP00000257940', '9606.ENSP00000262768', '9606.ENSP00000263341', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000287936', '9606.ENSP00000290167', '9606.ENSP00000300134', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000330393', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000355231', '9606.ENSP00000358072', '9606.ENSP00000358513', '9606.ENSP00000363641', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000374455', '9606.ENSP00000377192', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000405330', '9606.ENSP00000415743', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000451828', '9606.ENSP00000454071']","['SIRT1', 'TIMP1', 'IFNG', 'IL4', 'NR3C1', 'DUSP1', 'INHBA', 'ZC3H10', 'TIMP2', 'IL1B', 'STAT3', 'TP53', 'PPARG', 'HMGCR', 'WNT4', 'STAT6', 'CEBPB', 'PPARD', 'LEPR', 'NR1I2', 'ATF4', 'GATA2', 'SREBF1', 'BECN1', 'ATG5', 'CNR1', 'TXN', 'AR', 'BMP2', 'IL33', 'SQSTM1', 'G6PD', 'RELA', 'PPARA', 'IL6', 'ADIPOQ', 'TNF', 'ESR1', 'CD36', 'RXRA', 'CEBPA', 'AKT1', 'LDLR']",3.68e-16,6.21e-14,3.68e-16,6.21e-14,True
GO_BP,Process,GO:0045937,Positive regulation of phosphate metabolic process,29,912,"['9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263341', '9606.ENSP00000264246', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000297494', '9606.ENSP00000304915', '9606.ENSP00000330393', '9606.ENSP00000332049', '9606.ENSP00000356954', '9606.ENSP00000361405', '9606.ENSP00000363641', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000374455', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000415743', '9606.ENSP00000451828', '9606.ENSP00000498466']","['SIRT1', 'IFNG', 'IL4', 'IL5', 'INHBA', 'CCR7', 'IL1B', 'CD80', 'TP53', 'IL18', 'PPARG', 'ACE', 'NOS3', 'IL13', 'LEPR', 'CD86', 'CCN2', 'MMP9', 'TXN', 'AR', 'BMP2', 'SQSTM1', 'PPARA', 'IL6', 'ADIPOQ', 'TNF', 'CD36', 'AKT1', 'FAS']",4.11e-16,6.79e-14,4.11e-16,6.79e-14,True
GO_BP,Process,GO:0045935,Positive regulation of nucleobase-containing compound metabolic process,41,2056,"['9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000231509', '9606.ENSP00000242208', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000263734', '9606.ENSP00000264246', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000297494', '9606.ENSP00000300134', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000332049', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000350512', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000374455', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000398698', '9606.ENSP00000405330', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864', '9606.ENSP00000451828']","['SIRT1', 'IFNG', 'IL4', 'IL5', 'NR3C1', 'INHBA', 'IL1A', 'IL1B', 'EPAS1', 'CD80', 'STAT3', 'TP53', 'IL18', 'PPARG', 'WNT4', 'NOS3', 'STAT6', 'CEBPB', 'PPARD', 'PGR', 'CD86', 'NR1I2', 'ATF4', 'NLRP3', 'GATA2', 'SREBF1', 'COPS5', 'AR', 'BMP2', 'IL33', 'SQSTM1', 'NFE2L2', 'RELA', 'PPARA', 'IL6', 'TNF', 'ESR1', 'RXRA', 'CEBPA', 'NR4A1', 'AKT1']",4.84e-16,7.82e-14,4.84e-16,7.82e-14,True
GO_BP,Process,GO:0030334,Regulation of cell migration,29,927,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000239223', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000264657', '9606.ENSP00000265131', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000297494', '9606.ENSP00000310928', '9606.ENSP00000314897', '9606.ENSP00000345681', '9606.ENSP00000351022', '9606.ENSP00000361405', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000380252', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000451828']","['GRN', 'SIRT1', 'TIMP1', 'MMP2', 'IFNG', 'IL4', 'DUSP1', 'CCR7', 'IL1A', 'IL1B', 'STAT3', 'TNC', 'PPARG', 'WNT4', 'ACE', 'NOS3', 'PPARD', 'ANGPT2', 'GATA2', 'TPM1', 'MMP9', 'BMP2', 'IL33', 'NFE2L2', 'IL6', 'CXCR4', 'ADIPOQ', 'TNF', 'AKT1']",6.22e-16,9.86e-14,6.22e-16,9.86e-14,True
GO_BP,Process,GO:0060255,Regulation of macromolecule metabolic process,69,6249,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000231509', '9606.ENSP00000239223', '9606.ENSP00000241052', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000257940', '9606.ENSP00000262768', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000263734', '9606.ENSP00000264246', '9606.ENSP00000264657', '9606.ENSP00000265131', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000287936', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000295834', '9606.ENSP00000297494', '9606.ENSP00000300134', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000330393', '9606.ENSP00000332049', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000348838', '9606.ENSP00000350512', '9606.ENSP00000356954', '9606.ENSP00000358072', '9606.ENSP00000360293', '9606.ENSP00000361405', '9606.ENSP00000363512', '9606.ENSP00000363641', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000372191', '9606.ENSP00000374455', '9606.ENSP00000377192', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000391269', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000405330', '9606.ENSP00000415743', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864', '9606.ENSP00000451828', '9606.ENSP00000454071', '9606.ENSP00000498466']","['GRN', 'SIRT1', 'TIMP1', 'IFNG', 'IL4', 'IL5', 'NR3C1', 'DUSP1', 'CAT', 'INHBA', 'CCR7', 'ZC3H10', 'TIMP2', 'IL1A', 'IL1B', 'EPAS1', 'CD80', 'STAT3', 'TNC', 'TP53', 'IL18', 'PPARG', 'HMGCR', 'WNT4', 'ACE', 'FABP1', 'NOS3', 'STAT6', 'IL13', 'CEBPB', 'PPARD', 'PGR', 'LEPR', 'CD86', 'NR1I2', 'ATF4', 'NLRP3', 'GATA2', 'SREBF1', 'UBE2C', 'COPS5', 'CCN2', 'ATG5', 'SORBS1', 'MMP9', 'ALOX5', 'TXN', 'AR', 'BMP2', 'IL33', 'SIRT3', 'SQSTM1', 'G6PD', 'NFE2L2', 'RELA', 'PPARA', 'IL6', 'ADIPOQ', 'RBFOX1', 'TNF', 'AGTR1', 'ESR1', 'CD36', 'RXRA', 'CEBPA', 'NR4A1', 'AKT1', 'LDLR', 'FAS']",1.02e-15,1.6e-13,1.02e-15,1.6e-13,True
GO_BP,Process,GO:0031667,Response to nutrient levels,22,461,"['9606.ENSP00000212015', '9606.ENSP00000241052', '9606.ENSP00000263339', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000310928', '9606.ENSP00000336790', '9606.ENSP00000348069', '9606.ENSP00000355231', '9606.ENSP00000358072', '9606.ENSP00000358513', '9606.ENSP00000377192', '9606.ENSP00000380252', '9606.ENSP00000385523', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000416293', '9606.ENSP00000451828', '9606.ENSP00000454071', '9606.ENSP00000498466']","['SIRT1', 'CAT', 'IL1A', 'TP53', 'PPARG', 'WNT4', 'ACE', 'PPARD', 'ATF4', 'SREBF1', 'BECN1', 'ATG5', 'CNR1', 'G6PD', 'NFE2L2', 'PPARA', 'ADIPOQ', 'TNF', 'SLC2A1', 'AKT1', 'LDLR', 'FAS']",1.04e-15,1.62e-13,1.04e-15,1.62e-13,True
GO_BP,Process,GO:0032879,Regulation of localization,41,2103,"['9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000287820', '9606.ENSP00000287936', '9606.ENSP00000290866', '9606.ENSP00000297494', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000330393', '9606.ENSP00000336790', '9606.ENSP00000339787', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000352608', '9606.ENSP00000355231', '9606.ENSP00000358072', '9606.ENSP00000358513', '9606.ENSP00000360293', '9606.ENSP00000361405', '9606.ENSP00000363512', '9606.ENSP00000363641', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000374455', '9606.ENSP00000377192', '9606.ENSP00000380252', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000415743', '9606.ENSP00000419692', '9606.ENSP00000451828']","['SIRT1', 'IFNG', 'IL4', 'INHBA', 'CCR7', 'IL1A', 'IL1B', 'PPARG', 'HMGCR', 'ACE', 'NOS3', 'IL13', 'CEBPB', 'PPARD', 'LEPR', 'ATF4', 'ACSL4', 'GATA2', 'SREBF1', 'RYR1', 'BECN1', 'ATG5', 'CNR1', 'SORBS1', 'MMP9', 'ALOX5', 'TXN', 'AR', 'BMP2', 'SQSTM1', 'G6PD', 'NFE2L2', 'PPARA', 'IL6', 'CXCR4', 'ADIPOQ', 'TNF', 'AGTR1', 'CD36', 'RXRA', 'AKT1']",1.05e-15,1.62e-13,1.05e-15,1.62e-13,True
GO_BP,Process,GO:0044093,Positive regulation of molecular function,36,1587,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000241052', '9606.ENSP00000246657', '9606.ENSP00000263341', '9606.ENSP00000264657', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000295834', '9606.ENSP00000297494', '9606.ENSP00000332049', '9606.ENSP00000337383', '9606.ENSP00000348838', '9606.ENSP00000350512', '9606.ENSP00000351022', '9606.ENSP00000356954', '9606.ENSP00000361405', '9606.ENSP00000363641', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000372191', '9606.ENSP00000384273', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000405330', '9606.ENSP00000415743', '9606.ENSP00000419692', '9606.ENSP00000451828', '9606.ENSP00000498466']","['GRN', 'SIRT1', 'IFNG', 'IL4', 'IL5', 'CAT', 'CCR7', 'IL1B', 'STAT3', 'IL18', 'PPARG', 'WNT4', 'ACE', 'FABP1', 'NOS3', 'CD86', 'NLRP3', 'UBE2C', 'COPS5', 'TPM1', 'CCN2', 'MMP9', 'TXN', 'AR', 'BMP2', 'SIRT3', 'RELA', 'IL6', 'ADIPOQ', 'TNF', 'AGTR1', 'ESR1', 'CD36', 'RXRA', 'AKT1', 'FAS']",1.34e-15,2.04e-13,1.34e-15,2.04e-13,True
GO_BP,Process,GO:0050865,Regulation of cell activation,25,658,"['9606.ENSP00000053867', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000264246', '9606.ENSP00000280357', '9606.ENSP00000297494', '9606.ENSP00000300134', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000332049', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000356954', '9606.ENSP00000358513', '9606.ENSP00000370842', '9606.ENSP00000385675', '9606.ENSP00000398698', '9606.ENSP00000427514', '9606.ENSP00000451828', '9606.ENSP00000454071']","['GRN', 'IFNG', 'IL4', 'IL5', 'INHBA', 'CCR7', 'IL1A', 'IL1B', 'CD80', 'IL18', 'NOS3', 'STAT6', 'IL13', 'CEBPB', 'CD86', 'NLRP3', 'GATA2', 'CCN2', 'CNR1', 'IL33', 'IL6', 'TNF', 'CEBPA', 'AKT1', 'LDLR']",1.36e-15,2.05e-13,1.36e-15,2.05e-13,True
GO_BP,Process,GO:0051171,Regulation of nitrogen compound metabolic process,66,5734,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000231509', '9606.ENSP00000239223', '9606.ENSP00000241052', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000257940', '9606.ENSP00000262768', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000263734', '9606.ENSP00000264246', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000287936', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000295834', '9606.ENSP00000297494', '9606.ENSP00000300134', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000330393', '9606.ENSP00000332049', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000348838', '9606.ENSP00000350512', '9606.ENSP00000356954', '9606.ENSP00000358072', '9606.ENSP00000361405', '9606.ENSP00000363641', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000372191', '9606.ENSP00000374455', '9606.ENSP00000377192', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000391269', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000405330', '9606.ENSP00000415743', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864', '9606.ENSP00000451828', '9606.ENSP00000454071', '9606.ENSP00000498466']","['GRN', 'SIRT1', 'TIMP1', 'IFNG', 'IL4', 'IL5', 'NR3C1', 'DUSP1', 'CAT', 'INHBA', 'CCR7', 'ZC3H10', 'TIMP2', 'IL1A', 'IL1B', 'EPAS1', 'CD80', 'STAT3', 'TP53', 'IL18', 'PPARG', 'HMGCR', 'WNT4', 'ACE', 'FABP1', 'NOS3', 'STAT6', 'IL13', 'CEBPB', 'PPARD', 'PGR', 'LEPR', 'CD86', 'NR1I2', 'ATF4', 'NLRP3', 'GATA2', 'SREBF1', 'UBE2C', 'COPS5', 'CCN2', 'ATG5', 'MMP9', 'TXN', 'AR', 'BMP2', 'IL33', 'SIRT3', 'SQSTM1', 'G6PD', 'NFE2L2', 'RELA', 'PPARA', 'IL6', 'ADIPOQ', 'RBFOX1', 'TNF', 'AGTR1', 'ESR1', 'CD36', 'RXRA', 'CEBPA', 'NR4A1', 'AKT1', 'LDLR', 'FAS']",1.4e-15,2.09e-13,1.4e-15,2.09e-13,True
GO_BP,Process,GO:0050729,Positive regulation of inflammatory response,15,145,"['9606.ENSP00000053867', '9606.ENSP00000229135', '9606.ENSP00000246657', '9606.ENSP00000263341', '9606.ENSP00000280357', '9606.ENSP00000290866', '9606.ENSP00000305422', '9606.ENSP00000337383', '9606.ENSP00000358513', '9606.ENSP00000370842', '9606.ENSP00000385675', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000427514', '9606.ENSP00000454071']","['GRN', 'IFNG', 'CCR7', 'IL1B', 'IL18', 'ACE', 'CEBPB', 'NLRP3', 'CNR1', 'IL33', 'IL6', 'TNF', 'AGTR1', 'CEBPA', 'LDLR']",1.57e-15,2.32e-13,1.57e-15,2.32e-13,True
GO_BP,Process,GO:0019220,Regulation of phosphate metabolic process,34,1405,"['9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000239223', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263341', '9606.ENSP00000264246', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000287936', '9606.ENSP00000290866', '9606.ENSP00000297494', '9606.ENSP00000304915', '9606.ENSP00000330393', '9606.ENSP00000332049', '9606.ENSP00000356954', '9606.ENSP00000361405', '9606.ENSP00000363641', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000374455', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000415743', '9606.ENSP00000427514', '9606.ENSP00000451828', '9606.ENSP00000454071', '9606.ENSP00000498466']","['SIRT1', 'IFNG', 'IL4', 'IL5', 'DUSP1', 'INHBA', 'CCR7', 'IL1B', 'CD80', 'STAT3', 'TP53', 'IL18', 'PPARG', 'HMGCR', 'ACE', 'NOS3', 'IL13', 'LEPR', 'CD86', 'CCN2', 'MMP9', 'TXN', 'AR', 'BMP2', 'SQSTM1', 'PPARA', 'IL6', 'ADIPOQ', 'TNF', 'CD36', 'CEBPA', 'AKT1', 'LDLR', 'FAS']",1.72e-15,2.52e-13,1.72e-15,2.52e-13,True
GO_BP,Process,GO:0062013,Positive regulation of small molecule metabolic process,15,147,"['9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000263341', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000295834', '9606.ENSP00000297494', '9606.ENSP00000310928', '9606.ENSP00000348069', '9606.ENSP00000360293', '9606.ENSP00000385523', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000451828']","['SIRT1', 'IFNG', 'IL4', 'IL1B', 'PPARG', 'WNT4', 'FABP1', 'NOS3', 'PPARD', 'SREBF1', 'SORBS1', 'PPARA', 'ADIPOQ', 'TNF', 'AKT1']",1.89e-15,2.72e-13,1.89e-15,2.72e-13,True
GO_BP,Process,GO:0001934,Positive regulation of protein phosphorylation,26,747,"['9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263341', '9606.ENSP00000264246', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000304915', '9606.ENSP00000330393', '9606.ENSP00000332049', '9606.ENSP00000356954', '9606.ENSP00000361405', '9606.ENSP00000363641', '9606.ENSP00000368104', '9606.ENSP00000374455', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000415743', '9606.ENSP00000451828', '9606.ENSP00000498466']","['SIRT1', 'IFNG', 'IL4', 'IL5', 'INHBA', 'CCR7', 'IL1B', 'CD80', 'TP53', 'IL18', 'PPARG', 'ACE', 'IL13', 'LEPR', 'CD86', 'CCN2', 'MMP9', 'TXN', 'BMP2', 'SQSTM1', 'IL6', 'ADIPOQ', 'TNF', 'CD36', 'AKT1', 'FAS']",2.46e-15,3.5e-13,2.46e-15,3.5e-13,True
GO_BP,Process,GO:0010629,Negative regulation of gene expression,28,899,"['9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000257940', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000304915', '9606.ENSP00000325120', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000356954', '9606.ENSP00000358072', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000405330', '9606.ENSP00000415743', '9606.ENSP00000451828', '9606.ENSP00000454071']","['SIRT1', 'IFNG', 'IL4', 'INHBA', 'CCR7', 'ZC3H10', 'STAT3', 'TP53', 'PPARG', 'WNT4', 'ACE', 'IL13', 'PGR', 'ATF4', 'NLRP3', 'GATA2', 'CCN2', 'ATG5', 'BMP2', 'IL33', 'PPARA', 'IL6', 'ADIPOQ', 'TNF', 'ESR1', 'CD36', 'AKT1', 'LDLR']",2.49e-15,3.52e-13,2.49e-15,3.52e-13,True
GO_BP,Process,GO:0042327,Positive regulation of phosphorylation,27,826,"['9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263341', '9606.ENSP00000264246', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000304915', '9606.ENSP00000330393', '9606.ENSP00000332049', '9606.ENSP00000356954', '9606.ENSP00000361405', '9606.ENSP00000363641', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000374455', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000415743', '9606.ENSP00000451828', '9606.ENSP00000498466']","['SIRT1', 'IFNG', 'IL4', 'IL5', 'INHBA', 'CCR7', 'IL1B', 'CD80', 'TP53', 'IL18', 'PPARG', 'ACE', 'IL13', 'LEPR', 'CD86', 'CCN2', 'MMP9', 'TXN', 'AR', 'BMP2', 'SQSTM1', 'IL6', 'ADIPOQ', 'TNF', 'CD36', 'AKT1', 'FAS']",2.82e-15,3.94e-13,2.82e-15,3.94e-13,True
GO_BP,Process,GO:0048856,Anatomical structure development,62,5117,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231509', '9606.ENSP00000239223', '9606.ENSP00000241052', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000263734', '9606.ENSP00000264657', '9606.ENSP00000265131', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000297185', '9606.ENSP00000297494', '9606.ENSP00000300134', '9606.ENSP00000301455', '9606.ENSP00000304592', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000314897', '9606.ENSP00000325120', '9606.ENSP00000330393', '9606.ENSP00000336790', '9606.ENSP00000339787', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000351022', '9606.ENSP00000352608', '9606.ENSP00000352798', '9606.ENSP00000355231', '9606.ENSP00000356954', '9606.ENSP00000358072', '9606.ENSP00000358513', '9606.ENSP00000361405', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000372295', '9606.ENSP00000377192', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000391269', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000405330', '9606.ENSP00000416293', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864', '9606.ENSP00000451828', '9606.ENSP00000454071']","['GRN', 'SIRT1', 'TIMP1', 'MMP2', 'IFNG', 'IL4', 'NR3C1', 'DUSP1', 'CAT', 'INHBA', 'CCR7', 'IL1A', 'IL1B', 'EPAS1', 'STAT3', 'TNC', 'TP53', 'IL18', 'PPARG', 'WNT4', 'ACE', 'HSPA9', 'NOS3', 'STAT6', 'ANGPTL4', 'FASN', 'CEBPB', 'PPARD', 'ANGPT2', 'PGR', 'LEPR', 'ATF4', 'ACSL4', 'GATA2', 'SREBF1', 'TPM1', 'RYR1', 'COL18A1', 'BECN1', 'CCN2', 'ATG5', 'CNR1', 'MMP9', 'AR', 'BMP2', 'IL33', 'GJB2', 'G6PD', 'RELA', 'PPARA', 'IL6', 'CXCR4', 'RBFOX1', 'TNF', 'AGTR1', 'ESR1', 'SLC2A1', 'RXRA', 'CEBPA', 'NR4A1', 'AKT1', 'LDLR']",2.89e-15,4.01e-13,2.89e-15,4.01e-13,True
