gene_symbol,gene_id,chemical,chemical_identity,exact_evidence_rows,exact_human_supported,exact_experimental_supported,CTD_support,PubChem_support,ChEMBL_support,number_independent_sources,number_independent_references,number_species,evidence_species,evidence_tiers,evidence_types,evidence_directions,evidence_role,direct_target_binding_flag,metabolism_related_flag,ambiguous_direction_flag,evidence_source_databases,evidence_provenance,parent_naphthalene_rows_in_primary,primary_universe_rule,in_thyroid_disease_set,in_hypertension_disease_set,branch_class,thyroid_disease_id,thyroid_disease_name,thyroid_disease_relevance_score,thyroid_disease_rank,thyroid_source,thyroid_association_scope,hypertension_disease_id,hypertension_disease_name,hypertension_disease_relevance_score,hypertension_disease_rank,hypertension_source,hypertension_association_scope,branch_evidence_note
HTR2A,3356,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,16,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1963586|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963586|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963586|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963586|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963587|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963587|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963587|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963587|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061100|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061100|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061100|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061100|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061101|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061101|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061101|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061101|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0859361740551021,164,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
Homo sapiens,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,False,False,True,1,1,1,Homo sapiens,Tier A,target activity / physicochemical assay,,ambiguous_direction;other_exact_interaction,False,False,True,ChEMBL,ChEMBL|ChEMBL-assay:CHEMBL865441; ChEMBL-document:CHEMBL1138041|Homo sapiens|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
IFNG,3458,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,4,True,False,False,True,False,1,2,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target;direct_binding,True,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1259416|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259416|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259421|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259421|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.011274271786901,767,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.067940693368204,236,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
JUN,3725,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,4,True,False,False,True,False,1,2,1,Homo sapiens,Tier A,bioassay activity,Active;Inactive;Inconclusive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1159526|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1159526|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1159528|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:1159528|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.011525745841882,760,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0257854080658391,761,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
K562,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,False,False,True,1,1,1,Homo sapiens,Tier A,target activity / physicochemical assay,,ambiguous_direction;other_exact_interaction,False,False,True,ChEMBL,ChEMBL|ChEMBL-assay:CHEMBL4201519; ChEMBL-document:CHEMBL4196196|Homo sapiens|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
KCNH2,3757,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,4,True,False,False,True,False,1,1,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1671200|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1671200|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1671200|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1671200|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0096113338678606,1866,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
KISS1R,84634,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,4,True,False,False,True,False,1,2,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1920064|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1920064|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1920068|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1920068|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0113337822103308,1631,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
LOC100757539,100757539,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,4,False,True,False,True,False,1,2,1,Cricetulus griseus,Tier B,bioassay activity,Inactive;Inconclusive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1224845|Cricetulus griseus|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1224845|Cricetulus griseus|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1224896|Cricetulus griseus|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1224896|Cricetulus griseus|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
LOC116160065,116160065,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,2,False,True,False,True,False,1,1,1,Photinus pyralis,Tier B,bioassay activity,Inconclusive,bioassay_target;direct_binding,True,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1224835|Photinus pyralis|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1224835|Photinus pyralis|Inconclusive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
Lithobates pipiens,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,False,True,False,False,True,1,1,1,Lithobates pipiens,Tier B,target activity / physicochemical assay,,ambiguous_direction;direct_binding,True,False,True,ChEMBL,ChEMBL|ChEMBL-assay:CHEMBL775702; ChEMBL-document:CHEMBL1125698|Lithobates pipiens|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
