drug,signature_id,cell_line,pert_time,pert_dose,persistent_id,tissue,disease
ivermectin,REP.B019_PC3_24H_J22_ivermectin_0.08uM,PC3,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B019_PC3_24H_J22_ivermectin_0.08uM.tsv,prostate gland,prostate adenocarcinoma
leflunomide,REP.B024_A549_24H_M24_leflunomide_0.01uM,A549,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_A549_24H_M24_leflunomide_0.01uM.tsv,lung,lung cancer
leflunomide,REP.B024_A549_24H_M23_leflunomide_0.03uM,A549,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_A549_24H_M23_leflunomide_0.03uM.tsv,lung,lung cancer
leflunomide,REP.A024_A549_24H_M24_leflunomide_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A024_A549_24H_M24_leflunomide_0.04uM.tsv,lung,lung cancer
leflunomide,REP.B024_A549_24H_M22_leflunomide_0.08uM,A549,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_A549_24H_M22_leflunomide_0.08uM.tsv,lung,lung cancer
leflunomide,CPC001_HCC515_24H_O14_leflunomide_10uM,HCC515,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC001_HCC515_24H_O14_leflunomide_10uM.tsv,lung,lung cancer
leflunomide,CPC001_HCC515_6H_O14_leflunomide_10uM,HCC515,6 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC001_HCC515_6H_O14_leflunomide_10uM.tsv,lung,lung cancer
leflunomide,REP.B024_HT29_24H_M24_leflunomide_0.01uM,HT29,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_HT29_24H_M24_leflunomide_0.01uM.tsv,intestine,colon adenocarcinoma
leflunomide,REP.B024_HT29_24H_M23_leflunomide_0.03uM,HT29,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_HT29_24H_M23_leflunomide_0.03uM.tsv,intestine,colon adenocarcinoma
leflunomide,REP.A024_HT29_24H_M24_leflunomide_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A024_HT29_24H_M24_leflunomide_0.04uM.tsv,intestine,colon adenocarcinoma
leflunomide,REP.B024_HT29_24H_M22_leflunomide_0.08uM,HT29,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_HT29_24H_M22_leflunomide_0.08uM.tsv,intestine,colon adenocarcinoma
leflunomide,REP.B024_MCF7_24H_M24_leflunomide_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_MCF7_24H_M24_leflunomide_0.01uM.tsv,breast,breast adenocarcinoma
leflunomide,REP.B024_MCF7_24H_M23_leflunomide_0.03uM,MCF7,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_MCF7_24H_M23_leflunomide_0.03uM.tsv,breast,breast adenocarcinoma
leflunomide,REP.A024_MCF7_24H_M24_leflunomide_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A024_MCF7_24H_M24_leflunomide_0.04uM.tsv,breast,breast adenocarcinoma
leflunomide,REP.B024_MCF7_24H_M22_leflunomide_0.08uM,MCF7,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_MCF7_24H_M22_leflunomide_0.08uM.tsv,breast,breast adenocarcinoma
leflunomide,REP.B024_PC3_24H_M24_leflunomide_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_PC3_24H_M24_leflunomide_0.01uM.tsv,prostate gland,prostate adenocarcinoma
leflunomide,REP.B024_PC3_24H_M23_leflunomide_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_PC3_24H_M23_leflunomide_0.03uM.tsv,prostate gland,prostate adenocarcinoma
leflunomide,REP.A024_PC3_24H_M24_leflunomide_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A024_PC3_24H_M24_leflunomide_0.04uM.tsv,prostate gland,prostate adenocarcinoma
leflunomide,REP.B024_PC3_24H_M22_leflunomide_0.08uM,PC3,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_PC3_24H_M22_leflunomide_0.08uM.tsv,prostate gland,prostate adenocarcinoma
melatonin,REP.B027_A549_24H_J12_melatonin_0.01uM,A549,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B027_A549_24H_J12_melatonin_0.01uM.tsv,lung,lung cancer
melatonin,REP.B027_A549_24H_J11_melatonin_0.03uM,A549,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B027_A549_24H_J11_melatonin_0.03uM.tsv,lung,lung cancer
melatonin,PBIOA019_A549_24H_C18_melatonin_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA019_A549_24H_C18_melatonin_0.04uM.tsv,lung,lung cancer
melatonin,REP.A027_A549_24H_J12_melatonin_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A027_A549_24H_J12_melatonin_0.04uM.tsv,lung,lung cancer
melatonin,PBIOA019_HCC515_24H_C18_melatonin_0.04uM,HCC515,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA019_HCC515_24H_C18_melatonin_0.04uM.tsv,lung,lung cancer
melatonin,PBIOA019_HCC515_24H_C17_melatonin_0.125uM,HCC515,24 h,0.125 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA019_HCC515_24H_C17_melatonin_0.125uM.tsv,lung,lung cancer
melatonin,PBIOA019_HCC515_24H_C16_melatonin_0.37uM,HCC515,24 h,0.37 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA019_HCC515_24H_C16_melatonin_0.37uM.tsv,lung,lung cancer
melatonin,PBIOA019_HCC515_24H_C15_melatonin_1.11uM,HCC515,24 h,1.11 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA019_HCC515_24H_C15_melatonin_1.11uM.tsv,lung,lung cancer
melatonin,REP.B027_HT29_24H_J12_melatonin_0.01uM,HT29,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B027_HT29_24H_J12_melatonin_0.01uM.tsv,intestine,colon adenocarcinoma
melatonin,REP.B027_HT29_24H_J11_melatonin_0.03uM,HT29,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B027_HT29_24H_J11_melatonin_0.03uM.tsv,intestine,colon adenocarcinoma
melatonin,PBIOA019_HT29_24H_C18_melatonin_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA019_HT29_24H_C18_melatonin_0.04uM.tsv,intestine,colon adenocarcinoma
melatonin,REP.A027_HT29_24H_J12_melatonin_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A027_HT29_24H_J12_melatonin_0.04uM.tsv,intestine,colon adenocarcinoma
melatonin,RAD001_MCF7_24H_D11_melatonin_0.002uM,MCF7,24 h,0.002 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_RAD001_MCF7_24H_D11_melatonin_0.002uM.tsv,breast,breast adenocarcinoma
melatonin,RAD001_MCF7_24H_D10_melatonin_0.004uM,MCF7,24 h,0.004 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_RAD001_MCF7_24H_D10_melatonin_0.004uM.tsv,breast,breast adenocarcinoma
melatonin,RAD001_MCF7_24H_D09_melatonin_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_RAD001_MCF7_24H_D09_melatonin_0.01uM.tsv,breast,breast adenocarcinoma
melatonin,REP.B027_MCF7_24H_J12_melatonin_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B027_MCF7_24H_J12_melatonin_0.01uM.tsv,breast,breast adenocarcinoma
melatonin,RAD001_PC3_24H_D11_melatonin_0.002uM,PC3,24 h,0.002 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_RAD001_PC3_24H_D11_melatonin_0.002uM.tsv,prostate gland,prostate adenocarcinoma
melatonin,RAD001_PC3_24H_D10_melatonin_0.004uM,PC3,24 h,0.004 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_RAD001_PC3_24H_D10_melatonin_0.004uM.tsv,prostate gland,prostate adenocarcinoma
melatonin,RAD001_PC3_24H_D09_melatonin_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_RAD001_PC3_24H_D09_melatonin_0.01uM.tsv,prostate gland,prostate adenocarcinoma
melatonin,REP.B027_PC3_24H_J12_melatonin_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B027_PC3_24H_J12_melatonin_0.01uM.tsv,prostate gland,prostate adenocarcinoma
metformin,REP.B024_A549_24H_P18_metformin_0.01uM,A549,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_A549_24H_P18_metformin_0.01uM.tsv,lung,lung cancer
metformin,REP.B024_A549_24H_P17_metformin_0.03uM,A549,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_A549_24H_P17_metformin_0.03uM.tsv,lung,lung cancer
metformin,REP.A024_A549_24H_P18_metformin_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A024_A549_24H_P18_metformin_0.04uM.tsv,lung,lung cancer
metformin,REP.B024_A549_24H_P16_metformin_0.08uM,A549,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_A549_24H_P16_metformin_0.08uM.tsv,lung,lung cancer
metformin,CPC020_HCC515_6H_K14_metformin_10uM,HCC515,6 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC020_HCC515_6H_K14_metformin_10uM.tsv,lung,lung cancer
metformin,REP.B024_HT29_24H_P18_metformin_0.01uM,HT29,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_HT29_24H_P18_metformin_0.01uM.tsv,intestine,colon adenocarcinoma
metformin,REP.B024_HT29_24H_P17_metformin_0.03uM,HT29,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_HT29_24H_P17_metformin_0.03uM.tsv,intestine,colon adenocarcinoma
metformin,POL001_HT29_24H_I12_metformin_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_POL001_HT29_24H_I12_metformin_0.04uM.tsv,intestine,colon adenocarcinoma
metformin,REP.A024_HT29_24H_P18_metformin_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A024_HT29_24H_P18_metformin_0.04uM.tsv,intestine,colon adenocarcinoma
metformin,REP.B024_MCF7_24H_P18_metformin_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_MCF7_24H_P18_metformin_0.01uM.tsv,breast,breast adenocarcinoma
metformin,REP.B024_MCF7_24H_P17_metformin_0.03uM,MCF7,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_MCF7_24H_P17_metformin_0.03uM.tsv,breast,breast adenocarcinoma
metformin,POL001_MCF7_24H_I12_metformin_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_POL001_MCF7_24H_I12_metformin_0.04uM.tsv,breast,breast adenocarcinoma
metformin,REP.A024_MCF7_24H_P18_metformin_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A024_MCF7_24H_P18_metformin_0.04uM.tsv,breast,breast adenocarcinoma
metformin,REP.B024_PC3_24H_P18_metformin_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_PC3_24H_P18_metformin_0.01uM.tsv,prostate gland,prostate adenocarcinoma
metformin,REP.B024_PC3_24H_P17_metformin_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B024_PC3_24H_P17_metformin_0.03uM.tsv,prostate gland,prostate adenocarcinoma
metformin,POL001_PC3_24H_I12_metformin_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_POL001_PC3_24H_I12_metformin_0.04uM.tsv,prostate gland,prostate adenocarcinoma
metformin,REP.A024_PC3_24H_P18_metformin_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A024_PC3_24H_P18_metformin_0.04uM.tsv,prostate gland,prostate adenocarcinoma
metoprolol,REP.B011_A549_24H_A18_metoprolol_0.01uM,A549,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B011_A549_24H_A18_metoprolol_0.01uM.tsv,lung,lung cancer
metoprolol,REP.B011_A549_24H_A17_metoprolol_0.03uM,A549,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B011_A549_24H_A17_metoprolol_0.03uM.tsv,lung,lung cancer
metoprolol,REP.A011_A549_24H_A18_metoprolol_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A011_A549_24H_A18_metoprolol_0.04uM.tsv,lung,lung cancer
metoprolol,REP.B011_A549_24H_A16_metoprolol_0.08uM,A549,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B011_A549_24H_A16_metoprolol_0.08uM.tsv,lung,lung cancer
metoprolol,CPC002_HCC515_24H_M17_metoprolol_10uM,HCC515,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC002_HCC515_24H_M17_metoprolol_10uM.tsv,lung,lung cancer
metoprolol,CPC002_HCC515_6H_M17_metoprolol_10uM,HCC515,6 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC002_HCC515_6H_M17_metoprolol_10uM.tsv,lung,lung cancer
metoprolol,REP.B011_HT29_24H_A18_metoprolol_0.01uM,HT29,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B011_HT29_24H_A18_metoprolol_0.01uM.tsv,intestine,colon adenocarcinoma
metoprolol,REP.B011_HT29_24H_A17_metoprolol_0.03uM,HT29,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B011_HT29_24H_A17_metoprolol_0.03uM.tsv,intestine,colon adenocarcinoma
metoprolol,REP.A011_HT29_24H_A18_metoprolol_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A011_HT29_24H_A18_metoprolol_0.04uM.tsv,intestine,colon adenocarcinoma
metoprolol,REP.B011_HT29_24H_A16_metoprolol_0.08uM,HT29,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B011_HT29_24H_A16_metoprolol_0.08uM.tsv,intestine,colon adenocarcinoma
metoprolol,REP.B011_MCF7_24H_A18_metoprolol_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B011_MCF7_24H_A18_metoprolol_0.01uM.tsv,breast,breast adenocarcinoma
metoprolol,REP.B011_MCF7_24H_A17_metoprolol_0.03uM,MCF7,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B011_MCF7_24H_A17_metoprolol_0.03uM.tsv,breast,breast adenocarcinoma
metoprolol,REP.A011_MCF7_24H_A18_metoprolol_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A011_MCF7_24H_A18_metoprolol_0.04uM.tsv,breast,breast adenocarcinoma
metoprolol,REP.B011_MCF7_24H_A16_metoprolol_0.08uM,MCF7,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B011_MCF7_24H_A16_metoprolol_0.08uM.tsv,breast,breast adenocarcinoma
metoprolol,REP.B011_PC3_24H_A18_metoprolol_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B011_PC3_24H_A18_metoprolol_0.01uM.tsv,prostate gland,prostate adenocarcinoma
metoprolol,REP.B011_PC3_24H_A17_metoprolol_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B011_PC3_24H_A17_metoprolol_0.03uM.tsv,prostate gland,prostate adenocarcinoma
metoprolol,REP.A011_PC3_24H_A18_metoprolol_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A011_PC3_24H_A18_metoprolol_0.04uM.tsv,prostate gland,prostate adenocarcinoma
metoprolol,REP.B011_PC3_24H_A16_metoprolol_0.08uM,PC3,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B011_PC3_24H_A16_metoprolol_0.08uM.tsv,prostate gland,prostate adenocarcinoma
minocycline,CPD001_MCF7_24H_P12_minocycline_10uM,MCF7,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPD001_MCF7_24H_P12_minocycline_10uM.tsv,breast,breast adenocarcinoma
minocycline,CPD001_MCF7_6H_P12_minocycline_10uM,MCF7,6 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPD001_MCF7_6H_P12_minocycline_10uM.tsv,breast,breast adenocarcinoma
minocycline,CPD001_PC3_24H_P12_minocycline_10uM,PC3,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPD001_PC3_24H_P12_minocycline_10uM.tsv,prostate gland,prostate adenocarcinoma
niclosamide,HOG002_A549_24H_K11_niclosamide_0.002uM,A549,24 h,0.002 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_HOG002_A549_24H_K11_niclosamide_0.002uM.tsv,lung,lung cancer
niclosamide,HOG002_A549_24H_K10_niclosamide_0.004uM,A549,24 h,0.004 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_HOG002_A549_24H_K10_niclosamide_0.004uM.tsv,lung,lung cancer
niclosamide,HOG002_A549_24H_K09_niclosamide_0.01uM,A549,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_HOG002_A549_24H_K09_niclosamide_0.01uM.tsv,lung,lung cancer
niclosamide,REP.B008_A549_24H_A18_niclosamide_0.01uM,A549,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B008_A549_24H_A18_niclosamide_0.01uM.tsv,lung,lung cancer
niclosamide,CPC004_HCC515_24H_D12_niclosamide_10uM,HCC515,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC004_HCC515_24H_D12_niclosamide_10uM.tsv,lung,lung cancer
niclosamide,CPC006_HCC515_24H_E12_niclosamide_10uM,HCC515,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC006_HCC515_24H_E12_niclosamide_10uM.tsv,lung,lung cancer
niclosamide,CPC004_HCC515_6H_D12_niclosamide_10uM,HCC515,6 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC004_HCC515_6H_D12_niclosamide_10uM.tsv,lung,lung cancer
niclosamide,CPC006_HCC515_6H_E12_niclosamide_10uM,HCC515,6 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC006_HCC515_6H_E12_niclosamide_10uM.tsv,lung,lung cancer
niclosamide,REP.B008_HT29_24H_A18_niclosamide_0.01uM,HT29,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B008_HT29_24H_A18_niclosamide_0.01uM.tsv,intestine,colon adenocarcinoma
niclosamide,REP.B008_HT29_24H_A17_niclosamide_0.03uM,HT29,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B008_HT29_24H_A17_niclosamide_0.03uM.tsv,intestine,colon adenocarcinoma
niclosamide,REP.A008_HT29_24H_A18_niclosamide_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A008_HT29_24H_A18_niclosamide_0.04uM.tsv,intestine,colon adenocarcinoma
niclosamide,REP.B008_HT29_24H_A16_niclosamide_0.08uM,HT29,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B008_HT29_24H_A16_niclosamide_0.08uM.tsv,intestine,colon adenocarcinoma
niclosamide,HOG002_MCF7_24H_K11_niclosamide_0.002uM,MCF7,24 h,0.002 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_HOG002_MCF7_24H_K11_niclosamide_0.002uM.tsv,breast,breast adenocarcinoma
niclosamide,HOG002_MCF7_24H_K10_niclosamide_0.004uM,MCF7,24 h,0.004 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_HOG002_MCF7_24H_K10_niclosamide_0.004uM.tsv,breast,breast adenocarcinoma
niclosamide,HOG002_MCF7_24H_K09_niclosamide_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_HOG002_MCF7_24H_K09_niclosamide_0.01uM.tsv,breast,breast adenocarcinoma
niclosamide,REP.B008_MCF7_24H_A18_niclosamide_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B008_MCF7_24H_A18_niclosamide_0.01uM.tsv,breast,breast adenocarcinoma
niclosamide,REP.B008_PC3_24H_A18_niclosamide_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B008_PC3_24H_A18_niclosamide_0.01uM.tsv,prostate gland,prostate adenocarcinoma
niclosamide,REP.B008_PC3_24H_A17_niclosamide_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B008_PC3_24H_A17_niclosamide_0.03uM.tsv,prostate gland,prostate adenocarcinoma
niclosamide,REP.A008_PC3_24H_A18_niclosamide_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A008_PC3_24H_A18_niclosamide_0.04uM.tsv,prostate gland,prostate adenocarcinoma
