source_article,source_table,article_rank,gene_symbol_raw,gene_symbol,description,gifts,genecard_id,relevance_score,in_dinp_93,dinp_support_count,CTD,ToxCast,Tox21,T3DB
10.1186/s12906-021-03273-7,Table S2,626,GDF15,GDF15,Growth Differentiation Factor 15,41,GC19P023329,23.04,False,,,,,
10.1186/s12906-021-03273-7,Table S2,627,CYP2D6,CYP2D6,Cytochrome P450 Family 2 Subfamily D Member 6,48,GC22M042126,23.03,False,,,,,
10.1186/s12906-021-03273-7,Table S2,628,SLC5A8,SLC5A8,Solute Carrier Family 5 Member 8,42,GC12M101155,23.01,False,,,,,
10.1186/s12906-021-03273-7,Table S2,629,ITGB3,ITGB3,Integrin Subunit Beta 3,49,GC17P047254,23.01,False,,,,,
10.1186/s12906-021-03273-7,Table S2,630,DAPK1,DAPK1,Death Associated Protein Kinase 1,48,GC09P087497,23,False,,,,,
10.1186/s12906-021-03273-7,Table S2,631,IL7,IL7,Interleukin 7,42,GC08M078689,22.98,False,,,,,
10.1186/s12906-021-03273-7,Table S2,632,MIRLET7I,MIRLET7I,MicroRNA Let-7i,20,GC12P062606,22.97,False,,,,,
10.1186/s12906-021-03273-7,Table S2,633,TNFRSF1B,TNFRSF1B,TNF Receptor Superfamily Member 1B,47,GC01P012167,22.96,False,,,,,
10.1186/s12906-021-03273-7,Table S2,634,CCND3,CCND3,Cyclin D3,47,GC06M041934,22.94,False,,,,,
10.1186/s12906-021-03273-7,Table S2,635,MIRLET7C,MIRLET7C,MicroRNA Let-7c,21,GC21P016551,22.93,False,,,,,
10.1186/s12906-021-03273-7,Table S2,636,SERPINB5,SERPINB5,Serpin Family B Member 5,43,GC18P063476,22.88,False,,,,,
10.1186/s12906-021-03273-7,Table S2,637,PDCD4,PDCD4,Programmed Cell Death 4,43,GC10P110871,22.88,False,,,,,
10.1186/s12906-021-03273-7,Table S2,638,IL6R,IL6R,Interleukin 6 Receptor,48,GC01P154405,22.88,False,,,,,
10.1186/s12906-021-03273-7,Table S2,639,NAT1,NAT1,N-Acetyltransferase 1,44,GC08P018179,22.82,False,,,,,
10.1186/s12906-021-03273-7,Table S2,640,CDKN1C,CDKN1C,Cyclin Dependent Kinase Inhibitor 1C,47,GC11M002887,22.82,False,,,,,
10.1186/s12906-021-03273-7,Table S2,641,GAST,GAST,Gastrin,40,GC17P041712,22.79,False,,,,,
10.1186/s12906-021-03273-7,Table S2,642,MTA1,MTA1,Metastasis Associated 1,42,GC14P105419,22.72,False,,,,,
10.1186/s12906-021-03273-7,Table S2,643,FGF8,FGF8,Fibroblast Growth Factor 8,47,GC10M101770,22.7,False,,,,,
10.1186/s12906-021-03273-7,Table S2,644,CASP7,CASP7,Caspase 7,50,GC10P113679,22.68,False,,,,,
10.1186/s12906-021-03273-7,Table S2,645,MIR122,MIR122,MicroRNA 122,21,GC18P058451,22.66,False,,,,,
10.1186/s12906-021-03273-7,Table S2,646,APEX1,APEX1,Apurinic/Apyrimidinic Endodeoxyribonuclease 1,45,GC14P020455,22.61,False,,,,,
10.1186/s12906-021-03273-7,Table S2,647,CASP10,CASP10,Caspase 10,48,GC02P201182,22.6,False,,,,,
10.1186/s12906-021-03273-7,Table S2,648,TUG1,TUG1,Taurine Up-Regulated 1,22,GC22P030969,22.59,False,,,,,
10.1186/s12906-021-03273-7,Table S2,649,CDC42,CDC42,Cell Division Cycle 42,51,GC01P022057,22.59,False,,,,,
10.1186/s12906-021-03273-7,Table S2,650,S100A4,S100A4,S100 Calcium Binding Protein A4,44,GC01M153543,22.51,False,,,,,
10.1186/s12906-021-03273-7,Table S2,651,WNT3A,WNT3A,Wnt Family Member 3A,47,GC01P228127,22.5,False,,,,,
10.1186/s12906-021-03273-7,Table S2,652,MIR139,MIR139,MicroRNA 139,19,GC11M072615,22.49,False,,,,,
10.1186/s12906-021-03273-7,Table S2,653,FOLH1,FOLH1,Folate Hydrolase 1,46,GC11M061160,22.48,False,,,,,
10.1186/s12906-021-03273-7,Table S2,654,CA9,CA9,Carbonic Anhydrase 9,44,GC09P035673,22.47,True,1,1,0,0,0
10.1186/s12906-021-03273-7,Table S2,655,MIR196A1,MIR196A1,MicroRNA 196a-1,19,GC17M048632,22.44,False,,,,,
10.1186/s12906-021-03273-7,Table S2,656,LOX,LOX,Lysyl Oxidase,44,GC05M122063,22.44,False,,,,,
10.1186/s12906-021-03273-7,Table S2,657,EZR,EZR,Ezrin,45,GC06M158765,22.43,False,,,,,
10.1186/s12906-021-03273-7,Table S2,658,MAX,MAX,MYC Associated Factor X,48,GC14M065009,22.38,False,,,,,
10.1186/s12906-021-03273-7,Table S2,659,CYP2E1,CYP2E1,Cytochrome P450 Family 2 Subfamily E Member 1,45,GC10P133520,22.34,False,,,,,
10.1186/s12906-021-03273-7,Table S2,660,XIST,XIST,X Inactive Specific Transcript,24,GC0XM073820,22.32,False,,,,,
10.1186/s12906-021-03273-7,Table S2,661,NOS3,NOS3,Nitric Oxide Synthase 3,51,GC07P150990,22.28,False,,,,,
10.1186/s12906-021-03273-7,Table S2,662,ENO2,ENO2,Enolase 2,47,GC12P006913,22.27,False,,,,,
10.1186/s12906-021-03273-7,Table S2,663,GATA3,GATA3,GATA Binding Protein 3,49,GC10P008045,22.26,False,,,,,
10.1186/s12906-021-03273-7,Table S2,664,CYP3A4,CYP3A4,Cytochrome P450 Family 3 Subfamily A Member 4,48,GC07M099759,22.25,True,1,0,0,1,0
10.1186/s12906-021-03273-7,Table S2,665,CYP19A1,CYP19A1,Cytochrome P450 Family 19 Subfamily A Member 1,48,GC15M051208,22.21,False,,,,,
10.1186/s12906-021-03273-7,Table S2,666,PTHLH,PTHLH,Parathyroid Hormone Like Hormone,45,GC12M027959,22.15,False,,,,,
10.1186/s12906-021-03273-7,Table S2,667,CTNND1,CTNND1,Catenin Delta 1,45,GC11P057788,22.14,False,,,,,
10.1186/s12906-021-03273-7,Table S2,668,ABRAXAS1,ABRAXAS1,"Abraxas 1, BRCA1 A Complex Subunit",30,GC04M083460,22.14,False,,,,,
10.1186/s12906-021-03273-7,Table S2,669,PRKN,PRKN,Parkin RBR E3 Ubiquitin Protein Ligase,40,GC06M161348,22.13,False,,,,,
10.1186/s12906-021-03273-7,Table S2,670,MIR378A,MIR378A,MicroRNA 378a,18,GC05P149732,22.13,False,,,,,
10.1186/s12906-021-03273-7,Table S2,671,MINPP1,MINPP1,Multiple Inositol-Polyphosphate Phosphatase 1,45,GC10P087504,22.09,False,,,,,
10.1186/s12906-021-03273-7,Table S2,672,RUNX2,RUNX2,RUNX Family Transcription Factor 2,47,GC06P047549,22.05,False,,,,,
10.1186/s12906-021-03273-7,Table S2,673,FLT3,FLT3,Fms Related Receptor Tyrosine Kinase 3,52,GC13M028003,22.05,False,,,,,
10.1186/s12906-021-03273-7,Table S2,674,HFE,HFE,Homeostatic Iron Regulator,43,GC06P026087,22.03,False,,,,,
10.1186/s12906-021-03273-7,Table S2,675,SYP,SYP,Synaptophysin,43,GC0XM049187,22,False,,,,,
10.1186/s12906-021-03273-7,Table S2,676,TGFB3,TGFB3,Transforming Growth Factor Beta 3,47,GC14M075958,21.99,False,,,,,
10.1186/s12906-021-03273-7,Table S2,677,FASN,FASN,Fatty Acid Synthase,49,GC17M082078,21.99,False,,,,,
10.1186/s12906-021-03273-7,Table S2,678,STAT5B,STAT5B,Signal Transducer And Activator Of Transcription 5B,49,GC17M042199,21.97,False,,,,,
10.1186/s12906-021-03273-7,Table S2,679,CD4,CD4,CD4 Molecule,49,GC12P006786,21.84,False,,,,,
10.1186/s12906-021-03273-7,Table S2,680,PXN,PXN,Paxillin,45,GC12M120210,21.82,False,,,,,
10.1186/s12906-021-03273-7,Table S2,681,CD82,CD82,CD82 Molecule,43,GC11P044586,21.81,False,,,,,
10.1186/s12906-021-03273-7,Table S2,682,ATRX,ATRX,ATRX Chromatin Remodeler,45,GC0XM077504,21.78,False,,,,,
10.1186/s12906-021-03273-7,Table S2,683,CRNDE,CRNDE,Colorectal Neoplasia Differentially Expressed,21,GC16M054845,21.71,False,,,,,
10.1186/s12906-021-03273-7,Table S2,684,HSPA4,HSPA4,Heat Shock Protein Family A (Hsp70) Member 4,41,GC05P133051,21.66,False,,,,,
10.1186/s12906-021-03273-7,Table S2,685,FAN1,FAN1,FANCD2 And FANCI Associated Nuclease 1,37,GC15P031408,21.66,False,,,,,
10.1186/s12906-021-03273-7,Table S2,686,SPRY4-IT1,SPRY4-IT1,SPRY4 Intronic Transcript 1,14,GC05M142318,21.65,False,,,,,
10.1186/s12906-021-03273-7,Table S2,687,DDIT3,DDIT3,DNA Damage Inducible Transcript 3,45,GC12M057516,21.59,False,,,,,
10.1186/s12906-021-03273-7,Table S2,688,VIM,VIM,Vimentin,50,GC10P017227,21.58,False,,,,,
10.1186/s12906-021-03273-7,Table S2,689,ALDH2,ALDH2,Aldehyde Dehydrogenase 2 Family Member,50,GC12P111766,21.57,False,,,,,
10.1186/s12906-021-03273-7,Table S2,690,E2F4,E2F4,E2F Transcription Factor 4,45,GC16P067192,21.56,False,,,,,
10.1186/s12906-021-03273-7,Table S2,691,FOXE1,FOXE1,Forkhead Box E1,42,GC09P097853,21.54,False,,,,,
10.1186/s12906-021-03273-7,Table S2,692,ACTC1,ACTC1,Actin Alpha Cardiac Muscle 1,42,GC15M034788,21.49,False,,,,,
10.1186/s12906-021-03273-7,Table S2,693,PECAM1,PECAM1,Platelet And Endothelial Cell Adhesion Molecule 1,40,GC17M064319,21.47,False,,,,,
10.1186/s12906-021-03273-7,Table S2,694,L1CAM,L1CAM,L1 Cell Adhesion Molecule,46,GC0XM153864,21.47,False,,,,,
10.1186/s12906-021-03273-7,Table S2,695,NCAM1,NCAM1,Neural Cell Adhesion Molecule 1,45,GC11P112961,21.46,False,,,,,
10.1186/s12906-021-03273-7,Table S2,696,PPARD,PPARD,Peroxisome Proliferator Activated Receptor Delta,47,GC06P047433,21.45,True,1,1,0,0,0
10.1186/s12906-021-03273-7,Table S2,697,SHC1,SHC1,SHC Adaptor Protein 1,45,GC01M154962,21.44,False,,,,,
10.1186/s12906-021-03273-7,Table S2,698,MIR429,MIR429,MicroRNA 429,19,GC01P001464,21.44,False,,,,,
10.1186/s12906-021-03273-7,Table S2,699,ASCL1,ASCL1,Achaete-Scute Family BHLH Transcription Factor 1,44,GC12P102957,21.44,False,,,,,
10.1186/s12906-021-03273-7,Table S2,700,DKK1,DKK1,Dickkopf WNT Signaling Pathway Inhibitor 1,45,GC10P052314,21.43,True,1,1,0,0,0
10.1186/s12906-021-03273-7,Table S2,701,JUP,JUP,Junction Plakoglobin,47,GC17M041754,21.38,False,,,,,
10.1186/s12906-021-03273-7,Table S2,702,EPHX1,EPHX1,Epoxide Hydrolase 1,47,GC01P225810,21.37,False,,,,,
10.1186/s12906-021-03273-7,Table S2,703,ICOSLG,ICOSLG,Inducible T Cell Costimulator Ligand,39,GC21M044222,21.36,False,,,,,
10.1186/s12906-021-03273-7,Table S2,704,APOE,APOE,Apolipoprotein E,50,GC19P044906,21.36,False,,,,,
10.1186/s12906-021-03273-7,Table S2,705,SST,SST,Somatostatin,42,GC03M187668,21.26,False,,,,,
10.1186/s12906-021-03273-7,Table S2,706,TCF3,TCF3,Transcription Factor 3,45,GC19M001609,21.25,False,,,,,
10.1186/s12906-021-03273-7,Table S2,707,HMGB1,HMGB1,High Mobility Group Box 1,44,GC13M030456,21.23,False,,,,,
10.1186/s12906-021-03273-7,Table S2,708,ELAVL1,ELAVL1,ELAV Like RNA Binding Protein 1,41,GC19M007958,21.21,False,,,,,
10.1186/s12906-021-03273-7,Table S2,709,LINC-ROR,LINC-ROR,"Long Intergenic Non-Protein Coding RNA, Regulator Of Reprogramming",16,GC18M057054,21.2,False,,,,,
10.1186/s12906-021-03273-7,Table S2,710,BECN1,BECN1,Beclin 1,46,GC17M042810,21.18,True,1,1,0,0,0
10.1186/s12906-021-03273-7,Table S2,711,ELANE,ELANE,"Elastase, Neutrophil Expressed",46,GC19P000854,21.17,False,,,,,
10.1186/s12906-021-03273-7,Table S2,712,E2F2,E2F2,E2F Transcription Factor 2,42,GC01M023527,21.17,False,,,,,
10.1186/s12906-021-03273-7,Table S2,713,WNT6,WNT6,Wnt Family Member 6,41,GC02P218859,21.14,False,,,,,
10.1186/s12906-021-03273-7,Table S2,714,EXO1,EXO1,Exonuclease 1,43,GC01P241847,21.14,False,,,,,
10.1186/s12906-021-03273-7,Table S2,715,BIRC3,BIRC3,Baculoviral IAP Repeat Containing 3,46,GC11P102317,21.14,False,,,,,
10.1186/s12906-021-03273-7,Table S2,716,LIMK1,LIMK1,LIM Domain Kinase 1,49,GC07P074082,21.11,False,,,,,
10.1186/s12906-021-03273-7,Table S2,717,ALDH1A1,ALDH1A1,Aldehyde Dehydrogenase 1 Family Member A1,47,GC09M072900,21.11,False,,,,,
10.1186/s12906-021-03273-7,Table S2,718,TFF1,TFF1,Trefoil Factor 1,44,GC21M042362,21.09,False,,,,,
10.1186/s12906-021-03273-7,Table S2,719,PTGER4,PTGER4,Prostaglandin E Receptor 4,46,GC05P040679,21.08,True,1,1,0,0,0
10.1186/s12906-021-03273-7,Table S2,720,SQSTM1,SQSTM1,Sequestosome 1,48,GC05P179806,21.05,True,1,1,0,0,0
10.1186/s12906-021-03273-7,Table S2,721,FSCN1,FSCN1,Fascin Actin-Bundling Protein 1,43,GC07P005592,21.05,False,,,,,
10.1186/s12906-021-03273-7,Table S2,722,RECQL,RECQL,RecQ Like Helicase,41,GC12M021468,21.03,False,,,,,
10.1186/s12906-021-03273-7,Table S2,723,EPOR,EPOR,Erythropoietin Receptor,48,GC19M011377,21.03,False,,,,,
10.1186/s12906-021-03273-7,Table S2,724,EREG,EREG,Epiregulin,41,GC04P074366,21.01,False,,,,,
10.1186/s12906-021-03273-7,Table S2,725,FOXM1,FOXM1,Forkhead Box M1,44,GC12M002857,20.99,False,,,,,
10.1186/s12906-021-03273-7,Table S2,726,WNT2,WNT2,Wnt Family Member 2,44,GC07M117276,20.94,False,,,,,
10.1186/s12906-021-03273-7,Table S2,727,PRLR,PRLR,Prolactin Receptor,48,GC05M035048,20.9,False,,,,,
10.1186/s12906-021-03273-7,Table S2,728,GRPR,GRPR,Gastrin Releasing Peptide Receptor,42,GC0XP016141,20.89,False,,,,,
10.1186/s12906-021-03273-7,Table S2,729,PKM,PKM,Pyruvate Kinase M1/2,45,GC15M072199,20.88,False,,,,,
10.1186/s12906-021-03273-7,Table S2,730,MAPK9,MAPK9,Mitogen-Activated Protein Kinase 9,48,GC05M180234,20.85,False,,,,,
10.1186/s12906-021-03273-7,Table S2,731,PIK3CG,PIK3CG,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Gamma",48,GC07P106865,20.82,False,,,,,
10.1186/s12906-021-03273-7,Table S2,732,LRP6,LRP6,LDL Receptor Related Protein 6,48,GC12M013893,20.82,False,,,,,
10.1186/s12906-021-03273-7,Table S2,733,MIRLET7A3,MIRLET7A3,MicroRNA Let-7a-3,19,GC22P046112,20.81,False,,,,,
10.1186/s12906-021-03273-7,Table S2,734,HSPA5,HSPA5,Heat Shock Protein Family A (Hsp70) Member 5,47,GC09M125234,20.79,False,,,,,
10.1186/s12906-021-03273-7,Table S2,735,MIR124-1,MIR124-1,MicroRNA 124-1,21,GC08M009903,20.78,False,,,,,
10.1186/s12906-021-03273-7,Table S2,736,NRG1,NRG1,Neuregulin 1,46,GC08P031639,20.77,False,,,,,
10.1186/s12906-021-03273-7,Table S2,737,CD36,CD36,CD36 Molecule,48,GC07P080369,20.77,False,,,,,
10.1186/s12906-021-03273-7,Table S2,738,KDM4C,KDM4C,Lysine Demethylase 4C,40,GC09P006720,20.76,False,,,,,
10.1186/s12906-021-03273-7,Table S2,739,CD8A,CD8A,CD8a Molecule,46,GC02M086784,20.75,False,,,,,
10.1186/s12906-021-03273-7,Table S2,740,MAP3K1,MAP3K1,Mitogen-Activated Protein Kinase Kinase Kinase 1,49,GC05P056815,20.74,False,,,,,
10.1186/s12906-021-03273-7,Table S2,741,FZD7,FZD7,Frizzled Class Receptor 7,44,GC02P202034,20.74,False,,,,,
10.1186/s12906-021-03273-7,Table S2,742,MIR152,MIR152,MicroRNA 152,20,GC17M048037,20.73,False,,,,,
10.1186/s12906-021-03273-7,Table S2,743,FANCM,FANCM,FA Complementation Group M,42,GC14P045135,20.73,False,,,,,
10.1186/s12906-021-03273-7,Table S2,744,ANXA2,ANXA2,Annexin A2,48,GC15M060347,20.73,False,,,,,
10.1186/s12906-021-03273-7,Table S2,745,CEACAM6,CEACAM6,CEA Cell Adhesion Molecule 6,40,GC19P041750,20.72,False,,,,,
10.1186/s12906-021-03273-7,Table S2,746,WNT8B,WNT8B,Wnt Family Member 8B,41,GC10P100463,20.68,False,,,,,
10.1186/s12906-021-03273-7,Table S2,747,RRAS2,RRAS2,RAS Related 2,46,GC11M014299,20.67,False,,,,,
10.1186/s12906-021-03273-7,Table S2,748,ILK,ILK,Integrin Linked Kinase,46,GC11P006581,20.65,False,,,,,
10.1186/s12906-021-03273-7,Table S2,749,MIR130A,MIR130A,MicroRNA 130a,20,GC11P057641,20.62,False,,,,,
10.1186/s12906-021-03273-7,Table S2,750,WNT3,WNT3,Wnt Family Member 3,46,GC17M046762,20.58,False,,,,,
10.1186/s12906-021-03273-7,Table S2,751,ELN,ELN,Elastin,44,GC07P074027,20.55,False,,,,,
10.1186/s12906-021-03273-7,Table S2,752,ZFAS1,ZFAS1,ZNFX1 Antisense RNA 1,18,GC20P049276,20.52,False,,,,,
10.1186/s12906-021-03273-7,Table S2,753,IL23R,IL23R,Interleukin 23 Receptor,44,GC01P067138,20.51,False,,,,,
10.1186/s12906-021-03273-7,Table S2,754,GRN,GRN,Granulin Precursor,47,GC17P044345,20.5,False,,,,,
10.1186/s12906-021-03273-7,Table S2,755,SOD2,SOD2,Superoxide Dismutase 2,51,GC06M159669,20.46,False,,,,,
10.1186/s12906-021-03273-7,Table S2,756,MIR338,MIR338,MicroRNA 338,17,GC17M081126,20.44,False,,,,,
10.1186/s12906-021-03273-7,Table S2,757,ELAC2,ELAC2,ElaC Ribonuclease Z 2,42,GC17M012991,20.43,False,,,,,
10.1186/s12906-021-03273-7,Table S2,758,EGR1,EGR1,Early Growth Response 1,44,GC05P138465,20.42,False,,,,,
10.1186/s12906-021-03273-7,Table S2,759,LGALS3BP,LGALS3BP,Galectin 3 Binding Protein,41,GC17M078971,20.41,False,,,,,
10.1186/s12906-021-03273-7,Table S2,760,CCNE1,CCNE1,Cyclin E1,48,GC19P029811,20.37,False,,,,,
10.1186/s12906-021-03273-7,Table S2,761,SOCS1,SOCS1,Suppressor Of Cytokine Signaling 1,43,GC16M011255,20.36,False,,,,,
10.1186/s12906-021-03273-7,Table S2,762,SEMA3A,SEMA3A,Semaphorin 3A,45,GC07M083955,20.34,False,,,,,
10.1186/s12906-021-03273-7,Table S2,763,HOTTIP,HOTTIP,HOXA Distal Transcript Antisense RNA,22,GC07P027198,20.3,False,,,,,
10.1186/s12906-021-03273-7,Table S2,764,SFRP1,SFRP1,Secreted Frizzled Related Protein 1,43,GC08M041238,20.29,False,,,,,
10.1186/s12906-021-03273-7,Table S2,765,ZFHX3,ZFHX3,Zinc Finger Homeobox 3,41,GC16M072782,20.28,False,,,,,
10.1186/s12906-021-03273-7,Table S2,766,TCF7L1,TCF7L1,Transcription Factor 7 Like 1,41,GC02P085133,20.19,False,,,,,
10.1186/s12906-021-03273-7,Table S2,767,TCF7,TCF7,Transcription Factor 7,44,GC05P134114,20.16,False,,,,,
10.1186/s12906-021-03273-7,Table S2,768,CXCL1,CXCL1,C-X-C Motif Chemokine Ligand 1,43,GC04P073869,20.14,False,,,,,
10.1186/s12906-021-03273-7,Table S2,769,ITGAV,ITGAV,Integrin Subunit Alpha V,46,GC02P186589,20.12,False,,,,,
10.1186/s12906-021-03273-7,Table S2,770,IFNB1,IFNB1,Interferon Beta 1,41,GC09M021077,20.11,False,,,,,
10.1186/s12906-021-03273-7,Table S2,771,XPC,XPC,"XPC Complex Subunit, DNA Damage Recognition And Repair Factor",45,GC03M015787,20.1,False,,,,,
10.1186/s12906-021-03273-7,Table S2,772,MSMB,MSMB,Microseminoprotein Beta,40,GC10M046033,20.1,False,,,,,
10.1186/s12906-021-03273-7,Table S2,773,RPS19,RPS19,Ribosomal Protein S19,48,GC19P041859,20.09,False,,,,,
10.1186/s12906-021-03273-7,Table S2,774,UHRF1,UHRF1,Ubiquitin Like With PHD And Ring Finger Domains 1,40,GC19P004910,20.08,False,,,,,
10.1186/s12906-021-03273-7,Table S2,775,JAK3,JAK3,Janus Kinase 3,51,GC19M017824,20.06,False,,,,,
10.1186/s12906-021-03273-7,Table S2,776,GPC3,GPC3,Glypican 3,45,GC0XM133535,20.02,False,,,,,
10.1186/s12906-021-03273-7,Table S2,777,DIABLO,DIABLO,Diablo IAP-Binding Mitochondrial Protein,47,GC12M122208,20,False,,,,,
10.1186/s12906-021-03273-7,Table S2,778,HULC,HULC,Hepatocellular Carcinoma Up-Regulated Long Non-Coding RNA,21,GC06P008438,19.99,False,,,,,
10.1186/s12906-021-03273-7,Table S2,779,CBL,CBL,Cbl Proto-Oncogene,50,GC11P119206,19.99,False,,,,,
10.1186/s12906-021-03273-7,Table S2,780,TKT,TKT,Transketolase,46,GC03M053224,19.98,False,,,,,
10.1186/s12906-021-03273-7,Table S2,781,TPX2,TPX2,TPX2 Microtubule Nucleation Factor,41,GC20P031739,19.97,False,,,,,
10.1186/s12906-021-03273-7,Table S2,782,TRIP13,TRIP13,Thyroid Hormone Receptor Interactor 13,40,GC05P000892,19.96,False,,,,,
10.1186/s12906-021-03273-7,Table S2,783,SOX4,SOX4,SRY-Box Transcription Factor 4,43,GC06P021593,19.96,False,,,,,
10.1186/s12906-021-03273-7,Table S2,784,HABP2,HABP2,Hyaluronan Binding Protein 2,44,GC10P113550,19.95,False,,,,,
10.1186/s12906-021-03273-7,Table S2,785,ATG16L1,ATG16L1,Autophagy Related 16 Like 1,43,GC02P233215,19.95,False,,,,,
10.1186/s12906-021-03273-7,Table S2,786,MIR376A1,MIR376A1,MicroRNA 376a-1,15,GC14P104790,19.93,False,,,,,
10.1186/s12906-021-03273-7,Table S2,787,WNT10B,WNT10B,Wnt Family Member 10B,48,GC12M048965,19.91,False,,,,,
10.1186/s12906-021-03273-7,Table S2,788,POLK,POLK,DNA Polymerase Kappa,41,GC05P075511,19.9,False,,,,,
10.1186/s12906-021-03273-7,Table S2,789,CDX1,CDX1,Caudal Type Homeobox 1,36,GC05P150133,19.9,False,,,,,
10.1186/s12906-021-03273-7,Table S2,790,AGBL5,AGBL5,ATP/GTP Binding Protein Like 5,39,GC02P027016,19.9,False,,,,,
10.1186/s12906-021-03273-7,Table S2,791,IGFBP2,IGFBP2,Insulin Like Growth Factor Binding Protein 2,43,GC02P216632,19.88,False,,,,,
10.1186/s12906-021-03273-7,Table S2,792,MIR206,MIR206,MicroRNA 206,20,GC06P052144,19.86,False,,,,,
10.1186/s12906-021-03273-7,Table S2,793,TFF3,TFF3,Trefoil Factor 3,41,GC21M042311,19.84,False,,,,,
10.1186/s12906-021-03273-7,Table S2,794,PTPN13,PTPN13,Protein Tyrosine Phosphatase Non-Receptor Type 13,43,GC04P086594,19.84,False,,,,,
10.1186/s12906-021-03273-7,Table S2,795,TGM2,TGM2,Transglutaminase 2,48,GC20M038127,19.83,False,,,,,
10.1186/s12906-021-03273-7,Table S2,796,HMGA2,HMGA2,High Mobility Group AT-Hook 2,44,GC12P065824,19.81,False,,,,,
10.1186/s12906-021-03273-7,Table S2,797,CYP3A5,CYP3A5,Cytochrome P450 Family 3 Subfamily A Member 5,47,GC07M099648,19.81,False,,,,,
10.1186/s12906-021-03273-7,Table S2,798,TYR,TYR,Tyrosinase,47,GC11P089177,19.8,False,,,,,
10.1186/s12906-021-03273-7,Table S2,799,ITGB4,ITGB4,Integrin Subunit Beta 4,48,GC17P075721,19.77,False,,,,,
10.1186/s12906-021-03273-7,Table S2,800,PDPN,PDPN,Podoplanin,40,GC01P013583,19.74,False,,,,,
10.1186/s12906-021-03273-7,Table S2,801,ERG,ERG,ETS Transcription Factor ERG,45,GC21M038367,19.73,False,,,,,
10.1186/s12906-021-03273-7,Table S2,802,TUSC3,TUSC3,Tumor Suppressor Candidate 3,41,GC08P015417,19.72,False,,,,,
10.1186/s12906-021-03273-7,Table S2,803,SNHG16,SNHG16,Small Nucleolar RNA Host Gene 16,17,GC17P076559,19.71,False,,,,,
10.1186/s12906-021-03273-7,Table S2,804,ITGA6,ITGA6,Integrin Subunit Alpha 6,49,GC02P172427,19.68,False,,,,,
10.1186/s12906-021-03273-7,Table S2,805,HDAC4,HDAC4,Histone Deacetylase 4,51,GC02M239048,19.67,False,,,,,
10.1186/s12906-021-03273-7,Table S2,806,LGALS1,LGALS1,Galectin 1,43,GC22P037675,19.63,False,,,,,
10.1186/s12906-021-03273-7,Table S2,807,ASS1,ASS1,Argininosuccinate Synthase 1,48,GC09P130444,19.62,False,,,,,
10.1186/s12906-021-03273-7,Table S2,808,GFAP,GFAP,Glial Fibrillary Acidic Protein,47,GC17M044905,19.56,False,,,,,
10.1186/s12906-021-03273-7,Table S2,809,CEACAM3,CEACAM3,CEA Cell Adhesion Molecule 3,40,GC19P041796,19.54,False,,,,,
10.1186/s12906-021-03273-7,Table S2,810,VIP,VIP,Vasoactive Intestinal Peptide,44,GC06P152750,19.53,False,,,,,
10.1186/s12906-021-03273-7,Table S2,811,LASP1,LASP1,LIM And SH3 Protein 1,42,GC17P038869,19.53,False,,,,,
10.1186/s12906-021-03273-7,Table S2,812,FANCD2,FANCD2,FA Complementation Group D2,47,GC03P010026,19.53,False,,,,,
10.1186/s12906-021-03273-7,Table S2,813,CYTOR,CYTOR,Cytoskeleton Regulator RNA,17,GC02P087460,19.52,False,,,,,
10.1186/s12906-021-03273-7,Table S2,814,CASP2,CASP2,Caspase 2,49,GC07P144979,19.51,False,,,,,
10.1186/s12906-021-03273-7,Table S2,815,PDGFD,PDGFD,Platelet Derived Growth Factor D,44,GC11M103907,19.47,False,,,,,
10.1186/s12906-021-03273-7,Table S2,816,TACC1,TACC1,Transforming Acidic Coiled-Coil Containing Protein 1,40,GC08P038728,19.46,False,,,,,
10.1186/s12906-021-03273-7,Table S2,817,BAG1,BAG1,BAG Cochaperone 1,43,GC09M033245,19.44,False,,,,,
10.1186/s12906-021-03273-7,Table S2,818,RECK,RECK,Reversion Inducing Cysteine Rich Protein With Kazal Motifs,40,GC09P036036,19.43,False,,,,,
10.1186/s12906-021-03273-7,Table S2,819,MYH11,MYH11,Myosin Heavy Chain 11,45,GC16M015704,19.43,False,,,,,
10.1186/s12906-021-03273-7,Table S2,820,DVL1,DVL1,Dishevelled Segment Polarity Protein 1,47,GC01M001335,19.43,False,,,,,
10.1186/s12906-021-03273-7,Table S2,821,NTRK2,NTRK2,Neurotrophic Receptor Tyrosine Kinase 2,53,GC09P084668,19.4,False,,,,,
10.1186/s12906-021-03273-7,Table S2,822,MAPK10,MAPK10,Mitogen-Activated Protein Kinase 10,51,GC04M085990,19.39,False,,,,,
10.1186/s12906-021-03273-7,Table S2,823,MYB,MYB,"MYB Proto-Oncogene, Transcription Factor",50,GC06P135180,19.38,False,,,,,
10.1186/s12906-021-03273-7,Table S2,824,MAP3K6,MAP3K6,Mitogen-Activated Protein Kinase Kinase Kinase 6,44,GC01M027365,19.38,False,,,,,
10.1186/s12906-021-03273-7,Table S2,825,FADD,FADD,Fas Associated Via Death Domain,47,GC11P070203,19.38,False,,,,,
