source_article,source_table,article_rank,gene_symbol_raw,gene_symbol,description,gifts,genecard_id,relevance_score,in_dinp_93,dinp_support_count,CTD,ToxCast,Tox21,T3DB
10.1186/s12906-021-03273-7,Table S2,955,THPO,THPO,Thrombopoietin,42,GC03M184371,17.74,False,,,,,
10.1186/s12906-021-03273-7,Table S2,956,MIR135B,MIR135B,MicroRNA 135b,19,GC01M205448,17.74,False,,,,,
10.1186/s12906-021-03273-7,Table S2,957,SMAD6,SMAD6,SMAD Family Member 6,46,GC15P066702,17.73,False,,,,,
10.1186/s12906-021-03273-7,Table S2,958,EHBP1,EHBP1,EH Domain Binding Protein 1,38,GC02P062673,17.73,False,,,,,
10.1186/s12906-021-03273-7,Table S2,959,WNT7A,WNT7A,Wnt Family Member 7A,49,GC03M015784,17.71,False,,,,,
10.1186/s12906-021-03273-7,Table S2,960,GATA2,GATA2,GATA Binding Protein 2,47,GC03M128479,17.71,False,,,,,
10.1186/s12906-021-03273-7,Table S2,961,MDM4,MDM4,MDM4 Regulator Of P53,43,GC01P204516,17.69,False,,,,,
10.1186/s12906-021-03273-7,Table S2,962,SERPINB2,SERPINB2,Serpin Family B Member 2,44,GC18P063871,17.67,False,,,,,
10.1186/s12906-021-03273-7,Table S2,963,MIR301A,MIR301A,MicroRNA 301a,18,GC17M059151,17.63,False,,,,,
10.1186/s12906-021-03273-7,Table S2,964,CTAG1B,CTAG1B,Cancer/Testis Antigen 1B,32,GC0XM154617,17.61,False,,,,,
10.1186/s12906-021-03273-7,Table S2,965,STS,STS,Steroid Sulfatase,44,GC0XP007146,17.6,False,,,,,
10.1186/s12906-021-03273-7,Table S2,966,MIR130B,MIR130B,MicroRNA 130b,17,GC22P024903,17.6,False,,,,,
10.1186/s12906-021-03273-7,Table S2,967,HSP90B1,HSP90B1,Heat Shock Protein 90 Beta Family Member 1,45,GC12P103930,17.58,False,,,,,
10.1186/s12906-021-03273-7,Table S2,968,HLA-G,HLA-G,"Major Histocompatibility Complex, Class I, G",44,GC06P047256,17.57,False,,,,,
10.1186/s12906-021-03273-7,Table S2,969,SDCCAG8,SDCCAG8,SHH Signaling And Ciliogenesis Regulator SDCCAG8,41,GC01P243255,17.56,False,,,,,
10.1186/s12906-021-03273-7,Table S2,970,MIR31HG,MIR31HG,MIR31 Host Gene,18,GC09M021439,17.56,False,,,,,
10.1186/s12906-021-03273-7,Table S2,971,CARTPT,CARTPT,CART Prepropeptide,44,GC05P071719,17.55,False,,,,,
10.1186/s12906-021-03273-7,Table S2,972,GATA1,GATA1,GATA Binding Protein 1,46,GC0XP048786,17.54,False,,,,,
10.1186/s12906-021-03273-7,Table S2,973,CCN4,CCN4,Cellular Communication Network Factor 4,31,GC08P133192,17.53,False,,,,,
10.1186/s12906-021-03273-7,Table S2,974,MAP2K7,MAP2K7,Mitogen-Activated Protein Kinase Kinase 7,45,GC19P007903,17.52,False,,,,,
10.1186/s12906-021-03273-7,Table S2,975,HLA-C,HLA-C,"Major Histocompatibility Complex, Class I, C",44,GC06M031272,17.52,False,,,,,
10.1186/s12906-021-03273-7,Table S2,976,BID,BID,BH3 Interacting Domain Death Agonist,45,GC22M017734,17.52,False,,,,,
10.1186/s12906-021-03273-7,Table S2,977,CHRNA3,CHRNA3,Cholinergic Receptor Nicotinic Alpha 3 Subunit,44,GC15M078594,17.51,False,,,,,
10.1186/s12906-021-03273-7,Table S2,978,RUNX1,RUNX1,RUNX Family Transcription Factor 1,48,GC21M034787,17.49,False,,,,,
10.1186/s12906-021-03273-7,Table S2,979,PHLPP2,PHLPP2,PH Domain And Leucine Rich Repeat Protein Phosphatase 2,41,GC16M071637,17.48,False,,,,,
10.1186/s12906-021-03273-7,Table S2,980,BLACAT1,BLACAT1,Bladder Cancer Associated Transcript 1,14,GC01M205434,17.48,False,,,,,
10.1186/s12906-021-03273-7,Table S2,981,WNT9A,WNT9A,Wnt Family Member 9A,41,GC01M227920,17.47,False,,,,,
10.1186/s12906-021-03273-7,Table S2,982,KAT5,KAT5,Lysine Acetyltransferase 5,46,GC11P065711,17.47,False,,,,,
10.1186/s12906-021-03273-7,Table S2,983,MPL,MPL,"MPL Proto-Oncogene, Thrombopoietin Receptor",48,GC01P043337,17.46,False,,,,,
10.1186/s12906-021-03273-7,Table S2,984,CLDN1,CLDN1,Claudin 1,47,GC03M190305,17.46,False,,,,,
10.1186/s12906-021-03273-7,Table S2,985,BBC3,BBC3,BCL2 Binding Component 3,41,GC19M047220,17.46,False,,,,,
10.1186/s12906-021-03273-7,Table S2,986,GATA4,GATA4,GATA Binding Protein 4,48,GC08P011676,17.45,False,,,,,
10.1186/s12906-021-03273-7,Table S2,987,KMT2A,KMT2A,Lysine Methyltransferase 2A,44,GC11P118436,17.42,False,,,,,
10.1186/s12906-021-03273-7,Table S2,988,ZNF217,ZNF217,Zinc Finger Protein 217,39,GC20M053567,17.41,False,,,,,
10.1186/s12906-021-03273-7,Table S2,989,SCN10A,SCN10A,Sodium Voltage-Gated Channel Alpha Subunit 10,45,GC03M038713,17.41,False,,,,,
10.1186/s12906-021-03273-7,Table S2,990,WNT11,WNT11,Wnt Family Member 11,45,GC11M076186,17.38,False,,,,,
10.1186/s12906-021-03273-7,Table S2,991,NRTN,NRTN,Neurturin,40,GC19P005805,17.38,False,,,,,
10.1186/s12906-021-03273-7,Table S2,992,IKBKB,IKBKB,Inhibitor Of Nuclear Factor Kappa B Kinase Subunit Beta,52,GC08P042271,17.38,False,,,,,
10.1186/s12906-021-03273-7,Table S2,993,POU5F1,POU5F1,POU Class 5 Homeobox 1,47,GC06M031184,17.36,False,,,,,
10.1186/s12906-021-03273-7,Table S2,994,PTENP1,PTENP1,Phosphatase And Tensin Homolog Pseudogene 1,20,GC09M033673,17.35,False,,,,,
10.1186/s12906-021-03273-7,Table S2,995,NCOA3,NCOA3,Nuclear Receptor Coactivator 3,45,GC20P047501,17.33,False,,,,,
10.1186/s12906-021-03273-7,Table S2,996,NAB2,NAB2,NGFI-A Binding Protein 2,40,GC12P057088,17.33,False,,,,,
10.1186/s12906-021-03273-7,Table S2,997,SLCO1B3,SLCO1B3,Solute Carrier Organic Anion Transporter Family Member 1B3,44,GC12P020810,17.3,False,,,,,
10.1186/s12906-021-03273-7,Table S2,998,SELE,SELE,Selectin E,44,GC01M169722,17.27,True,1,0,1,0,0
10.1186/s12906-021-03273-7,Table S2,999,EIF4EBP1,EIF4EBP1,Eukaryotic Translation Initiation Factor 4E Binding Protein 1,47,GC08P038007,17.25,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1000,CD24,CD24,CD24 Molecule,33,GC06M106969,17.25,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1001,CD19,CD19,CD19 Molecule,49,GC16P029083,17.25,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1002,CASC8,CASC8,Cancer Susceptibility 8,15,GC08M127933,17.25,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1003,PRMT1,PRMT1,Protein Arginine Methyltransferase 1,48,GC19P049675,17.24,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1004,MIR148B,MIR148B,MicroRNA 148b,20,GC12P054337,17.24,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1005,SEPTIN9,SEPTIN9,Septin 9,35,GC17P077282,17.22,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1006,PRKCQ,PRKCQ,Protein Kinase C Theta,49,GC10M006393,17.22,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1007,PIK3R5,PIK3R5,Phosphoinositide-3-Kinase Regulatory Subunit 5,45,GC17M008878,17.22,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1008,CYP27B1,CYP27B1,Cytochrome P450 Family 27 Subfamily B Member 1,47,GC12M057757,17.22,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1009,ABCC3,ABCC3,ATP Binding Cassette Subfamily C Member 3,45,GC17P050634,17.22,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1010,WRAP53,WRAP53,WD Repeat Containing Antisense To TP53,41,GC17P008049,17.21,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1011,SLX4,SLX4,SLX4 Structure-Specific Endonuclease Subunit,39,GC16M003581,17.2,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1012,GHR,GHR,Growth Hormone Receptor,47,GC05P042429,17.2,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1013,SLC6A4,SLC6A4,Solute Carrier Family 6 Member 4,47,GC17M030194,17.19,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1014,MIR542,MIR542,MicroRNA 542,17,GC0XM134630,17.19,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1015,GHET1,GHET1,Gastric Carcinoma Proliferation Enhancing Transcript 1,10,GC07P149026,17.15,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1016,CLCA2,CLCA2,Chloride Channel Accessory 2,41,GC01P086424,17.15,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1017,HNF1A-AS1,HNF1A-AS1,HNF1A Antisense RNA 1,18,GC12M121052,17.14,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1018,SFRP2,SFRP2,Secreted Frizzled Related Protein 2,42,GC04M153780,17.12,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1019,SCN1A,SCN1A,Sodium Voltage-Gated Channel Alpha Subunit 1,47,GC02M165989,17.11,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1020,GATA6,GATA6,GATA Binding Protein 6,47,GC18P022169,17.1,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1021,MUC5B,MUC5B,"Mucin 5B, Oligomeric Mucus/Gel-Forming",41,GC11P001244,17.06,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1022,NOX1,NOX1,NADPH Oxidase 1,41,GC0XM100843,17.05,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1023,LNCRNA-ATB,LNCRNA-ATB,Long Noncoding RNA Activated By TGF-Beta,4,GC14P019509,17.05,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1024,KRT5,KRT5,Keratin 5,47,GC12M052514,17.05,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1025,STAT6,STAT6,Signal Transducer And Activator Of Transcription 6,50,GC12M057095,17.03,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1026,PLCG1,PLCG1,Phospholipase C Gamma 1,47,GC20P041136,17.03,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1027,ETV1,ETV1,ETS Variant Transcription Factor 1,46,GC07M013891,17.02,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1028,PSMA7,PSMA7,Proteasome 20S Subunit Alpha 7,44,GC20M062136,17.01,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1029,PMAIP1,PMAIP1,Phorbol-12-Myristate-13-Acetate-Induced Protein 1,39,GC18P059899,17.01,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1030,UMPS,UMPS,Uridine Monophosphate Synthetase,45,GC03P124730,17,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1031,MIR345,MIR345,MicroRNA 345,19,GC14P100307,16.99,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1032,ITGAM,ITGAM,Integrin Subunit Alpha M,46,GC16P031550,16.97,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1033,FZD8,FZD8,Frizzled Class Receptor 8,43,GC10M035638,16.96,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1034,COL1A1,COL1A1,Collagen Type I Alpha 1 Chain,50,GC17M050183,16.95,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1035,CDCP1,CDCP1,CUB Domain Containing Protein 1,39,GC03M045082,16.95,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1036,MUC7,MUC7,"Mucin 7, Secreted",37,GC04P070430,16.94,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1037,MIR33A,MIR33A,MicroRNA 33a,18,GC22P041900,16.94,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1038,CLU,CLU,Clusterin,46,GC08M027596,16.94,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1039,USP28,USP28,Ubiquitin Specific Peptidase 28,40,GC11M113797,16.93,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1040,MME,MME,Membrane Metalloendopeptidase,50,GC03P155024,16.91,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1041,EIF4E,EIF4E,Eukaryotic Translation Initiation Factor 4E,50,GC04M098871,16.91,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1042,AIP,AIP,Aryl Hydrocarbon Receptor Interacting Protein,44,GC11P067468,16.91,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1043,MIRLET7F1,MIRLET7F1,MicroRNA Let-7f-1,18,GC09P094193,16.89,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1044,FLNA,FLNA,Filamin A,49,GC0XM154348,16.87,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1045,TDGF1,TDGF1,Teratocarcinoma-Derived Growth Factor 1,41,GC03P046576,16.85,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1046,REST,REST,RE1 Silencing Transcription Factor,44,GC04P056907,16.85,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1047,SEC23B,SEC23B,"SEC23 Homolog B, COPII Coat Complex Component",43,GC20P018507,16.84,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1048,RALGDS,RALGDS,Ral Guanine Nucleotide Dissociation Stimulator,41,GC09M133097,16.82,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1049,MMP12,MMP12,Matrix Metallopeptidase 12,44,GC11M102862,16.81,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1050,CCBE1,CCBE1,Collagen And Calcium Binding EGF Domains 1,40,GC18M059430,16.8,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1051,CHUK,CHUK,Component Of Inhibitor Of Nuclear Factor Kappa B Kinase Complex,52,GC10M100188,16.78,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1052,ALCAM,ALCAM,Activated Leukocyte Cell Adhesion Molecule,42,GC03P105366,16.77,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1053,PTPRU,PTPRU,Protein Tyrosine Phosphatase Receptor Type U,41,GC01P029236,16.76,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1054,IRGM,IRGM,Immunity Related GTPase M,38,GC05P150846,16.76,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1055,IL1A,IL1A,Interleukin 1 Alpha,44,GC02M112773,16.73,True,1,0,1,0,0
10.1186/s12906-021-03273-7,Table S2,1056,PAX6,PAX6,Paired Box 6,47,GC11M031784,16.72,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1057,MTHFD1L,MTHFD1L,Methylenetetrahydrofolate Dehydrogenase (NADP+ Dependent) 1 Like,41,GC06P150865,16.67,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1058,DLEC1,DLEC1,DLEC1 Cilia And Flagella Associated Protein,36,GC03P038038,16.66,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1059,WNT5B,WNT5B,Wnt Family Member 5B,44,GC12P001529,16.65,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1060,ATF3,ATF3,Activating Transcription Factor 3,44,GC01P212565,16.64,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1061,FGF1,FGF1,Fibroblast Growth Factor 1,48,GC05M142555,16.63,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1062,GCNT3,GCNT3,"Glucosaminyl (N-Acetyl) Transferase 3, Mucin Type",38,GC15P059594,16.62,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1063,CCN2,CCN2,Cellular Communication Network Factor 2,39,GC06M131948,16.62,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1064,IGFBP7,IGFBP7,Insulin Like Growth Factor Binding Protein 7,45,GC04M057030,16.61,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1065,FGF7,FGF7,Fibroblast Growth Factor 7,41,GC15P049423,16.6,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1066,TLR7,TLR7,Toll Like Receptor 7,46,GC0XP012867,16.57,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1067,CSE1L,CSE1L,Chromosome Segregation 1 Like,40,GC20P049046,16.56,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1068,APRT,APRT,Adenine Phosphoribosyltransferase,47,GC16M088810,16.55,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1069,SCN8A,SCN8A,Sodium Voltage-Gated Channel Alpha Subunit 8,47,GC12P051590,16.54,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1070,MIR423,MIR423,MicroRNA 423,18,GC17P030117,16.52,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1071,SCN11A,SCN11A,Sodium Voltage-Gated Channel Alpha Subunit 11,41,GC03M038862,16.51,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1072,LAMB3,LAMB3,Laminin Subunit Beta 3,45,GC01M209614,16.51,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1073,CCL3,CCL3,C-C Motif Chemokine Ligand 3,39,GC17M036088,16.5,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1074,TINCR,TINCR,TINCR Ubiquitin Domain Containing,24,GC19M005558,16.48,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1075,TUSC7,TUSC7,Tumor Suppressor Candidate 7,16,GC03P116709,16.47,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1076,PTP4A1,PTP4A1,Protein Tyrosine Phosphatase 4A1,41,GC06P063521,16.47,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1077,ITGA5,ITGA5,Integrin Subunit Alpha 5,48,GC12M054396,16.46,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1078,ECE1,ECE1,Endothelin Converting Enzyme 1,47,GC01M021217,16.46,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1079,NORAD,NORAD,Non-Coding RNA Activated By DNA Damage,14,GC20M036054,16.45,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1080,F5,F5,Coagulation Factor V,45,GC01M169511,16.44,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1081,ECM1,ECM1,Extracellular Matrix Protein 1,43,GC01P150508,16.44,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1082,DDX3X,DDX3X,DEAD-Box Helicase 3 X-Linked,47,GC0XP041333,16.44,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1083,SNHG12,SNHG12,Small Nucleolar RNA Host Gene 12,22,GC01M028578,16.43,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1084,FZD10,FZD10,Frizzled Class Receptor 10,44,GC12P130162,16.43,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1085,FLNB,FLNB,Filamin B,45,GC03P058008,16.43,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1086,PPARA,PPARA,Peroxisome Proliferator Activated Receptor Alpha,45,GC22P046150,16.42,True,1,1,0,0,0
10.1186/s12906-021-03273-7,Table S2,1087,PLK4,PLK4,Polo Like Kinase 4,47,GC04P127880,16.42,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1088,PTPN1,PTPN1,Protein Tyrosine Phosphatase Non-Receptor Type 1,51,GC20P050510,16.41,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1089,PTGER2,PTGER2,Prostaglandin E Receptor 2,48,GC14P052314,16.4,True,1,1,0,0,0
10.1186/s12906-021-03273-7,Table S2,1090,NNT-AS1,NNT-AS1,NNT Antisense RNA 1,14,GC05M043603,16.4,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1091,FZD3,FZD3,Frizzled Class Receptor 3,43,GC08P028494,16.39,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1092,EDN1,EDN1,Endothelin 1,47,GC06P012290,16.37,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1093,LTA,LTA,Lymphotoxin Alpha,42,GC06P047303,16.32,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1094,HOXA-AS2,HOXA-AS2,HOXA Cluster Antisense RNA 2,17,GC07P027107,16.3,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1095,IL3,IL3,Interleukin 3,44,GC05P132060,16.29,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1096,WIF1,WIF1,WNT Inhibitory Factor 1,45,GC12M065050,16.28,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1097,MIR625,MIR625,MicroRNA 625,14,GC14P065471,16.28,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1098,HDAC2,HDAC2,Histone Deacetylase 2,51,GC06M113933,16.27,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1099,CSK,CSK,C-Terminal Src Kinase,48,GC15P074782,16.26,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1100,ACTA2,ACTA2,"Actin Alpha 2, Smooth Muscle",48,GC10M088935,16.26,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1101,PRKCD,PRKCD,Protein Kinase C Delta,53,GC03P053156,16.24,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1102,MIR181C,MIR181C,MicroRNA 181c,20,GC19P013876,16.24,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1103,AXL,AXL,AXL Receptor Tyrosine Kinase,51,GC19P041219,16.24,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1104,ATG5,ATG5,Autophagy Related 5,44,GC06M106045,16.24,True,1,1,0,0,0
10.1186/s12906-021-03273-7,Table S2,1105,TLR1,TLR1,Toll Like Receptor 1,47,GC04M038797,16.22,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1106,STUB1,STUB1,STIP1 Homology And U-Box Containing Protein 1,45,GC16P001405,16.22,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1107,TH,TH,Tyrosine Hydroxylase,51,GC11M002163,16.2,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1108,PRNCR1,PRNCR1,Prostate Cancer Associated Non-Coding RNA 1,14,GC08P127079,16.19,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1109,SNHG20,SNHG20,Small Nucleolar RNA Host Gene 20,17,GC17P077087,16.18,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1110,SELP,SELP,Selectin P,45,GC01M169558,16.17,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1111,DPH1,DPH1,Diphthamide Biosynthesis 1,40,GC17P002030,16.17,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1112,LINC01194,LINC01194,Long Intergenic Non-Protein Coding RNA 1194,17,GC05P012578,16.16,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1113,WNT7B,WNT7B,Wnt Family Member 7B,43,GC22M045920,16.14,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1114,MIR337,MIR337,MicroRNA 337,18,GC14P104787,16.14,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1115,FGA,FGA,Fibrinogen Alpha Chain,47,GC04M154583,16.14,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1116,PRKCZ,PRKCZ,Protein Kinase C Zeta,48,GC01P002050,16.12,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1117,UBE3A,UBE3A,Ubiquitin Protein Ligase E3A,47,GC15M025333,16.11,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1118,CCL5,CCL5,C-C Motif Chemokine Ligand 5,43,GC17M035871,16.11,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1119,ACSL5,ACSL5,Acyl-CoA Synthetase Long Chain Family Member 5,42,GC10P112374,16.11,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1120,ANXA1,ANXA1,Annexin A1,49,GC09P073151,16.1,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1121,CD86,CD86,CD86 Molecule,43,GC03P122055,16.09,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1122,TPBG,TPBG,Trophoblast Glycoprotein,39,GC06P082363,16.07,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1123,BCR,BCR,BCR Activator Of RhoGEF And GTPase,51,GC22P023179,16.07,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1124,RABL3,RABL3,"RAB, Member Of RAS Oncogene Family Like 3",32,GC03M120686,16.05,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1125,MIR30D,MIR30D,MicroRNA 30d,17,GC08M134804,16.04,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1126,CEP57,CEP57,Centrosomal Protein 57,41,GC11P095789,16.04,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1127,BSG,BSG,Basigin (Ok Blood Group),44,GC19P000571,16.04,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1128,SDHAF2,SDHAF2,Succinate Dehydrogenase Complex Assembly Factor 2,41,GC11P061430,16.02,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1129,PTPRC,PTPRC,Protein Tyrosine Phosphatase Receptor Type C,51,GC01P198607,16.02,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1130,ENPP7,ENPP7,Ectonucleotide Pyrophosphatase/Phosphodiesterase 7,38,GC17P079730,16.02,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1131,CSMD3,CSMD3,CUB And Sushi Multiple Domains 3,35,GC08M112223,16.02,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1132,MIR125B1,MIR125B1,MicroRNA 125b-1,21,GC11M122100,16.01,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1133,SCN4A,SCN4A,Sodium Voltage-Gated Channel Alpha Subunit 4,44,GC17M063938,16,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1134,OPCML,OPCML,Opioid Binding Protein/Cell Adhesion Molecule Like,41,GC11M132414,16,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1135,FZD1,FZD1,Frizzled Class Receptor 1,45,GC07P091264,16,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1136,SCN2A,SCN2A,Sodium Voltage-Gated Channel Alpha Subunit 2,47,GC02P165194,15.99,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1137,RPS6KA3,RPS6KA3,Ribosomal Protein S6 Kinase A3,52,GC0XM020149,15.99,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1138,SLC16A7,SLC16A7,Solute Carrier Family 16 Member 7,43,GC12P059596,15.96,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1139,CBR3-AS1,CBR3-AS1,CBR3 Antisense RNA 1,16,GC21M036131,15.96,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1140,APAF1,APAF1,Apoptotic Peptidase Activating Factor 1,47,GC12P098645,15.93,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1141,MTHFD1,MTHFD1,"Methylenetetrahydrofolate Dehydrogenase, Cyclohydrolase And Formyltetrahydrofolate Synthetase 1",44,GC14P064388,15.88,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1142,CACNA1G,CACNA1G,Calcium Voltage-Gated Channel Subunit Alpha1 G,48,GC17P050561,15.88,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1143,AKAP12,AKAP12,A-Kinase Anchoring Protein 12,40,GC06P151239,15.88,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1144,MIR377,MIR377,MicroRNA 377,17,GC14P104794,15.82,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1145,SMO,SMO,"Smoothened, Frizzled Class Receptor",48,GC07P129463,15.77,False,,,,,
10.1186/s12906-021-03273-7,Table S2,1146,MBTPS2,MBTPS2,"Membrane Bound Transcription Factor Peptidase, Site 2",43,GC0XP021839,15.77,False,,,,,
