gene_a,gene_b,pearson_r,abs_r,p_value,BH_FDR
CYP3A4,PTGS1,0.08851774852710392,0.08851774852710392,0.08484731602673093,0.12468601996759741
BECN1,HSPA1A,0.08844072640196317,0.08844072640196317,0.08511978476950115,0.124690354033464
NEAT1,NR3C1,0.08843095886017639,0.08843095886017639,0.08515438812041443,0.124690354033464
CYP1A2,PPARD,-0.08814329290502544,0.08814329290502544,0.0861785890343141,0.12585608058164624
AKR1C3,RELA,0.08812125480575668,0.08812125480575668,0.08625746010595756,0.12585608058164624
AKR1C3,STAT3,-0.08797805753660345,0.08797805753660345,0.08677135740949614,0.12638101789660183
CYP3A4,SELE,-0.08728568039630417,0.08728568039630417,0.08929094575723232,0.12982016936335194
IL1A,MIR675,0.08693729715951602,0.08693729715951602,0.09058074165961222,0.13146231532899472
BECN1,DKK1,0.08686175447205709,0.08686175447205709,0.09086237829133788,0.13163807455635523
PTGS2,SQSTM1,-0.08645282090136562,0.08645282090136562,0.09239915288189499,0.1336284045205536
AKR1C3,ATG5,0.08592586211752531,0.08592586211752531,0.09441004584505991,0.136296192945333
MMP2,NR1I2,-0.08569617408755152,0.08569617408755152,0.09529740699676228,0.13733545472292633
CYP3A4,NR3C1,0.08489675500968326,0.08489675500968326,0.09843780796757139,0.14136441645543515
ATG5,NEAT1,-0.08489673071804754,0.08489673071804754,0.09843790462933351,0.14136441645543515
CYP1A2,CYP3A4,0.08454594327585568,0.08454594327585568,0.09984165600294082,0.14312964671750256
CYP2C9,IL1A,0.08440553143949933,0.08440553143949933,0.10040798129714512,0.14369030482313963
MIR675,NR3C1,0.08412943393762859,0.08412943393762859,0.10152900591824797,0.14504143702606853
IL1A,TIMP2,0.08332345022966266,0.08332345022966266,0.10485835358813553,0.1495371303343846
CRP,CXCR4,0.08320368075328426,0.08320368075328426,0.10536038072727956,0.14999220867425214
ATG5,IGFBP1,0.08185371857526554,0.08185371857526554,0.11115117805247184,0.1579618128302026
CRP,PTGER4,0.08172084404059818,0.08172084404059818,0.11173442652753462,0.15851596843006643
BECN1,CA9,-0.08046919004919796,0.08046919004919796,0.11734722729903016,0.16619123728014634
CYP3A4,SIRT1,0.08017956341759223,0.08017956341759223,0.11867689170390697,0.16778457102966157
HSPA1A,PTGER2,0.0797388992699454,0.0797388992699454,0.12072249666018894,0.1703828696408863
HSPA1A,PTGES2,0.0794422434095434,0.0794422434095434,0.1221150093841696,0.17205207507735237
IL1A,SQSTM1,-0.07909602035634702,0.07909602035634702,0.12375597016651341,0.17406500092031046
AKR1C3,PTGER4,-0.07886104241211388,0.07886104241211388,0.12487940288731743,0.17534436706780873
CRP,PTGER2,0.07808541685447108,0.07808541685447108,0.12864395596859282,0.18032144255426688
HPGD,NR1I2,0.07756482983264712,0.07756482983264712,0.13121952462517947,0.18361776483386888
CXCR4,DKK1,0.07736271289989177,0.07736271289989177,0.13223014911130457,0.18471673300045954
MIR675,SIRT1,-0.07714160547284533,0.07714160547284533,0.13334259711916951,0.18595396196890987
CA9,CCL20,-0.07688474737100225,0.07688474737100225,0.13464395842328308,0.1874499930510902
MIR675,STAT3,-0.07628490718622682,0.07628490718622682,0.13772109190464157,0.19140897518950184
CYP1A2,RXRA,-0.07587608303084163,0.07587608303084163,0.13984907858865542,0.1940376386509263
CXCR4,PPARA,0.07561006121508451,0.07561006121508451,0.14124723500995795,0.1956465079529823
CXCR4,PTGES2,-0.07528288390971744,0.07528288390971744,0.1429814554072413,0.19771466009095762
DKK1,PTGER4,0.07476278079332668,0.07476278079332668,0.1457717241385972,0.20123369325530255
CRP,MMP2,0.07451280870305872,0.07451280870305872,0.14712746885246397,0.2027639066538159
HPGD,HSPA1A,0.07428683701191353,0.07428683701191353,0.14836129020366592,0.20381211967563542
CRP,IGFBP1,0.07428247849018683,0.07428247849018683,0.1483851651784809,0.20381211967563542
F3,TIMP1,0.0741917553151274,0.0741917553151274,0.1488827896218417,0.20415365800988328
CYP1A2,MMP9,0.07375078151161168,0.07375078151161168,0.15131965955934712,0.20714878270227818
IL1A,SIRT1,0.07326458245964443,0.07326458245964443,0.15404139943687314,0.21052324589705995
HPGD,SQSTM1,0.07263189611230941,0.07263189611230941,0.1576384602476675,0.21508076107002888
CYP1A2,PTGS1,0.07219676863723436,0.07219676863723436,0.1601488702221468,0.21814297937235944
CYP2C9,PTGS2,0.07195187064802562,0.07195187064802562,0.16157495292573457,0.2197204998326739
PPARG,PTGS1,-0.07163692379180571,0.07163692379180571,0.16342295403799567,0.2216746093998422
PTGES2,TIMP1,0.07161492802961812,0.07161492802961812,0.16355260815476164,0.2216746093998422
PPARA,SELE,0.0714130353899956,0.0714130353899956,0.16474627481262202,0.22292400222169978
CYP3A4,MMP9,0.07134230806065635,0.07134230806065635,0.16516598359907578,0.22312373402181573
IGFBP1,NR3C1,0.07086645268313185,0.07086645268313185,0.1680106584955418,0.22628137857128042
CYP1A2,PPARG,-0.07085903055911189,0.07085903055911189,0.1680553165242802,0.22628137857128042
CA9,HSPA1A,0.0703153609300213,0.0703153609300213,0.17135070379384584,0.2303402903458256
CYP1A2,MIR675,0.07023165859121111,0.07023165859121111,0.1718623065961937,0.23064990410618466
CA9,PPARG,0.06976600923105811,0.06976600923105811,0.17472923545120364,0.2341143350816781
NEAT1,PGR,0.06971060347706552,0.06971060347706552,0.17507271313734343,0.2341918838052555
CYP2C9,IGFBP1,-0.06947103308519938,0.06947103308519938,0.17656366318162578,0.23580163486796926
CCL20,HPGD,0.06890287860559226,0.06890287860559226,0.18013718193572,0.24018290924762667
IGFBP1,PTGES2,-0.06843220170730496,0.06843220170730496,0.18313790618573736,0.24378747251997504
CCL20,CRP,-0.06709909228849932,0.06709909228849932,0.19183692308145853,0.25495344720712476
AKR1C3,MMP9,-0.06644101536152486,0.06644101536152486,0.19624105195813732,0.26038456732309484
CXCR4,SQSTM1,0.06637404824016079,0.06637404824016079,0.19669332685605218,0.2605630501162565
IL1A,NEAT1,0.06579630812820977,0.06579630812820977,0.20062681010460748,0.2653451359448034
PPARA,PTGES2,0.06380842735347005,0.06380842735347005,0.2145974764761196,0.28336542787506935
CYP3A4,TIMP2,0.06360056802635758,0.06360056802635758,0.2160976716316199,0.28488760568798766
DKK1,NEAT1,0.06289909542483559,0.06289909542483559,0.22121593215918628,0.2907330712297172
CA9,NR1I2,-0.06289571892184562,0.06289571892184562,0.221240776155297,0.2907330712297172
CCL20,MMP9,-0.06241798136233325,0.06241798136233325,0.22477602662385862,0.29490614693050254
CRP,HPGD,0.06233016820300239,0.06233016820300239,0.22543019223856278,0.295047270432164
CRP,DKK1,0.062306972113030476,0.062306972113030476,0.22560321775727663,0.295047270432164
CRP,MMP9,0.0616244712511954,0.0616244712511954,0.23073649106320956,0.30128013164304435
CXCR4,CYP3A4,0.06113002714345441,0.06113002714345441,0.23450662335894337,0.30571610676364636
DKK1,IL1A,0.06079366246430231,0.06079366246430231,0.2370961137415133,0.3086012909016522
CA9,STAT3,-0.06071851748422926,0.06071851748422926,0.23767735439559817,0.30886756038730667
CA9,RELA,0.06036079200500275,0.06036079200500275,0.240458076386609,0.3119867446788281
CYP3A4,STAT3,0.06029932169078803,0.06029932169078803,0.24093819534063685,0.31211582966717566
MMP2,PPARA,0.06019440176494647,0.06019440176494647,0.24175923367914198,0.31268544419068833
CYP1A2,HPGD,0.059879661039777814,0.059879661039777814,0.24423395790784394,0.3153887330463496
CYP3A4,PPARD,0.05962476057960588,0.05962476057960588,0.24625111680903197,0.31749357827579594
CYP3A4,ESR1,0.058914763985575144,0.058914763985575144,0.25193089947884734,0.32430665239035295
IGFBP1,MIR675,0.05758451337768232,0.05758451337768232,0.26281602090553213,0.33778861621087203
F3,HSPA1A,0.05728383602349113,0.05728383602349113,0.2653205467563663,0.3404739410645076
IGFBP1,PTGER2,-0.057199869689265936,0.057199869689265936,0.26602286913098855,0.3408418010740791
AKR1C3,PPARG,0.05623387984398354,0.05623387984398354,0.27419444301139684,0.3507635620426605
HSPA1A,MIR675,-0.05614322465197837,0.05614322465197837,0.2749699940794661,0.3512077805999411
CYP2C9,MIR675,-0.05576462597132653,0.05576462597132653,0.2782250018288888,0.3548125995329531
CCL20,F3,0.0556071043466586,0.0556071043466586,0.2795869607246658,0.35599581955625154
CCL20,SELE,-0.054651139401824644,0.054651139401824644,0.28794913893494095,0.36607487430488617
CYP2C9,RXRA,0.0537795035700296,0.0537795035700296,0.2957186692737823,0.37537044706579176
CCL20,DUSP1,0.053641747483649985,0.053641747483649985,0.2969592649697826,0.37636259238828706
F3,PPARG,0.05355352090126028,0.05355352090126028,0.29775562920657556,0.3767895307860987
DUSP1,NR1I2,-0.05348576818824142,0.05348576818824142,0.2983681530910454,0.376982874475589
CYP1A2,NR1I2,-0.053254965789453504,0.053254965789453504,0.3004610276490628,0.3790431425726638
NEAT1,PTGER2,0.052688512001278325,0.052688512001278325,0.30563874546698555,0.38498275158667916
CA9,SIRT1,-0.05260556853545587,0.05260556853545587,0.3064018144939219,0.3853519752837668
SELE,SQSTM1,0.05251224389696944,0.05251224389696944,0.307261891064761,0.38584188464487595
AKR1C3,PGR,-0.052430426831782756,0.052430426831782756,0.30801722280187627,0.386198964369325
NEAT1,SIRT1,0.05233587496437118,0.05233587496437118,0.30889164461522095,0.3867040436404293
NR1I2,PPARD,0.05220464796013517,0.05220464796013517,0.31010794638858186,0.3876349329857273
CXCR4,MIR675,-0.05215326947336526,0.05215326947336526,0.3105850142841112,0.3876403526833656
BECN1,CYP2C9,0.051653701849033895,0.051653701849033895,0.3152488208317872,0.3928632721611937
CYP3A4,DUSP1,0.05154296952467069,0.05154296952467069,0.31628875603988577,0.39356112284173955
CA9,CRP,-0.050928300786863646,0.050928300786863646,0.32210210376844084,0.4001874622577598
NEAT1,PPARG,-0.05015890562965969,0.05015890562965969,0.32947605425169546,0.4082261335659168
CRP,SQSTM1,0.05014939022498549,0.05014939022498549,0.32956792734224016,0.4082261335659168
CRP,CYP2C9,0.04998645234239338,0.04998645234239338,0.33114368881582795,0.4095593134675398
CYP1A2,CYP2C9,0.049920169079118365,0.049920169079118365,0.3317860963280042,0.40973584185084855
CA9,CYP1A2,-0.04884316410017467,0.04884316410017467,0.3423365592162997,0.4221292910637079
NR1I2,STAT3,0.04864148526140317,0.04864148526140317,0.3443357271279886,0.4239569012686947
MIR675,PGR,0.048244720146543414,0.048244720146543414,0.3482903242690082,0.4281830073472065
NEAT1,PTGER4,0.04819134941681308,0.04819134941681308,0.3488244610179043,0.428197691668685
IL1A,RXRA,-0.0478653367548828,0.0478653367548828,0.3520984544016979,0.43157060180776124
HSPA1A,PTGS2,0.04768208959885101,0.04768208959885101,0.35394719904935557,0.4329763837569469
CXCR4,IGFBP1,0.0476470494606764,0.0476470494606764,0.35430140670842847,0.4329763837569469
DKK1,PPARA,-0.04746546184923793,0.04746546184923793,0.35614057861012266,0.4345763012802092
CYP1A2,TIMP2,0.04725814715809095,0.04725814715809095,0.35824763682686067,0.43649786359290604
CYP1A2,IL1A,0.0467963626129587,0.0467963626129587,0.3629690243657873,0.44159436198804985
MMP9,PPARA,0.04632069242562541,0.04632069242562541,0.3678727432813384,0.44626093425003305
CA9,MIR675,-0.04631872018355278,0.04631872018355278,0.36789316043051506,0.44626093425003305
NR3C1,SQSTM1,0.04616100566043156,0.04616100566043156,0.36952813584854804,0.4475820847796298
AKR1C3,TIMP2,-0.0460928583936677,0.0460928583936677,0.3702359862762768,0.4477780364993318
CCL20,DKK1,-0.04508499504976927,0.04508499504976927,0.3808024690431112,0.4598792704202521
IGFBP1,SIRT1,0.0447628797013702,0.0447628797013702,0.3842180613388183,0.46332177984975154
AKR1C3,SELE,-0.044575472398801996,0.044575472398801996,0.3862138224921116,0.4650445439699435
MIR675,PTGER4,-0.04429671524042656,0.04429671524042656,0.3891940340967586,0.4676900078285593
BECN1,CXCR4,0.04426336123550003,0.04426336123550003,0.38955155530110486,0.4676900078285593
CYP3A4,F3,0.043720253175401895,0.043720253175401895,0.39540108427178633,0.4740188437176386
IL1A,PTGES2,-0.0431770046098834,0.0431770046098834,0.40130470609890356,0.48039395474613267
ATG5,HSPA1A,0.04278740473432193,0.04278740473432193,0.4055708614454069,0.4833320260539427
HSPA1A,IL1A,-0.0427393455311056,0.0427393455311056,0.4060989777319707,0.4833320260539427
CRP,SIRT1,0.04272943396666127,0.04272943396666127,0.40620794546507183,0.4833320260539427
AKR1C3,DUSP1,-0.04268589888842843,0.04268589888842843,0.40668677595689157,0.4833320260539427
CRP,PPARG,-0.042684131956205865,0.042684131956205865,0.4067062170453908,0.4833320260539427
IGFBP1,PGR,0.041980853011998935,0.041980853011998935,0.414487991620222,0.4918670812280493
ATG5,CRP,-0.04136357206323443,0.04136357206323443,0.4213899257812294,0.4993348831511678
DKK1,STAT3,0.040770299959648794,0.040770299959648794,0.4280862705554829,0.5065378670353476
CYP2C9,PPARG,0.04024603604295215,0.04024603604295215,0.43405472417822516,0.5128600487408423
ATG5,TIMP1,-0.03968347713141038,0.03968347713141038,0.44051209819006326,0.5197408928285638
CCL20,CYP1A2,-0.03937707158469707,0.03937707158469707,0.4440521502755087,0.5231084185736546
NR1I2,PGR,0.03932613963826288,0.03932613963826288,0.4446421557876064,0.5231084185736546
ESR1,SQSTM1,0.03906936449559509,0.03906936449559509,0.4476234636948259,0.5258613756873313
BECN1,IL1A,0.038833109459146586,0.038833109459146586,0.4503764895413133,0.5283386572587653
HPGD,NEAT1,-0.038770445983035466,0.038770445983035466,0.4511082923991,0.52844114252466
CCL20,CYP2C9,0.03857442478966343,0.03857442478966343,0.45340180925732326,0.5303701620413768
CRP,NR1I2,-0.037605018049460176,0.037605018049460176,0.4648400607227061,0.5429755695051554
BECN1,PTGS2,-0.03728558269102935,0.03728558269102935,0.4686438737288867,0.5466400803096545
IL1A,NR1I2,0.03721130452187994,0.03721130452187994,0.4695308252687034,0.546896699886842
CA9,DUSP1,0.03697581743316799,0.03697581743316799,0.4723488645909476,0.5493986793823787
CA9,MMP2,0.03683783328393036,0.03683783328393036,0.47400440223184437,0.550543356699876
IGFBP1,PPARG,-0.03651552311591826,0.03651552311591826,0.4778838343161283,0.5538700262584819
CRP,PPARA,-0.03648770376035373,0.03648770376035373,0.47821948608659165,0.5538700262584819
NEAT1,RELA,0.03620170832515807,0.03620170832515807,0.4816775672224393,0.557088300595769
DKK1,PTGES2,0.0358585271697707,0.0358585271697707,0.4858449249854054,0.5611166739268062
CYP1A2,SIRT1,-0.03566516676676033,0.03566516676676033,0.4882014915269677,0.5630453207484015
NEAT1,RXRA,0.034591684844433465,0.034591684844433465,0.5013954060529336,0.5774497653980416
CA9,SQSTM1,-0.03446793836661195,0.03446793836661195,0.5029283442400585,0.5784028643434054
CRP,PTGS2,0.03397761982795999,0.03397761982795999,0.5090264479352978,0.584596200710006
MIR675,PPARA,-0.03369787614833104,0.03369787614833104,0.5125228347462946,0.5877884258628833
BECN1,CRP,0.03292422874161376,0.03292422874161376,0.5222568285359127,0.5981153622897325
MIR675,SELE,0.03286437923094517,0.03286437923094517,0.5230137767442113,0.5981468576433101
PTGER4,PTGES2,0.032712790255676215,0.032712790255676215,0.52493350901971,0.5995062359278025
CCL20,SIRT1,0.03242977328420885,0.03242977328420885,0.5285272449512853,0.6027709886787955
CYP1A2,IGFBP1,-0.031988691040334034,0.031988691040334034,0.5341528562988208,0.6083407530069904
ESR1,IGFBP1,0.02973438797118097,0.02973438797118097,0.5633666482454593,0.6407221242181369
IGFBP1,PPARA,-0.02961662995803499,0.02961662995803499,0.5649135255400987,0.6415688530750282
CYP3A4,PPARG,0.02955864610694068,0.02955864610694068,0.5656759521624943,0.6415688530750282
CYP1A2,MMP2,0.029331265774530168,0.029331265774530168,0.5686705049804559,0.6440743288452677
CYP1A2,TIMP1,-0.029203495980967754,0.029203495980967754,0.5703565121343878,0.6450928826899281
CYP1A2,PTGER2,0.028952142994506023,0.028952142994506023,0.5736801893495412,0.6479583405876361
CCL20,PTGS1,-0.027042539721415078,0.027042539721415078,0.5992248337863766,0.6758794548897232
CCL20,CYP3A4,-0.02643702976186363,0.02643702976186363,0.6074305809954923,0.6841937862861315
CYP3A4,HSPA1A,-0.02628974124082136,0.02628974124082136,0.609434132824573,0.6855089011195472
AKR1C3,TIMP1,0.025740514108740963,0.025740514108740963,0.6169308755972907,0.6929728991338279
CCL20,NEAT1,0.02567995183176358,0.02567995183176358,0.6177599869107661,0.6929728991338279
DUSP1,MIR675,-0.02555005687018632,0.02555005687018632,0.6195399139857964,0.694020122224526
AKR1C3,IGFBP1,0.02506356894801166,0.02506356894801166,0.6262258621556749,0.7005528062314508
MIR675,PTGS1,0.024956824750530158,0.024956824750530158,0.6276970080028202,0.7012418890494723
CA9,PTGS2,-0.02478491751364791,0.02478491751364791,0.6300693281514095,0.7029344885498717
DUSP1,PPARG,0.022618020059699918,0.022618020059699918,0.6602919936602816,0.7356514059802051
AKR1C3,SIRT1,-0.022539483169777143,0.022539483169777143,0.6613982046128912,0.7358840268420228
CYP2C9,SELE,-0.02243475342409826,0.02243475342409826,0.6628744943963858,0.7365272159959841
CYP2C9,RELA,-0.02204887091709309,0.02204887091709309,0.6683251933639514,0.7413959092670237
HPGD,PTGES2,-0.021996619998747507,0.021996619998747507,0.6690646010458507,0.7413959092670237
MIR675,MMP9,-0.021867364080915472,0.021867364080915472,0.6708950863242276,0.7424210132062977
BECN1,F3,0.021630986720753812,0.021630986720753812,0.6742476248782453,0.7451254075473869
PPARG,PTGER2,0.02156282119425368,0.02156282119425368,0.6752156177054163,0.7451908566870005
MMP9,NEAT1,-0.02140699475982293,0.02140699475982293,0.6774304584233964,0.7466303439612703
HPGD,PPARG,0.02121485433095775,0.02121485433095775,0.6801652753243993,0.7486382896188019
HSPA1A,NR1I2,0.021056903447990008,0.021056903447990008,0.682416602161289,0.7501094018394865
IL1A,RELA,0.020724492137113172,0.020724492137113172,0.6871637578102696,0.7543163071009653
CRP,RELA,-0.020428026330299887,0.020428026330299887,0.6914079736073694,0.7579606127781322
F3,IGFBP1,0.02005494015294931,0.02005494015294931,0.6967628304737519,0.7628111094639206
AKR1C3,CRP,0.01994962133416824,0.01994962133416824,0.6982771994872561,0.7634497381060665
CYP3A4,PTGS2,0.019793678631762266,0.019793678631762266,0.7005216816846817,0.764883860161703
F3,SQSTM1,-0.01941413048706546,0.01941413048706546,0.7059953765445265,0.769835383998021
CCL20,PTGER4,0.019258077221461455,0.019258077221461455,0.7082503374841506,0.7712686278047854
CYP1A2,HSPA1A,-0.019020330282095235,0.019020330282095235,0.7116906641367301,0.7739871944192556
CYP2C9,TIMP2,-0.018386786106868763,0.018386786106868763,0.7208868158698785,0.7829499192229145
CYP1A2,DKK1,0.01831589114974386,0.01831589114974386,0.7219184195858022,0.7830332064290446
CYP2C9,NR1I2,-0.01801165152169872,0.01801165152169872,0.72635115904039,0.78680046289712
CA9,RXRA,0.017563139486023463,0.017563139486023463,0.7329025725294708,0.792849748646657
CYP3A4,RELA,0.017408280113346917,0.017408280113346917,0.7351691396211916,0.7942538794326444
NR1I2,PTGES2,0.017340405152619292,0.017340405152619292,0.7361633032359544,0.7942814587545822
MIR675,TIMP2,-0.017112769000966477,0.017112769000966477,0.739500691756583,0.7968338597114297
CA9,PPARA,-0.01700946672989888,0.01700946672989888,0.7410168307535,0.7974196866376246
HSPA1A,PPARG,-0.016525439548502666,0.016525439548502666,0.748134025933319,0.8040234616845631
HPGD,MIR675,-0.016199681653538973,0.016199681653538973,0.7529361168486464,0.8081251515914791
AKR1C3,CCL20,0.015675538494520604,0.015675538494520604,0.7606826126512535,0.8144700362279469
CYP2C9,DKK1,0.015665297803001323,0.015665297803001323,0.7608342045739114,0.8144700362279469
CA9,DKK1,-0.014401089804775136,0.014401089804775136,0.7796166946918798,0.8334885132299106
CYP2C9,TIMP1,0.014160839575137175,0.014160839575137175,0.7832010316573611,0.8360898705367664
CYP1A2,STAT3,-0.014057531489554166,0.014057531489554166,0.7847437189068563,0.8360898705367664
PTGES2,SIRT1,-0.014017849859834288,0.014017849859834288,0.7853365042679423,0.8360898705367664
CYP2C9,PTGS1,0.013964852353917735,0.013964852353917735,0.7861284026632279,0.8360898705367664
DKK1,MIR675,0.013870161200846257,0.013870161200846257,0.7875438434235519,0.836102562454359
CCL20,PPARD,0.013827644429596931,0.013827644429596931,0.7881796107039262,0.836102562454359
CYP2C9,SIRT1,-0.0133746892532345,0.0133746892532345,0.7949614449745424,0.8422072156061043
F3,MIR675,-0.013132831361098891,0.013132831361098891,0.7985890083577796,0.8449586927140377
MIR675,MMP2,0.012743106632925844,0.012743106632925844,0.8044434777902405,0.8500562523041201
DUSP1,PTGES2,-0.012140061152132054,0.012140061152132054,0.813523920996259,0.8585451933293854
CYP1A2,PTGER4,0.011863444598722638,0.011863444598722638,0.8176975601766547,0.8618406161244948
NEAT1,SELE,-0.011329948919596319,0.011329948919596319,0.8257614919671633,0.8692226231233299
AKR1C3,CA9,0.011153861396772905,0.011153861396772905,0.828427170851434,0.8709106155104819
CYP2C9,MMP2,-0.010719222687171324,0.010719222687171324,0.8350152627215716,0.8767125677742492
NEAT1,NR1I2,-0.010031315198330953,0.010031315198330953,0.8454657411954918,0.8854047238881297
CYP3A4,MMP2,-0.009976326451962106,0.009976326451962106,0.8463023089936518,0.8854047238881297
IL1A,TIMP1,-0.009961145296006012,0.009961145296006012,0.8465332969857241,0.8854047238881297
CYP2C9,PGR,0.00974384221765286,0.00974384221765286,0.8498410895866221,0.8877320935809301
NEAT1,SQSTM1,-0.009599106083402306,0.009599106083402306,0.8520457318114477,0.8889026718643602
CYP2C9,PTGES2,0.009452680547394631,0.009452680547394631,0.8542772795286617,0.8900983090387582
CYP3A4,IL1A,-0.008999051087698998,0.008999051087698998,0.8611979597635693,0.8961704657438158
CYP2C9,HSPA1A,0.008636700620611157,0.008636700620611157,0.8667337287190833,0.9007879056396049
PTGES2,PTGS1,0.008507940800668794,0.008507940800668794,0.868702425947851,0.9016911256673896
CA9,TIMP2,-0.00819153673679675,0.00819153673679675,0.8735435656894533,0.9055698152532892
HSPA1A,IGFBP1,0.007373018475721499,0.007373018475721499,0.8860887665589747,0.917415137093888
CA9,MMP9,0.007227295411665765,0.007227295411665765,0.8883253010069305,0.9185709291622737
ATG5,CYP2C9,0.007063906657055373,0.007063906657055373,0.8908340183085632,0.9200049055579621
MMP2,NEAT1,0.006791416602151658,0.006791416602151658,0.8950203181909717,0.9231656112158451
CRP,NEAT1,-0.006590269086922631,0.006590269086922631,0.8981124493790202,0.9251912166969807
PTGER2,PTGES2,-0.006306288285023774,0.006306288285023774,0.902480545420984,0.9284861797111992
CYP3A4,MIR675,-0.006190383998851416,0.006190383998851416,0.9042641986402831,0.9284861797111992
CCL20,PTGS2,-0.006148878376512796,0.006148878376512796,0.9049030469287559,0.9284861797111992
IGFBP1,NEAT1,0.006079378145183456,0.006079378145183456,0.9059729210996347,0.9284861797111992
CYP2C9,MMP9,-0.006014455940216906,0.006014455940216906,0.9069724755471592,0.9284861797111992
CRP,HSPA1A,-0.005822181490182433,0.005822181490182433,0.9099336240525302,0.9303560744676743
CCL20,RXRA,-0.0056635457782280895,0.0056635457782280895,0.912377655046031,0.9306146363036498
CYP1A2,PPARA,0.005658441910500346,0.005658441910500346,0.9124563019367494,0.9306146363036498
PTGER4,TIMP1,0.004916919063611777,0.004916919063611777,0.9238913161208125,0.9411066822597097
CYP1A2,F3,0.004837403089548011,0.004837403089548011,0.9251185036301424,0.9411875595244624
CCL20,PPARA,0.00459466967915301,0.00459466967915301,0.9288657474413909,0.9438288883543254
MIR675,PTGER2,-0.004446522429695179,0.004446522429695179,0.9311535768017137,0.9449825903185709
IGFBP1,RXRA,0.0035184808027738266,0.0035184808027738266,0.945497415669723,0.9583533755861222
IGFBP1,NR1I2,-0.003078798045964278,0.003078798045964278,0.9522996007182359,0.9640563859122883
AKR1C3,CYP1A2,0.0025002425866380066,0.0025002425866380066,0.961255436465925,0.9704960652631557
ATG5,CYP3A4,0.0024598025856336133,0.0024598025856336133,0.9618816287355287,0.9704960652631557
NEAT1,PTGS1,0.002438509998215471,0.002438509998215471,0.9622113427548117,0.9704960652631557
CRP,PPARD,-0.0014639775661937926,0.0014639775661937926,0.9773078928793526,0.9844816066031754
CRP,RXRA,0.0013884263251740445,0.0013884263251740445,0.9784786699775463,0.9844816066031754
CRP,IL1A,0.0011810399494232191,0.0011810399494232191,0.9816926553599816,0.986504874258805
IL1A,PGR,-0.0010405351105278909,0.0010405351105278909,0.9838703106591129,0.9868032101655851
CRP,F3,0.0010065941532091446,0.0010065941532091446,0.9843963730676204,0.9868032101655851
CYP3A4,IGFBP1,-0.0006797080011338011,0.0006797080011338011,0.9894632048091465,0.9906713405903542
NEAT1,TIMP2,-0.00046052073693412664,0.00046052073693412664,0.9928609216378897,0.9928609216378897
