cycle,cycle_begin_year,laboratory_title,data_file,data_url,doc_url,local_xpt,variable,flag_variable,weight_variable,matrix,n_measured,n_above_lod,above_lod_pct
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX156,LBD156LC,WTSPO2YR,serum_or_blood,2296,858,37.36933797909408
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX156LA,,WTSPO2YR,serum_or_blood,2296,2296,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX157,LBD157LC,WTSPO2YR,serum_or_blood,2294,119,5.187445510026155
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX157LA,,WTSPO2YR,serum_or_blood,2294,2294,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX167,LBD167LC,WTSPO2YR,serum_or_blood,2298,172,7.484769364664926
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX167LA,,WTSPO2YR,serum_or_blood,2298,2298,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX170,LBD170LC,WTSPO2YR,serum_or_blood,2301,1218,52.93350717079531
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX170LA,,WTSPO2YR,serum_or_blood,2301,2301,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX172,LBD172LC,WTSPO2YR,serum_or_blood,2199,258,11.732605729877218
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX172LA,,WTSPO2YR,serum_or_blood,2199,2199,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX177,LBD177LC,WTSPO2YR,serum_or_blood,2287,287,12.54919108001749
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX177LA,,WTSPO2YR,serum_or_blood,2287,2287,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX178,LBD178LC,WTSPO2YR,serum_or_blood,2299,314,13.658112222705524
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX178LA,,WTSPO2YR,serum_or_blood,2299,2299,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX180,LBD180LC,WTSPO2YR,serum_or_blood,2302,1591,69.11381407471764
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX180LA,,WTSPO2YR,serum_or_blood,2302,2302,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX183,LBD183LC,WTSPO2YR,serum_or_blood,2306,500,21.682567215958368
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX183LA,,WTSPO2YR,serum_or_blood,2306,2306,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX187,LBD187LC,WTSPO2YR,serum_or_blood,2307,1059,45.903771131339404
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX187LA,,WTSPO2YR,serum_or_blood,2307,2307,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX189,LBD189LC,WTSPO2YR,serum_or_blood,2298,6,0.26109660574412535
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX189LA,,WTSPO2YR,serum_or_blood,2298,2298,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX194,LBD194LC,WTSPO2YR,serum_or_blood,2279,963,42.25537516454585
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX194LA,,WTSPO2YR,serum_or_blood,2279,2279,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX195,LBD195LC,WTSPO2YR,serum_or_blood,2230,3,0.13452914798206278
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX195LA,,WTSPO2YR,serum_or_blood,2230,2230,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX196,LBD196LC,WTSPO2YR,serum_or_blood,2299,870,37.84254023488473
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX196LA,,WTSPO2YR,serum_or_blood,2299,2299,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX199LA,,WTSPO2YR,serum_or_blood,2292,2292,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX206,LBD206LC,WTSPO2YR,serum_or_blood,2208,175,7.925724637681159
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBX206LA,,WTSPO2YR,serum_or_blood,2208,2208,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXD01,LBDD01LC,WTSPO2YR,serum_or_blood,1236,415,33.57605177993528
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXD01LA,,WTSPO2YR,serum_or_blood,1236,1236,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXD02,LBDD02LC,WTSPO2YR,serum_or_blood,1239,422,34.059725585149316
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXD02LA,,WTSPO2YR,serum_or_blood,1239,1239,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXD03,LBDD03LC,WTSPO2YR,serum_or_blood,1234,1147,92.94975688816855
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXD03LA,,WTSPO2YR,serum_or_blood,1234,1234,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXD04,LBDD04LC,WTSPO2YR,serum_or_blood,1238,513,41.437802907915994
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXD04LA,,WTSPO2YR,serum_or_blood,1238,1238,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXD05,LBDD05LC,WTSPO2YR,serum_or_blood,1220,1203,98.60655737704919
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXD05LA,,WTSPO2YR,serum_or_blood,1220,1220,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXD07,LBDD07LC,WTSPO2YR,serum_or_blood,1171,957,81.72502134927413
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXD07LA,,WTSPO2YR,serum_or_blood,1171,1171,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXF01,LBDF01LC,WTSPO2YR,serum_or_blood,1229,11,0.8950366151342555
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXF01LA,,WTSPO2YR,serum_or_blood,1229,1229,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXF02,LBDF02LC,WTSPO2YR,serum_or_blood,1235,8,0.6477732793522267
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXF02LA,,WTSPO2YR,serum_or_blood,1235,1235,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXF03,LBDF03LC,WTSPO2YR,serum_or_blood,1230,805,65.44715447154472
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXF03LA,,WTSPO2YR,serum_or_blood,1230,1230,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXF04,LBDF04LC,WTSPO2YR,serum_or_blood,1223,1003,82.01144726083402
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXF04LA,,WTSPO2YR,serum_or_blood,1223,1223,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXF05,LBDF05LC,WTSPO2YR,serum_or_blood,1236,857,69.33656957928802
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXF05LA,,WTSPO2YR,serum_or_blood,1236,1236,100.0
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXF06,LBDF06LC,WTSPO2YR,serum_or_blood,1223,1,0.08176614881439084
2001-2002,2001,"Dioxins, Furans, & Coplanar PCBs",L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L28POC_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L28POC_B.xpt,LBXF06LA,,WTSPO2YR,serum_or_blood,1223,1223,100.0
