gene_symbol,gene_id,chemical,chemical_identity,evidence_tier,evidence_type,species,tissue_or_cell,direction,effect_size,p_value,fdr,dose,duration,dataset_or_reference,source_database,notes
JUN,3725,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,28.2177,,,,,PubChem-AID:1159528,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the AP-1 signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=EAX06628
JUN,3725,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1159528,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the AP-1 signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=EAX06628
RXRA,6256,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,22.4141,,,,,PubChem-AID:1159531,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the RXR signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=ADZ17354
RXRA,6256,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1159531,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the RXR signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=ADZ17354
RARA,5914,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,39.5141,,,,,PubChem-AID:1159552,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway ; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17337
RARA,5914,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1159552,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway ; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17337
RARA,5914,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,31.3871,,,,,PubChem-AID:1159553,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the retinoic acid receptor (RAR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17337
RARA,5914,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,76.9588,,,,,PubChem-AID:1159553,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the retinoic acid receptor (RAR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17337
RARA,5914,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,31.3871,,,,,PubChem-AID:1159555,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=ADZ17337
RARA,5914,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1159555,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=ADZ17337
LOC116160065,116160065,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,bioassay activity,Photinus pyralis,,Inconclusive,57.8101,,,,,PubChem-AID:1224835,PubChem BioAssay,assay_name=qHTS assay to identify small molecule inhibitors of firefly luciferase; assay_type=Confirmatory; activity_name=Potency; target_accession=AAA29795
LOC116160065,116160065,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,bioassay activity,Photinus pyralis,,Inconclusive,100.262,,,,,PubChem-AID:1224835,PubChem BioAssay,assay_name=qHTS assay to identify small molecule inhibitors of firefly luciferase; assay_type=Confirmatory; activity_name=Potency; target_accession=AAA29795
ESRRA,2101,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1224841,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17378
ESRRA,2101,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1224841,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17378
ESRRA,2101,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1224842,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17378
ESRRA,2101,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1224842,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17378
TSHR,7253,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,,,,,,PubChem-AID:1224843,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=EAW81333
TSHR,7253,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1224843,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=EAW81333
LOC100757539,100757539,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,bioassay activity,Cricetulus griseus,,Inconclusive,129.968,,,,,PubChem-AID:1224845,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of H2AX; assay_type=Confirmatory; activity_name=Potency; target_accession=EGV99105
LOC100757539,100757539,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,bioassay activity,Cricetulus griseus,,Inactive,,,,,,PubChem-AID:1224845,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of H2AX; assay_type=Confirmatory; activity_name=Potency; target_accession=EGV99105
HIF1A,3091,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1224846,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the hypoxia (HIF-1) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=AAG43026
HIF1A,3091,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1224846,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the hypoxia (HIF-1) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=AAG43026
ESRRA,2101,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1224848,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17378
ESRRA,2101,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1224848,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17378
ESRRA,2101,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1224849,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17378
ESRRA,2101,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1224849,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17378
CFTR,1080,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1224863,PubChem BioAssay,assay_name=Phenotypic Assay to Identify Small Molecules that Upregulate Production of hCFTR in HeLa Cells; assay_type=Confirmatory; activity_name=IC50; target_accession=NP_000483
HIF1A,3091,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1224894,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the hypoxia (HIF-1) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=AAG43026
HIF1A,3091,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1224894,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the hypoxia (HIF-1) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=AAG43026
TSHR,7253,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1224895,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=EAW81333
TSHR,7253,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1224895,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=EAW81333
LOC100757539,100757539,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,bioassay activity,Cricetulus griseus,,Inconclusive,25.932,,,,,PubChem-AID:1224896,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of H2AX: Summary; assay_type=Summary; activity_name=Potency; target_accession=EGV99105
LOC100757539,100757539,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,bioassay activity,Cricetulus griseus,,Inactive,,,,,,PubChem-AID:1224896,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of H2AX: Summary; assay_type=Summary; activity_name=Potency; target_accession=EGV99105
AR,367,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,31.3871,,,,,PubChem-AID:1259243,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881; assay_type=Confirmatory; activity_name=Potency; target_accession=AAI32976
AR,367,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,30.6379,,,,,PubChem-AID:1259243,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881; assay_type=Confirmatory; activity_name=Potency; target_accession=AAI32976
ESR1,2099,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,55.8151,,,,,PubChem-AID:1259244,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line in the presence of 0.1 nM 17-beta-estradiol; assay_type=Confirmatory; activity_name=Potency; target_accession=AEP43755
ESR1,2099,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259244,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line in the presence of 0.1 nM 17-beta-estradiol; assay_type=Confirmatory; activity_name=Potency; target_accession=AEP43755
AR,367,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,44.3355,,,,,PubChem-AID:1259247,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881: Summary; assay_type=Summary; activity_name=Potency; target_accession=AAI32976
AR,367,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,40.8562,,,,,PubChem-AID:1259247,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881: Summary; assay_type=Summary; activity_name=Potency; target_accession=AAI32976
ESR1,2099,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,35.217,,,,,PubChem-AID:1259248,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line in the presence of 0.1 nM 17-beta-estradiol: Summary; assay_type=Summary; activity_name=Potency; target_accession=AEP43755
ESR1,2099,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259248,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line in the presence of 0.1 nM 17-beta-estradiol: Summary; assay_type=Summary; activity_name=Potency; target_accession=AEP43755
HDAC9,9734,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259364,PubChem BioAssay,assay_name=qHTS assay to identify small molecule HDAC inhibitors; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_001308829
HDAC9,9734,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259364,PubChem BioAssay,assay_name=qHTS assay to identify small molecule HDAC inhibitors; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_001308829
GLI3,2737,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259368,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the sonic hedgehog signaling (Shh) pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=AAI13617
GLI3,2737,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259368,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the sonic hedgehog signaling (Shh) pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=AAI13617
GLI3,2737,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,5.5815,,,,,PubChem-AID:1259369,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=AAI13617
GLI3,2737,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,9.6885,,,,,PubChem-AID:1259369,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=AAI13617
MITF,4286,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259374,PubChem BioAssay,assay_name=AlphaScreen-based biochemical high throughput primary assay to identify inhibitors of microphthalmia-associated transcription factor (MITF); assay_type=Screening; activity_name=; target_accession=NP_001341533
ESR2,2100,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,,,,,,PubChem-AID:1259377,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the estrogen receptor beta (ER-beta) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=AAV31779
ESR2,2100,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,43.2771,,,,,PubChem-AID:1259377,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the estrogen receptor beta (ER-beta) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=AAV31779
ESR2,2100,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,49.7453,,,,,PubChem-AID:1259378,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen receptor beta (ER-beta) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=AAV31779
ESR2,2100,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,,,,,,PubChem-AID:1259378,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen receptor beta (ER-beta) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=AAV31779
AR,367,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259381,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the androgen receptor (AR) signaling pathway in the presence of an antagonist; assay_type=Confirmatory; activity_name=Potency; target_accession=AAI32976
AR,367,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259381,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the androgen receptor (AR) signaling pathway in the presence of an antagonist; assay_type=Confirmatory; activity_name=Potency; target_accession=AAI32976
ESR1,2099,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,70.2671,,,,,PubChem-AID:1259383,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway in the presence of an antagonist; assay_type=Confirmatory; activity_name=Potency; target_accession=AEP43755
ESR1,2099,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,61.1306,,,,,PubChem-AID:1259383,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway in the presence of an antagonist; assay_type=Confirmatory; activity_name=Potency; target_accession=AEP43755
TSHR,7253,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259385,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=EAW81333
TSHR,7253,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259385,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=EAW81333
AR,367,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259387,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the androgen receptor (AR) signaling pathway in the presence of an antagonist: Summary; assay_type=Summary; activity_name=; target_accession=AAI32976
AR,367,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259387,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the androgen receptor (AR) signaling pathway in the presence of an antagonist: Summary; assay_type=Summary; activity_name=; target_accession=AAI32976
HDAC9,9734,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259388,PubChem BioAssay,assay_name=qHTS assay to identify small molecule HDAC inhibitors: Summary; assay_type=Summary; activity_name=Potency; target_accession=NP_001308829
HDAC9,9734,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259388,PubChem BioAssay,assay_name=qHTS assay to identify small molecule HDAC inhibitors: Summary; assay_type=Summary; activity_name=Potency; target_accession=NP_001308829
GLI3,2737,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259390,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the sonic hedgehog signaling (Shh) pathway: Summary; assay_type=Summary; activity_name=; target_accession=AAI13617
GLI3,2737,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259390,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the sonic hedgehog signaling (Shh) pathway: Summary; assay_type=Summary; activity_name=; target_accession=AAI13617
ESR1,2099,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259391,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway in the presence of an antagonist: Summary; assay_type=Summary; activity_name=; target_accession=AEP43755
ESR1,2099,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259391,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway in the presence of an antagonist: Summary; assay_type=Summary; activity_name=; target_accession=AEP43755
GLI3,2737,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,9.5518,,,,,PubChem-AID:1259392,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=AAI13617
GLI3,2737,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,7.1273,,,,,PubChem-AID:1259392,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=AAI13617
TSHR,7253,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259393,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists or antagonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway - wild type cell line counter screen: Summary; assay_type=Summary; activity_name=Potency; target_accession=EAW81333
TSHR,7253,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259393,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists or antagonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway - wild type cell line counter screen: Summary; assay_type=Summary; activity_name=Potency; target_accession=EAW81333
ESR2,2100,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,55.8151,,,,,PubChem-AID:1259394,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the estrogen receptor beta (ER-beta) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=AAV31779
ESR2,2100,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,,,,,,PubChem-AID:1259394,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the estrogen receptor beta (ER-beta) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=AAV31779
TSHR,7253,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259395,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=EAW81333
TSHR,7253,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259395,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=EAW81333
ESR2,2100,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,,,,,,PubChem-AID:1259396,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen receptor beta (ER-beta) signaling pathway: Summary; assay_type=Summary; activity_name=; target_accession=AAV31779
