source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	dorothea_level
Q8NI51	Q14549	CTCFL	GBX1	True	False	False	False	False	False	C
Q8NI51	P04899	CTCFL	GNAI2	True	False	False	False	False	False	C
Q8NI51	Q8TDY8	CTCFL	IGDCC4	True	False	False	False	False	False	C
Q8NI51	Q9NTI7	CTCFL	INKA2	True	False	False	False	False	False	C
Q8NI51	Q9Y219	CTCFL	JAG2	True	False	False	False	False	False	C
Q8NI51	Q9Y2W7	CTCFL	KCNIP3	True	False	False	False	False	False	C
Q8NI51	Q5JUK3	CTCFL	KCNT1	True	False	False	False	False	False	C
Q8NI51	Q9P206	CTCFL	NHSL3	True	False	False	False	False	False	C
Q8NI51	Q9BRK4	CTCFL	LZTS2	True	False	False	False	False	False	C
Q8NI51	Q9UPT6	CTCFL	MAPK8IP3	True	False	False	False	False	False	C
Q8NI51	Q9Y2H9	CTCFL	MAST1	True	False	False	False	False	False	C
Q8NI51	Q86YT6	CTCFL	MIB1	True	False	False	False	False	False	C
Q8NI51	Q9NRX3	CTCFL	NDUFA4L2	True	False	False	False	False	False	C
Q8NI51	Q9H3P2	CTCFL	NELFA	True	False	False	False	False	False	C
Q8NI51	Q16236	CTCFL	NFE2L2	True	False	False	False	False	False	C
Q8NI51	Q7Z6K4	CTCFL	NRARP	True	False	False	False	False	False	C
Q8NI51	Q9P2S2	CTCFL	NRXN2	True	False	False	False	False	False	C
Q8NI51	P58401	CTCFL	NRXN2	True	False	False	False	False	False	C
Q8NI51	Q92508	CTCFL	PIEZO1	True	False	False	False	False	False	C
Q8NI51	P11309	CTCFL	PIM1	True	False	False	False	False	False	C
Q8NI51	O94827	CTCFL	PLEKHG5	True	False	False	False	False	False	C
Q8NI51	P49593	CTCFL	PPM1F	True	False	False	False	False	False	C
Q8NI51	Q00577	CTCFL	PURA	True	False	False	False	False	False	C
Q8NI51	P49023	CTCFL	PXN	True	False	False	False	False	False	C
Q8NI51	Q96JH8	CTCFL	RADIL	True	False	False	False	False	False	C
Q8NI51	Q01974	CTCFL	ROR2	True	False	False	False	False	False	C
Q8NI51	Q15772	CTCFL	SPEG	True	False	False	False	False	False	C
Q8NI51	O95425	CTCFL	SVIL	True	False	False	False	False	False	C
Q8NI51	Q9P2M4	CTCFL	TBC1D14	True	False	False	False	False	False	C
Q8NI51	O95365	CTCFL	ZBTB7A	True	False	False	False	False	False	C
Q8NI51	Q9ULJ6	CTCFL	ZMIZ1	True	False	False	False	False	False	C
Q8NI51	Q8TD17	CTCFL	ZNF398	True	False	False	False	False	False	C
Q8NI51	Q2M1K9	CTCFL	ZNF423	True	False	False	False	False	False	C
P39880	P23526	CUX1	AHCY	True	False	False	False	False	False	C
Q13948	P23526	CUX1	AHCY	True	False	False	False	False	False	C
P39880	Q8N157	CUX1	AHI1	True	False	False	False	False	False	C
Q13948	Q8N157	CUX1	AHI1	True	False	False	False	False	False	C
P39880	Q9BYJ1	CUX1	ALOXE3	True	False	False	False	False	False	C
Q13948	Q9BYJ1	CUX1	ALOXE3	True	False	False	False	False	False	C
P39880	P04114	CUX1	APOB	True	False	False	False	False	False	C
Q13948	P04114	CUX1	APOB	True	False	False	False	False	False	C
P39880	Q14865	CUX1	ARID5B	True	False	False	False	False	False	C
Q13948	Q14865	CUX1	ARID5B	True	False	False	False	False	False	C
P39880	Q9Y2T1	CUX1	AXIN2	True	False	False	False	False	False	C
Q13948	Q9Y2T1	CUX1	AXIN2	True	False	False	False	False	False	C
P39880	Q2KHT3	CUX1	CLEC16A	True	False	False	False	False	False	C
Q13948	Q2KHT3	CUX1	CLEC16A	True	False	False	False	False	False	C
P39880	Q9Y4D1	CUX1	DAAM1	True	False	False	False	False	False	C
Q13948	Q9Y4D1	CUX1	DAAM1	True	False	False	False	False	False	C
P39880	Q8WUY9	CUX1	DEPDC1B	True	False	False	False	False	False	C
Q13948	Q8WUY9	CUX1	DEPDC1B	True	False	False	False	False	False	C
P39880	P13639	CUX1	EEF2	True	False	False	False	False	False	B
Q13948	P13639	CUX1	EEF2	True	False	False	False	False	False	B
Q99814	P39880	EPAS1	CUX1	True	False	False	False	False	False	B
Q99814	Q13948	EPAS1	CUX1	True	False	False	False	False	False	B
P39880	P43268	CUX1	ETV4	True	False	False	False	False	False	C
Q13948	P43268	CUX1	ETV4	True	False	False	False	False	False	C
P55317	P39880	FOXA1	CUX1	True	False	False	False	False	False	B
P55317	Q13948	FOXA1	CUX1	True	False	False	False	False	False	B
P39880	O60547	CUX1	GMDS	True	False	False	False	False	False	C
Q13948	O60547	CUX1	GMDS	True	False	False	False	False	False	C
P39880	P10809	CUX1	HSPD1	True	False	False	False	False	False	C
Q13948	P10809	CUX1	HSPD1	True	False	False	False	False	False	C
P39880	P16144	CUX1	ITGB4	True	False	False	False	False	False	C
Q13948	P16144	CUX1	ITGB4	True	False	False	False	False	False	C
P39880	P18084	CUX1	ITGB5	True	False	False	False	False	False	C
Q13948	P18084	CUX1	ITGB5	True	False	False	False	False	False	C
P39880	Q6IE81	CUX1	JADE1	True	False	False	False	False	False	C
Q13948	Q6IE81	CUX1	JADE1	True	False	False	False	False	False	C
P39880	Q5T5P2	CUX1	KIAA1217	True	False	False	False	False	False	C
Q13948	Q5T5P2	CUX1	KIAA1217	True	False	False	False	False	False	C
P39880	Q9BVG8	CUX1	KIFC3	True	False	False	False	False	False	C
Q13948	Q9BVG8	CUX1	KIFC3	True	False	False	False	False	False	C
P39880	O94854	CUX1	MACF1	True	False	False	False	False	False	C
P39880	Q9UPN3	CUX1	MACF1	True	False	False	False	False	False	C
Q13948	O94854	CUX1	MACF1	True	False	False	False	False	False	C
Q13948	Q9UPN3	CUX1	MACF1	True	False	False	False	False	False	C
P39880	Q96RN5	CUX1	MED15	True	False	False	False	False	False	C
Q13948	Q96RN5	CUX1	MED15	True	False	False	False	False	False	C
P39880	Q96S97	CUX1	MYADM	True	False	False	False	False	False	C
Q13948	Q96S97	CUX1	MYADM	True	False	False	False	False	False	C
P08651	P39880	NFIC	CUX1	True	False	False	False	False	False	C
P39880	P08651	CUX1	NFIC	True	False	False	False	False	False	C
P08651	Q13948	NFIC	CUX1	True	False	False	False	False	False	C
Q13948	P08651	CUX1	NFIC	True	False	False	False	False	False	C
P39880	P11309	CUX1	PIM1	True	False	False	False	False	False	C
Q13948	P11309	CUX1	PIM1	True	False	False	False	False	False	C
P39880	Q8TCU6	CUX1	PREX1	True	False	False	False	False	False	C
Q13948	Q8TCU6	CUX1	PREX1	True	False	False	False	False	False	C
P39880	Q9UHX1	CUX1	PUF60	True	False	False	False	False	False	C
Q13948	Q9UHX1	CUX1	PUF60	True	False	False	False	False	False	C
P39880	Q9BYM8	CUX1	RBCK1	True	False	False	False	False	False	C
Q13948	Q9BYM8	CUX1	RBCK1	True	False	False	False	False	False	C
Q01196	P39880	RUNX1	CUX1	True	False	False	False	False	False	B
Q01196	Q13948	RUNX1	CUX1	True	False	False	False	False	False	B
P39880	Q9UHD8	CUX1	SEPTIN9	True	False	False	False	False	False	C
Q13948	Q9UHD8	CUX1	SEPTIN9	True	False	False	False	False	False	C
P39880	O15427	CUX1	SLC16A3	True	False	False	False	False	False	C
Q13948	O15427	CUX1	SLC16A3	True	False	False	False	False	False	C
P39880	Q6XR72	CUX1	SLC30A10	True	False	False	False	False	False	C
Q13948	Q6XR72	CUX1	SLC30A10	True	False	False	False	False	False	C
P39880	Q01082	CUX1	SPTBN1	True	False	False	False	False	False	C
Q13948	Q01082	CUX1	SPTBN1	True	False	False	False	False	False	C
P39880	Q13501	CUX1	SQSTM1	True	False	False	False	False	False	C
Q13948	Q13501	CUX1	SQSTM1	True	False	False	False	False	False	C
P39880	Q9C0H9	CUX1	SRCIN1	True	False	False	False	False	False	C
Q13948	Q9C0H9	CUX1	SRCIN1	True	False	False	False	False	False	C
P39880	Q86TI0	CUX1	TBC1D1	True	False	False	False	False	False	C
Q13948	Q86TI0	CUX1	TBC1D1	True	False	False	False	False	False	C
P39880	Q92609	CUX1	TBC1D5	True	False	False	False	False	False	C
Q13948	Q92609	CUX1	TBC1D5	True	False	False	False	False	False	C
P39880	Q8IWB9	CUX1	TEX2	True	False	False	False	False	False	C
Q13948	Q8IWB9	CUX1	TEX2	True	False	False	False	False	False	C
P39880	Q9BSL1	CUX1	UBAC1	True	False	False	False	False	False	C
Q13948	Q9BSL1	CUX1	UBAC1	True	False	False	False	False	False	C
P39880	Q9H8U3	CUX1	ZFAND3	True	False	False	False	False	False	C
Q13948	Q9H8U3	CUX1	ZFAND3	True	False	False	False	False	False	C
O75398	Q96BM1	DEAF1	ANKRD9	True	False	False	False	False	False	C
O75398	P78352	DEAF1	DLG4	True	False	False	False	False	False	C
O75398	Q6PCT2	DEAF1	FBXL19	True	False	False	False	False	False	C
O75398	Q96N19	DEAF1	GPR137	True	False	False	False	False	False	C
O75398	Q8IU81	DEAF1	IRF2BP1	True	False	False	False	False	False	C
O75398	Q6GMV3	DEAF1	PTRHD1	True	False	False	False	False	False	C
O75398	Q96HE8	DEAF1	TMEM80	True	False	False	False	False	False	C
Q9UBX2	Q9P2N4	DUX4	ADAMTS9	True	False	False	False	False	False	C
Q9UBX2	Q32M45	DUX4	ANO4	True	False	False	False	False	False	C
Q9UBX2	Q6VMQ6	DUX4	ATF7IP	True	False	False	False	False	False	C
Q9UBX2	Q8WXX7	DUX4	AUTS2	True	False	False	False	False	False	C
Q9UBX2	Q6TFL3	DUX4	CCDC171	True	False	False	False	False	False	C
Q9UBX2	Q8TD46	DUX4	CD200R1	True	False	False	False	False	False	C
Q9UBX2	O15078	DUX4	CEP290	True	False	False	False	False	False	C
Q9UBX2	Q8NE35	DUX4	CPEB3	True	False	False	False	False	False	C
Q9UBX2	O43927	DUX4	CXCL13	True	False	False	False	False	False	C
Q9UBX2	P11532	DUX4	DMD	True	False	False	False	False	False	C
Q9UBX2	Q05BV3	DUX4	EML5	True	False	False	False	False	False	C
Q9UBX2	P62508	DUX4	ESRRG	True	False	False	False	False	False	C
Q9UBX2	Q96A65	DUX4	EXOC4	True	False	False	False	False	False	C
Q9UBX2	Q9UKA1	DUX4	FBXL5	True	False	False	False	False	False	C
Q9UBX2	Q4L180	DUX4	FILIP1L	True	False	False	False	False	False	C
Q9UBX2	P35269	DUX4	GTF2F1	True	False	False	False	False	False	C
Q9UBX2	Q8WYA0	DUX4	IFT81	True	False	False	False	False	False	C
Q9UBX2	Q13423	DUX4	NNT	True	False	False	False	False	False	C
Q9UBX2	Q9H7Z3	DUX4	NRDE2	True	False	False	False	False	False	C
Q9UBX2	Q7Z3B4	DUX4	NUP54	True	False	False	False	False	False	C
Q9UBX2	Q9NP74	DUX4	PALMD	True	False	False	False	False	False	C
Q9UBX2	P54277	DUX4	PMS1	True	False	False	False	False	False	C
Q9UBX2	P24723	DUX4	PRKCH	True	False	False	False	False	False	C
Q9UBX2	C0HM02	DUX4	PRKCH	True	False	False	False	False	False	C
Q9UBX2	P49768	DUX4	PSEN1	True	False	False	False	False	False	C
Q9UBX2	Q9P0K7	DUX4	RAI14	True	False	False	False	False	False	C
Q9UBX2	Q7Z6E9	DUX4	RBBP6	True	False	False	False	False	False	C
Q9UBX2	O94955	DUX4	RHOBTB3	True	False	False	False	False	False	C
Q9UBX2	Q15849	DUX4	SLC14A2	True	False	False	False	False	False	C
Q9UBX2	P11168	DUX4	SLC2A2	True	False	False	False	False	False	C
Q9UBX2	Q9P246	DUX4	STIM2	True	False	False	False	False	False	C
Q9UBX2	Q9NX95	DUX4	SYBU	True	False	False	False	False	False	C
Q9UBX2	Q6NXT6	DUX4	TAPT1	True	False	False	False	False	False	C
Q9UBX2	A2VDJ0	DUX4	TMEM131L	True	False	False	False	False	False	C
Q9UBX2	Q8IUR5	DUX4	TMTC1	True	False	False	False	False	False	C
Q9UBX2	Q9Y6I4	DUX4	USP3	True	False	False	False	False	False	C
Q9UBX2	A4UGR9	DUX4	XIRP2	True	False	False	False	False	False	C
Q9UBX2	O60315	DUX4	ZEB2	True	False	False	False	False	False	C
Q01094	P49588	E2F1	AARS1	True	False	False	False	False	False	A
Q01094	O95477	E2F1	ABCA1	True	False	False	False	False	False	A
Q01094	Q12979	E2F1	ABR	True	False	False	False	False	False	C
Q01094	Q8N961	E2F1	ABTB2	True	False	False	False	False	False	C
Q01094	Q96P50	E2F1	ACAP3	True	False	False	False	False	False	B
Q01094	P33121	E2F1	ACSL1	True	False	False	False	False	False	A
Q01094	P61160	E2F1	ACTR2	True	False	False	False	False	False	A
Q01094	Q08828	E2F1	ADCY1	True	False	False	False	False	False	C
Q01094	P28332	E2F1	ADH6	True	False	False	False	False	False	A
Q01094	P51825	E2F1	AFF1	True	False	False	False	False	False	B
Q01094	Q8NDL9	E2F1	AGBL5	True	False	False	False	False	False	C
Q01094	P00568	E2F1	AK1	True	False	False	False	False	False	C
Q01094	Q9UIJ7	E2F1	AK3	True	False	False	False	False	False	A
Q01094	P20292	E2F1	ALOX5AP	True	False	False	False	False	False	A
Q01094	Q01432	E2F1	AMPD3	True	False	False	False	False	False	A
Q01094	Q9UJX4	E2F1	ANAPC5	True	False	False	False	False	False	B
Q01094	Q6P6B7	E2F1	ANKRD16	True	False	False	False	False	False	A
Q01094	Q8IVF6	E2F1	ANKRD18A	True	False	False	False	False	False	C
Q01094	A2A2Z9	E2F1	ANKRD18B	True	False	False	False	False	False	C
Q01094	Q9NW15	E2F1	ANO10	True	False	False	False	False	False	B
Q01094	P07355	E2F1	ANXA2	True	False	False	False	False	False	B
Q01094	Q3ZCQ2	E2F1	ANXA2R	True	False	False	False	False	False	B
Q01094	O95782	E2F1	AP2A1	True	False	False	False	False	False	B
Q01094	Q9UPM8	E2F1	AP4E1	True	False	False	False	False	False	C
Q01094	O00189	E2F1	AP4M1	True	False	False	False	False	False	C
Q01094	Q02410	E2F1	APBA1	True	False	False	False	False	False	C
Q01094	Q96LR9	E2F1	APOLD1	True	False	False	False	False	False	B
Q01094	Q5T5U3	E2F1	ARHGAP21	True	False	False	False	False	False	C
Q01094	Q9UNA1	E2F1	ARHGAP26	True	False	False	False	False	False	C
Q01094	Q96PE2	E2F1	ARHGEF17	True	False	False	False	False	False	A
Q01094	O14497	E2F1	ARID1A	True	False	False	False	False	False	B
Q01094	Q8NFD5	E2F1	ARID1B	True	False	False	False	False	False	B
Q01094	Q9Y4X5	E2F1	ARIH1	True	False	False	False	False	False	C
Q01094	Q8N8L6	E2F1	ARL10	True	False	False	False	False	False	A
Q01094	Q8IUR7	E2F1	ARMC8	True	False	False	False	False	False	A
Q01094	Q9BPX5	E2F1	ARPC5L	True	False	False	False	False	False	B
Q01094	Q96B67	E2F1	ARRDC3	True	False	False	False	False	False	B
Q01094	Q9H1I8	E2F1	ASCC2	True	False	False	False	False	False	A
Q01094	Q8NAA4	E2F1	ATG16L2	True	False	False	False	False	False	B
Q01094	O00244	E2F1	ATOX1	True	False	False	False	False	False	B
Q01094	Q9UN42	E2F1	ATP1B4	True	False	False	False	False	False	C
Q01094	Q01814	E2F1	ATP2B2	True	False	False	False	False	False	C
Q01094	O14977	E2F1	AZIN1	True	False	False	False	False	False	C
Q01094	Q9UPM9	E2F1	B9D1	True	False	False	False	False	False	B
Q01094	Q6W2J9	E2F1	BCOR	True	False	False	False	False	False	B
Q01094	Q02338	E2F1	BDH1	True	False	False	False	False	False	A
Q01094	Q12934	E2F1	BFSP1	True	False	False	False	False	False	B
Q01094	Q8NDY6	E2F1	BHLHE23	True	False	False	False	False	False	C
Q01094	O14503	E2F1	BHLHE40	True	False	False	False	False	False	A
Q01094	Q6AI39	E2F1	BICRAL	True	False	False	False	False	False	B
Q01094	P54132	E2F1	BLM	True	False	False	False	False	False	B
Q01094	P53004	E2F1	BLVRA	True	False	False	False	False	False	A
Q01094	P07738	E2F1	BPGM	True	False	False	False	False	False	C
Q01094	P25440	E2F1	BRD2	True	False	False	False	False	False	A
Q01094	O60885	E2F1	BRD4	True	False	False	False	False	False	B
Q01094	Q8IYL3	E2F1	C1orf174	True	False	False	False	False	False	C
Q01094	Q9H246	E2F1	C1orf21	True	False	False	False	False	False	C
Q01094	A6NLJ0	E2F1	C2CD4B	True	False	False	False	False	False	C
Q01094	Q02641	E2F1	CACNB1	True	False	False	False	False	False	C
Q01094	P0DP23	E2F1	CALM1	True	False	False	False	False	False	C
Q01094	P27824	E2F1	CANX	True	False	False	False	False	False	B
Q01094	Q9Y2V2	E2F1	CARHSP1	True	False	False	False	False	False	C
Q01094	P41180	E2F1	CASR	True	False	False	False	False	False	A
Q01094	P20810	E2F1	CAST	True	False	False	False	False	False	B
Q01094	O75828	E2F1	CBR3	True	False	False	False	False	False	B
Q01094	P35520	E2F1	CBS	True	False	False	False	False	False	A
Q01094	Q96M83	E2F1	CCDC7	True	False	False	False	False	False	A
Q01094	P78396	E2F1	CCNA1	True	False	False	False	False	False	C
Q01094	P21854	E2F1	CD72	True	False	False	False	False	False	A
Q01094	Q9BWV3	E2F1	CDADC1	True	False	False	False	False	False	C
Q01094	Q6DT37	E2F1	CDC42BPG	True	False	False	False	False	False	C
Q01094	Q9H3Q1	E2F1	CDC42EP4	True	False	False	False	False	False	B
Q01094	Q96GN5	E2F1	CDCA7L	True	False	False	False	False	False	B
Q01094	Q9HBT6	E2F1	CDH20	True	False	False	False	False	False	A
Q01094	P33151	E2F1	CDH5	True	False	False	False	False	False	A
Q01094	Q92879	E2F1	CELF1	True	False	False	False	False	False	A
Q01094	Q49MI3	E2F1	CERKL	True	False	False	False	False	False	C
Q01094	P23528	E2F1	CFL1	True	False	False	False	False	False	B
Q01094	Q3L8U1	E2F1	CHD9	True	False	False	False	False	False	B
Q01094	P35790	E2F1	CHKA	True	False	False	False	False	False	A
Q01094	Q7Z460	E2F1	CLASP1	True	False	False	False	False	False	B
Q01094	O75122	E2F1	CLASP2	True	False	False	False	False	False	A
Q01094	Q96B33	E2F1	CLDN23	True	False	False	False	False	False	A
Q01094	O00501	E2F1	CLDN5	True	False	False	False	False	False	A
Q01094	P30622	E2F1	CLIP1	True	False	False	False	False	False	B
Q01094	Q9UDT6	E2F1	CLIP2	True	False	False	False	False	False	C
Q01094	Q15846	E2F1	CLUL1	True	False	False	False	False	False	C
Q01094	Q9P003	E2F1	CNIH4	True	False	False	False	False	False	A
Q01094	Q96F85	E2F1	CNRIP1	True	False	False	False	False	False	C
Q01094	Q8NFW1	E2F1	COL22A1	True	False	False	False	False	False	C
Q01094	P02458	E2F1	COL2A1	True	False	False	False	False	False	C
Q01094	Q9BWP8	E2F1	COLEC11	True	False	False	False	False	False	C
Q01094	Q96H96	E2F1	COQ2	True	False	False	False	False	False	A
Q01094	Q7KZN9	E2F1	COX15	True	False	False	False	False	False	A
Q01094	Q9UKF6	E2F1	CPSF3	True	False	False	False	False	False	C
Q01094	P50416	E2F1	CPT1A	True	False	False	False	False	False	B
Q01094	Q53ET0	E2F1	CRTC2	True	False	False	False	False	False	C
Q01094	Q9Y4K1	E2F1	CRYBG1	True	False	False	False	False	False	B
Q01094	Q8N1P7	E2F1	CRYBG2	True	False	False	False	False	False	C
Q01094	Q8WYN3	E2F1	CSRNP3	True	False	False	False	False	False	A
Q01094	P56545	E2F1	CTBP2	True	False	False	False	False	False	B
Q01094	Q93034	E2F1	CUL5	True	False	False	False	False	False	A
Q01094	Q7LFL8	E2F1	CXXC5	True	False	False	False	False	False	B
Q01094	Q9NUQ9	E2F1	CYRIB	True	False	False	False	False	False	B
Q01094	Q8WVC6	E2F1	DCAKD	True	False	False	False	False	False	B
Q01094	Q96SD1	E2F1	DCLRE1C	True	False	False	False	False	False	A
Q01094	O94760	E2F1	DDAH1	True	False	False	False	False	False	C
Q01094	Q9NX09	E2F1	DDIT4	True	False	False	False	False	False	A
Q01094	P78524	E2F1	DENND2B	True	False	False	False	False	False	B
Q01094	Q96HU8	E2F1	DIRAS2	True	False	False	False	False	False	A
Q01094	O43261	E2F1	DLEU1	True	False	False	False	False	False	B
Q01094	P78352	E2F1	DLG4	True	False	False	False	False	False	B
Q01094	P31689	E2F1	DNAJA1	True	False	False	False	False	False	C
Q01094	Q8TEK3	E2F1	DOT1L	True	False	False	False	False	False	C
Q01094	Q92785	E2F1	DPF2	True	False	False	False	False	False	A
Q01094	Q9UL01	E2F1	DSE	True	False	False	False	False	False	B
Q01094	Q99956	E2F1	DUSP9	True	False	False	False	False	False	C
Q01094	Q13409	E2F1	DYNC1I2	True	False	False	False	False	False	A
Q01094	P68104	E2F1	EEF1A1	True	False	False	False	False	False	B
Q01094	P57772	E2F1	EEFSEC	True	False	False	False	False	False	C
Q01094	P52803	E2F1	EFNA5	True	False	False	False	False	False	B
Q01094	P00533	E2F1	EGFR	True	False	False	False	False	False	A
Q01094	Q9H6Z9	E2F1	EGLN3	True	False	False	False	False	False	B
Q01094	Q14152	E2F1	EIF3A	True	False	False	False	False	False	A
Q01094	P55010	E2F1	EIF5	True	False	False	False	False	False	C
Q01094	Q15723	E2F1	ELF2	True	False	False	False	False	False	B
Q01094	Q7L5Y1	E2F1	ENOSF1	True	False	False	False	False	False	C
Q01094	Q07075	E2F1	ENPEP	True	False	False	False	False	False	A
Q01094	Q7L775	E2F1	EPM2AIP1	True	False	False	False	False	False	C
Q01094	Q12929	E2F1	EPS8	True	False	False	False	False	False	C
Q01094	Q13216	E2F1	ERCC8	True	False	False	False	False	False	A
Q01094	Q969X5	E2F1	ERGIC1	True	False	False	False	False	False	C
Q01094	A8K979	E2F1	ERI2	True	False	False	False	False	False	B
Q01094	Q96CN4	E2F1	EVI5L	True	False	False	False	False	False	B
Q01094	Q8NB25	E2F1	FAM184A	True	False	False	False	False	False	A
Q01094	Q8TBF8	E2F1	FAM81A	True	False	False	False	False	False	B
Q01094	Q00597	E2F1	FANCC	True	False	False	False	False	False	C
Q01094	Q14517	E2F1	FAT1	True	False	False	False	False	False	C
Q01094	Q9UK97	E2F1	FBXO9	True	False	False	False	False	False	C
Q01094	Q0JRZ9	E2F1	FCHO2	True	False	False	False	False	False	C
Q01094	Q8TAT2	E2F1	FGFBP3	True	False	False	False	False	False	C
Q01094	P07954	E2F1	FH	True	False	False	False	False	False	A
Q01094	Q13451	E2F1	FKBP5	True	False	False	False	False	False	B
Q01094	Q4VC44	E2F1	FLYWCH1	True	False	False	False	False	False	C
Q01094	Q53EP0	E2F1	FNDC3B	True	False	False	False	False	False	B
Q01094	Q9Y261	E2F1	FOXA2	True	False	False	False	False	False	A
Q01094	Q9BYC5	E2F1	FUT8	True	False	False	False	False	False	B
Q01094	P54803	E2F1	GALC	True	False	False	False	False	False	A
Q01094	P23771	E2F1	GATA3	True	False	False	False	False	False	A
Q01094	Q86YP4	E2F1	GATAD2A	True	False	False	False	False	False	B
Q01094	Q8TB36	E2F1	GDAP1	True	False	False	False	False	False	B
Q01094	Q14691	E2F1	GINS1	True	False	False	False	False	False	B
Q01094	Q53GS7	E2F1	GLE1	True	False	False	False	False	False	C
Q01094	P10071	E2F1	GLI3	True	False	False	False	False	False	B
Q01094	O95467	E2F1	GNAS	True	False	False	False	False	False	C
Q01094	P84996	E2F1	GNAS	True	False	False	False	False	False	C
Q01094	P63092	E2F1	GNAS	True	False	False	False	False	False	C
Q01094	Q5JWF2	E2F1	GNAS	True	False	False	False	False	False	C
Q01094	Q9BVP2	E2F1	GNL3	True	False	False	False	False	False	A
Q01094	Q5T848	E2F1	GPR158	True	False	False	False	False	False	A
Q01094	Q9C091	E2F1	GREB1L	True	False	False	False	False	False	C
Q01094	Q16478	E2F1	GRIK5	True	False	False	False	False	False	A
Q01094	Q14687	E2F1	GSE1	True	False	False	False	False	False	B
Q01094	P78417	E2F1	GSTO1	True	False	False	False	False	False	C
Q01094	O14929	E2F1	HAT1	True	False	False	False	False	False	A
Q01094	P69905	E2F1	HBA1	True	False	False	False	False	False	A
Q01094	P51858	E2F1	HDGF	True	False	False	False	False	False	C
Q01094	Q00341	E2F1	HDLBP	True	False	False	False	False	False	B
Q01094	Q9ULT8	E2F1	HECTD1	True	False	False	False	False	False	C
Q01094	Q15034	E2F1	HERC3	True	False	False	False	False	False	B
Q01094	Q15011	E2F1	HERPUD1	True	False	False	False	False	False	A
Q01094	Q30201	E2F1	HFE	True	False	False	False	False	False	A
Q01094	P15822	E2F1	HIVEP1	True	False	False	False	False	False	A
Q01094	P31629	E2F1	HIVEP2	True	False	False	False	False	False	B
Q01094	P09429	E2F1	HMGB1	True	False	False	False	False	False	B
Q01094	Q96ED9	E2F1	HOOK2	True	False	False	False	False	False	B
Q01094	P35367	E2F1	HRH1	True	False	False	False	False	False	C
Q01094	P10809	E2F1	HSPD1	True	False	False	False	False	False	A
Q01094	Q02363	E2F1	ID2	True	False	False	False	False	False	C
Q01094	Q02535	E2F1	ID3	True	False	False	False	False	False	B
Q01094	P46695	E2F1	IER3	True	False	False	False	False	False	A
Q01094	Q9P2H3	E2F1	IFT80	True	False	False	False	False	False	A
Q01094	Q9Y6M1	E2F1	IGF2BP2	True	False	False	False	False	False	B
Q01094	P42701	E2F1	IL12RB1	True	False	False	False	False	False	A
Q01094	Q1A5X6	E2F1	IQCJ	True	False	False	False	False	False	B
Q01094	Q8N0W5	E2F1	IQCK	True	False	False	False	False	False	A
Q01094	Q15306	E2F1	IRF4	True	False	False	False	False	False	A
Q01094	Q02556	E2F1	IRF8	True	False	False	False	False	False	C
Q01094	P35568	E2F1	IRS1	True	False	False	False	False	False	B
Q01094	P20701	E2F1	ITGAL	True	False	False	False	False	False	A
Q01094	P05556	E2F1	ITGB1	True	False	False	False	False	False	B
Q01094	Q6IE81	E2F1	JADE1	True	False	False	False	False	False	C
Q01094	Q9NQC1	E2F1	JADE2	True	False	False	False	False	False	B
Q01094	Q15652	E2F1	JMJD1C	True	False	False	False	False	False	B
Q01094	Q9BR39	E2F1	JPH2	True	False	False	False	False	False	A
Q01094	P17535	E2F1	JUND	True	False	False	False	False	False	B
Q01094	Q8IY47	E2F1	KBTBD2	True	False	False	False	False	False	B
Q01094	Q03721	E2F1	KCNC4	True	False	False	False	False	False	C
Q01094	Q8TDN1	E2F1	KCNG4	True	False	False	False	False	False	A
Q01094	Q9NPI9	E2F1	KCNJ16	True	False	False	False	False	False	A
Q01094	P63252	E2F1	KCNJ2	True	False	False	False	False	False	A
Q01094	P57789	E2F1	KCNK10	True	False	False	False	False	False	A
Q01094	Q96SI1	E2F1	KCTD15	True	False	False	False	False	False	B
Q01094	Q9Y4C1	E2F1	KDM3A	True	False	False	False	False	False	C
Q01094	Q9H3R0	E2F1	KDM4C	True	False	False	False	False	False	A
Q01094	Q9P206	E2F1	NHSL3	True	False	False	False	False	False	B
Q01094	Q9HCI6	E2F1	KIAA1586	True	False	False	False	False	False	C
Q01094	Q8NI77	E2F1	KIF18A	True	False	False	False	False	False	B
Q01094	Q5T7B8	E2F1	KIF24	True	False	False	False	False	False	A
Q01094	Q13118	E2F1	KLF10	True	False	False	False	False	False	A
Q01094	Q8NBE8	E2F1	KLHL23	True	False	False	False	False	False	C
Q01094	Q96PQ7	E2F1	KLHL5	True	False	False	False	False	False	C
Q01094	Q14974	E2F1	KPNB1	True	False	False	False	False	False	C
Q01094	O95678	E2F1	KRT75	True	False	False	False	False	False	A
Q01094	P13473	E2F1	LAMP2	True	False	False	False	False	False	C
Q01094	Q53QV2	E2F1	LBH	True	False	False	False	False	False	C
Q01094	P18858	E2F1	LIG1	True	False	False	False	False	False	B
Q01094	Q6MZP7	E2F1	LIN54	True	False	False	False	False	False	C
Q01094	Q96FE5	E2F1	LINGO1	True	False	False	False	False	False	A
Q01094	P20700	E2F1	LMNB1	True	False	False	False	False	False	B
