dtxsid,source_class,assay_source,assay_name,assay_component,endpoint_name,organism,human_label,active_hit_call,hit_call_continuous,ac50_uM,bmd_uM,scaled_top,intended_target_family,intended_target_type,intended_target_subtype,biological_process_target,cell_or_tissue,gene_symbols,entrez_gene_ids,uniprot_accessions,flags
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RT_HEK293_GLO_24hr_viability,TOX21_RT_HEK293_GLO_24hr_viability,human,1,0,-4.2479547758e-06,38.29310344827585,182.7404828680894,0.14853115051280366,cell cycle,cellular,cellular,cell proliferation,HEK293,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RT_HEK293_GLO_32hr_viability,TOX21_RT_HEK293_GLO_32hr_viability,human,1,0,-9.047657111e-07,22.336925849765702,24.073709081958558,0.5125351405822404,cell cycle,cellular,cellular,cell proliferation,HEK293,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RT_HEK293_GLO_40hr_viability,TOX21_RT_HEK293_GLO_40hr_viability,human,1,0,-2.12754050003e-05,25.104375094404087,26.625199971242722,0.5520472247185687,cell cycle,cellular,cellular,cell proliferation,HEK293,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RT_HEPG2_FLO_00hr_viability,TOX21_RT_HEPG2_FLO_00hr_viability,human,1,0,-1.0705348679e-06,38.29310344827585,800,-0.02268941554529179,cell cycle,cellular,cellular,cell proliferation,HepG2,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RT_HEPG2_FLO_08hr_viability,TOX21_RT_HEPG2_FLO_08hr_viability,human,1,0,-9.601109782e-07,7.598316855589862,54.692422848563034,-0.4048783909317112,cell cycle,cellular,cellular,cell proliferation,HepG2,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RT_HEPG2_FLO_16hr_viability,TOX21_RT_HEPG2_FLO_16hr_viability,human,1,0,-2.2539215315e-06,38.29310344827585,523.4491040583811,-0.0667885997678052,cell cycle,cellular,cellular,cell proliferation,HepG2,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RT_HEPG2_FLO_24hr_viability,TOX21_RT_HEPG2_FLO_24hr_viability,human,1,0,-1.564578532e-07,38.29310344827585,800,-0.02814870982758745,cell cycle,cellular,cellular,cell proliferation,HepG2,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RT_HEPG2_FLO_32hr_viability,TOX21_RT_HEPG2_FLO_32hr_viability,human,1,0,-7.05253903e-08,38.29310344827585,800,-0.047351830103812304,cell cycle,cellular,cellular,cell proliferation,HepG2,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RT_HEPG2_FLO_40hr_viability,TOX21_RT_HEPG2_FLO_40hr_viability,human,1,0,0,11.490377913490915,,-0.31143325986301285,cell cycle,cellular,cellular,cell proliferation,HepG2,,,,Average number of replicates per conc < 2 | No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RT_HEPG2_GLO_00hr_viability,TOX21_RT_HEPG2_GLO_00hr_viability,human,1,0,-8.2428373e-09,68.15896164858576,74.97036717325572,0.3311169400832938,cell cycle,cellular,cellular,cell proliferation,HepG2,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RT_HEPG2_GLO_08hr_viability,TOX21_RT_HEPG2_GLO_08hr_viability,human,1,0,-8.0572e-12,38.29310344827585,61.88853993036743,0.2128912626007137,cell cycle,cellular,cellular,cell proliferation,HepG2,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RT_HEPG2_GLO_16hr_viability,TOX21_RT_HEPG2_GLO_16hr_viability,human,1,0,-1.7814439e-09,38.29310344827585,111.26499647449793,0.09547735519312647,cell cycle,cellular,cellular,cell proliferation,HepG2,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RT_HEPG2_GLO_32hr_viability,TOX21_RT_HEPG2_GLO_32hr_viability,human,1,0,2.0993105047e-06,71.5603464570516,68.09273128082012,-0.5743375993711577,cell cycle,cellular,cellular,cell proliferation,HepG2,,,,Average number of replicates per conc < 2
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RT_HEPG2_GLO_40hr_viability,TOX21_RT_HEPG2_GLO_40hr_viability,human,1,0,0.0002735665207898,67.86644560538824,11.202418033137093,-0.5993880670009091,cell cycle,cellular,cellular,cell proliferation,HepG2,,,,Average number of replicates per conc < 2 | Inactive with multiple concs above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_SHH_3T3_GLI3_LUC_Agonist,TOX21_SHH_3T3_GLI3_LUC_Agonist,mouse,0,0,0,9.138987705581261,,-0.08840875598317055,dna binding,pathway,pathway-specified,regulation of transcription factor activity,NIH/3T3,SHH,6469,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_SHH_3T3_GLI3_LUC_Agonist_viability,TOX21_SHH_3T3_GLI3_LUC_Agonist_viability,mouse,0,0,0,0.0013125414385085745,,0.14823484046159613,cell cycle,cellular,cellular,cell proliferation,NIH/3T3,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_SHH_3T3_GLI3_LUC_Antagonist,TOX21_SHH_3T3_GLI3_LUC_Antagonist,mouse,0,0,0,12.64878222149296,,-0.27682347247928046,dna binding,pathway,pathway-specified,regulation of transcription factor activity,NIH/3T3,SHH,6469,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_SHH_3T3_GLI3_LUC_Antagonist_viability,TOX21_SHH_3T3_GLI3_LUC_Antagonist_viability,mouse,0,0,0,0.0010452615635343871,,-0.10020428024677223,cell cycle,cellular,cellular,cell proliferation,NIH/3T3,,,,
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AChE_Fluor_Antagonist,TOX21_AChE_Fluor_Antagonist,human,1,0,0,28.7198275862069,,0.029907062265971764,esterase,protein,protein-specified,regulation of catalytic activity,SH-SY5Y,ACHE,43,P22303,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_DT40_100_LUC,TOX21_DT40_100_LUC,chicken,0,0,-2.16e-14,46.05760368663595,900,0.008529965917603246,cell cycle,pathway,pathway-specified,regulation of DNA repair,DT40,RAD54L;XRCC6P1,387703;8438,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_DT40_657_LUC,TOX21_DT40_657_LUC,chicken,0,0,0.0002715263861035,16.126387210753855,30.981153837933043,-0.6284466948472209,cell cycle,pathway,pathway-specified,regulation of DNA repair,DT40,REV3L,5980,,"Bmd > ac50, indication of high baseline variability | Inactive with multiple concs above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AutoFluor_HEK293_Cell_blue,TOX21_AutoFluor_HEK293_Cell_blue,human,1,0,0,46.05760368663595,900,-0.017906417160045502,background measurement,chemical,physical feature,autofluorescence,HEK293T,,,,"Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AChE_Colorimetric_Antagonist,TOX21_AChE_Colorimetric_Antagonist,human,1,0,0,57.439655172414,,-0.07721060223662875,esterase,protein,protein-specified,regulation of catalytic activity,SH-SY5Y,ACHE,43,P22303,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RT_HEPG2_GLO_24hr_viability,TOX21_RT_HEPG2_GLO_24hr_viability,human,1,0,8.296256e-09,72.12360873513633,68.4650583113576,-0.4682796272183089,cell cycle,cellular,cellular,cell proliferation,HepG2,,,,Average number of replicates per conc < 2
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_TRHR_HEK293_Agonist,TOX21_TRHR_HEK293_Agonist,human,1,0,0,28.719827586206904,,0.001571484243825204,gpcr,protein,receptor,receptor activation,HEK293,TRHR,7201,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_TRHR_HEK293_Antagonist,TOX21_TRHR_HEK293_Antagonist,human,1,0,0,0.0004123507309418431,,-0.09563377007328303,gpcr,protein,receptor,receptor activation,HEK293,TRHR,7201,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_CASP3_HEPG2,TOX21_CASP3_HEPG2,human,1,0,0,46.05760368663595,,-0.040588954503471095,apoptosis,cellular,cellular,apoptosis,HepG2,CASP3,836,P42574,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_CASP3_HEPG2_viability,TOX21_CASP3_HEPG2_viability,human,1,0,0,14.631896268519228,,0.21503144794270107,cell cycle,cellular,cellular,cytotoxicity,HepG2,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_CASP3_CHO,TOX21_CASP3_CHO,chinese hamster,0,0,0,46.05760368663595,,-0.0075726886992370885,apoptosis,cellular,cellular,apoptosis,CHO-K1,CASP3,836,P42574,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_CASP3_CHO_viability,TOX21_CASP3_CHO_viability,chinese hamster,0,0,-1.38e-13,9.138987987869106,19.13885009129178,0.397466342573095,cell cycle,cellular,cellular,cytotoxicity,CHO-K1,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_SBE_BLA_Antagonist_ch1,TOX21_SBE_BLA_Antagonist_ch1,human,1,0,-1.1e-15,38.29310344827585,387.9616862043681,-0.06687981372963527,channel 1,protein,receptor,regulation of transcription factor activity,HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_SBE_BLA_Antagonist_ch2,TOX21_SBE_BLA_Antagonist_ch2,human,1,0,0,0.011021833837332051,,-0.07065736318109361,channel 2,protein,receptor,regulation of transcription factor activity,HEK293T,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_SBE_BLA_Antagonist_ratio,TOX21_SBE_BLA_Antagonist_ratio,human,1,0,0,1.0342379776309478,,-0.17338642774084553,growth factor receptor,protein,receptor,regulation of transcription factor activity,HEK293T,SMAD1,4086,Q15797,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_SBE_BLA_Antagonist_viability,TOX21_SBE_BLA_Antagonist_viability,human,1,0,3.557425e-10,38.29310344827585,131.09658867979533,-0.184819712440228,cell cycle,cellular,cellular,cell proliferation,HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_SBE_BLA_Agonist_ch1,TOX21_SBE_BLA_Agonist_ch1,human,1,0,0,0.0010844650078205272,,-0.16109723538874995,channel 1,protein,receptor,regulation of transcription factor activity,HEK293T,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_SBE_BLA_Agonist_ch2,TOX21_SBE_BLA_Agonist_ch2,human,1,0,0,9.803037888757229e-05,,0.030467304082549034,channel 2,protein,receptor,regulation of transcription factor activity,HEK293T,,,,Model directionality questionable | No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_SBE_BLA_Agonist_ratio,TOX21_SBE_BLA_Agonist_ratio,human,1,0,0,0.0029281153948787445,,-0.10282982666077149,growth factor receptor,protein,receptor,regulation of transcription factor activity,HEK293T,SMAD1,4086,Q15797,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_SBE_BLA_Agonist_viability,TOX21_SBE_BLA_Agonist_viability,human,1,0,2.8874491e-09,38.29310344827585,114.82028684538089,-0.20699557423694573,cell cycle,cellular,cellular,cell proliferation,HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,UPITT,UPITT,UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Antagonist,UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Antagonist,human,1,0,4.85e-14,0.00227970288155719,,-0.3766930791736483,nuclear receptor,pathway,pathway-specified,receptor binding,U2OS,AR,367,P10275,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,UPITT,UPITT,UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Agonist,UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Agonist,human,1,0,-1.48483865e-08,50,893.5265392013968,-0.12307883757478841,nuclear receptor,pathway,pathway-specified,receptor binding,U2OS,AR,367,P10275,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,UPITT,UPITT,UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Cytoplasm_Ratio_Antagonist,UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Cytoplasm_Ratio_Antagonist,human,1,0,-1.44294944297e-05,50,581.4712763419427,0.09049882752478572,nuclear receptor,pathway,pathway-specified,receptor binding,U2OS,AR,367,P10275,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,UPITT,UPITT,UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Cytoplasm_Ratio_Agonist,UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Cytoplasm_Ratio_Agonist,human,1,0,0,12.287257560138825,,0.140380602283553,nuclear receptor,pathway,pathway-specified,receptor binding,U2OS,AR,367,P10275,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,CCTE,CCTE,CCTE_Harrill_HTTr_Viability_MCF7,CCTE_Harrill_HTTr_Viability_MCF7,human,1,0,0,0.021256488634502323,,0.24081025213487628,cell cycle,cellular,cellular,cell cycle,MCF7,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,CCTE,CCTE,CCTE_Harrill_HTTr_Apoptosis_MCF7,CCTE_Harrill_HTTr_Apoptosis_MCF7,human,1,0,0,0.014338647835566048,,0.2502083170312699,cell cycle,cellular,cellular,cell cycle,MCF7,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,CCTE,CCTE,CCTE_Harrill_HTTr_CellCount_MCF7,CCTE_Harrill_HTTr_CellCount_MCF7,human,1,0,7.20862e-11,50.00000000000001,1000,-0.015293220683083626,cell cycle,cellular,cellular,cell cycle,MCF7,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_p450_CYP3A4_Antagonist,TOX21_p450_CYP3A4_Antagonist,human,1,1,0.9999999999999439,5.998102953660418,3.1266820239476183,-2.1196454978671517,cyp,protein,protein-specified,regulation of catalytic activity,NA,CYP3A4,1576,P08684,Efficacy < 50%
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_p450_CYP2D6_Antagonist,TOX21_p450_CYP2D6_Antagonist,human,1,0,5.0338176372e-06,92.71196750740854,155.76795972637584,-0.39210445575397784,cyp,protein,protein-specified,regulation of catalytic activity,NA,CYP2D6,1565,P10635,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_p450_CYP2C19_Antagonist,TOX21_p450_CYP2C19_Antagonist,human,1,0,0.10047909400381429,83.63894758804578,97.31627675283828,-0.9392208987537567,cyp,protein,protein-specified,regulation of catalytic activity,NA,CYP2C19,1557,P33261,"Bmd > ac50, indication of high baseline variability | Borderline"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_p450_CYP2C9_Antagonist,TOX21_p450_CYP2C9_Antagonist,human,1,1,0.9518745314764462,19.98283318477444,33.98329377937837,-1.217120013025668,cyp,protein,protein-specified,regulation of catalytic activity,NA,CYP2C9,1559,P11712,"Bmd > ac50, indication of high baseline variability | Efficacy < 50%"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_p450_CYP1A2_Antagonist,TOX21_p450_CYP1A2_Antagonist,human,1,1,0.9995189090854445,56.94793910787062,59.31702049901813,-2.4085323375411716,cyp,protein,protein-specified,regulation of catalytic activity,NA,CYP1A2,1544,P05177,"Bmd > ac50, indication of high baseline variability | Efficacy < 50%"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AChE_ms_Antagonist,TOX21_AChE_ms_Antagonist,human,1,0,0,0.0008885738826976659,,0.2963844030752399,esterase,protein,protein-specified,regulation of catalytic activity,NA,ACHE,43,P22303,Average number of replicates per conc < 2 | Gain AC50 < lowest conc & loss AC50 < mean conc | No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AChE_Antagonist,TOX21_AChE_Antagonist,human,1,0,2.81e-14,36.05370389085621,,-0.30032410593423986,esterase,protein,protein-specified,regulation of catalytic activity,NA,ACHE,43,P22303,Average number of replicates per conc < 2 | Inactive with multiple concs above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_hERG_U2OS_Antagonist,TOX21_hERG_U2OS_Antagonist,human,1,0,-5.120384e-10,38.293103448275865,800,0.08251817238269821,ion channel,protein,protein-specified,channel inhbition,U2OS,KCNH2,3757,Q12809,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,NVS,NVS,NVS_ENZ_hBACE,NVS_ENZ_hBACE,human,1,1,0.9999994490985896,8.094015584024879,2.7145869961746287,-8.662846628544361,protease,protein,enzyme,regulation of catalytic activity,NA,BACE1,23621,P56817,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,NVS,NVS,NVS_MP_hPBR,NVS_MP_hPBR,human,1,0,0.13097355007970932,12.239310477261377,12.71318668474391,-0.8843631874583874,transporter,protein,transporter,receptor binding,NA,TSPO,706,P30536,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | Borderline | Inactive with multiple concs above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_Aromatase_LUC_Antagonist,TOX21_Aromatase_LUC_Antagonist,human,1,0,0,0.00011790750143792132,,-0.12805879117084898,cyp,protein,enzyme,regulation of transcription factor activity,MCF7,CYP19A1,1588,P11511,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_Aromatase_LUC_Antagonist_viability,TOX21_Aromatase_LUC_Antagonist_viability,human,1,0,0,0.00046100145540342336,,0.2079665647129837,cell cycle,cellular,cellular,cell proliferation,MCF7,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AutoFluor_HEK293_Cell_green,TOX21_AutoFluor_HEK293_Cell_green,human,1,0,0,46.05760368663595,,0.04238925581115121,background measurement,chemical,physical feature,autofluorescence,HEK293T,,,,Inactive with multiple concs above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AutoFluor_HEK293_Cell_red,TOX21_AutoFluor_HEK293_Cell_red,human,1,0,3.0451e-12,46.05760368663595,900,0.09204922674547497,background measurement,chemical,physical feature,autofluorescence,HEK293T,,,,"Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AutoFluor_HEK293_Media_blue,TOX21_AutoFluor_HEK293_Media_blue,human,1,0,0,46.05760368663595,714.1009577409943,-0.06543686742367003,background measurement,chemical,physical feature,autofluorescence,HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AutoFluor_HEK293_Media_green,TOX21_AutoFluor_HEK293_Media_green,human,1,0,1e-16,46.05760368663595,900,0.027323505885681887,background measurement,chemical,physical feature,autofluorescence,HEK293T,,,,"Bmd > ac50, indication of high baseline variability | Inactive with multiple concs above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AutoFluor_HEK293_Media_red,TOX21_AutoFluor_HEK293_Media_red,human,1,0,-2.97e-14,46.05760368663595,900,-0.09130625211904363,background measurement,chemical,physical feature,autofluorescence,HEK293T,,,,"Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AutoFluor_HEPG2_Cell_blue,TOX21_AutoFluor_HEPG2_Cell_blue,human,1,0,0,46.05760368663595,,0.022658385690687004,background measurement,chemical,physical feature,autofluorescence,HepG2,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AutoFluor_HEPG2_Cell_green,TOX21_AutoFluor_HEPG2_Cell_green,human,1,0,0,46.05760368663595,,0.005144147661825236,background measurement,chemical,physical feature,autofluorescence,HepG2,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AutoFluor_HEPG2_Cell_red,TOX21_AutoFluor_HEPG2_Cell_red,human,1,0,-4.529e-12,46.05760368663595,752.5793580859869,-0.13819510452522565,background measurement,chemical,physical feature,autofluorescence,HepG2,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AutoFluor_HEPG2_Media_blue,TOX21_AutoFluor_HEPG2_Media_blue,human,1,0,0,46.05760368663595,,0.036694180667950604,background measurement,chemical,physical feature,autofluorescence,HepG2,,,,
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AutoFluor_HEPG2_Media_green,TOX21_AutoFluor_HEPG2_Media_green,human,1,0,0,46.05760368663595,,-0.015305246081323099,background measurement,chemical,physical feature,autofluorescence,HepG2,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AutoFluor_HEPG2_Media_red,TOX21_AutoFluor_HEPG2_Media_red,human,1,0,0,46.05760368663595,,0.006171965754813618,background measurement,chemical,physical feature,autofluorescence,HepG2,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_MMP_fitc,TOX21_MMP_fitc,human,1,0,0,0.026856938884196564,,-0.17406387102699922,background measurement,cellular,mitochondria,mitochondrial depolarization,HepG2,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_MMP_rhodamine,TOX21_MMP_rhodamine,human,1,0,0,0.0015268082997684468,,-0.09565730700341157,background measurement,cellular,mitochondria,mitochondrial depolarization,HepG2,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_MMP_viability,TOX21_MMP_viability,human,1,0,0,0.05981058883119461,,-0.05371166967505945,cell cycle,cellular,cellular,cell proliferation,HepG2,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_TR_LUC_GH3_Agonist,TOX21_TR_LUC_GH3_Agonist,rat,0,0,0,0.004263741580365986,,-0.01889277483894889,nuclear receptor,protein,receptor,regulation of transcription factor activity,GH3,THRA;THRB,7067;7068,P10827;P10828,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_TR_LUC_GH3_Antagonist,TOX21_TR_LUC_GH3_Antagonist,rat,0,0,2.1e-15,9.139043395297712,900,-0.2419286240213325,nuclear receptor,protein,receptor,regulation of transcription factor activity,GH3,THRA;THRB,7067;7068,P10827;P10828,"Bmd > ac50, indication of high baseline variability | Model directionality questionable | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_TR_LUC_GH3_Antagonist_viability,TOX21_TR_LUC_GH3_Antagonist_viability,rat,0,0,0,0.0017737478781780019,,0.07618776627157946,cell cycle,cellular,cellular,cell proliferation,GH3,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_3C_Eselectin,BSK_3C_Eselectin,human,1,0,0.30279558101702353,3.968502659932107,400,-0.9554801658749833,cell adhesion molecules,protein,protein-specified,regulation of gene expression,umbilical vein endothelium,SELE,6401,P16581,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | Borderline"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PPARd_BLA_Antagonist_ratio,TOX21_PPARd_BLA_Antagonist_ratio,human,1,0,0,0.0001165408763995763,,-0.10659809728545667,nuclear receptor,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,PPARD,5467,Q03181,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_AR_TRANS,ATG_AR_TRANS,human,1,0,9.279270712e-05,100,426.4683211088899,0.1936042654476273,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,AR,367,P10275,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_BE3C_IL1a,BSK_BE3C_IL1a,human,1,0,0.33018190927881685,0.01637364527593272,,0.9907910351478855,cytokine,protein,protein-specified,regulation of gene expression,bronchial epithelial cells,IL1A,3552,P01583,Average number of replicates per conc < 2 | Borderline | Inactive with multiple concs above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_LPS_TissueFactor,BSK_LPS_TissueFactor,human,1,0,0.0027467114315219256,20,78.3944254502222,-0.48252589848967836,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium and peripheral blood mononuclear cells,F3,2152,P13726,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_LPS_TNFa,BSK_LPS_TNFa,human,1,0,0,20,400,-8.6945438856e-05,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium and peripheral blood mononuclear cells,TNF,7124,P01375,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,ACEA,ACEA,ACEA_ER_80hr,ACEA_ER_80hr,human,1,0,0,0.25107145043672685,,-0.19748578712797363,nuclear receptor,pathway,pathway-specified,cell proliferation,T47D,ESR1,2099,P03372,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_SAg_CD38,BSK_SAg_CD38,human,1,0,1.14959436774e-05,20,400,-0.05217244600407056,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium and peripheral blood mononuclear cells,CD38,952,P28907,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,ATG,ATG,ATG_GAL4_TRANS,ATG_GAL4_TRANS,human,1,0,-2.086e-13,1.1837309911809337,7.006149143169497,-0.33482097621914003,background measurement,protein,transcription factor,regulation of transcription factor activity,HepG2,GAL4,855828,P04386,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
