dtxsid,source_class,assay_source,assay_name,assay_component,endpoint_name,organism,human_label,active_hit_call,hit_call_continuous,ac50_uM,bmd_uM,scaled_top,intended_target_family,intended_target_type,intended_target_subtype,biological_process_target,cell_or_tissue,gene_symbols,entrez_gene_ids,uniprot_accessions,flags
DTXSID4022521,ToxCast,ATG,ATG,ATG_GLI_CIS,ATG_GLI_CIS,human,1,0,1.21e-14,6.3350025087086035,,-0.16117672227974783,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,GLI1,2735,P08151,Average number of replicates per conc < 2 | No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_FXR_BLA_Agonist_ch2,TOX21_FXR_BLA_Agonist_ch2,human,1,0,0,38.29310344827585,,0.024894957194094854,channel 2,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_M_19_TRANS,ATG_M_19_TRANS,human,1,0,2.25055e-11,0.10991428856890419,0.14517460469393792,0.37249255896915295,background measurement,protein,transcription factor,regulation of transcription factor activity,HepG2,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | Gain AC50 < lowest conc & loss AC50 < mean conc | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_3C_ICAM1,BSK_3C_ICAM1,human,1,0,0,0.357055004423312,,0.1993987519834945,cell adhesion molecules,protein,protein-specified,regulation of gene expression,umbilical vein endothelium,ICAM1,3383,P05362,Average number of replicates per conc < 2
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PR_BLA_Antagonist_ch2,TOX21_PR_BLA_Antagonist_ch2,human,1,0,6.736105e-09,46.05760368663595,294.5141848643502,-0.1111769406045061,channel 2,pathway,pathway-specified,regulation of transcription factor activity,PR-UAS-bla-HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_CASM3C_LDLR,BSK_CASM3C_LDLR,human,1,0,0.0008822262733224,0.016000014078688014,,-0.6515478543090878,misc protein,protein,protein-specified,regulation of gene expression,coronary artery smooth muscle cells,LDLR,3949,P01130,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_hDFCGF_PAI1,BSK_hDFCGF_PAI1,human,1,0,0,0.1953507611765998,,0.37909270870213285,cytokine,protein,protein-specified,regulation of gene expression,foreskin fibroblast,SERPINE1,5054,P05121,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_SAg_Eselectin,BSK_SAg_Eselectin,human,1,1,0.9995986207633735,0.016000000300537554,,1.3188161445969844,cell adhesion molecules,protein,protein-specified,regulation of gene expression,umbilical vein endothelium and peripheral blood mononuclear cells,SELE,6401,P16581,AC50 < lowest concentration tested | Average number of replicates per conc < 2 | Efficacy < 50%
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ARE_BLA_Agonist_ch2,TOX21_ARE_BLA_Agonist_ch2,human,1,0,0,0.00011790747666386428,,-0.11769182622269345,channel 2,pathway,pathway-specified,regulation of transcription factor activity,HepG2,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AP1_BLA_Agonist_ch2,TOX21_AP1_BLA_Agonist_ch2,human,1,0,5.58335e-11,38.29310344827585,800,0.025634009266546662,channel 2,pathway,pathway-specified,regulation of transcription factor activity,ME-180,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_BT_xIL17F,BSK_BT_xIL17F,human,1,0,5.3502112e-09,20,400,0.06866078507923547,cytokine,protein,protein-specified,regulation of gene expression,B and peripheral blood mononuclear cells,IL17F,112744,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ARE_BLA_Agonist_ratio,TOX21_ARE_BLA_Agonist_ratio,human,1,0,0,0.00011790748321172692,,-0.05207310964880161,dna binding,pathway,pathway-specified,regulation of transcription factor activity,HepG2,NFE2L2,4780,Q16236,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_4H_VCAM1,BSK_4H_VCAM1,human,1,0,3.874663e-09,20,400,-0.22710615085253502,cell adhesion molecules,protein,protein-specified,regulation of gene expression,umbilical vein endothelium,VCAM1,7412,P19320,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AP1_BLA_Agonist_ratio,TOX21_AP1_BLA_Agonist_ratio,human,1,0,-1.495401e-10,38.29310344827585,302.1058486901547,-0.08470251096184567,dna binding,protein,transcription factor,regulation of transcription factor activity,ME-180,FOS|JUN;JUN,3725;4029,P01100|P05412;P05412,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_hDFCGF_IL8,BSK_hDFCGF_IL8,human,1,0,0,0.016000011507443873,,-0.04480880358468626,cytokine,protein,protein-specified,regulation of gene expression,foreskin fibroblast,CXCL8,3576,P10145,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_SAg_SRB,BSK_SAg_SRB,human,1,1,0.9965357424415501,0.2060909025242497,0.41164069349638377,-1.6560715855428285,cell morphology,protein,protein-unspecified,cell death,umbilical vein endothelium and peripheral blood mononuclear cells,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | Efficacy < 50%"
DTXSID4022521,ToxCast,ATG,ATG,ATG_Ahr_CIS,ATG_Ahr_CIS,human,1,0,1.271205024e-07,99.99999999999999,818.8709659867147,-0.1685156977915171,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,AHR,196,P35869,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_GR_BLA_Antagonist_ratio,TOX21_GR_BLA_Antagonist_ratio,human,1,0,0,12.024977681338662,,-0.42227218290329976,nuclear receptor,protein,receptor,regulation of transcription factor activity,HeLa,NR3C1,2908,P04150,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_M_32_CIS,ATG_M_32_CIS,human,1,0,6.3078579964e-06,100,626.9801900360109,0.09799680601000865,background measurement,protein,transcription factor,regulation of transcription factor activity,HepG2,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_TA_CIS,ATG_TA_CIS,human,1,0,0,23.86305406559924,215.11023068837224,-0.2504724134355371,background measurement,protein,transcription factor,regulation of transcription factor activity,HepG2,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PPARd_BLA_Agonist_ch1,TOX21_PPARd_BLA_Agonist_ch1,human,1,0,7e-16,38.29310344827585,109.03197657841058,-0.21887015198983217,channel 1,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_Xbp1_CIS,ATG_Xbp1_CIS,human,1,0,1.029967e-10,99.99999999999999,2000,-0.015589026576574508,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,XBP1,7494,P17861,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_GR_BLA_Antagonist_ch2,TOX21_GR_BLA_Antagonist_ch2,human,1,0,0,1.818803747355257,,-0.1451349796706031,channel 2,pathway,pathway-specified,regulation of transcription factor activity,HeLa,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_RARg_TRANS,ATG_RARg_TRANS,human,1,0,0,4.386619885049704,7.66343693899795,-0.3674786272734918,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,RARG,5916,P13631,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_KF3CT_TGFb1,BSK_KF3CT_TGFb1,human,1,0,0.007224157732934043,20,114.0785470761627,-0.3446390747853781,growth factor,protein,protein-specified,regulation of gene expression,keratinocytes and foreskin fibroblasts,TGFB1,7040,P01137,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_MyoF_TIMP1,BSK_MyoF_TIMP1,human,1,0,0.0004101298327879,20,112.13300081990664,-0.38823853181615386,protease,protein,protein-specified,regulation of gene expression,lung fibroblast,TIMP1,7076,P01033,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_SAg_IL8,BSK_SAg_IL8,human,1,0,0.006405127962261274,0.01600000021109358,,0.776811471606223,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium and peripheral blood mononuclear cells,CXCL8,3576,P10145,Average number of replicates per conc < 2
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERa_LUC_VM7_Antagonist_0.5nM_E2_viability,TOX21_ERa_LUC_VM7_Antagonist_0.5nM_E2_viability,human,1,0,0,0.03105753384518846,,0.12626395877532548,cell cycle,cellular,cellular,cell proliferation,VM7,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_ISRE_CIS,ATG_ISRE_CIS,human,1,0,2.8913567175e-06,100,433.627696895328,0.14201715338161297,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,IRF1,3659,P10914,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_ERRg_TRANS,ATG_ERRg_TRANS,human,1,0,-0.005097991760438346,0.3202803163540243,0.2911699780401545,-0.6049508299605898,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,ESRRG,2104,P62508,Average number of replicates per conc < 2 | Gain AC50 < lowest conc & loss AC50 < mean conc | No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_3C_HLADR,BSK_3C_HLADR,human,1,0,0,5.204191322637033,,0.4726771874801407,cell adhesion molecules,protein,protein-specified,regulation of gene expression,umbilical vein endothelium,HLA-DRA,3122,P01903,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_BT_PBMCCytotoxicity,BSK_BT_PBMCCytotoxicity,human,1,0,5e-16,5.310230529484028,65.66693473666353,0.7219504726694722,cell cycle,cellular,cellular,cell death,B and peripheral blood mononuclear cells,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_MyoF_CollagenIII,BSK_MyoF_CollagenIII,human,1,0,0,20,400,-0.06781473888233201,cell adhesion molecules,protein,protein-specified,regulation of gene expression,lung fibroblast,COL3A1,1281,P02461,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_LPS_SRB,BSK_LPS_SRB,human,1,0,3.3685964933e-06,0.7858112396266492,,-0.5404599129867004,cell morphology,protein,protein-unspecified,cell death,umbilical vein endothelium and peripheral blood mononuclear cells,,,,Average number of replicates per conc < 2
