dataset_id,donor_key,donor_id,group,compartment,n_cells,PPARA,PPARD,PPARG,NR1I2,NR1I3,NR1H2,NR1H3,RELA,STAT3,target_gene_total_counts,PPAR_nuclear_receptor_score,PPAR_nuclear_receptor_score_n_genes,RELA_STAT3_score,RELA_STAT3_score_n_genes,DINP_axis_9_gene_score,DINP_axis_9_gene_score_n_genes
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C155,C155,tumor,epithelial,251,338.0,80.0,255.0,56.0,0.0,170.0,37.0,173.0,514.0,1623.0,-0.006156610500260334,7,0.4220336348543231,2,0.08899677735631377,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C156,C156,tumor,epithelial,177,240.0,206.0,265.0,121.0,1.0,102.0,22.0,109.0,688.0,1754.0,0.23072957989093607,7,0.12410441750576995,2,0.20703509936089914,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C157,C157,normal,epithelial,1756,585.0,650.0,800.0,291.0,1.0,780.0,113.0,407.0,961.0,4588.0,0.372230714227619,7,-0.45850832468417074,2,0.18762203891388796,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C157,C157,tumor,epithelial,558,396.0,286.0,513.0,118.0,4.0,415.0,92.0,303.0,811.0,2938.0,0.39189697925490613,7,0.16264955627732997,2,0.34095310748211144,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C158,C158,tumor,epithelial,154,110.0,123.0,95.0,3.0,0.0,115.0,10.0,153.0,357.0,966.0,-0.17810393401615968,7,1.1396919321670798,2,0.11473959180233798,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C159,C159,tumor,epithelial,55,49.0,58.0,53.0,38.0,0.0,36.0,11.0,37.0,155.0,437.0,0.0205277258852511,7,0.3301263221730663,2,0.08932741394921004,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C160,C160,tumor,epithelial,153,141.0,42.0,289.0,27.0,0.0,66.0,28.0,84.0,272.0,949.0,-0.012153047519592635,7,0.04141216222077064,2,-0.0002496675772896849,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C161,C161,tumor,epithelial,114,161.0,72.0,296.0,52.0,0.0,83.0,36.0,60.0,238.0,998.0,0.09491536278840731,7,-0.7125845612459507,2,-0.08452906477478336,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C162,C162,normal,epithelial,813,203.0,132.0,309.0,80.0,0.0,262.0,48.0,91.0,300.0,1425.0,0.16171404319304056,7,-0.8406854877847932,2,-0.06104140813536696,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C162,C162,tumor,epithelial,1635,387.0,169.0,426.0,93.0,1.0,567.0,58.0,365.0,963.0,3029.0,0.24816855129636423,7,0.5738914720845574,2,0.32055142258262936,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C163,C163,tumor,epithelial,465,220.0,74.0,211.0,55.0,0.0,195.0,41.0,172.0,572.0,1540.0,-0.023250803810048654,7,0.7329246676009492,2,0.14478818983683978,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C164,C164,tumor,epithelial,165,196.0,78.0,102.0,65.0,0.0,85.0,14.0,105.0,479.0,1124.0,-0.09843737396092864,7,0.7410272392445689,2,0.08811031786251527,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C165,C165,normal,epithelial,323,133.0,166.0,230.0,64.0,0.0,102.0,18.0,67.0,177.0,957.0,0.13818705098387313,7,-0.9390086082814618,2,-0.1011897621862013,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C165,C165,tumor,epithelial,312,411.0,193.0,165.0,11.0,1.0,432.0,26.0,348.0,1308.0,2895.0,0.0008789783590046381,7,1.1341445389992753,2,0.2527157696123981,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C166,C166,tumor,epithelial,230,94.0,40.0,113.0,40.0,1.0,71.0,23.0,88.0,232.0,702.0,0.3204838442038383,7,0.6828659171162526,2,0.4010131937399304,9
