database,DRUG_NAME,drug_key,n_trajectory_rows,n_trajectories_n20,n_trajectories_n30,max_crc_n,median_crc_n,any_trajectory_n20,any_trajectory_n30,three_trajectories_n20,three_trajectories_n30,all_four_trajectories_n20,primary_discovery_gate,SYNONYMS,TARGET,TARGET_PATHWAY,prism_name,prism_disease_area,prism_indication,prism_phase,prism_name_count_by_key,clinical_status,clinical_context,approved_nononcology_high_confidence,annotation_source
GDSC1,(5Z)-7-Oxozeaenol,5Z7OXOZEAENOL,6,6,6,39,38.0,True,True,True,True,True,none,"5Z-7-Oxozeaenol, LL-Z1640-2",TAK1,"Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,5-Fluorouracil,5FLUOROURACIL,6,6,6,38,37.0,True,True,True,True,True,none,5-FU,Antimetabolite (DNA & RNA),Other,5-fluorouracil,oncology,"colorectal cancer, breast cancer, pancreatic cancer, gastric adenocarcinoma",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,965-D2,965D2,6,6,0,28,28.0,True,False,True,False,True,none,,"MKNK1, MKNK2, PIM1, PIM3","Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,993-D2,993D2,6,6,0,28,28.0,True,False,True,False,True,none,,"MKNK1, MKNK2","Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,A-443654,A443654,6,0,0,13,13.0,False,False,False,False,False,,KIN001-139,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,A-770041,A770041,6,0,0,13,13.0,False,False,False,False,False,,KIN001-111,"LCK, FYN","Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,A-83-01,A8301,6,6,6,37,36.0,True,True,True,True,True,none,,TGFB,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,ACY-1215,ACY1215,6,6,6,38,37.0,True,True,True,True,True,none,,HDAC6,Chromatin histone acetylation,ACY-1215,,,Phase 1/Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,AGI-6780,AGI6780,6,6,6,37,36.0,True,True,True,True,True,none,,IDH2(R140Q),Metabolism,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,AICA Ribonucleotide,AICARIBONUCLEOTIDE,6,6,6,38,37.0,True,True,True,True,True,none,"AICAR, N1-(b-D-Ribofuranosyl)-5-aminoimidazole-4-carboxamide",AMPK agonist,Metabolism,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,AKT inhibitor VIII,AKTINHIBITORVIII,6,6,6,38,37.0,True,True,True,True,True,none,"Akti-1/2, KIN001-102","AKT1, AKT2, AKT3",PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,AR-42,AR42,6,6,6,37,36.0,True,True,True,True,True,none,"HDAC-42, AR 42, AR42",HDAC1,Chromatin histone acetylation,AR-42,,,Phase 1,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,ARRY-520,ARRY520,6,6,6,37,36.0,True,True,True,True,True,none,,KIF11,Mitosis,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,AS601245,AS601245,6,6,6,31,30.0,True,True,True,True,True,none,,"JNK1, JNK2, JNK2",JNK and p38 signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,AS605240,AS605240,6,6,6,38,37.0,True,True,True,True,True,none,"KIN001-173, AS-605240",PI3Kgamma,PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,AST-1306,AST1306,6,6,6,38,37.0,True,True,True,True,True,none,,"EGFR, ERBB4",RTK signaling,AST-1306,,,Phase 1,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,AT-7519,AT7519,6,6,6,37,36.0,True,True,True,True,True,none,AT7519,"CDK1, CDK2, CDK4, CDK6, CDK9",Cell cycle,AT-7519,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,AT7867,AT7867,6,6,6,38,37.0,True,True,True,True,True,none,,AKT,PI3K/MTOR signaling,AT7867,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,AZ20,AZ20,6,6,6,38,37.0,True,True,True,True,True,TierA_strong_collateral,,ATR,Genome integrity,AZ20,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,AZ628,AZ628,6,0,0,13,13.0,False,False,False,False,False,,"AZ-628, AZ 628",BRAF,ERK MAPK signaling,AZ-628,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,AZD1208,AZD1208,6,6,6,39,38.0,True,True,True,True,True,none,SN1028350371,"PIM1, PIM2, PIM3","Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,AZD1332,AZD1332,6,6,6,39,38.0,True,True,True,True,True,none,SN1061387896,"NTRK1, NTRK2, NTRK3",RTK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,AZD1480,AZD1480,6,6,6,39,38.0,True,True,True,True,True,none,SN1044232195,"JAK1, JAK2","Other, kinases",AZD1480,,,Phase 1,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,AZD2014,AZD2014,6,6,6,39,38.0,True,True,True,True,True,TierB_moderate_candidate,SN1103949359,"mTORC1, mTORC2",PI3K/MTOR signaling,AZD2014,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,AZD3514,AZD3514,6,6,6,39,38.0,True,True,True,True,True,none,SN1019841295,AR,Hormone-related,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,AZD4547,AZD4547,6,6,6,39,38.0,True,True,True,True,True,none,AZ6,"FGRF1, FGFR2, FGFR3",RTK signaling,AZD4547,,,Phase 2/Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,AZD4877,AZD4877,6,6,6,39,38.0,True,True,True,True,True,none,SN1055467765,EG5,Mitosis,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,AZD5438,AZD5438,6,6,6,39,38.0,True,True,True,True,True,TierB_moderate_candidate,SN1057898678,CDK2,Cell cycle,AZD5438,,,Phase 1,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,AZD5582,AZD5582,6,6,6,38,37.0,True,True,True,True,True,none,SN1021632995,IAP,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,AZD6094,AZD6094,6,6,6,39,38.0,True,True,True,True,True,TierA_strong_collateral,SN1042487586,MET,RTK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,AZD6482,AZD6482,6,6,6,38,37.0,True,True,True,True,True,none,"AZD 6482, AZD-6482, AK-55409",PI3Kbeta,PI3K/MTOR signaling,AZD6482,,,Phase 1,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,AZD6738,AZD6738,6,6,6,39,38.0,True,True,True,True,True,none,SN1034081770,ATR,Genome integrity,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,AZD7762,AZD7762,6,6,6,39,38.0,True,True,True,True,True,none,"AZD-7762, AZD 7762","CHEK1, CHEK2",Cell cycle,AZD7762,,,Phase 1,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,AZD7969,AZD7969,6,6,6,39,38.0,True,True,True,True,True,TierB_moderate_candidate,SN1098976045,GSK3B,WNT signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,AZD8055,AZD8055,6,6,6,38,37.0,True,True,True,True,True,none,AZD-8055,"MTORC1, MTORC2",PI3K/MTOR signaling,AZD8055,,,Phase 1,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,AZD8186,AZD8186,6,6,6,39,38.0,True,True,True,True,True,none,SN1028722848,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,AZD8835,AZD8835,6,6,6,39,38.0,True,True,True,True,True,TierB_moderate_candidate,SN1040214596,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,AZD8931,AZD8931,6,6,6,39,38.0,True,True,True,True,True,none,SN0216062465,"EGFR, ERBB2, ERBB3",RTK signaling,AZD8931,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Afatinib,AFATINIB,6,6,6,39,38.0,True,True,True,True,True,none,"BIBW2992, Tovok, Gilotrif","EGFR, ERBB2",EGFR signaling,afatinib,oncology,non-small cell lung cancer (NSCLC),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Alectinib,ALECTINIB,6,6,6,38,37.0,True,True,True,True,True,TierB_moderate_candidate,"CH5424802, CH 542802, Alecensa",ALK,RTK signaling,alectinib,oncology,non-small cell lung cancer (NSCLC),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Alisertib,ALISERTIB,6,6,6,37,36.0,True,True,True,True,True,none,MLN8237,AURKA,Mitosis,alisertib,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Amuvatinib,AMUVATINIB,6,6,6,37,36.0,True,True,True,True,True,none,"MP470, MP 470, MP-470","KIT, PDGFRA, FLT3",RTK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,Apitolisib,APITOLISIB,6,6,6,38,37.0,True,True,True,True,True,none,GDC0980,"mTOR, PI3K",PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,Ara-G,ARAG,6,6,6,37,36.0,True,True,True,True,True,TierA_strong_collateral,9-??-D-Arabinofuranosyl guanine,Anti-metabolite,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,Avagacestat,AVAGACESTAT,6,6,6,40,39.0,True,True,True,True,True,none,"BMS-708163, BMS 708163","Amyloid beta20, Amyloid beta40",Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,Axitinib,AXITINIB,6,6,6,38,37.0,True,True,True,True,True,none,"AG-13736, Inlyta","PDGFR, KIT, VEGFR",RTK signaling,axitinib,oncology,renal cell carcinoma (RCC),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,BAM7,BAM7,6,6,6,37,36.0,True,True,True,True,True,none,,Bax activator,Other,BAM7,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,BAY ACCi,BAYACCI,6,6,0,28,28.0,True,False,True,False,True,TierB_moderate_candidate,,ACACA,Metabolism,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,BAY AKT1,BAYAKT1,6,6,0,28,28.0,True,False,True,False,True,none,,"AKT1, AKT2, AKT3",Apoptosis regulation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,BAY-61-3606,BAY613606,6,6,6,31,30.0,True,True,True,True,True,none,"Syk Inhibitor, BAY-613606",SYK,"Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,BAY-HDAC11_1,BAYHDAC111,6,6,0,28,28.0,True,False,True,False,True,none,,HDAC11,Chromatin histone acetylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,BAY-HDAC11_2,BAYHDAC112,6,6,0,28,28.0,True,False,True,False,True,none,,HDAC11,Chromatin histone acetylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,BAY-HDAC11_4,BAYHDAC114,6,6,0,28,28.0,True,False,True,False,True,none,,HDAC11,Chromatin histone acetylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,BAY-MPS-combo 2 (paclitaxel 1 uM),BAYMPSCOMBO2PACLITAXEL1UM,6,6,0,23,23.0,True,False,True,False,True,TierA_strong_collateral,,TTK and microtubules,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,BAY-MPS-combo-1 (paclitaxel 5 uM),BAYMPSCOMBO1PACLITAXEL5UM,6,6,0,23,23.0,True,False,True,False,True,none,,TTK and microtubules,Mitosis,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,BAY-MPS1,BAYMPS1,6,6,0,28,28.0,True,False,True,False,True,none,,MPS1,Mitosis,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,BI-2536,BI2536,6,0,0,13,13.0,False,False,False,False,False,,,"PLK1, PLK2, PLK3",Cell cycle,BI-2536,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,BIBF-1120,BIBF1120,6,6,6,38,37.0,True,True,True,True,True,none,,"VEGFR, PDGFR, FGFR",RTK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,BIX02189,BIX02189,6,6,6,38,37.0,True,True,True,True,True,TierB_moderate_candidate,BIX 02189,"MEK5, ERK5",ERK MAPK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,BMS-345541,BMS345541,6,6,6,38,37.0,True,True,True,True,True,none,"BMS345541, IKK Inhibitor 3","IKK1, IKK2","Other, kinases",BMS-345541,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,BMS-509744,BMS509744,6,0,0,13,13.0,False,False,False,False,False,,"KIN001-127, ITK inhibitor",ITK,"Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,BMS-536924,BMS536924,6,6,6,39,38.0,True,True,True,True,True,none,BMS 536924,"IGF1R, IR",IGF1R signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,BMS-754807,BMS754807,6,6,6,31,30.0,True,True,True,True,True,none,"BMS754807, BMS 754807","IGF1R, IR",RTK signaling,BMS-754807,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,BPTES,BPTES,6,6,6,39,38.0,True,True,True,True,True,none,SN1041594574,GLS,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,BX-912,BX912,6,6,6,38,37.0,True,True,True,True,True,none,,PDK1 (PDPK1),Metabolism,BX-912,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,BX795,BX795,6,6,6,38,37.0,True,True,True,True,True,none,BX-795,"TBK1, PDK1 (PDPK1), IKK, AURKB, AURKC","Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,Belinostat,BELINOSTAT,6,6,6,37,36.0,True,True,True,True,True,none,"PXD101, PXD-101",HDAC1,Chromatin histone acetylation,belinostat,hematologic malignancy,peripheral T-cell lymphoma (PTCL),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Bexarotene,BEXAROTENE,6,6,6,31,30.0,True,True,True,True,True,none,"LG-100069, Targretin, Targret, Targrexin, Targretyn, Bexarotenum",Retinioic X receptor (RXR) agonist,Other,bexarotene,hematologic malignancy,cutaneous T-cell lymphoma (CTCL),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Bicalutamide,BICALUTAMIDE,6,6,6,39,38.0,True,True,True,True,True,none,"ICI-176334, Casodex, Cosudex, ICI 176334",AR,Hormone-related,bicalutamide,oncology,prostate cancer,Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Bleomycin,BLEOMYCIN,6,6,6,31,30.0,True,True,True,True,True,none,,dsDNA break induction,DNA replication,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,Bleomycin (10 uM),BLEOMYCIN10UM,6,6,6,39,38.0,True,True,True,True,True,none,,dsDNA break induction,DNA replication,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,Bleomycin (50 uM),BLEOMYCIN50UM,6,6,6,39,38.0,True,True,True,True,True,none,,dsDNA break induction,DNA replication,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,Bortezomib,BORTEZOMIB,6,0,0,13,13.0,False,False,False,False,False,,"PS-341, LDP-341, Velcade",Proteasome,Protein stability and degradation,bortezomib,hematologic malignancy,"multiple myeloma, mantle cell lymphoma (MCL)",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Bosutinib,BOSUTINIB,6,6,6,38,37.0,True,True,True,True,True,none,"SKI-606, Bosulif","SRC, ABL, TEC","Other, kinases",bosutinib,hematologic malignancy,chronic myeloid leukemia (CML),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,"Brivanib, BMS-540215",BRIVANIBBMS540215,6,6,6,38,37.0,True,True,True,True,True,none,,"VEGFR, PDGFR",RTK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,Bryostatin 1,BRYOSTATIN1,6,6,6,31,30.0,True,True,True,True,True,none,Bryostatin,PKC,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,C-75,C75,6,6,6,37,36.0,True,True,True,True,True,none,,FAS,Apoptosis regulation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,"CAP-232, TT-232, TLN-232",CAP232TT232TLN232,6,6,6,37,36.0,True,True,True,True,True,none,,Glycolysis,Metabolism,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,CAY10566,CAY10566,6,6,6,37,36.0,True,True,True,True,True,none,,Stearoyl-CoA desaturase,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,CAY10603,CAY10603,6,6,6,38,37.0,True,True,True,True,True,none,,"HDAC1, HDAC6",Chromatin histone acetylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,CCT-018159,CCT018159,6,6,6,38,37.0,True,True,True,True,True,none,"CCT018159, CCT 018159",HSP90,Protein stability and degradation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,CCT007093,CCT007093,6,6,6,37,36.0,True,True,True,True,True,TierA_strong_collateral,,PPM1D,Cell cycle,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,CCT245232,CCT245232,6,6,6,38,37.0,True,True,True,True,True,none,,HSF1,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,CCT245467,CCT245467,6,6,6,38,37.0,True,True,True,True,True,none,,HSF1,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,CD532,CD532,6,6,6,38,37.0,True,True,True,True,True,none,,AURKA,Mitosis,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,CGP-082996,CGP082996,6,0,0,13,13.0,False,False,False,False,False,,"CINK4, KIN001-021",CDK4,Cell cycle,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,CGP-60474,CGP60474,6,0,0,13,13.0,False,False,False,False,False,,"KIN001-019, CGP60474, CGP 60474","CDK1,CDK2,CDK5,CDK7,CDK9, PKC",Cell cycle,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,CHIR-99021,CHIR99021,6,6,6,39,38.0,True,True,True,True,True,TierB_moderate_candidate,"CT 99021, CHIR99021, CHIR 99021","GSK3A, GSK3B",WNT signaling,CHIR-99021,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,CI-1033,CI1033,6,6,6,38,37.0,True,True,True,True,True,none,,"EGFR, ERBB2, ERBB4",RTK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,CI-1040,CI1040,6,6,6,37,36.0,True,True,True,True,True,none,"CI 1040, PD-18435, PD-184352, 212631-79-3","MEK1, MEK2",ERK MAPK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,CMK,CMK,6,0,0,13,13.0,False,False,False,False,False,,KIN001-128,RSK2,"Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,CP466722,CP466722,6,6,6,38,37.0,True,True,True,True,True,none,"CP-466722, CP 466722, 1080622-86-1",ATM,Genome integrity,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,CP724714,CP724714,6,6,6,38,37.0,True,True,True,True,True,none,CP-724714,ERBB2,EGFR signaling,CP-724714,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,CPI-613,CPI613,6,6,6,37,36.0,True,True,True,True,True,none,,"Metabo, Mitochondria",Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,CRT0105446,CRT0105446,6,6,6,37,36.0,True,True,True,True,True,TierA_strong_collateral,,"mTOR, LCK",PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,CRT0105950,CRT0105950,6,6,6,37,36.0,True,True,True,True,True,none,,"JNK1, JNK2, JNK3",JNK and p38 signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,CRT0160829,CRT0160829,6,6,6,38,37.0,True,True,True,True,True,none,,CDC7,DNA replication,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,CUDC-101,CUDC101,6,6,6,38,37.0,True,True,True,True,True,none,CUDC 101,"HDAC1-10, EGFR, ERBB2",Other,CUDC-101,,,Phase 1,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,CX-5461,CX5461,6,6,6,38,37.0,True,True,True,True,True,none,"CX5461, CX 5461",RNA Polymerase 1,Other,CX-5461,,,Phase 1,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Cabozantinib,CABOZANTINIB,6,6,6,38,37.0,True,True,True,True,True,none,"BMS-907351, XL-184, Cometriq","VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, TIE2,AXL",RTK signaling,cabozantinib,oncology,medullary thyroid cancer (MTC),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Capivasertib,CAPIVASERTIB,6,6,6,38,37.0,True,True,True,True,True,none,AZ5363,AKT,PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,Cetuximab,CETUXIMAB,6,6,6,35,34.0,True,True,True,True,True,none,"Erbitux, IMC-C225, C225, IMC-225, L01XC06",EGFR,EGFR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,Cisplatin,CISPLATIN,6,6,6,39,38.0,True,True,True,True,True,none,"cis-Diammineplatinum(II) dichloride, Platinol, CIS-DDP",DNA crosslinker,DNA replication,cisplatin,oncology,"testicular carcinoma, ovarian cancer, bladder cancer",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Crizotinib,CRIZOTINIB,6,0,0,13,13.0,False,False,False,False,False,,"Xalkori, PF2341066, PF-2341066, PF 2341066","MET, ALK, ROS1",RTK signaling,crizotinib,oncology,non-small cell lung cancer (NSCLC),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Cyclopamine,CYCLOPAMINE,6,0,0,13,13.0,False,False,False,False,False,,,SMO,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
