database,DRUG_NAME,drug_key,n_trajectory_rows,n_trajectories_n20,n_trajectories_n30,max_crc_n,median_crc_n,any_trajectory_n20,any_trajectory_n30,three_trajectories_n20,three_trajectories_n30,all_four_trajectories_n20,primary_discovery_gate,SYNONYMS,TARGET,TARGET_PATHWAY,prism_name,prism_disease_area,prism_indication,prism_phase,prism_name_count_by_key,clinical_status,clinical_context,approved_nononcology_high_confidence,annotation_source
GDSC2,Alpelisib,ALPELISIB,6,6,6,40,39.0,True,True,True,True,True,none,"BYL719, BYL-719, NVP-BYL719",PI3Kalpha,PI3K/MTOR signaling,alpelisib,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Avagacestat,AVAGACESTAT,6,6,6,39,38.0,True,True,True,True,True,none,"BMS-708163, BMS 708163","Amyloid beta20, Amyloid beta40",Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Axitinib,AXITINIB,6,6,6,39,38.0,True,True,True,True,True,none,"AG-13736, Inlyta","PDGFR, KIT, VEGFR",RTK signaling,axitinib,oncology,renal cell carcinoma (RCC),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,BDF00022089a,BDF00022089A,6,6,6,39,38.0,True,True,True,True,True,none,,"BRPF1, BRPF2, BRPF3",Chromatin histone acetylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,BDILV000379a,BDILV000379A,6,6,6,39,38.0,True,True,True,True,True,none,"4-(4-(1-methyl-1H-pyrazol-4-yl)-1-(2-(1-methyl-1H-pyrazol-4-yl)ethyl)-4,5-dihydro-1H-imidazol-5-yl)benzonitrile","BAZ2A, BAZ2B",Chromatin histone acetylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,BDOCA000347a,BDOCA000347A,6,6,6,39,38.0,True,True,True,True,True,none,"4-bromo-N-(6-methoxy-1,3-dimethyl-2-oxo-2,3-dihydro-1H-benzo[d]imidazol-5-yl)-2-methylbenzenesulfonamide","BRPF1, BRPF2, BRPF3",Chromatin histone acetylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,BDP-00009066,BDP00009066,6,6,6,35,34.0,True,True,True,True,True,none,,MRCKB_HUMAN,Cytoskeleton,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,BEN,BEN,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,BI-2536,BI2536,6,6,6,38,37.0,True,True,True,True,True,none,,"PLK1, PLK2, PLK3",Cell cycle,BI-2536,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,BIBR-1532,BIBR1532,6,6,6,35,34.0,True,True,True,True,True,none,,TERT,Genome integrity,BIBR-1532,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,BMS-345541,BMS345541,6,6,6,40,39.0,True,True,True,True,True,none,"BMS345541, IKK Inhibitor 3","IKK1, IKK2","Other, kinases",BMS-345541,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,BMS-536924,BMS536924,6,6,6,38,37.0,True,True,True,True,True,none,BMS 536924,"IGF1R, IR",IGF1R signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,BMS-754807,BMS754807,6,6,6,40,39.0,True,True,True,True,True,none,"BMS754807, BMS 754807","IGF1R, IR",RTK signaling,BMS-754807,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,BPD-00008900,BPD00008900,6,6,6,35,34.0,True,True,True,True,True,none,,,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,BX795,BX795,6,0,0,5,5.0,False,False,False,False,False,,BX-795,"TBK1, PDK1 (PDPK1), IKK, AURKB, AURKC","Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Bicalutamide,BICALUTAMIDE,6,0,0,5,5.0,False,False,False,False,False,,"ICI-176334, Casodex, Cosudex, ICI 176334",AR,Hormone-related,bicalutamide,oncology,prostate cancer,Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Bleomycin,BLEOMYCIN,6,6,6,39,38.0,True,True,True,True,True,none,,dsDNA break induction,DNA replication,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Bleomycin (50 uM),BLEOMYCIN50UM,6,6,6,36,35.0,True,True,True,True,True,none,,dsDNA break induction,DNA replication,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Bortezomib,BORTEZOMIB,6,6,6,38,37.0,True,True,True,True,True,none,"PS-341, LDP-341, Velcade",Proteasome,Protein stability and degradation,bortezomib,hematologic malignancy,"multiple myeloma, mantle cell lymphoma (MCL)",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Bosutinib,BOSUTINIB,6,6,6,39,38.0,True,True,True,True,True,none,"SKI-606, Bosulif","SRC, ABL, TEC","Other, kinases",bosutinib,hematologic malignancy,chronic myeloid leukemia (CML),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Bromosporine,BROMOSPORINE,6,6,6,39,38.0,True,True,True,True,True,none,"ethyl N-[6-(3-methanesulfonamido-4-methylphenyl)-3-methyl-[1,2,4]triazolo[4,3-b]pyridazin-8-yl]carbamate","CECR2, BRD2, BRD4, BRD9",Chromatin other,bromosporine,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Buparlisib,BUPARLISIB,6,6,6,38,37.0,True,True,True,True,True,TierB_moderate_candidate,"BKM120, NVP-BKM120","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,buparlisib,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,CCT-018159,CCT018159,6,0,0,5,5.0,False,False,False,False,False,,"CCT018159, CCT 018159",HSP90,Protein stability and degradation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,CCT007093,CCT007093,6,6,6,38,37.0,True,True,True,True,True,none,,PPM1D,Cell cycle,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,CDK9_5038,CDK95038,6,6,6,39,38.0,True,True,True,True,True,TierA_strong_collateral,"SN1047483750, CDK9_5038",CDK9,Cell cycle,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,CDK9_5576,CDK95576,6,6,6,39,38.0,True,True,True,True,True,TierB_moderate_candidate,"SN1047226266, CDK9_5576",CDK9,Cell cycle,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,CHIR-99021,CHIR99021,6,0,0,5,5.0,False,False,False,False,False,,"CT 99021, CHIR99021, CHIR 99021","GSK3A, GSK3B",WNT signaling,CHIR-99021,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,CPI-637,CPI637,6,6,6,36,35.0,True,True,True,True,True,none,,EP300,Chromatin histone methylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,CT7033-2,CT70332,6,6,6,36,35.0,True,True,True,True,True,none,,"KDM4A, KDM4C, KDM4E, KDM3A, KDM6B",Chromatin histone methylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,CZC24832,CZC24832,6,6,6,40,39.0,True,True,True,True,True,none,GTPL6653,PI3Kgamma,PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Camptothecin,CAMPTOTHECIN,6,6,6,40,39.0,True,True,True,True,True,TierB_moderate_candidate,"Camptothecine, (+)-Camptothecin",TOP1,DNA replication,camptothecin,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Cediranib,CEDIRANIB,6,6,6,38,37.0,True,True,True,True,True,none,"AZD2171, AZD 2171, AZD-2171, Recentin","VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB",RTK signaling,cediranib,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Cisplatin,CISPLATIN,6,6,6,36,35.0,True,True,True,True,True,none,"cis-Diammineplatinum(II) dichloride, Platinol, CIS-DDP",DNA crosslinker,DNA replication,cisplatin,oncology,"testicular carcinoma, ovarian cancer, bladder cancer",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Crizotinib,CRIZOTINIB,6,6,6,40,39.0,True,True,True,True,True,none,"Xalkori, PF2341066, PF-2341066, PF 2341066","MET, ALK, ROS1",RTK signaling,crizotinib,oncology,non-small cell lung cancer (NSCLC),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Cyclophosphamide,CYCLOPHOSPHAMIDE,6,6,6,38,37.0,True,True,True,True,True,none,"Cytoxan, Neosar, Cyclophosphamid, Procytox, Cyclophosphane",Alkylating agent,DNA replication,cyclophosphamide,"hematologic malignancy, oncology","Hodgkin's lymphoma, small lymphocytic lymphoma (SLL), breast cancer, neuroblastoma, Burkitt's lymphoma, multiple myeloma, chronic lymphocytic leukemia (CLL), acute myeloid leukemia (AML), acute lymphoblastic leukemia (ALL), chronic myeloid leukemia (CML), true histiocytic lymphoma (THL), retinoblastoma, ovarian cancer",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Cytarabine,CYTARABINE,6,6,6,35,34.0,True,True,True,True,True,none,"Ara-Cytidine, Arabinosyl Cytosine, U-19920",Antimetabolite,Other,cytarabine,hematologic malignancy,"acute lymphoblastic leukemia (ALL), chronic lymphocytic leukemia (CLL), acute myeloid leukemia (AML), non-Hodgkin lymphoma (NHL)",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Dabrafenib,DABRAFENIB,6,6,6,39,38.0,True,True,True,True,True,none,"GSK2118436, Tafinlar",BRAF,ERK MAPK signaling,dabrafenib,oncology,melanoma,Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Dacarbazine,DACARBAZINE,6,6,6,39,38.0,True,True,True,True,True,none,DTIC,CP11A,Other,dacarbazine,"oncology, hematologic malignancy","melanoma, Hodgkin's lymphoma",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Dactinomycin,DACTINOMYCIN,6,6,6,40,39.0,True,True,True,True,True,none,Actinomycin D,RNA polymerase,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Dactolisib,DACTOLISIB,6,6,6,38,37.0,True,True,True,True,True,TierB_moderate_candidate,"NVP-BEZ235, BEZ235","PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Daporinad,DAPORINAD,6,6,0,24,23.0,True,False,True,False,True,none,"APO866,  FK866, FK866",NAMPT,Metabolism,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Dasatinib,DASATINIB,6,6,6,39,38.0,True,True,True,True,True,none,"BMS-354825-03, BMS-354825, Sprycel","ABL, SRC, Ephrins, PDGFR, KIT",RTK signaling,dasatinib,hematologic malignancy,"chronic myeloid leukemia (CML), acute lymphoblastic leukemia (ALL)",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Dihydrorotenone,DIHYDROROTENONE,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Dinaciclib,DINACICLIB,6,6,6,40,39.0,True,True,True,True,True,none,"SCH727965, SCH 727965, SCH-727-965, MK-7965","CDK1, CDK2, CDK5, CDK9",Cell cycle,dinaciclib,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Docetaxel,DOCETAXEL,6,6,6,40,39.0,True,True,True,True,True,none,"RP-56976, Taxotere",Microtubule stabiliser,Mitosis,docetaxel,oncology,"breast cancer, non-small cell lung cancer (NSCLC), prostate cancer, gastric adenocarcinoma, head and neck squamous cell carcinoma (HNSCC)",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Doramapimod,DORAMAPIMOD,6,6,6,39,38.0,True,True,True,True,True,none,"BIRB-796, BIRB 796","p38, JNK2",JNK and p38 signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,EHT-1864,EHT1864,6,6,6,39,38.0,True,True,True,True,True,none,EHT 1864,"RAC1, RAC2, RAC3",Cytoskeleton,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,EPZ004777,EPZ004777,6,6,6,40,39.0,True,True,True,True,True,none,EPZ-004777,DOT1L,Chromatin histone methylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,EPZ5676,EPZ5676,6,6,6,40,39.0,True,True,True,True,True,none,"EPZ-5676, Pinometostat",DOT1L,Chromatin histone methylation,EPZ-5676,,,Phase 1,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,ERK_2440,ERK2440,6,6,6,39,38.0,True,True,True,True,True,TierB_moderate_candidate,"SN1051032892, ERK_2440","ERK1,ERK2",ERK MAPK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,ERK_6604,ERK6604,6,6,6,39,38.0,True,True,True,True,True,none,"SN1047587618, ERK_6604","ERK1,ERK2",ERK MAPK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Eg5_9814,EG59814,6,6,6,38,37.0,True,True,True,True,True,none,"SN1047613775, Eg5_9814",KSP11,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Elephantin,ELEPHANTIN,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Elesclomol,ELESCLOMOL,6,0,0,5,5.0,False,False,False,False,False,,STA-4783,HSP90,Protein stability and degradation,elesclomol,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Entinostat,ENTINOSTAT,6,6,6,40,39.0,True,True,True,True,True,none,MS-275,"HDAC1, HDAC3",Chromatin histone acetylation,entinostat,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Entospletinib,ENTOSPLETINIB,6,6,6,40,39.0,True,True,True,True,True,none,GS-9973,SYK,"Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Epirubicin,EPIRUBICIN,6,6,6,38,37.0,True,True,True,True,True,none,"Ellence, Farmorubicin, IMI-28",Anthracycline,DNA replication,epirubicin,oncology,breast cancer,Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Erlotinib,ERLOTINIB,6,6,6,38,37.0,True,True,True,True,True,none,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415",EGFR,EGFR signaling,erlotinib,oncology,"non-small cell lung cancer (NSCLC), pancreatic cancer",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Fludarabine,FLUDARABINE,6,6,6,39,38.0,True,True,True,True,True,none,Fludara,Antimetabolite,DNA replication,fludarabine,hematologic malignancy,chronic lymphocytic leukemia (CLL),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Foretinib,FORETINIB,6,6,6,35,34.0,True,True,True,True,True,none,"GSK1363089, XL-880, EXEL-2880, GSK089","MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,foretinib,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Fulvestrant,FULVESTRANT,6,6,6,40,39.0,True,True,True,True,True,none,"Faslodex, ICI-182780",ESR,Hormone-related,fulvestrant,oncology,breast cancer,Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,GDC0810,GDC0810,6,6,6,38,37.0,True,True,True,True,True,none,"GDC-0810, GDC 0810","ESR1, ESR2",Hormone-related,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,GNE-317,GNE317,6,6,6,38,37.0,True,True,True,True,True,none,"GNE317, GNE 317",PI3Kalpha,PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,GSK-LSD1,GSKLSD1,6,6,6,39,38.0,True,True,True,True,True,none,"N-((1R,2S)-2-phenylcyclopropyl)piperidin-4-amine",KDM1,Chromatin histone methylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,GSK-LSD1-2HCl,GSKLSD12HCL,6,6,6,36,35.0,True,True,True,True,True,none,,,,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,GSK1904529A,GSK1904529A,6,6,6,40,39.0,True,True,True,True,True,none,"GSK-1904529A, GSK 1904529A","IGF1R, IR",RTK signaling,GSK1904529A,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,GSK2110183B,GSK2110183B,6,6,6,39,38.0,True,True,True,True,True,none,,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,GSK2256098C,GSK2256098C,6,6,6,39,38.0,True,True,True,True,True,none,,FAK1,Cytoskeleton,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,GSK2276186C,GSK2276186C,6,6,6,39,38.0,True,True,True,True,True,none,,"JAK1, JAK2, JAK3","Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,GSK2578215A,GSK2578215A,6,6,6,38,37.0,True,True,True,True,True,none,"GSK 2578215A,  GSK-2578215A",LRRK2,"Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,GSK2606414,GSK2606414,6,6,6,40,39.0,True,True,True,True,True,none,AK175551,PERK,Metabolism,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,GSK269962A,GSK269962A,6,0,0,5,5.0,False,False,False,False,False,,GSK 269962A,"ROCK1, ROCK2",Cytoskeleton,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,GSK2801,GSK2801,6,6,6,39,38.0,True,True,True,True,True,none,"1-(7-(2-methylsulfonyl-phenyl)-4-propoxy-1-aza-bicyclo[4.3.0]nona-2,4,6,8-tetraen-9-yl)-ethanone",,Chromatin other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,GSK2830371,GSK2830371,6,6,6,36,35.0,True,True,True,True,True,none,,WIP1,Other,GSK2830371,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,GSK2830371A,GSK2830371A,6,6,6,39,38.0,True,True,True,True,True,none,,PPM1D,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,GSK3337463A,GSK3337463A,6,6,6,39,38.0,True,True,True,True,True,none,,NIK,"Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,GSK343,GSK343,6,6,6,40,39.0,True,True,True,True,True,none,"GTPL8240, AOB3680, AK175558",EZH2,Chromatin histone methylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,GSK591,GSK591,6,6,6,37,36.0,True,True,True,True,True,TierB_moderate_candidate,"EPZ015866, GSK3203591",PMRT5,Chromatin histone methylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,GSK626616AC,GSK626616AC,6,6,6,39,38.0,True,True,True,True,True,none,,DYRK1A,"Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,GW441756,GW441756,6,6,6,39,38.0,True,True,True,True,True,none,GW 441756,NTRK1,RTK signaling,GW-441756,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Gallibiscoquinazole,GALLIBISCOQUINAZOLE,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Gefitinib,GEFITINIB,6,6,6,38,37.0,True,True,True,True,True,none,"ZD-1839, Iressa",EGFR,EGFR signaling,gefitinib,oncology,non-small cell lung cancer (NSCLC),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Gemcitabine,GEMCITABINE,6,6,6,39,38.0,True,True,True,True,True,TierA_strong_collateral,"Gemzar, LY-188011",Pyrimidine antimetabolite,DNA replication,gemcitabine,oncology,"ovarian cancer, breast cancer, non-small cell lung cancer (NSCLC), pancreatic cancer",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,HKMTI-1-005,HKMTI1005,6,6,6,32,31.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,I-BET-762,IBET762,6,6,6,40,39.0,True,True,True,True,True,none,GSK525762A,"BRD2, BRD3, BRD4",Chromatin other,I-BET-762,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,I-BRD9,IBRD9,6,6,6,38,37.0,True,True,True,True,True,none,"GSK602, GSK 602, GSK-602",BRD9,Chromatin other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,IAP_5620,IAP5620,6,6,6,39,38.0,True,True,True,True,True,none,SN1043546339,IAP,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,ICL-SIRT078,ICLSIRT078,6,6,6,32,31.0,True,True,True,True,True,none,,SIR2,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,IGF1R_3801,IGF1R3801,6,6,6,39,38.0,True,True,True,True,True,TierB_moderate_candidate,"SN1051640224, IGF1R_3801",IGFR1,IGF1R signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,IOX2,IOX2,6,0,0,5,5.0,False,False,False,False,False,,"IOX-2, IOX 2, AK176060",EGLN1,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,IRAK4_4710,IRAK44710,6,6,6,39,38.0,True,True,True,True,True,none,"SN1050852374, IRAK4_4710",IRAK4,"Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,IWP-2,IWP2,6,6,6,40,39.0,True,True,True,True,True,none,Wnt Inhibitor IWP-2,PORCN,WNT signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Ibrutinib,IBRUTINIB,6,6,6,40,39.0,True,True,True,True,True,none,"PCI-32765, CRA-032765, PCI-32765-00",BTK,"Other, kinases",ibrutinib,hematologic malignancy,"chronic lymphocytic leukemia (CLL), mantle cell lymphoma (MCL), Waldenstrom's macroglobulinemia (WM)",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Ipatasertib,IPATASERTIB,6,6,6,38,37.0,True,True,True,True,True,none,"GDC0068, GDC 0068, GDC-0068","AKT1, AKT, AKT3",PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Irinotecan,IRINOTECAN,6,6,6,40,39.0,True,True,True,True,True,none,"Camptosar, (+)-Irinotecan, Irinotecanum, irinotecan hydrochloride",TOP1,DNA replication,irinotecan,oncology,colorectal cancer,Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,JAK1_8709,JAK18709,6,6,6,39,38.0,True,True,True,True,True,none,"SN1049200060, JAK1_8709",JAK1,"Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,JAK_8517,JAK8517,6,6,6,39,38.0,True,True,True,True,True,none,"SN1066590414, JAK_8517","JAK1, JAK2","Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
