drug_key,platforms_tested,n_platforms_tested,GDSC1_DRUG_NAME,GDSC1_status,GDSC2_DRUG_NAME,GDSC2_status,PRISM_DRUG_NAME,PRISM_status,PRISM_median_background_rho,PRISM_global_empirical_q_value,PRISM_n_backgrounds_available,PRISM_n_positive_backgrounds,PRISM_n_positive_nonHCT116_backgrounds,PRISM_leave_HCT116_out_median_rho,PRISM_n_models_direction_consistent_ge3of4,PRISM_signature_robust_flag,PRISM_strict_database_gate,CTRPv2_DRUG_NAME,CTRPv2_status,strict_platforms,n_strict_gdsc_platforms,n_strict_external_platforms,replication_level,external_replication_flag,GDSC2_median_background_rho,GDSC2_global_empirical_q_value,GDSC2_n_backgrounds_available,GDSC2_n_positive_backgrounds,GDSC2_n_positive_nonHCT116_backgrounds,GDSC2_leave_HCT116_out_median_rho,GDSC2_n_models_direction_consistent_ge3of4,GDSC2_signature_robust_flag,GDSC2_strict_database_gate,CTRPv2_median_background_rho,CTRPv2_global_empirical_q_value,CTRPv2_n_backgrounds_available,CTRPv2_n_positive_backgrounds,CTRPv2_n_positive_nonHCT116_backgrounds,CTRPv2_leave_HCT116_out_median_rho,CTRPv2_n_models_direction_consistent_ge3of4,CTRPv2_signature_robust_flag,CTRPv2_strict_database_gate,GDSC1_median_background_rho,GDSC1_global_empirical_q_value,GDSC1_n_backgrounds_available,GDSC1_n_positive_backgrounds,GDSC1_n_positive_nonHCT116_backgrounds,GDSC1_leave_HCT116_out_median_rho,GDSC1_n_models_direction_consistent_ge3of4,GDSC1_signature_robust_flag,GDSC1_strict_database_gate
CYCLOSPORINA,CTRPv2;PRISM,2,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,cyclosporin-a,tested,0.19092320722755507,0.0003439312137572485,4.0,3.0,3.0,0.21287408243929987,5.0,True,True,Cyclosporin-A,tested,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,-0.10232927168577821,0.00019996000799840029,4.0,2.0,1.0,-0.2542724372072398,0.0,False,False,,,,,,,,,
CYROMAZINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,cyromazine,tested,0.13982213438735178,0.0003439312137572485,4.0,3.0,3.0,0.20553359683794467,5.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
DACARBAZINE,CTRPv2;GDSC2;PRISM,3,,not_tested_or_name_unmatched,Dacarbazine,tested,dacarbazine,tested,0.11014108536164788,0.08983065265399959,4.0,3.0,2.0,0.09441250665945382,5.0,True,True,Dacarbazine,tested,PRISM,0,1,Level2_single_external_platform_candidate,True,-0.1091202538570959,0.0765798840231953,4.0,1.0,1.0,-0.0583214793741109,0.0,False,False,-0.059929654555511164,0.00019996000799840029,4.0,1.0,0.0,-0.08567127492298814,0.0,False,False,,,,,,,,,
DANAZOL,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,danazol,tested,0.08596837944664032,0.0003439312137572485,4.0,4.0,3.0,0.14723320158102768,5.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPIVIRINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,dapivirine,tested,0.19304347826086954,0.0003439312137572485,4.0,3.0,3.0,0.2713043478260869,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECITABINE,CTRPv2;PRISM,2,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,decitabine,tested,0.14518553775049484,0.07240710813946344,4.0,3.0,3.0,0.2589578029071574,4.0,True,True,Decitabine,tested,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,-0.10259664603873156,0.00019996000799840029,4.0,1.0,0.0,-0.11932259116908454,0.0,False,False,,,,,,,,,
DEMECARIUM,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,demecarium,tested,0.09461538461538463,0.09928511652166921,4.0,3.0,3.0,0.14692307692307693,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEOXYCORTICOSTERONEACETATE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,deoxycorticosterone-acetate,tested,0.04100790513833992,0.0003439312137572485,4.0,3.0,3.0,0.043478260869565216,4.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEXAMETHASONEACETATE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,dexamethasone-acetate,tested,0.15923207227555058,0.0003439312137572485,4.0,4.0,3.0,0.20045172219085267,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAZOOXONORLEUCINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,diazooxonorleucine,tested,0.19869565217391302,0.0003439312137572485,4.0,3.0,3.0,0.2069565217391304,4.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIENOGEST,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,dienogest,tested,0.12690570299265952,0.0003439312137572485,4.0,3.0,2.0,0.24308300395256918,4.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISULFIRAM,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,disulfiram,tested,0.28003663003663,0.017108259991133995,4.0,4.0,3.0,0.32991452991452985,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOFETILIDE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,dofetilide,tested,0.07086391869000565,0.0003439312137572485,4.0,3.0,3.0,0.08695652173913043,5.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECHINOMYCIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,echinomycin,tested,0.05093645484949833,0.0003439312137572485,4.0,3.0,3.0,0.09230769230769231,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELTROMBOPAG,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,eltrombopag,tested,0.18551282051282053,0.05204954034068808,4.0,3.0,3.0,0.2964102564102564,4.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENOCITABINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,enocitabine,tested,0.19872953133822702,0.0003439312137572485,4.0,3.0,2.0,0.21174477696216829,4.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENOXIMONE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,enoximone,tested,0.10816205533596837,0.0003439312137572485,4.0,3.0,2.0,0.13826086956521738,5.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTINOSTAT,CTRPv2;GDSC2;PRISM,3,,not_tested_or_name_unmatched,Entinostat,tested,entinostat,tested,0.06076923076923077,0.10705120639158172,4.0,3.0,2.0,0.03923076923076923,4.0,True,False,Entinostat,tested,CTRPv2,0,1,Level2_single_external_platform_candidate,True,0.0044287548138639,0.9590615210291276,4.0,2.0,1.0,-0.0198874296435272,0.0,False,False,0.010589027830407141,0.00019996000799840029,4.0,3.0,2.0,0.0016420361247947454,5.0,True,True,,,,,,,,,
EPINASTINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,epinastine,tested,0.13833992094861658,0.0003439312137572485,4.0,3.0,3.0,0.2727272727272727,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPTIFIBATIDE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,eptifibatide,tested,0.0512987012987013,0.0003439312137572485,4.0,3.0,2.0,0.016883116883116882,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPZ5676,GDSC2;PRISM,2,,not_tested_or_name_unmatched,EPZ5676,tested,EPZ-5676,tested,0.1666239316239316,0.06751242344123769,4.0,3.0,3.0,0.22076923076923075,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,-0.083850103683223,0.3910722280322696,4.0,1.0,1.0,-0.0219512195121951,0.0,False,False,,,,,,,,,,,,,,,,,,
ERASTIN,CTRPv2;PRISM,2,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,erastin,tested,-0.06380575945793338,0.0003439312137572485,4.0,1.0,1.0,-0.006211180124223602,3.0,False,False,Erastin,tested,CTRPv2,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,0.09438450512912902,0.00019996000799840029,4.0,3.0,2.0,0.14819833021939377,5.0,True,True,,,,,,,,,
ERISMODEGIB,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Erismodegib,tested,CTRPv2,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,0.21672809051562042,0.00019996000799840029,4.0,3.0,3.0,0.24518524517471096,5.0,True,True,,,,,,,,,
ESTRAMUSTINEPHOSPHATE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,estramustine-phosphate,tested,0.13220735785953175,0.0003439312137572485,4.0,4.0,3.0,0.15826086956521737,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETOMOXIR,CTRPv2;PRISM,2,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,etomoxir,tested,0.01654135338345864,0.0003439312137572485,2.0,1.0,1.0,0.08421052631578946,0.0,True,False,Etomoxir,tested,CTRPv2,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,0.07972538185066733,0.00019996000799840029,4.0,3.0,2.0,0.05604596263667298,6.0,True,True,,,,,,,,,
FAVIPIRAVIR,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,favipiravir,tested,0.04220779220779221,0.0003439312137572485,4.0,3.0,3.0,0.05714285714285714,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
FK888,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,FK-888,tested,0.047402597402597405,0.0003439312137572485,4.0,4.0,3.0,0.051948051948051945,5.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLUDARABINE,GDSC2;PRISM,2,,not_tested_or_name_unmatched,Fludarabine,tested,fludarabine,tested,0.1190711462450593,0.0003439312137572485,4.0,3.0,3.0,0.1847826086956522,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,-0.0061987088302877,0.0969065070234684,4.0,2.0,2.0,0.0004048582995951,0.0,False,False,,,,,,,,,,,,,,,,,,
FLUDROXYCORTIDE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,fludroxycortide,tested,0.09782608695652176,0.0003439312137572485,4.0,3.0,2.0,0.05533596837944664,5.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLUOROMETHOLONE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,fluorometholone,tested,0.17144268774703558,0.0003439312137572485,4.0,4.0,3.0,0.12549407114624506,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLUTAMIDE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,flutamide,tested,0.18547008547008545,0.060666801264444445,4.0,3.0,3.0,0.21538461538461537,5.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMBOGICACID,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,gambogic-acid,tested,0.1791880341880342,0.0580436224190685,4.0,4.0,3.0,0.212991452991453,4.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
GASTRODIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,gastrodin,tested,0.06669960474308301,0.0003439312137572485,4.0,3.0,2.0,0.07213438735177866,4.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSK2830371,GDSC2;PRISM,2,,not_tested_or_name_unmatched,GSK2830371,tested,GSK2830371,tested,0.18230769230769228,0.0003439312137572485,4.0,3.0,3.0,0.22,5.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,-0.1156181391475509,0.0006043235797284,4.0,1.0,1.0,-0.0682110682110682,0.0,False,False,,,,,,,,,,,,,,,,,,
GSK650394,GDSC1;PRISM,2,GSK650394,tested,,not_tested_or_name_unmatched,GSK650394,tested,0.078399209486166,0.0003439312137572485,4.0,3.0,3.0,0.13999999999999999,5.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,0.0181153662799936,0.0002492038905651,4.0,2.0,2.0,0.1467980295566502,0.0,False,False
GTP14564,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,GTP-14564,tested,0.09964882943143812,0.0003439312137572485,4.0,3.0,3.0,0.15391304347826085,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW3965,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,GW-3965,tested,0.1025974025974026,0.0003439312137572485,4.0,3.0,2.0,0.18961038961038962,5.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA141,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,HA14-1,tested,0.07788537549407115,0.0003439312137572485,4.0,4.0,3.0,0.13304347826086957,5.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
HALCINONIDE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,halcinonide,tested,0.07608695652173914,0.0003439312137572485,4.0,3.0,3.0,0.1422924901185771,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYPERFORIN,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Hyperforin,tested,CTRPv2,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,0.19260261932374803,0.00019996000799840029,4.0,3.0,3.0,0.3072578490216737,6.0,True,True,,,,,,,,,
IC87114,CTRPv2;GDSC1,2,IC-87114,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,IC-87114,tested,CTRPv2,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,0.050068495317670735,0.00019996000799840029,4.0,3.0,3.0,0.07233079919984285,6.0,True,True,0.0433581354633986,0.0002492038905651,4.0,2.0,2.0,0.1386913229018492,3.0,True,False
IXAZOMIBCITRATE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,ixazomib-citrate,tested,0.06422924901185771,0.0003439312137572485,4.0,3.0,3.0,0.07312252964426878,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOSAMYCIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,josamycin,tested,0.1632905982905983,0.06766918368412135,4.0,3.0,3.0,0.27153846153846156,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
JQ1NAVITOCLAX21MOLMOL,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,JQ-1:navitoclax (2:1 mol/mol),tested,CTRPv2,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,0.07669172932330827,0.00019996000799840029,4.0,3.0,2.0,0.019548872180451125,4.0,True,True,,,,,,,,,
JTE607,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,JTE-607,tested,0.20043478260869563,0.0003439312137572485,4.0,3.0,2.0,0.23391304347826083,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHS101,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,KHS101,tested,CTRPv2,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,0.0340353195305132,0.00019996000799840029,4.0,3.0,2.0,0.002737101435239237,5.0,True,True,,,,,,,,,
KI16425,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,KI-16425,tested,0.21944816053511706,0.0003439312137572485,4.0,3.0,2.0,0.24846153846153846,5.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
KU0063794,CTRPv2;PRISM,2,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,ku-0063794,tested,-0.295,0.021528771168843153,4.0,1.0,1.0,-0.39,1.0,False,False,KU-0063794,tested,CTRPv2,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,0.09714697070264508,0.00019996000799840029,4.0,3.0,3.0,0.11111280693319911,6.0,True,True,,,,,,,,,
KU55933,CTRPv2;GDSC1;GDSC2,3,KU-55933,tested,KU-55933,tested,,not_tested_or_name_unmatched,,,,,,,,,,KU-55933,tested,CTRPv2,0,1,Level2_single_external_platform_candidate,True,-0.0273580260422365,0.0994008094932737,4.0,2.0,2.0,0.032935769777875,0.0,False,False,0.1273529253822028,0.00019996000799840029,4.0,4.0,3.0,0.1546311666525329,6.0,True,True,0.0527410001094211,0.0002492038905651,4.0,2.0,2.0,0.2318634423897581,1.0,True,False
KU60019,CTRPv2;GDSC1,2,KU-60019,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,KU-60019,tested,CTRPv2,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,0.0663611218195859,0.00019996000799840029,4.0,3.0,2.0,0.050731774382719176,5.0,True,True,0.0291242659663712,0.0002492038905651,4.0,2.0,2.0,0.1697486960644855,4.0,True,False
LENALIDOMIDE,GDSC1;GDSC2;PRISM,3,Lenalidomide,tested,Lenalidomide,tested,lenalidomide,tested,0.04168896321070233,0.0003439312137572485,4.0,3.0,2.0,0.0007692307692307692,5.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,-0.0300279023963234,0.0988158803882787,4.0,1.0,1.0,-0.0193675456833351,0.0,False,False,,,,,,,,,,-0.0339023233760075,0.0002492038905651,4.0,2.0,2.0,0.103366524419156,0.0,False,False
LEVOBUNOLOL,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,levobunolol,tested,0.1318181818181818,0.0003439312137572485,4.0,4.0,3.0,0.22077922077922077,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEVOCETIRIZINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,levocetirizine,tested,0.18280632411067194,0.0003439312137572485,4.0,3.0,3.0,0.23023715415019763,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINSITINIB,CTRPv2;GDSC1;GDSC2;PRISM,4,Linsitinib,tested,Linsitinib,tested,linsitinib,tested,0.07803100822921996,0.516899247408318,4.0,3.0,2.0,0.06800455715368083,1.0,False,False,Linsitinib,tested,CTRPv2,0,1,Level2_single_external_platform_candidate,True,-0.0371259998025081,0.7240961446264965,4.0,2.0,2.0,0.0636022514071294,0.0,False,False,0.09289073128210901,0.00019996000799840029,4.0,3.0,3.0,0.17276774485550267,5.0,True,True,-0.0245411568409343,0.0002492038905651,4.0,2.0,2.0,0.0120967741935483,0.0,False,False
LUCITANIB,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,lucitanib,tested,0.04990118577075099,0.0003439312137572485,4.0,3.0,2.0,0.0800395256916996,5.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENADIONE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,menadione,tested,0.035008469791078495,0.0003439312137572485,4.0,3.0,3.0,0.04347826086956522,4.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERICITABINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,mericitabine,tested,0.1308695652173913,0.0003439312137572485,4.0,3.0,3.0,0.1391304347826087,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERIMEPODIB,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,merimepodib,tested,0.21936758893280633,0.0003439312137572485,4.0,3.0,3.0,0.2223320158102767,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
METHSCOPOLAMINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,methscopolamine,tested,0.050217391304347825,0.0003439312137572485,4.0,3.0,2.0,0.06999999999999999,5.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
METHYLPHENIDATE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,methylphenidate,tested,0.15647157190635452,0.0003439312137572485,4.0,3.0,3.0,0.25217391304347825,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEXENEONE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,mexeneone,tested,0.0849802371541502,0.0003439312137572485,4.0,3.0,2.0,0.08102766798418974,4.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDODRINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,midodrine,tested,0.02652173913043478,0.0003439312137572485,4.0,3.0,2.0,0.02608695652173913,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
MK0752,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,MK-0752,tested,CTRPv2,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,0.1318533000626195,0.00019996000799840029,4.0,3.0,3.0,0.2574826666116145,6.0,True,True,,,,,,,,,
ML029,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,ML029,tested,CTRPv2,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,0.09750703758698417,0.00019996000799840029,4.0,3.0,3.0,0.14032345663057263,6.0,True,True,,,,,,,,,
ML083,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,ML083,tested,CTRPv2,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,0.27458181828251627,0.00019996000799840029,4.0,3.0,3.0,0.3769294688318329,6.0,True,True,,,,,,,,,
ML258,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,ML258,tested,CTRPv2,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,0.2002723605736774,0.00019996000799840029,4.0,3.0,3.0,0.24350572404005624,6.0,True,True,,,,,,,,,
MST312,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,MST-312,tested,CTRPv2,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,0.0877572023158498,0.00019996000799840029,4.0,3.0,3.0,0.0935020779282082,4.0,True,True,,,,,,,,,
NADIFLOXACIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,nadifloxacin,tested,0.12792207792207794,0.0003439312137572485,4.0,3.0,2.0,0.16623376623376623,4.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPABUCASIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,napabucasin,tested,0.1942307692307692,0.05630351341209169,4.0,4.0,3.0,0.15846153846153843,6.0,True,True,,not_tested_or_name_unmatched,PRISM,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAVITOCLAXSORAFENIB11MOLMOL,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Navitoclax:sorafenib (1:1 mol/mol),tested,CTRPv2,0,1,Level2_single_external_platform_candidate,True,,,,,,,,,,0.12296650717703347,0.00019996000799840029,4.0,3.0,2.0,0.051948051948051945,6.0,True,True,,,,,,,,,
