gene,n_trajectories,median_vulnerability_rho,mean_vulnerability_rho,n_positive,min_p_BH,n_bootstrap_supported,directional_convergence_fraction,strict_convergent_vulnerability,exploratory_convergent_signal,convergent_vulnerability
CDKN2AIP,6,-0.0016404647983595342,-0.009250398724082932,3,0.5928128859813936,0,0.5,False,False,False
CDKN2AIPNL,6,0.027853725222146276,0.041831852358168144,3,0.9272563739988449,0,0.5,False,False,False
CDKN2B,6,0.023137388926862613,0.015698336750968333,3,0.6191129941297502,0,0.5,False,False,False
CDKN2C,6,0.027067669172932334,-0.03220551378446115,4,0.5005169577514351,0,0.6666666666666666,False,False,False
CDKN2D,6,0.0183526999316473,0.015686944634313058,4,0.9131712851781012,0,0.6666666666666666,False,False,False
CDKN3,6,0.02987012987012987,-0.00044429254955570655,4,0.5816056804110181,0,0.6666666666666666,False,False,False
CDNF,6,-0.01565276828434723,0.0020391888812941344,2,0.7928473173322927,0,0.3333333333333333,False,False,False
CDO1,6,-0.005468215994531787,-0.03981544771018456,3,0.788857790187436,0,0.5,False,False,False
CDON,6,-0.041934381408065616,-0.031704260651629075,2,0.831822657173743,0,0.3333333333333333,False,False,False
CDPF1,6,0.009330143540669855,0.03073593073593073,3,0.5386938333083399,0,0.5,False,False,False
CDR2,6,-0.0450786056049214,0.012679425837320568,3,0.5340417581215297,0,0.5,False,False,False
CDR2L,6,0.03383458646616542,-0.0003417634996582375,4,0.630368651592646,0,0.6666666666666666,False,False,False
CDRT15,6,-0.10628844839371156,-0.10583276372750057,1,0.4740301504155252,0,0.16666666666666666,False,False,False
CDRT15L2,6,-0.06630211893369789,-0.07321713374344953,2,0.8293210842631096,0,0.3333333333333333,False,False,False
CDS1,6,0.13913192071086808,0.13556618819776714,5,0.4353801622315571,0,0.8333333333333334,False,False,False
CDS2,6,-0.020984278879015723,-0.019412166780587835,2,0.8139952357290872,0,0.3333333333333333,False,False,False
CDSN,6,0.01811346548188654,0.015698336750968333,3,0.4894274620321659,0,0.5,False,False,False
CDT1,6,-0.07679425837320575,-0.097095010252905,1,0.7127986760400353,0,0.16666666666666666,False,False,False
CDV3,6,-0.08687628161312372,-0.03953064479380268,2,0.5138545688599526,0,0.3333333333333333,False,False,False
CDX1,6,-0.00047846889952152943,-0.029961266803372077,3,0.45848659480425524,0,0.5,False,False,False
CDX2,6,-0.005912508544087491,-0.08152198678514468,3,0.27591623336802545,1,0.5,False,False,False
CDX4,6,0.009398496240601505,0.009159261790840737,4,0.8659705921866412,0,0.6666666666666666,False,False,False
CDYL,6,0.007006151742993849,-0.012200956937799044,3,0.9576002041523111,0,0.5,False,False,False
CDYL2,6,-0.02795625427204374,0.01003645477329687,3,0.6484605644393643,0,0.5,False,False,False
CEACAM1,6,-0.007279562542720439,-0.01639325586694008,3,0.8676287252085298,0,0.5,False,False,False
CEACAM16,6,-0.07706766917293234,-0.04428115743905218,1,0.8596012770780345,0,0.16666666666666666,False,False,False
CEACAM19,6,0.03239917976760082,0.033583959899749376,3,0.6767625144730947,0,0.5,False,False,False
CEACAM21,6,-0.06637047163362952,-0.01310093415356573,2,0.8955027363002518,0,0.3333333333333333,False,False,False
CEACAM3,6,-0.022829801777170197,-0.022601959444064706,2,0.6851895785194877,0,0.3333333333333333,False,False,False
CEACAM4,6,-0.04555707450444293,-0.02026657552973343,3,0.8169809726153563,0,0.5,False,False,False
CEACAM5,6,0.04859876965140124,0.028104351788562316,4,0.8430195808288304,0,0.6666666666666666,False,False,False
CEACAM6,6,0.06425153793574848,0.04141034404192299,4,0.8946803115089352,0,0.6666666666666666,False,False,False
CEACAM7,6,0.049453178400546825,0.038049669628617,4,0.8213523139388239,0,0.6666666666666666,False,False,False
CEACAM8,6,0.05987696514012304,0.09100022784233312,3,0.4489921472777437,0,0.5,False,False,False
CEBPA,6,0.08284347231715654,0.05075187969924813,4,0.5824114357615622,0,0.6666666666666666,False,False,False
CEBPB,6,-0.060799726589200284,-0.03467760309865573,2,0.7938618132479826,0,0.3333333333333333,False,False,False
CEBPD,6,-0.01807928913192072,0.003964456596035552,3,0.47039730058606943,0,0.5,False,False,False
CEBPE,6,0.011722488038277516,0.019343814080656194,3,0.8947070355640017,0,0.5,False,False,False
CEBPG,6,-0.06773752563226249,-0.07241968557758031,1,0.7470900319227591,0,0.16666666666666666,False,False,False
CEBPZ,6,-0.1031784005468216,-0.04364319890635678,2,0.05029846323754905,1,0.3333333333333333,False,False,False
CEL,6,0.14764183185235816,0.10493278651173388,4,0.13626068254536006,0,0.6666666666666666,False,False,False
CELA1,6,0.10386192754613807,0.004841649578491686,4,0.34189748341201004,0,0.6666666666666666,False,False,False
CELA2A,6,0.0692071086807929,0.023547505126452494,4,0.616476334862895,0,0.6666666666666666,False,False,False
CELA2B,6,0.05980861244019139,0.07784233310549099,4,0.34194188708922824,0,0.6666666666666666,False,False,False
CELA3A,6,-0.01555023923444976,-0.04156983367509683,3,0.7840966715937996,0,0.5,False,False,False
CELA3B,6,0.0920369104579631,0.07179311916154021,4,0.524409755894569,0,0.6666666666666666,False,False,False
CELF1,6,-0.05598086124401914,-0.06483253588516748,2,0.6575079754697307,0,0.3333333333333333,False,False,False
CELF2,6,0.013875598086124402,0.011562998405103664,3,0.4847753926229276,0,0.5,False,False,False
CELF3,6,0.028605604921394395,0.030166324903167008,4,0.931226688952696,0,0.6666666666666666,False,False,False
CELF4,6,0.08147641831852359,0.10256322624743679,3,0.46370719831834506,0,0.5,False,False,False
CELF5,6,0.05164046479835954,0.017293233082706767,4,0.8520842518884093,0,0.6666666666666666,False,False,False
CELF6,6,0.09935064935064936,0.10246069719753931,4,0.3632394330072722,0,0.6666666666666666,False,False,False
CELSR1,6,0.08376623376623378,0.023593073593073596,4,0.7867186387435025,0,0.6666666666666666,False,False,False
CELSR2,6,0.005468215994531785,-0.04375712007290955,3,0.5854300188734309,0,0.5,False,False,False
CELSR3,6,-0.07488038277511963,-0.07451583504215083,1,0.7440343120121935,0,0.16666666666666666,False,False,False
CEMIP,6,-0.036158578263841425,-0.0693438140806562,3,0.3426734880055729,0,0.5,False,False,False
CEMIP2,6,0.14398496240601505,0.09586466165413536,4,0.5086222937646607,0,0.6666666666666666,False,False,False
CEMP1,6,-0.08185235816814765,-0.03390293916609707,2,0.6188045444244604,0,0.3333333333333333,False,False,False
CENATAC,6,-0.06948051948051948,0.004363180678970148,2,0.8411386663336446,0,0.3333333333333333,False,False,False
CEND1,6,-0.061107313738892687,-0.05299612668033721,2,0.9190532262190637,0,0.3333333333333333,False,False,False
CENPA,6,0.024709501025290497,-0.004363180678970151,3,0.6236992720078123,0,0.5,False,False,False
CENPB,6,0.06295283663704716,0.04486215538847118,4,0.4902790189266142,0,0.6666666666666666,False,False,False
CENPC,6,0.07549555707450445,0.08686488949646844,6,0.7441150841001387,0,1.0,False,False,False
CENPE,6,0.0034859876965140143,0.004932786511733876,3,0.875410768567274,0,0.5,False,False,False
CENPF,6,-0.028229665071770334,-0.037240829346092505,2,0.7118863398381493,0,0.3333333333333333,False,False,False
CENPH,6,0.10632262474367739,0.07481203007518798,5,0.7886789225263431,0,0.8333333333333334,False,False,False
CENPI,6,0.026144907723855092,0.015481886534518116,4,0.8203386852815144,0,0.6666666666666666,False,False,False
CENPJ,6,-0.10194805194805195,-0.07500569605832764,2,0.4598177002869653,0,0.3333333333333333,False,False,False
CENPK,6,-0.05372522214627479,-0.03159033948507633,2,0.6258760275955461,0,0.3333333333333333,False,False,False
CENPL,6,0.08475734791524266,0.03509911141490089,4,0.5602757700966509,0,0.6666666666666666,False,False,False
CENPM,6,-0.03619275461380724,0.0004898610161768076,2,0.742475702459572,0,0.3333333333333333,False,False,False
CENPN,6,0.03865345181134655,0.00010252904989746976,4,0.5386938333083399,0,0.6666666666666666,False,False,False
CENPO,6,0.05680109364319891,0.02673729778992937,4,0.775052977631057,0,0.6666666666666666,False,False,False
CENPP,6,-0.05423786739576213,-0.03239917976760082,2,0.9373476018126963,0,0.3333333333333333,False,False,False
CENPQ,6,0.003520164046479833,0.003383458646616537,3,0.48335213287772566,0,0.5,False,False,False
CENPT,6,0.05064935064935065,0.07631578947368423,3,0.333322026955931,0,0.5,False,False,False
CENPU,6,-0.041319207108680804,-0.06678058783321941,3,0.7822296542319599,0,0.5,False,False,False
CENPV,6,-0.01753246753246753,-0.0685805422647528,3,0.94423879789487,0,0.5,False,False,False
CENPW,6,-0.09658236500341766,-0.06019594440647074,2,0.6661186038309935,0,0.3333333333333333,False,False,False
CENPX,6,-0.02761449077238551,-0.012998405103668264,2,0.7081254083508046,0,0.3333333333333333,False,False,False
CEP104,6,-0.031373889268626116,-0.06215538847117796,3,0.8405002061792706,0,0.5,False,False,False
CEP112,6,0.12341079972658922,0.054773296878560036,4,0.638655758813706,0,0.6666666666666666,False,False,False
CEP120,6,-0.18161312371838687,-0.11339712918660289,2,0.28100238601578387,0,0.3333333333333333,False,False,False
CEP126,6,-0.07853725222146277,-0.07031214399635453,2,0.7985788791798407,0,0.3333333333333333,False,False,False
CEP128,6,-0.008680792891319209,0.04004329004329005,3,0.5405567423818082,0,0.5,False,False,False
CEP131,6,-0.010833902939166092,0.004761904761904766,3,0.7857472145906089,0,0.5,False,False,False
CEP135,6,-0.17030075187969923,-0.11113009797220325,2,0.24090243326931984,0,0.3333333333333333,False,False,False
CEP152,6,-0.07658920027341082,-0.040043290043290054,3,0.10854450962981586,1,0.5,False,False,False
CEP162,6,-0.01066302118933698,0.008908635224424697,3,0.5035550015964814,0,0.5,False,False,False
CEP164,6,0.04938482570061518,0.03341307814992027,3,0.3461097426853385,0,0.5,False,False,False
CEP170,6,-0.02136021872863978,-0.03943950786056049,3,0.8999711737110188,0,0.5,False,False,False
CEP170B,6,0.10522898154477103,0.08667122351332879,4,0.5679053272782076,0,0.6666666666666666,False,False,False
CEP19,6,0.06134654818865346,0.08333333333333336,6,0.6476318832722131,0,1.0,False,False,False
CEP192,6,-0.0273069036226931,-0.04516974253816359,1,0.6715325308248148,0,0.16666666666666666,False,False,False
CEP20,6,-0.14453178400546823,-0.10311004784688997,2,0.33859045369936686,0,0.3333333333333333,False,False,False
CEP250,6,-0.011073137388926863,0.00471633629528366,2,0.7362824318873903,0,0.3333333333333333,False,False,False
CEP290,6,0.00806561859193438,0.018159033948507625,3,0.8373116545738647,0,0.5,False,False,False
CEP295,6,-0.04063568010936431,-0.03899521531100478,3,0.30480494055925916,0,0.5,False,False,False
CEP295NL,6,0.00023923444976076602,-0.0017429938482569983,3,0.4920548311748663,0,0.5,False,False,False
CEP350,6,-0.13485987696514012,-0.11840966051492367,1,0.33664526319106564,0,0.16666666666666666,False,False,False
CEP41,6,-0.06308954203691046,-0.055126452494873544,2,0.6146213745363588,0,0.3333333333333333,False,False,False
CEP43,6,0.05023923444976077,-0.029813169286853503,4,0.7693473710882544,0,0.6666666666666666,False,False,False
CEP44,6,0.007928913192071087,0.038015493278651176,4,0.7698411956702734,0,0.6666666666666666,False,False,False
CEP55,6,-0.04555707450444293,-0.010138983823194348,2,0.760266397452177,0,0.3333333333333333,False,False,False
CEP57,6,-0.01920710868079289,-0.0197425381635908,3,0.5687242008213932,0,0.5,False,False,False
CEP57L1,6,0.06749829118250171,0.03631806789701527,4,0.8147888896623067,0,0.6666666666666666,False,False,False
CEP63,6,-0.08704716336295283,-0.04974937343358395,3,0.3344595341503168,0,0.5,False,False,False
CEP68,6,-0.0677717019822283,-0.015823650034176344,2,0.7989717160506684,0,0.3333333333333333,False,False,False
CEP70,6,0.08663704716336296,0.060811118705855545,4,0.8113633635598856,0,0.6666666666666666,False,False,False
CEP72,6,0.08400546821599453,0.07208931419457736,4,0.5035550015964814,0,0.6666666666666666,False,False,False
CEP76,6,0.029904306220095697,-0.004727728411938942,4,0.8906933511369225,0,0.6666666666666666,False,False,False
CEP78,6,-0.08161312371838687,-0.1009911141490089,2,0.26601031274207204,0,0.3333333333333333,False,False,False
CEP83,6,-0.09719753930280248,-0.10543403964456598,1,0.8501255004042679,0,0.16666666666666666,False,False,False
CEP85,6,-0.018045112781954885,-0.0491569833675097,3,0.33595236015631713,0,0.5,False,False,False
CEP85L,6,0.04542036910457964,0.053053087263613574,3,0.7022793491962211,0,0.5,False,False,False
CEP89,6,0.027341079972658926,0.054226475279106866,4,0.4460705009569849,0,0.6666666666666666,False,False,False
CEP95,6,0.07836637047163363,0.06601731601731602,4,0.788857790187436,0,0.6666666666666666,False,False,False
CEP97,6,-0.0411825017088175,-0.05355434039644566,3,0.6241597463019579,0,0.5,False,False,False
CEPT1,6,-0.03947368421052632,-0.007871952608794712,3,0.6696020782585624,0,0.5,False,False,False
CER1,6,-0.060731373889268636,-0.02670312143996355,2,0.7270195045393665,0,0.3333333333333333,False,False,False
CERCAM,6,0.052289815447710185,0.029084073820915934,3,0.38853477650100243,0,0.5,False,False,False
CERK,6,0.06179084073820916,0.06316928685349739,5,0.8674444990396486,0,0.8333333333333334,False,False,False
CERKL,6,-0.08362952836637048,-0.0905559352927774,1,0.8466074442046296,0,0.16666666666666666,False,False,False
CERS1,6,0.06076555023923445,0.05371383002961951,4,0.44114703616496753,0,0.6666666666666666,False,False,False
CERS2,6,0.1014354066985646,0.09336978810663021,5,0.5737305000666307,0,0.8333333333333334,False,False,False
CERS3,6,0.06838687628161312,0.09593301435406698,5,0.3679427743276327,0,0.8333333333333334,False,False,False
CERS4,6,0.08202323991797678,0.04226475279106858,4,0.9268517074725958,0,0.6666666666666666,False,False,False
CERS5,6,-0.04032809295967191,-0.0021986785144679894,2,0.7031719399369029,0,0.3333333333333333,False,False,False
CERS6,6,-0.07898154477101846,-0.09475962633857371,0,0.7737953982932617,0,0.0,False,False,False
CERT1,6,0.05714285714285715,-0.0032809295967190662,4,0.592960693484341,0,0.6666666666666666,False,False,False
CES1,6,0.001025290498974707,-0.031271360218728644,3,0.9029698747068676,0,0.5,False,False,False
CES2,6,-0.08215994531784006,-0.05269993164730008,2,0.6925770632304005,0,0.3333333333333333,False,False,False
CES3,6,0.1181818181818182,0.04922533606744134,4,0.5005851688117804,0,0.6666666666666666,False,False,False
CES4A,6,-0.02443609022556391,-0.01925267714741399,2,0.9459274782296407,0,0.3333333333333333,False,False,False
CES5A,6,-0.040738209159261796,-0.018375484164957854,1,0.8951162125549403,0,0.16666666666666666,False,False,False
CETN1,6,0.04501025290498975,0.03301435406698565,5,0.9426731972950578,0,0.8333333333333334,False,False,False
CETN2,6,-0.02173615857826384,-0.040555935292777394,2,0.923472419674612,0,0.3333333333333333,False,False,False
CETN3,6,-0.053007518796992475,-0.006687172476646161,2,0.7897996824054657,0,0.3333333333333333,False,False,False
CETP,6,-0.02505126452494874,-0.046058327637275014,3,0.5515065909483247,0,0.5,False,False,False
CFAP100,6,-0.04299384825700615,-0.06608566871724766,2,0.529883833468413,0,0.3333333333333333,False,False,False
CFAP107,6,0.019480519480519484,0.0171451355661882,3,0.9248813721229512,0,0.5,False,False,False
CFAP119,6,-0.058749145591250856,-0.06831852358168149,1,0.7180582814053128,0,0.16666666666666666,False,False,False
CFAP126,6,-0.06008202323991798,-0.013852813852813848,3,0.797774825146132,0,0.5,False,False,False
CFAP141,6,-0.17043745727956255,-0.16139211665527456,1,0.338306994638989,0,0.16666666666666666,False,False,False
CFAP157,6,-0.04002050580997949,-0.059968102073365226,2,0.8980378454966012,0,0.3333333333333333,False,False,False
CFAP161,6,-0.003588516746411481,-0.01834130781499203,3,0.4567540650132999,0,0.5,False,False,False
CFAP20,6,0.11288448393711552,0.10763271815903395,4,0.5515065909483247,0,0.6666666666666666,False,False,False
CFAP206,6,-0.0069036226930963805,0.01910457963089542,3,0.560439140764429,0,0.5,False,False,False
CFAP20DC,6,-0.02593984962406015,-0.03966735019366598,2,0.7840966715937996,0,0.3333333333333333,False,False,False
CFAP210,6,0.03725222146274778,0.04638869902027797,3,0.8589799195092295,0,0.5,False,False,False
CFAP221,6,0.09572795625427205,0.06606288448393711,5,0.8504545419771473,0,0.8333333333333334,False,False,False
CFAP251,6,-0.007587149692412851,-0.007302346776030984,3,0.9236997354348276,0,0.5,False,False,False
CFAP276,6,-0.043882433356117564,-0.043210298473456366,1,0.8711536662386618,0,0.16666666666666666,False,False,False
CFAP298,6,0.015105946684894057,-0.021257689678742305,3,0.7966088881494121,0,0.5,False,False,False
CFAP299,6,0.06828434723171566,0.020107085896559587,4,0.3344595341503168,0,0.6666666666666666,False,False,False
CFAP300,6,-0.023000683526999317,-0.03744588744588745,2,0.7116019369143392,0,0.3333333333333333,False,False,False
CFAP36,6,-0.06397812713602188,-0.05342902711323764,2,0.7393674033180506,0,0.3333333333333333,False,False,False
CFAP410,6,0.03578263841421737,0.10979722032353613,5,0.3101885226698248,0,0.8333333333333334,False,False,False
CFAP418,6,0.007108680792891319,-0.0011506037821827249,3,0.5517113601669694,0,0.5,False,False,False
CFAP43,6,-0.01654135338345865,-0.022647527910685805,3,0.8456088076507158,0,0.5,False,False,False
CFAP44,6,-0.024470266575529732,0.004499886078833448,2,0.7695618707337968,0,0.3333333333333333,False,False,False
CFAP45,6,-0.053861927546138076,-0.0791410344041923,1,0.5035550015964814,0,0.16666666666666666,False,False,False
CFAP46,6,0.07706766917293234,0.033663704716336305,4,0.8095331673355228,0,0.6666666666666666,False,False,False
CFAP47,6,-0.012918660287081343,0.0005696058327637384,3,0.46038070367158634,0,0.5,False,False,False
CFAP52,6,-0.037218045112781956,-0.03888129414445204,2,0.788857790187436,0,0.3333333333333333,False,False,False
CFAP53,6,-0.037286397812713604,-0.02468671679197995,1,0.7784181995442389,0,0.16666666666666666,False,False,False
CFAP57,6,0.003349282296650713,0.021804511278195493,3,0.6423686915058,0,0.5,False,False,False
CFAP58,6,0.017532467532467535,-0.0001594896331738443,4,0.8898367452252098,0,0.6666666666666666,False,False,False
CFAP61,6,-0.07706766917293234,-0.004101161995898851,2,0.8548735759664978,0,0.3333333333333333,False,False,False
CFAP65,6,0.10492139439507861,0.032889040783777634,4,0.45138363216803484,0,0.6666666666666666,False,False,False
CFAP68,6,-0.04405331510594669,-0.0272157666894509,1,0.8733634948761931,0,0.16666666666666666,False,False,False
CFAP69,6,0.06148325358851675,0.023023467760309866,4,0.7849831391756633,0,0.6666666666666666,False,False,False
CFAP70,6,-0.020164046479835957,-0.03263841421736159,3,0.6301385701004224,0,0.5,False,False,False
CFAP73,6,0.01862611073137388,0.009569377990430616,3,0.2653143571787884,0,0.5,False,False,False
CFAP77,6,0.07419685577580316,0.04081795397584872,4,0.3410055175105478,0,0.6666666666666666,False,False,False
CFAP90,6,0.1700273410799727,0.13631806789701528,4,0.3461097426853385,0,0.6666666666666666,False,False,False
CFAP91,6,-0.006117566643882435,-0.016609706083390293,3,0.9605239317533754,0,0.5,False,False,False
CFAP92,6,-0.06537935748462065,-0.07236272499430395,0,0.7793374437504343,0,0.0,False,False,False
CFAP95,6,0.09743677375256324,0.07669172932330827,5,0.7609942554712129,0,0.8333333333333334,False,False,False
CFAP97,6,0.0939166097060834,0.11805650489861015,6,0.6029100422870574,0,1.0,False,False,False
CFAP97D1,6,-0.1258373205741627,-0.0817384370015949,2,0.771777584333044,0,0.3333333333333333,False,False,False
CFB,6,0.07597402597402597,-0.005980861244019135,4,0.31507632678465614,0,0.6666666666666666,False,False,False
CFC1,6,-0.05032377428307123,-0.039695754959399726,2,0.9079288450112589,0,0.3333333333333333,False,False,False
CFC1B,6,-0.05692260252852297,-0.08300955905026211,2,0.934254123837289,0,0.3333333333333333,False,False,False
CFD,6,0.010492139439507858,-0.015994531784005474,3,0.5143549668474418,0,0.5,False,False,False
CFDP1,6,0.016438824333561176,0.015481886534518112,4,0.9017346322934991,0,0.6666666666666666,False,False,False
CFH,6,-0.039507860560492145,-0.019674185463659153,2,0.8244373818703873,0,0.3333333333333333,False,False,False
CFHR1,6,0.10543403964456596,0.08940533151059467,4,0.4002577236080474,0,0.6666666666666666,False,False,False
CFHR2,6,0.0278879015721121,-0.016119845067213492,4,0.7020997654204048,0,0.6666666666666666,False,False,False
CFHR3,6,0.035030758714969246,0.025871496924128504,3,0.8300416177365743,0,0.5,False,False,False
CFHR4,6,0.13247863247863245,0.09157509157509157,5,0.6770610541396441,0,0.8333333333333334,False,False,False
CFHR5,6,-0.05037593984962406,-0.017076782866256548,3,0.588659520879434,0,0.5,False,False,False
CFI,6,-0.07009569377990431,-0.09940760993392572,0,0.5347868628688751,0,0.0,False,False,False
CFL1,6,-0.018386876281613125,-0.016974253816359076,3,0.8144877425971961,0,0.5,False,False,False
CFL2,6,0.01582365003417635,0.00426065162907268,4,0.7388503800242552,0,0.6666666666666666,False,False,False
CFLAR,6,0.039507860560492145,0.024344953292321714,4,0.5762225231938861,0,0.6666666666666666,False,False,False
CFP,6,-0.023615857826384146,-0.043449532923217134,2,0.7966088881494121,0,0.3333333333333333,False,False,False
CFTR,6,-0.03031442241968558,-0.027375256322624747,3,0.5427965000653339,0,0.5,False,False,False
CGA,6,-0.095352016404648,-0.0655388471177945,1,0.6811465725063414,0,0.16666666666666666,False,False,False
CGAS,6,0.07850307587149694,0.08161312371838687,5,0.6276856645792284,0,0.8333333333333334,False,False,False
CGB7,6,0.09374036386062289,0.0557919621749409,4,0.6621172708983522,0,0.6666666666666666,False,False,False
CGGBP1,6,-0.0589542036910458,-0.04650262018683072,2,0.5733532009215937,0,0.3333333333333333,False,False,False
CGN,6,0.1177717019822283,0.06891091364775576,5,0.7342680414317563,0,0.8333333333333334,False,False,False
CGNL1,6,0.022966507177033493,0.01940077466393256,4,0.7029025216178625,0,0.6666666666666666,False,False,False
CGREF1,6,-0.09894053315105947,-0.10454545454545455,1,0.5559688352082666,0,0.16666666666666666,False,False,False
CGRRF1,6,-0.03961038961038961,-0.03334472544998862,3,0.43172009855287896,0,0.5,False,False,False
CH25H,6,-0.04866712235133288,-0.020334928229665077,3,0.8799653115041244,0,0.5,False,False,False
CHAC1,6,-0.07365003417634995,-0.03481430849851903,3,0.5289850843004485,0,0.5,False,False,False
CHAC2,6,0.008612440191387565,-0.03794714057871953,3,0.7440343120121935,0,0.5,False,False,False
CHAD,6,-0.01995898838004101,-0.022294372294372294,3,0.33423182567521836,1,0.5,False,False,False
CHADL,6,-0.002255639097744358,-0.0013214855320118415,3,0.57279626935302,0,0.5,False,False,False
CHAF1A,6,0.00909090909090909,-0.018933697881066306,3,0.41692583955391505,0,0.5,False,False,False
CHAF1B,6,-0.06131237183868763,-0.031180223285486437,2,0.6772068443469595,0,0.3333333333333333,False,False,False
CHAMP1,6,-0.08752563226247438,-0.0537593984962406,2,0.7784181995442389,0,0.3333333333333333,False,False,False
CHAT,6,0.04224196855775803,0.0011733880154932777,4,0.434305021571567,0,0.6666666666666666,False,False,False
CHCHD1,6,-0.0026657552973342463,-0.016974253816359076,3,0.846409221621819,0,0.5,False,False,False
CHCHD10,6,-0.0095352016404648,-0.03311688311688312,3,0.9284789732169946,0,0.5,False,False,False
CHCHD2,6,0.005194805194805193,0.02257917521075416,3,0.8123687542924067,0,0.5,False,False,False
CHCHD3,6,-0.05054682159945317,-0.045955798587377535,3,0.6569534989991886,0,0.5,False,False,False
CHCHD4,6,0.054032809295967196,0.03622693096377307,4,0.9199899740624045,0,0.6666666666666666,False,False,False
CHCHD5,6,0.0010252904989747104,-0.00969469127363865,3,0.6488997872060303,0,0.5,False,False,False
CHCHD6,6,-0.016712235133287765,-0.01279334700387332,1,0.8838008487157467,0,0.16666666666666666,False,False,False
CHCHD7,6,0.009501025290498979,-0.030792891319207108,3,0.5490647621773849,0,0.5,False,False,False
CHCT1,6,0.019241285030758715,-0.007814992025518339,4,0.9426731972950578,0,0.6666666666666666,False,False,False
CHD1,6,0.10054682159945319,0.09144452039188883,4,0.9373434223996188,0,0.6666666666666666,False,False,False
CHD1L,6,0.02901572112098428,0.025484164957849165,3,0.8136318922910477,0,0.5,False,False,False
CHD2,6,0.0799043062200957,0.08758259284575075,5,0.4929923060579209,0,0.8333333333333334,False,False,False
CHD3,6,-0.000410116199589884,0.012736386420596957,3,0.6223887424499127,0,0.5,False,False,False
CHD4,6,-0.09979494190020506,-0.08270676691729324,1,0.7224529112541537,0,0.16666666666666666,False,False,False
CHD5,6,0.05656185919343814,0.04326725905673273,4,0.5405304083557471,0,0.6666666666666666,False,False,False
CHD6,6,-0.06001367053998634,-0.06568694463431306,2,0.6514743545147088,0,0.3333333333333333,False,False,False
CHD7,6,-0.008851674641148326,-0.020756436545910226,3,0.8177014269347626,0,0.5,False,False,False
CHD8,6,0.06578947368421054,0.05901116427432216,3,0.550840055788478,0,0.5,False,False,False
CHD9,6,-0.002768284347231715,0.001640464798359544,3,0.9722187025770718,0,0.5,False,False,False
CHDH,6,0.04336978810663022,0.059922533606744134,4,0.7194848836255782,0,0.6666666666666666,False,False,False
CHEK1,6,-0.07805878332194122,-0.035463659147869676,2,0.6243354246248033,0,0.3333333333333333,False,False,False
CHEK2,6,0.00468215994531784,0.04404192298929142,4,0.9262947413613606,0,0.6666666666666666,False,False,False
CHERP,6,0.03526999316473001,0.05984278879015722,4,0.9072609146641413,0,0.6666666666666666,False,False,False
CHFR,6,-0.0040328092959671935,-0.014194577352472088,3,0.5598623403240156,0,0.5,False,False,False
CHGA,6,0.07303485987696515,0.07509683299156984,6,0.8960034379033999,0,1.0,False,False,False
CHGB,6,-0.03414217361585783,-0.05290498974709501,2,0.3911306566626788,0,0.3333333333333333,False,False,False
CHI3L1,6,-0.14788106630211895,-0.08744588744588745,2,0.4571749623342816,0,0.3333333333333333,False,False,False
CHI3L2,6,-0.11117566643882434,-0.07614490772385511,1,0.7577738853059922,0,0.16666666666666666,False,False,False
CHIA,6,-0.15625427204374573,-0.12666894508999774,0,0.7270195045393665,0,0.0,False,False,False
CHIC1,6,-0.023479152426520846,-0.014502164502164508,2,0.6656516384657494,0,0.3333333333333333,False,False,False
CHIC2,6,-0.028161312371838686,-0.03953064479380269,1,0.8946479478849044,0,0.16666666666666666,False,False,False
CHID1,6,0.005331510594668489,0.004021417179311919,4,0.8591705391083079,0,0.6666666666666666,False,False,False
CHIT1,6,0.02105263157894737,0.017327409432672587,4,0.6575800777997132,0,0.6666666666666666,False,False,False
CHKA,6,-0.10164046479835954,-0.04896331738437002,2,0.6587670640218082,0,0.3333333333333333,False,False,False
CHKB,6,0.05943267259056732,0.04330143540669856,5,0.5947141060593649,0,0.8333333333333334,False,False,False
CHL1,6,0.05847573479152427,0.043506493506493514,5,0.7873849181241632,0,0.8333333333333334,False,False,False
CHM,6,0.021496924128503077,0.019286853497379814,4,0.9665036076816369,0,0.6666666666666666,False,False,False
CHML,6,-0.02693096377306904,-0.06722488038277512,3,0.6351512306594141,0,0.5,False,False,False
CHMP1A,6,-0.0330827067669173,0.015573023467760306,2,0.2026923010260015,0,0.3333333333333333,False,False,False
CHMP1B,6,0.045864661654135344,0.022738664843928003,5,0.92564983666157,0,0.8333333333333334,False,False,False
CHMP2A,6,0.04562542720437457,0.05426065162907268,5,0.9009813816996167,0,0.8333333333333334,False,False,False
CHMP2B,6,-0.07734107997265893,-0.05726817042606517,2,0.7878705128664873,0,0.3333333333333333,False,False,False
CHMP3,6,0.024777853725222145,-0.009022556390977444,3,0.567875282899293,0,0.5,False,False,False
CHMP4A,6,0.03602187286397812,0.00041011619958987905,3,0.5916939102716583,0,0.5,False,False,False
CHMP4B,6,0.11599453178400548,0.10806561859193438,5,0.5401035064829126,0,0.8333333333333334,False,False,False
CHMP4C,6,-0.12173615857826386,-0.10025062656641605,3,0.2861098130413192,0,0.5,False,False,False
CHMP5,6,0.06930963773069038,0.05393028024606972,4,0.860614877459315,0,0.6666666666666666,False,False,False
CHMP6,6,0.030690362269309643,0.021337434495329235,3,0.4906384101732628,0,0.5,False,False,False
