module,collection,full_direction,full_consistency,full_median_nes,full_n_fdr_qval_025,trajectory_loo_GSE77932|HCT116_consistency,trajectory_loo_GSE77932|HCT116_direction,trajectory_loo_GSE77932|DLD1_consistency,trajectory_loo_GSE77932|DLD1_direction,trajectory_loo_GSE42387|HCT116_consistency,trajectory_loo_GSE42387|HCT116_direction,trajectory_loo_GSE42387|HT29_consistency,trajectory_loo_GSE42387|HT29_direction,trajectory_loo_GSE42387|LoVo_consistency,trajectory_loo_GSE42387|LoVo_direction,trajectory_loo_GSE119603|HCT116_consistency,trajectory_loo_GSE119603|HCT116_direction,trajectory_loo_min_consistency,trajectory_loo_all_same_direction,dataset_loo_GSE119603_n,dataset_loo_GSE119603_consistency,dataset_loo_GSE119603_direction,dataset_loo_GSE42387_n,dataset_loo_GSE42387_consistency,dataset_loo_GSE42387_direction,dataset_loo_GSE77932_n,dataset_loo_GSE77932_consistency,dataset_loo_GSE77932_direction,dataset_loo_min_consistency,dataset_loo_all_same_direction,robust_positive_or_negative
REACTOME::REACTOME_STAT5_ACTIVATION_DOWNSTREAM_OF_FLT3_ITD_MUTANTS,REACTOME,negative,0.6666666666666666,-0.8062706381789196,1,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,positive,4,0.75,negative,0.6666666666666666,False,False
REACTOME::REACTOME_STIMULI_SENSING_CHANNELS,REACTOME,negative,0.6666666666666666,-0.8025079166537885,0,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES,REACTOME,positive,0.5,0.46500479892938695,4,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_STRAND_ASYNCHRONOUS_MITOCHONDRIAL_DNA_REPLICATION,REACTOME,positive,0.5,-0.2418378619698326,1,0.6,positive,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,1.0,negative,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_STRIATED_MUSCLE_CONTRACTION,REACTOME,positive,0.6666666666666666,0.7190162440961152,0,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SULFIDE_OXIDATION_TO_SULFATE,REACTOME,negative,0.6666666666666666,-0.7643740436827267,0,0.6,negative,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_SULFUR_AMINO_ACID_METABOLISM,REACTOME,positive,0.5,-0.19712859121385207,2,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SUMOYLATION,REACTOME,positive,0.5,-0.022572439451291337,1,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS,REACTOME,negative,0.6666666666666666,-1.040935021697347,2,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS,REACTOME,positive,0.6666666666666666,0.9134980427449684,1,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS,REACTOME,positive,0.5,0.05755063515924719,0,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS,REACTOME,positive,0.5,-0.14566281509307916,2,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS,REACTOME,negative,0.8333333333333334,-0.8578576893562626,0,0.8,negative,0.8,negative,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
REACTOME::REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS,REACTOME,negative,0.6666666666666666,-1.1005043230634022,1,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS,REACTOME,positive,0.5,-0.008740020752129096,2,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS,REACTOME,positive,0.5,-0.05060217204327272,3,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS,REACTOME,negative,0.6666666666666666,-0.7576603350386539,0,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS,REACTOME,negative,0.6666666666666666,-0.7113536839293084,0,0.8,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,1.0,negative,0.6,False,False
REACTOME::REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS,REACTOME,positive,0.6666666666666666,0.9284428903794049,2,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SUMO_IS_CONJUGATED_TO_E1_UBA2_SAE1,REACTOME,negative,0.6666666666666666,-0.9854652332213117,0,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_SUMO_IS_PROTEOLYTICALLY_PROCESSED,REACTOME,positive,0.5,-0.13949093976060595,1,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SUMO_IS_TRANSFERRED_FROM_E1_TO_E2_UBE2I_UBC9,REACTOME,negative,0.8333333333333334,-1.1895220533047004,0,1.0,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,0.6666666666666666,negative,4,1.0,negative,0.6666666666666666,False,False
REACTOME::REACTOME_SUPPRESSION_OF_APOPTOSIS,REACTOME,negative,0.8333333333333334,-0.858156497356351,0,0.8,negative,0.8,negative,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
REACTOME::REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION,REACTOME,positive,0.5,-0.2084178296763204,0,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_SURFACTANT_METABOLISM,REACTOME,negative,0.8333333333333334,-0.8628562004379027,0,1.0,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,0.6666666666666666,negative,4,1.0,negative,0.6666666666666666,False,False
REACTOME::REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,REACTOME,positive,0.6666666666666666,0.9064457280591102,0,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES,REACTOME,positive,0.5,0.009864037124996783,1,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SYNDECAN_INTERACTIONS,REACTOME,positive,0.8333333333333334,1.2862199350281915,0,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES,REACTOME,negative,0.6666666666666666,-0.7332343198971729,0,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,positive,4,0.75,negative,0.6666666666666666,False,False
REACTOME::REACTOME_SYNTHESIS_OF_15_EICOSATETRAENOIC_ACID_DERIVATIVES,REACTOME,positive,0.5,0.11617047209904457,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SYNTHESIS_OF_16_20_HYDROXYEICOSATETRAENOIC_ACIDS_HETE,REACTOME,positive,0.5,0.1018697059031296,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,REACTOME,negative,0.8333333333333334,-0.8772787325487317,0,0.8,negative,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
REACTOME::REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,REACTOME,positive,0.5,0.10178765374190873,1,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,REACTOME,negative,0.6666666666666666,-1.050547451019666,0,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL,REACTOME,negative,0.6666666666666666,-0.7247392287958763,0,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL,REACTOME,negative,0.6666666666666666,-0.8025369860506757,0,0.8,negative,0.6,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,REACTOME,negative,0.8333333333333334,-0.9383278424313986,0,0.8,negative,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
REACTOME::REACTOME_SYNTHESIS_OF_DIPHTHAMIDE_EEF2,REACTOME,positive,0.5,0.002756621427960959,1,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SYNTHESIS_OF_DNA,REACTOME,positive,0.5,0.06564476005694164,0,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,1.0,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_SYNTHESIS_OF_DOLICHYL_PHOSPHATE,REACTOME,positive,0.6666666666666666,0.603266196125483,0,0.8,positive,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET,REACTOME,positive,0.5,0.08869437348606712,0,0.6,positive,0.6,positive,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_SYNTHESIS_OF_GDP_MANNOSE,REACTOME,positive,0.6666666666666666,0.9989705282775156,1,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI,REACTOME,positive,0.8333333333333334,0.9379695887162053,0,0.8,positive,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,False,5,1.0,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6666666666666666,False,False
REACTOME::REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL,REACTOME,positive,0.6666666666666666,1.2472933654990068,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL,REACTOME,positive,0.5,-0.01001655753534686,0,0.6,positive,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_SYNTHESIS_OF_KETONE_BODIES,REACTOME,positive,0.5,-0.19461735977998068,1,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX,REACTOME,positive,0.5,-0.0587859706126026,0,0.6,positive,0.6,positive,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_SYNTHESIS_OF_PA,REACTOME,negative,0.6666666666666666,-0.8696442827207378,1,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SYNTHESIS_OF_PC,REACTOME,negative,0.6666666666666666,-0.8237668324667706,0,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.6,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SYNTHESIS_OF_PE,REACTOME,positive,0.6666666666666666,1.1416173154929905,0,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,negative,4,0.75,positive,0.6666666666666666,False,False
REACTOME::REACTOME_SYNTHESIS_OF_PG,REACTOME,positive,0.5,-0.052704003695046076,0,0.6,positive,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_SYNTHESIS_OF_PI,REACTOME,positive,0.8333333333333334,0.8257752631951455,0,1.0,positive,0.8,positive,0.8,positive,0.8,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,0.6666666666666666,positive,4,1.0,positive,0.6666666666666666,False,False
REACTOME::REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE,REACTOME,negative,0.6666666666666666,-0.6845592965114347,0,0.6,negative,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE,REACTOME,positive,0.5,-0.012018565838498918,0,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE,REACTOME,negative,0.6666666666666666,-0.8000078793112024,0,0.8,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,1.0,negative,0.6,False,False
REACTOME::REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE,REACTOME,positive,0.5,-0.21620502904887962,0,0.6,negative,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,REACTOME,positive,0.8333333333333334,0.779421823445631,0,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX,REACTOME,positive,0.5,0.05242100507604325,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL,REACTOME,positive,1.0,0.9542468465984238,0,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,True,5,1.0,positive,3,1.0,positive,4,1.0,positive,1.0,True,True
REACTOME::REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,REACTOME,positive,0.5,-0.16111222845982798,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE,REACTOME,positive,0.5,-0.035266743053633365,1,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS,REACTOME,negative,0.6666666666666666,-0.8708783838112385,0,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SYNTHESIS_OF_WYBUTOSINE_AT_G37_OF_TRNA_PHE,REACTOME,positive,0.5,0.0052262251208332056,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN,REACTOME,positive,0.6666666666666666,0.9840255565260991,2,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1,REACTOME,positive,0.5,-0.14898387271382107,1,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP,REACTOME,positive,0.6666666666666666,0.9875183764192336,0,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_S_PHASE,REACTOME,positive,0.8333333333333334,0.8762608118865158,0,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_TACHYKININ_RECEPTORS_BIND_TACHYKININS,REACTOME,positive,0.5,-0.06424783662803019,0,0.6,negative,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_TAK1_DEPENDENT_IKK_AND_NF_KAPPA_B_ACTIVATION,REACTOME,negative,0.6666666666666666,-0.8616006348996799,1,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,positive,4,0.75,negative,0.6666666666666666,False,False
REACTOME::REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS,REACTOME,positive,0.5,-0.076598562907504,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TBC_RABGAPS,REACTOME,positive,0.6666666666666666,1.0123185082414685,1,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,REACTOME,positive,0.6666666666666666,1.0734579431500608,3,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TCR_SIGNALING,REACTOME,positive,0.6666666666666666,1.1130670597641534,1,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS,REACTOME,negative,0.8333333333333334,-1.0719349789920676,1,0.8,negative,0.8,negative,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
REACTOME::REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION,REACTOME,negative,0.8333333333333334,-1.165999571732312,2,0.8,negative,0.8,negative,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
REACTOME::REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE,REACTOME,positive,0.8333333333333334,0.8278879602190954,0,0.8,positive,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,False,5,1.0,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6666666666666666,False,False
REACTOME::REACTOME_TELOMERE_MAINTENANCE,REACTOME,negative,0.8333333333333334,-0.9259750550762729,0,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
REACTOME::REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT,REACTOME,positive,0.6666666666666666,0.9123428416257907,0,0.8,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,1.0,positive,0.6,False,False
REACTOME::REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS,REACTOME,negative,0.8333333333333334,-0.835731953318002,0,1.0,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,0.6666666666666666,negative,4,1.0,negative,0.6666666666666666,False,False
REACTOME::REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS,REACTOME,positive,0.6666666666666666,0.6637716311243447,0,0.8,positive,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION,REACTOME,positive,0.6666666666666666,0.7321416569823982,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION,REACTOME,positive,0.8333333333333334,0.6579333084762538,0,1.0,positive,0.8,positive,0.8,positive,0.8,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,0.6666666666666666,positive,4,1.0,positive,0.6666666666666666,False,False
REACTOME::REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS,REACTOME,negative,0.6666666666666666,-0.6090140179200803,0,0.8,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,1.0,negative,0.6,False,False
