gene,effect_size,logFC_low_minus_high,P,n_donor_group_pairs,direction,analysis_level,BH_FDR
TXNDC5,0.0,-0.2780570826322401,0.4104767788649092,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5731240353730914
DPY30,-0.07531079413910469,-0.038313949832955996,0.41054995603190036,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5731240353730914
HSPD1,-0.1106380192098495,-0.16892681988502561,0.41054995603190036,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5731240353730914
MEST,-0.10210132285528317,-0.07293416732226692,0.41054995603190036,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5731240353730914
SCAF4,0.029732976159581703,0.32372734420182414,0.41054995603190036,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5731240353730914
BYSL,0.0,0.13756869503604768,0.41064826930745923,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5731240353730914
SASH1,0.0,-0.0022201942890913537,0.41064826930745923,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5731240353730914
CRYZ,0.0,-0.3076973417502371,0.4109616150946165,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5731240353730914
GFOD1,0.008930553080468862,0.16802149375175768,0.4109616150946165,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5731240353730914
HSD17B7,0.06953451827370394,0.11048152663205088,0.4109616150946165,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5731240353730914
RASSF1,0.15681893314150264,0.09506759312634344,0.4109616150946165,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5731240353730914
ALDH1A3,0.0,0.13828732177979866,0.4115302280988584,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5737074071049462
COL6A1,0.0,0.13005974869479275,0.41183950024590854,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5737194789922018
MERTK,0.0,-0.11651063139005721,0.41183950024590854,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5737194789922018
CASP2,-0.1594127034847026,-0.27206328213853415,0.4125704544579236,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5743185356184881
RAP1GDS1,-0.13447058029077485,-0.18910499161340213,0.4125704544579236,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5743185356184881
PRIM2,0.0,0.16990818290973095,0.4139570615736867,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5760386817450829
RPA2,0.14935468293445187,0.16517114571023875,0.4185003707934811,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5819365811725747
SNRPA1,-0.05119881025446826,-0.22691286086015358,0.4185003707934811,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5819365811725747
MYG1,0.0,0.04514989157591969,0.419599489772297,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5828279666888128
SLX4IP,0.07268615312691784,0.029310371029899633,0.419599489772297,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5828279666888128
TEPSIN,0.07854746817709124,-0.002173713687775639,0.419599489772297,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5828279666888128
TENT5B,0.0,0.2440427042119083,0.4204264735837405,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5837642232335896
LOXL1,0.0,-0.06876691272940352,0.4209099170051037,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.584222964803084
SMAD6,0.0,0.1774072244162055,0.4213655516172947,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5846427882672534
MMD,0.0,-0.33297888271212467,0.4229931112886023,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.586687756463879
CREB5,0.0,0.06443494206796323,0.4235963177660037,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.58709772872652
SNAI2,0.0,-0.08918894721686517,0.4235963177660037,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.58709772872652
ANO6,0.0,0.09539741365750756,0.4254511364591589,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5894544420561195
MAML2,-0.07551503269928528,0.3317346535626724,0.42653860794598586,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5897901071103613
MXD4,-0.06055002267165044,-0.21264614150334765,0.42653860794598586,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5897901071103613
PAIP1,0.05448235787264277,-0.08066731876875712,0.42653860794598586,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5897901071103613
RNF19A,0.0022294319046425315,0.21018462774345004,0.42653860794598586,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5897901071103613
TSPAN15,-0.020748464317432713,-0.14717241091596667,0.42653860794598586,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5897901071103613
POU2F2,0.1807053650056749,0.16590321893448298,0.42662050975418064,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5897901071103613
VNN1,0.0,-0.16366707340293474,0.4278798079182492,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5913168815437934
TNFRSF10D,0.0,-0.2026456161523231,0.4283431834865046,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5917430080955439
LAMA4,0.0,0.013887621991109506,0.429067256009819,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5923145447339888
NEK2,0.0,0.1798035515066966,0.429067256009819,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5923145447339888
CDYL,-0.027809293291848558,-0.0323636095003499,0.42930936754974125,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5924345104618085
AMPD3,0.10075007503736177,0.06447764172827435,0.4317509922062456,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5955885570116514
SERPINE1,0.0,-0.1410348145215515,0.43262594902013973,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5961291430562737
TLR2,0.0,-0.1052753897309201,0.43262594902013973,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5961291430562737
EYS,0.0,0.08835002892254391,0.43276758066778476,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5961291430562737
FAP,0.0,0.1516222434096779,0.43276758066778476,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5961291430562737
CEP112,0.0,0.09804392507210266,0.43304828842793475,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5963006193829101
NABP1,0.017427754964645104,0.06033262679649505,0.4346640828734962,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5980051558925892
RPA3,-0.04178912816361535,-0.156568561529807,0.4346640828734962,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5980051558925892
CFAP144,0.0,-0.07103103934723408,0.43475617175843206,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.5980051558925892
GSR,-0.016078955932231853,-0.3123825983855622,0.4378247149429141,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6020089830465069
COL5A1,0.0,-0.04655556062229087,0.44126813332892967,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.605844450171109
PTN,0.0,0.12041224285384225,0.44126813332892967,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.605844450171109
TRPS1,0.0,0.09749530534404026,0.44126813332892967,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.605844450171109
E2F3,0.011972710062229996,0.20901286564435578,0.4414077589535903,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.605844450171109
SFXN3,0.07513646537421792,-0.20736254722010272,0.4414077589535903,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.605844450171109
ANKRD17,0.07221352052432994,-0.0907240680541812,0.44287617179361405,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6074230498513205
SET,0.019470336355764672,0.02356681843526311,0.44287617179361405,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6074230498513205
ITGB7,0.0,-0.1137810912113515,0.44328575442126184,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6077664240754154
CEP85L,0.0,0.11988209240257792,0.44450890263539566,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6091125565061495
CDC25C,0.0,0.10430825849734686,0.4445867389117455,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6091125565061495
FHL1,0.0,0.10795029854557875,0.44549752117368835,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6099225388522125
TRIP13,0.0,0.23299880134828313,0.44549752117368835,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6099225388522125
OAS2,0.0030252933524259618,0.08354403564669292,0.4461451000894179,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6103323059949057
PVR,0.014403314612327911,0.10936695754080059,0.4461451000894179,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6103323059949057
HNRNPLL,-0.05791825880533796,-0.13783384455847023,0.44643641559805525,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6103323059949057
TRIAP1,0.07752226877634705,-0.07679234959287609,0.44643641559805525,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6103323059949057
ATP6V0C,0.0,-0.10552790267748972,0.4470311611751585,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6107079249125197
ZEB2,0.0,-0.19618180507064026,0.4470311611751585,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6107079249125197
KCNK1,0.05642014770987647,0.07587780480247937,0.4511742132890504,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6159420370391081
WDR47,-0.12683740942256483,-0.19708268988392197,0.4511852071158885,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6159420370391081
FOXM1,0.0,0.17142955619980185,0.4523776866075748,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6173491704616064
SMN1,0.0,0.0952821929333296,0.4528065046691958,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6177135197720944
MLH1,0.0,-0.10679877828033461,0.45448573750615706,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6197828010221513
TLE3,-0.14366343060140352,-0.013856648524983983,0.4551437283284878,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6203159420755724
KBTBD7,0.09681720710994446,-0.023909547679274928,0.4552017169907462,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6203159420755724
GPX4,0.05758914999855591,0.05928636477947661,0.45955750754728797,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6255816712938652
MTHFR,-0.019597915333641414,-0.06697502243026356,0.45955750754728797,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6255816712938652
ZFP36L2,0.016265248670380927,0.04355811143277481,0.45955750754728797,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6255816712938652
DAB1,0.0,-0.032890866784256526,0.46030155637941883,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6263711375045424
BMPER,0.0,0.09868548327869665,0.463071015014588,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6286197413683211
NTF3,0.0,0.04316157658343406,0.463071015014588,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6286197413683211
ROS1,0.0,-0.02315864082295973,0.463071015014588,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6286197413683211
VEGFD,0.0,0.05664870381595065,0.463071015014588,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6286197413683211
HOXD3,0.0,0.11931656302102721,0.4631068149666542,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6286197413683211
PTGS2,0.0,-0.1357309761529148,0.4631068149666542,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6286197413683211
TMEM217,0.0,-0.09352596200373325,0.4631068149666542,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6286197413683211
FAM210A,-0.04146974871870812,-0.16121788130022796,0.4643609407169079,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6288893820936493
ADGRE3,0.0,-0.03137497392692511,0.4652088184521418,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6288893820936493
APLN,0.0,-0.057706489528820626,0.4652088184521418,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6288893820936493
CXCR6,0.0,0.06480512422855053,0.4652088184521418,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6288893820936493
FMO1,0.0,0.0717415032951401,0.4652088184521418,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6288893820936493
FOXL1,0.0,-0.054729875892848806,0.4652088184521418,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6288893820936493
GALNT15,0.0,0.02610255078044753,0.4652088184521418,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6288893820936493
HGF,0.0,-0.042894062618105945,0.4652088184521418,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6288893820936493
PAEP,0.0,0.059155649130736045,0.4652088184521418,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6288893820936493
PTHLH,0.0,0.11063418719886911,0.4652088184521418,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6288893820936493
THBS2,0.0,0.07815946247056656,0.4652088184521418,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6288893820936493
MYL9,0.0,0.1368068653905754,0.46528258187908456,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6288893820936493
RNF217,0.0,-0.2081685191280473,0.46584345961384377,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6294245965826696
ZNF512,0.08469098100689809,-0.06421196948270232,0.46746986841725835,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6308095443567646
AUTS2,-0.1973658503378508,-0.2116287563875256,0.4680253155929677,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6308095443567646
NDUFS8,-0.004130590476425056,-0.19725709848741674,0.4680253155929677,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6308095443567646
NFKBIA,-0.004902916981835759,-0.05002883264087847,0.4680253155929677,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6308095443567646
SBF2,-0.1097083154594678,-0.19937541569646644,0.4680253155929677,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6308095443567646
TKT,-0.04413333768345318,-0.2732341240232701,0.4680253155929677,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6308095443567646
TULP4,0.059081482401855734,-0.11146038273511649,0.4680253155929677,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6308095443567646
ABCC4,0.0,0.15970315904060323,0.46840775868536677,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6311021584546576
AXL,0.0,-0.09680279258997015,0.46911315243545415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6318295352315203
EFCAB6,0.0,0.014519832648005741,0.4703377962613965,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6332555091110231
CREB1,0.0036561944381197087,0.10296710576449272,0.47284198191004256,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6361783027672304
PLK3,0.13268542950019135,0.26671314323726386,0.47284198191004256,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6361783027672304
AQR,0.02937293664748708,0.002232735845887602,0.473621825810155,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6365544046187893
SLC25A10,0.0,0.16253788258320945,0.473621825810155,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6365544046187893
SUSD1,-0.027392805913830642,-0.2627973209607845,0.473621825810155,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6365544046187893
AQP1,0.0,0.09846749928022548,0.47582523701374513,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6389511337950755
SERPING1,0.0,-0.12535459526477188,0.47613551179087055,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6389511337950755
BIRC3,-0.13156194366062834,0.049729877228854524,0.47657686086313333,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6389511337950755
BRD4,-0.06206615624787837,-0.06909565613864586,0.47657686086313333,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6389511337950755
CTNNB1,-0.06663395531214622,-0.05562005643683234,0.47657686086313333,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6389511337950755
HK1,0.08122205707808794,-0.03304863474693638,0.47657686086313333,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6389511337950755
USP54,0.09020098706859159,0.0023933712958079667,0.47657686086313333,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6389511337950755
E2F7,0.0,0.14442992623053372,0.47690655496758394,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6391686517946867
HCRT,0.0,0.20058445645067768,0.47812547119613813,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6405773687454052
FDXR,-0.02709210939705642,-0.21472606829886387,0.4795814721136674,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.641627227149621
IDUA,0.0,-0.27744237144718,0.4795814721136674,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.641627227149621
MAD1L1,-0.0014955092142727722,-0.1130226955755592,0.4795814721136674,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.641627227149621
SSH1,-0.0973544565556006,-0.10990669094189351,0.4795814721136674,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.641627227149621
PRDM8,0.0,0.09198514949980446,0.480176889906077,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6421987346781696
CHST6,0.0,-0.26451050863632247,0.4805142979085407,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6424248949621366
ZDHHC14,0.05013246554709738,-0.047218570784615256,0.48124400633612807,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6431752003448883
NDUFA7,-0.03448837386695747,-0.14711367796385025,0.481831196967895,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6435093347888227
RARS1,-0.07487215068018394,-0.1418495875488687,0.481831196967895,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6435093347888227
TSPAN9,-0.14965348324375238,-0.10586772801184373,0.4829833697926982,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6448224982506923
CCN5,0.0,0.04548553847534122,0.4838398513935682,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6455144050224572
TICRR,0.0,0.055633826186138643,0.4838398513935682,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6455144050224572
ENGASE,0.07465284769807257,0.14854792648118675,0.4852113285778614,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6466660758315982
IFI27,-0.018767785781996338,-0.004350349835592331,0.4852113285778614,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6466660758315982
TCEA3,-0.06384458902007939,-0.27626392001563704,0.4852113285778614,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6466660758315982
ADCY7,0.01055935125335461,0.17348282960662667,0.489024767285019,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6515209552275454
LSP1,0.0,0.1224155882592114,0.49079849348995086,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6531241859521283
ARFGEF2,-0.028615173540247785,-0.2566573939227961,0.4909125725692052,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6531241859521283
GMPPB,-0.0017105227434504044,0.07380467622651236,0.4909125725692052,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6531241859521283
PES1,0.011233996173069194,0.19668142737094768,0.4909125725692052,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6531241859521283
CBL,-0.050141198168491385,-0.27453921024067507,0.49244451322854665,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6546259238437592
MGP,0.0,0.20638647595059792,0.49263349914348786,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6546259238437592
ACADSB,-0.17476089379545856,0.03453460213415227,0.4939278649908374,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6546259238437592
GALNT10,0.08043453275718981,-0.0022443293226879326,0.4939278649908374,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6546259238437592
GBA1,-0.07191890376056964,-0.20525192980746668,0.4939278649908374,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6546259238437592
IL4R,-0.09401912299387849,0.007143798709727925,0.4939278649908374,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6546259238437592
PALLD,-0.056033559767677765,-0.48668275450648496,0.4939278649908374,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6546259238437592
PWP1,0.03432831203382891,-0.11155022797393385,0.4939278649908374,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6546259238437592
SEC61A1,-0.05172623502897444,-0.02158738784176074,0.4939278649908374,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6546259238437592
SIAH1,-0.10793158074189169,-0.08235894335865399,0.4939278649908374,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6546259238437592
ZNF703,-0.002419761340761717,0.058013782663090444,0.4939278649908374,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6546259238437592
MMP9,0.0,0.13267206199282447,0.4955208830566151,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6560538364991675
MYO5A,0.0,0.10328591949072745,0.4955208830566151,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6560538364991675
U2AF1,0.0,0.04805904669709006,0.4955208830566151,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6560538364991675
EFCAB5,0.0,0.1296772602785306,0.4957887064737012,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6561808226803458
BFSP1,0.0,0.06525602388139298,0.49896229860376107,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6597108877813485
HDAC4,0.0,0.09111130753582189,0.49932339699053974,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6597108877813485
GZMA,0.0,-0.12103773843897911,0.4994773408349763,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6597108877813485
LBX2,0.0,-0.14202443692402378,0.499656379643342,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6597108877813485
AKR1C4,0.0,-0.06045200173935884,0.5001842570707944,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6597108877813485
CR2,0.0,-0.056396446642728415,0.5001842570707944,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6597108877813485
CXCL5,0.0,-0.091107238352458,0.5001842570707944,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6597108877813485
F2,0.0,0.10114811773997627,0.5001842570707944,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6597108877813485
MATN3,0.0,-0.0453654858619986,0.5001842570707944,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6597108877813485
MME,0.0,0.08367105937470978,0.5001842570707944,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6597108877813485
HERC5,0.0,-0.18537533250843027,0.5008443398930122,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6603533144634293
CCT7,-0.0473618259112083,-0.10159396259892699,0.5027255790992058,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.661828315375775
NFKB1,-0.07658058372789789,0.033781503417989835,0.5027255790992058,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.661828315375775
PMAIP1,0.050047454636023225,0.09115179155516143,0.5027255790992058,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.661828315375775
UBR4,-0.04100356014264506,-0.08420542891663839,0.5027255790992058,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.661828315375775
TIPIN,0.010957784337445986,0.03725909788937614,0.5028300012024489,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.661828315375775
GPR132,0.0,0.08182044265793186,0.5067455281526702,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.666752044453203
