external_priority_rank,model_id,model_number,selector_name,classifier_name,feature_normalization,cv_grouping,requested_features,selective_selector,full_train_selected_feature_count,full_train_selected_features,internal_cv_folds,internal_roc_auc_mean,internal_roc_auc_sd,internal_pr_auc_mean,internal_pr_auc_sd,internal_balanced_accuracy_mean,internal_balanced_accuracy_sd,internal_f1_mean,internal_f1_sd,internal_sensitivity_mean,internal_sensitivity_sd,internal_specificity_mean,internal_specificity_sd,GSE10950_roc_auc,GSE10950_pr_auc,GSE10950_balanced_accuracy,GSE10950_f1,GSE10950_sensitivity,GSE10950_specificity,GSE74602_roc_auc,GSE74602_pr_auc,GSE74602_balanced_accuracy,GSE74602_f1,GSE74602_sensitivity,GSE74602_specificity,external_mean_roc_auc,external_mean_pr_auc,external_mean_balanced_accuracy,external_auc_ge_0_75_both_datasets,external_validation_qualified
28,M042_f_classif_top60__extra_trees,42,f_classif_top60,extra_trees,within_sample_rank_percentile_0_to_1,patient_group,60,True,60,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;BECN1;BMP2;CAT;CCR7;CD36;CD80;CEBPA;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;FABP1;FAS;FASN;G6PD;GRN;GSR;GUCY2C;HMGCR;IFNG;IL13;IL18;IL1A;IL1B;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP9;MUC2;NFE2L2;NOS3;NR3C1;PGR;PPARD;PPARG;RBFOX1;RXRA;SLC2A1;SLC2A3;SORBS1;STAT3;TIMP1;TIMP2;TP53;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.9878472222222223,0.9875406447417318,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5833333333333334,0.7058823529411765,1.0,0.16666666666666666,0.9939236111111112,0.9937703223708658,0.5416666666666667,True,True
29,M002_all_features__logistic_l1,2,all_features,logistic_l1,within_sample_rank_percentile_0_to_1,patient_group,all,False,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,0.9982456140350877,0.0039229262763154325,0.9982300884955752,0.003957642438052731,0.9964912280701753,0.007845852552630865,1.0,0.0,0.9913194444444444,0.9913532270869228,0.5416666666666666,0.15384615384615385,0.08333333333333333,1.0,0.9955555555555555,0.995473718593852,0.9166666666666667,0.9090909090909091,0.8333333333333334,1.0,0.9934375,0.9934134728403874,0.7291666666666667,True,False
30,M056_f_classif_top95__logistic_l1,56,f_classif_top95,logistic_l1,within_sample_rank_percentile_0_to_1,patient_group,95,True,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,0.9982456140350877,0.0039229262763154325,0.9982300884955752,0.003957642438052731,0.9964912280701753,0.007845852552630865,1.0,0.0,0.9913194444444444,0.9913532270869228,0.5416666666666666,0.15384615384615385,0.08333333333333333,1.0,0.9955555555555555,0.995473718593852,0.9166666666666667,0.9090909090909091,0.8333333333333334,1.0,0.9934375,0.9934134728403874,0.7291666666666667,True,True
31,M011_f_classif_top10__logistic_l1,11,f_classif_top10,logistic_l1,within_sample_rank_percentile_0_to_1,patient_group,10,True,10,ANGPT2;BMP2;CD36;CNR1;EPAS1;FASN;INHBA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982456140350877,0.0039229262763154325,0.9982300884955752,0.003957642438052731,0.9964912280701753,0.007845852552630865,1.0,0.0,0.9878472222222222,0.9880953768453768,0.5625,0.2222222222222222,0.125,1.0,0.9988888888888889,0.9989247311827957,0.9,0.8888888888888888,0.8,1.0,0.9933680555555555,0.9935100540140862,0.73125,True,True
32,M024_f_classif_top20__extra_trees,24,f_classif_top20,extra_trees,within_sample_rank_percentile_0_to_1,patient_group,20,True,20,ACLY;AGTR1;ANGPT2;BMP2;CAT;CD36;CEBPB;CNR1;EPAS1;FAS;FASN;IL1A;INHBA;MKI67;NR3C1;PPARD;RXRA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.986111111111111,0.987847222222222,0.5833333333333334,0.7058823529411765,1.0,0.16666666666666666,1.0,0.9999999999999999,0.8666666666666667,0.8823529411764706,1.0,0.7333333333333333,0.9930555555555556,0.9939236111111109,0.7250000000000001,True,True
33,M078_mutual_info_top20__extra_trees,78,mutual_info_top20,extra_trees,within_sample_rank_percentile_0_to_1,patient_group,20,True,20,ACACA;ACLY;ADIPOQ;ANGPT2;BMP2;CAT;CD36;CEBPB;CNR1;EPAS1;FAS;IL1A;INHBA;MKI67;NOS3;RXRA;TIMP1;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9861111111111112,0.9846377203714161,0.5416666666666666,0.6857142857142857,1.0,0.08333333333333333,1.0,1.0,0.6833333333333333,0.759493670886076,1.0,0.36666666666666664,0.9930555555555556,0.992318860185708,0.6125,True,True
34,M046_f_classif_top80__logistic_l2,46,f_classif_top80,logistic_l2,within_sample_rank_percentile_0_to_1,patient_group,80,True,80,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ANGPT2;AR;ATF4;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NOS3;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SLC2A3;SORBS1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNF;TP53;TPM1;TXN;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9895833333333334,0.9888242283079239,0.9791666666666667,0.9795918367346939,1.0,0.9583333333333334,0.9933333333333334,0.9936697340479321,0.8666666666666667,0.8823529411764706,1.0,0.7333333333333333,0.9914583333333333,0.9912469811779281,0.9229166666666667,True,True
35,M096_mutual_info_top60__extra_trees,96,mutual_info_top60,extra_trees,within_sample_rank_percentile_0_to_1,patient_group,60,True,60,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;ATF4;BECN1;BMP2;BSCL2;CAT;CD36;CD80;CEBPB;CNR1;CYP17A1;CYP3A4;DUSP1;EPAS1;FABP1;FAS;FASN;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;IL13;IL18;IL1A;IL1B;IL4;IL5;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MUC2;NFE2L2;NOS3;NR3C1;PGR;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SORBS1;SREBF1;STAT3;TIMP1;TP53;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9826388888888888,0.9760255193679107,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.55,0.6896551724137931,1.0,0.1,0.9913194444444444,0.9880127596839554,0.525,True,True
36,M015_f_classif_top10__extra_trees,15,f_classif_top10,extra_trees,within_sample_rank_percentile_0_to_1,patient_group,10,True,10,ANGPT2;BMP2;CD36;CNR1;EPAS1;FASN;INHBA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.986111111111111,0.9888552867383512,0.875,0.8846153846153846,0.9583333333333334,0.7916666666666666,0.9955555555555556,0.9960784313725489,0.85,0.8695652173913043,1.0,0.7,0.9908333333333333,0.9924668590554501,0.8625,True,True
37,M065_mutual_info_top10__logistic_l1,65,mutual_info_top10,logistic_l1,within_sample_rank_percentile_0_to_1,patient_group,10,True,10,ANGPT2;BMP2;CAT;CD36;CNR1;EPAS1;INHBA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982456140350877,0.0039229262763154325,0.9982300884955752,0.003957642438052731,0.9964912280701753,0.007845852552630865,1.0,0.0,0.9809027777777777,0.980494915712307,0.5208333333333334,0.08,0.041666666666666664,1.0,0.9988888888888889,0.9989247311827957,0.8833333333333333,0.8679245283018868,0.7666666666666667,1.0,0.9898958333333333,0.9897098234475513,0.7020833333333334,True,True
38,M027_f_classif_top20__knn,27,f_classif_top20,knn,within_sample_rank_percentile_0_to_1,patient_group,20,True,20,ACLY;AGTR1;ANGPT2;BMP2;CAT;CD36;CEBPB;CNR1;EPAS1;FAS;FASN;IL1A;INHBA;MKI67;NR3C1;PPARD;RXRA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9791666666666667,0.96,0.9791666666666667,0.9795918367346939,1.0,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.9895833333333334,0.98,0.9895833333333334,True,True
39,M033_f_classif_top40__extra_trees,33,f_classif_top40,extra_trees,within_sample_rank_percentile_0_to_1,patient_group,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CD80;CEBPB;CNR1;CYP3A4;DUSP1;EPAS1;FAS;FASN;G6PD;GRN;GSR;IL13;IL18;IL1A;IL5;INHBA;LDLR;MKI67;MUC2;NOS3;NR3C1;PPARD;PPARG;RXRA;SLC2A1;SLC2A3;SORBS1;TIMP1;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9782986111111112,0.9779908949745906,0.5,0.6666666666666666,1.0,0.0,1.0,0.9999999999999999,0.6,0.7142857142857143,1.0,0.2,0.9891493055555556,0.9889954474872953,0.55,True,True
40,M018_f_classif_top10__knn,18,f_classif_top10,knn,within_sample_rank_percentile_0_to_1,patient_group,10,True,10,ANGPT2;BMP2;CD36;CNR1;EPAS1;FASN;INHBA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982456140350877,0.0039229262763154325,0.9982300884955752,0.003957642438052731,0.9964912280701753,0.007845852552630865,1.0,0.0,0.9774305555555556,0.9567421497584542,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9988888888888889,0.9989247311827957,0.9833333333333334,0.9830508474576272,0.9666666666666667,1.0,0.9881597222222223,0.9778334404706249,0.9708333333333334,True,True
41,M072_mutual_info_top10__knn,72,mutual_info_top10,knn,within_sample_rank_percentile_0_to_1,patient_group,10,True,10,ANGPT2;BMP2;CAT;CD36;CNR1;EPAS1;INHBA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9730902777777778,0.9472793939999318,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,1.0,1.0,0.9833333333333334,0.9836065573770492,1.0,0.9666666666666667,0.9865451388888888,0.9736396969999659,0.9708333333333334,True,True
42,M064_mutual_info_top10__logistic_l2,64,mutual_info_top10,logistic_l2,within_sample_rank_percentile_0_to_1,patient_group,10,True,10,ANGPT2;BMP2;CAT;CD36;CNR1;EPAS1;INHBA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982456140350877,0.0039229262763154325,0.9982300884955752,0.003957642438052731,0.9964912280701753,0.007845852552630865,1.0,0.0,0.9756944444444445,0.9668299652968265,0.8333333333333334,0.8095238095238095,0.7083333333333334,0.9583333333333334,0.9966666666666667,0.9968055555555555,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9861805555555556,0.9818177604261911,0.9,True,True
43,M003_all_features__linear_svm,3,all_features,linear_svm,within_sample_rank_percentile_0_to_1,patient_group,all,False,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9930555555555556,0.9928916886253842,0.9791666666666667,0.9795918367346939,1.0,0.9583333333333334,0.9788888888888889,0.9614199189486545,0.8833333333333333,0.8955223880597015,1.0,0.7666666666666667,0.9859722222222222,0.9771558037870194,0.93125,True,False
44,M057_f_classif_top95__linear_svm,57,f_classif_top95,linear_svm,within_sample_rank_percentile_0_to_1,patient_group,95,True,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9930555555555556,0.9928916886253842,0.9791666666666667,0.9795918367346939,1.0,0.9583333333333334,0.9788888888888889,0.9614199189486545,0.8833333333333333,0.8955223880597015,1.0,0.7666666666666667,0.9859722222222222,0.9771558037870194,0.93125,True,True
45,M066_mutual_info_top10__linear_svm,66,mutual_info_top10,linear_svm,within_sample_rank_percentile_0_to_1,patient_group,10,True,10,ANGPT2;BMP2;CAT;CD36;CNR1;EPAS1;INHBA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982456140350877,0.0039229262763154325,0.9982300884955752,0.003957642438052731,0.9964912280701753,0.007845852552630865,1.0,0.0,0.9756944444444445,0.9668299652968265,0.8541666666666667,0.8372093023255814,0.75,0.9583333333333334,0.9955555555555555,0.995766129032258,0.95,0.9508196721311475,0.9666666666666667,0.9333333333333333,0.985625,0.9812980471645423,0.9020833333333333,True,True
46,M051_f_classif_top80__extra_trees,51,f_classif_top80,extra_trees,within_sample_rank_percentile_0_to_1,patient_group,80,True,80,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ANGPT2;AR;ATF4;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NOS3;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SLC2A3;SORBS1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNF;TP53;TPM1;TXN;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.970486111111111,0.9575084584511323,0.5,0.6666666666666666,1.0,0.0,1.0,0.9999999999999999,0.5333333333333333,0.6818181818181818,1.0,0.06666666666666667,0.9852430555555556,0.9787542292255661,0.5166666666666666,True,True
47,M006_all_features__extra_trees,6,all_features,extra_trees,within_sample_rank_percentile_0_to_1,patient_group,all,False,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.9696180555555556,0.961667294746528,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5333333333333333,0.6818181818181818,1.0,0.06666666666666667,0.9848090277777778,0.980833647373264,0.5166666666666666,True,False
48,M060_f_classif_top95__extra_trees,60,f_classif_top95,extra_trees,within_sample_rank_percentile_0_to_1,patient_group,95,True,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.9696180555555556,0.961667294746528,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5333333333333333,0.6818181818181818,1.0,0.06666666666666667,0.9848090277777778,0.980833647373264,0.5166666666666666,True,True
49,M013_f_classif_top10__rbf_svm,13,f_classif_top10,rbf_svm,within_sample_rank_percentile_0_to_1,patient_group,10,True,10,ANGPT2;BMP2;CD36;CNR1;EPAS1;FASN;INHBA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,1.0,0.9999999999999999,0.5,0.6666666666666666,1.0,0.0,0.9688888888888889,0.9839080459770114,0.5,0.6666666666666666,1.0,0.0,0.9844444444444445,0.9919540229885057,0.5,True,True
50,M009_all_features__knn,9,all_features,knn,within_sample_rank_percentile_0_to_1,patient_group,all,False,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,0.9982456140350877,0.0039229262763154325,0.9982300884955752,0.003957642438052731,0.9964912280701753,0.007845852552630865,1.0,0.0,0.9791666666666667,0.96,0.7083333333333334,0.7741935483870968,1.0,0.4166666666666667,0.9833333333333334,0.967741935483871,0.6333333333333333,0.7317073170731707,1.0,0.26666666666666666,0.9812500000000001,0.9638709677419355,0.6708333333333334,True,False
51,M063_f_classif_top95__knn,63,f_classif_top95,knn,within_sample_rank_percentile_0_to_1,patient_group,95,True,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,0.9982456140350877,0.0039229262763154325,0.9982300884955752,0.003957642438052731,0.9964912280701753,0.007845852552630865,1.0,0.0,0.9791666666666667,0.96,0.7083333333333334,0.7741935483870968,1.0,0.4166666666666667,0.9833333333333334,0.967741935483871,0.6333333333333333,0.7317073170731707,1.0,0.26666666666666666,0.9812500000000001,0.9638709677419355,0.6708333333333334,True,True
52,M081_mutual_info_top20__knn,81,mutual_info_top20,knn,within_sample_rank_percentile_0_to_1,patient_group,20,True,20,ACACA;ACLY;ADIPOQ;ANGPT2;BMP2;CAT;CD36;CEBPB;CNR1;EPAS1;FAS;IL1A;INHBA;MKI67;NOS3;RXRA;TIMP1;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9791666666666667,0.96,0.9791666666666667,0.9795918367346939,1.0,0.9583333333333334,0.9833333333333333,0.967741935483871,0.9833333333333334,0.9836065573770492,1.0,0.9666666666666667,0.98125,0.9638709677419355,0.9812500000000001,True,True
53,M090_mutual_info_top40__knn,90,mutual_info_top40,knn,within_sample_rank_percentile_0_to_1,patient_group,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CD80;CEBPB;CNR1;DUSP1;EPAS1;FABP1;FAS;FASN;G6PD;GRN;GSR;IL13;IL18;IL1A;IL1B;INHBA;LDLR;MKI67;MUC2;NFE2L2;NOS3;NR3C1;PPARD;RXRA;SLC2A1;STAT3;TIMP1;TP53;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9791666666666667,0.96,0.9791666666666667,0.9795918367346939,1.0,0.9583333333333334,0.9833333333333333,0.967741935483871,0.9333333333333333,0.9375,1.0,0.8666666666666667,0.98125,0.9638709677419355,0.95625,True,True
