cohort,patient,sample,side,n_malignant_epithelial_cells,selected_cells_total_UMI,GCH1_UMI,GCH1_CPM,GCH1_log2_CPM_plus1,GCH1_detection_fraction,PLA2G4A_UMI,PLA2G4A_CPM,PLA2G4A_log2_CPM_plus1,PLA2G4A_detection_fraction,PTGS2_UMI,PTGS2_CPM,PTGS2_log2_CPM_plus1,PTGS2_detection_fraction,PTGES_UMI,PTGES_CPM,PTGES_log2_CPM_plus1,PTGES_detection_fraction,GCH1_z,PLA2G4A_z,PTGS2_z,PTGES_z,AA_routing_proxy_core,AA_routing_proxy_core_high,compartment
GSE132465,SMC11,SMC11-T,Left,989,2529861,83,32.80812661248977,5.0792981702209445,0.0788675429726997,0,0.0,0.0,0.0,4,1.581114535541676,1.3679941616533915,0.003033367037411527,0,0.0,0.0,0.0,0.35329191555428546,-0.44043150157824373,-0.25424575528814425,-0.6746509692977101,-0.4564427420546993,False,T_cells
GSE132465,SMC14,SMC14-T,Left,635,1882649,93,49.39848054523174,5.655308333713676,0.12755905511811025,0,0.0,0.0,0.0,13,6.905163947182932,2.982795383309147,0.02047244094488189,6,3.186998744853661,2.0659164855982364,0.009448818897637795,1.9481445723497572,-0.44043150157824373,1.2847998670859166,2.8689500490308295,1.2377728048461674,True,T_cells
GSE132465,SMC15,SMC15-T,Left,874,2432741,69,28.363068653835324,4.875930843052434,0.07665903890160183,0,0.0,0.0,0.0,4,1.6442358639904537,1.4028508699744018,0.004576659038901602,5,2.055294829988067,1.611311604017268,0.005720823798627002,-0.20979002743331437,-0.44043150157824373,-0.22102428899719495,2.0891807154021476,0.4759083082755697,True,T_cells
GSE132465,SMC18,SMC18-T,Left,273,561348,18,32.06567049317001,5.047262251183229,0.06593406593406594,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.26459110117910595,-0.44043150157824373,-1.558062842921459,-0.6746509692977101,-0.8910484379324709,False,T_cells
GSE132465,SMC21,SMC21-T,Left,488,1608258,38,23.628049728339608,4.6222304816095425,0.07377049180327869,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.6217907823247265,0.6975877179701846,0.0020491803278688526,-0.9122337013846912,-0.44043150157824373,-1.558062842921459,0.5218991163446959,-0.4921984093850022,False,T_cells
GSE132465,SMC22,SMC22-T,Left,336,963590,22,22.831287165703255,4.574784970772515,0.0625,0,0.0,0.0,0.0,1,1.0377857802592387,1.0270023979210297,0.002976190476190476,0,0.0,0.0,0.0,-1.043600478930113,-0.44043150157824373,-0.5792404816977451,-0.6746509692977101,-0.5647743175245663,False,T_cells
GSE132465,SMC25,SMC25-T,Left,856,2045354,57,27.86803653548481,4.851401080644511,0.06074766355140187,0,0.0,0.0,0.0,1,0.48891292167517214,0.5742593810919698,0.0011682242990654205,0,0.0,0.0,0.0,-0.2777078511564586,-0.44043150157824373,-1.0107438449393993,-0.6746509692977101,-0.7086087719384512,False,T_cells
GSE132465,SMC03,SMC03-T,Right,493,1205504,56,46.45359949033765,5.568445618801908,0.0973630831643002,1,0.8295285623274581,0.8714719389929454,0.002028397565922921,7,5.8066999362922065,2.766955511969552,0.014198782961460446,0,0.0,0.0,0.0,1.707639733314484,2.6204339474499174,1.0790857490482972,-0.6746509692977101,1.0082895757335015,True,T_cells
GSE132465,SMC05,SMC05-T,Right,505,2045991,47,22.971753052677162,4.583263511922982,0.08514851485148515,0,0.0,0.0,0.0,1,0.4887607032484503,0.5741118801921284,0.0019801980198019802,1,0.4887607032484503,0.5741118801921284,0.0019801980198019802,-1.0201251572490184,-0.44043150157824373,-1.010884426090288,0.310104928370739,-0.38040366643259765,False,T_cells
GSE132465,SMC06,SMC06-T,Right,949,3403603,120,35.256755855486084,5.180177937769049,0.1148577449947313,0,0.0,0.0,0.0,3,0.8814188963871521,0.9118210995030651,0.003161222339304531,0,0.0,0.0,0.0,0.632607065681899,-0.44043150157824373,-0.6890182492224461,-0.6746509692977101,-0.6013669066994666,False,T_cells
GSE132465,SMC07,SMC07-T,Right,2171,4370193,121,27.68756437072688,4.842353580615525,0.05297098111469369,0,0.0,0.0,0.0,1,0.22882284603906508,0.29727694373100816,0.00046061722708429296,1,0.22882284603906508,0.29727694373100816,0.00046061722708429296,-0.3027585019489555,-0.44043150157824373,-1.2747321315334519,-0.1647412571315138,-0.6266349634144032,False,T_cells
GSE132465,SMC10,SMC10-T,Right,747,1561804,50,32.0142604321669,5.045017422716045,0.0642570281124498,0,0.0,0.0,0.0,4,2.561140834573352,1.8323394919556348,0.00535475234270415,0,0.0,0.0,0.0,0.2583756368143292,-0.44043150157824373,0.18831561900827323,-0.6746509692977101,-0.30892228395589355,False,T_cells
GSE132465,SMC16,SMC16-T,Right,149,316300,5,15.807777426493834,4.071057057547629,0.03355704697986577,0,0.0,0.0,0.0,1,3.161555485298767,2.0571228724726,0.006711409395973154,0,0.0,0.0,0.0,-2.4383185787590693,-0.44043150157824373,0.4025536769980686,-0.6746509692977101,-0.23750959795929508,True,T_cells
GSE132465,SMC17,SMC17-T,Right,229,670446,21,31.322433126605276,5.014463898409111,0.07860262008733625,0,0.0,0.0,0.0,4,5.966177738401005,2.800367283007673,0.017467248908296942,0,0.0,0.0,0.0,0.17377926594492207,-0.44043150157824373,1.110930064783492,-0.6746509692977101,-0.0013841353641539007,True,T_cells
GSE132465,SMC19,SMC19-T,Right,761,2310726,65,28.129687379637396,4.864418313417908,0.08278580814717477,1,0.4327644212251907,0.5188014175068045,0.001314060446780552,1,0.4327644212251907,0.5188014175068045,0.001314060446780552,1,0.4327644212251907,0.5188014175068045,0.001314060446780552,-0.24166583386479656,1.3817514772431392,-1.063600094325941,0.2152326461355835,0.17779467635092724,True,T_cells
GSE132465,SMC20,SMC20-T,Right,347,829145,20,24.121233318659584,4.650835389492546,0.05475504322766571,0,0.0,0.0,0.0,6,7.236369995597875,3.042008640415105,0.01729106628242075,1,1.2060616659329793,1.1414731190762901,0.002881844380403458,-0.8330326451776806,-0.44043150157824373,1.3412352369093252,1.2832816651292278,0.7280284668201031,True,T_cells
GSE132465,SMC23,SMC23-T,Right,607,1916548,65,33.9151432680006,5.125780987460867,0.10378912685337727,0,0.0,0.0,0.0,7,3.652400044246218,2.2179751546435043,0.011532125205930808,0,0.0,0.0,0.0,0.48199319422775383,-0.44043150157824373,0.5558598532654916,-0.6746509692977101,-0.1864075392034874,True,T_cells
GSE132465,SMC24,SMC24-T,Right,668,2032399,76,37.3942321365047,5.262817689868406,0.1062874251497006,0,0.0,0.0,0.0,17,8.36449929369184,3.227201857701708,0.025449101796407185,2,0.9840587404343341,0.9884547390709671,0.0029940119760479044,0.8614193966890451,-0.44043150157824373,1.5177404355281776,1.0208140915415045,0.6993743418304795,True,T_cells
GSE132465,SMC01,SMC01-T,Left,129,1008553,9,8.923675800875115,3.3108746042237245,0.06976744186046512,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.17861230321902064,-0.2085144140570748,-1.1764315421119256,-0.43887688853946927,-0.6079409482361565,False,B_cells
GSE132465,SMC02,SMC02-T,Left,90,495560,14,28.250867705222372,4.870407516692934,0.07777777777777778,0,0.0,0.0,0.0,4,8.071676487206393,3.1813691920189937,0.03333333333333333,2,4.035838243603196,2.332231942925987,0.022222222222222223,1.3255487796977534,-0.2085144140570748,1.355046501993901,3.4446016912485313,1.5303779263951192,True,B_cells
GSE132465,SMC04,SMC04-T,Left,103,479579,13,27.10710852643673,4.812863141308139,0.1262135922330097,0,0.0,0.0,0.0,1,2.0851621943412866,1.6253463372906858,0.009708737864077669,0,0.0,0.0,0.0,1.2832285807347772,-0.2085144140570748,0.1168885092801574,-0.43887688853946927,-0.17683426443879555,False,B_cells
GSE132465,SMC08,SMC08-T,Left,304,3087788,31,10.039549347299749,3.4646093750029165,0.08881578947368421,0,0.0,0.0,0.0,10,3.2385643055805646,2.0835756751725216,0.029605263157894735,0,0.0,0.0,0.0,0.29167437129078594,-0.2085144140570748,0.4815106068735675,-0.43887688853946927,-0.055293565240992194,True,B_cells
GSE132465,SMC09,SMC09-T,Left,21,154595,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,6.468514505643779,2.900821318187115,0.047619047619047616,0,0.0,0.0,0.0,-2.256323710166494,-0.2085144140570748,1.1318090403664884,-0.43887688853946927,0.16147257925664812,True,B_cells
GSE132465,SMC11,SMC11-T,Left,254,2998648,20,6.669672465724553,2.9391649685802905,0.05511811023622047,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.09475630373334525,-0.2085144140570748,-1.1764315421119256,-0.43887688853946927,-0.6079409482361565,False,B_cells
GSE132465,SMC14,SMC14-T,Left,58,598192,10,16.717040682590206,4.1470657422851005,0.1724137931034483,0,0.0,0.0,0.0,3,5.015112204777061,2.588591649415584,0.05172413793103448,0,0.0,0.0,0.0,0.7935772775922635,-0.2085144140570748,0.8833617513198653,-0.43887688853946927,0.07865681624110706,True,B_cells
GSE132465,SMC15,SMC15-T,Left,380,2429995,34,13.991798337033615,3.906101546639155,0.08421052631578947,0,0.0,0.0,0.0,3,1.2345704415029661,1.1599975242608656,0.007894736842105263,1,0.4115234805009887,0.4972531280228717,0.002631578947368421,0.6163635597527887,-0.2085144140570748,-0.25339869472966386,0.38911617504352314,-0.024265644581071832,True,B_cells
GSE132465,SMC18,SMC18-T,Left,61,414492,6,14.475550794707738,3.95191885260815,0.09836065573770492,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6500592509752493,-0.2085144140570748,-1.1764315421119256,-0.43887688853946927,-0.6079409482361565,False,B_cells
GSE132465,SMC21,SMC21-T,Left,67,426907,4,9.369722211160745,3.374305341984625,0.05970149253731343,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.22526154433875256,-0.2085144140570748,-1.1764315421119256,-0.43887688853946927,-0.6079409482361565,False,B_cells
GSE132465,SMC22,SMC22-T,Left,23,152000,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-2.256323710166494,-0.2085144140570748,-1.1764315421119256,-0.43887688853946927,-0.6079409482361565,False,B_cells
GSE132465,SMC25,SMC25-T,Left,257,1677009,14,8.348196103896878,3.2246879988995163,0.04669260700389105,0,0.0,0.0,0.0,1,0.5962997217069199,0.674731557840487,0.0038910505836575876,0,0.0,0.0,0.0,0.11522758037036951,-0.2085144140570748,-0.6395343694657916,-0.43887688853946927,-0.42897522402077853,False,B_cells
GSE132465,SMC03,SMC03-T,Right,300,2549075,25,9.807479183625434,3.4339581523370684,0.07,2,0.7845983346900346,0.835599398759321,0.006666666666666667,13,5.099889175485225,2.6087830316213774,0.043333333333333335,0,0.0,0.0,0.0,0.26913236205003704,4.587317109255645,0.8994284313085767,-0.43887688853946927,1.6826228840082509,True,B_cells
GSE132465,SMC05,SMC05-T,Right,106,1246185,10,8.024490745756047,3.1738455226589197,0.09433962264150944,0,0.0,0.0,0.0,4,3.2097962983024186,2.073750426512845,0.03773584905660377,0,0.0,0.0,0.0,0.0778361985735491,-0.2085144140570748,0.473692463250926,-0.43887688853946927,-0.05789961311520601,True,B_cells
GSE132465,SMC06,SMC06-T,Right,104,1995684,3,1.5032440005531937,1.3237989227606575,0.028846153846153848,0,0.0,0.0,0.0,1,0.5010813335177313,0.5860021490330269,0.009615384615384616,1,0.5010813335177313,0.5860021490330269,0.009615384615384616,-1.2827544703653895,-0.2085144140570748,-0.7101381053748663,0.5368951826655926,-0.12725244558878288,False,B_cells
GSE132465,SMC07,SMC07-T,Right,814,7785189,36,4.624165193677379,2.4916389700503956,0.038083538083538086,0,0.0,0.0,0.0,2,0.2568980663154099,0.32986765279397834,0.002457002457002457,0,0.0,0.0,0.0,-0.42388298505090816,-0.2085144140570748,-0.9139493622368101,-0.43887688853946927,-0.5204468882777847,False,B_cells
GSE132465,SMC10,SMC10-T,Right,113,1316821,1,0.7594046571250003,0.8150873359575157,0.008849557522123894,0,0.0,0.0,0.0,5,3.7970232856250012,2.262139442660972,0.04424778761061947,2,1.5188093142500005,1.3327419073842357,0.017699115044247787,-1.6568792292895909,-0.2085144140570748,0.6235973090406173,1.7803169036607829,0.7317999328814419,True,B_cells
GSE132465,SMC16,SMC16-T,Right,12,60116,1,16.634506620533635,4.140329307392856,0.08333333333333333,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.7886230615974847,-0.2085144140570748,-1.1764315421119256,-0.43887688853946927,-0.6079409482361565,False,B_cells
GSE132465,SMC17,SMC17-T,Right,44,747739,5,6.6868252157504156,2.942387864608345,0.09090909090909091,0,0.0,0.0,0.0,6,8.024190258900498,3.173797484700214,0.13636363636363635,0,0.0,0.0,0.0,-0.09238607032248282,-0.2085144140570748,1.3490215455437127,-0.43887688853946927,0.23387674764905622,True,B_cells
GSE132465,SMC19,SMC19-T,Right,330,3004137,22,7.323234592829821,3.057144300500847,0.06363636363636363,0,0.0,0.0,0.0,1,0.3328742996740828,0.414540729573329,0.0030303030303030303,0,0.0,0.0,0.0,-0.007990068684138187,-0.2085144140570748,-0.8465733295111706,-0.43887688853946927,-0.49798821070257154,False,B_cells
GSE132465,SMC20,SMC20-T,Right,89,1345863,11,8.173194448469124,3.197424221543972,0.11235955056179775,0,0.0,0.0,0.0,8,5.944141417068453,2.795796328488886,0.07865168539325842,2,1.4860353542671132,1.3138468133104135,0.02247191011235955,0.09517681998842974,-0.2085144140570748,1.0482385902060722,1.7488540410920164,0.8628594057470046,True,B_cells
GSE132465,SMC23,SMC23-T,Right,118,1512058,13,8.597553797539513,3.2626667418892024,0.0847457627118644,0,0.0,0.0,0.0,5,3.30675146059212,2.1066000691295,0.0423728813559322,0,0.0,0.0,0.0,0.1431585110467312,-0.2085144140570748,0.4998315700384695,-0.43887688853946927,-0.04918657751935818,True,B_cells
GSE132465,SMC24,SMC24-T,Right,161,1219195,31,25.42661346216151,4.72391965212629,0.15527950310559005,0,0.0,0.0,0.0,12,9.84256004986897,3.43863352825746,0.06832298136645963,0,0.0,0.0,0.0,1.2178163465508658,-0.2085144140570748,1.5597567947675062,-0.43887688853946927,0.30412183072365406,True,B_cells
GSE132465,SMC01,SMC01-T,Left,171,1050982,53,50.429027328726846,5.684510963310534,0.21052631578947367,4,3.805964326696366,2.2648259397933614,0.023391812865497075,479,455.7642281218898,8.835305859013223,0.5029239766081871,1,0.9514910816740915,0.964576869666969,0.005847953216374269,-0.5248611690878424,0.46245189851229757,0.29284550472050136,-0.4420923341899631,0.10440168968094528,True,myeloid
GSE132465,SMC02,SMC02-T,Left,615,2674793,216,80.75391254575588,6.353215871067359,0.23902439024390243,7,2.617024943612459,1.8548035470956814,0.008130081300813009,1954,730.5238199741063,9.514761032127568,0.6552845528455284,18,6.729492712146323,2.9503737329487802,0.02113821138211382,0.7887772938252392,0.03253175024550974,0.996722938156736,1.6161080638051661,0.8817875840691373,True,myeloid
GSE132465,SMC04,SMC04-T,Left,823,4066356,270,66.39851503409932,6.074644900292397,0.23086269744835966,11,2.705124686574417,1.8895220935906938,0.013365735115431349,1711,420.76984897534794,8.720312154777117,0.5334143377885784,9,2.2132838344699777,1.6840484219846867,0.010935601458080195,0.24153808918327058,0.06893513435957827,0.17371847971304857,0.30361165130190665,0.18208842179151116,True,myeloid
GSE132465,SMC08,SMC08-T,Left,310,2347589,197,83.91588135742671,6.407962493340812,0.3387096774193548,5,2.1298447045032156,1.6460910758156382,0.016129032258064516,1007,428.9507234869477,8.748027512252916,0.5451612903225806,4,1.7038757636025725,1.4350288648774525,0.0064516129032258064,0.8963243865693745,-0.18630921599411676,0.20243003488072123,0.045512667954915056,0.02054449561383984,False,myeloid
GSE132465,SMC09,SMC09-T,Left,401,2035353,144,70.74939826162833,6.164894827322307,0.24937655860349128,10,4.913152657057522,2.5639275229569325,0.02493765586034913,716,351.7817302453186,8.462632038745648,0.5461346633416458,2,0.9826305314115045,0.9874158524718828,0.004987531172069825,0.418829707722881,0.77606842109897,-0.09322366142693557,-0.41842062618797166,0.08814137782802091,False,myeloid
GSE132465,SMC11,SMC11-T,Left,76,610748,45,73.68014303771768,6.2226527857027945,0.34210526315789475,3,4.9120095358478455,2.5636485964984925,0.039473684210526314,133,217.7657560892545,7.77324311718017,0.5131578947368421,1,1.6373365119492818,1.3990816641665786,0.013157894736842105,0.5322924246669782,0.7757759587688541,-0.807391900851349,0.008254807305634887,-0.007787044925620025,False,myeloid
GSE132465,SMC14,SMC14-T,Left,593,3256552,300,92.12197440728723,6.541049742023214,0.33558178752107926,12,3.684878976291489,2.2280117794619883,0.02023608768971332,1920,589.5806362066381,9.205990244338988,0.6644182124789207,9,2.7636592322186164,1.9121360100420501,0.011804384485666104,1.1577678525354678,0.42385120364817336,0.6768537279003375,0.5400154714497447,0.5469068009994186,True,myeloid
GSE132465,SMC15,SMC15-T,Left,148,933570,31,33.205865655494506,5.0961718359776516,0.16216216216216217,7,7.498098696401984,3.087140099121056,0.0472972972972973,86,92.11949827008152,6.5410113798816765,0.23648648648648649,4,4.284627826515419,2.401801872412681,0.02702702702702703,-1.6806249416220858,1.324671698201891,-2.0839148371221903,1.0475348917142515,0.09609725093131738,True,myeloid
GSE132465,SMC18,SMC18-T,Left,79,400134,39,97.46734843827318,6.621573504172289,0.31645569620253167,0,0.0,0.0,0.0,214,534.8208350202682,9.065606870238344,0.6582278481012658,4,9.996651121874171,3.4589923326864285,0.02531645569620253,1.3159528903757418,-1.9122825578869134,0.5314244295903948,2.1432712514223033,0.2541377077085949,True,myeloid
GSE132465,SMC21,SMC21-T,Left,62,506347,31,61.222837303272264,5.959372276806141,0.2903225806451613,0,0.0,0.0,0.0,221,436.45958206526353,8.773005918839328,0.7419354838709677,0,0.0,0.0,0.0,0.015090593171306768,-1.9122825578869134,0.2283062625040722,-1.4418383473669976,-1.0419382142499463,False,myeloid
GSE132465,SMC22,SMC22-T,Left,86,489899,36,73.48453456732918,6.218869000741348,0.27906976744186046,0,0.0,0.0,0.0,499,1018.5772985860351,9.993755441143906,0.6744186046511628,2,4.0824741426293985,2.3455309702972125,0.011627906976744186,0.5248593620363753,-1.9122825578869134,1.492934268336698,0.9892123133724775,0.1899546746074207,True,myeloid
GSE132465,SMC25,SMC25-T,Left,76,480862,34,70.70635650144948,6.164029109025721,0.3157894736842105,2,4.1591974412617345,2.367146659143926,0.02631578947368421,245,509.5016865545624,8.99577191714594,0.6973684210526315,0,0.0,0.0,0.0,0.4171290459821773,0.5697380848704019,0.4590793367986004,-1.4418383473669976,-0.13767364189933176,False,myeloid
GSE132465,SMC03,SMC03-T,Right,316,1732770,100,57.71106378803881,5.875560492057382,0.2468354430379747,5,2.88555318940194,1.9581200109347217,0.015822784810126583,438,252.77445939160998,7.987403069185366,0.44936708860759494,6,3.4626638272823285,2.1579051323841782,0.015822784810126583,-0.14955360610739712,0.1408620030393634,-0.5855342076185444,0.7947455069194885,0.11669110078010252,True,myeloid
GSE132465,SMC05,SMC05-T,Right,20,205190,15,73.10297772795944,6.211459611332716,0.45,0,0.0,0.0,0.0,69,336.2736975486135,8.397776003251503,0.65,0,0.0,0.0,0.0,0.5103039747482354,-1.9122825578869134,-0.16041087496631315,-1.4418383473669976,-1.1715105934067414,False,myeloid
GSE132465,SMC06,SMC06-T,Right,215,1401524,45,32.107905394413514,5.049103834928185,0.16744186046511628,5,3.5675450438237233,2.191418956369059,0.023255813953488372,197,140.5612747266547,7.1452828478453565,0.26976744186046514,3,2.140527026294234,1.6510066847282439,0.013953488372093023,-1.7730877541927648,0.38548258717796996,-1.4579235034784004,0.26936518932529196,-0.26769190899171286,False,myeloid
GSE132465,SMC07,SMC07-T,Right,332,2207215,67,30.354994869099748,4.970623378389439,0.15963855421686746,4,1.8122384996477463,1.4917189513337135,0.012048192771084338,171,77.47319585994114,6.29412805075801,0.23795180722891565,2,0.9061192498238732,0.9306383793464038,0.006024096385542169,-1.9272588169446567,-0.34817278205174595,-2.3396721128601072,-0.47726824547109,-1.0550377134609812,False,myeloid
GSE132465,SMC10,SMC10-T,Right,671,4507254,166,36.829519703127445,5.241440554427838,0.17734724292101342,18,3.993562377447555,2.3200693928419036,0.02533532041728763,1025,227.41119093798577,7.835489526619159,0.4485842026825633,7,1.553052035674049,1.3522229426975774,0.005961251862891207,-1.395251567207356,0.5203762313008978,-0.7429081134725416,-0.04031241573733683,-0.08761476596966021,False,myeloid
GSE132465,SMC16,SMC16-T,Right,46,194056,12,61.83782001071856,5.973561225960599,0.21739130434782608,1,5.15315166755988,2.6213255536212845,0.021739130434782608,91,468.93680174794906,8.876322942447288,0.7608695652173914,0,0.0,0.0,0.0,0.042964097823963245,0.8362518898385286,0.33533690158819573,-1.4418383473669976,-0.09008318531342437,False,myeloid
GSE132465,SMC17,SMC17-T,Right,362,1881074,149,79.21006829077432,6.3257114358254665,0.281767955801105,6,3.1896671794942675,2.066835643073998,0.016574585635359115,1739,924.4718708567552,9.854045330716401,0.7375690607734806,4,2.1264447863295115,1.64452303917709,0.008287292817679558,0.7347461604877351,0.2548534374601099,1.3482024334136378,0.26264514554811,0.6219003388072859,True,myeloid
GSE132465,SMC19,SMC19-T,Right,30,245170,10,40.78802463596688,5.38501765744213,0.23333333333333334,1,4.078802463596688,2.344488362450178,0.03333333333333333,66,269.2009625973814,8.07788900408301,0.43333333333333335,0,0.0,0.0,0.0,-1.1132012895357062,0.5459802159160799,-0.4917958564541869,-1.4418383473669976,-0.46255132930170156,False,myeloid
GSE132465,SMC20,SMC20-T,Right,347,1862254,88,47.254563555777025,5.592593483028792,0.19596541786743515,10,5.369836767701935,2.671256402710104,0.02881844380403458,882,473.6196029113107,8.890627878251992,0.5561959654178674,5,2.6849183838509676,1.8816326658556422,0.01440922190201729,-0.7054286153732231,0.8886058061749457,0.3501560123965414,0.508399954119895,0.5823872575637941,True,myeloid
GSE132465,SMC23,SMC23-T,Right,242,1886877,126,66.77700772228397,6.082724039771906,0.34297520661157027,10,5.299762517641584,2.6552974443143826,0.04132231404958678,919,487.04817537126166,8.930879753421083,0.6570247933884298,2,1.0599525035283168,1.0426110734696006,0.004132231404958678,0.2574091681067427,0.8718723840939452,0.39185469643945053,-0.36121294904561424,0.30083804382926055,True,myeloid
GSE132465,SMC24,SMC24-T,Right,379,2426232,245,100.97962602092463,6.672137142220899,0.40105540897097625,3,1.2364852165827505,1.161233221998562,0.0079155672823219,2147,884.9112533343884,9.791018372993937,0.762532981530343,6,2.472970433165501,1.7961701285123803,0.0158311345646438,1.4152827128355223,-0.6946964751140097,1.2829100418116446,0.41982139322778195,0.33601165330847227,True,myeloid
GSE132465,SMC01,SMC01-T,Left,154,1404139,18,12.81924367886655,3.7886067547085536,0.1038961038961039,2,1.4243604087629502,1.277604187789455,0.012987012987012988,130,92.58342656959177,6.54818114902321,0.24025974025974026,101,71.93020064252899,6.188444458063099,0.2532467532467532,0.13326762285414337,-0.32233460880474213,1.1928884456997348,1.1646631375417744,0.678405658145589,True,stromal
GSE132465,SMC02,SMC02-T,Left,105,1315584,16,12.161899202179413,3.7182957733126294,0.11428571428571428,6,4.56071220081728,2.475269671219544,0.05714285714285714,57,43.326765907764155,5.470106201829169,0.22857142857142856,68,51.6880716092625,5.719404472726186,0.24761904761904763,0.06584429790085385,0.5828700979508202,0.10034816522305876,0.7766569513341874,0.4866250715026888,True,stromal
GSE132465,SMC04,SMC04-T,Left,149,1584188,18,11.362287809275161,3.6278738531511285,0.09395973154362416,6,3.787429269758387,2.2592511725890088,0.040268456375838924,116,73.22363254866215,6.213806704002808,0.22818791946308725,31,19.568384560418334,4.362356584025222,0.09395973154362416,-0.020864014014455052,0.41960166915164904,0.8540274500911706,-0.3459402520102175,0.30922962241086743,True,stromal
GSE132465,SMC08,SMC08-T,Left,158,1817559,25,13.75471167648478,3.883103824063264,0.11392405063291139,1,0.5501884670593912,0.6324436245078221,0.006329113924050633,146,80.32751619067112,6.345671648362154,0.310126582278481,67,36.86262729297921,5.242702618212167,0.23417721518987342,0.22388371848732874,-0.8099518830565084,0.9876617244710484,0.38231260051043237,0.1866741473083241,True,stromal
GSE132465,SMC09,SMC09-T,Left,45,256078,2,7.810120353954654,3.1391617277572132,0.044444444444444446,0,0.0,0.0,0.0,3,11.715180530931983,3.668480040535621,0.044444444444444446,6,23.430361061863966,4.610603280568312,0.1111111111111111,-0.48950484059459476,-1.2879575979932252,-1.7254517540653815,-0.14058195213066968,-1.0513304347297587,False,stromal
GSE132465,SMC11,SMC11-T,Left,53,479053,5,10.437258507931274,3.5156693768118608,0.09433962264150944,2,4.174903403172509,2.3715319329376343,0.03773584905660377,5,10.437258507931274,3.5156693768118608,0.07547169811320754,7,14.612161911103781,3.9645984248019244,0.09433962264150944,-0.12846027734686646,0.5044643241682926,-1.8803127921027811,-0.6749796329114519,-0.6836093669486468,False,stromal
GSE132465,SMC14,SMC14-T,Left,297,3608787,35,9.698549678881019,3.4193433295602267,0.10101010101010101,5,1.385507096983003,1.2542959784064573,0.016835016835016835,172,47.661444136215295,5.6047072309721795,0.24915824915824916,93,25.770432003883855,4.742568515331576,0.15824915824915825,-0.220830235159592,-0.33995113122393006,0.23675523647084787,-0.031415720992180575,-0.04487053858175425,False,stromal
GSE132465,SMC15,SMC15-T,Left,306,3308960,44,13.29722934094096,3.8376636892078406,0.11764705882352941,7,2.1154683042406073,1.6394490394691157,0.016339869281045753,96,29.012136743871185,4.9074741315858805,0.13071895424836602,86,25.9900391663846,4.75435516524929,0.1437908496732026,0.1803097999122694,-0.048849510179691184,-0.4698331579109964,-0.021665394312779817,-0.18011602080115577,False,stromal
GSE132465,SMC18,SMC18-T,Left,7,54612,2,36.62198784150004,5.2335041737672965,0.2857142857142857,0,0.0,0.0,0.0,3,54.93298176225006,5.8056273366885325,0.2857142857142857,1,18.31099392075002,4.271350515397314,0.14285714285714285,1.5188234247393702,-1.2879575979932252,0.44037123666089567,-0.4212236366126977,-0.42293666598167573,False,stromal
GSE132465,SMC21,SMC21-T,Left,4,24339,0,0.0,0.0,0.0,1,41.08632236328526,5.3952795427925455,0.25,1,41.08632236328526,5.3952795427925455,0.25,4,164.34528945314105,7.369338134732861,0.25,-3.4997418910444917,2.7898358292754786,0.024517501256900574,2.1415394511297676,1.651964260554049,True,stromal
GSE132465,SMC22,SMC22-T,Left,16,139049,2,14.383418794813338,3.9433042568483656,0.125,2,14.383418794813338,3.9433042568483656,0.125,3,21.57512819222001,4.496662274919299,0.1875,1,7.191709397406669,3.034164536339294,0.0625,0.2816117328232779,1.6924218342046697,-0.8861571827608823,-1.4446669002376333,-0.21280074959794862,False,stromal
GSE132465,SMC25,SMC25-T,Left,27,190601,2,10.49312438024984,3.5226991396212637,0.07407407407407407,0,0.0,0.0,0.0,25,131.164054753123,7.046186043770077,0.1111111111111111,8,41.97249752099936,5.425341722510084,0.037037037037037035,-0.1217192253400117,-1.2879575979932252,1.6975754424633924,0.5333980186546912,0.31433862104161947,True,stromal
GSE132465,SMC03,SMC03-T,Right,218,3133527,60,19.147752676137785,4.3325470212929265,0.17889908256880735,4,1.2765168450758522,1.1868281346118814,0.013761467889908258,550,175.52106619792966,7.463696556192993,0.3577981651376147,45,14.360814507103338,3.941182811871155,0.0963302752293578,0.6548683830907663,-0.39094384212897315,2.1206880039153857,-0.694349842179335,0.3451314398690258,True,stromal
GSE132465,SMC05,SMC05-T,Right,16,215243,11,51.105030128738214,5.703350749377482,0.25,1,4.645911829885292,2.497206598929215,0.0625,8,37.167294639082336,5.254265024456228,0.25,7,32.52138280919705,5.067009758567308,0.25,1.9693735054895192,0.5994501952227893,-0.11838911373812681,0.2369733574910127,0.23934481299189173,True,stromal
