module,collection,n_trajectories,n_positive,n_negative,consistency_fraction,direction,median_nes,mean_nes,min_abs_nes,n_fdr_qval_025,universal_consistent_5of6,universal_consistent_4of6
COESSENTIALITY::1423::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.1039466325543499,0.7687876390116481,1.041387782339141,0,True,True
COESSENTIALITY::48::molecular function:structural constituent of nuclear pore,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.1028209690651942,0.8181816830979151,0.7529682488730367,0,True,True
CORUM::193::PA700-20S-PA28 complex,CORUM,6,5,1,0.8333333333333334,positive,1.1023772312143658,0.8225073940787272,0.9291558237634281,3,True,True
COESSENTIALITY::708::molecular function:calcium channel activity,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0992886400521562,0.8672278523266308,0.4954100970913249,0,True,True
REACTOME::REACTOME_UBIQUITIN_MEDIATED_DEGRADATION_OF_PHOSPHORYLATED_CDC25A,REACTOME,6,5,1,0.8333333333333334,positive,1.0990709907109086,0.7538912845937147,0.7915828483831425,3,True,True
COESSENTIALITY::49::biological process:regulation of microtubule cytoskeleton organization,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0983327319495462,0.8139372406046047,0.77845324702334,0,True,True
COESSENTIALITY::1525::molecular function:protein phosphatase regulator activity,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0967707368508006,0.8231797578456641,0.777731884683808,1,True,True
REACTOME::REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA,REACTOME,6,5,1,0.8333333333333334,positive,1.096535670988191,0.8791597916902189,0.6734608330574494,1,True,True
COESSENTIALITY::665::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0897646971311845,0.7343214018540466,0.9130218051155317,0,True,True
COESSENTIALITY::747::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0856672334251982,0.7378097777471976,0.9479206434720496,0,True,True
REACTOME::REACTOME_HEDGEHOG_OFF_STATE,REACTOME,6,5,1,0.8333333333333334,positive,1.084713866066279,0.8277905664938704,0.9645537654651503,0,True,True
COESSENTIALITY::164::biological process:O-glycan processing,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.080415487397364,0.9578737710577396,0.7918567935895954,2,True,True
CORUM::5209::Ubiquilin-proteasome complex,CORUM,6,5,1,0.8333333333333334,positive,1.0796808882248472,0.7221460533892315,0.5871548672632056,0,True,True
COESSENTIALITY::1682::cellular component:synaptic membrane,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0789398855260661,0.8525612832786557,0.5397298791063944,0,True,True
REACTOME::REACTOME_PROTEASOME_ASSEMBLY,REACTOME,6,5,1,0.8333333333333334,positive,1.0776160051890682,0.812493191862773,0.7691233481405705,3,True,True
REACTOME::REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE,REACTOME,6,5,1,0.8333333333333334,positive,1.076724362256396,0.8394848836336667,0.9950109426947843,1,True,True
REACTOME::REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,REACTOME,6,5,1,0.8333333333333334,positive,1.0762597051348806,0.7174137393601656,0.7492395519181287,0,True,True
HALLMARK::HALLMARK_HYPOXIA,HALLMARK,6,5,1,0.8333333333333334,positive,1.0760737861349852,0.7721065890070852,0.9910511442024191,0,True,True
COESSENTIALITY::601::biological process:inorganic anion transport,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0742993280298665,0.8468072747266547,0.8498948446740551,1,True,True
REACTOME::REACTOME_METABOLISM_OF_POLYAMINES,REACTOME,6,5,1,0.8333333333333334,positive,1.0729598829039653,0.7154082137234173,0.7414917897911081,2,True,True
REACTOME::REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS,REACTOME,6,5,1,0.8333333333333334,positive,1.070428497626997,0.8192163317251198,0.8156646155278192,0,True,True
REACTOME::REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2,REACTOME,6,5,1,0.8333333333333334,positive,1.0683069936073863,0.7139597575002758,0.7698270297307446,0,True,True
COESSENTIALITY::261::biological process:mitotic cytokinesis,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0679881457772211,0.8014403615613909,1.0393710532618032,1,True,True
COESSENTIALITY::678::molecular function:telomerase RNA binding,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0665766715742748,0.6920158744338707,0.7193657127952104,0,True,True
REACTOME::REACTOME_HS_GAG_BIOSYNTHESIS,REACTOME,6,5,1,0.8333333333333334,positive,1.06614813868927,0.7506385716124794,0.8229480510129975,1,True,True
REACTOME::REACTOME_PROGRAMMED_CELL_DEATH,REACTOME,6,5,1,0.8333333333333334,positive,1.0653997357725955,0.763715514951397,0.8183945789730627,1,True,True
REACTOME::REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,REACTOME,6,5,1,0.8333333333333334,positive,1.0631408511966312,0.7727726509054017,0.7823804201400031,2,True,True
REACTOME::REACTOME_KIDNEY_DEVELOPMENT,REACTOME,6,5,1,0.8333333333333334,positive,1.0628380687465788,0.7332937956094336,0.8228586304895106,0,True,True
CORUM::788::Exosome,CORUM,6,5,1,0.8333333333333334,positive,1.0613442883602042,0.7298148212689971,0.6191431017621384,2,True,True
REACTOME::REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,REACTOME,6,5,1,0.8333333333333334,positive,1.0601149219486328,0.7339629790486063,0.9423603257443429,0,True,True
"COESSENTIALITY::1184::molecular function:transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0595641667266045,0.8615571320657932,0.7415890745088103,0,True,True
REACTOME::REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,REACTOME,6,5,1,0.8333333333333334,positive,1.0595162692892754,0.7703520074613516,0.8118812194669084,1,True,True
REACTOME::REACTOME_SIGNALING_BY_HEDGEHOG,REACTOME,6,5,1,0.8333333333333334,positive,1.0580701651879005,0.7741797516728858,0.8597328699012518,0,True,True
COESSENTIALITY::1643::biological process:iron ion homeostasis,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0572852401501875,0.7445358094170035,0.7435588307143849,0,True,True
REACTOME::REACTOME_FORMATION_OF_PARAXIAL_MESODERM,REACTOME,6,5,1,0.8333333333333334,positive,1.055467119617338,0.8162494486773674,0.9597691428063005,3,True,True
COESSENTIALITY::1084::biological process:positive regulation of JAK-STAT cascade,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0513139190240934,0.7229837230923724,0.8359691815552232,0,True,True
COESSENTIALITY::716::biological process:cartilage development,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0502418167107164,0.6873408975604475,0.9109612910207555,1,True,True
REACTOME::REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,REACTOME,6,5,1,0.8333333333333334,positive,1.049188395151231,0.7689098292763146,0.8013938384989177,2,True,True
COESSENTIALITY::1186::biological process:stress-activated MAPK cascade,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0458851114315726,0.759297914844082,0.9453494359521204,0,True,True
COESSENTIALITY::567::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0446429826956622,0.7238275239583812,0.8814418491679326,0,True,True
COESSENTIALITY::213::biological process:hydrogen peroxide catabolic process,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0433271194884828,0.9442394558148636,0.827543256716522,1,True,True
COESSENTIALITY::228::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0375010993843308,0.7189483069190284,0.7368026213747023,2,True,True
REACTOME::REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION,REACTOME,6,5,1,0.8333333333333334,positive,1.03343172834521,0.7249592101263095,0.735724284661918,0,True,True
COESSENTIALITY::1198::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.031597003994764,0.6751543251463331,0.7320005047990974,0,True,True
REACTOME::REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2,REACTOME,6,5,1,0.8333333333333334,positive,1.030012646215976,0.7398227176397477,0.8099919968792646,0,True,True
REACTOME::REACTOME_INTERLEUKIN_27_SIGNALING,REACTOME,6,5,1,0.8333333333333334,positive,1.0283416015260713,0.7115902361402425,0.6136733004403004,0,True,True
REACTOME::REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6,REACTOME,6,5,1,0.8333333333333334,positive,1.0281299706418294,0.8153789749102756,0.8854521136152306,1,True,True
REACTOME::REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY,REACTOME,6,5,1,0.8333333333333334,positive,1.0276747207878714,0.679742869434533,0.7633906266307178,2,True,True
CURATED::NRF2_redox,CURATED,6,5,1,0.8333333333333334,positive,1.025729376339219,0.6643357169539605,0.9317677357274412,0,True,True
REACTOME::REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,REACTOME,6,5,1,0.8333333333333334,positive,1.0255985501402791,0.7489139793928866,0.8891748852602702,0,True,True
COESSENTIALITY::1798::biological process:extrinsic apoptotic signaling pathway in absence of ligand,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0235052609587576,0.6666936994268523,0.9042633730959128,0,True,True
REACTOME::REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,REACTOME,6,5,1,0.8333333333333334,positive,1.0231504299414522,0.8353497669202833,0.7723362616560647,1,True,True
REACTOME::REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1,REACTOME,6,5,1,0.8333333333333334,positive,1.0217574177615152,0.734325611741046,0.7853061852928247,0,True,True
COESSENTIALITY::1385::biological process:heart looping,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0193183450886516,0.6893501748538303,0.5623933133556344,0,True,True
REACTOME::REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS,REACTOME,6,5,1,0.8333333333333334,positive,1.0165513464129396,0.7750293847272359,0.8200464693318396,1,True,True
COESSENTIALITY::127::biological process:focal adhesion assembly,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0153422138499006,0.7621890941811286,0.6993174236002957,0,True,True
REACTOME::REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION,REACTOME,6,5,1,0.8333333333333334,positive,1.012409545815522,0.7170084342008457,0.8670962515134294,0,True,True
REACTOME::REACTOME_DEGRADATION_OF_DVL,REACTOME,6,5,1,0.8333333333333334,positive,1.012234317442133,0.8039294892238424,0.865801828542788,2,True,True
REACTOME::REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,REACTOME,6,5,1,0.8333333333333334,positive,1.0122289425306261,0.7523056726052785,0.9439481067949645,3,True,True
REACTOME::REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,REACTOME,6,5,1,0.8333333333333334,positive,1.0117705686005178,0.7011852594158251,0.805853334886619,0,True,True
COESSENTIALITY::50::biological process:response to wounding,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0089326393134337,0.9712406288420445,0.7072107152407952,2,True,True
REACTOME::REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,REACTOME,6,5,1,0.8333333333333334,positive,1.0072387416106356,0.7397775781938943,0.9694865999769112,0,True,True
REACTOME::REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES,REACTOME,6,5,1,0.8333333333333334,positive,1.0070631289896368,0.7247863132941372,0.8633134699460041,0,True,True
COESSENTIALITY::323::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.006637600125248,0.8234490297375112,0.9586561688217535,1,True,True
REACTOME::REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,REACTOME,6,5,1,0.8333333333333334,positive,1.0063446661064577,0.6669668121530479,0.6763081787987193,0,True,True
COESSENTIALITY::7::cellular component:desmosome,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0056835770088153,0.6935540942558841,0.8653481870191069,0,True,True
REACTOME::REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,REACTOME,6,5,1,0.8333333333333334,positive,1.0044016672135274,0.7763174585602735,0.9001480820278558,1,True,True
REACTOME::REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA,REACTOME,6,5,1,0.8333333333333334,positive,1.0033759817194567,0.6972213667992814,0.8929327994211327,1,True,True
COESSENTIALITY::297::biological process:positive regulation of stress fiber assembly,COESSENTIALITY,6,5,1,0.8333333333333334,positive,1.0023267230457573,0.7168097977839545,0.7889871356024848,0,True,True
REACTOME::REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,REACTOME,6,5,1,0.8333333333333334,positive,1.0016473114858166,0.686236463510423,0.8604678510680404,0,True,True
REACTOME::REACTOME_MITOCHONDRIAL_UNFOLDED_PROTEIN_RESPONSE_UPRMT,REACTOME,6,5,1,0.8333333333333334,positive,1.0016069217351176,0.7368611450627413,0.8441547919473948,0,True,True
REACTOME::REACTOME_TYROSINE_CATABOLISM,REACTOME,6,5,1,0.8333333333333334,positive,0.9984440009582263,0.8010779794256698,0.6003301249405456,1,True,True
COESSENTIALITY::1851::biological process:inactivation of MAPK activity,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.9978617309876003,0.7444247320144873,0.9666217516892864,1,True,True
REACTOME::REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE,REACTOME,6,5,1,0.8333333333333334,positive,0.9978580226121838,0.7832295818284652,0.8570623244332158,2,True,True
REACTOME::REACTOME_FORMATION_OF_LATERAL_PLATE_MESODERM,REACTOME,6,5,1,0.8333333333333334,positive,0.9974734004226111,0.6827064242849129,0.7486911642468838,0,True,True
REACTOME::REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,REACTOME,6,5,1,0.8333333333333334,positive,0.9974436346503419,0.741778920140881,0.838073148382264,0,True,True
REACTOME::REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,REACTOME,6,5,1,0.8333333333333334,positive,0.9961396831938991,0.6750549354595008,0.6879986025653009,0,True,True
REACTOME::REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,REACTOME,6,5,1,0.8333333333333334,positive,0.9953885265044982,0.6971213214533044,0.9104301175779631,0,True,True
COESSENTIALITY::1244::biological process:protein localization to nucleus,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.9906690451090192,0.7363577847187038,0.5838210244016475,0,True,True
COESSENTIALITY::275::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.9885779401750903,0.7075946665101386,0.8957201059633016,0,True,True
COESSENTIALITY::456::biological process:MyD88-dependent toll-like receptor signaling pathway,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.9882270988585646,0.7186427583133992,0.5232550534465658,0,True,True
REACTOME::REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN,REACTOME,6,5,1,0.8333333333333334,positive,0.9881694075315234,0.7571506897591149,0.6781920439130753,0,True,True
REACTOME::REACTOME_SOMITOGENESIS,REACTOME,6,5,1,0.8333333333333334,positive,0.9864952908912015,0.7662432713576016,0.9360523887850495,3,True,True
COESSENTIALITY::1567::cellular component:nuclear inner membrane,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.9849255109387816,0.8934725351029705,0.8730128184251604,1,True,True
REACTOME::REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,REACTOME,6,5,1,0.8333333333333334,positive,0.9824348075110538,0.7025946581075316,0.758307460116728,0,True,True
REACTOME::REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME,6,5,1,0.8333333333333334,positive,0.9810981244394142,0.669031988091735,0.9569565864550189,0,True,True
REACTOME::REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,REACTOME,6,5,1,0.8333333333333334,positive,0.980064265716776,0.6779027707642684,0.8438519739904295,0,True,True
REACTOME::REACTOME_RETINOID_CYCLE_DISEASE_EVENTS,REACTOME,6,5,1,0.8333333333333334,positive,0.9789001542562961,0.7836189815606551,0.7161752340799666,0,True,True
COESSENTIALITY::1828::biological process:ATP metabolic process,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.9757725411474125,0.722134175641927,0.8686496135480801,0,True,True
COESSENTIALITY::149::molecular function:peptide hormone binding,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.9743134881416884,0.6993847838252355,0.8814466959541889,0,True,True
COESSENTIALITY::1591::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.9736555308167074,0.7681254646225005,0.7860710569573051,0,True,True
REACTOME::REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,REACTOME,6,5,1,0.8333333333333334,positive,0.9701649302900692,0.7456408284638668,0.7120077981989162,1,True,True
REACTOME::REACTOME_NEUTROPHIL_DEGRANULATION,REACTOME,6,5,1,0.8333333333333334,positive,0.9688317243990554,0.6897944456784096,0.8368185378139976,0,True,True
COESSENTIALITY::1680::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.9682727602323573,0.746583599491717,0.8558570182593264,0,True,True
"CORUM::5196::TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)",CORUM,6,5,1,0.8333333333333334,positive,0.9669815927852594,0.7940416058286889,0.5515560603074526,0,True,True
REACTOME::REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION,REACTOME,6,5,1,0.8333333333333334,positive,0.96531925753417,0.7088182415877631,0.9123972321483153,0,True,True
REACTOME::REACTOME_HEDGEHOG_ON_STATE,REACTOME,6,5,1,0.8333333333333334,positive,0.9631432395814749,0.6880370074014031,0.8181200572328873,0,True,True
REACTOME::REACTOME_INTERLEUKIN_35_SIGNALLING,REACTOME,6,5,1,0.8333333333333334,positive,0.9589425253474364,0.6675483913642762,0.6036337235325944,0,True,True
REACTOME::REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,REACTOME,6,5,1,0.8333333333333334,positive,0.9587427950580555,0.651793490403207,0.8716795173386114,0,True,True
CORUM::6765::CCR4-NOT complex,CORUM,6,5,1,0.8333333333333334,positive,0.9587203429614247,0.6200503159719727,0.5659551082468945,0,True,True
REACTOME::REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,REACTOME,6,5,1,0.8333333333333334,positive,0.9584772582815758,0.5941302114363578,0.7420637906556427,1,True,True
COESSENTIALITY::124::biological process:nucleobase-containing small molecule interconversion,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.9583473441151567,0.6148284991502625,0.8404254797460552,0,True,True
REACTOME::REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,REACTOME,6,5,1,0.8333333333333334,positive,0.9567123310128363,0.6937385688110164,0.6916218358361074,0,True,True
COESSENTIALITY::113::cellular component:secretory granule,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.9558758544805495,0.7492171009887278,0.8785518164554666,1,True,True
REACTOME::REACTOME_STABILIZATION_OF_P53,REACTOME,6,5,1,0.8333333333333334,positive,0.9546185528683104,0.7293758041524566,0.8941186338791036,2,True,True
COESSENTIALITY::1038::biological process:negative regulation of cell differentiation,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.9543294145786573,0.81118699409932,0.7869094208818674,1,True,True
REACTOME::REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR1,REACTOME,6,5,1,0.8333333333333334,positive,0.9525958876199198,0.6263760323801871,0.7407955340745283,0,True,True
COESSENTIALITY::596::biological process:hydrogen peroxide catabolic process,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.9520519746793701,0.7849221419090632,0.6944003761451779,1,True,True
REACTOME::REACTOME_BIOLOGICAL_OXIDATIONS,REACTOME,6,5,1,0.8333333333333334,positive,0.9518773036287036,0.6593979924176233,0.8348963207562172,0,True,True
REACTOME::REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE,REACTOME,6,5,1,0.8333333333333334,positive,0.9503251506932966,0.6283401276139442,0.733020679196832,0,True,True
REACTOME::REACTOME_PTK6_EXPRESSION,REACTOME,6,5,1,0.8333333333333334,positive,0.9473619858814682,0.6330182704028039,0.7046322415251246,0,True,True
COESSENTIALITY::95::biological process:negative regulation of mitotic cell cycle,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.9471791879953384,0.6842189192625346,0.7732816487333193,0,True,True
COESSENTIALITY::782::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.946366524797269,0.671636550109964,0.7954656614030382,0,True,True
REACTOME::REACTOME_DOPAMINE_RECEPTORS,REACTOME,6,5,1,0.8333333333333334,positive,0.9459761579884532,0.6371944362792922,0.6159213082137756,0,True,True
REACTOME::REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE,REACTOME,6,5,1,0.8333333333333334,positive,0.9448931795156661,0.7066811097527527,0.6674911032663642,0,True,True
