module,collection,n_trajectories,n_positive,n_negative,consistency_fraction,direction,median_nes,mean_nes,min_abs_nes,n_fdr_qval_025,universal_consistent_5of6,universal_consistent_4of6
CORUM::1413::NCOR1 complex,CORUM,6,5,1,0.8333333333333334,positive,0.7419507533108392,0.6921589627685089,0.38340713033368584,0,True,True
COESSENTIALITY::1367::biological process:intracellular receptor signaling pathway,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.7283592113044237,0.5906450407816561,0.5902651976283548,0,True,True
REACTOME::REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING,REACTOME,6,5,1,0.8333333333333334,positive,0.7258280647507205,0.4980705611512179,0.6874872670135089,0,True,True
COESSENTIALITY::1731::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.7199143083615187,0.5347748300857141,0.49634769518037414,0,True,True
COESSENTIALITY::1858::cellular component:PcG protein complex,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.7188885130042357,0.44000406435412914,0.6516449888841054,0,True,True
COESSENTIALITY::734::molecular function:NAD binding,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.7167211217506303,0.4501000052052877,0.473819842637392,0,True,True
COESSENTIALITY::902::cellular component:Golgi lumen,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.712412649018036,0.5335848570871314,0.4714603060633556,0,True,True
REACTOME::REACTOME_REGULATION_OF_CDH11_GENE_TRANSCRIPTION,REACTOME,6,5,1,0.8333333333333334,positive,0.7090163999109925,0.4850091851769322,0.4460249932787359,0,True,True
COESSENTIALITY::1679::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.705458941217165,0.4736600016813051,0.45433381493530905,0,True,True
COESSENTIALITY::1197::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.7052374922382764,0.5479953313653477,0.5498840171195715,0,True,True
REACTOME::REACTOME_SEMA4D_MEDIATED_INHIBITION_OF_CELL_ATTACHMENT_AND_MIGRATION,REACTOME,6,5,1,0.8333333333333334,positive,0.7035049219435903,0.5070304672616692,0.6293535096490839,0,True,True
COESSENTIALITY::1496::biological process:type I interferon signaling pathway,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.7021462688883673,0.5887572113979491,0.5667724909109318,0,True,True
COESSENTIALITY::749::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.7021002499504055,0.6104993569938313,0.5967020689096089,0,True,True
REACTOME::REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1,REACTOME,6,5,1,0.8333333333333334,positive,0.7002929020784678,0.5836586380547946,0.5611512977603255,0,True,True
REACTOME::REACTOME_EICOSANOIDS,REACTOME,6,5,1,0.8333333333333334,positive,0.6996005239287475,0.5765515601928329,0.4668132404505827,0,True,True
REACTOME::REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE,REACTOME,6,5,1,0.8333333333333334,positive,0.6989423073753107,0.5025242074810107,0.5915219611919872,0,True,True
COESSENTIALITY::1881::biological process:detection of chemical stimulus involved in sensory perception of bitter taste,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.698628005466241,0.6585596180153532,0.5180475169593793,1,True,True
REACTOME::REACTOME_NFE2L2_REGULATES_PENTOSE_PHOSPHATE_PATHWAY_GENES,REACTOME,6,5,1,0.8333333333333334,positive,0.6963677846459435,0.4487686670616508,0.4919883645099049,0,True,True
CORUM::2638::HES1 promoter corepressor complex,CORUM,6,5,1,0.8333333333333334,positive,0.6957562063156087,0.48752975295162865,0.5045969749008732,0,True,True
COESSENTIALITY::1701::cellular component:Flemming body,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.6916289051302504,0.5274960450598438,0.5985442474960602,0,True,True
REACTOME::REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS,REACTOME,6,5,1,0.8333333333333334,positive,0.690476270095506,0.5644617358455165,0.6427042301143004,0,True,True
REACTOME::REACTOME_SIGNALING_BY_MST1,REACTOME,6,5,1,0.8333333333333334,positive,0.6877729831396193,0.5110791722081943,0.598655388436115,0,True,True
COESSENTIALITY::1140::cellular component:mediator complex,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.687743639879822,0.6433612020647287,0.6162091219670692,3,True,True
COESSENTIALITY::1215::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.686052896265543,0.661200642011785,0.5713888229909314,0,True,True
REACTOME::REACTOME_RND2_GTPASE_CYCLE,REACTOME,6,5,1,0.8333333333333334,positive,0.6762455093354851,0.5176533190643727,0.5430243674651385,0,True,True
COESSENTIALITY::1746::biological process:embryonic forelimb morphogenesis,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.6741177733554217,0.5511790180409711,0.6269799750724782,0,True,True
COESSENTIALITY::1849::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.6684978206236878,0.5180638636598384,0.5745575429293529,0,True,True
CORUM::753::UTM-SGCE-DAG1-CAV1-NOS3 complex,CORUM,6,5,1,0.8333333333333334,positive,0.6674241759466766,0.490471980019576,0.5196525565465905,0,True,True
COESSENTIALITY::1065::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.6660497260209269,0.4393409990126121,0.5745562593563501,0,True,True
REACTOME::REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION,REACTOME,6,5,1,0.8333333333333334,positive,0.6579333084762538,0.49749999108661375,0.5267876895066597,0,True,True
COESSENTIALITY::1805::molecular function:cAMP binding,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.657419767775226,0.511274761385358,0.4795555724205685,0,True,True
CORUM::5283::tRNA splicing endonuclease,CORUM,6,5,1,0.8333333333333334,positive,0.6348426584922664,0.2950555216490193,0.5219558950619162,0,True,True
COESSENTIALITY::857::,COESSENTIALITY,6,5,1,0.8333333333333334,positive,0.6204967852964309,0.46469170787732833,0.5381583082619942,0,True,True
REACTOME::REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,REACTOME,6,5,1,0.8333333333333334,positive,0.5929755641490337,0.46973949053080305,0.5538396259308485,0,True,True
COESSENTIALITY::594::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.596903146121525,-0.5309619084831247,0.5351851415184272,0,True,True
REACTOME::REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM,REACTOME,6,1,5,0.8333333333333334,negative,-0.6060557332457273,-0.4257000567092855,0.5684231781965136,0,True,True
COESSENTIALITY::423::cellular component:histone deacetylase complex,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.6102762778539692,-0.5176548177249966,0.482920245254579,0,True,True
REACTOME::REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS,REACTOME,6,1,5,0.8333333333333334,negative,-0.6113767241880895,-0.47333537703864176,0.5544975394073212,0,True,True
COESSENTIALITY::1194::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.6196317295636729,-0.5995278428037533,0.5451989178662168,0,True,True
CORUM::2920::Respiratory chain complex I (lambda subunit) mitochondrial,CORUM,6,1,5,0.8333333333333334,negative,-0.6204231394021974,-0.45544059003596166,0.5708202681870528,0,True,True
REACTOME::REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR,REACTOME,6,1,5,0.8333333333333334,negative,-0.6212543161545324,-0.45031610090399776,0.5368443002055623,0,True,True
COESSENTIALITY::1590::biological process:DNA-dependent DNA replication,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.65622290593258,-0.5236453934387902,0.45038727694823977,0,True,True
REACTOME::REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY,REACTOME,6,1,5,0.8333333333333334,negative,-0.6805359355897201,-0.4580375852822669,0.52741108886086,0,True,True
REACTOME::REACTOME_PROTEIN_METHYLATION,REACTOME,6,1,5,0.8333333333333334,negative,-0.6826409274888083,-0.5007946407489323,0.5439418983891611,0,True,True
REACTOME::REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION,REACTOME,6,1,5,0.8333333333333334,negative,-0.6910106594446305,-0.44919895182043423,0.4797863206379125,0,True,True
COESSENTIALITY::1605::biological process:CENP-A containing nucleosome assembly,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.6983144003907871,-0.519723831272327,0.6154673339704283,1,True,True
COESSENTIALITY::1099::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.6991035438397726,-0.5616026393350559,0.619840230248318,0,True,True
REACTOME::REACTOME_SLC_MEDIATED_TRANSPORT_OF_ORGANIC_CATIONS,REACTOME,6,1,5,0.8333333333333334,negative,-0.6996397323347698,-0.514534271484115,0.5692018959985568,0,True,True
COESSENTIALITY::1790::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.6998680383610478,-0.5816522270459218,0.5188225031180447,0,True,True
CORUM::834::20S methylosome and RG-containing Sm protein complex,CORUM,6,1,5,0.8333333333333334,negative,-0.7066945507470475,-0.4331682983605765,0.5212830564549694,0,True,True
REACTOME::REACTOME_FASL_CD95L_SIGNALING,REACTOME,6,1,5,0.8333333333333334,negative,-0.7067139102945226,-0.6418829434611611,0.6807015250539312,0,True,True
REACTOME::REACTOME_NFE2L2_REGULATING_ER_STRESS_ASSOCIATED_GENES,REACTOME,6,1,5,0.8333333333333334,negative,-0.7157887475148703,-0.5629965877621158,0.5341502075913539,0,True,True
COESSENTIALITY::1141::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.7167302689395996,-0.4252327706198882,0.5687263713167298,0,True,True
REACTOME::REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,REACTOME,6,1,5,0.8333333333333334,negative,-0.7184203720692124,-0.4393676536720934,0.4766823343301614,0,True,True
COESSENTIALITY::1873::cellular component:PcG protein complex,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.7315386026301904,-0.48430323653308466,0.4302331122534306,0,True,True
COESSENTIALITY::1569::biological process:cardiac muscle cell differentiation,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.7334277560019666,-0.5753905872891922,0.5042776072870001,0,True,True
REACTOME::REACTOME_LINOLEIC_ACID_LA_METABOLISM,REACTOME,6,1,5,0.8333333333333334,negative,-0.7430005431006599,-0.5315629607050197,0.7014810014124535,0,True,True
REACTOME::REACTOME_CA2_ACTIVATED_K_CHANNELS,REACTOME,6,1,5,0.8333333333333334,negative,-0.7435822959464948,-0.6942723455205898,0.4469343137108347,0,True,True
COESSENTIALITY::1150::biological process:response to electrical stimulus,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.7446334959706358,-0.5551835326317698,0.6261550303238127,0,True,True
COESSENTIALITY::59::biological process:cholesterol efflux,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.7492002786070764,-0.6720846102947675,0.717703149874891,1,True,True
REACTOME::REACTOME_MITOCHONDRIAL_MRNA_MODIFICATION,REACTOME,6,1,5,0.8333333333333334,negative,-0.7498124144576339,-0.5993768102128338,0.49471017554333435,2,True,True
"COESSENTIALITY::1588::molecular function:phosphatidylinositol-3,5-bisphosphate binding",COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.7516905815945334,-0.6000817319728339,0.6389699737178645,0,True,True
REACTOME::REACTOME_SEROTONIN_RECEPTORS,REACTOME,6,1,5,0.8333333333333334,negative,-0.7526237096574373,-0.49807880634650964,0.49512893344254943,0,True,True
COESSENTIALITY::165::molecular function:methylated histone binding,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.752942501840048,-0.5352888714247436,0.6807051082780498,0,True,True
COESSENTIALITY::1587::biological process:negative regulation of signal transduction,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.7544200936152459,-0.5136421492654462,0.5154707730083031,0,True,True
REACTOME::REACTOME_REGULATION_OF_TBK1_IKK_MEDIATED_ACTIVATION_OF_IRF3_IRF7_UPON_TLR3_LIGATION,REACTOME,6,1,5,0.8333333333333334,negative,-0.7581837831580687,-0.426692529936952,0.6234794517219692,1,True,True
CORUM::1107::DNA synthesome core complex,CORUM,6,1,5,0.8333333333333334,negative,-0.7615007592675274,-0.5110097564361952,0.5884413740471114,0,True,True
CORUM::1401::MOF complex,CORUM,6,1,5,0.8333333333333334,negative,-0.7619760311250712,-0.6043986319345546,0.6294618407206575,1,True,True
CORUM::654::BLOC1-BLOC2 complex,CORUM,6,1,5,0.8333333333333334,negative,-0.7641446283861226,-0.5062134585708264,0.4731490076108443,0,True,True
REACTOME::REACTOME_ORGANIC_ANION_TRANSPORT_BY_SLC22_TRANSPORTERS,REACTOME,6,1,5,0.8333333333333334,negative,-0.7661995919706698,-0.5018225648709419,0.6038007243812302,0,True,True
COESSENTIALITY::103::biological process:glycogen metabolic process,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.7667469468750001,-0.472926151036351,0.6279218130191184,0,True,True
CORUM::562::LSm2-8 complex,CORUM,6,1,5,0.8333333333333334,negative,-0.7723980249663687,-0.5980192992166903,0.5968891736153514,0,True,True
REACTOME::REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,REACTOME,6,1,5,0.8333333333333334,negative,-0.7742372116109442,-0.5754870332544139,0.6157480255411445,0,True,True
REACTOME::REACTOME_LOSS_OF_FUNCTION_OF_KMT2D_IN_KABUKI_SYNDROME,REACTOME,6,1,5,0.8333333333333334,negative,-0.7774018205381894,-0.6656357917017646,0.593204893157297,0,True,True
REACTOME::REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,REACTOME,6,1,5,0.8333333333333334,negative,-0.7776626508479696,-0.6397542330826961,0.7184544146785646,0,True,True
REACTOME::REACTOME_BASIGIN_INTERACTIONS,REACTOME,6,1,5,0.8333333333333334,negative,-0.7781720058197562,-0.5236879969376366,0.5456549637993691,0,True,True
CORUM::6799::VEGFR2-S1PR1-ERK1/2-PKC-alpha complex,CORUM,6,1,5,0.8333333333333334,negative,-0.7789111992630746,-0.5879536885209794,0.5106925165711304,0,True,True
CORUM::1142::SMN complex,CORUM,6,1,5,0.8333333333333334,negative,-0.7791683276202432,-0.5362690198981851,0.695399291704417,0,True,True
COESSENTIALITY::36::cellular component:late endosome,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.780368486216714,-0.48802561581155074,0.5472580575189169,0,True,True
COESSENTIALITY::154::biological process:cochlea development,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.7816496213950632,-0.6814414457688184,0.6455091402172621,0,True,True
COESSENTIALITY::1707::biological process:cell death,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.7871046625721206,-0.6392292898344732,0.7002971950846524,0,True,True
CORUM::2203::BRD4-RFC complex,CORUM,6,1,5,0.8333333333333334,negative,-0.7901096642761449,-0.46687945111911855,0.46462418902094194,0,True,True
COESSENTIALITY::621::biological process:ERK1 and ERK2 cascade,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.7929141221653535,-0.49222326267107674,0.7503874285689707,1,True,True
CORUM::2201::PCNA-RFC2-5 complex,CORUM,6,1,5,0.8333333333333334,negative,-0.7929847008549935,-0.5396298929978262,0.6452277241035879,0,True,True
REACTOME::REACTOME_LTC4_CYSLTR_MEDIATED_IL4_PRODUCTION,REACTOME,6,1,5,0.8333333333333334,negative,-0.7933211952898067,-0.5584464539576582,0.6676163756668387,0,True,True
CORUM::585::Mi2/NuRD-BCL6-MTA3 complex,CORUM,6,1,5,0.8333333333333334,negative,-0.7954938746432103,-0.687603468486504,0.6512871868125373,0,True,True
REACTOME::REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL,REACTOME,6,1,5,0.8333333333333334,negative,-0.7968619269588757,-0.5144284417741672,0.5783096371927049,0,True,True
CORUM::5211::RAF1-PPP2-PIN1 complex,CORUM,6,1,5,0.8333333333333334,negative,-0.7978748679963166,-0.7144953346332036,0.5720561461500644,0,True,True
COESSENTIALITY::446::biological process:cholesterol efflux,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.7979957450022653,-0.6053407419349451,0.5970349155709554,0,True,True
COESSENTIALITY::706::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.7986687621415403,-0.6017326881594028,0.5821301427432332,0,True,True
CORUM::277::RFC complex,CORUM,6,1,5,0.8333333333333334,negative,-0.7992903901698551,-0.5430147493461189,0.5070752542672686,0,True,True
CORUM::2799::RFC complex,CORUM,6,1,5,0.8333333333333334,negative,-0.7992903901698551,-0.5430147493461189,0.5070752542672686,0,True,True
CORUM::279::RFC complex,CORUM,6,1,5,0.8333333333333334,negative,-0.7992903901698551,-0.5430147493461189,0.5070752542672686,0,True,True
REACTOME::REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE,REACTOME,6,1,5,0.8333333333333334,negative,-0.7995204575244512,-0.6167356190395586,0.5492769263135577,0,True,True
CORUM::6800::VEGFR2-S1PR2-ERK1/2-PKC-alpha complex,CORUM,6,1,5,0.8333333333333334,negative,-0.799735502948171,-0.5913064707370198,0.6501337671089877,0,True,True
REACTOME::REACTOME_SLC_MEDIATED_TRANSPORT_OF_INORGANIC_ANIONS,REACTOME,6,1,5,0.8333333333333334,negative,-0.8002515058209956,-0.4690897144077251,0.6198606694631609,0,True,True
REACTOME::REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING,REACTOME,6,1,5,0.8333333333333334,negative,-0.8006181734705898,-0.47598969053387735,0.4725721390675883,0,True,True
REACTOME::REACTOME_DIFFERENTIATION_OF_NAIVE_CD_T_CELLS_TO_T_HELPER_1_CELLS_TH1_CELLS,REACTOME,6,1,5,0.8333333333333334,negative,-0.8067584348108633,-0.6012802355353077,0.6582382864406877,0,True,True
COESSENTIALITY::777::biological process:hippocampus development,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8071713930422093,-0.47498390290218245,0.501925859630618,0,True,True
CORUM::23::BLOC-1 (biogenesis of lysosome-related organelles complex 1),CORUM,6,1,5,0.8333333333333334,negative,-0.8076569470044062,-0.5841126720478504,0.7542588224127733,0,True,True
CORUM::304::SRCAP-associated chromatin remodeling complex,CORUM,6,1,5,0.8333333333333334,negative,-0.8090711841086521,-0.6883953311289513,0.6501016795102506,0,True,True
COESSENTIALITY::131::biological process:positive regulation of excitatory postsynaptic potential,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8091673356478123,-0.6580724258871564,0.6547357245509525,0,True,True
COESSENTIALITY::116::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8091813465174957,-0.5451375771553312,0.7493993534414443,0,True,True
COESSENTIALITY::1824::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.810402802714821,-0.5237563818133218,0.7877122677517048,0,True,True
COESSENTIALITY::461::molecular function:gamma-tubulin binding,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.812545674187279,-0.5930505818367123,0.748888421580739,0,True,True
REACTOME::REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,REACTOME,6,1,5,0.8333333333333334,negative,-0.8140114442681398,-0.51337139832611,0.6073218402710688,0,True,True
REACTOME::REACTOME_HOMOLOGY_DIRECTED_REPAIR,REACTOME,6,1,5,0.8333333333333334,negative,-0.8156876026144769,-0.707263476525204,0.7777185758623995,0,True,True
COESSENTIALITY::1420::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8181476942254428,-0.5124488212055129,0.5798508923624157,1,True,True
REACTOME::REACTOME_HEME_DEGRADATION,REACTOME,6,1,5,0.8333333333333334,negative,-0.825045993838387,-0.45188359558377905,0.6823712281781282,0,True,True
COESSENTIALITY::878::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8268900123796551,-0.6040836429668843,0.5772528193190519,0,True,True
REACTOME::REACTOME_REGULATION_OF_KIT_SIGNALING,REACTOME,6,1,5,0.8333333333333334,negative,-0.8283755901270462,-0.7122107637292943,0.5745477103039276,0,True,True
REACTOME::REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,REACTOME,6,1,5,0.8333333333333334,negative,-0.8340306717058352,-0.537253158038928,0.5866660882907814,0,True,True
COESSENTIALITY::492::biological process:cholesterol efflux,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8340717630342416,-0.5693056900034378,0.6172877675046524,0,True,True
REACTOME::REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS,REACTOME,6,1,5,0.8333333333333334,negative,-0.835731953318002,-0.6186370405766937,0.6036226768728196,0,True,True
COESSENTIALITY::1390::molecular function:olfactory receptor activity,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8369442728684111,-0.6882463805101314,0.3807581617692575,0,True,True
COESSENTIALITY::1251::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8370316981407506,-0.5501821587952772,0.6538335438124899,0,True,True
COESSENTIALITY::865::biological process:amino acid transport,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8376149386783601,-0.7346789092321838,0.4520370244382106,1,True,True
COESSENTIALITY::355::molecular function:nucleosome binding,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.841950884768579,-0.5708176376583128,0.7601834304562056,0,True,True
REACTOME::REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_LUMINAL_EPITHELIAL_CELLS,REACTOME,6,1,5,0.8333333333333334,negative,-0.8422035001604629,-0.6027043123672926,0.6541038959038168,0,True,True
COESSENTIALITY::1544::biological process:intra-Golgi vesicle-mediated transport,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8428128509585804,-0.575507695118561,0.7603039285238533,0,True,True
REACTOME::REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX,REACTOME,6,1,5,0.8333333333333334,negative,-0.843429806685625,-0.5541138247505734,0.6948385489173184,0,True,True
COESSENTIALITY::1156::biological process:keratan sulfate biosynthetic process,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8464136662929442,-0.7367247548230113,0.716695632729641,0,True,True
REACTOME::REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY,REACTOME,6,1,5,0.8333333333333334,negative,-0.8478062301569504,-0.5755135128949959,0.7416516032003001,0,True,True
COESSENTIALITY::406::biological process:B cell receptor signaling pathway,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8491398522065106,-0.655433356540707,0.6699168005698691,0,True,True
REACTOME::REACTOME_MUCOPOLYSACCHARIDOSES,REACTOME,6,1,5,0.8333333333333334,negative,-0.850170316045527,-0.6198542518204998,0.7545341874653919,0,True,True
REACTOME::REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D,REACTOME,6,1,5,0.8333333333333334,negative,-0.8511319461864257,-0.5570282211504657,0.6781093700183576,0,True,True
COESSENTIALITY::500::biological process:oligodendrocyte development,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8540847425405227,-0.5672923535930858,0.44533527573594295,0,True,True
CORUM::1257::ALL-1 supercomplex,CORUM,6,1,5,0.8333333333333334,negative,-0.8542269221495986,-0.6800728598342515,0.6915188565975333,0,True,True
REACTOME::REACTOME_MELANIN_BIOSYNTHESIS,REACTOME,6,1,5,0.8333333333333334,negative,-0.8553248459766966,-0.5874047587825227,0.5182350891944321,0,True,True
REACTOME::REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS,REACTOME,6,1,5,0.8333333333333334,negative,-0.8578576893562626,-0.531828955696105,0.5802715628289935,0,True,True
REACTOME::REACTOME_SUPPRESSION_OF_APOPTOSIS,REACTOME,6,1,5,0.8333333333333334,negative,-0.858156497356351,-0.5559869975032682,0.5897616424273356,0,True,True
CORUM::888::MTA2 complex,CORUM,6,1,5,0.8333333333333334,negative,-0.8586829670666263,-0.6735049254625993,0.7824497544758819,0,True,True
REACTOME::REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION,REACTOME,6,1,5,0.8333333333333334,negative,-0.8600390018780414,-0.5575761810486224,0.7660264054956575,0,True,True
REACTOME::REACTOME_REGULATION_OF_CDH11_FUNCTION,REACTOME,6,1,5,0.8333333333333334,negative,-0.8603349734262464,-0.6140540534202503,0.6244896787729125,0,True,True
REACTOME::REACTOME_SIGNALING_BY_ALK,REACTOME,6,1,5,0.8333333333333334,negative,-0.8627328850015842,-0.6869811184552378,0.5598597744468469,0,True,True
REACTOME::REACTOME_SURFACTANT_METABOLISM,REACTOME,6,1,5,0.8333333333333334,negative,-0.8628562004379026,-0.5933300452163993,0.6857282237794017,0,True,True
COESSENTIALITY::836::biological process:amino acid transport,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8630947946486647,-0.8496739818136189,0.5451240780640314,2,True,True
COESSENTIALITY::1213::cellular component:axon terminus,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8635369665236665,-0.7032550391719322,0.7839430899039145,0,True,True
"CORUM::1147::Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)",CORUM,6,1,5,0.8333333333333334,negative,-0.8638208730826937,-0.7573763845721126,0.6937058474577399,0,True,True
COESSENTIALITY::1419::biological process:sensory perception of smell,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8649396589124405,-0.5985459818877606,0.6228613201479358,0,True,True
COESSENTIALITY::957::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8684310707090095,-0.5422323853699146,0.580540579500346,0,True,True
COESSENTIALITY::1480::molecular function:semaphorin receptor binding,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8703686525449467,-0.6252925040096897,0.6446272458336086,0,True,True
CORUM::5876::PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex,CORUM,6,1,5,0.8333333333333334,negative,-0.8717198516314013,-0.6369060034209655,0.6825444985047445,0,True,True
COESSENTIALITY::98::biological process:positive regulation of peptidyl-serine phosphorylation of STAT protein,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8728294975115202,-0.5735491063395669,0.6700894299334154,0,True,True
COESSENTIALITY::1281::cellular component:nucleoplasm,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.872954271810449,-0.6811334522657194,0.6506840550582065,2,True,True
COESSENTIALITY::38::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8729890560787903,-0.7031497297897795,0.6423385904966328,0,True,True
COESSENTIALITY::1433::biological process:ATP-dependent chromatin remodeling,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8737143101409222,-0.6923780099928433,0.7611947269949607,0,True,True
COESSENTIALITY::53::biological process:glutathione metabolic process,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8750217123187729,-0.8489667984465853,0.6648885567376447,1,True,True
REACTOME::REACTOME_REGULATION_OF_BACH1_ACTIVITY,REACTOME,6,1,5,0.8333333333333334,negative,-0.8760901573559579,-0.5230631941099289,0.5702750614961258,0,True,True
REACTOME::REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,REACTOME,6,1,5,0.8333333333333334,negative,-0.8772787325487316,-0.573826990108318,0.680485842955486,0,True,True
