gene,background,n_trajectory_values,n_positive_trajectory_values,background_vulnerability_rho,background_p_value,n_resampling_supported_trajectories,background_resampling_supported
ARSB,DLD1,1,0,-0.06911976911976912,0.6160668749710069,0,False
ARSD,DLD1,1,1,0.21825396825396826,0.10942077690530336,0,False
ARSF,DLD1,1,0,-0.05303030303030303,0.7005925187125273,0,False
ARSG,DLD1,1,0,-0.13896103896103895,0.3116282566933631,0,False
ARSH,DLD1,1,1,0.03448773448773449,0.8026124714717132,0,False
ARSI,DLD1,1,0,-0.09437229437229437,0.4931293457138482,0,False
ARSJ,DLD1,1,0,-0.0008658008658008658,0.994994530637461,0,False
ARSK,DLD1,1,0,-0.19292929292929292,0.1581750684209055,0,False
ARSL,DLD1,1,1,0.22474747474747475,0.09901089300173387,0,False
ART1,DLD1,1,0,-0.09220779220779221,0.5031427426217429,0,False
ART3,DLD1,1,1,0.27784992784992785,0.03998578199526165,0,False
ART4,DLD1,1,0,-0.1424963924963925,0.29935568873758894,0,False
ART5,DLD1,1,0,-0.12301587301587301,0.3709151699006803,0,False
ARTN,DLD1,1,0,-0.012914862914862916,0.9254403332010206,0,False
ARV1,DLD1,1,1,0.1715007215007215,0.21058086642526988,0,False
ARVCF,DLD1,1,0,-0.08232323232323233,0.5501615997743726,0,False
ARX,DLD1,1,1,0.13427128427128426,0.3283981652658425,0,False
AS3MT,DLD1,1,0,-0.15072150072150073,0.27203176631199444,0,False
ASAH1,DLD1,1,1,0.009235209235209235,0.9466466692788597,0,False
ASAH2,DLD1,1,0,-0.03643578643578643,0.7917058198951274,0,False
ASAP1,DLD1,1,0,-0.063997113997114,0.642511432145892,0,False
ASAP2,DLD1,1,1,0.01717171717171717,0.9009725092213345,0,False
ASAP3,DLD1,1,0,-0.0316017316017316,0.8188387740789064,0,False
ASB1,DLD1,1,1,0.05202020202020202,0.7060350111700547,0,False
ASB10,DLD1,1,1,0.0823953823953824,0.5498109356084186,0,False
ASB11,DLD1,1,1,0.1865079365079365,0.17275421491096957,0,False
ASB12,DLD1,1,0,-0.04971139971139971,0.7185295854406429,0,False
ASB13,DLD1,1,0,-0.14177489177489178,0.3018344928694704,0,False
ASB14,DLD1,1,0,-0.0683982683982684,0.6197633153263327,0,False
ASB15,DLD1,1,1,0.014285714285714285,0.9175522843227675,0,False
ASB16,DLD1,1,0,-0.046681096681096684,0.7350398271768638,0,False
ASB17,DLD1,1,0,-0.1088023088023088,0.42910887949308335,0,False
ASB18,DLD1,1,1,0.0645021645021645,0.639883865084649,0,False
ASB2,DLD1,1,0,-0.010678210678210679,0.9383252678331382,0,False
ASB3,DLD1,1,1,0.0033910533910533913,0.980397036170033,0,False
ASB4,DLD1,1,1,0.18145743145743146,0.18488872727458344,0,False
ASB5,DLD1,1,1,0.12092352092352092,0.3791693583112595,0,False
ASB6,DLD1,1,1,0.3864357864357864,0.003566107893740398,1,True
ASB7,DLD1,1,1,0.14877344877344878,0.2783481078550509,0,False
ASB8,DLD1,1,1,0.10086580086580087,0.4637225494153746,0,False
ASB9,DLD1,1,1,0.0841991341991342,0.5410792760950153,0,False
ASCC1,DLD1,1,0,-0.08795093795093795,0.5231358302572976,0,False
ASCC2,DLD1,1,0,-0.062193362193362196,0.6519309397439608,0,False
ASCC3,DLD1,1,0,-0.25007215007215006,0.06556827655549895,0,False
ASCL1,DLD1,1,0,-0.11998556998556999,0.3829048605427678,0,False
ASCL2,DLD1,1,1,0.03556998556998557,0.7965484661868928,0,False
ASCL3,DLD1,1,1,0.016883116883116882,0.9026287173570219,0,False
ASCL4,DLD1,1,0,-0.15721500721500722,0.2516698013501337,0,False
ASCL5,DLD1,1,0,-0.05425685425685426,0.6940038186996006,0,False
ASDURF,DLD1,1,0,,,0,False
ASF1A,DLD1,1,1,0.22886002886002885,0.09282614930604387,0,False
ASF1B,DLD1,1,1,0.007792207792207792,0.9549737287045854,0,False
ASGR1,DLD1,1,1,0.0411976911976912,0.7652152150352255,0,False
ASGR2,DLD1,1,1,0.23347763347763348,0.0862454483000078,0,False
ASH1L,DLD1,1,0,-0.06832611832611833,0.620133475350446,0,False
ASH2L,DLD1,1,0,-0.05339105339105339,0.6986523671762965,0,False
ASIC1,DLD1,1,0,-0.3403318903318903,0.011009794391086139,0,False
ASIC2,DLD1,1,0,-0.05764790764790765,0.6759058358512985,0,False
ASIC3,DLD1,1,0,-0.013059163059163059,0.9246096636463265,0,False
ASIC4,DLD1,1,0,-0.047546897546897546,0.7303100876200004,0,False
ASIC5,DLD1,1,0,-0.06702741702741703,0.6268122724609625,0,False
ASIP,DLD1,1,0,-0.045454545454545456,0.7417569952721846,0,False
ASL,DLD1,1,0,-0.0601010101010101,0.6629254543874256,0,False
ASMT,DLD1,1,0,,,0,False
ASMTL,DLD1,1,0,,,0,False
ASNS,DLD1,1,0,-0.09567099567099567,0.4871714786546919,0,False
ASNSD1,DLD1,1,1,0.18152958152958154,0.18471117355588576,0,False
ASPA,DLD1,1,1,0.10281385281385282,0.45508936554213664,0,False
ASPDH,DLD1,1,0,-0.0341991341991342,0.8042315073402535,0,False
ASPG,DLD1,1,1,0.043073593073593076,0.7548504989139946,0,False
ASPH,DLD1,1,1,0.003896103896103896,0.9774781503218042,0,False
ASPHD1,DLD1,1,0,-0.10036075036075036,0.4659751560218511,0,False
ASPHD2,DLD1,1,0,-0.15064935064935064,0.2722639911412822,0,False
ASPM,DLD1,1,1,0.10735930735930736,0.43529142790742853,0,False
ASPRV1,DLD1,1,1,0.06702741702741703,0.6268122724609625,0,False
ASPSCR1,DLD1,1,1,0.17907647907647908,0.19081698902297464,0,False
ASRGL1,DLD1,1,1,0.0035353535353535356,0.9795630411083216,0,False
ASS1,DLD1,1,1,0.1448051948051948,0.2915124213838373,0,False
ASTE1,DLD1,1,1,0.06565656565656566,0.6338944888799116,0,False
ASTL,DLD1,1,0,-0.29927849927849925,0.02644076625017127,0,False
ASTN1,DLD1,1,1,0.14314574314574316,0.29713607774043294,0,False
ASTN2,DLD1,1,1,0.1440836940836941,0.2939488915096592,0,False
ASXL1,DLD1,1,1,0.25692640692640695,0.058281513288427074,0,False
ASXL2,DLD1,1,0,,,0,False
ASXL3,DLD1,1,0,-0.04588744588744589,0.7393840176317331,0,False
ASZ1,DLD1,1,1,0.09487734487734488,0.4908079024642355,0,False
ATAD1,DLD1,1,1,0.2018037518037518,0.13954443082689544,0,False
ATAD2,DLD1,1,1,0.0689033189033189,0.6171748198883936,0,False
ATAD2B,DLD1,1,1,0.06291486291486291,0.648156554814621,0,False
ATAD3A,DLD1,1,1,0.29458874458874457,0.029017513938542464,0,False
ATAD3B,DLD1,1,1,0.11976911976911978,0.38376999952372853,0,False
ATAD3C,DLD1,1,1,0.09848484848484848,0.4743934292601341,0,False
ATAD5,DLD1,1,1,0.07121212121212121,0.6054008178122328,0,False
ATAT1,DLD1,1,1,0.049134199134199134,0.7216648356949196,0,False
ATCAY,DLD1,1,1,0.03556998556998557,0.7965484661868928,0,False
ATE1,DLD1,1,0,-0.05389610389610389,0.6959393668513598,0,False
ATF1,DLD1,1,0,-0.07864357864357864,0.5681859075982567,0,False
ATF2,DLD1,1,1,0.24574314574314574,0.07053449197391155,0,False
ATF3,DLD1,1,1,0.21291486291486292,0.11859322878820293,0,False
ATF4,DLD1,1,0,-0.05303030303030303,0.7005925187125273,0,False
ATF5,DLD1,1,0,-0.07864357864357864,0.5681859075982567,0,False
ATF6,DLD1,1,0,-0.2784992784992785,0.03950430019153591,0,False
ATF6B,DLD1,1,0,-0.10512265512265512,0.4449723240875378,0,False
ATF7,DLD1,1,0,-0.04422799422799423,0.7484933294794043,0,False
ATF7IP,DLD1,1,0,-0.13217893217893217,0.3360600899912178,0,False
ATF7IP2,DLD1,1,1,0.1510822510822511,0.2708726182230798,0,False
ATG10,DLD1,1,0,-0.009884559884559885,0.9429012858077249,0,False
ATG101,DLD1,1,0,-0.021356421356421358,0.8770080359502164,0,False
ATG12,DLD1,1,1,0.13037518037518037,0.34275412248364445,0,False
ATG13,DLD1,1,0,-0.01883116883116883,0.8914576500461707,0,False
ATG14,DLD1,1,1,0.03852813852813853,0.7800352767204642,0,False
ATG16L1,DLD1,1,1,0.05598845598845599,0.6847403421293982,0,False
ATG16L2,DLD1,1,1,0.026406926406926406,0.848232494842211,0,False
ATG2A,DLD1,1,0,-0.0943001443001443,0.4934614462220933,0,False
ATG2B,DLD1,1,1,0.19437229437229436,0.15502724968800166,0,False
ATG3,DLD1,1,1,0.15382395382395384,0.2621706077773174,0,False
ATG4A,DLD1,1,0,-0.21774891774891775,0.11026437475712261,0,False
ATG4B,DLD1,1,1,0.08845598845598845,0.520743234686322,0,False
ATG4C,DLD1,1,0,-0.013564213564213565,0.9217029547039094,0,False
ATG4D,DLD1,1,1,0.10093795093795094,0.4634012301538757,0,False
ATG5,DLD1,1,1,0.01378066378066378,0.9204575310004028,0,False
ATG7,DLD1,1,0,-0.1111111111111111,0.4193206941601918,0,False
ATG9A,DLD1,1,0,-0.18376623376623377,0.17926765373754627,0,False
ATG9B,DLD1,1,0,,,0,False
ATIC,DLD1,1,0,-0.20447330447330447,0.13427472363420428,0,False
ATL1,DLD1,1,0,-0.08492063492063492,0.537605557234718,0,False
ATL2,DLD1,1,0,-0.008658008658008658,0.9499768634020279,0,False
ATL3,DLD1,1,1,0.1694083694083694,0.21628424434803634,0,False
ATM,DLD1,1,1,0.010894660894660894,0.937077600003303,0,False
ATMIN,DLD1,1,1,0.047258297258297256,0.7318855707608674,0,False
ATN1,DLD1,1,1,0.03759018759018759,0.7852611138582697,0,False
ATOH1,DLD1,1,1,0.02922077922077922,0.8322827687555426,0,False
ATOH7,DLD1,1,1,0.09336219336219337,0.49778931702207996,0,False
ATOH8,DLD1,1,1,0.06183261183261183,0.6538213927500107,0,False
ATOSA,DLD1,1,1,0.024531024531024532,0.858899696656724,0,False
ATOSB,DLD1,1,0,-0.10815295815295815,0.43188486826802813,0,False
ATOX1,DLD1,1,1,0.004834054834054834,0.9720581681876943,0,False
ATP10A,DLD1,1,0,-0.10266955266955267,0.45572582977360043,0,False
ATP10B,DLD1,1,1,0.012481962481962481,0.9279328121686329,0,False
ATP10D,DLD1,1,0,-0.05800865800865801,0.6739909636703142,0,False
ATP11A,DLD1,1,0,-0.06681096681096681,0.6279283196185264,0,False
ATP11B,DLD1,1,1,0.4632756132756133,0.0003682772477076067,1,True
ATP11C,DLD1,1,0,-0.05454545454545454,0.6924567741892578,0,False
ATP12A,DLD1,1,1,0.010822510822510822,0.9374934727529054,0,False
ATP13A1,DLD1,1,1,0.1893939393939394,0.16608549646502083,0,False
ATP13A2,DLD1,1,1,0.07063492063492063,0.6083351488628196,0,False
ATP13A3,DLD1,1,0,-0.13253968253968254,0.33473115859236935,0,False
ATP13A4,DLD1,1,1,0.04047619047619048,0.7692126554706515,0,False
ATP13A5,DLD1,1,0,-0.027056277056277056,0.8445461833777015,0,False
ATP1A1,DLD1,1,1,0.08232323232323233,0.5501615997743726,0,False
ATP1A2,DLD1,1,0,-0.24862914862914862,0.06719157422313103,0,False
ATP1A3,DLD1,1,0,-0.1386002886002886,0.31289842030651416,0,False
ATP1A4,DLD1,1,0,-0.23643578643578644,0.08222588755003095,0,False
ATP1B1,DLD1,1,0,-0.04076479076479077,0.7676129576689483,0,False
ATP1B2,DLD1,1,0,-0.09018759018759019,0.5125818310644902,0,False
ATP1B3,DLD1,1,0,-0.07633477633477634,0.5796335137531903,0,False
ATP1B4,DLD1,1,0,-0.20923520923520925,0.12524788235626624,0,False
ATP23,DLD1,1,1,0.0027417027417027417,0.9841502587341633,0,False
ATP2A1,DLD1,1,0,-0.22756132756132755,0.09474578266978494,0,False
ATP2A2,DLD1,1,0,-0.16096681096681098,0.2403882128233069,0,False
ATP2A3,DLD1,1,1,0.06666666666666667,0.6286728106904537,0,False
ATP2B1,DLD1,1,0,-0.1958874458874459,0.15177202531436235,0,False
ATP2B2,DLD1,1,0,-0.32193362193362196,0.016535432888491353,0,False
ATP2B3,DLD1,1,1,0.03354978354978355,0.8078773120987353,0,False
ATP2B4,DLD1,1,0,-0.2663059163059163,0.04938383764102177,0,False
ATP2C1,DLD1,1,1,0.19776334776334775,0.14781214147122257,0,False
ATP2C2,DLD1,1,0,-0.10288600288600289,0.4547713158557097,0,False
ATP4A,DLD1,1,0,-0.15786435786435787,0.24969198869856712,0,False
ATP4B,DLD1,1,0,-0.047258297258297256,0.7318855707608674,0,False
ATP5F1A,DLD1,1,1,0.09812409812409813,0.4760215788099155,0,False
ATP5F1B,DLD1,1,1,0.03405483405483405,0.8050413317267845,0,False
ATP5F1C,DLD1,1,0,-0.02049062049062049,0.8819579480305736,0,False
ATP5F1D,DLD1,1,1,0.18643578643578643,0.17292338823833256,0,False
ATP5F1E,DLD1,1,0,,,0,False
ATP5IF1,DLD1,1,0,-0.017027417027417027,0.9018005613892763,0,False
ATP5MC1,DLD1,1,1,0.24393939393939393,0.07269022448769684,0,False
ATP5MC2,DLD1,1,0,-0.18203463203463202,0.18347172846207704,0,False
ATP5MC3,DLD1,1,0,-0.33455988455988456,0.012539923886875066,0,False
ATP5ME,DLD1,1,0,-0.07922077922077922,0.565340510557395,0,False
ATP5MF,DLD1,1,1,0.1031024531024531,0.4538178970010172,0,False
ATP5MG,DLD1,1,1,0.09372294372294372,0.49612243254376825,0,False
ATP5MGL,DLD1,1,0,-0.032395382395382394,0.8143687138253687,0,False
ATP5MJ,DLD1,1,1,0.03578643578643579,0.7953370832963765,0,False
ATP5MK,DLD1,1,1,0.14595959595959596,0.28764157429851606,0,False
ATP5PB,DLD1,1,0,-0.05346320346320346,0.6982645657526535,0,False
ATP5PD,DLD1,1,1,0.0821067821067821,0.5512142338102666,0,False
ATP5PF,DLD1,1,0,-0.10757575757575757,0.43436087572069254,0,False
ATP5PO,DLD1,1,1,0.2248196248196248,0.09889970303143654,0,False
ATP6AP1,DLD1,1,0,-0.05865800865800866,0.6705493655352737,0,False
ATP6AP2,DLD1,1,1,0.01443001443001443,0.9167224085635032,0,False
ATP6V0A1,DLD1,1,0,-0.12265512265512266,0.37233052184822046,0,False
ATP6V0A2,DLD1,1,1,0.24191919191919192,0.07516648163103622,0,False
ATP6V0A4,DLD1,1,1,0.08232323232323233,0.5501615997743726,0,False
ATP6V0B,DLD1,1,1,0.10562770562770563,0.44277595220107996,0,False
ATP6V0C,DLD1,1,0,-0.03759018759018759,0.7852611138582697,0,False
ATP6V0D1,DLD1,1,0,-0.011616161616161616,0.9329198076518151,0,False
ATP6V0D2,DLD1,1,1,0.07626262626262627,0.5799929383317584,0,False
ATP6V0E1,DLD1,1,1,0.015512265512265512,0.9105012101198897,0,False
ATP6V0E2,DLD1,1,1,0.22777777777777777,0.09442371582912899,0,False
ATP6V1A,DLD1,1,1,0.09285714285714286,0.5001278105609169,0,False
ATP6V1B1,DLD1,1,0,-0.010822510822510822,0.9374934727529054,0,False
ATP6V1B2,DLD1,1,1,0.0329004329004329,0.8115271743949439,0,False
ATP6V1C1,DLD1,1,1,0.0386002886002886,0.7796336856286884,0,False
ATP6V1C2,DLD1,1,1,0.04018759018759019,0.7708133081463415,0,False
ATP6V1D,DLD1,1,1,0.20396825396825397,0.13526005383006956,0,False
ATP6V1E1,DLD1,1,0,-0.16673881673881674,0.22371659815069,0,False
ATP6V1E2,DLD1,1,1,0.09805194805194806,0.4763475653751213,0,False
ATP6V1F,DLD1,1,1,0.11926406926406927,0.3857931720645308,0,False
ATP6V1FNB,DLD1,1,0,,,0,False
ATP6V1G1,DLD1,1,1,0.16594516594516595,0.22596002609751853,0,False
ATP6V1G2,DLD1,1,1,0.08138528138528138,0.5547299449127795,0,False
ATP6V1G3,DLD1,1,1,0.15937950937950937,0.24511820136293924,0,False
ATP6V1H,DLD1,1,1,0.09350649350649351,0.4971222159680751,0,False
ATP7A,DLD1,1,1,0.11255411255411256,0.41326842158630883,0,False
ATP7B,DLD1,1,1,0.23174603174603176,0.08866892769629486,0,False
ATP8A1,DLD1,1,0,-0.07568542568542569,0.5828719819760252,0,False
ATP8A2,DLD1,1,1,0.07965367965367966,0.5632108379026525,0,False
ATP8B1,DLD1,1,1,0.08968253968253968,0.5149555313352615,0,False
ATP8B2,DLD1,1,0,-0.18023088023088024,0.1879259295471985,0,False
ATP8B3,DLD1,1,0,-0.12828282828282828,0.35062213255259767,0,False
ATP8B4,DLD1,1,1,0.06702741702741703,0.6268122724609625,0,False
ATP9A,DLD1,1,1,0.2137085137085137,0.11719388526668174,0,False
ATP9B,DLD1,1,1,0.05266955266955267,0.7025345694545414,0,False
ATPAF1,DLD1,1,1,0.3137085137085137,0.019684849256914178,0,False
ATPAF2,DLD1,1,1,0.15093795093795093,0.2713358822826672,0,False
ATPSCKMT,DLD1,1,1,0.26616161616161615,0.04951181186857121,0,False
ATR,DLD1,1,0,-0.10122655122655122,0.46211715902578304,0,False
ATRAID,DLD1,1,1,0.16031746031746033,0.2423156007259286,0,False
ATRIP,DLD1,1,0,-0.2041125541125541,0.13497797890513602,0,False
ATRN,DLD1,1,1,0.20923520923520925,0.12524788235626624,0,False
ATRNL1,DLD1,1,0,-0.06111111111111111,0.6576087687796998,0,False
ATRX,DLD1,1,1,0.137012987012987,0.31852641796504955,0,False
ATXN1,DLD1,1,1,0.15007215007215008,0.27412653377267315,0,False
ATXN10,DLD1,1,0,-0.05743145743145743,0.6770557384724175,0,False
ATXN1L,DLD1,1,0,-0.12337662337662338,0.3695030667741103,0,False
ATXN2,DLD1,1,1,0.011255411255411256,0.9349984885514024,0,False
ATXN2L,DLD1,1,0,-0.004473304473304474,0.9741426416607654,0,False
ATXN3,DLD1,1,0,-0.1230880230880231,0.37063248929443254,0,False
ATXN3L,DLD1,1,1,0.1297979797979798,0.3449135759406379,0,False
ATXN7,DLD1,1,0,-0.16334776334776335,0.23341101767366387,0,False
ATXN7L1,DLD1,1,1,0.17186147186147185,0.20960831004005923,0,False
ATXN7L2,DLD1,1,0,-0.1673160173160173,0.2220947638612852,0,False
ATXN7L3,DLD1,1,1,0.006277056277056277,0.9637222663007863,0,False
ATXN7L3B,DLD1,1,1,0.08845598845598845,0.520743234686322,0,False
AUH,DLD1,1,0,-0.16262626262626262,0.23551042430201485,0,False
AUNIP,DLD1,1,1,0.12424242424242424,0.3661272883036115,0,False
AUP1,DLD1,1,1,0.23924963924963924,0.07854075809341986,0,False
AURKA,DLD1,1,0,-0.034126984126984124,0.8046363940803535,0,False
AURKAIP1,DLD1,1,1,0.02049062049062049,0.8819579480305736,0,False
AURKB,DLD1,1,1,0.06255411255411256,0.6500426570408571,0,False
AURKC,DLD1,1,0,-0.07027417027417028,0.6101722253004793,0,False
AUTS2,DLD1,1,0,-0.07821067821067822,0.5703243120726168,0,False
AVEN,DLD1,1,0,-0.049062049062049064,0.7220570627952152,0,False
AVIL,DLD1,1,0,-0.09567099567099567,0.4871714786546919,0,False
AVL9,DLD1,1,1,0.12337662337662338,0.3695030667741103,0,False
AVP,DLD1,1,0,-0.049494949494949494,0.719704768210887,0,False
AVPI1,DLD1,1,0,-0.25353535353535356,0.06180032586479959,0,False
AVPR1A,DLD1,1,0,-0.032395382395382394,0.8143687138253687,0,False
AVPR1B,DLD1,1,0,-0.048845598845598845,0.7232341696471339,0,False
AVPR2,DLD1,1,0,-0.18484848484848485,0.1766756944000409,0,False
AWAT1,DLD1,1,0,-0.09098124098124098,0.5088629567858169,0,False
AWAT2,DLD1,1,0,-0.003896103896103896,0.9774781503218042,0,False
AXDND1,DLD1,1,0,-0.08556998556998557,0.5344885419669853,0,False
AXIN1,DLD1,1,1,0.2002164502164502,0.1427502150201754,0,False
AXIN2,DLD1,1,1,0.18015873015873016,0.18810569557840615,0,False
AXL,DLD1,1,0,-0.05396825396825397,0.6955521028012396,0,False
AZGP1,DLD1,1,0,-0.14805194805194805,0.2807118986233274,0,False
AZI2,DLD1,1,1,0.016378066378066377,0.905528068142881,0,False
AZIN1,DLD1,1,0,-0.0215007215007215,0.8761834994154555,0,False
AZIN2,DLD1,1,1,0.0608946608946609,0.6587466541827139,0,False
AZU1,DLD1,1,1,0.13383838383838384,0.32997429129701905,0,False
B2M,DLD1,1,1,0.15772005772005773,0.2501305882747634,0,False
B3GALNT1,DLD1,1,0,-0.22987012987012986,0.0913541764912847,0,False
B3GALNT2,DLD1,1,0,-0.0025974025974025974,0.9849843573148294,0,False
B3GALT1,DLD1,1,0,-0.024531024531024532,0.858899696656724,0,False
B3GALT2,DLD1,1,1,0.031746031746031744,0.8180256058609394,0,False
B3GALT4,DLD1,1,0,-0.02748917748917749,0.842090473206734,0,False
B3GALT5,DLD1,1,1,0.3113997113997114,0.020655383866445238,0,False
B3GALT6,DLD1,1,0,-0.07712842712842713,0.5756865596754598,0,False
B3GAT1,DLD1,1,1,0.06536796536796537,0.6353896698481621,0,False
B3GAT2,DLD1,1,0,-0.13145743145743147,0.3387278315670886,0,False
B3GAT3,DLD1,1,0,-0.09271284271284272,0.5007969898418478,0,False
B3GLCT,DLD1,1,0,-0.10497835497835498,0.445600965533005,0,False
B3GNT2,DLD1,1,0,-0.0676046176046176,0.623840206210443,0,False
B3GNT3,DLD1,1,0,-0.09105339105339105,0.5085255597276187,0,False
B3GNT4,DLD1,1,1,0.10014430014430015,0.4669423627913771,0,False
B3GNT5,DLD1,1,0,-0.2688311688311688,0.04718758528247099,0,False
B3GNT6,DLD1,1,0,-0.07539682539682539,0.5843139279853143,0,False
B3GNT7,DLD1,1,1,0.03217893217893218,0.8155872453852179,0,False
B3GNT8,DLD1,1,0,-0.03044733044733045,0.8253508664397191,0,False
B3GNT9,DLD1,1,0,-0.2012987012987013,0.1405585594408149,0,False
B3GNTL1,DLD1,1,1,0.04357864357864358,0.7520672241919028,0,False
B4GALNT1,DLD1,1,1,0.04632034632034632,0.7370134479022392,0,False
B4GALNT2,DLD1,1,0,-0.09184704184704184,0.5048217257221965,0,False
B4GALNT3,DLD1,1,0,-0.01810966810966811,0.8955927600966023,0,False
B4GALNT4,DLD1,1,1,0.09062049062049062,0.5105516497413212,0,False
B4GALT1,DLD1,1,1,0.0025252525252525255,0.9854014126395522,0,False
B4GALT2,DLD1,1,0,-0.22164502164502164,0.10388437704727004,0,False
B4GALT3,DLD1,1,1,0.025685425685425686,0.852332178349759,0,False
B4GALT4,DLD1,1,0,-0.04321789321789322,0.7540549602632839,0,False
B4GALT5,DLD1,1,1,0.23513708513708514,0.08397201189897127,0,False
B4GALT6,DLD1,1,0,-0.16673881673881674,0.22371659815069,0,False
B4GALT7,DLD1,1,1,0.43116883116883115,0.001014749974414873,1,True
B4GAT1,DLD1,1,1,0.2663059163059163,0.04938383764102177,0,False
B9D1,DLD1,1,0,-0.35533910533910534,0.007762406252185364,0,False
B9D2,DLD1,1,1,0.10519480519480519,0.4446581876874591,0,False
BAALC,DLD1,1,1,0.0829004329004329,0.5473592866862395,0,False
BAAT,DLD1,1,0,-0.08823953823953824,0.5217679619104856,0,False
BABAM1,DLD1,1,1,0.029942279942279944,0.828203609233613,0,False
BABAM2,DLD1,1,1,0.01810966810966811,0.8955927600966023,0,False
BACE1,DLD1,1,1,0.1406926406926407,0.3055775089181665,0,False
BACE2,DLD1,1,0,-0.024025974025974027,0.8617759980741058,0,False
BACH1,DLD1,1,1,0.25461760461760463,0.06065921560801269,0,False
BACH2,DLD1,1,0,-0.3233766233766234,0.01602978715073937,0,False
BAD,DLD1,1,1,0.3212121212121212,0.016793316655682202,0,False
BAG1,DLD1,1,1,0.21161616161616162,0.12091046348027727,0,False
BAG2,DLD1,1,0,-0.045526695526695526,0.7413613326476635,0,False
BAG3,DLD1,1,1,0.09126984126984126,0.507514052579859,0,False
BAG4,DLD1,1,1,0.1088023088023088,0.42910887949308335,0,False
BAG5,DLD1,1,1,0.20216450216450216,0.13882340941987006,0,False
BAG6,DLD1,1,0,-0.10519480519480519,0.4446581876874591,0,False
BAHCC1,DLD1,1,0,,,0,False
BAHD1,DLD1,1,0,-0.07503607503607504,0.5861186243580381,0,False
BAIAP2,DLD1,1,1,0.08593073593073593,0.5327607034730549,0,False
BAIAP2L1,DLD1,1,1,0.005916305916305917,0.9658059153453382,0,False
BAIAP2L2,DLD1,1,0,-0.1797979797979798,0.18900637452927105,0,False
BAIAP3,DLD1,1,1,0.05613275613275613,0.6839704380395644,0,False
BAK1,DLD1,1,1,0.01616161616161616,0.906771023825805,0,False
BAMBI,DLD1,1,0,-0.2207070707070707,0.10539362014612656,0,False
BANF1,DLD1,1,1,0.2616883116883117,0.05361495997367515,0,False
BANF2,DLD1,1,0,-0.1391053391053391,0.31112111718633156,0,False
BANK1,DLD1,1,0,-0.07922077922077922,0.565340510557395,0,False
BANP,DLD1,1,1,0.2676767676767677,0.04818147562119129,0,False
BAP1,DLD1,1,1,0.09357864357864358,0.49678883902174537,0,False
BARD1,DLD1,1,1,0.08787878787878788,0.5234780765004128,0,False
BARHL1,DLD1,1,0,-0.005050505050505051,0.9708075722044665,0,False
BARHL2,DLD1,1,0,-0.2846320346320346,0.03518842178819853,0,False
BARX1,DLD1,1,1,0.1126984126984127,0.4126659713081731,0,False
BARX2,DLD1,1,1,0.08275613275613275,0.5480592214285432,0,False
BASP1,DLD1,1,0,-0.11904761904761904,0.38666217950866977,0,False
BATF,DLD1,1,0,-0.08636363636363636,0.5306909276628409,0,False
BATF2,DLD1,1,0,-0.14826839826839827,0.28000137539302156,0,False
BATF3,DLD1,1,1,0.06240981240981241,0.6507977090337355,0,False
BAX,DLD1,1,0,-0.022655122655122654,0.8695919775858052,0,False
BAZ1A,DLD1,1,1,0.05165945165945166,0.7079823202501931,0,False
BAZ1B,DLD1,1,0,-0.045743145743145745,0.7401747436389517,0,False
BAZ2A,DLD1,1,1,0.06522366522366523,0.6361378026811549,0,False
BAZ2B,DLD1,1,1,0.14826839826839827,0.28000137539302156,0,False
BBC3,DLD1,1,0,-0.2815295815295815,0.037320159875790404,0,False
BBIP1,DLD1,1,1,0.012481962481962481,0.9279328121686329,0,False
BBLN,DLD1,1,1,0.22518037518037518,0.09834520473938783,0,False
BBOF1,DLD1,1,1,0.17445887445887445,0.20269909133220804,0,False
BBOX1,DLD1,1,0,-0.03326118326118326,0.8094989766007421,0,False
BBS1,DLD1,1,0,-0.01544011544011544,0.9109157950608436,0,False
BBS10,DLD1,1,1,0.19985569985569984,0.14348639910722855,0,False
BBS12,DLD1,1,0,-0.004978354978354979,0.9712244299325383,0,False
BBS2,DLD1,1,1,0.04126984126984127,0.7648158029894865,0,False
BBS4,DLD1,1,0,-0.0810966810966811,0.5561392050105284,0,False
BBS5,DLD1,1,0,-0.3046897546897547,0.023708932633263104,0,False
BBS7,DLD1,1,1,0.0113997113997114,0.9341669637573472,0,False
BBS9,DLD1,1,0,-0.19206349206349208,0.16008618689693782,0,False
BBX,DLD1,1,0,-0.13946608946608946,0.309855583428422,0,False
BCAM,DLD1,1,0,-0.12655122655122655,0.35721699567679194,0,False
BCAN,DLD1,1,0,-0.11334776334776335,0.4099612087187586,0,False
BCAP29,DLD1,1,1,0.018037518037518036,0.8960064245390871,0,False
BCAP31,DLD1,1,0,-0.1852092352092352,0.17581776623730347,0,False
BCAR1,DLD1,1,1,0.002308802308802309,0.9866526014230151,0,False
BCAR3,DLD1,1,1,0.0011544011544011544,0.9933260739242094,0,False
BCAS1,DLD1,1,0,-0.0512987012987013,0.7099314859755479,0,False
BCAS2,DLD1,1,1,0.14783549783549785,0.2814236101062208,0,False
BCAS3,DLD1,1,0,-0.022005772005772004,0.8732986549791455,0,False
BCAS4,DLD1,1,1,0.12806637806637808,0.35144236391144157,0,False
BCAT1,DLD1,1,1,0.11176046176046175,0.41659092987375285,0,False
