query,library,term,query_n_mappable,term_n_in_universe,overlap_n,overlap_genes,p_value,library_bh_fdr,global_bh_fdr
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_TRIGLYCERIDE_LIPOLYSIS_IN_ADIPOSE,32,5,2,RXRA;RXRB,1.9056820759088235e-05,0.0015877796568822154,0.002760307191489473
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE,32,5,2,RXRA;RXRB,1.9056820759088235e-05,0.0015877796568822154,0.002760307191489473
MiNP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION,10,16,2,NR1H2;NR1H3,2.0734004076758396e-05,0.00211141274848323,0.0029746384515456042
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,32,118,4,PPARA;PPARG;RXRA;RXRB,2.1968259131093272e-05,0.0016967209732778904,0.003121979769347067
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_MITOPHAGY,32,39,3,ATG5;MAP1LC3B;SQSTM1,2.2215659224587766e-05,0.0016967209732778904,0.0031276326220485056
MiNP_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_APOPTOSIS,24,161,4,BAX;CASP3;CASP8;SOD1,2.2849821614534143e-05,0.0011424910807267073,0.0031871269703827995
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_INTERLEUKIN_10_SIGNALING,86,45,4,CCL20;PTGS2;STAT3;TIMP1,2.5039745509633232e-05,0.0021856120723408434,0.003460538773918486
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_CELLULAR_RESPONSES_TO_STIMULI,24,908,7,BCL2;CAT;CDKN2A;ESR1;NCOA1;PPARA;SOD1,2.9755966091219927e-05,0.0028706676760634803,0.004074944301801245
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_REGULATED_NECROSIS,24,59,3,BAX;CASP3;CASP8,3.2107373648468844e-05,0.0029426407948821695,0.0043184417557190595
MBzP_no_cotreatment_genes,Reactome_2026.1,REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING,59,24,3,BCL2;CCND1;EREG,3.2107373648468844e-05,0.007417237888622774,0.0043184417557190595
MBzP_no_cotreatment_genes,Reactome_2026.1,REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION,59,1352,13,AR;CCND1;CDKN2A;CGA;ESR1;ESR2;NR1I2;NR1I3;PPARA;PPARD;PPARG;SERPINE1;TP53,3.329497005871357e-05,0.007417237888622774,0.004416339200302707
DINP_parent_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_APOPTOSIS,86,161,6,LUM;MMP2;RELA;SQSTM1;TIMP1;TIMP2,3.342157918444693e-05,0.0008355394796111732,0.004416339200302707
MBzP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,87,160,6,ACTB;BCL2;CCND1;CDKN2A;DICER1;SERPINE1,3.446393268348677e-05,0.004211492573922083,0.004514475495165607
MBzP_no_cotreatment_genes,Reactome_2026.1,REACTOME_ENDOGENOUS_STEROLS,59,25,3,AHR;CYP11A1;CYP19A1,3.6418516638082354e-05,0.007417237888622774,0.0047293839192764885
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_SIGNALING_BY_INTERLEUKINS,32,460,6,MMP2;MMP9;RELA;SQSTM1;STAT3;TIMP1,3.8026542751840465e-05,0.002788106114564943,0.004864356920435024
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS,24,9,2,NR1H2;NR1H3,3.810369865980701e-05,0.003325908554448869,0.004864356920435024
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,86,788,12,BECN1;CCL20;GSTA2;HSPA1A;HSPA1L;MMP2;MMP9;PTGS2;RELA;SQSTM1;STAT3;TIMP1,3.935278060916767e-05,0.003240180171404442,0.004953556223927285
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_COAGULATION,32,137,4,MMP2;MMP9;SIRT2;TIMP1,3.9460086754598654e-05,0.0007989624306262334,0.004953556223927285
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOCHONDRIAL_UNFOLDED_PROTEIN_RESPONSE_UPRMT,86,18,3,ESR1;HSPA1A;SIRT3,4.065692522766076e-05,0.003240180171404442,0.00506161918702051
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_HEME_SIGNALING,32,48,3,PPARA;RXRA;SIRT1,4.1684762457515835e-05,0.0028114228457237476,0.005105197249268443
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_SIGNALING_BY_TGFBR3,32,48,3,RXRA;TIMP1;TIMP2,4.1684762457515835e-05,0.0028114228457237476,0.005105197249268443
MBzP_all_human_interacting_genes,Reactome_2026.1,REACTOME_APOPTOSIS,87,166,6,BAX;BCL2;CASP3;CASP8;CDKN2A;TP53,4.2352719801241456e-05,0.0048520334622297245,0.005145172347466946
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,32,140,4,MMP2;MMP9;TIMP1;TIMP2,4.2945902717002145e-05,0.0028114228457237476,0.005175496628231363
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_SARS_COV_1_INFECTION,32,143,4,BECN1;MAP1LC3B;PARP10;RELA,4.665197713949676e-05,0.002948726692989571,0.005513305024366085
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,86,104,5,CYP11A1;CYP2A6;PTGES3;PTGS1;RXRA,4.669554751680208e-05,0.0035663724415957586,0.005513305024366085
MBzP_all_human_interacting_genes,Reactome_2026.1,REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION,87,1352,16,AR;BAX;CAT;CCND1;CDKN2A;CGA;ESR1;ESR2;IL6;NR1I2;NR1I3;PPARA;PPARD;PPARG;SERPINE1;TP53,4.6846989054624196e-05,0.005051207702183891,0.005513305024366085
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_UV_RESPONSE_DN,32,144,4,DUSP1;NR3C1;PPARG;RXRA,4.7937745837574005e-05,0.0007989624306262334,0.0055979395604435255
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,32,291,5,ESR1;MMP2;MMP9;RXRA;RXRB,4.9823525028051715e-05,0.00304421737921396,0.0057733967770967004
MiNP_no_cotreatment_genes,Reactome_2026.1,REACTOME_RORA_B_C_AND_NR1D1_REV_ERBA_REGULATE_GENE_EXPRESSION,10,25,2,NCOA1;PPARA,5.1725902320140125e-05,0.0049901883659377285,0.005910565753280828
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,86,54,4,PPARA;RXRA;SIRT3;SIRT5,5.179199943129775e-05,0.0037973893983027514,0.005910565753280828
MiNP_no_cotreatment_genes,Reactome_2026.1,REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION,10,26,2,NCOA1;PPARA,5.6023275958260694e-05,0.005134533241574592,0.006345373150640895
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_GPCR_LIGAND_BINDING,86,457,9,CCL20;CGA;CXCL13;CXCR4;PTGER1;PTGER2;PTGER3;PTGER4;PTGFR,5.694013870552712e-05,0.003938276200256957,0.006401091413881049
MBzP_all_human_interacting_genes,Reactome_2026.1,REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,87,20,3,BAX;CASP3;CDKN2A,5.8475658037910415e-05,0.005954771176860544,0.006525017130985796
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SIGNALING_BY_INTERLEUKINS,86,460,9,CCL20;GSTA2;MMP2;MMP9;PTGS2;RELA;SQSTM1;STAT3;TIMP1,5.987433534478819e-05,0.003938276200256957,0.006614872491981086
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SIGNALING_BY_GPCR,86,695,11,CCL20;CGA;CXCL13;CXCR4;PLA2G4A;PTGER1;PTGER2;PTGER3;PTGER4;PTGFR;RGS2,6.0159156359626186e-05,0.003938276200256957,0.006614872491981086
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,32,55,3,HSPA1A;HSPA1L;NR3C1,6.280774126112474e-05,0.0035803239133095346,0.006856056625779588
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,86,111,5,MMP2;MMP9;PTGS2;STAT3;TIMP1,6.374683919648613e-05,0.004029239870591692,0.006908506371624943
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_CYTOPROTECTION_BY_HMOX1,32,56,3,PPARA;RXRA;STAT3,6.629963856882328e-05,0.0035803239133095346,0.007119521035632782
MBzP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,59,84,4,LEP;PPARA;PPARG;TNF,6.701673663019324e-05,0.012284167824314421,0.007119521035632782
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_AUTOPHAGY,32,157,4,ATG5;BECN1;MAP1LC3B;SQSTM1,6.711178883828034e-05,0.0035803239133095346,0.007119521035632782
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS,32,9,2,RXRA;RXRB,6.836406817557758e-05,0.0035803239133095346,0.007151641131922922
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS,32,9,2,RXRA;RXRB,6.836406817557758e-05,0.0035803239133095346,0.007151641131922922
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,24,12,2,CASP3;CASP8,6.972201309297932e-05,0.005809111363610503,0.007243395898156142
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES,32,163,4,BECN1;HSPA1A;HSPA1L;STAT3,7.762640699764093e-05,0.003926072424749468,0.008009343801455225
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,32,321,5,MMP2;MMP9;TIMP1;TIMP2;TNC,7.92496888792855e-05,0.003926072424749468,0.008121206212772495
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION,32,10,2,SIRT1;SIRT3,8.538011242052958e-05,0.004118467001758702,0.008690310902046335
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,86,23,3,AKR1C1;AKR1C3;RXRA,8.704357863916981e-05,0.005318362654853275,0.008800164218929221
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,24,84,3,NCOA1;PPARA;PPARG,9.249508428069912e-05,0.007322279765257393,0.009288972997363011
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METABOLISM_OF_LIPIDS,24,743,6,NCOA1;NR1H2;NR1H3;PPARA;PPARD;PPARG,9.587273015066963e-05,0.007322279765257393,0.009564415940329056
MBzP_all_human_interacting_genes,Reactome_2026.1,REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,87,194,6,BCL2;CAT;CCL2;CDKN2A;PPARA;SOD1,0.00010043788747568084,0.009410579570007,0.009940516676150412
MBzP_no_cotreatment_genes,Reactome_2026.1,REACTOME_METABOLISM_OF_STEROID_HORMONES,59,35,3,CGA;CYP11A1;CYP19A1,0.00010174415061535246,0.01606794323043183,0.009940516676150412
MiNP_no_cotreatment_genes,Reactome_2026.1,REACTOME_EXPRESSION_OF_BMAL_ARNTL_CLOCK_AND_NPAS2,10,35,2,NCOA1;PPARA,0.00010234979091150716,0.008933674606704411,0.009940516676150412
MBzP_all_human_interacting_genes,Reactome_2026.1,REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING,87,24,3,BCL2;CCND1;EREG,0.00010267953704317513,0.009410579570007,0.009940516676150412
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_PEXOPHAGY,32,11,2,MAP1LC3B;SQSTM1,0.00010426192477640501,0.004661270929637814,0.009940516676150412
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_RECEPTOR_MEDIATED_MITOPHAGY,32,11,2,ATG5;MAP1LC3B,0.00010426192477640501,0.004661270929637814,0.009940516676150412
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_TGFBR3_PTM_REGULATION,32,11,2,TIMP1;TIMP2,0.00010426192477640501,0.004661270929637814,0.009940516676150412
MBzP_no_cotreatment_genes,Reactome_2026.1,REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,59,291,6,BCL2;CCND1;EREG;ESR1;ESR2;PPARD,0.00010519111771150134,0.01606794323043183,0.009966031428968906
DINP_parent_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_HYPOXIA,86,199,6,CXCR4;DDIT4;DUSP1;IGFBP1;NR3C1;PLAC8,0.00010828654921188581,0.0011130146069013955,0.010143255016675878
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_FOXO_MEDIATED_TRANSCRIPTION,32,66,3,NR3C1;SIRT1;SIRT3,0.00010840839469495594,0.004731252082758435,0.010143255016675878
DINP_parent_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,86,200,6,DKK1;LUM;MMP2;PTX3;TIMP1;TNC,0.00011130146069013954,0.0011130146069013955,0.010286166894700993
DINP_parent_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_XENOBIOTIC_METABOLISM,86,200,6,AKR1C3;CRP;ESR1;IGFBP1;PTGES;PTGES3,0.00011130146069013954,0.0011130146069013955,0.010286166894700993
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_FOXO_MEDIATED_TRANSCRIPTION,86,66,4,IGFBP1;NR3C1;SIRT1;SIRT3,0.00011403585124139359,0.006742829526628209,0.010454354349551992
MiNP_no_cotreatment_genes,Reactome_2026.1,REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,10,37,2,NR1H2;NR1H3,0.00011450932472623997,0.009540708737418085,0.010454354349551992
MBzP_all_human_interacting_genes,Reactome_2026.1,REACTOME_ENDOGENOUS_STEROLS,87,25,3,AHR;CYP11A1;CYP19A1,0.00011635966727089818,0.010156536671788398,0.010559289323908495
MBzP_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_INTERFERON_GAMMA_RESPONSE,87,200,6,CASP3;CASP8;CCL2;CXCL10;IL6;PTGS2,0.00011868206630601786,0.0011868206630601785,0.010705548783436245
MBzP_all_human_interacting_genes,Reactome_2026.1,REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,87,291,7,BCL2;CCND1;EREG;ESR1;ESR2;MMP9;PPARD,0.00012594003189237763,0.010493094475396737,0.011270490501259963
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION,24,16,2,NR1H2;NR1H3,0.00012644137644137902,0.009270681720681911,0.011270490501259963
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_GLUCONEOGENESIS,86,5,2,RXRA;RXRB,0.00013976385811851643,0.007534916233271782,0.012240713713356577
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_TRIGLYCERIDE_LIPOLYSIS_IN_ADIPOSE,86,5,2,RXRA;RXRB,0.00013976385811851643,0.007534916233271782,0.012240713713356577
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE,86,5,2,RXRA;RXRB,0.00013976385811851643,0.007534916233271782,0.012240713713356577
MBzP_all_human_interacting_genes,Reactome_2026.1,REACTOME_CASP4_MEDIATED_SUBSTRATE_CLEAVAGE,87,5,2,CASP3;IL18,0.00014303983905224063,0.010924667707614877,0.012383632962545707
MBzP_all_human_interacting_genes,Reactome_2026.1,REACTOME_CASP5_MEDIATED_SUBSTRATE_CLEAVAGE,87,5,2,CASP3;IL18,0.00014303983905224063,0.010924667707614877,0.012383632962545707
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL,32,13,2,RELA;SQSTM1,0.0001476030800347843,0.006207986165807282,0.012655781981746826
MiNP_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,10,42,2,NCOA1;PPARA,0.00014786362379098786,0.011784087930820902,0.012655781981746826
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION,86,1352,15,CGA;DDIT4;ESR1;IGFBP1;NR1I2;NR1I3;NR3C1;PGR;PPARA;PPARG;RELA;RXRA;RXRB;SIRT1;SIRT3,0.0001493632516586845,0.007822366865439105,0.012711909734386571
MBzP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX,59,40,3,CCND1;CDKN2A;TP53,0.00015218159978710124,0.02109643449753263,0.012754651336841366
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,32,74,3,ESR1;MMP2;MMP9,0.00015240555235206094,0.006207986165807282,0.012754651336841366
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_PKR_MEDIATED_SIGNALING,32,74,3,HSPA1A;HSPA1L;STAT3,0.00015240555235206094,0.006207986165807282,0.012754651336841366
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_BIOLOGICAL_OXIDATIONS,86,213,6,CYP11A1;CYP2A6;GSTA2;PTGES3;PTGS1;RXRA,0.00015692845004073604,0.00786866551628712,0.013060608681843357
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ATTENUATION_PHASE,86,28,3,HSPA1A;HSPA1L;PTGES3,0.00015883285548424627,0.00786866551628712,0.013146473269311459
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOCHONDRIAL_UNFOLDED_PROTEIN_RESPONSE_UPRMT,24,18,2,CAT;ESR1,0.00016100541150315998,0.011175507739028211,0.013253472780784708
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,24,102,3,CASP8;CDKN2A;DNMT1,0.00016461468028028463,0.011175507739028211,0.013432691951072825
MBzP_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_INFLAMMATORY_RESPONSE,59,199,5,AHR;CCL2;EREG;IL18;SERPINE1,0.00016496601241028098,0.0028143853174820376,0.013432691951072825
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_INTEGUMENTARY_SYSTEM,86,73,4,CASP14;ESR1;FLG;PGR,0.00016879458265619128,0.00814211763181049,0.013602962702422273
MBzP_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_ALLOGRAFT_REJECTION,59,200,5,CCL2;CDKN2A;EREG;IL18;TNF,0.00016886311904892225,0.0028143853174820376,0.013602962702422273
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_TNFA_SIGNALING_VIA_NFKB,32,200,4,DUSP1;RELA;SQSTM1;TNC,0.00017083786085994801,0.00213547326074935,0.01368883795741626
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX,32,14,2,BECN1;MAP1LC3B,0.0001720525596944009,0.006855920476518192,0.013713226239346323
MiNP_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_PEROXISOME,24,104,3,CAT;NR1I2;SOD1,0.00017434832581470272,0.003616843715912499,0.013823069368803589
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_APOPTOSIS,24,19,2,BCL2;DICER1,0.00017983147633448166,0.011772539147182317,0.014121890243312426
MBzP_no_cotreatment_genes,Reactome_2026.1,REACTOME_SIGNALING_BY_INTERLEUKINS,59,460,7,BCL2;CCL2;CCND1;IL18;PTGS2;TNF;TP53,0.00017999222827376433,0.02109643449753263,0.014121890243312426
MBzP_no_cotreatment_genes,Reactome_2026.1,REACTOME_ADIPOGENESIS,59,109,4,LEP;PPARA;PPARG;TNF,0.00018414781885462198,0.02109643449753263,0.014291183737663467
MBzP_no_cotreatment_genes,Reactome_2026.1,REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION,59,109,4,BCL2;CCND1;CDKN2A;SERPINE1,0.00018414781885462198,0.02109643449753263,0.014291183737663467
MBzP_all_human_interacting_genes,Reactome_2026.1,REACTOME_ESR_MEDIATED_SIGNALING,87,217,6,BCL2;CCND1;EREG;ESR1;ESR2;MMP9,0.00018499607201569147,0.0135639120001905,0.014291183737663467
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,86,140,5,ADAMTS1;MMP2;MMP9;TIMP1;TIMP2,0.00019039153129561732,0.008613504764403014,0.014632949119577444
MiNP_no_cotreatment_genes,Reactome_2026.1,REACTOME_HEME_SIGNALING,10,48,2,NCOA1;PPARA,0.00019344484705228216,0.01477435019361805,0.014792148101500398
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,86,30,3,IGFBP1;NR3C1;SIRT3,0.00019577401601638132,0.008613504764403014,0.014819797875732505
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_BROWN_AND_BEIGE_ADIPOCYTE_DIFFERENTIATION,86,30,3,PPARA;PPARG;RXRA,0.00019577401601638132,0.008613504764403014,0.014819797875732505
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,32,81,3,HSPA1A;HSPA1L;SIRT1,0.00019925926529190525,0.007771111346384305,0.01493723280856562
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_ADIPOGENESIS,24,109,3,NCOA1;PPARA;PPARG,0.00020030012130445136,0.012238337411701978,0.01493723280856562
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION,24,109,3,BCL2;CDKN2A;DICER1,0.00020030012130445136,0.012238337411701978,0.01493723280856562
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS,86,6,2,HPGD;PTGS2,0.00020913093168443557,0.008613504764403014,0.015441877616066949
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_MINERALOCORTICOID_BIOSYNTHESIS,86,6,2,CGA;HSD3B2,0.00020913093168443557,0.008613504764403014,0.015441877616066949
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SARS_COV_1_INFECTION,86,143,5,BECN1;MAP1LC3B;PARP10;RELA;RPS2,0.00021014238657021537,0.008613504764403014,0.015441877616066949
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,86,321,7,ADAMTS1;LUM;MMP2;MMP9;TIMP1;TIMP2;TNC,0.00021392976110316266,0.008613504764403014,0.015643873404165256
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_HSF1_ACTIVATION,86,31,3,HSPA1A;HSPA1L;PTGES3,0.00021615996680989563,0.008613504764403014,0.015645011463407736
MiNP_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_BILE_ACID_METABOLISM,24,112,3,CAT;NR1I2;SOD1,0.00021701062295474994,0.003616843715912499,0.015645011463407736
DINP_parent_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_UV_RESPONSE_DN,86,144,5,DUSP1;NR3C1;PPARG;PTGFR;RXRA,0.00021706103265083755,0.0018088419387569795,0.015645011463407736
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_P75NTR_SIGNALS_VIA_NF_KB,32,16,2,RELA;SQSTM1,0.00022648473575486791,0.00864888584663902,0.016246505044815857
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,86,32,3,ATG5;MAP1LC3B;SQSTM1,0.00023787235827839746,0.009277021972857501,0.016982508081070043
MiNP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,10,54,2,NCOA1;PPARA,0.00024506289449146396,0.017895917273753486,0.017354156957466282
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2,32,87,3,ATF4;RELA;SQSTM1,0.0002461331785340286,0.00920739012760968,0.017354156957466282
MBzP_no_cotreatment_genes,Reactome_2026.1,REACTOME_ESR_MEDIATED_SIGNALING,59,217,5,BCL2;CCND1;EREG;ESR1;ESR2,0.00024653409379300214,0.026582176113092524,0.017354156957466282
MiNP_no_cotreatment_genes,Reactome_2026.1,REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,10,55,2,NCOA1;PPARA,0.00025425101026234944,0.017895917273753486,0.017754428221810194
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_SELECTIVE_AUTOPHAGY,32,88,3,ATG5;MAP1LC3B;SQSTM1,0.0002545775687673262,0.009332813671010177,0.017754428221810194
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,86,33,3,AKR1C1;AKR1C3;RXRA,0.0002609477619633718,0.009964942659976262,0.018114825282102457
MiNP_no_cotreatment_genes,Reactome_2026.1,REACTOME_CYTOPROTECTION_BY_HMOX1,10,56,2,NCOA1;PPARA,0.0002636059827557797,0.017895917273753486,0.01821541524877553
