soma_joinid,citation,collection_id,collection_name,collection_doi,collection_doi_label,dataset_id,dataset_version_id,dataset_title,dataset_h5ad_path,dataset_total_cell_count
170,Publication: https://doi.org/10.1016/j.cell.2021.08.003 Dataset Version: https://datasets.cellxgene.cziscience.com/0a4d7919-f9cb-4c50-8e02-50f358c86b4a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585,4d82bd8e-8827-410b-8fc7-685b7dd92585,Spatially organized multicellular immune hubs in human colorectal cancer,10.1016/j.cell.2021.08.003,Pelka et al. (2021) Cell,f5af510b-86d5-4f98-946f-b2d6d3e28de9,0a4d7919-f9cb-4c50-8e02-50f358c86b4a,Mast cells,f5af510b-86d5-4f98-946f-b2d6d3e28de9.h5ad,3834
171,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/c599ba77-74b5-4fef-8e5b-24477000c78a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,a8a58bc5-8c4c-46fa-b54e-35b64dba658d,c599ba77-74b5-4fef-8e5b-24477000c78a,Spatial transcriptomics in mouse: Puck_191204_15,a8a58bc5-8c4c-46fa-b54e-35b64dba658d.h5ad,35132
172,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/abf84c1c-07dc-4527-976e-b5747d11d5fe.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,a3db64f7-658b-414d-9374-d7b640704a6d,abf84c1c-07dc-4527-976e-b5747d11d5fe,Spatial transcriptomics in mouse: Puck_191223_20,a3db64f7-658b-414d-9374-d7b640704a6d.h5ad,34093
173,Publication: https://doi.org/10.1016/j.labinv.2023.100258 Dataset Version: https://datasets.cellxgene.cziscience.com/d241d92f-26a2-45de-b3e7-f6b464cbbaba.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/bfd55632-15e2-4dde-a1b9-02ade511fc4d,bfd55632-15e2-4dde-a1b9-02ade511fc4d,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,10.1016/j.labinv.2023.100258,Coutant et al. (2023) Laboratory Investigation,dd1913a6-019d-4009-a118-6a3d158b22e6,d241d92f-26a2-45de-b3e7-f6b464cbbaba,GSM6592058_M11,dd1913a6-019d-4009-a118-6a3d158b22e6.h5ad,4992
174,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/85a3fba7-22b0-429d-a8ee-9924e55ef4de.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,d18c575e-c435-43f5-b99b-b6936341c83d,85a3fba7-22b0-429d-a8ee-9924e55ef4de,Spatial transcriptomics in mouse: Puck_191223_22,d18c575e-c435-43f5-b99b-b6936341c83d.h5ad,20689
175,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/a1b6786c-146e-428f-a6ba-34e147d458c4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,75ad2833-81ac-4bc4-8dea-30bb2226acb1,a1b6786c-146e-428f-a6ba-34e147d458c4,Spatial transcriptomics in mouse: Puck_191223_23,75ad2833-81ac-4bc4-8dea-30bb2226acb1.h5ad,25757
176,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/8562130c-0a92-498b-97cd-f9cc8c634fb2.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,c97f9167-f7f7-40d4-babf-a47663290c09,8562130c-0a92-498b-97cd-f9cc8c634fb2,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,c97f9167-f7f7-40d4-babf-a47663290c09.h5ad,14186
177,Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/1ccb5dfc-c109-4002-8c86-569c61d0a184.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055,d74b6979-efba-47cd-990a-9d80ccf29055,Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning,10.1038/s41588-023-01435-6,Sampath Kumar et al. (2023) Nat Genet,62567ddb-2742-4a32-bd1a-c308e7b28093,1ccb5dfc-c109-4002-8c86-569c61d0a184,E9.0: Puck_220718_13,62567ddb-2742-4a32-bd1a-c308e7b28093.h5ad,5452
178,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/c900ebe7-8da7-4476-8138-05b8b452e0e7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,9009cf69-bba5-4b18-9152-d15fedda8181,c900ebe7-8da7-4476-8138-05b8b452e0e7,Spatial transcriptomics in mouse: Puck_191223_05,9009cf69-bba5-4b18-9152-d15fedda8181.h5ad,30888
179,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/0a01f1fd-e06b-4911-b91d-0a4840efe076.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,79a44f62-811f-4a2f-89c7-9db3512274c5,0a01f1fd-e06b-4911-b91d-0a4840efe076,Spatial transcriptomics in mouse: Puck_191223_21,79a44f62-811f-4a2f-89c7-9db3512274c5.h5ad,23204
180,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/2bae56f9-f900-48db-9770-4ef32d5e083e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,89260b3d-752a-415c-9387-25e13ce102c7,2bae56f9-f900-48db-9770-4ef32d5e083e,Spatial transcriptomics in mouse: Puck_191204_04,89260b3d-752a-415c-9387-25e13ce102c7.h5ad,26889
181,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/ac6e6a50-a57a-4857-a9cd-c167cf16a4c0.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,cd3c693e-64e1-4009-a941-ba3f340c7434,ac6e6a50-a57a-4857-a9cd-c167cf16a4c0,Spatial transcriptomics in mouse: Puck_191204_17,cd3c693e-64e1-4009-a941-ba3f340c7434.h5ad,34844
182,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/be5b8ac6-c473-4a46-a6c3-922fab7ab2c8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,dee80608-7232-4fd2-8617-dda43bdf6b13,be5b8ac6-c473-4a46-a6c3-922fab7ab2c8,Spatial transcriptomics in mouse: Puck_191223_02,dee80608-7232-4fd2-8617-dda43bdf6b13.h5ad,25281
183,Publication: https://doi.org/10.1101/2025.07.28.667119 Dataset Version: https://datasets.cellxgene.cziscience.com/5fc77d94-9aa8-4da3-9df1-9e8d2ad5a581.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/644927a3-456b-4e64-b7cd-76547bfc694d,644927a3-456b-4e64-b7cd-76547bfc694d,"Single cell RNA-seq of slice explant cultures of human embryo telencephalon, cultured using the Organotypic Timelapse recording with Transcriptomic Readout (OTTR) protocol for 4-29 days",10.1101/2025.07.28.667119,Vinsland et al. (2025) bioRxiv,6fc37633-13f5-4bf0-af95-52808143bffd,5fc77d94-9aa8-4da3-9df1-9e8d2ad5a581,CortexCulturesOneMonthInVitro,6fc37633-13f5-4bf0-af95-52808143bffd.h5ad,2988
184,Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/da509752-58bd-488f-af6f-20dad4cb0f2e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055,d74b6979-efba-47cd-990a-9d80ccf29055,Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning,10.1038/s41588-023-01435-6,Sampath Kumar et al. (2023) Nat Genet,b9587a4d-8043-4c88-b13e-24eedc645625,da509752-58bd-488f-af6f-20dad4cb0f2e,E8.5_rep2: Puck_220815_09,b9587a4d-8043-4c88-b13e-24eedc645625.h5ad,3648
185,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/7999b452-dee2-4892-ad0a-db4b96177cc0.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,526a2472-0913-4f36-92f1-72f58ddf9524,7999b452-dee2-4892-ad0a-db4b96177cc0,Spatial transcriptomics in mouse: Puck_191204_22,526a2472-0913-4f36-92f1-72f58ddf9524.h5ad,31600
186,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/0c3eeb0a-7370-45d0-a8aa-f9136e0fa0ae.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,c9466ba3-2b92-4fb5-9972-33e3940ff9b0,0c3eeb0a-7370-45d0-a8aa-f9136e0fa0ae,Spatial transcriptomics in mouse: Puck_191223_24,c9466ba3-2b92-4fb5-9972-33e3940ff9b0.h5ad,29434
187,Publication: https://doi.org/10.1038/s41591-024-03215-z Dataset Version: https://datasets.cellxgene.cziscience.com/9ae0c31b-88f8-4686-ade8-e2e076ec3db8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a96133de-e951-4e2d-ace6-59db8b3bfb1d,a96133de-e951-4e2d-ace6-59db8b3bfb1d,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,10.1038/s41591-024-03215-z,Klughammer et al. (2024) Nat Med,44941fdb-8a6f-42d5-9b34-da48c2a3f774,9ae0c31b-88f8-4686-ade8-e2e076ec3db8,HTAPP-783-SMP-4081 scRNA-seq,44941fdb-8a6f-42d5-9b34-da48c2a3f774.h5ad,2276
188,Publication: https://doi.org/10.1038/s41698-023-00488-4 Dataset Version: https://datasets.cellxgene.cziscience.com/5b779d88-e151-4bd2-9e38-96f05d3b4ae0.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/68cba939-4e72-4405-80ef-512a05044fba,68cba939-4e72-4405-80ef-512a05044fba,Profiling the heterogeneity of colorectal cancer consensus molecular subtypes using spatial transcriptomics,10.1038/s41698-023-00488-4,Valdeolivas et al. (2024) npj Precis. Onc.,a73f7983-c94b-4005-aaed-30d35b61688a,5b779d88-e151-4bd2-9e38-96f05d3b4ae0,S1_Cec A551763 Rep2,a73f7983-c94b-4005-aaed-30d35b61688a.h5ad,4992
189,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/57e4e842-1214-4aac-8a28-52963d293f72.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,8680267b-9cb3-4660-ac8d-a8ee0de700be,57e4e842-1214-4aac-8a28-52963d293f72,Spatial transcriptomics in mouse: Puck_200104_07,8680267b-9cb3-4660-ac8d-a8ee0de700be.h5ad,31194
190,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/27c9942e-0016-4ea4-b257-0dce4de9071c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,b8bd5567-276b-4ddf-a615-6b25ac208910,27c9942e-0016-4ea4-b257-0dce4de9071c,Spatial transcriptomics in mouse: Puck_191223_18,b8bd5567-276b-4ddf-a615-6b25ac208910.h5ad,34355
191,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/24a5fcde-b4d1-4dc2-a569-4de622f66e16.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,f425376b-bc86-44fd-936f-c43c0c64bf4f,24a5fcde-b4d1-4dc2-a569-4de622f66e16,Spatial transcriptomics in the healthy human kidney: Puck_200104_19,f425376b-bc86-44fd-936f-c43c0c64bf4f.h5ad,27036
192,Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/dacabfe4-4cea-41a2-9098-8d58fd6e7b50.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055,d74b6979-efba-47cd-990a-9d80ccf29055,Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning,10.1038/s41588-023-01435-6,Sampath Kumar et al. (2023) Nat Genet,71c41d09-d373-4e7f-bf32-04b37c6d5436,dacabfe4-4cea-41a2-9098-8d58fd6e7b50,E8.5_rep2: Puck_220815_06,71c41d09-d373-4e7f-bf32-04b37c6d5436.h5ad,3933
193,Publication: https://doi.org/10.1126/sciadv.aaw3413 Dataset Version: https://datasets.cellxgene.cziscience.com/5d129809-6384-4827-a690-9c1a636714ee.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1f0f863f-b69d-4ba3-8bab-d2727dd0aecf,1f0f863f-b69d-4ba3-8bab-d2727dd0aecf,Characterizing smoking-induced transcriptional heterogeneity in the human bronchial epithelium at single-cell resolution,10.1126/sciadv.aaw3413,Duclos et al. (2019) Sci. Adv.,61d327d1-2227-4c5f-9367-e3559dc79b07,5d129809-6384-4827-a690-9c1a636714ee,Characterizing smoking-induced transcriptional heterogeneity in the human bronchial epithelium at single-cell resolution.,61d327d1-2227-4c5f-9367-e3559dc79b07.h5ad,796
194,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/60c848d7-ca3a-4961-bae0-bfc7f6506963.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,03b3e7b1-1d38-4b39-b996-28ace9c65492,60c848d7-ca3a-4961-bae0-bfc7f6506963,Spatial transcriptomics in mouse: Puck_191204_13,03b3e7b1-1d38-4b39-b996-28ace9c65492.h5ad,32070
195,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/3b7e7a9a-2f4a-4b72-af0c-2993ae9897d4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,e6e6aec8-c3e4-4e66-8301-e9325528f683,3b7e7a9a-2f4a-4b72-af0c-2993ae9897d4,Spatial transcriptomics in mouse: Puck_191223_19,e6e6aec8-c3e4-4e66-8301-e9325528f683.h5ad,36299
196,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/8ca2496b-6254-4b3d-8039-a59e30d9949d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,b9fc3d70-5a72-4479-a046-c2cc1ab19efc,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,10.1016/j.isci.2021.103115,Jin et al. (2021) iScience,e763ed0d-0e5a-4b8e-9514-6da3d9e47956,8ca2496b-6254-4b3d-8039-a59e30d9949d,Platelet sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,e763ed0d-0e5a-4b8e-9514-6da3d9e47956.h5ad,7274
197,Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/5b6b83eb-5fb5-4677-971f-89f0789bf071.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055,d74b6979-efba-47cd-990a-9d80ccf29055,Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning,10.1038/s41588-023-01435-6,Sampath Kumar et al. (2023) Nat Genet,5bf49b74-7d2b-4d08-ae45-7b04fed8846b,5b6b83eb-5fb5-4677-971f-89f0789bf071,E8.5_rep2: Puck_220815_12,5bf49b74-7d2b-4d08-ae45-7b04fed8846b.h5ad,3933
198,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/a5c4add3-0dd2-4455-a0aa-0601f2f54f4e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,1fed33a0-3c5f-47c0-9c5f-39435c6ffbd2,a5c4add3-0dd2-4455-a0aa-0601f2f54f4e,Spatial transcriptomics in mouse: Puck_200104_06,1fed33a0-3c5f-47c0-9c5f-39435c6ffbd2.h5ad,30942
199,Publication: https://doi.org/10.1016/j.labinv.2023.100258 Dataset Version: https://datasets.cellxgene.cziscience.com/eb1fda74-1dba-403e-ba3b-8f0bd41ba1ff.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/bfd55632-15e2-4dde-a1b9-02ade511fc4d,bfd55632-15e2-4dde-a1b9-02ade511fc4d,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,10.1016/j.labinv.2023.100258,Coutant et al. (2023) Laboratory Investigation,b0d9408e-f02f-4ee4-9ab4-98d92cf290f1,eb1fda74-1dba-403e-ba3b-8f0bd41ba1ff,GSM6592049_M2,b0d9408e-f02f-4ee4-9ab4-98d92cf290f1.h5ad,4992
