soma_joinid,citation,collection_id,collection_name,collection_doi,collection_doi_label,dataset_id,dataset_version_id,dataset_title,dataset_h5ad_path,dataset_total_cell_count
1329,Publication: https://doi.org/10.1158/2643-3230.BCD-21-0075 Dataset Version: https://datasets.cellxgene.cziscience.com/c7759e1e-5e9e-48f6-ba9e-ab2dd1c5a25b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/968834a0-1895-40df-8720-666029b3bbac,968834a0-1895-40df-8720-666029b3bbac,Single cell RNA sequencing of follicular lymphoma,10.1158/2643-3230.BCD-21-0075,Han et al. (2022) Blood Cancer Discovery,99950e99-2758-41d2-b2c9-643edcdf6d82,c7759e1e-5e9e-48f6-ba9e-ab2dd1c5a25b,Single cell RNA sequencing of follicular lymphoma,99950e99-2758-41d2-b2c9-643edcdf6d82.h5ad,137147
1330,Publication: https://doi.org/10.1186/s13059-019-1906-x Dataset Version: https://datasets.cellxgene.cziscience.com/aed714ad-bced-444d-830e-b09d7bf35993.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91,4d74781b-8186-4c9a-b659-ff4dc4601d91,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",10.1186/s13059-019-1906-x,Madissoon et al. (2020) Genome Biol,b07fb54c-d7ad-4995-8bb0-8f3d8611cabe,aed714ad-bced-444d-830e-b09d7bf35993,Esophagus Epithelium,b07fb54c-d7ad-4995-8bb0-8f3d8611cabe.h5ad,87947
1331,Publication: https://doi.org/10.1038/s41586-024-08560-0 Dataset Version: https://datasets.cellxgene.cziscience.com/66cadf3b-4c71-4930-8add-fa748745704d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1cbfb478-2c7f-4d15-b522-9f74e9fe52a8,1cbfb478-2c7f-4d15-b522-9f74e9fe52a8,Progressive plasticity during colorectal cancer metastasis,10.1038/s41586-024-08560-0,Moorman et al. (2025) Nature,829a3cd1-a466-49f1-b2e9-d3f6b7f392e2,66cadf3b-4c71-4930-8add-fa748745704d,progressive_plasticity_during_crc_metastasis_epithelial,829a3cd1-a466-49f1-b2e9-d3f6b7f392e2.h5ad,47107
1332,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/5a7674fe-d5f7-47fe-aff5-046423b8ae61.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,708a7f62-260b-43f4-837a-d329c29f830b,5a7674fe-d5f7-47fe-aff5-046423b8ae61,WSA_LngSP10193347,708a7f62-260b-43f4-837a-d329c29f830b.h5ad,4992
1333,Publication: https://doi.org/10.1038/s41467-022-29450-x Dataset Version: https://datasets.cellxgene.cziscience.com/ada9e96e-69f8-405f-bda6-60a2ce32d528.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/bf325905-5e8e-42e3-933d-9a9053e9af80,bf325905-5e8e-42e3-933d-9a9053e9af80,Single-cell Atlas of common variable immunodeficiency shows germinal center-associated epigenetic dysregulation in B-cell responses,10.1038/s41467-022-29450-x,Rodríguez-Ubreva et al. (2022) Nat Commun,3c75a463-6a87-4132-83a8-c3002624394d,ada9e96e-69f8-405f-bda6-60a2ce32d528,Activated PBMCs - Expanded cohort CITE-seq,3c75a463-6a87-4132-83a8-c3002624394d.h5ad,95064
1334,Publication: https://doi.org/10.1038/s41588-024-02048-3 Dataset Version: https://datasets.cellxgene.cziscience.com/aa1bca2e-bb05-4c1b-8b24-17a009c3d32f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ba84c7ba-8d8c-4720-a76e-3ee37dc89f0b,ba84c7ba-8d8c-4720-a76e-3ee37dc89f0b,Human subcutaneous and visceral adipocyte atlases uncover classical and non-classical adipocytes and depot-specific patterns,10.1038/s41588-024-02048-3,Lazarescu et al. (2025) Nat Genet,96baf2e0-60c5-48cf-b1d1-cba657851507,aa1bca2e-bb05-4c1b-8b24-17a009c3d32f,snRNA-seq of human visceral adipose tissue - all cells,96baf2e0-60c5-48cf-b1d1-cba657851507.h5ad,83731
1335,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/3002675b-cde5-4ea5-8488-aa5b0b20ae39.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,3002675b-cde5-4ea5-8488-aa5b0b20ae39,Sncg - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e.h5ad,24792
1336,Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/7aaeff10-c6a1-426f-be89-161059f2e00b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Siletti et al. (2023) Science,52ea546e-9229-40ef-b048-a2e694dd73e8,7aaeff10-c6a1-426f-be89-161059f2e00b,"Dissection: Cerebral cortex (Cx) - Anterior parahippocampal gyrus, posterior part (APH) - Medial entorhinal cortex - MEC",52ea546e-9229-40ef-b048-a2e694dd73e8.h5ad,50362
1337,Publication: https://doi.org/10.1126/science.abo0510 Dataset Version: https://datasets.cellxgene.cziscience.com/9e4cfd3f-b199-4df3-b5e6-e7555df49be0.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b1a879f6-5638-48d3-8f64-f6592c1b1561,b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,10.1126/science.abo0510,Suo et al. (2022) Science,6a30bf44-c490-41ac-965b-0bb58432b10a,9e4cfd3f-b199-4df3-b5e6-e7555df49be0,HSC/progenitor cells,6a30bf44-c490-41ac-965b-0bb58432b10a.h5ad,40420
1338,Publication: https://doi.org/10.1126/science.aay3224 Dataset Version: https://datasets.cellxgene.cziscience.com/c1d4ba0a-662f-439d-9439-3f1bf3a9dd3d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/de13e3e2-23b6-40ed-a413-e9e12d7d3910,de13e3e2-23b6-40ed-a413-e9e12d7d3910,A cell atlas of human thymic development defines T cell repertoire formation,10.1126/science.aay3224,Park et al. (2020) Science,0a21f80c-e7a3-465b-8aba-fdda2b4c36bc,c1d4ba0a-662f-439d-9439-3f1bf3a9dd3d,Human T cells - A cell atlas of human thymic development defines T cell repertoire formation,0a21f80c-e7a3-465b-8aba-fdda2b4c36bc.h5ad,76994
1339,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/130f3d37-e3e0-45d3-b6ee-2985e018270f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,39202b1d-6447-41e0-b409-84e7e9e551f1,130f3d37-e3e0-45d3-b6ee-2985e018270f,WSA_LngSP10193346,39202b1d-6447-41e0-b409-84e7e9e551f1.h5ad,4992
1340,Dataset Version: https://datasets.cellxgene.cziscience.com/460de04c-cac1-4e7a-9441-27c05e5bb23b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/48c15b0c-6039-4e0f-9668-b6b3c0b830ad,48c15b0c-6039-4e0f-9668-b6b3c0b830ad,Single cell atlas of the human retinal pigment epithelium and the choroid,,,647f6028-4173-4188-9db6-f94e0a65e967,460de04c-cac1-4e7a-9441-27c05e5bb23b,snRNA-seq of human of the human retinal pigment epithelium and the choroid - endothelial cells,647f6028-4173-4188-9db6-f94e0a65e967.h5ad,99457
1341,Publication: https://doi.org/10.1016/j.immuni.2023.01.002 Dataset Version: https://datasets.cellxgene.cziscience.com/6cfb8c33-9cfb-4e16-b868-18aff944e55a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/5c868b6f-62c5-4532-9d7f-a346ad4b50a7,5c868b6f-62c5-4532-9d7f-a346ad4b50a7,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,10.1016/j.immuni.2023.01.002,Kong et al. (2023) Immunity,a37f857c-779f-464e-9310-3db43a1811e7,6cfb8c33-9cfb-4e16-b868-18aff944e55a,TI immune,a37f857c-779f-464e-9310-3db43a1811e7.h5ad,201072
1342,Publication: https://doi.org/10.1038/s41586-022-04918-4 Dataset Version: https://datasets.cellxgene.cziscience.com/a693908a-b0fb-4ff7-af9c-b74520f7debd.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/661a402a-2a5a-4c71-9b05-b346c57bc451,661a402a-2a5a-4c71-9b05-b346c57bc451,Single-cell roadmap of human gonadal development,10.1038/s41586-022-04918-4,Garcia-Alonso et al. (2022) Nature,a13bda79-9134-46c9-9ed1-a2858be9aafe,a693908a-b0fb-4ff7-af9c-b74520f7debd,Mouse Male,a13bda79-9134-46c9-9ed1-a2858be9aafe.h5ad,32889
1343,Publication: https://doi.org/10.1038/s41586-024-07571-1 Dataset Version: https://datasets.cellxgene.cziscience.com/dd1cd647-d41f-4754-abdb-eb6e743ebed9.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/f11cb29c-b546-4738-9bd8-66ea621a7bd5,f11cb29c-b546-4738-9bd8-66ea621a7bd5,Single-cell integration reveals metaplasia in inflammatory gut diseases,10.1038/s41586-024-07571-1,Oliver et al. (2024) Nature,cbd3d76b-eec6-42e5-a8fb-71dc825e2a74,dd1cd647-d41f-4754-abdb-eb6e743ebed9,Healthy - Mesenchymal (second trimester),cbd3d76b-eec6-42e5-a8fb-71dc825e2a74.h5ad,94952
1344,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/2def186a-b503-46a0-9dce-ae2aa0f578ab.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,b9fc3d70-5a72-4479-a046-c2cc1ab19efc,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,10.1016/j.isci.2021.103115,Jin et al. (2021) iScience,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,2def186a-b503-46a0-9dce-ae2aa0f578ab,T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c.h5ad,109995
1345,Publication: https://doi.org/10.1093/nar/gkae1186 Dataset Version: https://datasets.cellxgene.cziscience.com/8ba2bbe4-1039-4647-b111-6d2ddd42d95a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/398e34a9-8736-4b27-a9a7-31a47a67f446,398e34a9-8736-4b27-a9a7-31a47a67f446,Comparative Analysis of Commercial Single-Cell RNA Sequencing Technologies,10.1093/nar/gkae1186,De Simone et al. (2025) Nucleic Acids Research,f6cc8a47-2dea-40aa-8608-d771c5ef8a07,8ba2bbe4-1039-4647-b111-6d2ddd42d95a,Honeycomb-rep2,f6cc8a47-2dea-40aa-8608-d771c5ef8a07.h5ad,7750
1346,Publication: https://doi.org/10.1038/s41586-023-06252-9 Dataset Version: https://datasets.cellxgene.cziscience.com/1e7d785d-332d-4c99-9b22-ed9a2b5ffd42.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4195ab4c-20bd-4cd3-8b3d-65601277e731,4195ab4c-20bd-4cd3-8b3d-65601277e731,A spatially resolved single cell genomic atlas of the adult human breast,10.1038/s41586-023-06252-9,Kumar et al. (2023) Nature,c45f05b3-aafc-4fce-a800-133a2364df64,1e7d785d-332d-4c99-9b22-ed9a2b5ffd42,visium spatial - sample v04,c45f05b3-aafc-4fce-a800-133a2364df64.h5ad,4992
1347,Dataset Version: https://datasets.cellxgene.cziscience.com/74f5c380-081f-41e4-9f05-346831fb67e8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c69bd2e0-32fe-431d-b855-ae2b35d7de84,c69bd2e0-32fe-431d-b855-ae2b35d7de84,Wild type adult thymus,,,27a01d54-9e19-432b-96ae-466c16d2f5e2,74f5c380-081f-41e4-9f05-346831fb67e8,Mouse 1,27a01d54-9e19-432b-96ae-466c16d2f5e2.h5ad,4992
1348,Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/f6f9d75e-3e29-46e7-a2fa-b05455beb517.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Siletti et al. (2023) Science,6538ce1b-7949-405f-b01c-a2c3e876baee,f6f9d75e-3e29-46e7-a2fa-b05455beb517,Supercluster: Lower rhombic lip,6538ce1b-7949-405f-b01c-a2c3e876baee.h5ad,52650
1349,Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/76e8ff7e-4c7d-4cea-9ae9-8a391b94fae7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Siletti et al. (2023) Science,a56f1a6b-071c-4780-9832-33ca9b8fb391,76e8ff7e-4c7d-4cea-9ae9-8a391b94fae7,Supercluster: Hippocampal dentate gyrus,a56f1a6b-071c-4780-9832-33ca9b8fb391.h5ad,67533
1350,Publication: https://doi.org/10.1038/s41586-023-06252-9 Dataset Version: https://datasets.cellxgene.cziscience.com/fa56aab9-10a9-448e-bf26-716a8b6ce78f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4195ab4c-20bd-4cd3-8b3d-65601277e731,4195ab4c-20bd-4cd3-8b3d-65601277e731,A spatially resolved single cell genomic atlas of the adult human breast,10.1038/s41586-023-06252-9,Kumar et al. (2023) Nature,a31525c0-a7ee-409e-a0ee-9bf4f507c7f1,fa56aab9-10a9-448e-bf26-716a8b6ce78f,visium spatial - sample v03,a31525c0-a7ee-409e-a0ee-9bf4f507c7f1.h5ad,4992
1351,Publication: https://doi.org/10.1016/j.immuni.2020.03.019 Dataset Version: https://datasets.cellxgene.cziscience.com/f73a73b4-baee-4ed4-bcd3-266d42fdad6a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/83ed3be8-4cb9-43e6-9aaa-3fbbf5d1bd3a,83ed3be8-4cb9-43e6-9aaa-3fbbf5d1bd3a,Integrated scRNA-Seq Identifies Human Postnatal Thymus Seeding Progenitors and Regulatory Dynamics of Differentiating Immature Thymocytes,10.1016/j.immuni.2020.03.019,Lavaert et al. (2020) Immunity,11ff73e8-d3e4-4445-9309-477a2c5be6f6,f73a73b4-baee-4ed4-bcd3-266d42fdad6a,Single-Cell Transcriptome Profiling of Immature Human Thymocytes,11ff73e8-d3e4-4445-9309-477a2c5be6f6.h5ad,71732
1352,Publication: https://doi.org/10.1101/2025.06.19.660575 Dataset Version: https://datasets.cellxgene.cziscience.com/161a4b66-c115-4924-b633-a2ed3f31c4f4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/7b9ae565-a781-433d-98d4-430394e7802a,7b9ae565-a781-433d-98d4-430394e7802a,Single nucleus transcriptomic atlas of human foetal tendon,10.1101/2025.06.19.660575,Kurjan et al. (2025) bioRxiv,f641d68a-e877-4bb8-afd7-b8fa3921d461,161a4b66-c115-4924-b633-a2ed3f31c4f4,Single nucleus transcriptomic atlas of human foetal tendon,f641d68a-e877-4bb8-afd7-b8fa3921d461.h5ad,91859
1353,Publication: https://doi.org/10.1038/s41586-023-06252-9 Dataset Version: https://datasets.cellxgene.cziscience.com/76f02fdb-04b0-4a84-ad9c-dad060993cc5.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4195ab4c-20bd-4cd3-8b3d-65601277e731,4195ab4c-20bd-4cd3-8b3d-65601277e731,A spatially resolved single cell genomic atlas of the adult human breast,10.1038/s41586-023-06252-9,Kumar et al. (2023) Nature,e47c65a8-7d2f-48b8-908e-04ea6505fa26,76f02fdb-04b0-4a84-ad9c-dad060993cc5,scRNA-seq data - vascular cells,e47c65a8-7d2f-48b8-908e-04ea6505fa26.h5ad,83651
1354,Publication: https://doi.org/10.1158/2159-8290.cd-22-0824 Dataset Version: https://datasets.cellxgene.cziscience.com/70c5006a-c9aa-4097-a1ae-2d50d35e542d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a18474f4-ff1e-4864-af69-270b956cee5b,a18474f4-ff1e-4864-af69-270b956cee5b,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,10.1158/2159-8290.cd-22-0824,Nowicki-Osuch et al. (2023) Cancer Discovery,773b9b2e-70c8-40be-8cbb-e7b5abab360d,70c5006a-c9aa-4097-a1ae-2d50d35e542d,UMAP of Columnar cells,773b9b2e-70c8-40be-8cbb-e7b5abab360d.h5ad,79522
1355,Publication: https://doi.org/10.1126/science.adf2359 Dataset Version: https://datasets.cellxgene.cziscience.com/b2526552-9158-45f8-8772-93ef86972b2f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/35928d1c-36fc-4f93-9a8d-0b921ab41745,35928d1c-36fc-4f93-9a8d-0b921ab41745,HVS: Human variation study,10.1126/science.adf2359,Johansen et al. (2023) Science,a30db232-08a6-48f0-ab9f-ad6977b8a6b1,b2526552-9158-45f8-8772-93ef86972b2f,L6b - neocortex: Human variation study (HVS),a30db232-08a6-48f0-ab9f-ad6977b8a6b1.h5ad,8213
1356,Publication: https://doi.org/10.1126/science.ade9516 Dataset Version: https://datasets.cellxgene.cziscience.com/01e5ae14-832c-45fe-b697-411f4299c09a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4dca242c-d302-4dba-a68f-4c61e7bad553,4dca242c-d302-4dba-a68f-4c61e7bad553,Comparative transcriptomics reveals human-specific cortical features,10.1126/science.ade9516,Jorstad et al. (2023) Science,e374c7eb-d99f-4196-adb3-726eb89a37d1,01e5ae14-832c-45fe-b697-411f4299c09a,Macaque: Great apes study,e374c7eb-d99f-4196-adb3-726eb89a37d1.h5ad,89136
1357,Publication: https://doi.org/10.1016/j.xgen.2023.100298 Dataset Version: https://datasets.cellxgene.cziscience.com/e39d6a9e-f0e2-4e57-b9b7-3ef0ecc156f7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/af893e86-8e9f-41f1-a474-ef05359b1fb7,af893e86-8e9f-41f1-a474-ef05359b1fb7,Single-cell transcriptomic atlas for adult human retina,10.1016/j.xgen.2023.100298,Liang et al. (2023) Cell Genomics,aad97cb5-f375-45ef-ae9d-178e7f5d5180,e39d6a9e-f0e2-4e57-b9b7-3ef0ecc156f7,Retinal ganglion cells in human retina,aad97cb5-f375-45ef-ae9d-178e7f5d5180.h5ad,11617
1358,Publication: https://doi.org/10.1002/hep4.1854 Dataset Version: https://datasets.cellxgene.cziscience.com/16f4799d-fe7d-4394-b41b-14e7a93d10a5.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/44531dd9-1388-4416-a117-af0a99de2294,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",10.1002/hep4.1854,Andrews et al. (2022) Hepatol Commun,ddb22b3d-a75c-4dd1-9730-dff7fc8ca530,16f4799d-fe7d-4394-b41b-14e7a93d10a5,Healthy human liver: integrated,ddb22b3d-a75c-4dd1-9730-dff7fc8ca530.h5ad,73295
1359,Publication: https://doi.org/10.1016/j.cell.2020.12.016 Dataset Version: https://datasets.cellxgene.cziscience.com/bd4fad92-57c0-4d5d-bffb-724027e707b6.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/60358420-6055-411d-ba4f-e8ac80682a2e,60358420-6055-411d-ba4f-e8ac80682a2e,Spatiotemporal analysis of human intestinal development at single-cell resolution,10.1016/j.cell.2020.12.016,Fawkner-Corbett et al. (2021) Cell,9d5df009-eb76-43a3-b6cd-22017cc53700,bd4fad92-57c0-4d5d-bffb-724027e707b6,Spatiotemporal analysis of human intestinal development at single-cell resolution: All cells,9d5df009-eb76-43a3-b6cd-22017cc53700.h5ad,76592
1360,Publication: https://doi.org/10.1038/s42003-021-02562-8 Dataset Version: https://datasets.cellxgene.cziscience.com/9dca54fe-0091-43e1-b647-68b5218df24c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a261413d-835b-4f1e-ab0c-dada55ea6afd,a261413d-835b-4f1e-ab0c-dada55ea6afd,Identification of distinct tumor cell populations and key genetic mechanisms through single cell sequencing in hepatoblastoma,10.1038/s42003-021-02562-8,Bondoc et al. (2021) Commun Biol,ec6ceff8-c8bc-488d-b6bf-30df2fa92169,9dca54fe-0091-43e1-b647-68b5218df24c,Modeling Hepatoblastoma: Identification of Distinct Tumor Cell Populations and Key Genetic Mechanisms through Single Cell Sequencing,ec6ceff8-c8bc-488d-b6bf-30df2fa92169.h5ad,67110
1361,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/34f04772-7e91-4c6d-a91b-f63429a633d8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,b8920ef5-7d22-497b-abca-a7a9eb76d79a,34f04772-7e91-4c6d-a91b-f63429a633d8,L5/6 NP - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),b8920ef5-7d22-497b-abca-a7a9eb76d79a.h5ad,19191
1362,Dataset Version: https://datasets.cellxgene.cziscience.com/d21aedc6-f3b9-4021-ab31-69fbd6d1fae5.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/48c15b0c-6039-4e0f-9668-b6b3c0b830ad,48c15b0c-6039-4e0f-9668-b6b3c0b830ad,Single cell atlas of the human retinal pigment epithelium and the choroid,,,f28376c8-2ca0-419f-8e22-543f71457eb3,d21aedc6-f3b9-4021-ab31-69fbd6d1fae5,snRNA-seq of human of the human retinal pigment epithelium and the choroid - retinal pigment epithelial cells,f28376c8-2ca0-419f-8e22-543f71457eb3.h5ad,69244
1363,Publication: https://doi.org/10.1126/science.abl4896 Dataset Version: https://datasets.cellxgene.cziscience.com/62e4e805-9a9a-42ca-a6e7-85df258b382c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,10.1126/science.abl4896,The Tabula Sapiens Consortium* et al. (2022) Science,6d41668c-168c-4500-b06a-4674ccf3e19d,62e4e805-9a9a-42ca-a6e7-85df258b382c,Tabula Sapiens - Liver,6d41668c-168c-4500-b06a-4674ccf3e19d.h5ad,22214
1364,Publication: https://doi.org/10.1038/s41586-024-07069-w Dataset Version: https://datasets.cellxgene.cziscience.com/ce129b50-de90-4289-bd0b-8372bb44ac78.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45d5d2c3-bc28-4814-aed6-0bb6f0e11c82,45d5d2c3-bc28-4814-aed6-0bb6f0e11c82,"A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup",10.1038/s41586-024-07069-w,Qiu et al. (2024) Nature,842dd04e-5907-4da0-84af-90279bbf0902,ce129b50-de90-4289-bd0b-8372bb44ac78,Major cell cluster: Eye and other,842dd04e-5907-4da0-84af-90279bbf0902.h5ad,93695
1365,Publication: https://doi.org/10.1038/s41586-024-07069-w Dataset Version: https://datasets.cellxgene.cziscience.com/7870cc19-346e-46d2-a076-4a620e6b7e4f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45d5d2c3-bc28-4814-aed6-0bb6f0e11c82,45d5d2c3-bc28-4814-aed6-0bb6f0e11c82,"A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup",10.1038/s41586-024-07069-w,Qiu et al. (2024) Nature,e7e0bfff-9355-42ee-95b0-9ec3b1fdab9c,7870cc19-346e-46d2-a076-4a620e6b7e4f,Major cell cluster: Lung and airway,e7e0bfff-9355-42ee-95b0-9ec3b1fdab9c.h5ad,76732
1366,Publication: https://doi.org/10.1126/science.adf1226 Dataset Version: https://datasets.cellxgene.cziscience.com/1de89581-300c-4115-bf51-caffcbfb16cd.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077,4d8fed08-2d6d-4692-b5ea-464f1d072077,Comprehensive cell atlas of the first-trimester developing human brain,10.1126/science.adf1226,Braun et al. (2023) Science,48c4a72a-bc2a-4d7c-9146-a7c2ab1d7d9f,1de89581-300c-4115-bf51-caffcbfb16cd,ClassNeuronalIPC,48c4a72a-bc2a-4d7c-9146-a7c2ab1d7d9f.h5ad,110260
1367,Publication: https://doi.org/10.1038/s41586-018-0698-6 Dataset Version: https://datasets.cellxgene.cziscience.com/af7e7ca4-491f-4948-94f2-5300f6f9c2ca.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a9254216-6cd8-4186-b32c-349363777584,a9254216-6cd8-4186-b32c-349363777584,Single-cell reconstruction of the early maternal–fetal interface in humans,10.1038/s41586-018-0698-6,Vento-Tormo et al. (2018) Nature,5bc42b88-bb76-4954-927b-8bb7369adc64,af7e7ca4-491f-4948-94f2-5300f6f9c2ca,Pregnant Uterus (All),5bc42b88-bb76-4954-927b-8bb7369adc64.h5ad,70325
