ChemicalID,ChemicalName,phase1_scope,gene_cards_k,phase1_unfiltered_rank,phase1_bh_fdr,phase1_degree_matched_bh_fdr,phase1_n_ctd_human_genes,phase1_crc_overlap,molecular_level,molecular_M2_definition_met,entity_E_tag,entity_E_reason,entity_manual_review_required,canonical_name,synonyms,entity_type,parent_compound,metabolite_of,exposure_family,exposure_axis,candidate_to_axis_relationship,all_candidate_biomarkers,mapping_confidence,mapping_source,searched_domain_count,searched_domains,mapping_status,selection_reason,all_biomarker_summary,above_lod_pct,min_cycle_above_lod_pct,median_cycle_above_lod_pct,max_cycle_above_lod_pct,n_measured,n_above_lod,D_tag,n_cycles_available,cycle_list,first_cycle,last_cycle,biological_matrix,nhanes_lab_component,analyte_available_n,crc_outcome_available_n,exposure_plus_outcome_n,complete_covariate_n,available_crc_cases,available_controls,survey_weight_available,strata_psu_available,creatinine_available_if_urine,core_covariates_available,T_tag,T_reason,selected_primary_biomarker,chemical_class,CasRN,PubChemCID,DTXSID,X_tag,B_tag,human_biomarker,nhanes_variable,biomarker_type,nhanes_cycles,n_cycles,C_tag,E_tag,N_tag,M_tag,eligible_permissive,eligible_moderate,eligible_strict,audit_status,audit_evidence,what_was_checked,databases_checked,possible_proxy,reason_unresolved,manual_review_required,manual_review_reason,priority_tier,final_disposition,PRIORITIZATION_OUTCOME_BLINDED
D001729,Bismuth,GeneCards_Disorders,1000,87,0.2899248115825032,0.6540445855514349,4,1,M0,False,1,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,bismuth,Bismuth;7440-69-9,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0,,,,,,0,0,0,0,0,0,False,False,False,False,0,no analyte mapping,,heavy_metals,7440-69-9,CID:5359367,DTXSID3052484,0,0,,,,,0,0,1,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
C073340,ranitidine bismuth citrate,GeneCards_Disorders,1000,88,0.2899248115825032,0.7721226142278773,4,1,M0,False,1,specific_entity_identifier:PubChemCID,False,ranitidine bismuth citrate,ranitidine bismuth citrate,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0,,,,,,0,0,0,0,0,0,False,False,False,False,0,no analyte mapping,,heavy_metals,,CID:62984,,0,0,,,,,0,0,1,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
C043041,gold cyanide,GeneCards_Disorders,1000,89,0.2899248115825032,0.6540445855514349,4,1,M0,False,1,"specific_entity_identifier:CasRN,DTXSID,InChIKey",False,gold cyanide,gold cyanide;506-65-0,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0,,,,,,0,0,0,0,0,0,False,False,False,False,0,no analyte mapping,,heavy_metals,506-65-0,,DTXSID1060136,0,0,,,,,0,0,1,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
C034020,anthracene,GeneCards_Disorders,1000,90,0.2899248115825032,1.0,20,2,M0,False,1,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,anthracene,anthracene;120-12-7,CTD entity,,,pahs,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP25,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP25"", ""n_cycles_available"": 3, ""total_measured"": 8459, ""total_above_lod"": 8416, ""pooled_above_lod_pct"": 99.49166568152263, ""min_cycle_above_lod_pct"": 99.20692141312185, ""median_cycle_above_lod_pct"": 99.54716981132076, ""max_cycle_above_lod_pct"": 99.70345963756178}]",99.49166568152263,99.20692141312185,99.54716981132076,99.70345963756178,8459.0,8416.0,2.0,3,2013-2014;2015-2016;2017-2018,2013-2014,2017-2018,urine,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,8459,17382,0,0,0,0,False,True,True,True,0,insufficient complete-case events/sample or survey infrastructure,URXP25,pahs,120-12-7,CID:8418,DTXSID0023878,1,1,URXP25,URXP25,urinary biomarker,2013-2014;2015-2016;2017-2018,3,1,1,pending_manual_review,M0,False,False,False,resolved_mapped,CDC NHANES catalog domains checked: Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine; CDC NHANES urinary OH-PAH panel; parent-specificity is limited; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 68 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,parent PAH to validated urinary OH-PAH proxy,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
C517113,bisphenol Z,GeneCards_Disorders,1000,91,0.2899248115825032,1.0,67,4,M0,False,1,specific_entity_identifier:PubChemCID,False,bisphenol z,bisphenol Z,bisphenol or bisphenol-related compound,,,bisphenols,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33,Environmental Phenols;Environmental Phenols & Parabens,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",92.3374912837995,89.71474487746083,92.85714285714286,93.62519201228879,12907.0,11918.0,2.0,5,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,2003-2004,2011-2012,urine,Environmental Phenols;Environmental Phenols & Parabens,12907,17382,6912,6261,45,5706,True,True,True,True,1,survey model feasible but event/sample margin is limited,URXBPH,bisphenols,,CID:232446,,1,1,URXBPH,URXBPH,urinary biomarker,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,2,1,pending_manual_review,M0,True,True,False,resolved_mapped,CDC NHANES catalog domains checked: Environmental Phenols;Environmental Phenols & Parabens; CDC NHANES environmental phenols panel and codebook; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 33 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,direct urinary analyte,,False,,Tier_A_moderate,enter_systematic_human_screen,True
C035983,dimethoxyethyl phthalate,GeneCards_Disorders,1000,92,0.2910890710350086,0.9841537772572256,21,2,M0,False,1,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,dimethoxyethyl phthalate,dimethoxyethyl phthalate;117-82-8;phthalate;plasticizer,phthalate parent or monoester metabolite,,,phthalates,,none,,unresolved,,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0,,,,,,0,0,0,0,0,0,False,False,False,False,0,no analyte mapping,,phthalates,117-82-8,CID:8344,DTXSID8025094,0,0,,,,,0,0,1,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,"CDC NHANES catalog domains checked: Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates; ; local XPT registry variables checked for candidate aliases.",CTD identifiers/name; CDC NHANES laboratory catalog; 161 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
D010984,Platinum,GeneCards_Disorders,1000,93,0.3115777452452527,1.0,22,2,M0,False,1,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,platinum,Platinum;7440-06-4,elemental species or metal compound,,,heavy_metals,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUPT,moderate,CDC NHANES metals blood/urine panels and codebooks,119,Metals - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXUPT"", ""n_cycles_available"": 6, ""total_measured"": 15763, ""total_above_lod"": 5953, ""pooled_above_lod_pct"": 37.76565374611432, ""min_cycle_above_lod_pct"": 0.39093041438623927, ""median_cycle_above_lod_pct"": 11.847779726725527, ""max_cycle_above_lod_pct"": 100.0}]",37.76565374611432,0.39093041438623927,11.847779726725527,100.0,15763.0,5953.0,0.0,6,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010,1999-2000,2009-2010,urine,Metals - Urine,15763,17382,0,0,0,0,False,True,True,True,0,insufficient complete-case events/sample or survey infrastructure,URXUPT,heavy_metals,7440-06-4,CID:23939,DTXSID9064681,1,1,URXUPT,URXUPT,urinary biomarker,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010,6,2,1,pending_manual_review,M0,False,False,False,resolved_mapped,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES metals blood/urine panels and codebooks; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,elemental urinary biomarker for parent metal/species,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
C007379,diethyl phthalate,GeneCards_Disorders,1000,94,0.3198742674870402,1.0,72,4,M0,False,1,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,diethyl phthalate,diethyl phthalate;84-66-2;phthalate;plasticizer,phthalate parent or monoester metabolite,,,phthalates,,none,,unresolved,,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0,,,,,,0,0,0,0,0,0,False,False,False,False,0,no analyte mapping,,phthalates,84-66-2,CID:6781,DTXSID7021780,0,0,,,,,0,0,1,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,"CDC NHANES catalog domains checked: Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates; ; local XPT registry variables checked for candidate aliases.",CTD identifiers/name; CDC NHANES laboratory catalog; 161 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
D009764,o-Phthalaldehyde,GeneCards_Disorders,1000,96,0.3238097564374529,0.8232508232508233,5,1,M0,False,1,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,o phthalaldehyde,o-Phthalaldehyde;643-79-8,CTD entity,,,phthalates,,none,,unresolved,,0,,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0,,,,,,0,0,0,0,0,0,False,False,False,False,0,no analyte mapping,,phthalates,643-79-8,CID:4807,DTXSID6032514,0,0,,,,,0,0,1,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: none matched; ; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 0 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
C047969,"2,2'-bisphenol F",GeneCards_Disorders,1000,97,0.3238097564374529,0.8232508232508233,5,1,M0,False,1,specific_entity_identifier:PubChemCID,False,2 2 bisphenol f,"2,2'-bisphenol F",bisphenol or bisphenol-related compound,,,bisphenols,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33,Environmental Phenols;Environmental Phenols & Parabens,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",92.3374912837995,89.71474487746083,92.85714285714286,93.62519201228879,12907.0,11918.0,2.0,5,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,2003-2004,2011-2012,urine,Environmental Phenols;Environmental Phenols & Parabens,12907,17382,6912,6261,45,5706,True,True,True,True,1,survey model feasible but event/sample margin is limited,URXBPH,bisphenols,,CID:75575,,1,1,URXBPH,URXBPH,urinary biomarker,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,2,1,pending_manual_review,M0,True,True,False,resolved_mapped,CDC NHANES catalog domains checked: Environmental Phenols;Environmental Phenols & Parabens; CDC NHANES environmental phenols panel and codebook; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 33 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,direct urinary analyte,,False,,Tier_A_moderate,enter_systematic_human_screen,True
C049098,diallyl phthalate,GeneCards_Disorders,1000,98,0.3238097564374529,0.8319537605251891,5,1,M0,False,1,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,diallyl phthalate,diallyl phthalate;131-17-9;phthalate;plasticizer,phthalate parent or monoester metabolite,,,phthalates,,none,,unresolved,,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0,,,,,,0,0,0,0,0,0,False,False,False,False,0,no analyte mapping,,phthalates,131-17-9,CID:8560,DTXSID7020392,0,0,,,,,0,0,1,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,"CDC NHANES catalog domains checked: Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates; ; local XPT registry variables checked for candidate aliases.",CTD identifiers/name; CDC NHANES laboratory catalog; 161 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
