gene,bulk_stable_right_high,bulk_stable_left_high,bulk_pooled_hedges_g,bulk_meta_fdr,sc_stable_right_high,sc_stable_left_high,sc_pooled_hedges_g,sc_meta_fdr,stable_right_high_bulk_and_sc,stable_left_high_bulk_and_sc
COA4,False,False,-0.1092237861238643,0.32033010557931046,False,False,-0.05608551729264542,0.9897843552039036,False,False
COA5,False,False,-0.28470828056934483,0.03730796447890899,False,False,-0.36360720261541407,0.9137458562821626,False,False
COA6,False,False,-0.0014472567047084984,0.9956443938939673,False,False,-0.33322752005215317,0.9137458562821626,False,False
COA7,False,False,0.17200380307757615,0.615999777810209,False,False,-0.4868254482969881,0.9137458562821626,False,False
COASY,False,False,-0.049289017905353893,0.6858195854184389,False,False,-0.17779951507885905,0.9527680655228825,False,False
COBL,False,False,-0.13477485010575774,0.13900324336448394,False,False,0.11358306277287894,0.9798664237747685,False,False
COBLL1,False,True,-0.22448874462438378,0.002799935217643222,False,False,-0.44329522997391985,0.9137458562821626,False,False
COBRA1,False,False,0.20590884776733553,0.3275568340629426,,,,,False,False
COCH,False,False,-0.21010413051901333,0.34410818722754166,False,False,0.19507598015368965,0.9386322719186461,False,False
COG1,False,False,-0.10614901771724215,0.6306771465348432,False,False,-0.1606357674553208,0.9527680655228825,False,False
COG2,False,True,-0.21493351771122848,0.004620211255850255,False,False,-0.09534703105429818,0.9817629149358492,False,False
COG3,False,False,-0.17969655160412062,0.13025971064364478,False,False,-0.2842248072485598,0.9137458562821626,False,False
COG4,False,False,-0.12791350224662454,0.2540590747074061,False,False,-0.28235892940980717,0.9137458562821626,False,False
COG5,False,False,-0.16217571986016854,0.2049134464896118,False,False,-0.2621906991596329,0.9137458562821626,False,False
COG6,False,True,-0.2204837701081017,0.010941275767826563,False,False,-0.39560572641450287,0.9137458562821626,False,False
COG7,False,False,-0.042275245216128396,0.7380177342743552,False,False,-0.28849877176317607,0.9170055273050526,False,False
COG8,False,False,-0.19412194266869182,0.5370313487995445,False,False,-0.11909134238966781,0.9733677919727756,False,False
COG8.1,,,,,False,False,0.44821287325363085,0.9137458562821626,False,False
COIL,False,False,-0.23766530322017299,0.31865379740480565,False,False,-0.05858749755977314,0.9853756775383852,False,False
COL10A1,False,False,0.10403798034248199,0.5251630162197427,False,False,0.26311301232855794,0.9406247167851584,False,False
COL11A1,False,False,0.04275318367140592,0.7826897037184031,False,False,-0.018125238653183946,0.9961616202826531,False,False
COL11A2,False,False,0.05444562024856066,0.6459494770898238,False,False,0.4616536444982078,0.9137458562821626,False,False
COL12A1,False,False,-0.008481456258572474,0.9713415734680327,False,False,0.12331241359914043,0.9690315197183066,False,False
COL13A1,False,False,0.14263274475418192,0.09303149351812937,False,False,0.21791794919233246,0.9261720910617921,False,False
COL14A1,False,False,0.0164244605670729,0.9144506792062256,False,False,-0.00045580642803833796,0.9995796650651523,False,False
COL15A1,False,False,0.054587317020678636,0.7811622328679173,False,False,-0.08929999810155677,0.9827815583930448,False,False
COL16A1,False,False,0.07595343971044834,0.7120245625110971,False,False,-0.2540624242209666,0.9751158887175989,False,False
COL17A1,False,False,-0.014569119807742979,0.945571481451425,False,False,0.4671141082376748,0.9137458562821626,False,False
COL18A1,False,False,-0.008813153115262054,0.9683914226782392,False,False,0.014991448058369676,0.9971225778920684,False,False
COL18A1-AS1,False,False,0.043546651658950726,0.8290734682185136,False,False,0.14376672705497803,0.9827815583930448,False,False
COL19A1,False,False,-0.08956753987757778,0.6431356617610922,False,False,0.1768996771524271,0.9527680655228825,False,False
COL1A1,False,False,0.22660714618856317,0.4581552562652793,False,False,0.10679439510946691,0.9827815583930448,False,False
COL1A2,False,False,0.0257214638805689,0.8546638781401809,False,False,-0.016673305591323174,0.9963185939292692,False,False
COL20A1,False,False,-0.07450894490315159,0.5495614107941365,False,False,-0.18012096712203945,0.9793597906571602,False,False
COL21A1,False,False,-0.14219507384653646,0.09442242799317145,False,False,0.5612272931451139,0.9137458562821626,False,False
COL22A1,False,False,0.014851143171659921,0.933651025754424,False,False,0.7515713327802362,0.9137458562821626,False,False
COL23A1,False,False,-0.006225727926807947,0.9889125418265872,False,False,0.6270950879998838,0.9137458562821626,False,False
COL24A1,False,False,0.06891257698158113,0.5883046567548097,False,False,-0.07071509850703159,0.9827815583930448,False,False
COL25A1,False,False,-0.06842541012785193,0.5924600824533959,False,False,-0.08358376507350278,0.9904013548684305,False,False
COL26A1,False,False,0.011015770329751136,0.9580973095376977,False,False,-0.16571084396259242,0.9664402949353593,False,False
COL27A1,False,False,-0.1804553007092284,0.5371668947692295,False,False,-0.09428453825468436,0.9824895998241676,False,False
COL28A1,False,False,-0.0021862557662418237,0.9961524568261646,False,False,0.3438789236607546,0.9137458562821626,False,False
COL29A1,False,False,0.2654188303647301,0.16851892937192997,,,,,False,False
COL2A1,False,False,-0.08036306155918593,0.7131771914066937,False,False,-0.25670959746686506,0.9137458562821626,False,False
COL3A1,False,False,0.00895698189605125,0.9556075532034466,False,False,0.07549682763261735,0.9827815583930448,False,False
COL4A1,False,False,-0.04961883488398562,0.6829083042835832,False,False,-0.04366069579959109,0.9904013548684305,False,False
COL4A2,False,False,-0.09214523360752132,0.35290409340348655,False,False,-0.2570311449337065,0.9137458562821626,False,False
COL4A2-AS1,,,,,False,False,-0.06964263533410898,0.9867045619202407,False,False
COL4A2-AS2,False,False,-0.08151921459670396,0.8549367035942592,False,False,0.6182070237054383,0.9137458562821626,False,False
COL4A3,False,False,-0.10993779592298612,0.23665397090533977,False,False,-0.18795287551849393,0.9630406943957498,False,False
COL4A3BP,False,False,0.13588250843678962,0.11577690229916505,False,False,0.041677465082121286,0.9904013548684305,False,False
COL4A4,False,False,-0.0854530258956904,0.7133213878677717,False,False,-0.7414080627173655,0.9137458562821626,False,False
COL4A5,False,False,0.06286876592435305,0.6542556082152066,False,False,0.7860208303272187,0.9137458562821626,False,False
COL4A6,False,False,-0.02135172020013109,0.9343495848150534,False,False,0.24794243939523103,0.9170055273050526,False,False
COL5A1,False,False,-0.009200879713153774,0.9553517905915156,False,False,-0.14661420905725406,0.957095132226303,False,False
COL5A1-AS1,,,,,False,False,-0.4788732394366197,0.9137458562821626,False,False
COL5A2,False,False,0.01393726348936513,0.9356295378237224,False,False,0.05058347965889223,0.9896230052595013,False,False
COL5A3,False,False,0.10275983125787812,0.5684538892889999,False,False,-0.2140129082799357,0.9265227649607777,False,False
COL6A1,False,False,0.0033558608963536653,0.9869000983810687,False,False,0.35696198183760525,0.9137458562821626,False,False
COL6A2,False,False,0.05960205993537658,0.7648334248938568,False,False,0.008371615361248912,0.998737830617208,False,False
COL6A3,False,False,-0.04842440768854276,0.7999918066776561,False,False,-0.2650719224285024,0.9137458562821626,False,False
COL6A4P1,False,False,-0.14386490816350267,0.7166075708642232,,,,,False,False
COL6A4P2,False,False,0.033692985468649246,0.9299181309086003,,,,,False,False
COL6A5,False,False,0.14307199168421073,0.4933099938788705,False,False,0.21383339508360302,0.9274026643297592,False,False
COL6A6,True,False,0.22508934769327596,0.0090967904434382,False,False,0.12416688274730399,0.9690315197183066,False,False
COL7A1,False,False,0.03200154134832988,0.8760281308785467,False,False,0.3415109779708386,0.9137458562821626,False,False
COL8A1,False,False,0.0292799721759372,0.8619027608856249,False,False,0.007660174947601403,0.998863575080958,False,False
COL8A2,False,False,-0.028893685314595408,0.8314180377561885,False,False,-0.3254308493257405,0.9137458562821626,False,False
COL9A1,False,False,-0.26609344743933194,0.11638689285003997,False,False,-0.3592658617260672,0.9137458562821626,False,False
COL9A2,False,False,0.11804971620178223,0.37535904202791914,False,False,-0.2665438608681564,0.9527680655228825,False,False
COL9A3,False,True,-0.2461628412073052,0.0008278976992827254,False,False,-0.7296125768956438,0.9137458562821626,False,False
COLCA1,False,False,0.1981320558225369,0.07071558525233981,False,False,0.5926571017788845,0.9137458562821626,False,False
COLCA2,False,False,0.14202785142828608,0.8362503811302276,False,False,0.4900146602382792,0.9137458562821626,False,False
COLEC10,False,False,0.04631723518003348,0.8839867917372298,False,False,0.25197826283805225,0.9170055273050526,False,False
COLEC11,False,False,-0.19539497148149876,0.06866855207056137,False,False,-0.41114108962859536,0.9137458562821626,False,False
COLEC12,False,False,0.06614085719902914,0.5529625081566382,False,False,0.001574213338424243,0.9993768951725324,False,False
COLGALT1,True,False,0.20198814519012762,0.024252296008629902,False,False,0.03670645534456532,0.9912624946370261,False,False
COLGALT2,False,False,0.1272056131037604,0.7658948214945815,False,False,0.21985196681188976,0.9251085483506318,False,False
COLQ,False,False,-0.005582398488965592,0.972701540769615,False,False,0.16863846309555203,0.9527680655228825,False,False
COMMD1,True,False,0.20513456524398493,0.02011043755292901,False,False,0.06215958390321804,0.9904013548684305,False,False
COMMD10,False,False,0.031057657659165055,0.8901430844082924,False,False,-0.3295955692741226,0.9137458562821626,False,False
COMMD2,False,False,0.007473425367426115,0.9665451847488976,False,False,-0.43681678156628606,0.9137458562821626,False,False
COMMD3,True,False,0.23178616575643035,0.0018785271876624544,False,False,0.03792885620674416,0.9910686909971117,False,False
COMMD3-BMI1,False,False,0.10173512937285968,0.41095565038940857,False,False,-0.3808467960724947,0.9170055273050526,False,False
COMMD4,False,False,0.10428206796936365,0.5421217718253606,False,False,0.03612261449566229,0.9912624946370261,False,False
COMMD5,False,False,-0.08126872298484221,0.6936541630664995,False,False,-0.3743900668534967,0.9137458562821626,False,False
COMMD6,False,False,-0.20677509422490017,0.5000690637134407,False,False,-0.8775399931857991,0.9137458562821626,False,False
COMMD7,False,False,-0.30531435397553336,0.5138323895964506,False,False,-0.22020712439554818,0.9663892855896146,False,False
COMMD8,False,False,0.04814159656001326,0.6940534833209978,False,False,-0.3946667287730955,0.9137458562821626,False,False
COMMD9,False,False,-0.047440789440118855,0.8135939361323802,False,False,-0.5576659307426911,0.9137458562821626,False,False
COMP,False,False,-0.05582381045088533,0.799967251100633,False,False,-0.3621719809456254,0.9137458562821626,False,False
COMT,False,True,-0.27342505297844677,0.0001523385317201868,False,False,-0.30412136895764263,0.9137458562821626,False,False
COMTD1,False,False,-0.02772733394605298,0.8735950218913033,False,False,-0.1270466812689327,0.9680958872497631,False,False
COP1,,,,,False,False,-0.6733393200579757,0.9137458562821626,False,False
COPA,False,False,0.011070108689298403,0.9596800015239517,False,False,-0.06663539242599222,0.9835296015975331,False,False
COPB1,False,False,0.012253169882795746,0.9551702694965282,False,False,-0.16739415536213967,0.9527680655228825,False,False
COPB2,False,False,0.10140919555594079,0.48854776092552316,False,False,0.23333637881024838,0.9170055273050526,False,False
COPE,False,False,0.10306390640655337,0.5481792400337984,False,False,0.10452499152507282,0.9786772215576675,False,False
COPG,False,False,0.21643982709262083,0.2945017329695478,,,,,False,False
COPG1,False,False,0.05001188649408771,0.9304980008538852,False,False,0.14219871683310323,0.9651997942564893,False,False
COPG2,False,False,-0.06199294359440714,0.7234407025621601,False,False,0.18376809884681658,0.9453765727414858,False,False
COPG2IT1,False,True,-0.18279959525935358,0.048062667674183844,,,,,False,False
COPRS,False,False,-0.17226041522349142,0.1329569431485144,False,False,-0.527528132963814,0.9137458562821626,False,False
COPS2,False,False,0.1433491554498545,0.3839469114509898,False,False,-0.07792368632946652,0.9827815583930448,False,False
COPS3,False,False,0.17819642122495294,0.5416610854560342,False,False,0.14618444776737774,0.9566084561240837,False,False
COPS4,True,False,0.180916388261076,0.022151712873152454,False,False,-0.04508302554384261,0.9904013548684305,False,False
COPS5,False,False,-0.10717324664466053,0.48261787225019814,False,False,-0.521049080916571,0.9137458562821626,False,False
COPS6,False,True,-0.1690920940965865,0.03609895991837634,False,False,-0.11255293320041218,0.9752751299203392,False,False
COPS7A,True,False,0.20040110244861506,0.00935821630204872,False,False,0.29518003235781815,0.9137458562821626,False,False
COPS7B,False,False,-0.1301085529482418,0.13736103230561097,False,False,-0.31437163339748886,0.9137458562821626,False,False
COPS8,False,False,-0.11197217500032197,0.4714000580213076,False,False,-0.21293346385649248,0.9269661484726971,False,False
COPS9,False,False,-0.047428317631465565,0.8043549685244349,False,False,-0.34671403496199665,0.9356372030292921,False,False
COPZ1,True,False,0.2069542728594063,0.006833814769505447,False,False,0.2148434652134477,0.9557562984838551,False,False
COPZ2,False,False,0.025120474226903687,0.8653804583591007,False,False,0.10634706223024049,0.9827815583930448,False,False
COQ10A,True,False,0.35536258118470004,6.9377962417617165e-06,False,False,0.6674223523049435,0.9137458562821626,False,False
COQ10B,False,False,0.15953254042246962,0.16882594424398825,False,False,0.08689355217181932,0.9835296015975331,False,False
COQ2,False,False,0.1796076387117083,0.023393252324539215,False,False,0.26697325210750805,0.9137458562821626,False,False
COQ3,False,False,0.15025936166835221,0.0722198005718895,False,False,-0.2913962649918071,0.9137458562821626,False,False
COQ4,True,False,0.3229881641993763,4.432849460977531e-06,False,False,0.23880038414517593,0.9458148457490735,False,False
COQ5,False,False,-0.0009401318472547498,0.9983467526597684,False,False,-0.0971830343313455,0.9836281849042648,False,False
COQ6,False,False,0.12012471602649871,0.5839682323154471,False,False,-0.009976786938612571,0.9984369405353702,False,False
COQ7,False,False,0.03596427504116539,0.8461851398884759,False,False,-0.33675030494469965,0.9137458562821626,False,False
COQ8A,False,False,-0.4179315597239313,8.202207362756068e-07,False,False,-0.3526338944085821,0.932399923719657,False,False
COQ8B,False,False,-0.019192730830233987,0.9175199076425083,False,False,-0.10826549085612487,0.9835296015975331,False,False
COQ9,False,False,-0.045194556029385186,0.7170852429891477,False,False,-0.5378387683551572,0.9137458562821626,False,False
CORIN,False,False,0.0528557731399817,0.6587438745303649,False,False,-0.1841698169640416,0.9566084561240837,False,False
CORO1A,False,False,0.23873953329574849,0.005047187264420687,False,False,0.19084079826721476,0.9410668080166242,False,False
CORO1B,False,False,-0.0003978072249191443,0.9983303337070164,False,False,0.08969474968254061,0.9827815583930448,False,False
CORO1C,True,False,0.232891275640005,0.01608183237178384,False,False,0.07586749134039462,0.9827815583930448,False,False
CORO2A,False,False,0.06024682953693248,0.826723846690669,False,False,-0.0784848440778344,0.9827815583930448,False,False
CORO2B,False,False,-0.05232110596992486,0.7619871374949178,False,False,0.175550261181318,0.9527692022488821,False,False
CORO6,False,False,0.03942560303704628,0.7892867859503395,False,False,0.15368915959956073,0.9551152331259274,False,False
CORO7,False,False,0.0018279365454332798,0.9919760352391702,False,False,0.47468972938022885,0.9137458562821626,False,False
CORO7-PAM16,False,False,-0.07836135763305233,0.8612158462444747,False,False,0.6860883493883884,0.9137458562821626,False,False
CORT,False,False,0.12990260668635037,0.3532148447499341,False,False,0.514080345953566,0.9137458562821626,False,False
COTL1,False,False,0.3167322696549191,0.0035634724737878595,False,False,-0.00465319951187288,0.998863575080958,False,False
COX1,False,False,-0.04104296506528084,0.814471253368026,,,,,False,False
COX10,False,False,0.07767176144422909,0.4607167773012652,False,False,-0.3393301269069776,0.9137458562821626,False,False
COX10-AS1,False,False,0.0854616335503553,0.5610549341044667,,,,,False,False
COX11,False,False,0.15276231594835352,0.0668344097677542,False,False,-0.1333198123762789,0.9635247836626564,False,False
COX14,False,False,0.04469833680738134,0.833866455405241,False,False,-0.0012241592565740002,0.9993930638854345,False,False
COX15,False,False,0.17977946673435577,0.2361870299044489,False,False,0.29941595476534166,0.9137458562821626,False,False
COX16,False,False,0.0780170015615196,0.6896681845838258,False,False,0.09637689457793985,0.9813838639885243,False,False
COX17,False,False,0.008337465528784825,0.9825151946737403,False,False,0.1532412599255702,0.9527680655228825,False,False
COX18,False,False,-0.048373206611140265,0.7307273522064109,False,False,-0.1556574755580084,0.9566084561240837,False,False
COX19,False,False,-0.24236700027895997,0.08314029096821444,False,False,-0.2526041088891314,0.9137458562821626,False,False
COX2,False,False,-0.17916595591234996,0.11329334818645403,,,,,False,False
COX20,False,False,-0.1711608881096408,0.09734514122177963,False,False,-0.05690906492919282,0.9862345723103154,False,False
COX3,False,False,-0.2027962742064129,0.5708694283529064,,,,,False,False
COX4I1,False,False,0.030751281443552433,0.9004108978081106,False,False,-0.2147812947594109,0.9752751299203392,False,False
COX4I2,False,False,0.05779079444605259,0.668164524410184,False,False,0.14396550876074451,0.9738523461540756,False,False
COX4NB,False,False,-0.22032456040997594,0.282921386264973,,,,,False,False
COX5A,False,False,0.14394147198956858,0.08932088813083389,False,False,0.04226599617366671,0.9904013548684305,False,False
COX5B,False,False,-0.06577490365120882,0.6781970313044778,False,False,-0.314060362312703,0.9566084561240837,False,False
COX6A1,False,False,0.11915699851221467,0.18783302137977873,False,False,0.518746433283605,0.9137458562821626,False,False
COX6A1P1,False,False,0.13018161638394085,0.36498863546864335,,,,,False,False
COX6A2,False,False,-0.0476894689954647,0.8190853118905922,False,False,0.3874275265985954,0.9137458562821626,False,False
COX6B1,False,False,0.04537788716196882,0.7158816282582228,False,False,0.06966572902404482,0.9830731751355836,False,False
COX6B2,False,False,0.13461366621675344,0.1821956309428545,False,False,0.04572186435017056,0.9904013548684305,False,False
COX6C,False,False,-0.10679312311458947,0.25561559163951,False,False,-0.19423009992186077,0.9406247167851584,False,False
COX6CP1,False,False,-0.14934180097034275,0.7031087846835714,,,,,False,False
COX6CP2,False,False,-0.09832916319012935,0.8168335181614846,,,,,False,False
COX6CP3,False,False,-0.23130449541671044,0.5008771596812178,,,,,False,False
COX7A1,False,False,-0.008580134785339293,0.957575740853461,False,False,0.21114786218801196,0.9290975176527572,False,False
COX7A2,False,False,0.14191251688391177,0.09522752150269867,False,False,0.47614162881133715,0.9137458562821626,False,False
COX7A2L,False,False,-0.02998991852887637,0.8330549011990922,False,False,-0.7948982733241388,0.9137458562821626,False,False
COX7B,False,False,-0.004965687368017118,0.9855815210610663,False,False,-0.07223847965818957,0.9858167250889183,False,False
COX7B2,False,False,0.05842261700994474,0.6637884509301317,False,False,-0.6455972603940107,0.9137458562821626,False,False
COX7C,False,False,0.1505810195781153,0.5221305383553076,False,False,0.31260012545283095,0.9137458562821626,False,False
COX8A,True,False,0.17033954266009954,0.03427736126858483,False,False,0.505847126058265,0.9137458562821626,False,False
COX8C,False,False,0.011527148629851346,0.9488431046462148,False,False,-0.2146689217993233,0.9526171488804764,False,False
CP,False,False,0.060332042505356814,0.5987974161628019,False,False,0.5471946833574984,0.9137458562821626,False,False
CP110,False,False,-0.015662105746788932,0.9637902097559312,,,,,False,False
CPA1,False,False,-0.02236316398441192,0.8773229318357192,False,False,1.131370849898476,0.9137458562821626,False,False
CPA2,False,False,-0.01590629314373346,0.9173003187806807,False,False,-0.16067139063698668,0.9752751299203392,False,False
CPA3,False,False,0.10260056950253349,0.2811843201888934,False,False,0.5194011467394607,0.9137458562821626,False,False
CPA4,False,False,-0.08186844523322577,0.42774168172438104,False,False,-0.38856121237065067,0.9137458562821626,False,False
CPA5,False,False,-0.028839005471619193,0.8544734943640304,False,False,0.3534329346500476,0.9137458562821626,False,False
CPA6,False,False,-0.04315421649730077,0.8513524082445562,False,False,-0.17648437371302364,0.9514885944287245,False,False
CPAMD8,False,False,-0.13536623374868773,0.17933361022436498,False,False,-0.41777036177717314,0.9137458562821626,False,False
CPB1,False,False,-0.03594195789379385,0.8060954059683157,False,False,0.32301016461048637,0.9137458562821626,False,False
CPB2,False,False,-0.08336799344201375,0.41694065358050436,False,False,0.45660843182410665,0.9137458562821626,False,False
CPB2-AS1,,,,,False,False,0.1630578042387469,0.9527680655228825,False,False
CPD,False,False,0.10659177546613072,0.25651545825554034,False,False,0.34294392284616293,0.9137458562821626,False,False
CPE,False,False,-0.16482677634112192,0.6096843164713034,False,False,-0.4027419564675724,0.9137458562821626,False,False
CPEB1,False,False,-0.08198344865596507,0.7044561353988291,False,False,0.3778416342308105,0.9137458562821626,False,False
CPEB1-AS1,False,False,0.0316433326007971,0.9361553061544493,False,False,-0.06244496031943849,0.9837035546480741,False,False
CPEB2,False,False,0.029975196247255444,0.8465959170162624,False,False,0.2750072904698036,0.9137458562821626,False,False
CPEB2-AS1,False,False,-0.04852023550860082,0.901314740828561,False,False,-0.1312287189686563,0.9780101171787124,False,False
CPEB2-DT,,,,,False,False,0.7110616014775992,0.9137458562821626,False,False
CPEB3,True,False,0.18344417117158773,0.01990327700857213,False,False,-0.01404189684153613,0.9974384813226164,False,False
CPEB4,True,False,0.22777132218953206,0.008112008747995064,False,False,-0.075694475540953,0.9827815583930448,False,False
CPED1,False,False,0.04290257895539615,0.9343495848150534,False,False,-0.023793736500519774,0.9939052210870685,False,False
CPLANE1,,,,,False,False,0.23343490070860298,0.962377554720034,False,False
CPLANE2,,,,,False,False,0.10355685516046682,0.9839170515756007,False,False
CPLX1,False,False,0.11332379600413958,0.28993343389859905,False,False,0.40476567755441634,0.9137458562821626,False,False
CPLX2,False,False,-0.0837543527521676,0.47401797036801363,False,False,-0.13185523488937018,0.9651997942564893,False,False
CPLX3,False,False,0.013434975486544168,0.9451978400338092,False,False,-0.36657988790869867,0.9137458562821626,False,False
CPLX4,False,False,0.09930143245196112,0.6350546960229234,,,,,False,False
CPM,False,False,0.0016258533079703172,0.9955641160901635,False,False,-0.2654723626830774,0.9137458562821626,False,False
CPN1,False,False,-0.2539049683279032,0.15531988526169668,False,False,-0.3370591681307733,0.9137458562821626,False,False
CPN2,False,False,-0.060792029737406425,0.7420678731548539,,,,,False,False
CPNE1,False,True,-0.40385427308477645,0.040354997986656,False,False,-0.5433495529632567,0.9137458562821626,False,False
CPNE2,False,False,-0.2978890241759138,0.13550550166725245,False,False,-0.24135772439467354,0.9170055273050526,False,False
CPNE3,False,True,-0.2963907281178793,3.111808270843202e-05,False,False,-0.5796839769838626,0.9137458562821626,False,False
CPNE4,False,False,0.2504448408128932,0.5402018404737422,False,False,0.28648100928719444,0.9188387942711722,False,False
CPNE5,False,False,0.13908475041521273,0.16554734615135586,False,False,-0.3414905268210928,0.9137458562821626,False,False
CPNE6,False,False,-0.21983016766735092,0.129242729895614,False,False,-0.3748414884379138,0.9137458562821626,False,False
CPNE7,False,True,-0.17298875931740734,0.030826424660766103,False,False,-0.49309722713487436,0.9137458562821626,False,False
CPNE8,False,False,-0.1927670789882882,0.2518162332963907,False,False,-0.3569328847322013,0.9137458562821626,False,False
CPNE9,False,False,-0.17849337887553335,0.47001113565593317,False,False,-0.5039962466138411,0.9137458562821626,False,False
CPO,False,False,-0.08065295375126277,0.6469395331356138,False,False,0.6525948649670605,0.9137458562821626,False,False
CPOX,False,False,0.11421251819296227,0.6006664650663555,False,False,-0.00126406317858153,0.9993768951725324,False,False
CPPED1,False,False,-0.1260618447876391,0.6154364734255119,False,False,-0.3698778578817731,0.9137458562821626,False,False
CPQ,False,False,0.08213564965555513,0.5002722305300354,False,False,-0.10875289669094539,0.9827815583930448,False,False
CPS1,False,False,0.20031047811729552,0.48942995068266526,False,False,0.5660581403824795,0.9137458562821626,False,False
CPS1-IT1,False,False,0.09762106936000879,0.6740700098888222,,,,,False,False
CPSF1,False,False,-0.08741786564753298,0.4896829231127057,False,False,-0.3615883421509622,0.9137458562821626,False,False
CPSF2,False,False,0.14879874798028725,0.2795566624129318,False,False,0.3471565246145915,0.9137458562821626,False,False
CPSF3,False,False,-0.19530571400242686,0.029164679719110177,False,False,-0.4352058409141431,0.9137458562821626,False,False
CPSF3L,True,False,0.25475324149155226,0.0023903564851801397,False,False,0.7868423172160759,0.9137458562821626,False,False
CPSF4,False,False,0.0014315989358634905,0.9942102560816644,False,False,-0.0610312189019805,0.9904013548684305,False,False
CPSF4L,False,False,-0.05679192445548475,0.8111568072551896,False,False,0.7406620453573702,0.9137458562821626,False,False
CPSF6,False,False,-0.016170692082139365,0.9245562904204971,False,False,0.1072782808342444,0.977287008683804,False,False
CPSF7,False,False,-0.08726467318753901,0.5538910617846844,False,False,-0.09942170845934181,0.9807393206390398,False,False
CPT1A,False,False,-0.0808881935857277,0.4348392893141547,False,False,-0.32219197815631884,0.9137458562821626,False,False
CPT1B,False,False,0.0413682449037002,0.8973921162397365,False,False,0.24429439251202364,0.9170055273050526,False,False
CPT1C,False,False,0.019370449107482937,0.9091757175803743,False,False,0.11228594087079655,0.9766877748111699,False,False
CPT2,False,False,0.11822631317109528,0.19185759969485752,False,False,0.18304109936682322,0.959312428489394,False,False
CPTP,False,False,-0.03683468747052551,0.8067982332648033,False,False,-0.12363560045176421,0.9703994920223314,False,False
CPVL,False,False,-0.005633737637668654,0.9723218655687172,False,False,-0.07093163310648523,0.9827815583930448,False,False
CPXCR1,False,False,-0.0955273488879052,0.4023274164867432,,,,,False,False
CPXM1,False,False,0.046353077133488324,0.8028529628826409,False,False,-0.06850536111338122,0.9835296015975331,False,False
CPXM2,False,False,-0.07783052275273121,0.6796960735157369,False,False,-0.06360448772976558,0.9904013548684305,False,False
CPZ,False,False,0.061554165661867784,0.8485969169749612,False,False,-0.01254397763678526,0.9987377361457742,False,False
CR1,True,False,0.2001418202759962,0.009451949024160907,False,False,0.10902478546287502,0.9765683007309259,False,False
CR1L,False,False,-0.003498799004279882,0.9954219578456108,,,,,False,False
CR2,False,False,0.14264508951842808,0.09297661059244942,False,False,-0.2749677075810187,0.9137458562821626,False,False
CR381653.1,,,,,False,False,-0.8859157763260042,0.9137458562821626,False,False
CR392000.1,,,,,False,False,0.49218395793928177,0.9137458562821626,False,False
CR559946.2,,,,,False,False,-0.4727272727272727,0.9137458562821626,False,False
CRABP1,False,True,-0.18178885206725898,0.02138286376959219,False,False,-0.5014072556839573,0.9137458562821626,False,False
CRABP2,False,False,0.05437889458880323,0.6464897905901474,False,False,0.4231971701787176,0.9137458562821626,False,False
CRACR2A,False,False,-0.09213899158007453,0.5202451290626162,False,False,-0.1697351888401671,0.9527680655228825,False,False
CRACR2B,False,False,0.2933376795390045,0.0030074964229020976,False,False,-0.01679896787137607,0.9962884304931757,False,False
CRADD,False,False,0.11962338671557109,0.1854369489933135,False,False,-0.19397281717508003,0.940690486387451,False,False
CRAMP1,False,False,-0.05743195664549069,0.7267473745402607,False,False,0.058541874040829826,0.9856879597973446,False,False
CRAMP1L,False,False,-0.14582260843107853,0.5396253397311479,,,,,False,False
CRAT,True,False,0.31927096432291896,5.814668651363647e-06,False,False,0.2616359165897395,0.9137458562821626,False,False
CRAT37,False,False,0.08564811735247613,0.5595782657764088,False,False,0.012992053472414061,0.998863575080958,False,False
CRAT40,,,,,False,False,-0.5909015457839197,0.9137458562821626,False,False
CRB1,False,False,0.05304697877185874,0.6930089751594498,False,False,-0.4752783408291979,0.9137458562821626,False,False
CRB2,False,False,-0.011475387248656078,0.9742054602485034,False,False,-0.3135705529895146,0.9137458562821626,False,False
CRB3,False,False,0.005510637755936877,0.9857547570895717,False,False,0.09682704438963295,0.9813135592354097,False,False
CRBN,False,False,-0.08630580456620776,0.8687240384064852,False,False,-0.541132622517881,0.9137458562821626,False,False
CRCP,False,False,-0.29834254103225527,0.17218363202762987,False,False,-0.1572585128355416,0.9527680655228825,False,False
CRCT1,False,False,0.07882604667342953,0.4508180290683306,False,False,0.2975702599297418,0.9170055273050526,False,False
CREB1,False,False,-0.01975033799183385,0.8980557523123924,False,False,-0.2850497484072635,0.9137458562821626,False,False
CREB3,False,False,0.11219993128473608,0.6605081278743536,False,False,-0.16810732744122267,0.9752751299203392,False,False
CREB3L1,False,False,0.29173701778251276,0.05208944004249168,False,False,0.27920278269588744,0.9527680655228825,False,False
CREB3L2,False,False,0.17978173957776974,0.21733069930047721,False,False,0.3882589663660475,0.9137458562821626,False,False
CREB3L3,False,False,-0.07876269397249765,0.5195467452624973,False,False,0.09693557453211264,0.9904013548684305,False,False
CREB3L4,False,False,0.04765668001820373,0.7354798961460257,False,False,0.2853514400120298,0.9137458562821626,False,False
CREB5,False,False,-0.09253939197555465,0.7890762397410659,False,False,0.4761975043299399,0.9137458562821626,False,False
