gene,bulk_stable_right_high,bulk_stable_left_high,bulk_pooled_hedges_g,bulk_meta_fdr,sc_stable_right_high,sc_stable_left_high,sc_pooled_hedges_g,sc_meta_fdr,stable_right_high_bulk_and_sc,stable_left_high_bulk_and_sc
AC004585.1,,,,,False,False,0.438403773549916,0.9137458562821626,False,False
AC004593.1,,,,,False,False,-0.09335495309749747,0.9869667916634954,False,False
AC004593.3,,,,,False,False,0.36167816866107727,0.9137458562821626,False,False
AC004596.1,,,,,False,False,0.4727272727272726,0.9137458562821626,False,False
AC004603.4,,,,,False,False,0.3874275265985955,0.9137458562821626,False,False
AC004623.2,,,,,False,False,0.6228234904763212,0.92629067282254,False,False
AC004637.1,,,,,False,False,0.6531972647421809,0.9170055273050526,False,False
AC004687.1,,,,,False,False,0.16077464398328414,0.9820567340232684,False,False
AC004706.1,,,,,False,False,0.6461353042460714,0.9137458562821626,False,False
AC004707.1,,,,,False,False,0.36878244060520515,0.9265227649607777,False,False
AC004754.1,,,,,False,False,0.367040155536758,0.9265227649607777,False,False
AC004754.3,,,,,False,False,-0.1635776080895946,0.9658023144329032,False,False
AC004771.2,,,,,False,False,-0.4727272727272727,0.9137458562821626,False,False
AC004771.3,,,,,False,False,-0.11721483835834065,0.9832812074428454,False,False
AC004771.4,,,,,False,False,0.9385141477970613,0.9137458562821626,False,False
AC004771.5,,,,,False,False,-0.4164832445645761,0.9170055273050526,False,False
AC004775.1,,,,,False,False,0.942475365931129,0.9137458562821626,False,False
AC004775.5,,,,,False,False,-0.40697030941664053,0.9137458562821626,False,False
AC004784.1,,,,,False,False,0.17123232393272728,0.9798664237747685,False,False
AC004791.2,,,,,False,False,0.11616059055854401,0.9827815583930448,False,False
AC004801.3,,,,,False,False,0.06648335454980259,0.9906081709152595,False,False
AC004801.6,,,,,False,False,0.4727272727272727,0.9137458562821626,False,False
AC004803.1,,,,,False,False,0.770416903067227,0.9137458562821626,False,False
AC004805.1,,,,,False,False,0.4727272727272727,0.9137458562821626,False,False
AC004812.2,,,,,False,False,0.37816628986955925,0.9228048568261533,False,False
AC004816.1,,,,,False,False,0.39135008567695323,0.9170055273050526,False,False
AC004817.3,,,,,False,False,0.14253702479347855,0.9827815583930448,False,False
AC004824.2,,,,,False,False,0.2192038653404896,0.9752751299203392,False,False
AC004825.2,,,,,False,False,0.4727272727272727,0.9137458562821626,False,False
AC004832.1,,,,,False,False,0.8705170981089962,0.9137458562821626,False,False
AC004832.6,,,,,False,False,-0.4727272727272727,0.9137458562821626,False,False
AC004834.1,,,,,False,False,0.49432015975263016,0.9137458562821626,False,False
AC004835.1,,,,,False,False,-0.4239016338844342,0.9170055273050526,False,False
AC004837.5,,,,,False,False,-0.6683661933493691,0.9137458562821626,False,False
AC004839.1,,,,,False,False,0.3316156894969931,0.9399649531542,False,False
AC004846.1,,,,,False,False,0.47272727272727283,0.9137458562821626,False,False
AC004846.2,,,,,False,False,0.7326301807664075,0.9137458562821626,False,False
AC004854.2,,,,,False,False,0.4369739904702651,0.9137458562821626,False,False
AC004854.4,,,,,False,False,-0.1500248588367528,0.9827815583930448,False,False
AC004865.2,,,,,False,False,-0.35308999105970357,0.9322906679338038,False,False
AC004877.1,,,,,False,False,-0.1451476970604089,0.9827815583930448,False,False
AC004878.2,,,,,False,False,0.0718809967271336,0.9887985632039104,False,False
AC004878.8,,,,,False,False,0.5838254906572566,0.9137458562821626,False,False
AC004889.1,,,,,False,False,0.06035643964373997,0.9913315815542629,False,False
AC004893.11,,,,,False,False,0.4684082727252744,0.9137458562821626,False,False
AC004895.4,,,,,False,False,0.1654788910157779,0.9696210398388516,False,False
AC004906.1,,,,,False,False,0.47272727272727283,0.9137458562821626,False,False
AC004906.3,,,,,False,False,0.3874275265985955,0.9137458562821626,False,False
AC004908.1,,,,,False,False,0.4727272727272727,0.9137458562821626,False,False
AC004908.3,,,,,False,False,0.683607735504781,0.9137458562821626,False,False
AC004918.1,,,,,False,False,1.4756728198773872,0.9137458562821626,False,False
AC004920.3,,,,,False,False,0.44659356140057566,0.9137458562821626,False,False
AC004921.1,,,,,False,False,0.4727272727272727,0.9137458562821626,False,False
AC004922.1,,,,,False,False,0.5416493271698349,0.9137458562821626,False,False
AC004941.3,,,,,False,False,0.6150876615114937,0.9137458562821626,False,False
AC004943.1,,,,,False,False,0.6998627314623166,0.9137458562821626,False,False
AC004943.2,,,,,False,False,-0.5050768860879038,0.9137458562821626,False,False
AC004947.2,,,,,False,False,0.3333754626636026,0.9137458562821626,False,False
AC004948.1,,,,,False,False,0.4727272727272727,0.9137458562821626,False,False
AC004951.1,,,,,False,False,-0.35421277346788416,0.9320841047185838,False,False
AC004951.6,,,,,False,False,-0.1239333424888683,0.9798664237747685,False,False
AC004975.2,,,,,False,False,0.034490251204694185,0.9953462645134072,False,False
AC004982.1,,,,,False,False,-0.2694907907537468,0.9527680655228825,False,False
AC004982.2,,,,,False,False,-0.30950281448860106,0.9465315523749924,False,False
AC004988.1,,,,,False,False,-0.07705430027597426,0.983751383588566,False,False
AC004990.1,,,,,False,False,-0.3308427722014986,0.9406247167851584,False,False
AC005005.3,,,,,False,False,-0.04426130514950389,0.9939052210870685,False,False
AC005009.1,,,,,False,False,0.4465935614005757,0.9137458562821626,False,False
AC005009.2,,,,,False,False,0.20925451965937805,0.9527680655228825,False,False
AC005013.1,,,,,False,False,-0.2696550110385075,0.9527680655228825,False,False
AC005013.5,,,,,False,False,-0.13638336015150754,0.9827815583930448,False,False
AC005014.2,,,,,False,False,0.9077134112368355,0.9137458562821626,False,False
AC005019.3,,,,,False,False,-0.4618802153517006,0.9527680655228825,False,False
AC005021.1,,,,,False,False,0.18345185871379324,0.977165851646733,False,False
AC005034.3,,,,,False,False,0.10616578226923401,0.983751383588566,False,False
AC005037.1,,,,,False,False,-0.6095023788430258,0.9137458562821626,False,False
AC005037.3,,,,,False,False,0.4596773773986802,0.9137458562821626,False,False
AC005041.1,,,,,False,False,-0.15623884297215973,0.9827815583930448,False,False
AC005041.3,,,,,False,False,-0.2842740389143793,0.9527680655228825,False,False
AC005042.4,,,,,False,False,-0.034480698774704194,0.9942926083971799,False,False
AC005046.1,,,,,False,False,0.36309426634091574,0.9273667572703517,False,False
AC005064.1,,,,,False,False,-0.5910569357214382,0.9137458562821626,False,False
AC005070.3,,,,,False,False,-0.15597780061745642,0.9827815583930448,False,False
AC005076.1,,,,,False,False,0.14469440611929485,0.9827815583930448,False,False
AC005076.5,,,,,False,False,-0.08242893728097746,0.9835296015975331,False,False
AC005082.1,,,,,False,False,0.14253702479347855,0.9827815583930448,False,False
AC005082.12,,,,,False,False,-0.009455340466828725,0.998863575080958,False,False
AC005086.1,,,,,False,False,-0.05129181288831745,0.9927303062635221,False,False
AC005091.1,,,,,False,False,-0.1451476970604089,0.9827815583930448,False,False
AC005104.3,,,,,False,False,0.21025493065901682,0.9527680655228825,False,False
AC005152.3,,,,,False,False,0.18496131140947744,0.9552885196676547,False,False
AC005154.4,,,,,False,False,-0.6282073924990208,0.9137458562821626,False,False
AC005154.6,,,,,False,False,0.540132416736002,0.9137458562821626,False,False
AC005162.3,,,,,False,False,0.8334357414225733,0.9137458562821626,False,False
AC005165.1,,,,,False,False,0.4727272727272727,0.9137458562821626,False,False
AC005186.1,,,,,False,False,0.8021902434719747,0.9137458562821626,False,False
AC005197.2,,,,,False,False,0.49244544742770696,0.9137458562821626,False,False
AC005220.3,,,,,False,False,0.3874275265985955,0.9137458562821626,False,False
AC005224.1,,,,,False,False,0.8741560006073492,0.9137458562821626,False,False
AC005224.2,,,,,False,False,0.46852661977626603,0.9137458562821626,False,False
AC005224.3,,,,,False,False,-0.4052842853797762,0.9170055273050526,False,False
AC005224.4,,,,,False,False,0.67176130375845,0.9137458562821626,False,False
AC005225.2,,,,,False,False,-0.4727272727272727,0.9137458562821626,False,False
AC005229.4,,,,,False,False,-0.5137297777199243,0.9137458562821626,False,False
AC005235.1,,,,,False,False,0.11676800928499062,0.9867793214544308,False,False
AC005237.4,,,,,False,False,-0.4618802153517006,0.9527680655228825,False,False
AC005253.1,,,,,False,False,0.5947026983444909,0.9137458562821626,False,False
AC005253.2,,,,,False,False,0.24616055644116996,0.9827815583930448,False,False
AC005253.4,,,,,False,False,-0.06857879205805531,0.9897843552039036,False,False
AC005256.1,,,,,False,False,0.7477652074999925,0.9137458562821626,False,False
AC005261.1,,,,,False,False,0.7206702114798402,0.9137458562821626,False,False
AC005261.3,,,,,False,False,0.25533377737630697,0.9551152331259274,False,False
AC005262.2,,,,,False,False,0.11577878483690664,0.9827815583930448,False,False
AC005264.2,,,,,False,False,-0.05007123679146434,0.9904013548684305,False,False
AC005276.1,,,,,False,False,-0.32568650371213936,0.9273667572703517,False,False
AC005280.2,,,,,False,False,0.9449469772720738,0.9137458562821626,False,False
AC005281.1,,,,,False,False,-0.19112226357683057,0.9424515217901215,False,False
AC005281.2,,,,,False,False,0.4173840782419875,0.9137458562821626,False,False
AC005288.1,,,,,False,False,0.008907842329247094,0.998863575080958,False,False
AC005291.2,,,,,False,False,0.4727272727272727,0.9137458562821626,False,False
AC005304.3,,,,,False,False,-0.4727272727272727,0.9137458562821626,False,False
AC005307.1,,,,,False,False,-0.6779991982148541,0.9137458562821626,False,False
AC005307.3,,,,,False,False,-0.5562537062873912,0.9137458562821626,False,False
AC005324.3,,,,,False,False,1.14272094566004,0.9137458562821626,False,False
AC005324.6,,,,,False,False,-0.47887323943661975,0.9137458562821626,False,False
AC005329.1,,,,,False,False,0.942475365931129,0.9137458562821626,False,False
AC005329.7,,,,,False,False,-0.22432324201270568,0.9527680655228825,False,False
AC005330.2,,,,,False,False,-0.04943389923131146,0.9912470588388329,False,False
AC005332.1,,,,,False,False,-0.019995980778118882,0.9977080637096485,False,False
AC005332.3,,,,,False,False,0.4727272727272727,0.9137458562821626,False,False
AC005332.4,,,,,False,False,0.49117964617215487,0.9137458562821626,False,False
AC005332.5,,,,,False,False,0.1088357522847864,0.9835296015975331,False,False
AC005332.6,,,,,False,False,0.29444739336059245,0.9527680655228825,False,False
AC005332.7,,,,,False,False,0.31550928580285775,0.9450011351896835,False,False
AC005332.8,,,,,False,False,-0.4727272727272727,0.9137458562821626,False,False
AC005339.2,,,,,False,False,0.03378354360234323,0.9931114878114161,False,False
AC005342.1,,,,,False,False,-0.4727272727272727,0.9137458562821626,False,False
AC005342.2,,,,,False,False,0.7110616014775992,0.9137458562821626,False,False
AC005355.1,,,,,False,False,0.2534390683613072,0.9527680655228825,False,False
AC005355.2,,,,,False,False,-0.6289469361393134,0.9137458562821626,False,False
AC005358.3,,,,,False,False,0.653197264742181,0.9170055273050526,False,False
AC005363.11,,,,,False,False,0.17110490123815253,0.9591039226642823,False,False
AC005363.2,,,,,False,False,0.7120457487334618,0.9137458562821626,False,False
AC005392.2,,,,,False,False,-0.7176168722862009,0.9137458562821626,False,False
AC005393.1,,,,,False,False,0.11495390732021436,0.9835296015975331,False,False
AC005476.2,,,,,False,False,-0.4303597545916808,0.9151348208932113,False,False
AC005477.1,,,,,False,False,0.3240049192436779,0.9137458562821626,False,False
AC005480.1,,,,,False,False,-0.3090379214248442,0.9137458562821626,False,False
AC005481.1,,,,,False,False,-0.1075343365574384,0.9835296015975331,False,False
AC005481.5,,,,,False,False,0.2771977780902622,0.9199100675136515,False,False
AC005487.2,,,,,False,False,0.07855643476104764,0.9929538036225469,False,False
AC005498.2,,,,,False,False,0.7012286179959726,0.9137458562821626,False,False
AC005498.3,,,,,False,False,-0.1606513802813168,0.9580016426346758,False,False
AC005498.4,,,,,False,False,0.25743448227256077,0.9527680655228825,False,False
AC005520.1,,,,,False,False,-0.5623067412869065,0.9137458562821626,False,False
AC005520.2,,,,,False,False,-0.31134539646498494,0.9458264240440684,False,False
AC005520.5,,,,,False,False,0.4727272727272727,0.9137458562821626,False,False
AC005522.7,,,,,False,False,0.20925451965937797,0.9527680655228825,False,False
AC005523.1,,,,,False,False,0.7202782414404252,0.9137458562821626,False,False
AC005523.2,,,,,False,False,-0.3791724907309162,0.9151348208932113,False,False
AC005523.3,,,,,False,False,0.2552464899248533,0.9305674306208584,False,False
AC005534.1,,,,,False,False,-0.006694881877496346,0.998863575080958,False,False
AC005534.8,,,,,False,False,0.31702562208752905,0.9170055273050526,False,False
AC005537.1,,,,,False,False,0.31029772893375746,0.9461075913210907,False,False
AC005537.2,,,,,False,False,-0.05457926719998273,0.9904013548684305,False,False
AC005540.1,,,,,False,False,0.3291343611101722,0.9410668080166242,False,False
AC005540.3,,,,,False,False,0.15617634932198882,0.9752751299203392,False,False
AC005546.2,,,,,False,False,0.20925451965937797,0.9527680655228825,False,False
AC005550.2,,,,,False,False,-0.3074846890698453,0.9474533066158877,False,False
AC005550.3,,,,,False,False,0.47174224577786816,0.9137458562821626,False,False
AC005551.1,,,,,False,False,-0.8388126639432748,0.9137458562821626,False,False
AC005586.1,,,,,False,False,-0.30428832283941887,0.9494749566957658,False,False
AC005592.1,,,,,False,False,-0.21198115849653693,0.9527680655228825,False,False
AC005592.2,,,,,False,False,0.1520329660852551,0.9705081259962136,False,False
AC005592.3,,,,,False,False,0.17620160652765615,0.9751158887175989,False,False
AC005606.14,,,,,False,False,0.19467501834805312,0.9580016426346758,False,False
AC005606.15,,,,,False,False,-0.08862549813173641,0.9827815583930448,False,False
AC005606.2,,,,,False,False,0.6937886137080728,0.9137458562821626,False,False
AC005609.16,,,,,False,False,0.3874275265985955,0.9137458562821626,False,False
AC005614.1,,,,,False,False,0.7202782414404252,0.9137458562821626,False,False
AC005614.3,,,,,False,False,-0.8622717607584246,0.9137458562821626,False,False
AC005616.2,,,,,False,False,-0.4815515908416349,0.9137458562821626,False,False
AC005618.1,,,,,False,False,0.34667844268385134,0.9356372030292921,False,False
AC005618.6,,,,,False,False,-0.3670628108139361,0.9137458562821626,False,False
AC005624.2,,,,,False,False,0.16386551582731915,0.9716018334284322,False,False
AC005625.1,,,,,False,False,-0.5904123629159085,0.9137458562821626,False,False
AC005670.2,,,,,False,False,0.2180971675383537,0.9665932004704564,False,False
AC005674.1,,,,,False,False,0.34289644179377293,0.936361371911953,False,False
AC005695.3,,,,,False,False,0.8669331660806541,0.9137458562821626,False,False
AC005696.1,,,,,False,False,-0.10867405131604783,0.9835296015975331,False,False
AC005696.2,,,,,False,False,0.5959023529882607,0.9137458562821626,False,False
AC005696.4,,,,,False,False,0.08172450333132886,0.9904013548684305,False,False
AC005699.1,,,,,False,False,0.6850129093442088,0.9137458562821626,False,False
AC005725.1,,,,,False,False,-0.37213200007431946,0.9261720910617921,False,False
AC005726.1,,,,,False,False,0.12852285005805517,0.9827815583930448,False,False
AC005726.2,,,,,False,False,-0.16320105980028105,0.9813838639885243,False,False
AC005726.5,,,,,False,False,0.4727272727272727,0.9137458562821626,False,False
AC005740.6,,,,,False,False,0.013626152729919416,0.9978845817150179,False,False
