gene,observed_global_T_median_vulnerability_rho,global_empirical_p_value,n_permutations,permutation_unit,self_line_exclusion,global_empirical_q_value
ACR,0.045815295815295795,0.5274725274725275,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9094302911260937
ACRBP,-0.0607864357864358,0.3986013986013986,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8543179075427768
ACRV1,0.060281385281385255,0.3936063936063936,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.850331816479175
ACSBG1,-0.119047619047619,0.09490509490509491,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.5257839186947028
ACSBG2,-0.040836940836940845,0.5714285714285714,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9221927357609256
ACSF2,0.0278499278499278,0.6733266733266733,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9499819336110645
ACSF3,0.02124819624819625,0.7812187812187812,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9747596322596324
ACSL1,-0.0994588744588744,0.16483516483516483,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6574513289478687
ACSL3,0.11630591630591625,0.0959040959040959,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.5289351796528831
ACSL4,0.1485209235209235,0.03596403596403597,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.3130177986242168
ACSL5,0.1328282828282828,0.056943056943056944,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.40752844361691853
ACSL6,-0.008369408369408398,0.929070929070929,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9939587647111285
ACSM1,0.0216810966810967,0.7402597402597403,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9654685709770455
ACSM2A,-0.02099567099567095,0.7872127872127872,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9756369134221483
ACSM2B,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
ACSM3,0.05768398268398265,0.42157842157842157,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8664108345409883
ACSM4,-0.06605339105339104,0.35864135864135865,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8303317320389879
ACSM5,-0.055627705627705595,0.4075924075924076,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8593080444932297
ACSM6,0.007467532467532449,0.9280719280719281,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9937546777421371
ACSS1,-0.054473304473304396,0.44155844155844154,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8747220556028289
ACSS2,0.1278499278499279,0.07892107892107893,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.4838901125470275
ACSS3,-0.0101010101010101,0.8851148851148851,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9896578137565315
ACTA1,-0.12810245310245305,0.057942057942057944,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.4110097594712979
ACTA2,-0.010750360750360746,0.8781218781218781,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9896578137565315
ACTB,0.025360750360750396,0.7392607392607392,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9654685709770455
ACTBL2,0.01868686868686865,0.8121878121878122,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9805796444451907
ACTC1,-0.09577922077922074,0.1798201798201798,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6773740964917435
ACTG1,0.024711399711399698,0.7222777222777222,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9617333067625465
ACTG2,-0.17229437229437225,0.01898101898101898,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.20317291530292111
ACTL10,-0.006637806637806644,0.9400599400599401,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.995214416183168
ACTL6A,-0.028535353535353553,0.7042957042957043,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9562224436341045
ACTL6B,-0.1248196248196248,0.08791208791208792,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.509062052547139
ACTL7A,0.03466810966810965,0.6243756243756243,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9372988877248513
ACTL7B,-0.002813852813852852,0.967032967032967,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9972037467704228
ACTL8,0.08001443001442995,0.26173826173826176,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7665934192851774
ACTL9,-0.01583694083694085,0.8461538461538461,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9861368331510512
ACTMAP,0.12496392496392496,0.07892107892107893,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.4838901125470275
ACTN1,-0.048989898989899,0.4905094905094905,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8951579787716736
ACTN2,-0.03596681096681095,0.6113886113886113,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9325812720072914
ACTN3,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
ACTN4,-0.14011544011544005,0.053946053946053944,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.39309643339670997
ACTR10,0.0635281385281385,0.40559440559440557,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8586742468570019
ACTR1A,0.1331529581529581,0.05194805194805195,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.38477024983049085
ACTR1B,0.02229437229437225,0.7262737262737263,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9624679409115711
ACTR2,0.064033189033189,0.3966033966033966,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8523137314794271
ACTR3,0.1037157287157287,0.14785214785214784,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6325300772064864
ACTR3B,0.0367243867243867,0.6073926073926074,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9324239935193822
ACTR3C,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
ACTR5,-0.0867604617604617,0.23076923076923078,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.73813335467862
ACTR6,0.0708513708513708,0.3106893106893107,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8018531985786395
ACTR8,-0.04379509379509375,0.5434565434565435,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.913088187206799
ACTRT1,0.1282106782106782,0.07992007992007992,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.4875838683314701
ACTRT2,-0.12243867243867235,0.08691308691308691,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.50597792359156
ACTRT3,-0.040764790764790754,0.5564435564435565,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9171124675146124
ACVR1,-0.10566378066378065,0.16383616383616384,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.65602048841302
