cohort,Patient,Sample,Class,Side,cell_type,cell_type_source,n_cells,total_library_umi,total_umi,detected_cells,mean_cpm_per_cell,mean_log1p_cpm,gene_symbol,pseudobulk_cpm,log1p_pseudobulk_cpm,detection_rate,passes_min_cells
GSE200997,cac14,T_cac14,Tumor,Left,Fibroblast,Marker-inferred from raw UMI,30,144156,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac14,T_cac14,Tumor,Left,Mast,Marker-inferred from raw UMI,8,17651,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac14,T_cac14,Tumor,Left,Myeloid,Marker-inferred from raw UMI,35,154749,15,5,63.62137421746785,0.859993130651103,CD36,96.93115949052982,4.5842647776557675,0.14285714285714285,False
GSE200997,cac14,T_cac14,Tumor,Left,Neutrophil,Marker-inferred from raw UMI,4,5842,1,1,74.80550568521844,1.4261305691845145,CD36,171.17425539198905,5.148507076705215,0.25,False
GSE200997,cac14,T_cac14,Tumor,Left,T_NK,Marker-inferred from raw UMI,2058,7902492,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac14,T_cac14,Tumor,Left,Unclassified,Marker-inferred from raw UMI,56,48966,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac15,B_cac15,Normal,Left,B_Plasma,Marker-inferred from raw UMI,140,586886,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac15,B_cac15,Normal,Left,Endothelial,Marker-inferred from raw UMI,3,4636,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac15,B_cac15,Normal,Left,Epithelial,Marker-inferred from raw UMI,447,968184,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac15,B_cac15,Normal,Left,Fibroblast,Marker-inferred from raw UMI,17,58277,15,1,307.0121576814442,0.5035466043573281,CD36,257.3914237177617,5.554475581410906,0.058823529411764705,False
GSE200997,cac15,B_cac15,Normal,Left,Mast,Marker-inferred from raw UMI,3,2774,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac15,B_cac15,Normal,Left,Myeloid,Marker-inferred from raw UMI,6,23420,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac15,B_cac15,Normal,Left,Neutrophil,Marker-inferred from raw UMI,1,558,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac15,B_cac15,Normal,Left,T_NK,Marker-inferred from raw UMI,409,1481353,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac15,B_cac15,Normal,Left,Unclassified,Marker-inferred from raw UMI,9,6292,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac15,T_cac15,Tumor,Left,B_Plasma,Marker-inferred from raw UMI,801,3385947,1,1,0.19115594100239497,0.006289269629820616,CD36,0.2953383499505456,0.2587719351184547,0.0012484394506866417,True
GSE200997,cac15,T_cac15,Tumor,Left,Endothelial,Marker-inferred from raw UMI,2,1807,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac15,T_cac15,Tumor,Left,Epithelial,Marker-inferred from raw UMI,65,148599,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac15,T_cac15,Tumor,Left,Fibroblast,Marker-inferred from raw UMI,10,53603,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac15,T_cac15,Tumor,Left,Mast,Marker-inferred from raw UMI,36,111591,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac15,T_cac15,Tumor,Left,Myeloid,Marker-inferred from raw UMI,36,259069,13,10,103.93221452949341,1.4817205739662778,CD36,50.179681860817006,3.9353426146282473,0.2777777777777778,False
GSE200997,cac15,T_cac15,Tumor,Left,Neutrophil,Marker-inferred from raw UMI,2,5710,1,1,131.33701076963487,2.7873567866484277,CD36,175.13134851138355,5.17123001505614,0.5,False
GSE200997,cac15,T_cac15,Tumor,Left,T_NK,Marker-inferred from raw UMI,2710,9254644,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac15,T_cac15,Tumor,Left,Unclassified,Marker-inferred from raw UMI,17,13273,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac16,T_cac16,Tumor,Left,B_Plasma,Marker-inferred from raw UMI,138,1505480,9,4,9.81753299251758,0.16345411462823337,CD36,5.9781597895687755,1.9427852415520988,0.028985507246376812,True
GSE200997,cac16,T_cac16,Tumor,Left,Endothelial,Marker-inferred from raw UMI,7,28888,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac16,T_cac16,Tumor,Left,Epithelial,Marker-inferred from raw UMI,91,362649,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac16,T_cac16,Tumor,Left,Fibroblast,Marker-inferred from raw UMI,9,52129,3,1,40.17516371379213,0.6548039348017292,CD36,57.54954056283451,4.069873243092948,0.1111111111111111,False
GSE200997,cac16,T_cac16,Tumor,Left,Mast,Marker-inferred from raw UMI,9,36649,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac16,T_cac16,Tumor,Left,Myeloid,Marker-inferred from raw UMI,109,613678,56,32,105.4896662630077,1.6080703549279465,CD36,91.2530675696375,4.524535535155173,0.29357798165137616,True
GSE200997,cac16,T_cac16,Tumor,Left,Neutrophil,Marker-inferred from raw UMI,7,11782,2,2,198.87248052288606,1.8471097677076322,CD36,169.75046681378373,5.140203232349263,0.2857142857142857,False
GSE200997,cac16,T_cac16,Tumor,Left,T_NK,Marker-inferred from raw UMI,1007,5249493,4,3,0.9676011214148676,0.016047748280113395,CD36,0.7619783472422956,0.5664372386997153,0.0029791459781529296,True
GSE200997,cac16,T_cac16,Tumor,Left,Unclassified,Marker-inferred from raw UMI,4,3292,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac2,T_cac2,Tumor,Left,B_Plasma,Marker-inferred from raw UMI,187,410867,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac2,T_cac2,Tumor,Left,Endothelial,Marker-inferred from raw UMI,132,345688,97,28,278.2004089814246,1.4291328165637684,CD36,280.59984726111406,5.640487081887128,0.21212121212121213,True
GSE200997,cac2,T_cac2,Tumor,Left,Epithelial,Marker-inferred from raw UMI,1048,3312616,1,1,0.5138387039754673,0.006002526979502566,CD36,0.30187622108931433,0.26380647097932436,0.0009541984732824427,True
GSE200997,cac2,T_cac2,Tumor,Left,Fibroblast,Marker-inferred from raw UMI,220,407473,15,8,43.48581979651808,0.24660833348942865,CD36,36.81225504511956,3.6326332576244784,0.03636363636363636,True
GSE200997,cac2,T_cac2,Tumor,Left,Mast,Marker-inferred from raw UMI,5,8746,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac2,T_cac2,Tumor,Left,Myeloid,Marker-inferred from raw UMI,49,63172,12,8,158.21150601843897,1.0953765471892625,CD36,189.95757614132845,5.2520512889322575,0.16326530612244897,False
GSE200997,cac2,T_cac2,Tumor,Left,Neutrophil,Marker-inferred from raw UMI,1,730,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac2,T_cac2,Tumor,Left,T_NK,Marker-inferred from raw UMI,17,10963,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac2,T_cac2,Tumor,Left,Unclassified,Marker-inferred from raw UMI,18,14505,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac3,T_cac3,Tumor,Right,B_Plasma,Marker-inferred from raw UMI,73,176946,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac3,T_cac3,Tumor,Right,Endothelial,Marker-inferred from raw UMI,160,484317,199,57,414.11260888768254,2.3877040778327223,CD36,410.8879101910525,6.020751249690695,0.35625,True
GSE200997,cac3,T_cac3,Tumor,Right,Epithelial,Marker-inferred from raw UMI,702,4089849,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac3,T_cac3,Tumor,Right,Fibroblast,Marker-inferred from raw UMI,125,256182,36,10,116.7462384385424,0.5602055039188252,CD36,140.52509543996067,4.952477054290704,0.08,True
GSE200997,cac3,T_cac3,Tumor,Right,Mast,Marker-inferred from raw UMI,12,9256,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac3,T_cac3,Tumor,Right,Myeloid,Marker-inferred from raw UMI,58,127330,20,16,157.64839370285176,1.691981189605079,CD36,157.07217466425823,5.0630517303973654,0.27586206896551724,True
GSE200997,cac3,T_cac3,Tumor,Right,Neutrophil,Marker-inferred from raw UMI,2,2476,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac3,T_cac3,Tumor,Right,T_NK,Marker-inferred from raw UMI,47,44042,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac3,T_cac3,Tumor,Right,Unclassified,Marker-inferred from raw UMI,9,7947,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac4,B_cac4,Normal,Left,B_Plasma,Marker-inferred from raw UMI,329,4310193,5,2,1.7765137114564973,0.034056225418319826,CD36,1.1600408612792976,0.7701271387760786,0.0060790273556231,True
GSE200997,cac4,B_cac4,Normal,Left,Endothelial,Marker-inferred from raw UMI,4,5379,1,1,353.6067892503536,1.8137966605652343,CD36,185.90816136828406,5.230617380540157,0.25,False
GSE200997,cac4,B_cac4,Normal,Left,Epithelial,Marker-inferred from raw UMI,445,854958,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac4,B_cac4,Normal,Left,Fibroblast,Marker-inferred from raw UMI,14,34176,1,1,15.616215878568307,0.38513791103091405,CD36,29.260299625468164,3.409836610012053,0.07142857142857142,False
GSE200997,cac4,B_cac4,Normal,Left,Mast,Marker-inferred from raw UMI,7,6927,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac4,B_cac4,Normal,Left,Myeloid,Marker-inferred from raw UMI,19,121469,12,6,114.81214772902884,1.808466425678584,CD36,98.7906379405445,4.603074370706176,0.3157894736842105,False
GSE200997,cac4,B_cac4,Normal,Left,Neutrophil,Marker-inferred from raw UMI,3,16594,2,2,102.96387137897091,3.352384222028719,CD36,120.5254911413764,4.800124044407626,0.6666666666666666,False
GSE200997,cac4,B_cac4,Normal,Left,T_NK,Marker-inferred from raw UMI,1848,5520694,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac4,B_cac4,Normal,Left,Unclassified,Marker-inferred from raw UMI,19,14797,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac4,T_cac4,Tumor,Left,B_Plasma,Marker-inferred from raw UMI,138,653650,1,1,1.6171338566378493,0.039220145169486,CD36,1.5298707259236595,0.9281682049610978,0.007246376811594203,True
GSE200997,cac4,T_cac4,Tumor,Left,Endothelial,Marker-inferred from raw UMI,1,1127,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac4,T_cac4,Tumor,Left,Epithelial,Marker-inferred from raw UMI,54,101600,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac4,T_cac4,Tumor,Left,Mast,Marker-inferred from raw UMI,1,1686,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac4,T_cac4,Tumor,Left,Myeloid,Marker-inferred from raw UMI,3,9297,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac4,T_cac4,Tumor,Left,T_NK,Marker-inferred from raw UMI,1381,4305515,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac4,T_cac4,Tumor,Left,Unclassified,Marker-inferred from raw UMI,13,9227,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac5,T_cac5,Tumor,Right,B_Plasma,Marker-inferred from raw UMI,28,61774,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac5,T_cac5,Tumor,Right,Epithelial,Marker-inferred from raw UMI,2,3240,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac5,T_cac5,Tumor,Right,Mast,Marker-inferred from raw UMI,1,2828,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac5,T_cac5,Tumor,Right,T_NK,Marker-inferred from raw UMI,129,277929,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac5,T_cac5,Tumor,Right,Unclassified,Marker-inferred from raw UMI,1,548,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac6,B_cac6,Normal,Left,B_Plasma,Marker-inferred from raw UMI,220,1248695,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac6,B_cac6,Normal,Left,Endothelial,Marker-inferred from raw UMI,8,13549,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac6,B_cac6,Normal,Left,Epithelial,Marker-inferred from raw UMI,185,371193,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac6,B_cac6,Normal,Left,Fibroblast,Marker-inferred from raw UMI,15,52989,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac6,B_cac6,Normal,Left,Mast,Marker-inferred from raw UMI,1,721,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac6,B_cac6,Normal,Left,Myeloid,Marker-inferred from raw UMI,12,75002,5,3,54.12184318693712,1.2855738508530872,CD36,66.66488893629503,4.2145674181511525,0.25,False
GSE200997,cac6,B_cac6,Normal,Left,T_NK,Marker-inferred from raw UMI,268,772278,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac6,B_cac6,Normal,Left,Unclassified,Marker-inferred from raw UMI,8,7228,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac6,T_cac6,Tumor,Left,B_Plasma,Marker-inferred from raw UMI,370,4591199,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac6,T_cac6,Tumor,Left,Endothelial,Marker-inferred from raw UMI,12,50176,4,2,98.41541072609475,1.0481978298292383,CD36,79.71938775510205,4.390978791218547,0.16666666666666666,False
GSE200997,cac6,T_cac6,Tumor,Left,Epithelial,Marker-inferred from raw UMI,52,410239,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac6,T_cac6,Tumor,Left,Fibroblast,Marker-inferred from raw UMI,31,209036,1,1,13.844662882458811,0.19561981616656837,CD36,4.7838649801947986,1.7550721409108974,0.03225806451612903,False
GSE200997,cac6,T_cac6,Tumor,Left,Mast,Marker-inferred from raw UMI,30,93087,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac6,T_cac6,Tumor,Left,Myeloid,Marker-inferred from raw UMI,139,822890,107,52,143.43140382765398,2.103766303632045,CD36,130.02953007084787,4.875422718185945,0.37410071942446044,True
GSE200997,cac6,T_cac6,Tumor,Left,Neutrophil,Marker-inferred from raw UMI,14,29850,14,7,429.93399427210426,3.2820638440713203,CD36,469.0117252931323,6.152757641825119,0.5,False
GSE200997,cac6,T_cac6,Tumor,Left,T_NK,Marker-inferred from raw UMI,1040,2922812,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac6,T_cac6,Tumor,Left,Unclassified,Marker-inferred from raw UMI,5,3784,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac7,B_cac7,Normal,Right,B_Plasma,Marker-inferred from raw UMI,292,1603857,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac7,B_cac7,Normal,Right,Endothelial,Marker-inferred from raw UMI,10,14170,20,1,1272.264631043257,0.9451217455440295,CD36,1411.4326040931546,7.253068747965901,0.1,False
GSE200997,cac7,B_cac7,Normal,Right,Epithelial,Marker-inferred from raw UMI,702,2217756,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac7,B_cac7,Normal,Right,Fibroblast,Marker-inferred from raw UMI,57,91052,45,13,549.4294995304817,1.6979950512469209,CD36,494.223081316171,6.205008330373368,0.22807017543859648,True
GSE200997,cac7,B_cac7,Normal,Right,Mast,Marker-inferred from raw UMI,8,6426,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac7,B_cac7,Normal,Right,Myeloid,Marker-inferred from raw UMI,12,40147,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac7,B_cac7,Normal,Right,T_NK,Marker-inferred from raw UMI,475,733798,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac7,B_cac7,Normal,Right,Unclassified,Marker-inferred from raw UMI,21,25342,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac7,T_cac7,Tumor,Right,B_Plasma,Marker-inferred from raw UMI,33,117368,2,1,10.933801300028975,0.1785192198660525,CD36,17.040419875945744,2.892614789083456,0.030303030303030304,False
GSE200997,cac7,T_cac7,Tumor,Right,Endothelial,Marker-inferred from raw UMI,1,910,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac7,T_cac7,Tumor,Right,Epithelial,Marker-inferred from raw UMI,1057,2060455,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac7,T_cac7,Tumor,Right,Fibroblast,Marker-inferred from raw UMI,23,108820,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac7,T_cac7,Tumor,Right,Mast,Marker-inferred from raw UMI,1,786,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac7,T_cac7,Tumor,Right,Myeloid,Marker-inferred from raw UMI,23,64155,10,4,87.0759890948743,1.04682853574025,CD36,155.8724962980282,5.055433349905482,0.17391304347826086,False
GSE200997,cac7,T_cac7,Tumor,Right,Neutrophil,Marker-inferred from raw UMI,1,631,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac7,T_cac7,Tumor,Right,T_NK,Marker-inferred from raw UMI,354,689028,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac7,T_cac7,Tumor,Right,Unclassified,Marker-inferred from raw UMI,9,8605,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac8,T_cac8,Tumor,Right,B_Plasma,Marker-inferred from raw UMI,308,4634064,1,1,0.3508486326727087,0.015233476729154226,CD36,0.21579330799056723,0.19539679211480954,0.003246753246753247,True
GSE200997,cac8,T_cac8,Tumor,Right,Endothelial,Marker-inferred from raw UMI,8,59106,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac8,T_cac8,Tumor,Right,Epithelial,Marker-inferred from raw UMI,305,2438500,1,1,0.2167727950142257,0.013791534533395638,CD36,0.4100881689563256,0.34365223360978353,0.003278688524590164,True
GSE200997,cac8,T_cac8,Tumor,Right,Fibroblast,Marker-inferred from raw UMI,34,332628,1,1,3.8341500072848853,0.14346911827908293,CD36,3.006361460851161,1.387883463041145,0.029411764705882353,False
GSE200997,cac8,T_cac8,Tumor,Right,Mast,Marker-inferred from raw UMI,8,20989,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac8,T_cac8,Tumor,Right,Myeloid,Marker-inferred from raw UMI,71,601507,26,13,43.33706142299542,0.9431898834558793,CD36,43.22476712656711,3.7892849743805916,0.18309859154929578,True
GSE200997,cac8,T_cac8,Tumor,Right,Neutrophil,Marker-inferred from raw UMI,11,22537,6,4,293.53635870032383,2.360637641565212,CD36,266.22886808359584,5.588105475061687,0.36363636363636365,False
GSE200997,cac8,T_cac8,Tumor,Right,T_NK,Marker-inferred from raw UMI,251,713308,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac8,T_cac8,Tumor,Right,Unclassified,Marker-inferred from raw UMI,3,1988,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac9,T_cac9,Tumor,Left,B_Plasma,Marker-inferred from raw UMI,161,771229,2,2,5.297434397352262,0.07200162691280225,CD36,2.5932634794594085,1.2790608367701881,0.012422360248447204,True
GSE200997,cac9,T_cac9,Tumor,Left,Endothelial,Marker-inferred from raw UMI,23,118845,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac9,T_cac9,Tumor,Left,Epithelial,Marker-inferred from raw UMI,199,1529121,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac9,T_cac9,Tumor,Left,Fibroblast,Marker-inferred from raw UMI,11,51678,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac9,T_cac9,Tumor,Left,Mast,Marker-inferred from raw UMI,16,61902,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac9,T_cac9,Tumor,Left,Myeloid,Marker-inferred from raw UMI,120,624712,26,19,40.30361530645773,0.83933551030693,CD36,41.61917811727644,3.7523043425163594,0.15833333333333333,True
GSE200997,cac9,T_cac9,Tumor,Left,Neutrophil,Marker-inferred from raw UMI,10,21270,1,1,32.701111837802486,0.5793047505303615,CD36,47.01457451810061,3.871504600613635,0.1,False
GSE200997,cac9,T_cac9,Tumor,Left,T_NK,Marker-inferred from raw UMI,1097,4917794,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac9,T_cac9,Tumor,Left,Unclassified,Marker-inferred from raw UMI,12,10903,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
