cohort,Patient,Sample,Class,Side,cell_type,cell_type_source,n_cells,total_library_umi,total_umi,detected_cells,mean_cpm_per_cell,mean_log1p_cpm,gene_symbol,pseudobulk_cpm,log1p_pseudobulk_cpm,detection_rate,passes_min_cells
GSE132465,SMC19,SMC19-T,Tumor,Right,Epithelial cells,GEO curated,382,5063411,441,188,127.01668158330017,2.475150133546567,CEBPB,87.09543823323843,4.478420752183127,0.49214659685863876,True
GSE132465,SMC19,SMC19-T,Tumor,Right,Myeloids,GEO curated,30,245170,72,18,393.3941354538683,3.629006116309682,CEBPB,293.6737773789615,5.685868905054943,0.6,False
GSE132465,SMC19,SMC19-T,Tumor,Right,Stromal cells,GEO curated,37,275100,294,27,1018.9370165429901,5.110229952897515,CEBPB,1068.7022900763359,6.975135655168292,0.7297297297297297,False
GSE132465,SMC19,SMC19-T,Tumor,Right,T cells,GEO curated,761,2310726,158,136,72.03834564981564,1.058589762481328,CEBPB,68.37677855358012,4.2395522085463435,0.17871222076215507,True
GSE132465,SMC20,SMC20-T,Tumor,Right,B cells,GEO curated,89,1345863,48,31,47.44457941407465,1.5343960699006378,CEBPB,35.66484850241072,3.601818489596976,0.34831460674157305,True
GSE132465,SMC20,SMC20-T,Tumor,Right,Epithelial cells,GEO curated,524,10192330,1709,416,181.52495544117465,4.058077266431207,CEBPB,167.67510471109156,5.127974407299374,0.7938931297709924,True
GSE132465,SMC20,SMC20-T,Tumor,Right,Myeloids,GEO curated,347,1862254,795,238,446.32666647649705,4.265793060350015,CEBPB,426.9020230323039,6.0588942512272155,0.6858789625360231,True
GSE132465,SMC20,SMC20-T,Tumor,Right,Stromal cells,GEO curated,374,4331938,2129,321,474.0715719067297,5.191854629616561,CEBPB,491.46594434177035,6.199425309676644,0.8582887700534759,True
GSE132465,SMC20,SMC20-T,Tumor,Right,T cells,GEO curated,347,829145,86,65,101.14584146437177,1.1608821558394777,CEBPB,103.7213032702362,4.651302566809116,0.1873198847262248,True
GSE132465,SMC21,SMC21-T,Tumor,Left,B cells,GEO curated,67,426907,12,8,28.35405267711039,0.5991839669227479,CEBPB,28.109166633482232,3.371053129160937,0.11940298507462686,True
GSE132465,SMC21,SMC21-T,Tumor,Left,Epithelial cells,GEO curated,1727,34523224,6272,1505,189.91585733320105,4.482035253476659,CEBPB,181.67480534262964,5.2077075520827885,0.8714533873769542,True
GSE132465,SMC21,SMC21-T,Tumor,Left,Myeloids,GEO curated,62,506347,220,47,395.5786735795004,4.554149535344725,CEBPB,434.48465182967414,6.07645955303013,0.7580645161290323,True
GSE132465,SMC21,SMC21-T,Tumor,Left,Stromal cells,GEO curated,4,24339,23,2,476.8784398483155,3.223712756375188,CEBPB,944.985414355561,6.8522271507042225,0.5,False
GSE132465,SMC21,SMC21-T,Tumor,Left,T cells,GEO curated,488,1608258,74,63,45.97054935002101,0.7485244974719542,CEBPB,46.01251789202976,3.8504139043766483,0.1290983606557377,True
GSE132465,SMC22,SMC22-T,Tumor,Left,B cells,GEO curated,23,152000,2,2,4.1273445561865865,0.3374247585225433,CEBPB,13.157894736842104,2.650272400435399,0.08695652173913043,False
GSE132465,SMC22,SMC22-T,Tumor,Left,Epithelial cells,GEO curated,1902,45030035,6013,1517,128.91814908341016,3.856435480644514,CEBPB,133.53309629894804,4.901810237909009,0.7975814931650894,True
GSE132465,SMC22,SMC22-T,Tumor,Left,Myeloids,GEO curated,86,489899,146,48,338.1686183984198,3.3574113738259856,CEBPB,298.02061241194616,5.700512508847179,0.5581395348837209,True
GSE132465,SMC22,SMC22-T,Tumor,Left,Stromal cells,GEO curated,16,139049,47,7,375.9350459126845,2.770422236213644,CEBPB,338.0103416781135,5.826030613340253,0.4375,False
GSE132465,SMC22,SMC22-T,Tumor,Left,T cells,GEO curated,336,963590,69,59,78.27263234522144,1.0580465883128924,CEBPB,71.60721883788749,4.285064349916368,0.17559523809523808,True
GSE132465,SMC23,SMC23-T,Tumor,Right,B cells,GEO curated,118,1512058,34,29,16.465773970096933,1.0172915588180838,CEBPB,22.485909932026416,3.1564006639711493,0.2457627118644068,True
GSE132465,SMC23,SMC23-T,Tumor,Right,Epithelial cells,GEO curated,639,6660762,593,267,128.23090675713473,2.1719301785831453,CEBPB,89.02885285497365,4.500130206230629,0.41784037558685444,True
GSE132465,SMC23,SMC23-T,Tumor,Right,Myeloids,GEO curated,242,1886877,655,172,364.5365135038164,4.249725506076354,CEBPB,347.13444490552376,5.852588741101376,0.7107438016528925,True
GSE132465,SMC23,SMC23-T,Tumor,Right,Stromal cells,GEO curated,33,391552,100,23,225.3677328836072,3.8321781909255055,CEBPB,255.3939195815626,5.546715010184831,0.696969696969697,False
GSE132465,SMC23,SMC23-T,Tumor,Right,T cells,GEO curated,607,1916548,119,102,59.398489820325985,0.9692885097083269,CEBPB,62.0908007521857,4.144574970522583,0.16803953871499178,True
GSE132465,SMC24,SMC24-T,Tumor,Right,B cells,GEO curated,161,1219195,36,28,34.464685123286806,0.8527988653203536,CEBPB,29.527680149606912,3.418633817931341,0.17391304347826086,True
GSE132465,SMC24,SMC24-T,Tumor,Right,Epithelial cells,GEO curated,317,5969189,473,196,80.24076696501446,2.8378857398779984,CEBPB,79.24024519913844,4.3850251994707765,0.6182965299684543,True
GSE132465,SMC24,SMC24-T,Tumor,Right,Myeloids,GEO curated,379,2426232,1000,274,494.2434750985678,4.491273268961265,CEBPB,412.16173886091684,6.0238391358160825,0.7229551451187335,True
GSE132465,SMC24,SMC24-T,Tumor,Right,Stromal cells,GEO curated,55,842647,213,42,313.1604398278296,4.2293775852659055,CEBPB,252.774886755664,5.536447601431262,0.7636363636363637,True
GSE132465,SMC24,SMC24-T,Tumor,Right,T cells,GEO curated,668,2032399,180,147,94.88351501410209,1.3143844914131078,CEBPB,88.56528663909006,4.494967819009068,0.22005988023952097,True
GSE132465,SMC25,SMC25-T,Tumor,Left,B cells,GEO curated,257,1677009,44,33,31.274428159626762,0.6535024455749534,CEBPB,26.237187755104475,3.3045832364181345,0.12840466926070038,True
GSE132465,SMC25,SMC25-T,Tumor,Left,Epithelial cells,GEO curated,416,10083173,851,275,77.29259618566576,2.9619442058187273,CEBPB,84.39803621340226,4.4473231053709075,0.6610576923076923,True
GSE132465,SMC25,SMC25-T,Tumor,Left,Myeloids,GEO curated,76,480862,168,59,407.08645172521636,4.646736041071638,CEBPB,349.3725850659857,5.858997117034473,0.7763157894736842,True
GSE132465,SMC25,SMC25-T,Tumor,Left,Stromal cells,GEO curated,27,190601,35,9,129.33822682323108,1.897317208065503,CEBPB,183.62967665437222,5.218352071089281,0.3333333333333333,False
GSE132465,SMC25,SMC25-T,Tumor,Left,T cells,GEO curated,856,2045354,75,67,40.499227443866175,0.48256230499619585,CEBPB,36.66846912563791,3.6288233817923596,0.07827102803738317,True
GSE188711,JCA,JCA,Tumor,Left,B_Plasma,Marker-inferred from 10X UMI,843,8171637,405,185,49.28781723397323,1.0738416064671235,CEBPB,49.56167289369315,3.9231938365873757,0.21945432977461446,True
GSE188711,JCA,JCA,Tumor,Left,Endothelial,Marker-inferred from 10X UMI,62,489334,36,12,51.44653802397803,1.0043940829788616,CEBPB,73.56938205806259,4.311729994784914,0.1935483870967742,True
GSE188711,JCA,JCA,Tumor,Left,Epithelial,Marker-inferred from 10X UMI,2223,33223638,3208,1022,105.25912463982587,2.296346047729486,CEBPB,96.55775806370151,4.580444593006813,0.4597390913180387,True
GSE188711,JCA,JCA,Tumor,Left,Fibroblast,Marker-inferred from 10X UMI,167,1483108,1237,123,755.7029915442362,4.901703561104593,CEBPB,834.0592863095608,6.7275027238986995,0.7365269461077845,True
GSE188711,JCA,JCA,Tumor,Left,Mast,Marker-inferred from 10X UMI,43,163847,26,14,129.13630026928703,1.879259287697641,CEBPB,158.6846265113185,5.073200785786453,0.32558139534883723,False
GSE188711,JCA,JCA,Tumor,Left,Myeloid,Marker-inferred from 10X UMI,386,2847016,2261,273,806.8901354579017,4.770577920834259,CEBPB,794.16483785128,6.678549436370857,0.7072538860103627,True
GSE188711,JCA,JCA,Tumor,Left,Neutrophil,Marker-inferred from 10X UMI,246,404867,562,163,1522.3785151998354,4.90947451454224,CEBPB,1388.110169512457,7.2364186553127325,0.6626016260162602,True
GSE188711,JCA,JCA,Tumor,Left,T_NK,Marker-inferred from 10X UMI,1005,3935276,317,223,88.59603508564476,1.2783020391858393,CEBPB,80.55343513390166,4.4012584512197455,0.2218905472636816,True
GSE188711,JCA,JCA,Tumor,Left,Unclassified,Marker-inferred from 10X UMI,21,21156,2,2,117.9969906070638,0.6778166833130653,CEBPB,94.53582907922103,4.559501350731074,0.09523809523809523,False
GSE188711,LS-CRC3,LS-CRC3,Tumor,Left,B_Plasma,Marker-inferred from 10X UMI,1329,9387302,421,253,57.75107204939625,0.9944945720448647,CEBPB,44.84781676353866,3.825327580633935,0.19036869826937547,True
GSE188711,LS-CRC3,LS-CRC3,Tumor,Left,Endothelial,Marker-inferred from 10X UMI,237,1363064,123,42,77.64281268208317,0.959336696683001,CEBPB,90.2378758444211,4.513470116176539,0.17721518987341772,True
GSE188711,LS-CRC3,LS-CRC3,Tumor,Left,Epithelial,Marker-inferred from 10X UMI,459,8085764,1215,235,147.964249858847,2.683973922859786,CEBPB,150.2640937826036,5.019027274603517,0.5119825708061002,True
GSE188711,LS-CRC3,LS-CRC3,Tumor,Left,Fibroblast,Marker-inferred from 10X UMI,696,4619265,3958,542,795.9638992776731,5.166620199840805,CEBPB,856.8462731625053,6.754424914627045,0.7787356321839081,True
GSE188711,LS-CRC3,LS-CRC3,Tumor,Left,Mast,Marker-inferred from 10X UMI,103,464267,94,38,148.43689765370328,2.1330554473912673,CEBPB,202.46969954788946,5.315517097225887,0.36893203883495146,True
GSE188711,LS-CRC3,LS-CRC3,Tumor,Left,Myeloid,Marker-inferred from 10X UMI,1321,8426403,8784,1019,1060.057981649765,5.314939564441469,CEBPB,1042.437680704329,6.950276003319706,0.7713853141559425,True
GSE188711,LS-CRC3,LS-CRC3,Tumor,Left,Neutrophil,Marker-inferred from 10X UMI,162,333915,525,115,1628.6280540493906,5.267831985375195,CEBPB,1572.2564125600827,7.36090289839434,0.7098765432098766,True
GSE188711,LS-CRC3,LS-CRC3,Tumor,Left,T_NK,Marker-inferred from 10X UMI,2167,7306819,641,474,97.76365688599773,1.288767605719731,CEBPB,87.72627322505183,4.485556048669685,0.21873557914167052,True
GSE188711,LS-CRC3,LS-CRC3,Tumor,Left,Unclassified,Marker-inferred from 10X UMI,28,45120,4,3,115.02826605142029,0.743616759658867,CEBPB,88.65248226950355,4.4959408881173895,0.10714285714285714,False
GSE188711,RS-CRC1,RS-CRC1,Tumor,Right,B_Plasma,Marker-inferred from 10X UMI,1373,19531385,831,400,72.04438561889255,1.3763199498642138,CEBPB,42.54690591578631,3.7738386540647313,0.29133284777858703,True
GSE188711,RS-CRC1,RS-CRC1,Tumor,Right,Endothelial,Marker-inferred from 10X UMI,91,894597,94,27,66.89702017610917,1.494478415949889,CEBPB,105.07524617229882,4.664148711823842,0.2967032967032967,True
GSE188711,RS-CRC1,RS-CRC1,Tumor,Right,Epithelial,Marker-inferred from 10X UMI,437,7956128,906,126,86.19984337709546,1.4810496276207625,CEBPB,113.87448769049468,4.743840120953129,0.28832951945080093,True
GSE188711,RS-CRC1,RS-CRC1,Tumor,Right,Fibroblast,Marker-inferred from 10X UMI,195,1820946,1550,136,689.2295293859396,4.504222158933074,CEBPB,851.2059116525147,6.747828177972654,0.6974358974358974,True
GSE188711,RS-CRC1,RS-CRC1,Tumor,Right,Mast,Marker-inferred from 10X UMI,157,708420,157,65,261.1459140246621,2.4738099573203045,CEBPB,221.61994297168346,5.405466025896165,0.4140127388535032,True
GSE188711,RS-CRC1,RS-CRC1,Tumor,Right,Myeloid,Marker-inferred from 10X UMI,644,5158257,4366,413,863.4648063609511,4.307946708551015,CEBPB,846.4099404120423,6.74218456860754,0.6413043478260869,True
GSE188711,RS-CRC1,RS-CRC1,Tumor,Right,Neutrophil,Marker-inferred from 10X UMI,374,624089,1559,307,2902.16631710458,6.426112574741005,CEBPB,2498.0411447726206,7.82366239519426,0.820855614973262,True
GSE188711,RS-CRC1,RS-CRC1,Tumor,Right,T_NK,Marker-inferred from 10X UMI,2937,14289283,1625,1017,118.9464680065995,1.9488788919579612,CEBPB,113.7215912093,4.742508247129072,0.34627170582226763,True
GSE188711,RS-CRC1,RS-CRC1,Tumor,Right,Unclassified,Marker-inferred from 10X UMI,38,40452,10,7,237.6013924149545,1.2905550387424298,CEBPB,247.20656580638783,5.514261326112749,0.18421052631578946,False
GSE188711,R_CRC3,R_CRC3,Tumor,Right,B_Plasma,Marker-inferred from 10X UMI,2130,14241551,685,445,59.198585124093476,1.1090525523063266,CEBPB,48.0986937448035,3.893832430471094,0.20892018779342722,True
GSE188711,R_CRC3,R_CRC3,Tumor,Right,Endothelial,Marker-inferred from 10X UMI,86,447562,40,20,113.1854701262454,1.3378854236628237,CEBPB,89.37309244305817,4.5039465731254165,0.23255813953488372,True
GSE188711,R_CRC3,R_CRC3,Tumor,Right,Epithelial,Marker-inferred from 10X UMI,470,9022703,2132,259,225.03074553414658,3.030362113016903,CEBPB,236.2928271051369,5.4692949358678735,0.551063829787234,True
GSE188711,R_CRC3,R_CRC3,Tumor,Right,Fibroblast,Marker-inferred from 10X UMI,75,386462,261,49,602.1505208654501,4.300148537212699,CEBPB,675.3574736972846,6.516721743518189,0.6533333333333333,True
GSE188711,R_CRC3,R_CRC3,Tumor,Right,Mast,Marker-inferred from 10X UMI,61,245373,58,32,304.7756596884344,3.2244872018150352,CEBPB,236.37482526602358,5.469640433022747,0.5245901639344263,True
GSE188711,R_CRC3,R_CRC3,Tumor,Right,Myeloid,Marker-inferred from 10X UMI,241,1307268,1015,151,786.0404703017649,4.265581757920676,CEBPB,776.428398767506,6.65599154819534,0.6265560165975104,True
GSE188711,R_CRC3,R_CRC3,Tumor,Right,Neutrophil,Marker-inferred from 10X UMI,116,113204,234,87,2455.8130612622676,5.838652398556807,CEBPB,2067.0647680293982,7.634368554301037,0.75,True
GSE188711,R_CRC3,R_CRC3,Tumor,Right,T_NK,Marker-inferred from 10X UMI,1286,3841663,597,381,159.3781141894139,1.8070439074103763,CEBPB,155.4014498408632,5.052426098150489,0.2962674961119751,True
GSE188711,R_CRC3,R_CRC3,Tumor,Right,Unclassified,Marker-inferred from 10X UMI,31,31638,24,4,263.31440512001456,0.9735721752345794,CEBPB,758.5814526834819,6.6327675614250206,0.12903225806451613,False
GSE188711,R_CRC4,R_CRC4,Tumor,Right,B_Plasma,Marker-inferred from 10X UMI,1070,6243611,306,198,82.93070428691532,1.0315349866532038,CEBPB,49.010100084710594,3.9122249867227628,0.18504672897196262,True
GSE188711,R_CRC4,R_CRC4,Tumor,Right,Endothelial,Marker-inferred from 10X UMI,137,576985,43,17,35.78573350725012,0.6779844453925135,CEBPB,74.52533428078719,4.324468153357442,0.12408759124087591,True
GSE188711,R_CRC4,R_CRC4,Tumor,Right,Epithelial,Marker-inferred from 10X UMI,2468,25974252,1656,808,69.0671986418837,1.6118260234094033,CEBPB,63.755445200115865,4.170617792798483,0.3273905996758509,True
GSE188711,R_CRC4,R_CRC4,Tumor,Right,Fibroblast,Marker-inferred from 10X UMI,415,1531285,547,202,378.1935515274041,3.0886816448462557,CEBPB,357.21632485135035,5.881137063270837,0.4867469879518072,True
GSE188711,R_CRC4,R_CRC4,Tumor,Right,Mast,Marker-inferred from 10X UMI,280,795425,188,113,292.5366573870135,2.522459483048639,CEBPB,236.35163591790553,5.469542737402079,0.4035714285714286,True
GSE188711,R_CRC4,R_CRC4,Tumor,Right,Myeloid,Marker-inferred from 10X UMI,590,2833569,2171,379,850.4864961453568,4.307209592030653,CEBPB,766.1715666708664,6.642710461713086,0.6423728813559322,True
GSE188711,R_CRC4,R_CRC4,Tumor,Right,Neutrophil,Marker-inferred from 10X UMI,45,92196,148,30,3430.8307511930334,5.206487411925375,CEBPB,1605.2757169508438,7.381673559068417,0.6666666666666666,False
GSE188711,R_CRC4,R_CRC4,Tumor,Right,T_NK,Marker-inferred from 10X UMI,1389,2979801,395,287,140.31631181108116,1.3107018589399284,CEBPB,132.55918767729793,4.89454473297623,0.2066234701223902,True
GSE188711,R_CRC4,R_CRC4,Tumor,Right,Unclassified,Marker-inferred from 10X UMI,77,266967,3,2,61.429253975837824,0.20111361707337277,CEBPB,11.237343941386014,2.5044922552838758,0.025974025974025976,True
GSE188711,WGC,WGC,Tumor,Left,B_Plasma,Marker-inferred from 10X UMI,1406,16181665,390,260,34.31054661908291,0.8534964485886655,CEBPB,24.10135174594209,3.2229216991076446,0.18492176386913228,True
GSE188711,WGC,WGC,Tumor,Left,Endothelial,Marker-inferred from 10X UMI,53,383451,27,11,72.10505969933857,1.0993576347070566,CEBPB,70.41316882730779,4.268482289696312,0.20754716981132076,True
GSE188711,WGC,WGC,Tumor,Left,Epithelial,Marker-inferred from 10X UMI,906,11856735,1493,324,109.35956637799792,1.876535201789084,CEBPB,125.91999399497416,4.8435569194015216,0.3576158940397351,True
GSE188711,WGC,WGC,Tumor,Left,Fibroblast,Marker-inferred from 10X UMI,169,1185653,774,88,460.5430154593395,3.326372215073937,CEBPB,652.8048256952076,6.482808875258906,0.5207100591715976,True
GSE188711,WGC,WGC,Tumor,Left,Mast,Marker-inferred from 10X UMI,47,134610,16,10,136.06512261067556,1.2350997001129256,CEBPB,118.86189733303618,4.7863402244812265,0.2127659574468085,False
GSE188711,WGC,WGC,Tumor,Left,Myeloid,Marker-inferred from 10X UMI,354,2229173,1360,204,565.6720590453333,3.6947446089529894,CEBPB,610.0917245992124,6.415247069998038,0.576271186440678,True
GSE188711,WGC,WGC,Tumor,Left,Neutrophil,Marker-inferred from 10X UMI,259,359662,514,165,1990.6108458927781,4.945052531990256,CEBPB,1429.1195622556734,7.2655133297278365,0.637065637065637,True
GSE188711,WGC,WGC,Tumor,Left,T_NK,Marker-inferred from 10X UMI,1541,5744610,368,285,68.04081417266498,1.0555905621487587,CEBPB,64.06004933320104,4.175310679317298,0.18494484101232966,True
GSE188711,WGC,WGC,Tumor,Left,Unclassified,Marker-inferred from 10X UMI,36,56023,3,3,79.7520597016529,0.5714069527436797,CEBPB,53.549435053460186,3.999107355735262,0.08333333333333333,False
GSE200997,cac1,T_cac1,Tumor,Right,B_Plasma,Marker-inferred from raw UMI,131,798665,10,9,11.800479979939084,0.3342767000098991,CEBPB,12.520894242266783,2.6042362106070165,0.06870229007633588,True
GSE200997,cac1,T_cac1,Tumor,Right,Endothelial,Marker-inferred from raw UMI,31,104559,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac1,T_cac1,Tumor,Right,Epithelial,Marker-inferred from raw UMI,1278,5835572,178,149,48.493542499488136,0.6340615244189011,CEBPB,30.50257969570078,3.4500694375799785,0.11658841940532082,True
GSE200997,cac1,T_cac1,Tumor,Right,Fibroblast,Marker-inferred from raw UMI,99,411958,87,48,199.76092991385306,2.8162069376549974,CEBPB,211.1865772724404,5.357465969101158,0.48484848484848486,True
GSE200997,cac1,T_cac1,Tumor,Right,Mast,Marker-inferred from raw UMI,1,1517,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac1,T_cac1,Tumor,Right,Myeloid,Marker-inferred from raw UMI,78,238870,42,26,207.8393082168349,2.025520655158974,CEBPB,175.82785615606815,5.175176695236497,0.3333333333333333,True
GSE200997,cac1,T_cac1,Tumor,Right,Neutrophil,Marker-inferred from raw UMI,2,1117,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac1,T_cac1,Tumor,Right,T_NK,Marker-inferred from raw UMI,70,93950,6,6,70.06618325854319,0.570936105534272,CEBPB,63.86375731772219,4.172289028860922,0.08571428571428572,True
GSE200997,cac1,T_cac1,Tumor,Right,Unclassified,Marker-inferred from raw UMI,6,4813,1,1,283.4467120181406,1.2398952395435638,CEBPB,207.7706212341575,5.341236143207357,0.16666666666666666,False
GSE200997,cac10,B_cac10,Normal,Left,B_Plasma,Marker-inferred from raw UMI,1312,3929709,53,50,14.583845362518032,0.21549934459316009,CEBPB,13.48700374506102,2.6732519540713207,0.038109756097560975,True
GSE200997,cac10,B_cac10,Normal,Left,Endothelial,Marker-inferred from raw UMI,5,11983,1,1,58.89281507656066,1.1377094514294046,CEBPB,83.45155637152632,4.436178072586964,0.2,False
GSE200997,cac10,B_cac10,Normal,Left,Epithelial,Marker-inferred from raw UMI,364,674973,22,20,45.46363942682284,0.350683942784712,CEBPB,32.59389634844653,3.5143443941714207,0.054945054945054944,True
GSE200997,cac10,B_cac10,Normal,Left,Fibroblast,Marker-inferred from raw UMI,15,41628,2,2,52.21580929632462,0.7650236364865516,CEBPB,48.04458537522821,3.892729790014354,0.13333333333333333,False
GSE200997,cac10,B_cac10,Normal,Left,Mast,Marker-inferred from raw UMI,5,8692,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac10,B_cac10,Normal,Left,Myeloid,Marker-inferred from raw UMI,12,27021,2,1,29.071457642886216,0.4881271587532538,CEBPB,74.01650568076681,4.317708165066754,0.08333333333333333,False
GSE200997,cac10,B_cac10,Normal,Left,T_NK,Marker-inferred from raw UMI,1047,2333069,51,49,25.988690058502367,0.2871429780810825,CEBPB,21.85961923972244,3.129372002047828,0.04680038204393505,True
GSE200997,cac10,B_cac10,Normal,Left,Unclassified,Marker-inferred from raw UMI,83,53014,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,True
GSE200997,cac10,T_cac10,Tumor,Left,B_Plasma,Marker-inferred from raw UMI,286,1313702,27,24,30.54066068501535,0.46160550881273893,CEBPB,20.552606298840985,3.070496751178447,0.08391608391608392,True
GSE200997,cac10,T_cac10,Tumor,Left,Epithelial,Marker-inferred from raw UMI,56,196300,12,7,42.981062480567196,0.6926193383937946,CEBPB,61.130922058074376,4.129243804752126,0.125,True
GSE200997,cac10,T_cac10,Tumor,Left,Fibroblast,Marker-inferred from raw UMI,1,5108,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac10,T_cac10,Tumor,Left,Mast,Marker-inferred from raw UMI,2,1366,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac10,T_cac10,Tumor,Left,Myeloid,Marker-inferred from raw UMI,7,19644,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac10,T_cac10,Tumor,Left,T_NK,Marker-inferred from raw UMI,341,940715,56,50,63.88575269440844,0.8766482667308468,CEBPB,59.52918790494464,4.103125693407592,0.1466275659824047,True
GSE200997,cac10,T_cac10,Tumor,Left,Unclassified,Marker-inferred from raw UMI,8,5982,1,1,168.01075268817203,0.9005266558125479,CEBPB,167.16817118020728,5.124964497647718,0.125,False
GSE200997,cac11,B_cac11,Normal,Right,B_Plasma,Marker-inferred from raw UMI,1653,8450160,132,123,18.06384711914509,0.3913041673006583,CEBPB,15.621005992785935,2.8106673166439853,0.07441016333938294,True
GSE200997,cac11,B_cac11,Normal,Right,Endothelial,Marker-inferred from raw UMI,15,36942,1,1,18.335166850018332,0.37470003389323847,CEBPB,27.069460234962914,3.334682160939278,0.06666666666666667,False
GSE200997,cac11,B_cac11,Normal,Right,Epithelial,Marker-inferred from raw UMI,458,618116,37,34,72.17233479003825,0.5007882387343957,CEBPB,59.85931443288962,4.108564879746976,0.07423580786026202,True
GSE200997,cac11,B_cac11,Normal,Right,Fibroblast,Marker-inferred from raw UMI,26,123849,28,12,228.15134534548636,2.739638401820734,CEBPB,226.0817608539431,5.4253101326054844,0.46153846153846156,False
GSE200997,cac11,B_cac11,Normal,Right,Mast,Marker-inferred from raw UMI,4,5681,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac11,B_cac11,Normal,Right,Myeloid,Marker-inferred from raw UMI,20,82119,11,6,132.15846549385842,1.7364452791423433,CEBPB,133.95194778309528,4.9049187727284735,0.3,False
GSE200997,cac11,B_cac11,Normal,Right,Neutrophil,Marker-inferred from raw UMI,2,17878,6,2,357.98484986927593,5.531564364336916,CEBPB,335.6080098445016,5.818919077803053,1.0,False
GSE200997,cac11,B_cac11,Normal,Right,T_NK,Marker-inferred from raw UMI,2456,9952084,355,310,38.1718970107964,0.7094343876676655,CEBPB,35.67092078402875,3.601984091776949,0.1262214983713355,True
GSE200997,cac11,B_cac11,Normal,Right,Unclassified,Marker-inferred from raw UMI,11,7819,1,1,181.45527127563057,0.6908550301291646,CEBPB,127.89359253101419,4.858987199873419,0.09090909090909091,False
GSE200997,cac11,T_cac11,Tumor,Right,B_Plasma,Marker-inferred from raw UMI,551,4004059,60,57,18.650187991462907,0.5086801098917353,CEBPB,14.984794180105737,2.771637906614443,0.10344827586206896,True
GSE200997,cac11,T_cac11,Tumor,Right,Epithelial,Marker-inferred from raw UMI,833,3624130,111,96,37.51713035002329,0.6256863082630046,CEBPB,30.628040384864782,3.454044081078511,0.11524609843937575,True
GSE200997,cac11,T_cac11,Tumor,Right,Fibroblast,Marker-inferred from raw UMI,8,49620,11,4,146.1488677742753,2.752727517298637,CEBPB,221.68480451430875,5.405757338950653,0.5,False
GSE200997,cac11,T_cac11,Tumor,Right,Mast,Marker-inferred from raw UMI,6,18554,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac11,T_cac11,Tumor,Right,Myeloid,Marker-inferred from raw UMI,40,208021,49,17,296.43682702390754,2.639986503786106,CEBPB,235.55314126939106,5.466172881504483,0.425,False
GSE200997,cac11,T_cac11,Tumor,Right,Neutrophil,Marker-inferred from raw UMI,3,7872,1,1,188.32391713747646,2.1128480559307867,CEBPB,127.03252032520325,4.85228429669121,0.3333333333333333,False
GSE200997,cac11,T_cac11,Tumor,Right,T_NK,Marker-inferred from raw UMI,1408,6144560,207,184,33.801464732618065,0.7134214895206927,CEBPB,33.68833569856914,3.5464034834274427,0.13068181818181818,True
GSE200997,cac11,T_cac11,Tumor,Right,Unclassified,Marker-inferred from raw UMI,17,14706,3,3,187.03347377948327,1.224989164479767,CEBPB,203.9983680130559,5.3230020181947975,0.17647058823529413,False
GSE200997,cac12,T_cac12,Tumor,Right,B_Plasma,Marker-inferred from raw UMI,1199,6789661,128,117,25.65517854009152,0.5049638463677938,CEBPB,18.852193062363497,2.988314482761701,0.097581317764804,True
GSE200997,cac12,T_cac12,Tumor,Right,Endothelial,Marker-inferred from raw UMI,4,7819,2,2,268.262109965577,3.1246869837520825,CEBPB,255.78718506202839,5.548247668164208,0.5,False
GSE200997,cac12,T_cac12,Tumor,Right,Epithelial,Marker-inferred from raw UMI,348,1267640,61,46,43.91278266242037,0.7125160420903267,CEBPB,48.12091761067811,3.8942849646635467,0.13218390804597702,True
GSE200997,cac12,T_cac12,Tumor,Right,Fibroblast,Marker-inferred from raw UMI,2,14048,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac12,T_cac12,Tumor,Right,Mast,Marker-inferred from raw UMI,2,4110,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac12,T_cac12,Tumor,Right,Myeloid,Marker-inferred from raw UMI,38,107998,24,10,226.37539072398073,1.6719743230961959,CEBPB,222.22633752476898,5.408186223208687,0.2631578947368421,False
GSE200997,cac12,T_cac12,Tumor,Right,Neutrophil,Marker-inferred from raw UMI,1,557,1,1,1795.3321364452424,7.493502162970069,CEBPB,1795.3321364452424,7.493502162970069,1.0,False
GSE200997,cac12,T_cac12,Tumor,Right,T_NK,Marker-inferred from raw UMI,2439,5578411,341,300,63.129238789176966,0.7536806696817695,CEBPB,61.128518497471774,4.129205118587241,0.12300123001230012,True
