ChemicalID,ChemicalName,display_name,chemical_class,screen_rank,odds_ratio,bh_fdr,minus_log10_bh_fdr,crc_overlap,n_ctd_human_genes,stable_for_primary_sort,degree_matched_empirical_p,degree_matched_bh_fdr
C028044,epoxy resin AH-26,epoxy resin AH-26,heavy_metals,178,0.0,1.0,-0.0,0,3,False,1.0,1.0
C028519,"2,6-dimethylnaphthalene","2,6-dimethylnaphthalene",pahs,179,0.0,1.0,-0.0,0,5,False,1.0,1.0
C029126,"9,10-dimethylanthracene","9,10-dimethylanthracene",pahs,180,0.0,1.0,-0.0,0,1,False,1.0,1.0
C029823,mercuric acetate,mercuric acetate,heavy_metals,181,0.0,1.0,-0.0,0,1,False,1.0,1.0
C030174,tetrachloropalladium,tetrachloropalladium,heavy_metals,182,0.0,1.0,-0.0,0,2,False,1.0,1.0
C031195,"dibenzo(a,h)pyrene","dibenzo(a,h)pyrene",pahs,183,0.0,1.0,-0.0,0,1,False,1.0,1.0
C031895,lead chromate,lead chromate,heavy_metals,184,0.0,1.0,-0.0,0,1,False,1.0,1.0
C031969,"1,4-dimethylnaphthalene","1,4-dimethylnaphthalene",pahs,185,0.0,1.0,-0.0,0,1,False,1.0,1.0
C033093,perfluoropropionic acid,perfluoropropionic acid,pfas_perfluoro,186,0.0,1.0,-0.0,0,4,False,1.0,1.0
C036042,dicyclohexyl phthalate,dicyclohexyl phthalate,phthalates,187,0.0,1.0,-0.0,0,30,False,1.0,1.0
C037431,phthalimide,phthalimide,phthalates,188,0.0,1.0,-0.0,0,1,False,1.0,1.0
C037554,antimony trioxide,antimony trioxide,heavy_metals,189,0.0,1.0,-0.0,0,8,False,1.0,1.0
C041507,1-methylphenanthrene,1-methylphenanthrene,pahs,190,0.0,1.0,-0.0,0,22,False,1.0,1.0
C041509,fluorene,fluorene,pahs,191,0.0,1.0,-0.0,0,9,False,1.0,1.0
C041511,benzo(a)fluorene,benzo(a)fluorene,pahs,192,0.0,1.0,-0.0,0,8,False,1.0,1.0
C041512,benzo(b)fluorene,benzo(b)fluorene,pahs,193,0.0,1.0,-0.0,0,9,False,1.0,1.0
C041513,benzo(c)fluorene,benzo(c)fluorene,pahs,194,0.0,1.0,-0.0,0,7,False,1.0,1.0
C042552,acenaphthene,acenaphthene,pahs,195,0.0,1.0,-0.0,0,8,False,1.0,1.0
C042553,acenaphthylene,acenaphthylene,pahs,196,0.0,1.0,-0.0,0,8,False,1.0,1.0
C042881,1-ethynylpyrene,1-ethynylpyrene,pahs,197,0.0,1.0,-0.0,0,1,False,1.0,1.0
C043103,phthalic anhydride,phthalic anhydride,phthalates,198,0.0,1.0,-0.0,0,10,False,1.0,1.0
C044659,molybdate,molybdate,heavy_metals,199,0.0,1.0,-0.0,0,8,False,1.0,1.0
C045076,Fenton's reagent,Fenton's reagent,heavy_metals,200,0.0,1.0,-0.0,0,2,False,1.0,1.0
C046962,9-methylanthracene,9-methylanthracene,pahs,201,0.0,1.0,-0.0,0,1,False,1.0,1.0
C047249,6-methylchrysene,6-methylchrysene,pahs,202,0.0,1.0,-0.0,0,3,False,1.0,1.0
C049051,ferric pyrophosphate,ferric pyrophosphate,heavy_metals,203,0.0,1.0,-0.0,0,2,False,1.0,1.0
C050718,dentinol,dentinol,heavy_metals,204,0.0,1.0,-0.0,0,1,False,1.0,1.0
C051070,"4-methylcyclohexyl-1,6-dicarboxylic acid anhydride","4-methylcyclohexyl-1,6-dicarboxylic acid anhydride",phthalates,205,0.0,1.0,-0.0,0,2,False,1.0,1.0
C051446,3-methylcholanthrylene,3-methylcholanthrylene,pahs,206,0.0,1.0,-0.0,0,1,False,1.0,1.0
C053035,1-methylpyrene,1-methylpyrene,pahs,207,0.0,1.0,-0.0,0,4,False,1.0,1.0
C053036,1-methylfluorene,1-methylfluorene,pahs,208,0.0,1.0,-0.0,0,1,False,1.0,1.0
C054672,antimony trichloride,antimony trichloride,heavy_metals,209,0.0,1.0,-0.0,0,6,False,1.0,1.0
C058039,hexafluoron,hexafluoron,pfas_perfluoro,210,0.0,1.0,-0.0,0,3,False,1.0,1.0
C059768,isophthalate,isophthalate,phthalates,211,0.0,1.0,-0.0,0,2,False,1.0,1.0
C063006,norflurane,norflurane,pfas_perfluoro,212,0.0,1.0,-0.0,0,1,False,1.0,1.0
C065011,1-vinylpyrene,1-vinylpyrene,pahs,213,0.0,1.0,-0.0,0,1,False,1.0,1.0
C065012,2-ethynylnaphthalene,2-ethynylnaphthalene,pahs,214,0.0,1.0,-0.0,0,2,False,1.0,1.0
C082290,molybdenum trioxide,molybdenum trioxide,heavy_metals,215,0.0,1.0,-0.0,0,2,False,1.0,1.0
C086511,RU 58668,RU 58668,pfas_perfluoro,216,0.0,1.0,-0.0,0,7,False,1.0,1.0
C091696,antimony oxide,antimony oxide,heavy_metals,217,0.0,1.0,-0.0,0,1,False,1.0,1.0
C093581,indene,indene,pahs,218,0.0,1.0,-0.0,0,2,False,1.0,1.0
C093582,indan,indan,pahs,219,0.0,1.0,-0.0,0,1,False,1.0,1.0
C095210,tetralin,tetralin,pahs,220,0.0,1.0,-0.0,0,3,False,1.0,1.0
C096666,9-ethynylphenanthrene,9-ethynylphenanthrene,pahs,221,0.0,1.0,-0.0,0,1,False,1.0,1.0
C098123,"3,3-bis(trifluoromethyl)bicyclo(2.2.1)heptane-2,2-dicarbonitrile","3,3-bis(trifluoromethyl)bicyclo(2.2.1)heptane-2,2-dicarbonitrile",pfas_perfluoro,222,0.0,1.0,-0.0,0,1,False,1.0,1.0
C099343,cuprous sulfide,cuprous sulfide,heavy_metals,223,0.0,1.0,-0.0,0,3,False,1.0,1.0
C100422,benzo(g)chrysene,benzo(g)chrysene,pahs,224,0.0,1.0,-0.0,0,1,False,1.0,1.0
C110144,benzo(c)chrysene,benzo(c)chrysene,pahs,225,0.0,1.0,-0.0,0,1,False,1.0,1.0
C113497,dimethyl-W84,dimethyl-W84,phthalates,226,0.0,1.0,-0.0,0,2,False,1.0,1.0
C115112,CC 3052,CC 3052,phthalates,227,0.0,1.0,-0.0,0,1,False,1.0,1.0
C115612,single bond,single bond,bisphenols,228,0.0,1.0,-0.0,0,2,False,1.0,1.0
C116689,"heptane-1,7-bis-(dimethyl-3'-phthalimidopropyl)ammonium bromide","heptane-1,7-bis-(dimethyl-3'-phthalimidopropyl)ammonium bromide",phthalates,229,0.0,1.0,-0.0,0,1,False,1.0,1.0
C117619,"1,2-dimethylnaphthalene","1,2-dimethylnaphthalene",pahs,230,0.0,1.0,-0.0,0,1,False,1.0,1.0
C402363,1-(1-propynyl)pyrene,1-(1-propynyl)pyrene,pahs,231,0.0,1.0,-0.0,0,1,False,1.0,1.0
C434863,corannulene,corannulene,pahs,232,0.0,1.0,-0.0,0,3,False,1.0,1.0
C447880,retene,retene,pahs,233,0.0,1.0,-0.0,0,9,False,1.0,1.0
C466921,"1,6-dimethylnaphthalene","1,6-dimethylnaphthalene",pahs,234,0.0,1.0,-0.0,0,1,False,1.0,1.0
C501268,"naphtho(2,3-a)pyrene","naphtho(2,3-a)pyrene",pahs,235,0.0,1.0,-0.0,0,4,False,1.0,1.0
C502587,"(N-N'-bis-(2-(1H-indol-3-yl)-ethyl)-N,N'-bis-(3-thiomorpholin-4-yl-propyl)-phthalamide)","(N-N'-bis-(2-(1H-indol-3-yl)-ethyl)-N,N'-bis-(3-thiomorpholin-4-yl-propyl)-phthalamide)",phthalates,236,0.0,1.0,-0.0,0,3,False,1.0,1.0
C508802,NSC 401077,NSC 401077,phthalates,237,0.0,1.0,-0.0,0,1,False,1.0,1.0
C512161,bisphenol A glucuronide,bisphenol A glucuronide,bisphenols,238,0.0,1.0,-0.0,0,3,False,1.0,1.0
C516433,copper(II) nitrate,copper(II) nitrate,heavy_metals,239,0.0,1.0,-0.0,0,3,False,1.0,1.0
C522458,"2-hydroxy-4-(2,2,3,3,3-pentafluoropropoxy)benzoic acid","2-hydroxy-4-(2,2,3,3,3-pentafluoropropoxy)benzoic acid",pfas_perfluoro,240,0.0,1.0,-0.0,0,3,False,1.0,1.0
C523076,CuFe2O4,CuFe2O4,heavy_metals,241,0.0,1.0,-0.0,0,1,False,1.0,1.0
C523456,CEP 8983,CEP 8983,phthalates,242,0.0,1.0,-0.0,0,1,False,1.0,1.0
C524826,tetraconazole,tetraconazole,pfas_perfluoro,243,0.0,1.0,-0.0,0,3,False,1.0,1.0
C529617,3-methylchrysene,3-methylchrysene,pahs,244,0.0,1.0,-0.0,0,3,False,1.0,1.0
C529618,4-methylchrysene,4-methylchrysene,pahs,245,0.0,1.0,-0.0,0,3,False,1.0,1.0
C532828,potassium hexachloropalladate(IV),potassium hexachloropalladate(IV),heavy_metals,246,0.0,1.0,-0.0,0,1,False,1.0,1.0
C533806,"1,1,1,2,2-pentafluoro-7-phenylheptan-3-one","1,1,1,2,2-pentafluoro-7-phenylheptan-3-one",pfas_perfluoro,247,0.0,1.0,-0.0,0,1,False,1.0,1.0
C534679,"3,3'-dichlorobisphenol A","3,3'-dichlorobisphenol A",bisphenols,248,0.0,1.0,-0.0,0,1,False,1.0,1.0
C535034,2-ethynylpyrene,2-ethynylpyrene,pahs,249,0.0,1.0,-0.0,0,1,False,1.0,1.0
C535035,4-ethynylpyrene,4-ethynylpyrene,pahs,250,0.0,1.0,-0.0,0,1,False,1.0,1.0
C558144,"ammonium 4,8-dioxa-3H-perfluorononanoate","ammonium 4,8-dioxa-3H-perfluorononanoate",pfas_perfluoro,251,0.0,1.0,-0.0,0,2,False,1.0,1.0
C582932,BRD73954,BRD73954,phthalates,252,0.0,1.0,-0.0,0,1,False,1.0,1.0
D000083462,Persistent Organic Pollutants,Persistent Organic Pollutants,environmental_pollutants;persistent_organic_pollutants,253,0.0,1.0,-0.0,0,4,False,1.0,1.0
D002586,Cesium,Cesium,heavy_metals,254,0.0,1.0,-0.0,0,2,False,1.0,1.0
D005659,"Fungicides, Industrial","Fungicides, Industrial",pesticides,255,0.0,1.0,-0.0,0,2,False,1.0,1.0
D007306,Insecticides,Insecticides,pesticides,256,0.0,1.0,-0.0,0,16,False,1.0,1.0
D010165,Palladium,Palladium,heavy_metals,257,0.0,1.0,-0.0,0,7,False,1.0,1.0
D010569,Perylene,Perylene,pahs,258,0.0,1.0,-0.0,0,1,False,1.0,1.0
D012238,Rhodium,Rhodium,heavy_metals,259,0.0,1.0,-0.0,0,1,False,1.0,1.0
D012413,Rubidium,Rubidium,heavy_metals,260,0.0,1.0,-0.0,0,5,False,1.0,1.0
D012989,Soil Pollutants,Soil Pollutants,environmental_pollutants,261,0.0,1.0,-0.0,0,10,False,1.0,1.0
D013324,Strontium,Strontium,heavy_metals,262,0.0,1.0,-0.0,0,5,False,1.0,1.0
D013667,Technetium,Technetium,heavy_metals,263,0.0,1.0,-0.0,0,1,False,1.0,1.0
D014001,Tin,Tin,heavy_metals,264,0.0,1.0,-0.0,0,3,False,1.0,1.0
D014414,Tungsten,Tungsten,heavy_metals,265,0.0,1.0,-0.0,0,3,False,1.0,1.0
D015040,Zirconium,Zirconium,heavy_metals,266,0.0,1.0,-0.0,0,8,False,1.0,1.0
D017438,Bisphenol A-Glycidyl Methacrylate,Bisphenol A-Glycidyl Methacrylate,bisphenols,267,0.0,1.0,-0.0,0,12,False,1.0,1.0
