cluster_id,theme_label,family_id,family_label,source,term_id,term_name,global_fdr,term_size,effective_domain_size,intersection_size,term_theme_id,term_theme_label,parents,intersection_genes
theme_26,Chemical / oxygen / abiotic stress response,family_03,Chemical / oxygen / abiotic stress response,GO:BP,GO:0036294,cellular response to decreased oxygen levels,0.02933133489791236,25,868,5,chemical_oxygen_stress,Chemical / oxygen / abiotic stress response,"{'GO:0036293', 'GO:0071453'}",BECN1;PPARD;PPARG;PTGS2;SIRT1
theme_32,Apoptosis / programmed cell death,family_04,Apoptosis / programmed cell death,GO:BP,GO:0043067,regulation of programmed cell death,0.030115366957533606,167,868,11,apoptosis_cell_death,Apoptosis / programmed cell death,"{'GO:0012501', 'GO:0050794'}",BECN1;DKK1;ESR1;MMP2;MMP9;PPARD;PPARG;PTGS2;RELA;SIRT1;TIMP1
theme_36,General metabolism / biosynthesis / storage,family_09,General metabolism / biosynthesis / storage,GO:BP,GO:0044238,primary metabolic process,0.031999805704375446,384,868,16,general_metabolism,General metabolism / biosynthesis / storage,{'GO:0008152'},BECN1;CYP1A2;CYP3A4;DKK1;ESR1;MMP2;MMP9;NEAT1;PPARD;PPARG;PTGS1;PTGS2;RELA;SIRT1;STAT3;TIMP1
theme_26,Chemical / oxygen / abiotic stress response,family_03,Chemical / oxygen / abiotic stress response,GO:BP,GO:0071453,cellular response to oxygen levels,0.033807645234822395,26,868,5,chemical_oxygen_stress,Chemical / oxygen / abiotic stress response,"{'GO:0070887', 'GO:0070482'}",BECN1;PPARD;PPARG;PTGS2;SIRT1
theme_17,miRNA transcription / metabolism,family_05,miRNA transcription / metabolism,GO:BP,GO:1902893,regulation of miRNA transcription,0.033807645234822395,26,868,5,mirna_regulation,miRNA transcription / metabolism,"{'GO:0061614', 'GO:0006355', 'GO:2000628'}",ESR1;PPARD;PPARG;RELA;STAT3
theme_17,miRNA transcription / metabolism,family_05,miRNA transcription / metabolism,GO:BP,GO:0061614,miRNA transcription,0.033807645234822395,26,868,5,mirna_regulation,miRNA transcription / metabolism,"{'GO:0006351', 'GO:0010586'}",ESR1;PPARD;PPARG;RELA;STAT3
theme_05,Lipid / fatty-acid / eicosanoid metabolism,family_09,General metabolism / biosynthesis / storage,GO:BP,GO:0044281,small molecule metabolic process,0.034215201865082395,84,868,8,general_metabolism,General metabolism / biosynthesis / storage,{'GO:0008152'},CYP1A2;CYP3A4;PPARD;PPARG;PTGS1;PTGS2;SIRT1;STAT3
theme_21,Signaling / receptor / hormone response,family_06,Signaling / receptor / hormone response,GO:BP,GO:1902531,regulation of intracellular signal transduction,0.03546946054989412,171,868,11,signaling_receptor,Signaling / receptor / hormone response,"{'GO:0035556', 'GO:0009966'}",BECN1;DKK1;ESR1;MMP2;MMP9;PPARD;PPARG;PTGS2;RELA;SIRT1;STAT3
theme_34,Inflammation / defense / stimulus response,family_02,Inflammation / defense / stimulus response,GO:BP,GO:0009607,response to biotic stimulus,0.03658169649799155,111,868,9,inflammation_defense,Inflammation / defense / stimulus response,{'GO:0050896'},BECN1;CRP;CXCR4;ESR1;MMP9;PPARD;PPARG;PTGS2;RELA
theme_32,Apoptosis / programmed cell death,family_04,Apoptosis / programmed cell death,GO:BP,GO:0043066,negative regulation of apoptotic process,0.03658169649799155,111,868,9,apoptosis_cell_death,Apoptosis / programmed cell death,"{'GO:0042981', 'GO:0006915', 'GO:0043069'}",BECN1;DKK1;ESR1;MMP9;PPARD;PTGS2;RELA;SIRT1;TIMP1
theme_32,Apoptosis / programmed cell death,family_04,Apoptosis / programmed cell death,GO:BP,GO:0008219,cell death,0.03732800247468826,208,868,12,apoptosis_cell_death,Apoptosis / programmed cell death,{'GO:0009987'},BECN1;CXCR4;DKK1;ESR1;MMP2;MMP9;PPARD;PPARG;PTGS2;RELA;SIRT1;TIMP1
theme_32,Apoptosis / programmed cell death,family_04,Apoptosis / programmed cell death,GO:BP,GO:0012501,programmed cell death,0.03732800247468826,208,868,12,apoptosis_cell_death,Apoptosis / programmed cell death,{'GO:0008219'},BECN1;CXCR4;DKK1;ESR1;MMP2;MMP9;PPARD;PPARG;PTGS2;RELA;SIRT1;TIMP1
theme_28,Chemical / oxygen / abiotic stress response,family_03,Chemical / oxygen / abiotic stress response,GO:BP,GO:1901700,response to oxygen-containing compound,0.037467514944093665,173,868,11,chemical_oxygen_stress,Chemical / oxygen / abiotic stress response,{'GO:0042221'},BECN1;DKK1;ESR1;MMP2;MMP9;PPARD;PPARG;RELA;SIRT1;STAT3;TIMP1
theme_37,Signaling / receptor / hormone response,family_06,Signaling / receptor / hormone response,GO:BP,GO:2001233,regulation of apoptotic signaling pathway,0.037467514944093665,63,868,7,signaling_receptor,Signaling / receptor / hormone response,"{'GO:0042981', 'GO:0009966', 'GO:0097190'}",BECN1;MMP2;MMP9;PPARG;PTGS2;RELA;SIRT1
theme_38,Lipid / fatty-acid / eicosanoid metabolism,family_01,Lipid / fatty-acid / eicosanoid metabolism,GO:BP,GO:0008203,cholesterol metabolic process,0.040022080267862956,6,868,3,lipid_eicosanoid,Lipid / fatty-acid / eicosanoid metabolism,"{'GO:1902652', 'GO:0016125'}",CYP1A2;CYP3A4;PPARD
theme_22,Lipid / fatty-acid / eicosanoid metabolism,family_01,Lipid / fatty-acid / eicosanoid metabolism,GO:BP,GO:0006692,prostanoid metabolic process,0.040022080267862956,6,868,3,lipid_eicosanoid,Lipid / fatty-acid / eicosanoid metabolism,"{'GO:0006690', 'GO:0033559'}",PTGS1;PTGS2;SIRT1
theme_22,Lipid / fatty-acid / eicosanoid metabolism,family_01,Lipid / fatty-acid / eicosanoid metabolism,GO:BP,GO:0006693,prostaglandin metabolic process,0.040022080267862956,6,868,3,lipid_eicosanoid,Lipid / fatty-acid / eicosanoid metabolism,{'GO:0006692'},PTGS1;PTGS2;SIRT1
theme_34,Inflammation / defense / stimulus response,family_02,Inflammation / defense / stimulus response,GO:BP,GO:0044419,biological process involved in interspecies interaction between organisms,0.04101220417348617,114,868,9,inflammation_defense,Inflammation / defense / stimulus response,{'GO:0008150'},BECN1;CRP;CXCR4;ESR1;MMP9;PPARD;PPARG;PTGS2;RELA
theme_39,Matrix remodeling / cell migration,family_07,Matrix remodeling / cell migration,GO:BP,GO:0030334,regulation of cell migration,0.04360122660091371,115,868,9,matrix_migration,Matrix remodeling / cell migration,"{'GO:2000145', 'GO:0016477'}",CXCR4;MMP2;MMP9;PPARD;PPARG;PTGS2;SIRT1;STAT3;TIMP1
theme_08,Development / reproduction / circulation,family_08,Development / reproduction / circulation,GO:BP,GO:0048856,anatomical structure development,0.046117314599727836,297,868,14,development_reproduction,Development / reproduction / circulation,{'GO:0032502'},BECN1;CXCR4;CYP1A2;DKK1;ESR1;MMP2;MMP9;PPARD;PPARG;PTGS2;RELA;SIRT1;STAT3;TIMP1
theme_32,Apoptosis / programmed cell death,family_04,Apoptosis / programmed cell death,GO:BP,GO:0043069,negative regulation of programmed cell death,0.04876019881269913,117,868,9,apoptosis_cell_death,Apoptosis / programmed cell death,"{'GO:0012501', 'GO:0048523', 'GO:0043067'}",BECN1;DKK1;ESR1;MMP9;PPARD;PTGS2;RELA;SIRT1;TIMP1
theme_40,Lipid / fatty-acid / eicosanoid metabolism,family_01,Lipid / fatty-acid / eicosanoid metabolism,GO:BP,GO:0010876,lipid localization,0.04876019881269913,29,868,5,lipid_eicosanoid,Lipid / fatty-acid / eicosanoid metabolism,{'GO:0033036'},CRP;PPARD;PPARG;PTGS2;SIRT1
theme_23,Chemical / oxygen / abiotic stress response,family_07,Matrix remodeling / cell migration,REAC,REAC:R-HSA-1592389,Activation of Matrix Metalloproteinases,0.026253202802905256,5,868,3,matrix_migration,Matrix remodeling / cell migration,{'REAC:R-HSA-1474228'},MMP2;MMP9;TIMP1
theme_41,Signaling / receptor / hormone response,family_06,Signaling / receptor / hormone response,REAC,REAC:R-HSA-383280,Nuclear Receptor transcription pathway,0.026253202802905256,5,868,3,signaling_receptor,Signaling / receptor / hormone response,{'REAC:R-HSA-212436'},ESR1;PPARD;PPARG
theme_42,Lipid / fatty-acid / eicosanoid metabolism,family_01,Lipid / fatty-acid / eicosanoid metabolism,REAC,REAC:R-HSA-9018678,Biosynthesis of specialized proresolving mediators (SPMs),0.040022080267862956,6,868,3,lipid_eicosanoid,Lipid / fatty-acid / eicosanoid metabolism,{'REAC:R-HSA-556833'},CYP1A2;CYP3A4;PTGS2
theme_42,Lipid / fatty-acid / eicosanoid metabolism,family_01,Lipid / fatty-acid / eicosanoid metabolism,REAC,REAC:R-HSA-9018677,Biosynthesis of DHA-derived SPMs,0.040022080267862956,6,868,3,lipid_eicosanoid,Lipid / fatty-acid / eicosanoid metabolism,{'REAC:R-HSA-9018678'},CYP1A2;CYP3A4;PTGS2
