chemical_id,canonical_name,synonym,CAS,PubChemCID,DTXSID,InChIKey,chemical_class,source,parent_metabolite_status,eligible_as_environmental_exposure,exclusion_reason,classification_rule_prefixes,drug_like_exclusion,drugcentral_match
C545075,"4-sulfophthalic acid 1,2-(di-2-ethylhexyl) ester",4-sulfo-PADE,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C097647,"4-tert-butoxycarbonylamino-3-hydroxy-2-(2,3,4,5,6-pentafluorophenyl)-5-phenyl-2-pentenenitrile",Boc-Phe-enol|Boc-phenylalanine enol,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,possible metabolite or transformation product; parent relationship not inferred,True,,D02.455.526.510.435,False,False
C097650,"4-tert-butoxycarbonylamino-3-hydroxy-5-(4-hydroxyphenyl)-2-(2,3,4,5,6-pentafluorophenyl)-2-pentenenitrile",Boc-Tyr-enol|Boc-tyrosine enol,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,possible metabolite or transformation product; parent relationship not inferred,True,,D02.455.526.510.435,False,False
C061373,"4-tert-butyl-2,6-bis(1-hydroxy-1-(trifluoromethyl)-2,2,2-trifluoroethyl)iodobenzene",TFM-TFE-IB,101697-28-3,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,possible metabolite or transformation product; parent relationship not inferred,True,,D02.455.526.510.435,False,False
C575769,"5,10,15,20-tetrakis(pentafluorophenyl)-21H,23H-porphyrin-Fe(III)",,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C000593332,"5,10,15,20-tetrakis(pentafluorophenyl)-2,3-(methano(N-methyl)iminomethano))chlorin",H2TFPC,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C519711,"5,10,15-(4-galactosylphenyl)-20-(2',3',4',5',6'-pentafluorophenyl)porphyrin",TPF5(4-OGalOH)3P|TPFP porphyrin,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C549552,"5,10,15-tris(1-methylpyridinium-4-yl)-20-(pentafluorophenyl)porphyrin triiodide",Tri-Py(+)-Me-PF|Tri-Py-Me-PF,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C414098,"5,15-bis(N-(Kemp's triacid imido)-2-tolyl)-2,8,12,18-tetraethyl-3,7,13,17-tetramethylporphyrin","alpha,alpha-PDK|alpha,beta-PDK|PDK cpd",,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C054045,5-(2-aminohexafluoroprop-2-yl)-2'-deoxyuridine,2'-deoxy-5-(2-aminohexafluoroprop-2-yl)uridine|5-AHFPDU,111712-54-0,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C054046,5-(2-trifluoroacetylaminohexafluoroprop-2-yl)-2'-deoxyuridine,"2(1H)-pyrimidinone, 1-beta-D-ribofuranosyl-5-(2,2,2-trifluoro-1-((2,2,2-trifluoroacetyl)amino)-1-(trifluoromethyl)ethyl)-|2'-deoxy-5-(2-trifluoroacetylaminohexafluoroprop-2-yl)uridine|5-THFPDU",111712-56-2,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C556004,"5-(3-(2-(guanidino)ethylcarbamoyl)benzylaminocarboyl)-9-hydroxy-1,3-dihydropyrrolo(3,4-c)carbazole-1,3(2H,6H)-dione",5-GECB-HDCD,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,possible metabolite or transformation product; parent relationship not inferred,True,,D02.241.223.805,False,False
C546342,5-(4-(2-phthalimidiylpropanoylamino)benzoylamino)isophthalic acid,PPABA-isophthalic acid,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C461491,"5-(4''-chlorosulfo-1',1''-diphenyl-4'-yl)-1,1,1,2,2-pentafluoro-3,5-pentanedione",CDPP cpd,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C530679,5-(4-methylthio-2-phthalimidylbutanoylamino)isophthalic acid,5MPBIPA cpd,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C578981,"5-(5-((3-(4-bromophenyl)-2-imino-4-oxothiazolidin-5-ylidene)methyl)furan-2-yl)isoindoline-1,3-dione",bioymifi,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,possible metabolite or transformation product; parent relationship not inferred,True,,D02.241.223.805,False,False
C550754,"5,6,7,8-tetrafluoro-2-(2,3,4,5,6-pentafluorophenyl)-4H-1-benzopyran-4-one","5,6,7,8-tetrafluoro-2-(2,3,4,5,6-pentafluorophenyl)chromen-4-one|5,6,7,8-tetrafluoro-2-(2,3,4,5,6-pentafluorophenyl)chromone|5,6,7,8-tetrafluoro-2-(perfluorophenyl)-4H-chromen-4-one|TFPB cpd",,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C116216,"5-acetamido-9-thiomethylmercuric-3,5,9-trideoxy-D-glycero-D-galacto-nonulopyranosidonic acid","5-acetamido-9-thiomethylmercuric-3,5,9-trideoxy-beta-D-glycero-D-galacto-nonulopyranosidonic acid|ATT-D-G-D-G-N",,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C542184,"5-amino-2,4,6-tribromoisophthalic acid",,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C037305,"5-aminoacetamido-4,6-dimethyl-2-hydroxyisophthalic acid diethyl ester","1,3-Benzenedicarboxylic acid, 5-((aminoacetyl)amino)-2-hydroxy-4,6-dimethyl-, diethyl ester|ADHIAD",88526-45-8,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,possible metabolite or transformation product; parent relationship not inferred,True,,D02.241.223.805,False,False
C102688,5-aminoisophthalic acid,,99-31-0,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C004801,5-azidoisophthalic acid,,3600-77-9,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C053954,5-(benzyloxycarbonyllysylthioamido)isophthalic acid dimethyl ester,LCSAIE|Z-Lys-psi(CS)-AIE,111070-39-4,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C053955,5-(benzyloxycarbonylphenylalanylarginylthioamido)isophthalic acid dimethyl ester,PAPAIE|Z-Phe-Arg-psi(CS)-AIE,111070-40-7,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C466307,5-carboxyvanillic acid,5-carboxyvanillate|5CVA cpd,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,possible metabolite or transformation product; parent relationship not inferred,True,,D02.241.223.805,False,False
C550920,"5-chloro-2,2,3,3,4,4,5,5-octafluoro-1-pentyl chloroformate",ClOFPCF cpd,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C526058,"5-chloro-N-2'-n-pentylphenyl-1,3-dithiophthalimide",5CPPSS-50,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C475200,"5-ethyl-1-phenyl-5-(3,4,5,6-tetrafluorophthalimido)barbituric acid",TFBA cpd,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C037880,5-hydroxyisophthalic acid,,618-83-7,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,possible metabolite or transformation product; parent relationship not inferred,True,,D02.241.223.805,False,False
C035724,5-methylbenzanthracene,5-methylbenz(a)anthracene,2319-96-2,CID:75348,DTXSID50945871,NYTXDSVUTXAPTH-UHFFFAOYSA-N,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
C008422,5-methylchrysene,"5-methylchrysene, 3H-labeled",3697-24-3,CID:19427,DTXSID6063143,GOHBXWHNJHENRX-UHFFFAOYSA-N,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
C527944,5-nitroisophthalic acid,,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C505500,5-octadecyloxyisophthalic acid,5OIA compound,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C119286,5-(pentafluorobenzoylamino)fluorescein,PFB-F cpd,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C000622621,5-(pentafluorobenzoylamino)fluorescein diglucuronide,PFB-FDGlcU,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C569559,"5-(pentafluorophenyl)-10,15,20-tris(2,3,5,6-tetrafluoro-4-(1-methylpyridinium-4-ylsulfanyl)phenyl)porphyrin","5-(pentafluorophenyl)-10,15,20-tris(2,3,5,6-tetrafluoro-4-(1-methylpyridinium-4-ylsulfanyl)phenyl)porphyrin triiodide|Tri-SPy-Me-PF",,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C554369,5-(perfluorohexyl)norbornene,,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C549093,5-sulfoisophthalic acid,,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C569051,5-tert-butyl isophthalate,,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C442393,"6-(2,3,4,5,6-pentafluorophenoxy)-3,4-bis(4-methoxyphenyl)pyridazine",6-5FPhO-bis(4-MeOPh)pyridazine,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C000625158,6-2 fluorotelomer carboxylic acid,6-2 FTCA,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,possible metabolite or transformation product; parent relationship not inferred,True,,D02.455.526.510.435,False,False
C029279,"6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-3,5-octanedione","1,1,1,2,2,3,3-heptafluoro-7,7-dimethyl-4,6-octanedione|2,2-dimethyl-6,6,7,7,8,8,8-heptafluoro-3,5-heptanedione|2,2-dimethyl-6,6,7,7,8,8,8-heptafluoro-3,5-octanedione|6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-3,5-octanedione, (3)H-labeled|6,6,7,7,8,8,8-heptafluoro-2,2-dimethyloctane-3,5-dione|(heptafluorobutanoyl)pivaloylmethane",17587-22-3,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C000723732,"6,8-(1,3-diaminoguanidine)luteolin",DAGL*Cr,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C000729630,68Ga-bombesin,68Ga-BBN,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C000630414,68Ga-DOTA-Peptide,"68Ga-DOTA-AngII|68 Ga-labelled (1,4,7,10-tetraazacyclododecane-1,4,7,10-tetraacetic acid)-peptide",,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C000728461,68 Ga-P16-093,PSMA-093,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C488379,6-heptafluorobutyryl-5-hydroxytryptophan,L-6-heptafluorobutyryl-5-hydroxytryptophan,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,possible metabolite or transformation product; parent relationship not inferred,True,,D02.455.526.510.435,False,False
C029090,6-hydroxy-7-methoxyphthalide,"1(3H)-Isobenzofuranone, 6-hydroxy-7-methoxy-|MA-2",78213-30-6,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,possible metabolite or transformation product; parent relationship not inferred,True,,D02.241.223.805,False,False
C587457,"6-methacryloxy-2,2,3,3,4,4,5,5-octafluorohexyl dihydrogen phosphate",MF8P compound,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C046305,6-methylbenz(a)anthracene,6-MBA,316-14-3,CID:9422,DTXSID60873919,WOIBRJNTTODOPT-UHFFFAOYSA-N,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
C017503,6-methylbenzo(a)pyrene,"Benzo(a)pyrene, 6-methyl-;6-MBaP",2381-39-7,CID:16935,DTXSID00878544,YFYHJNJCAGHSFA-UHFFFAOYSA-N,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
C047249,6-methylchrysene,"6-methylchrysene, 4(or 6)-methyl cpd",1705-85-7,CID:15564,DTXSID3074814,ASVDRLYVNFOSCI-UHFFFAOYSA-N,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
C484948,6-(perfluorohexyl)hexyl-4-O-galactopyranosylglucopyranoside,6-(perfluorohexyl)hexyl-4-O-(beta-D-galactopyranosyl)-beta-D-glucopyranoside|6-PFHH-lactose,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C500070,"7-(4-chlorobenzyl)-5,9-dihydroxypyrrolo(3,4-g)quinoxaline-6,8-dione",monoCBDPQD cpd,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,possible metabolite or transformation product; parent relationship not inferred,True,,D02.241.223.805,False,False
C547670,"7,8-dimethoxy-5-methylbenzo(e)isoindole-1,3-dione","7,8-dimethoxy-MBID",,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C573595,"7-C60-adduct of N,N-(tetrachlorophthaloyl)dehydroabietylamine",,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C029089,7-hydroxy-6-methoxyphthalide,"1(3H)-isobenzofuranone, 7-hydroxy-6-methoxy-|MA-1",29809-16-3,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,possible metabolite or transformation product; parent relationship not inferred,True,,D02.241.223.805,False,False
C021219,7-methylbenzanthracene,7-methylbenz(a)anthracene,2541-69-7,CID:17347,DTXSID40180072,DIIFUCUPDHMNIV-UHFFFAOYSA-N,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
C032121,7-methylbenzo(a)pyrene,7-MeBaP|7-methyl-benzo[a]pyrene,63041-77-0,CID:44368,DTXSID7049340,PYVWGNPFWVQISD-UHFFFAOYSA-N,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
C035993,"7-oxabicyclo(2.2.1)-5-heptene-2,3-dicarboxylic anhydride","3,6-epoxy-1,2,3,6-tetrahydrophthalic anhydride|7-OHD|ETPA-exo",5426-09-5,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,possible metabolite or transformation product; parent relationship not inferred,True,,D02.241.223.805,False,False
C580636,89Zr-bevacizumab,(89)Zr-bevacizumab,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C000630605,89Zr-Df-IAB2M,,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C000597291,"8-hydroxy-4,7,7-trimethyl-7,8-dihydrocyclopenta(e)isoindole-1,3(2H,6H)-dione",,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,possible metabolite or transformation product; parent relationship not inferred,True,,D02.241.223.805,False,False
C031255,8-methylbenzanthracene,8-methylbenz(a)anthracene;2381-31-9|8-MeBaA|8-methyl-benz[a]anthracene,,CID:16933,,,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
C039383,8-methylbenzo(a)pyrene,8-MBaP|8-MeBaP|8-methyl-benzo[a]pyrene,63041-76-9,CID:44367,DTXSID00212363,DYXXRXZXTKRLFX-UHFFFAOYSA-N,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
C545666,"9,10-bis(phenylethynyl)anthracene",BPEA cpd,,CID:82338,,,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
C023389,"9,10-dihydrobenzo(a)pyrene",,17573-15-8,CID:28597,DTXSID60170011,CRWVCBYUFDAUHN-UHFFFAOYSA-N,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
D015127,"9,10-Dimethyl-1,2-benzanthracene","7,12-Dimethylbenz(a)anthracene|7,12 Dimethylbenzanthracene|7,12-Dimethylbenzanthracene|Benz(a)anthracene, 7,12-dimethyl-;7,12-dimethylbenz[a]anthracene|DMBA",57-97-6,CID:6001,DTXSID1020510,ARSRBNBHOADGJU-UHFFFAOYSA-N,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
C029126,"9,10-dimethylanthracene","9,10-dimethylanthracene, ion(1+)|9,10-dimethylanthracene, ion(1-)|9,10-dimethylanthracene, ion(2+)",781-43-1,CID:13076,DTXSID8073928,JTGMTYWYUZDRBK-UHFFFAOYSA-N,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
C046961,"9,10-diphenylanthracene",,1499-10-1,CID:15159,DTXSID1061734,FCNCGHJSNVOIKE-UHFFFAOYSA-N,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
C116521,9-dehydro-10-N-demethyl--10-N-(10'-phthalimidodecyl)galanthaminium,DDPDG bromide,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C116520,9-dehydro-10-N-demethyl-10-N-(8'-phthalimidooctyl)galanthaminium,DDPOG bromide,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C578470,"9-ethyl-3,6-bis(5',5',5',4',4'-pentafluoro-1',3'-dioxopentyl)carbazole",,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,possible metabolite or transformation product; parent relationship not inferred,True,,D02.455.526.510.435,False,False
C096666,9-ethynylphenanthrene,9-(ethynyl)phenanthrene,,CID:182098,,,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
C046962,9-methylanthracene,,779-02-2,CID:13068,DTXSID3061134,CPGPAVAKSZHMBP-UHFFFAOYSA-N,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
C098420,A37 alloy,NOBLE palladium alloy,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C000625001,AC94377,,,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C044587,aceanthrylene,,202-03-9,CID:107781,DTXSID60174039,JDPAVWAQGBGGHD-UHFFFAOYSA-N,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
C042552,acenaphthene,,83-32-9,CID:6734,DTXSID3021774,CWRYPZZKDGJXCA-UHFFFAOYSA-N,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
C042553,acenaphthylene,"acenaphthylene, radical ion (1-)",208-96-8,CID:9161,DTXSID3023845,HXGDTGSAIMULJN-UHFFFAOYSA-N,pahs,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.847,False,False
C052470,acetaldehyde-O-pentafluorobenzyloxime,acetaldehyde-O-PFBO,114611-59-5,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C013572,"acetic acid, calcium hydroxide (Ca(OH)2), calcium salt (2:1), mercapto-, strontium hydroxide (Sr(OH)2) drug combination","acetic acid - calcium hydroxide (Ca(OH)2) - calcium salt (2:1) - mercapto - strontium hydroxide (Sr(OH)2)|Acetic acid, mercapto-, calcium salt (2:1), mixt. with calcium hydroxide and strontium hydroxide|Acetic acid, mercapto-, calcium salt (2:1), mixt. with calcium hydroxide (Ca(OH)2) and strontium hydroxide (Sr(OH)2)|IPSO depilatory",77648-52-3,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C038740,"acetylacetonate-1,5-cyclooctadiene iridium I",IracacCOD,12154-84-6,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C119568,acrinathrin,"2,2-dimethyl-3-(3-oxo-3-(2,2,2-trifluoro-1-(trifluoromethyl)ethoxy)-1-propenyl)cyano(3-phenoxyphenyl)cyclopropanecarboxylic acid, methyl ester|acrinathrin, 1R-(1alpha(S*)),3alpha(Z)-isomer|cyclopropanecarboxylic acid, 2,2-dimethyl-3-((1Z)-3-oxo-3-(2,2,2-trifluoro-1-(trifluoromethyl)ethoxy)-1-propen-1-yl)-, (S)-cyano(3-phenoxyphenyl)methyl ester, (1R,3S)-",103833-18-7,CID:6436606,DTXSID50861163,YLFSVIMMRPNPFK-UHFFFAOYSA-N,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
D000186,Actinium,,7440-34-8,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C000615155,Actinium-225,225Ac radioisotope|Ac-225 radioisotope,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C000617035,Actinium-227,227Ac|Ac227,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C000615156,Actinium-228,228Ac radioisotope|Ac-228 radioisotope,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C000612360,Adper Easy One,,,,,,bisphenols,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.389.657.110,False,False
C489661,Adper Prompt Self-Etch,,,,,,bisphenols,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.389.657.110,False,False
C098721,Aelitefil,,,,,,bisphenols,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.389.657.110,False,False
C121035,Aeliteflo,,,,,,bisphenols,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.389.657.110,False,False
C000706327,AES-135,"4-((4-tert-butylphenyl)methyl-(2-((4-fluorophenyl)sulfonyl-((2,3,4,5,6-pentafluorophenyl)methyl)amino)acetyl)amino)-N-hydroxybenzamide",,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
D000393,Air Pollutants,"Air Environmental Pollutants|Air Pollutant|Air Pollutants, Environmental|Environmental Air Pollutants|Environmental Pollutants, Air|Pollutant, Air|Pollutants, Air|Pollutants, Air Environmental|Pollutants, Environmental Air",,,,,environmental_pollutants,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D27.888.284,False,False
D000395,"Air Pollutants, Occupational","Occupational Air Pollutants|Pollutants, Occupational Air",,,,,environmental_pollutants,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D27.888.284,False,False
D000396,"Air Pollutants, Radioactive","Pollutants, Radioactive Air|Radioactive Air Pollutants",,,,,environmental_pollutants,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D27.888.284,False,False
