external_priority_rank,model_id,model_number,selector_name,classifier_name,requested_features,selective_selector,full_train_selected_feature_count,full_train_selected_features,internal_cv_folds,internal_roc_auc_mean,internal_roc_auc_sd,internal_pr_auc_mean,internal_pr_auc_sd,internal_balanced_accuracy_mean,internal_balanced_accuracy_sd,internal_f1_mean,internal_f1_sd,internal_sensitivity_mean,internal_sensitivity_sd,internal_specificity_mean,internal_specificity_sd,GSE10950_roc_auc,GSE10950_pr_auc,GSE10950_balanced_accuracy,GSE10950_f1,GSE10950_sensitivity,GSE10950_specificity,GSE74602_roc_auc,GSE74602_pr_auc,GSE74602_balanced_accuracy,GSE74602_f1,GSE74602_sensitivity,GSE74602_specificity,external_mean_roc_auc,external_mean_pr_auc,external_mean_balanced_accuracy,external_auc_ge_0_75_both_datasets,external_validation_qualified
24,M019_f_classif_top20__logistic_l2,19,f_classif_top20,logistic_l2,20,True,20,ACACA;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CEBPB;CNR1;EPAS1;FABP1;FAS;FASN;INHBA;MKI67;NR3C1;RXRA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.7083333333333333,0.631578947368421,0.7083333333333334,0.7741935483870968,1.0,0.4166666666666667,0.99,0.9887856018260252,0.9666666666666667,0.967741935483871,1.0,0.9333333333333333,0.8491666666666666,0.8101822745972231,0.8375,False,False
25,M075_mutual_info_top20__linear_svm,75,mutual_info_top20,linear_svm,20,True,20,ACACA;AGTR1;ANGPT2;BMP2;CD36;CEBPB;CNR1;EPAS1;FABP1;FASN;HSPA9;INHBA;NR3C1;PGR;RBFOX1;RXRA;TIMP1;TP53;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.6875,0.6153846153846154,0.6875,0.7619047619047619,1.0,0.375,0.9988888888888889,0.9989247311827957,0.8833333333333333,0.8679245283018868,0.7666666666666667,1.0,0.8431944444444445,0.8071546732837056,0.7854166666666667,False,False
26,M012_f_classif_top10__linear_svm,12,f_classif_top10,linear_svm,10,True,10,ACACA;BMP2;CD36;CNR1;FASN;INHBA;MKI67;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9965214761040532,0.004763465138543138,0.9964909580607927,0.004805261658106563,0.9930429522081065,0.009526930277086305,1.0,0.0,0.6875,0.6153846153846154,0.6666666666666666,0.75,1.0,0.3333333333333333,0.9877777777777779,0.9877814673550677,0.95,0.9508196721311475,0.9666666666666667,0.9333333333333333,0.8376388888888889,0.8015830413698415,0.8083333333333333,False,False
27,M033_f_classif_top40__extra_trees,33,f_classif_top40,extra_trees,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;BMP2;CAT;CCR7;CD36;CEBPB;CNR1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;HSPA9;IL18;IL1A;INHBA;LDLR;LEPR;MKI67;MUC2;NOS3;NR3C1;PGR;PPARD;RBFOX1;RXRA;SLC2A1;SORBS1;TIMP1;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8272569444444444,0.7732028629736608,0.5,0.6666666666666666,1.0,0.0,0.8422222222222222,0.813187371612054,0.5,0.6666666666666666,1.0,0.0,0.8347395833333333,0.7931951172928574,0.5,True,True
28,M028_f_classif_top40__logistic_l2,28,f_classif_top40,logistic_l2,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;BMP2;CAT;CCR7;CD36;CEBPB;CNR1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;HSPA9;IL18;IL1A;INHBA;LDLR;LEPR;MKI67;MUC2;NOS3;NR3C1;PGR;PPARD;RBFOX1;RXRA;SLC2A1;SORBS1;TIMP1;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.6631944444444445,0.6328207671957672,0.5833333333333334,0.3333333333333333,0.20833333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.8315972222222223,0.8164103835978835,0.7916666666666667,False,False
29,M015_f_classif_top10__extra_trees,15,f_classif_top10,extra_trees,10,True,10,ACACA;BMP2;CD36;CNR1;FASN;INHBA;MKI67;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8038194444444444,0.7722863467092262,0.5,0.6666666666666666,1.0,0.0,0.8555555555555556,0.7747487494231423,0.5,0.6666666666666666,1.0,0.0,0.8296875,0.7735175480661842,0.5,True,True
30,M069_mutual_info_top10__extra_trees,69,mutual_info_top10,extra_trees,10,True,10,BMP2;CD36;CNR1;FABP1;INHBA;NR3C1;RXRA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7960069444444444,0.7644583085759556,0.5,0.6666666666666666,1.0,0.0,0.8633333333333334,0.8184490813577092,0.5,0.6666666666666666,1.0,0.0,0.829670138888889,0.7914536949668325,0.5,True,True
31,M078_mutual_info_top20__extra_trees,78,mutual_info_top20,extra_trees,20,True,20,ACACA;AGTR1;ANGPT2;BMP2;CD36;CEBPB;CNR1;EPAS1;FABP1;FASN;HSPA9;INHBA;NR3C1;PGR;RBFOX1;RXRA;TIMP1;TP53;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7413194444444444,0.7387555539799584,0.5,0.6666666666666666,1.0,0.0,0.9049999999999999,0.874800023824414,0.5,0.6666666666666666,1.0,0.0,0.8231597222222222,0.8067777889021862,0.5,False,False
32,M021_f_classif_top20__linear_svm,21,f_classif_top20,linear_svm,20,True,20,ACACA;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CEBPB;CNR1;EPAS1;FABP1;FAS;FASN;INHBA;MKI67;NR3C1;RXRA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.625,0.5714285714285714,0.625,0.7272727272727273,1.0,0.25,0.99,0.9887856018260252,0.9833333333333334,0.9836065573770492,1.0,0.9666666666666667,0.8075,0.7801070866272983,0.8041666666666667,False,False
33,M065_mutual_info_top10__logistic_l1,65,mutual_info_top10,logistic_l1,10,True,10,BMP2;CD36;CNR1;FABP1;INHBA;NR3C1;RXRA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.625,0.5714285714285714,0.625,0.7272727272727273,1.0,0.25,0.9866666666666667,0.9863949680519017,0.6833333333333333,0.5365853658536586,0.36666666666666664,1.0,0.8058333333333334,0.7789117697402366,0.6541666666666667,False,False
34,M041_f_classif_top60__random_forest,41,f_classif_top60,random_forest,60,True,60,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;ATF4;BMP2;CAT;CCR7;CD36;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IL18;IL1A;IL1B;IL5;INHBA;LDLR;LEPR;MKI67;MMP9;MUC2;NLRP3;NOS3;NR3C1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SORBS1;TIMP1;TIMP2;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982905982905983,0.0038223384230765506,1.0,0.0,0.975,0.055901699437494734,0.9366319444444445,0.9197380551547218,0.5,0.6666666666666666,1.0,0.0,0.6683333333333333,0.6223595391206533,0.5,0.6666666666666666,1.0,0.0,0.8024826388888889,0.7710487971376876,0.5,False,False
35,M003_all_features__linear_svm,3,all_features,linear_svm,all,False,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6041666666666667,0.5892857142857143,0.6041666666666667,0.3870967741935484,0.25,0.9583333333333334,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,0.8020833333333334,0.7946428571428572,0.6354166666666667,False,False
36,M057_f_classif_top95__linear_svm,57,f_classif_top95,linear_svm,95,True,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6041666666666667,0.5892857142857143,0.6041666666666667,0.3870967741935484,0.25,0.9583333333333334,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,0.8020833333333334,0.7946428571428572,0.6354166666666667,False,False
37,M082_mutual_info_top40__logistic_l2,82,mutual_info_top40,logistic_l2,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;BECN1;BMP2;BSCL2;CAT;CD36;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;HSPA9;IL18;IL1A;INHBA;MKI67;NOS3;NR3C1;PGR;PPARD;RBFOX1;RXRA;SLC2A1;TIMP1;TP53;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.5824652777777778,0.5638888888888889,0.5625,0.27586206896551724,0.16666666666666666,0.9583333333333334,1.0,1.0,0.9833333333333334,0.9836065573770492,1.0,0.9666666666666667,0.7912326388888888,0.7819444444444444,0.7729166666666667,False,False
38,M072_mutual_info_top10__knn,72,mutual_info_top10,knn,10,True,10,BMP2;CD36;CNR1;FABP1;INHBA;NR3C1;RXRA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.5833333333333333,0.5454545454545454,0.5,0.6666666666666666,1.0,0.0,0.9977777777777778,0.9978136200716846,0.5,0.6666666666666666,1.0,0.0,0.7905555555555555,0.771634082763115,0.5,False,False
39,M027_f_classif_top20__knn,27,f_classif_top20,knn,20,True,20,ACACA;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CEBPB;CNR1;EPAS1;FABP1;FAS;FASN;INHBA;MKI67;NR3C1;RXRA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.5833333333333333,0.5454545454545454,0.5,0.6666666666666666,1.0,0.0,0.9666666666666667,0.9375,0.5,0.6666666666666666,1.0,0.0,0.7749999999999999,0.7414772727272727,0.5,False,False
40,M048_f_classif_top80__linear_svm,48,f_classif_top80,linear_svm,80,True,80,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;ATF4;ATG5;BMP2;BSCL2;CAT;CCR7;CD36;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP11B1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL5;IL6;INHBA;LDLR;LEPR;MKI67;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SIRT3;SLC2A1;SLC2A3;SORBS1;SREBF1;STAT3;TIMP1;TIMP2;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5416666666666666,0.53125,0.5416666666666667,0.21428571428571427,0.125,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.7708333333333333,0.765625,0.7708333333333334,False,False
41,M039_f_classif_top60__linear_svm,39,f_classif_top60,linear_svm,60,True,60,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;ATF4;BMP2;CAT;CCR7;CD36;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IL18;IL1A;IL1B;IL5;INHBA;LDLR;LEPR;MKI67;MMP9;MUC2;NLRP3;NOS3;NR3C1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SORBS1;TIMP1;TIMP2;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.15384615384615385,0.08333333333333333,1.0,1.0,1.0,0.9666666666666667,0.9655172413793104,0.9333333333333333,1.0,0.7708333333333333,0.7708333333333333,0.7541666666666667,False,False
42,M010_f_classif_top10__logistic_l2,10,f_classif_top10,logistic_l2,10,True,10,ACACA;BMP2;CD36;CNR1;FASN;INHBA;MKI67;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9965214761040532,0.004763465138543138,0.9964909580607927,0.004805261658106563,0.9930429522081065,0.009526930277086305,1.0,0.0,0.5208333333333333,0.5106382978723404,0.5208333333333334,0.676056338028169,1.0,0.041666666666666664,0.9933333333333334,0.9934262275544256,0.5,0.0,0.0,1.0,0.7570833333333333,0.752032262713383,0.5104166666666667,False,False
43,M074_mutual_info_top20__logistic_l1,74,mutual_info_top20,logistic_l1,20,True,20,ACACA;AGTR1;ANGPT2;BMP2;CD36;CEBPB;CNR1;EPAS1;FABP1;FASN;HSPA9;INHBA;NR3C1;PGR;RBFOX1;RXRA;TIMP1;TP53;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.5208333333333333,0.5106382978723404,0.5208333333333334,0.676056338028169,1.0,0.041666666666666664,0.9877777777777778,0.9871145892140516,0.5,0.0,0.0,1.0,0.7543055555555556,0.748876443543196,0.5104166666666667,False,False
44,M005_all_features__random_forest,5,all_features,random_forest,all,False,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982905982905983,0.00382233842307655,1.0,0.0,0.975,0.05590169943749474,0.8993055555555556,0.8605178826306542,0.5,0.6666666666666666,1.0,0.0,0.6055555555555555,0.6249621421213171,0.5,0.6666666666666666,1.0,0.0,0.7524305555555555,0.7427400123759856,0.5,False,False
45,M059_f_classif_top95__random_forest,59,f_classif_top95,random_forest,95,True,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982905982905983,0.00382233842307655,1.0,0.0,0.975,0.05590169943749474,0.8993055555555556,0.8605178826306542,0.5,0.6666666666666666,1.0,0.0,0.6055555555555555,0.6249621421213171,0.5,0.6666666666666666,1.0,0.0,0.7524305555555555,0.7427400123759856,0.5,False,False
46,M093_mutual_info_top60__linear_svm,93,mutual_info_top60,linear_svm,60,True,60,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;ATF4;BECN1;BMP2;BSCL2;CAT;CD36;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GJB2;GPX1;GRN;GSR;HSPA9;IL18;IL1A;IL33;INHBA;LEPR;MKI67;MUC2;NFE2L2;NOS3;NR3C1;PGR;PPARD;RBFOX1;RELA;RXRA;RYR1;SLC2A1;SLC2A3;SORBS1;STAT6;TIMP1;TIMP2;TP53;TPM1;TXN;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,False,False
47,M084_mutual_info_top40__linear_svm,84,mutual_info_top40,linear_svm,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;BECN1;BMP2;BSCL2;CAT;CD36;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;HSPA9;IL18;IL1A;INHBA;MKI67;NOS3;NR3C1;PGR;PPARD;RBFOX1;RXRA;SLC2A1;TIMP1;TP53;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.9833333333333334,0.9836065573770492,1.0,0.9666666666666667,0.75,0.75,0.7416666666666667,False,False
48,M030_f_classif_top40__linear_svm,30,f_classif_top40,linear_svm,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;BMP2;CAT;CCR7;CD36;CEBPB;CNR1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;HSPA9;IL18;IL1A;INHBA;LDLR;LEPR;MKI67;MUC2;NOS3;NR3C1;PGR;PPARD;RBFOX1;RXRA;SLC2A1;SORBS1;TIMP1;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.8333333333333333,0.8571428571428571,1.0,0.6666666666666666,0.75,0.75,0.6666666666666666,False,False
49,M081_mutual_info_top20__knn,81,mutual_info_top20,knn,20,True,20,ACACA;AGTR1;ANGPT2;BMP2;CD36;CEBPB;CNR1;EPAS1;FABP1;FASN;HSPA9;INHBA;NR3C1;PGR;RBFOX1;RXRA;TIMP1;TP53;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,0.75,0.75,0.5,False,False
50,M050_f_classif_top80__random_forest,50,f_classif_top80,random_forest,80,True,80,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;ATF4;ATG5;BMP2;BSCL2;CAT;CCR7;CD36;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP11B1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL5;IL6;INHBA;LDLR;LEPR;MKI67;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SIRT3;SLC2A1;SLC2A3;SORBS1;SREBF1;STAT3;TIMP1;TIMP2;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982905982905983,0.0038223384230765506,1.0,0.0,0.975,0.055901699437494734,0.8307291666666666,0.7852674159094533,0.5,0.6666666666666666,1.0,0.0,0.6638888888888889,0.6235350070615584,0.5,0.6666666666666666,1.0,0.0,0.7473090277777777,0.7044012114855058,0.5,False,False
51,M011_f_classif_top10__logistic_l1,11,f_classif_top10,logistic_l1,10,True,10,ACACA;BMP2;CD36;CNR1;FASN;INHBA;MKI67;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.994767090139141,0.004777370295609222,0.9947210465563678,0.004819412726262873,0.989534180278282,0.009554740591218466,1.0,0.0,0.5208333333333333,0.5106382978723404,0.5208333333333334,0.676056338028169,1.0,0.041666666666666664,0.9677777777777778,0.9594423391446762,0.5,0.0,0.0,1.0,0.7443055555555556,0.7350403185085084,0.5104166666666667,False,False
52,M020_f_classif_top20__logistic_l1,20,f_classif_top20,logistic_l1,20,True,20,ACACA;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CEBPB;CNR1;EPAS1;FABP1;FAS;FASN;INHBA;MKI67;NR3C1;RXRA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.9877777777777778,0.9871145892140516,0.5,0.0,0.0,1.0,0.7438888888888888,0.7435572946070258,0.5,False,False
53,M076_mutual_info_top20__rbf_svm,76,mutual_info_top20,rbf_svm,20,True,20,ACACA;AGTR1;ANGPT2;BMP2;CD36;CEBPB;CNR1;EPAS1;FABP1;FASN;HSPA9;INHBA;NR3C1;PGR;RBFOX1;RXRA;TIMP1;TP53;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.9633333333333334,0.9719243627067216,0.5,0.6666666666666666,1.0,0.0,0.7316666666666667,0.7359621813533608,0.5,False,False
54,M031_f_classif_top40__rbf_svm,31,f_classif_top40,rbf_svm,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;BMP2;CAT;CCR7;CD36;CEBPB;CNR1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;HSPA9;IL18;IL1A;INHBA;LDLR;LEPR;MKI67;MUC2;NOS3;NR3C1;PGR;PPARD;RBFOX1;RXRA;SLC2A1;SORBS1;TIMP1;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982905982905983,0.0038223384230765506,1.0,0.0,0.975,0.055901699437494734,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.9622222222222223,0.9719447728005635,0.5,0.6666666666666666,1.0,0.0,0.7311111111111112,0.7359723864002817,0.5,False,False
55,M036_f_classif_top40__knn,36,f_classif_top40,knn,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;BMP2;CAT;CCR7;CD36;CEBPB;CNR1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;HSPA9;IL18;IL1A;INHBA;LDLR;LEPR;MKI67;MUC2;NOS3;NR3C1;PGR;PPARD;RBFOX1;RXRA;SLC2A1;SORBS1;TIMP1;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.9583333333333333,0.9230769230769231,0.6875,0.7619047619047619,1.0,0.375,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.7291666666666666,0.7115384615384616,0.59375,False,False
