#"Progress (%)","Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)","Time Remaining"
4.8%,2420000,4840.000000068539,-666264.9892685944,132618.7318048142,-533646.2574637802,310.09822202025174,508.000807606663,1.0083297566400438,98.5,23:11:50
4.8%,2425000,4850.000000070576,-666252.9909153674,131403.1694974109,-534849.8214179565,307.25591079354376,510.83157952797734,1.0027420998135808,98.5,23:11:42
4.9%,2430000,4860.000000072613,-665446.9853372122,131289.00287264984,-534157.9824645624,306.9889585548166,508.15103782638994,1.0080316531439941,98.5,23:11:33
4.9%,2435000,4870.00000007465,-667220.2530416725,132891.22832042447,-534329.0247212481,310.7353920779614,507.0058702901502,1.0103084810710987,98.5,23:11:26
4.9%,2440000,4880.000000076688,-667289.790582105,133075.9133351672,-534213.8772469378,311.16723525671983,508.1284840027962,1.0080763957018268,98.4,23:11:18
4.9%,2445000,4890.000000078725,-666329.1116219363,133125.10366938362,-533204.0079525528,311.2822554727444,510.0056697083203,1.0043659534215088,98.4,23:11:10
4.9%,2450000,4900.000000080762,-667476.4894196349,132882.9158468943,-534593.5735727407,310.7159552817621,506.78985908063225,1.0107391091767564,98.4,23:11:01
4.9%,2455000,4910.0000000827995,-666544.5262233745,131747.4714410936,-534797.0547822809,308.0609812320943,508.7792162778334,1.0067870587450511,98.4,23:10:55
4.9%,2460000,4920.000000084837,-666743.354933342,132747.9805536271,-533995.3743797148,310.4004403167154,506.37589438686064,1.0115653931891897,98.4,23:10:47
4.9%,2465000,4930.000000086874,-666478.5433811727,132451.78193249681,-534026.7614486759,309.7078483689011,509.7367894385447,1.0048957448631013,98.4,23:10:38
4.9%,2470000,4940.000000088911,-665456.0617306796,132588.01779944744,-532868.0439312322,310.02640442460944,509.5771346257151,1.0052105871728474,98.4,23:10:31
5.0%,2475000,4950.000000090949,-667095.8833378516,132489.86481523834,-534606.0185226132,309.79689637944114,508.89702750678373,1.0065539844406814,98.4,23:10:23
5.0%,2480000,4960.000000092986,-666350.3556337496,133260.64664497093,-533089.7089887788,311.599191362305,510.42807920059454,1.0035347810590738,98.4,23:10:14
5.0%,2485000,4970.000000095023,-667752.3547876598,134065.63980659557,-533686.7149810642,313.48148162975883,507.6844080389356,1.0089581688860687,98.4,23:10:06
5.0%,2490000,4980.00000009706,-666319.9102978581,132546.23643213388,-533773.6738657241,309.928708363569,508.9234965032662,1.0065016337945496,98.4,23:09:57
5.0%,2495000,4990.000000099098,-667956.6719292407,132997.38099629537,-534959.2909329453,310.98360555129415,506.262584109721,1.011791798929303,98.4,23:09:50
5.0%,2500000,5000.000000101135,-666931.0593030523,133356.14030866692,-533574.9189943853,311.8224812017065,507.8391699036279,1.0086506931006876,98.4,23:09:43
5.0%,2505000,5010.000000103172,-666277.6046393216,133052.97428193665,-533224.6303573849,311.11359758785653,506.7426260189447,1.0108333193344232,98.4,23:09:37
5.0%,2510000,5020.000000105209,-666833.1903896807,132623.36906851295,-534209.8213211678,310.1090651885467,509.5822005049651,1.0052005941325677,98.4,23:09:30
5.0%,2515000,5030.000000107247,-666982.1415529847,132763.32649975276,-534218.815053232,310.4363232613343,507.62214669004794,1.0090819205721913,98.4,23:09:22
5.0%,2520000,5040.000000109284,-665575.9186956645,131284.6238806225,-534291.294815042,306.97871929507215,508.8471311610802,1.0066526847427983,98.4,23:09:14
5.0%,2525000,5050.000000111321,-665603.9028040608,132817.9263951076,-532785.9764089532,310.56399248453994,507.6067637597137,1.0091125006156303,98.4,23:09:05
5.1%,2530000,5060.0000001133585,-667466.8384703365,132925.933121347,-534540.9053489895,310.8165412257114,508.45175229915316,1.0074354712924556,98.4,23:08:58
5.1%,2535000,5070.000000115396,-666652.4466812327,133352.27401660092,-533300.1726646317,311.8134407722049,508.26397334623795,1.0078076699684377,98.4,23:08:51
5.1%,2540000,5080.000000117433,-667718.5812896849,132795.51678740702,-534923.0645022779,310.5115928015573,506.28228113676903,1.0117524349397402,98.4,23:08:44
5.1%,2545000,5090.00000011947,-666553.2035219287,132946.9379018905,-533606.2656200383,310.8656560454041,508.2846266417172,1.0077667193897597,98.4,23:08:36
5.1%,2550000,5100.000000121508,-667357.6169435536,132002.54524981303,-535355.0716937406,308.65741232060935,507.22417268155556,1.009873658029624,98.4,23:08:28
5.1%,2555000,5110.000000123545,-666280.2291364609,132855.37462240332,-533424.8545140576,310.65155650015197,506.4292677659238,1.0114587827173736,98.4,23:08:20
5.1%,2560000,5120.000000125582,-666203.37702594,132850.13082292324,-533353.2462030167,310.63929508825885,507.3934554481927,1.00953673171544,98.4,23:08:12
5.1%,2565000,5130.000000127619,-666396.4103065105,132256.18552378705,-534140.2247827235,309.2504914197809,509.1898886822348,1.005975063708769,98.4,23:08:04
5.1%,2570000,5140.000000129657,-665903.5275424719,132023.96717932489,-533879.560363147,308.7075025466541,508.1979151151977,1.0079386700963933,98.4,23:07:56
5.2%,2575000,5150.000000131694,-666007.420564129,131348.20291422075,-534659.2176499083,307.1273841556712,508.0998763817297,1.0081331535734084,98.4,23:07:48
5.2%,2580000,5160.000000133731,-666638.32180518,132489.5466908684,-534148.7751143116,309.79615251920234,508.32788331340913,1.0076809624687768,98.4,23:07:40
5.2%,2585000,5170.0000001357685,-666273.9227075712,133589.59688198665,-532684.3258255846,312.36836538654353,507.80652147819285,1.008715542320914,98.4,23:07:31
5.2%,2590000,5180.000000137806,-667580.9131851601,132494.23709909114,-535086.676086069,309.8071199536713,508.55698284894754,1.0072270128657663,98.4,23:07:23
5.2%,2595000,5190.000000139843,-666190.4263868942,133324.18725699594,-532866.2391298983,311.7477663829442,507.4635082141436,1.0093973702850298,98.4,23:07:16
5.2%,2600000,5200.00000014188,-666879.9148321999,131818.1094828322,-535061.8053493677,308.2261519500768,509.53701279812935,1.0052897391968474,98.4,23:07:07
5.2%,2605000,5210.0000001439175,-666842.1833192687,132373.8008451134,-534468.3824741554,309.5255076375451,506.6712260359871,1.0109757657139782,98.4,23:06:59
5.2%,2610000,5220.000000145955,-668735.9623612114,133073.46523267575,-535662.4971285356,311.1615109354299,505.4120954795798,1.0134944044442005,98.4,23:06:51
5.2%,2615000,5230.000000147992,-667241.7654900807,132815.67398397252,-534426.0915061082,310.5587257422122,506.6980224276499,1.010922300925523,98.4,23:06:42
5.2%,2620000,5240.000000150029,-665875.5474028243,132899.45482566505,-532976.0925771592,310.75462785720487,509.8067193941243,1.0047579037713166,98.4,23:06:33
5.2%,2625000,5250.000000152067,-668316.3476582891,131851.18845567282,-536465.1592026163,308.30349947500434,507.57352158595916,1.0091785897468728,98.4,23:06:25
5.3%,2630000,5260.000000154104,-665723.6595518421,132083.32361208322,-533640.3359397589,308.8462938321183,507.8311778877475,1.0086665667860932,98.4,23:06:17
5.3%,2635000,5270.000000156141,-666315.448263993,132861.7593450818,-533453.6889189112,310.6664856969837,507.7779829355944,1.0087722349551789,98.4,23:06:08
5.3%,2640000,5280.000000158178,-665387.7387791541,132577.6374937658,-532810.1012853883,310.0021324813319,509.5884148655737,1.0051883358496208,98.4,23:06:00
5.3%,2645000,5290.000000160216,-665941.4865635778,133233.34604445408,-532708.1405191238,311.53535522418827,508.38836093789786,1.0075610892467775,98.4,23:05:52
5.3%,2650000,5300.000000162253,-666733.9734217301,132665.23264972842,-534068.7407720017,310.20695348777593,508.14391492193727,1.0080457832219891,98.4,23:05:44
5.3%,2655000,5310.00000016429,-665912.4580177702,133705.00921497983,-532207.4488027904,312.6382304257679,507.7552256387127,1.008817447545966,98.4,23:05:36
5.3%,2660000,5320.0000001663275,-667855.3477911525,132153.698377775,-535701.6494133775,309.01084893997614,507.3267133677245,1.009669542742355,98.4,23:05:29
5.3%,2665000,5330.000000168365,-666820.8256839593,132612.282284022,-534208.5433999373,310.08314130802256,509.1849573923821,1.0059848062483938,98.4,23:05:21
5.3%,2670000,5340.000000170402,-667579.2440611878,132811.450531215,-534767.7935299729,310.5488501750651,507.29754550284645,1.0097275952700189,98.4,23:05:14
5.3%,2675000,5350.000000172439,-665524.5254355702,131583.87654880178,-533940.6488867684,307.6784524253345,509.2748266787471,1.0058072849339768,98.4,23:05:07
5.4%,2680000,5360.000000174477,-667672.419205653,132917.93058022112,-534754.4886254319,310.7978291347344,506.5252989636814,1.01126702211117,98.4,23:04:59
5.4%,2685000,5370.000000176514,-667188.1249408606,131836.35136193642,-535351.7735789241,308.268806363971,505.4630569195794,1.0133922226258163,98.4,23:04:52
5.4%,2690000,5380.000000178551,-667872.0697329426,132515.09078527457,-535356.9789476681,309.8558814741598,508.4862069228485,1.0073672082607583,98.4,23:04:43
5.4%,2695000,5390.000000180588,-666981.1727977269,132358.85448102164,-534622.3183167053,309.4905590230662,507.876332362102,1.0085768878510457,98.4,23:04:35
5.4%,2700000,5400.000000182626,-666682.4311270975,133403.01499742465,-533279.4161296728,311.93208681656733,508.6223591386308,1.007097547922303,98.4,23:04:27
5.4%,2705000,5410.000000184663,-666031.7989218989,132583.31999294276,-533448.4789289562,310.01541969096985,507.19879336239717,1.0099241902986518,98.4,23:04:19
5.4%,2710000,5420.0000001867,-666980.1753919455,132736.06292374566,-534244.1124681998,310.3725736964678,507.59313664853386,1.0091395917783077,98.4,23:04:11
5.4%,2715000,5430.000000188737,-666558.6255370099,132597.19550595316,-533961.4300310567,310.0478643679441,508.24118641500564,1.0078528549016639,98.4,23:04:02
5.4%,2720000,5440.000000190775,-666114.8717770916,132760.49963312468,-533354.372143967,310.42971328774064,508.3195500720683,1.0076974820943816,98.4,23:03:53
5.5%,2725000,5450.000000192812,-667179.2155433684,132973.86692439445,-534205.348618974,310.92862333430486,507.7016495907115,1.0089239046591894,98.4,23:03:45
5.5%,2730000,5460.000000194849,-667711.9097098648,133474.52811686328,-534237.3815930015,312.0993037012958,507.6793886432404,1.0089681443950274,98.4,23:03:36
5.5%,2735000,5470.0000001968865,-666530.7162949308,130890.98739284943,-535639.7289020814,306.05829143907084,507.7172181533388,1.008892967171875,98.4,23:03:27
5.5%,2740000,5480.000000198924,-667498.6477876352,132344.34150419317,-535154.3062834421,309.4566237844353,508.2776642183948,1.0077805238494173,98.4,23:03:19
5.5%,2745000,5490.000000200961,-666334.4454849204,133762.98205261966,-532571.4634323007,312.77378649415226,508.4374246767482,1.0074638605382693,98.4,23:03:11
5.5%,2750000,5500.000000202998,-666444.2774339342,133469.4993320264,-532974.7781019078,312.0875450514006,507.8316179711373,1.0086656926825792,98.4,23:03:02
5.5%,2755000,5510.000000205036,-667509.3643171727,132967.7870244223,-534541.5772927504,310.9144068948489,507.6593077747273,1.0090080549341056,98.4,23:02:54
5.5%,2760000,5520.000000207073,-665921.1263690195,131834.62449544732,-534086.5018735721,308.2647684862094,506.64086192024195,1.0110363557442599,98.4,23:02:46
5.5%,2765000,5530.00000020911,-666771.5638314639,131370.05503343017,-535401.5087980337,307.1784802807962,506.42702386543937,1.0114632643361372,98.4,23:02:36
5.5%,2770000,5540.000000211147,-669485.535143598,133128.44704108807,-536357.08810251,311.290073173962,506.47053311660653,1.0113763727870009,98.4,23:02:27
5.5%,2775000,5550.000000213185,-665627.3457377353,132065.4590897151,-533561.8866480202,308.80452177964725,509.9271814922467,1.0045205458708433,98.4,23:02:18
5.6%,2780000,5560.000000215222,-666086.1777881896,133895.36969667312,-532190.8080915165,313.0833443709298,509.3091932642827,1.0057394162158244,98.4,23:02:10
5.6%,2785000,5570.000000217259,-666800.54864578,131392.0914616455,-535408.4571841345,307.23000736989025,507.7317825569901,1.0088640268436944,98.4,23:02:02
5.6%,2790000,5580.000000219296,-664648.7548649963,132786.3641734041,-531862.3906915922,310.4901915312351,509.1117856579794,1.0061293907092717,98.4,23:01:55
5.6%,2795000,5590.000000221334,-666296.8329940219,132609.64138496277,-533687.1916090592,310.0769661765637,508.0007106782617,1.0083299490330644,98.4,23:01:46
5.6%,2800000,5600.000000223371,-667439.1654103277,132911.96323623823,-534527.2021740895,310.78387588141874,508.88431137269157,1.0065791364745544,98.4,23:01:38
5.6%,2805000,5610.000000225408,-665814.5063300389,133127.27193226834,-532687.2343977706,311.287325453857,508.1914233525882,1.0079515457536175,98.4,23:01:30
5.6%,2810000,5620.0000002274455,-665787.3981588865,132627.03620304092,-533160.3619558455,310.11763993422215,509.21174043403664,1.005931894402829,98.4,23:01:22
5.6%,2815000,5630.000000229483,-667078.2170778494,133843.6733946349,-533234.5436832146,312.96246452892785,508.62179057400334,1.00709867370978,98.4,23:01:14
5.6%,2820000,5640.00000023152,-665389.5469629569,132474.66845347278,-532914.8785094841,309.7613632032408,507.970050400643,1.0083908102514458,98.4,23:01:07
5.7%,2825000,5650.000000233557,-666431.6229579151,132216.62773838214,-534214.9952195329,309.15799469059203,508.06087377794677,1.0082105455159465,98.4,23:00:58
5.7%,2830000,5660.000000235595,-667295.118036163,132735.18389184627,-534559.9341443167,310.3705182837414,509.3461548005086,1.005666433091252,98.4,23:00:50
5.7%,2835000,5670.000000237632,-666618.1922380938,132549.06339398026,-534069.1288441136,309.9353185598086,508.11928175089673,1.0080946523853662,98.4,23:00:43
5.7%,2840000,5680.000000239669,-665526.2868995038,132245.9134912924,-533280.3734082114,309.22647264830135,509.7262993606703,1.0049164254413498,98.4,23:00:36
5.7%,2845000,5690.000000241706,-665945.941987982,132800.54786522774,-533145.3941227542,310.52335681306477,508.2007531030276,1.0079330413804548,98.4,23:00:28
5.7%,2850000,5700.000000243744,-667110.9479416152,133160.45197963412,-533950.4959619811,311.3649093181773,507.1636313390124,1.0099942090772114,98.4,23:00:19
5.7%,2855000,5710.000000245781,-667806.4126842064,133350.1342840292,-534456.2784001771,311.8084375026285,508.66201995648737,1.00701902365502,98.4,23:00:13
5.7%,2860000,5720.000000247818,-666866.1003999733,132873.93549408467,-533992.1649058887,310.6949568043866,507.14403895985225,1.0100332279514828,98.4,23:00:04
5.7%,2865000,5730.0000002498555,-665217.3887635479,132497.84518080016,-532719.5435827477,309.815556617992,509.75766109638687,1.004854600135411,98.4,22:59:57
5.7%,2870000,5740.000000251893,-664978.3887200938,131885.27473151038,-533093.1139885834,308.3832023449434,510.660185704874,1.0030786520001127,98.4,22:59:50
5.8%,2875000,5750.00000025393,-668327.3728994052,132888.6009173012,-535438.771982104,310.7292485036264,508.21553373126056,1.0079037272753566,98.4,22:59:42
5.8%,2880000,5760.000000255967,-666648.387078919,131922.42524526332,-534725.9618336556,308.4700702263139,510.09746295134335,1.0041852153964397,98.4,22:59:33
5.8%,2885000,5770.000000258005,-665646.8978901892,133671.1113697118,-531975.7865204774,312.558968157121,508.8681597461757,1.0066110855952837,98.4,22:59:24
5.8%,2890000,5780.000000260042,-665864.2304424392,133053.86598202214,-532810.3644604171,311.1156826222051,509.2474517838182,1.0058613526934663,98.4,22:59:17
5.8%,2895000,5790.000000262079,-667522.8085523592,132188.4258145176,-535334.3827378417,309.0920510163544,507.4070893638606,1.0095096056879318,98.4,22:59:09
5.8%,2900000,5800.000000264116,-665484.0054617054,133209.09359033185,-532274.9118713735,311.47864647120457,506.69137003552675,1.0109355734064642,98.4,22:59:01
5.8%,2905000,5810.000000266154,-666718.0530310292,132742.42832346854,-533975.6247075606,310.38745771103834,507.74416387380126,1.0088394257433284,98.4,22:58:53
5.8%,2910000,5820.000000268191,-666549.5212538666,132488.22324952384,-534061.2980043427,309.7930579578059,507.5188046355201,1.009287391971293,98.4,22:58:45
5.8%,2915000,5830.000000270228,-666004.677166143,132268.15530684753,-533736.5218592954,309.27847998817174,507.931862615432,1.0084666239865252,98.4,22:58:38
5.8%,2920000,5840.000000272265,-666900.2361946008,132746.64139439238,-534153.5948002085,310.3973090026692,506.1289521336801,1.0120589398167448,98.4,22:58:30
5.8%,2925000,5850.000000274303,-667315.1475007101,133136.24700478307,-534178.9004959271,311.30831158448456,509.7803755904932,1.004809826415226,98.4,22:58:22
5.9%,2930000,5860.00000027634,-666886.8005858902,132713.29301624553,-534173.5075696446,310.31933153576193,506.5547381047976,1.0112082509057492,98.4,22:58:15
5.9%,2935000,5870.000000278377,-666998.3218872487,132045.83877520618,-534952.4831120425,308.75864421347023,507.78128695062674,1.0087656711082744,98.4,22:58:08
5.9%,2940000,5880.0000002804145,-666892.939626501,132884.3999580143,-534008.5396684867,310.7194255322564,508.9839142941854,1.0063821592815785,98.4,22:58:01
5.9%,2945000,5890.000000282452,-667519.1706345999,132308.8053888429,-535210.3652457569,309.37353080022666,508.459654387016,1.0074198145072186,98.4,22:57:54
5.9%,2950000,5900.000000284489,-666169.717721187,133400.78466034454,-532768.9330608426,311.9268716893101,509.5980191838746,1.005169391214111,98.4,22:57:45
5.9%,2955000,5910.000000286526,-666612.2613915345,132146.270184448,-534465.9912070865,308.99347982844733,508.8418462842917,1.0066631399273442,98.3,22:57:38
5.9%,2960000,5920.000000288564,-665906.2507488057,132583.97915590715,-533322.2715928985,310.01696099105993,508.4603145846735,1.0074185064480004,98.3,22:57:30
5.9%,2965000,5930.000000290601,-665551.106721425,132093.78371570114,-533457.3230057238,308.87075236440796,509.3052499870239,1.005747203116447,98.3,22:57:22
5.9%,2970000,5940.000000292638,-667594.0213872041,133168.86125074193,-534425.1601364622,311.3845724531171,509.57753462331215,1.0052097981235035,98.3,22:57:15
6.0%,2975000,5950.000000294675,-666555.412960785,132979.51129894928,-533575.9016618357,310.94182139833435,508.21126721271827,1.007912188795631,98.3,22:57:07
6.0%,2980000,5960.000000296713,-666993.2204012903,131927.7877743882,-535065.4326269021,308.48260926001245,508.59066488807815,1.0071603080243232,98.3,22:56:59
6.0%,2985000,5970.00000029875,-667209.4809109434,130831.52008925957,-536377.9608216838,305.9192409078179,507.7895046110532,1.0087493460490522,98.3,22:56:51
6.0%,2990000,5980.000000300787,-666864.1885868232,131518.72655053338,-535345.4620362897,307.5261142273085,507.4280246310776,1.0094679557349784,98.3,22:56:42
6.0%,2995000,5990.000000302824,-666741.8164208187,131853.9751114354,-534887.8413093833,308.31001542479214,507.08080273687796,1.0101591855623202,98.3,22:56:34
6.0%,3000000,6000.000000304862,-667265.4313455378,132397.25496426498,-534868.1763812727,309.5803496689005,508.5745297873472,1.0071922613213729,98.3,22:56:25
6.0%,3005000,6010.000000306899,-666786.7193440394,132979.19297179533,-533807.5263722441,310.9410770639322,507.7200207943347,1.0088873980300754,98.3,22:56:18
6.0%,3010000,6020.000000308936,-667305.9298788924,133403.05771515294,-533902.8721637394,311.9321867020919,505.54147512851176,1.0132350279999471,98.3,22:56:11
6.0%,3015000,6030.0000003109735,-665917.2202847372,132714.43851543448,-533202.7817693027,310.3220100205957,507.11954474687997,1.0100820132315038,98.3,22:56:03
6.0%,3020000,6040.000000313011,-667051.9999322458,133224.83839253144,-533827.1615397143,311.51546204847415,507.26470311324334,1.0097929691603635,98.3,22:55:55
6.0%,3025000,6050.000000315048,-668139.7663233303,133031.3660363074,-535108.4002870229,311.06307170467676,508.40162027134096,1.0075348116191813,98.3,22:55:48
6.1%,3030000,6060.000000317085,-664885.8841811279,132868.30525538803,-532017.5789257399,310.68179179379104,507.40255850959346,1.0095186201101651,98.3,22:55:40
6.1%,3035000,6070.000000319123,-665381.8946890547,133620.49545503833,-531761.3992340164,312.440614551016,507.57143859418017,1.0091827312539519,98.3,22:55:32
6.1%,3040000,6080.00000032116,-666874.7209696397,131188.15366959857,-535686.5673000412,306.7531460256756,507.43153158122016,1.0094609791212465,98.3,22:55:24
6.1%,3045000,6090.000000323197,-666676.9413584694,132614.27028795407,-534062.6710705154,310.08778979527864,507.71620727902564,1.0088949759003156,98.3,22:55:15
6.1%,3050000,6100.000000325234,-666189.5090930602,134559.88146181992,-531629.6276312403,314.63715139411,508.23024145447374,1.007874559453694,98.3,22:55:08
6.1%,3055000,6110.000000327272,-666045.2731059804,133065.7822853424,-532979.4908206379,311.1435461405964,509.6890672185088,1.004989833316109,98.3,22:54:59
6.1%,3060000,6120.000000329309,-666737.0010666018,132824.63894633838,-533912.3621202635,310.5796882325957,507.69983264360394,1.008927515378068,98.3,22:54:51
6.1%,3065000,6130.000000331346,-666194.5801176201,131445.785682189,-534748.794435431,307.3555588820839,508.1978637078727,1.00793877205556,98.3,22:54:44
6.1%,3070000,6140.0000003333835,-666387.5879573817,133268.15957212885,-533119.4283852528,311.61675860429364,509.2050755158163,1.005945060913011,98.3,22:54:36
6.2%,3075000,6150.000000335421,-666327.0861148331,132272.2688010369,-534054.8173137963,309.28809844264686,508.4825416749297,1.007374469573116,98.3,22:54:27
6.2%,3080000,6160.000000337458,-667310.8745569121,133481.81855828318,-533829.055998629,312.11635071185975,507.9021527785668,1.008525614441121,98.3,22:54:19
6.2%,3085000,6170.000000339495,-668632.7253107107,131994.67648182347,-536638.0488288873,308.63901302716226,507.1415080057555,1.0100382686505696,98.3,22:54:11
6.2%,3090000,6180.0000003415325,-667357.4992618491,132159.70043644862,-535197.7988254004,309.0248833655646,508.51377006813203,1.007312605592454,98.3,22:54:03
6.2%,3095000,6190.00000034357,-666264.8301926618,132704.88505437414,-533559.9451382877,310.29967146216865,507.5398954685786,1.0092454510084599,98.3,22:53:56
6.2%,3100000,6200.000000345607,-668067.227381405,131695.15006410348,-536372.0773173014,307.93863979693293,506.39857039152366,1.0115200963362478,98.3,22:53:48
6.2%,3105000,6210.000000347644,-666931.1100588134,132343.48549875146,-534587.6245600618,309.45462221375294,507.6114084234882,1.0091032671977083,98.3,22:53:41
6.2%,3110000,6220.000000349682,-667697.8125145882,133149.63545922612,-534548.1770553621,311.33961738768363,509.0014300624259,1.0063475276369067,98.3,22:53:33
6.2%,3115000,6230.000000351719,-664799.7576471553,132690.73961259186,-532109.0180345634,310.2665956192113,511.29447366015444,1.0018342796473116,98.3,22:53:25
6.2%,3120000,6240.000000353756,-665959.8655236745,132589.4863348825,-533370.3791887921,310.029838254968,507.94608979721124,1.0084383776071042,98.3,22:53:17
6.2%,3125000,6250.000000355793,-667057.440462776,132801.05819747553,-534256.3822653005,310.5245501069571,509.11129755259736,1.0061303553257965,98.3,22:53:09
6.3%,3130000,6260.000000357831,-666811.6084967447,131954.2089721202,-534857.3995246245,308.544389118173,505.3262587496575,1.0136665606382746,98.3,22:53:01
6.3%,3135000,6270.000000359868,-667228.3146976153,131642.11986048642,-535586.194837129,307.81464093469657,508.0209351546212,1.0082898070944046,98.3,22:52:53
6.3%,3140000,6280.000000361905,-666429.7704793052,132374.73108248526,-534055.0393968199,309.52768278242206,507.2082782725916,1.0099053044865336,98.3,22:52:45
6.3%,3145000,6290.0000003639425,-666530.1228975207,133010.21897665833,-533519.9039208624,311.0136241982131,507.6075555538553,1.009110926546534,98.3,22:52:37
6.3%,3150000,6300.00000036598,-666548.5812937766,133348.14609575126,-533200.4351980253,311.8037885843224,507.1297532981481,1.0100616802221505,98.3,22:52:28
6.3%,3155000,6310.000000368017,-666631.3665565685,133144.23240958207,-533487.1341469865,311.3269836061257,508.47857080480645,1.0073823364792431,98.3,22:52:21
6.3%,3160000,6320.000000370054,-667135.5997599661,132582.96908592497,-534552.6306740411,310.0145991760936,507.8855406134958,1.008558601783043,98.3,22:52:12
6.3%,3165000,6330.000000372092,-667163.5827226429,133216.02251804696,-533947.560204596,311.4948481656087,509.9667417172195,1.004442621066079,98.3,22:52:03
6.3%,3170000,6340.000000374129,-667718.0447723083,133070.1017157286,-534647.9430565797,311.15364612922303,508.2573128083769,1.0078208769424903,98.3,22:51:55
6.3%,3175000,6350.000000376166,-667304.2554988745,132506.83513513068,-534797.4203637438,309.8365775463028,507.13585313861523,1.0100495311794961,98.3,22:51:46
6.4%,3180000,6360.000000378203,-666869.9755904512,133553.32222245343,-533316.6533679977,312.2835454876306,508.0528019764092,1.0082265636845305,98.3,22:51:38
6.4%,3185000,6370.000000380241,-666281.3425370934,133440.6789521192,-532840.6635849742,312.02015526079146,506.75710390856614,1.0108044401473135,98.3,22:51:29
6.4%,3190000,6380.000000382278,-665939.7513815076,133089.23517561588,-532850.5162058917,311.19838529850466,508.9665668203098,1.0064164605291555,98.3,22:51:22
6.4%,3195000,6390.000000384315,-666591.2021647743,131637.54010412912,-534953.6620606452,307.80393223401484,508.42262603767824,1.0074931847525834,98.3,22:51:13
6.4%,3200000,6400.000000386352,-667929.4070266336,132744.62346649962,-535184.783560134,310.39259054515423,506.4070657285702,1.01150312737051,98.3,22:51:05
6.4%,3205000,6410.00000038839,-668012.6655844552,132074.6022501654,-535938.0633342898,308.82590094502376,507.04463431782983,1.010231242060419,98.3,22:50:57
6.4%,3210000,6420.000000390427,-667353.20403344,133335.75461687666,-534017.4494165634,311.77481397783265,507.812154267146,1.0087043533769,98.3,22:50:50
6.4%,3215000,6430.000000392464,-665853.0491276914,132045.56392434484,-533807.4852033466,308.75800153831966,508.76883531413284,1.0068076013160296,98.3,22:50:42
6.4%,3220000,6440.0000003945015,-666458.2179449652,132625.2410577875,-533832.9768871777,310.1134424023669,508.995081446919,1.0063600796511643,98.3,22:50:34
6.5%,3225000,6450.000000396539,-666230.3888632874,132632.17876800726,-533598.2100952801,310.12966463262626,508.6621260796983,1.007018813558599,98.3,22:50:27
6.5%,3230000,6460.000000398576,-667195.3721081568,133010.76904340554,-534184.6030647513,311.0149104020395,508.4631819569754,1.00741282532098,98.3,22:50:18
6.5%,3235000,6470.000000400613,-667230.7290119422,132274.1619175893,-534956.5670943528,309.2925250577184,508.89518953573514,1.006557619800418,98.3,22:50:09
6.5%,3240000,6480.000000402651,-666166.6014882573,132091.226547759,-534075.3749404983,308.8647730187946,507.8549347523917,1.0086193825343346,98.3,22:50:01
6.5%,3245000,6490.000000404688,-666936.0530091505,133710.30751660076,-533225.7454925498,312.65061927830794,506.7148643156844,1.0108887004898486,98.3,22:49:54
6.5%,3250000,6500.000000406725,-666750.7062544711,132862.10452567058,-533888.6017288005,310.6672928219306,507.4972755699003,1.009330207993244,98.3,22:49:45
6.5%,3255000,6510.000000408762,-666687.1636035414,133847.37964344607,-532839.7839600954,312.9711307343052,509.4519887756601,1.0054575151193224,98.3,22:49:36
6.5%,3260000,6520.0000004108,-666003.1072389679,132818.04458963775,-533185.0626493301,310.5642688551035,507.62643459046376,1.0090733968971184,98.3,22:49:27
6.5%,3265000,6530.000000412837,-668076.7698656088,132314.55358537423,-535762.2162802345,309.38697162792823,508.9252894127046,1.0064980879572398,98.3,22:49:19
6.5%,3270000,6540.000000414874,-669154.5333288945,132271.3517647977,-536883.1815640968,309.2859541655645,506.56271807223783,1.011192321172609,98.3,22:49:11
6.5%,3275000,6550.0000004169115,-666457.5357214515,132935.67175605558,-533521.863965396,310.83931276987363,508.1251542138166,1.0080830017154148,98.3,22:49:03
6.6%,3280000,6560.000000418949,-665132.8678707671,132699.95431167545,-532432.9135590917,310.2881420611308,510.09027123004495,1.0041993733222196,98.3,22:48:54
6.6%,3285000,6570.000000420986,-667911.5349718034,132155.6137348833,-535755.9212369202,309.0153275594422,506.0459621712198,1.0122249143323059,98.3,22:48:45
6.6%,3290000,6580.000000423023,-668136.2311633462,132271.68000228622,-535864.55116106,309.28672167299123,508.81941142435113,1.006707525707534,98.3,22:48:37
6.6%,3295000,6590.0000004250605,-665875.3560637659,130956.08994115642,-534919.2661226095,306.21051868634004,509.82008272859093,1.0047315671941968,98.3,22:48:29
6.6%,3300000,6600.000000427098,-667681.354045799,132886.34541766858,-534795.0086281304,310.72397453956177,508.0228832439824,1.008285940657063,98.3,22:48:20
6.6%,3305000,6610.000000429135,-666826.8818612648,132636.66567636436,-534190.2161849005,310.1401562297405,509.26703833465206,1.00582266698826,98.3,22:48:12
6.6%,3310000,6620.000000431172,-668321.7232792745,131889.88359364585,-536431.8396856287,308.3939791027535,505.97808258992194,1.0123607095489928,98.3,22:48:02
