#"Progress (%)","Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)","Time Remaining"
1.9%,935000,1869.9999999696042,-666900.8923167256,131825.6350956193,-535075.2572211062,308.24374885447435,507.78012486025966,1.0087679797391393,98.8,23:50:23
1.9%,940000,1879.9999999693678,-666785.3904390046,132578.742839086,-534206.6475999187,310.0047170756335,509.23446320470146,1.005887008281813,98.8,23:50:12
1.9%,945000,1889.9999999691313,-666009.1334807808,132621.49191559246,-533387.6415651883,310.10467590073506,508.1783315462225,1.007977512831794,98.8,23:50:00
1.9%,950000,1899.9999999688948,-666903.6349524572,132252.6644579183,-534650.9704945389,309.24225822187094,506.70620362969566,1.0109059787263135,98.8,23:49:50
1.9%,955000,1909.9999999686584,-666124.918065506,132755.7385363659,-533369.1795291401,310.4185805644845,508.0030094338716,1.008325386256695,98.8,23:49:40
1.9%,960000,1919.999999968422,-666491.5054739569,132938.5852954451,-533552.9201785119,310.8461254076676,508.3084400196536,1.0077195072487226,98.8,23:49:31
1.9%,965000,1929.9999999681854,-666294.902684621,132907.44173429647,-533387.4609503245,310.7733033952102,506.95563082782854,1.0104086029590538,98.8,23:49:23
1.9%,970000,1939.999999967949,-667374.4371046047,133825.75274698687,-533548.6843576177,312.9205612404746,507.1684101405495,1.0099846923924527,98.8,23:49:15
1.9%,975000,1949.9999999677125,-667465.6062027449,132982.81745881247,-534482.7887439324,310.9495520882704,507.5792331343031,1.009167233938899,98.8,23:49:06
2.0%,980000,1959.999999967476,-666360.6166116823,133157.23449865892,-533203.3821130234,311.35738598330437,506.8688487618433,1.010581597109845,98.8,23:48:55
2.0%,985000,1969.9999999672395,-668501.0345581607,132363.88081016776,-536137.1537479929,309.5023119308967,508.323703316049,1.0076892487315177,98.8,23:48:42
2.0%,990000,1979.999999967003,-666809.8345274371,133528.51214615064,-533281.3223812864,312.22553286418764,506.3180156437221,1.0116810282875888,98.8,23:48:31
2.0%,995000,1989.9999999667666,-666894.1615934488,132878.58818407546,-534015.5734093734,310.70583604349645,507.94484848733106,1.0084408420174147,98.8,23:48:22
2.0%,1000000,1999.9999999665301,-667414.9080365095,132566.6534985812,-534848.2545379284,309.97644894981966,508.46059605725986,1.007417948763305,98.8,23:48:11
2.0%,1005000,2009.9999999662937,-666948.7980144848,132351.87753483426,-534596.9204796506,309.4742450485741,507.40936398157095,1.009505080252276,98.8,23:48:05
2.0%,1010000,2019.9999999660572,-667713.6708971686,131458.95165352232,-536254.7192436463,307.38634446000395,509.45026310884737,1.0054609209172798,98.8,23:47:55
2.0%,1015000,2029.9999999658207,-666537.6474279854,131927.24361634252,-534610.4038116429,308.4813368723175,508.18408172653585,1.0079661074126576,98.8,23:47:44
2.0%,1020000,2039.9999999655843,-665798.1331750611,132475.85837738472,-533322.2747976764,309.7641455650114,508.5066391571854,1.0073267313794798,98.8,23:47:34
2.0%,1025000,2049.999999965348,-667260.4921454978,132289.2422453021,-534971.2499001957,309.32778691513164,507.5033757760858,1.0093180758131013,98.8,23:47:28
2.1%,1030000,2059.9999999651113,-666492.5918630799,133769.7931226216,-532722.7987404583,312.78971260556136,507.8901916262186,1.008549365891179,98.8,23:47:18
2.1%,1035000,2069.999999964875,-668282.6282221591,132898.56743866173,-535384.0607834974,310.752552908001,508.0352992945976,1.0082612988077837,98.8,23:47:05
2.1%,1040000,2079.9999999646384,-666289.2838785443,132131.59114299322,-534157.6927355512,308.95915628610805,510.1142061317601,1.0041522556120794,98.8,23:46:52
2.1%,1045000,2089.999999964402,-665121.6654387605,132840.09607845408,-532281.5693603065,310.61583115992863,509.1511991129813,1.0060515061132305,98.8,23:46:40
2.1%,1050000,2099.9999999641655,-666687.8776433114,131829.24089789408,-534858.6367454173,308.25218018886545,508.80518345773214,1.0067356767593245,98.8,23:46:30
2.1%,1055000,2109.999999963929,-665539.6970674964,132182.20583285327,-533357.4912346432,309.07750702827025,510.28893981393134,1.003808412727404,98.8,23:46:21
2.1%,1060000,2119.9999999636925,-667128.9287935998,133098.2730295047,-534030.6557640951,311.21951822885063,508.6701820179441,1.007002865147111,98.8,23:46:12
2.1%,1065000,2129.999999963456,-667628.1842892813,133266.50081398015,-534361.6834753011,311.6128799821287,506.84174450540735,1.0106356397435754,98.8,23:46:02
2.1%,1070000,2139.9999999632196,-666264.9536726032,133458.4974267792,-532806.456245824,312.0618196413506,506.794080067042,1.0107306909331117,98.8,23:45:54
2.1%,1075000,2149.999999962983,-666668.9017041852,131736.75049202112,-534932.1512121641,308.03591277305765,507.1834057809644,1.0099548306755686,98.8,23:45:44
2.2%,1080000,2159.9999999627466,-666893.6697939355,132230.3852130237,-534663.2845809117,309.19016336214975,506.8011697019175,1.0107165518348133,98.8,23:45:35
2.2%,1085000,2169.99999996251,-667969.819524264,133312.64945802995,-534657.170066234,311.72078790941566,508.44130810807934,1.0074561656152592,98.8,23:45:23
2.2%,1090000,2179.9999999622737,-665255.9104727111,132618.6449824733,-532637.2654902377,310.0980190062945,506.7241343932887,1.0108702071597173,98.8,23:45:12
2.2%,1095000,2189.9999999620372,-666811.1866227696,131255.77391814714,-535555.4127046224,306.91126033247156,507.99340577349267,1.0083444487375286,98.8,23:45:02
2.2%,1100000,2199.9999999618008,-666093.9761735951,132758.46194525104,-533335.514228344,310.42494862608197,508.20490828762655,1.0079248003190597,98.8,23:44:51
2.2%,1105000,2209.9999999615643,-666577.6861106637,132938.51245705434,-533639.1736536094,310.84595509194247,508.5322914016487,1.0072759181036965,98.8,23:44:41
2.2%,1110000,2219.999999961328,-666733.2322263555,132060.15665531502,-534673.0755710404,308.7921232635593,508.9265214887174,1.0064956512947774,98.8,23:44:31
2.2%,1115000,2229.9999999610914,-667115.2693625395,133368.917474929,-533746.3518876105,311.8523576489203,508.62203455479084,1.0070981906148473,98.8,23:44:20
2.2%,1120000,2239.999999960855,-666482.1558658546,133799.50345462136,-532682.6524112332,312.859183343242,509.3482459022507,1.0056623043819708,98.8,23:44:11
2.2%,1125000,2249.9999999606184,-667311.8585519986,132640.4250955052,-534671.4334564934,310.1489467616325,508.79516185138004,1.0067555061708626,98.8,23:43:59
2.3%,1130000,2259.999999960382,-666901.5082057659,132092.978166277,-534808.5300394888,308.8688687734493,508.59740839651226,1.0071469540553106,98.8,23:43:51
2.3%,1135000,2269.9999999601455,-665652.2281024619,132741.68028354875,-532910.5478189131,310.38570859275035,509.2652223402612,1.005826253662239,98.9,23:43:40
2.3%,1140000,2279.999999959909,-666759.4928887244,132733.20635114476,-534026.2865375797,310.3658942623293,509.454719411634,1.0054521259485945,98.9,23:43:30
2.3%,1145000,2289.9999999596726,-667485.3855954735,133427.4791224638,-534057.9064730096,311.9892905130186,506.4737853807136,1.011369878348057,98.9,23:43:20
2.3%,1150000,2299.999999959436,-667200.3165107863,133613.90896381083,-533586.4075469754,312.4252135651129,508.51839262377,1.0073034488763317,98.9,23:43:12
2.3%,1155000,2309.9999999591996,-667297.3065839196,133165.59687014122,-534131.7097137783,311.37693945432045,507.8907277861486,1.0085483012059469,98.9,23:43:03
2.3%,1160000,2319.999999958963,-668201.5315544987,132808.9570017373,-535392.5745527614,310.54301963327765,509.26069230856604,1.005835200798505,98.8,23:42:58
2.3%,1165000,2329.9999999587267,-665824.4383342862,132825.31378724554,-532999.1245470407,310.58126619192774,507.50519194683085,1.0093144638422469,98.8,23:42:50
2.3%,1170000,2339.99999995849,-666720.5628418229,131964.62702959537,-534755.9358122274,308.56874933528553,508.7197886385887,1.006904669617401,98.8,23:42:44
2.4%,1175000,2349.9999999582537,-666728.9971924643,131905.02178121838,-534823.975411246,308.42937625206247,508.85584522036845,1.0066354460075848,98.8,23:42:33
2.4%,1180000,2359.9999999580173,-667433.618856268,132927.35062734984,-534506.2682289182,310.8198557355487,509.16432292772487,1.0060255749295355,98.8,23:42:29
2.4%,1185000,2369.999999957781,-666105.9622803996,132751.94689355307,-533354.0153868466,310.4097146849908,507.90406093050206,1.0085218254970052,98.8,23:42:20
2.4%,1190000,2379.9999999575443,-667689.080074437,131669.8588050988,-536019.2212693382,307.87950203906667,507.28084056001757,1.0097608459674692,98.8,23:42:14
2.4%,1195000,2389.999999957308,-666974.930569571,131831.15104487343,-535143.7795246976,308.2566466256503,509.8935044621276,1.004586891624187,98.8,23:42:05
2.4%,1200000,2399.9999999570714,-665337.2416905952,133008.4919158189,-532328.7497747763,311.0095858660081,509.6318211283242,1.0051027221433908,98.8,23:41:57
2.4%,1205000,2409.999999956835,-666143.1726761977,132897.83697553055,-533245.3357006672,310.7508448889667,507.7734579669245,1.008781224520676,98.8,23:41:51
2.4%,1210000,2419.9999999565985,-665820.1688342867,131639.66948481632,-534180.4993494705,307.80891129810425,506.9822798625391,1.0103554918050717,98.8,23:41:46
2.4%,1215000,2429.999999956362,-666928.5678017661,133896.09968756797,-533032.4681141982,313.0850512857487,507.8403923507776,1.0086482651288613,98.8,23:41:40
2.4%,1220000,2439.9999999561255,-668161.4797763219,131829.4413612602,-536332.0384150618,308.25264892606845,506.66530512872697,1.0109875800097083,98.8,23:41:33
2.5%,1225000,2449.999999955889,-666472.2143362956,133843.84639762482,-532628.3679386708,312.9628690563942,509.08710483264343,1.006178168420437,98.8,23:41:25
2.5%,1230000,2459.9999999556526,-665516.9829262136,132795.04328689826,-532721.9396393154,310.51048563016536,509.27160154219985,1.0058136545525147,98.8,23:41:16
2.5%,1235000,2469.999999955416,-666148.0525601455,132339.09220238525,-533808.9603577603,309.44434950662145,508.0609081323668,1.0082104773420564,98.8,23:41:10
2.5%,1240000,2479.9999999551796,-666416.4818950901,132306.00422069093,-534110.4776743992,309.3669809165738,508.7799516347998,1.006785603601477,98.8,23:41:04
2.5%,1245000,2489.999999954943,-666203.6207553288,132301.87933827133,-533901.7414170575,309.35733583335707,509.25906439924574,1.0058384160746041,98.8,23:40:57
2.5%,1250000,2499.9999999547067,-667501.1310264356,132836.02930646844,-534665.1017199672,310.6063219545174,507.7400185504027,1.0088476621744236,98.8,23:40:48
2.5%,1255000,2509.9999999544702,-667409.5894511896,133174.39314619632,-534235.1963049932,311.39750751079305,508.3376075994941,1.0076616859529044,98.8,23:40:40
2.5%,1260000,2519.9999999542338,-666819.3336233804,133430.21288701196,-533389.1207363685,311.99568278893827,507.597786094202,1.0091303483579617,98.8,23:40:33
2.5%,1265000,2529.9999999539973,-667194.0659004147,132996.63582571334,-534197.4300747013,310.9818631422887,508.1330810708286,1.0080672756583864,98.8,23:40:27
2.5%,1270000,2539.999999953761,-665169.0835728478,131708.2268700267,-533460.8567028211,307.9692168821705,508.8003663776097,1.0067452080543813,98.8,23:40:24
2.5%,1275000,2549.9999999535244,-667123.4736751439,132689.81527395482,-534433.6584011891,310.264434267161,509.0329871608143,1.0062851399159858,98.8,23:40:16
2.6%,1280000,2559.999999953288,-665831.066774176,132822.81143001575,-533008.2553441603,310.57541500848436,508.5022361131842,1.007335453669387,98.8,23:40:09
2.6%,1285000,2569.9999999530514,-665556.7970329779,133961.45431988692,-531595.342713091,313.23786797315853,507.6603582838545,1.009005966978736,98.8,23:40:04
2.6%,1290000,2579.999999952815,-667463.5115445959,132676.4574112253,-534787.0541333706,310.23319999560647,506.6013403604346,1.0111152298620671,98.8,23:39:58
2.6%,1295000,2589.9999999525785,-666316.7468401743,132686.5615482001,-533630.1852919742,310.25682618225665,507.4738847304439,1.0093767307436043,98.8,23:39:51
2.6%,1300000,2599.999999952342,-664937.5572045948,132198.12521373166,-532739.4319908632,309.1147308173902,510.4498395191514,1.0034920006821824,98.8,23:39:49
2.6%,1305000,2609.9999999521056,-666007.9778855424,132571.93487695407,-533436.0430085884,309.9887982312594,507.7861956937247,1.008755919422294,98.8,23:39:42
2.6%,1310000,2619.999999951869,-666758.6826293385,133067.83663145517,-533690.8459978832,311.14834975369325,507.700706066409,1.0089257796698246,98.8,23:39:39
2.6%,1315000,2629.9999999516326,-665625.4212136138,133059.7049555591,-532565.7162580547,311.1293357109325,509.1837479691826,1.0059871956831858,98.8,23:39:36
2.6%,1320000,2639.999999951396,-668266.4883854953,132338.78199579028,-535927.706389705,309.4436241602677,507.25834600446467,1.0098056241788553,98.8,23:39:32
2.6%,1325000,2649.9999999511597,-666500.2550796457,132991.45963907213,-533508.7954405735,310.96975982737655,508.2206602204511,1.0078935604168098,98.8,23:39:24
2.7%,1330000,2659.999999950923,-666041.9068321544,131923.19304740336,-534118.713784751,308.47186555398184,508.8905853273798,1.0065667266715936,98.8,23:39:17
2.7%,1335000,2669.9999999506867,-666108.654207103,132669.76570527453,-533438.8885018284,310.21755298941525,506.3895760544545,1.0115380626474217,98.8,23:39:11
2.7%,1340000,2679.9999999504503,-666867.6229871428,132208.34049154556,-534659.2824955971,309.1386168811793,507.81944644208806,1.0086898686054697,98.7,23:39:12
2.7%,1345000,2689.999999950214,-665984.7983978628,132705.75569295808,-533279.0427049047,310.30170724906856,508.37746678922275,1.0075826805269235,98.7,23:39:02
2.7%,1350000,2699.9999999499773,-666090.0202795202,132699.07812334667,-533390.9421561735,310.2860932974364,507.401104508846,1.0095215129710897,98.7,23:38:56
2.7%,1355000,2709.999999949741,-667174.4200854669,132505.46365991991,-534668.956425547,309.83337066882314,509.38856648500666,1.0055827013189336,98.7,23:38:50
2.7%,1360000,2719.9999999495044,-667356.3683823515,133081.99864696464,-534274.3697353868,311.18146435047714,507.5900361770634,1.009145755824666,98.7,23:38:43
2.7%,1365000,2729.999999949268,-666711.0922551886,133135.51462322526,-533575.5776319634,311.30659907965344,506.1445257228907,1.012027799718641,98.7,23:38:39
2.7%,1370000,2739.9999999490315,-665278.3580655348,132780.56108974706,-532497.7969757877,310.47662236268866,507.5489691136347,1.0092274083454773,98.7,23:38:33
2.8%,1375000,2749.999999948795,-665964.8482669722,132656.7358969896,-533308.1123699826,310.18708579728155,508.68288210391603,1.0069777237016029,98.7,23:38:26
2.8%,1380000,2759.9999999485585,-666852.9453387521,132081.44178839013,-534771.503550362,308.84189362278556,510.247518383296,1.0038899009836737,98.7,23:38:19
2.8%,1385000,2769.999999948322,-665563.1763884043,131946.83699370176,-533616.3393947026,308.5271514522022,507.13021457597637,1.0100607614856114,98.7,23:38:11
2.8%,1390000,2779.9999999480856,-667370.1275619464,133567.98464906582,-533802.1429128805,312.317830180005,508.471097582908,1.0073971424176198,98.7,23:38:05
2.8%,1395000,2789.999999947849,-665716.8333536652,132672.74949423384,-533044.0838594313,310.22452988957536,507.97957461439603,1.0083719037242873,98.7,23:37:58
2.8%,1400000,2799.9999999476127,-666899.1297982964,132374.83961386984,-534524.2901844266,309.52793655795534,508.1074012276415,1.008118223567231,98.7,23:37:50
2.8%,1405000,2809.999999947376,-666171.2777563515,133117.2287219033,-533054.0490344482,311.2638417299879,509.8238061792223,1.0047242292308791,98.7,23:37:44
2.8%,1410000,2819.9999999471397,-667860.2118949206,132890.6512675165,-534969.560627404,310.7340427732415,508.53361366013365,1.0072732990454991,98.7,23:37:38
2.8%,1415000,2829.9999999469032,-666620.3891656874,133765.28784843345,-532855.1013172539,312.77917806420027,507.43532022585725,1.0094534422219166,98.7,23:37:34
2.8%,1420000,2839.999999946667,-666341.8592510768,133232.18506663057,-533109.6741844462,311.5326405461486,510.7875465310651,1.002828542288705,98.7,23:37:27
2.9%,1425000,2849.9999999464303,-666157.5606955807,133359.13637238048,-532798.4243232002,311.8294868035396,507.5925385686589,1.0091407808148576,98.7,23:37:20
2.9%,1430000,2859.999999946194,-666998.4598029759,131532.4963027739,-535465.9635002019,307.5583116071909,508.2830975207025,1.0077697511594095,98.7,23:37:12
2.9%,1435000,2869.9999999459574,-668407.2282107486,133167.13506516576,-535240.0931455828,311.38053616751273,506.76788804890094,1.010782929990118,98.7,23:37:05
2.9%,1440000,2879.999999945721,-666151.515486158,132433.03995704837,-533718.4755291096,309.6640245954069,508.1503594109306,1.008032998935145,98.7,23:37:00
2.9%,1445000,2889.9999999454844,-667755.8141797963,133280.7669888375,-534475.0471909588,311.6462381314496,506.8762552604146,1.0105668304462314,98.7,23:36:50
2.9%,1450000,2899.999999945248,-666215.6647283537,133053.38511609266,-533162.2796122611,311.11455822848086,508.1251707792855,1.0080829688507416,98.7,23:36:46
2.9%,1455000,2909.9999999450115,-665926.3993176692,133106.50203887076,-532819.8972787985,311.2387598634122,509.7727327538453,1.0048248911624593,98.7,23:36:43
2.9%,1460000,2919.999999944775,-667032.6191080012,132359.82949290628,-534672.7896150949,309.4928388627824,508.0268340253185,1.008278099501815,98.7,23:36:35
2.9%,1465000,2929.9999999445386,-666351.3052072991,131835.58191135782,-534515.7232959413,308.2670071818109,507.72880404077966,1.0088699451958427,98.7,23:36:26
2.9%,1470000,2939.999999944302,-664401.0502694035,132978.7957286711,-531422.2545407324,310.94014820279125,509.88709744410824,1.0045995148232223,98.7,23:36:21
3.0%,1475000,2949.9999999440656,-667524.128307349,132754.4060501983,-534769.7222571508,310.4154648538619,506.6068188499622,1.011104295575374,98.7,23:36:13
3.0%,1480000,2959.999999943829,-665658.8898041309,132991.97957575525,-532666.9102283756,310.97097557901895,509.9626180932504,1.0044507431195804,98.7,23:36:04
3.0%,1485000,2969.9999999435927,-668128.952686213,132937.34227216864,-535191.6104140443,310.84321888531804,507.2487128294852,1.0098248014266764,98.7,23:35:57
